ward,precinct,total,Eileen Mary Brewer,Eileen Mary Brewer Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,James Michael Bailey,James Michael Bailey Percent,Barbara Ann Riley,Barbara Ann Riley Percent,precinct_id
1,1,70,14,20.0,16,22.86,8,11.43,15,21.43,01001
1,2,46,11,23.91,15,32.61,2,4.35,6,13.04,01002
1,3,40,9,22.5,14,35.0,6,15.0,2,5.0,01003
1,4,73,19,26.03,19,26.03,8,10.96,9,12.33,01004
1,5,63,9,14.29,23,36.51,5,7.94,13,20.63,01005
1,6,66,7,10.61,21,31.82,12,18.18,13,19.7,01006
1,7,69,13,18.84,15,21.74,7,10.14,7,10.14,01007
1,8,61,8,13.11,16,26.23,8,13.11,8,13.11,01008
1,9,101,13,12.87,24,23.76,13,12.87,14,13.86,01009
1,10,64,8,12.5,18,28.13,3,4.69,13,20.31,01010
1,11,37,12,32.43,7,18.92,5,13.51,6,16.22,01011
1,12,69,17,24.64,15,21.74,5,7.25,7,10.14,01012
1,13,96,13,13.54,24,25.0,16,16.67,16,16.67,01013
1,14,87,9,10.34,28,32.18,12,13.79,13,14.94,01014
1,15,73,7,9.59,14,19.18,13,17.81,16,21.92,01015
1,16,28,2,7.14,8,28.57,8,28.57,3,10.71,01016
1,17,44,8,18.18,12,27.27,5,11.36,9,20.45,01017
1,18,53,7,13.21,13,24.53,8,15.09,8,15.09,01018
1,19,85,17,20.0,13,15.29,16,18.82,11,12.94,01019
1,20,75,14,18.67,13,17.33,13,17.33,15,20.0,01020
1,21,64,11,17.19,16,25.0,8,12.5,16,25.0,01021
1,22,78,6,7.69,11,14.1,6,7.69,23,29.49,01022
1,23,45,7,15.56,11,24.44,8,17.78,11,24.44,01023
1,24,126,19,15.08,33,26.19,16,12.7,31,24.6,01024
1,25,59,8,13.56,19,32.2,6,10.17,9,15.25,01025
1,26,43,7,16.28,12,27.91,5,11.63,10,23.26,01026
1,27,49,4,8.16,18,36.73,5,10.2,12,24.49,01027
1,28,83,16,19.28,18,21.69,16,19.28,17,20.48,01028
1,29,71,14,19.72,12,16.9,8,11.27,19,26.76,01029
1,30,164,25,15.24,36,21.95,14,8.54,33,20.12,01030
1,31,59,8,13.56,16,27.12,4,6.78,6,10.17,01031
1,32,67,9,13.43,14,20.9,6,8.96,12,17.91,01032
1,33,69,10,14.49,19,27.54,3,4.35,17,24.64,01033
1,34,40,6,15.0,14,35.0,4,10.0,3,7.5,01034
1,35,32,7,21.88,10,31.25,6,18.75,4,12.5,01035
1,36,57,11,19.3,16,28.07,3,5.26,13,22.81,01036
1,37,51,11,21.57,16,31.37,9,17.65,5,9.8,01037
1,38,44,6,13.64,13,29.55,8,18.18,2,4.55,01038
1,39,77,9,11.69,17,22.08,12,15.58,11,14.29,01039
1,40,51,6,11.76,16,31.37,3,5.88,15,29.41,01040
1,41,88,13,14.77,19,21.59,11,12.5,24,27.27,01041
1,42,45,5,11.11,10,22.22,5,11.11,9,20.0,01042
1,43,55,11,20.0,20,36.36,5,9.09,5,9.09,01043
1,44,43,2,4.65,10,23.26,9,20.93,6,13.95,01044
1,45,62,9,14.52,14,22.58,8,12.9,19,30.65,01045
1,46,56,5,8.93,11,19.64,3,5.36,10,17.86,01046
1,47,35,5,14.29,16,45.71,2,5.71,2,5.71,01047
1,48,64,11,17.19,17,26.56,6,9.38,11,17.19,01048
1,49,26,2,7.69,9,34.62,1,3.85,4,15.38,01049
1,50,48,7,14.58,9,18.75,4,8.33,9,18.75,01050
2,1,121,34,28.1,37,30.58,17,14.05,16,13.22,02001
2,2,4,0,,0,,3,,1,,02002
2,3,90,13,14.44,26,28.89,16,17.78,11,12.22,02003
2,4,96,5,5.21,46,47.92,11,11.46,10,10.42,02004
2,5,76,8,10.53,32,42.11,12,15.79,10,13.16,02005
2,6,63,17,26.98,16,25.4,5,7.94,13,20.63,02006
2,7,176,18,10.23,73,41.48,26,14.77,26,14.77,02007
2,8,144,33,22.92,45,31.25,5,3.47,20,13.89,02008
2,9,99,4,4.04,47,47.47,14,14.14,13,13.13,02009
2,10,25,7,28.0,9,36.0,5,20.0,3,12.0,02010
2,11,67,11,16.42,16,23.88,9,13.43,13,19.4,02011
2,12,80,19,23.75,29,36.25,6,7.5,7,8.75,02012
2,13,104,12,11.54,38,36.54,8,7.69,15,14.42,02013
2,14,201,28,13.93,109,54.23,19,9.45,13,6.47,02014
2,15,21,0,,14,,3,,3,,02015
2,16,81,11,13.58,30,37.04,7,8.64,15,18.52,02016
2,17,101,16,15.84,47,46.53,11,10.89,12,11.88,02017
2,18,118,22,18.64,45,38.14,13,11.02,11,9.32,02018
2,19,5,0,,0,,2,,2,,02019
2,20,185,11,5.95,103,55.68,20,10.81,19,10.27,02020
2,21,163,20,12.27,80,49.08,16,9.82,17,10.43,02021
2,22,222,47,21.17,87,39.19,10,4.5,24,10.81,02022
2,23,86,12,13.95,40,46.51,9,10.47,9,10.47,02023
2,24,66,6,9.09,35,53.03,8,12.12,7,10.61,02024
2,25,63,8,12.7,27,42.86,10,15.87,11,17.46,02025
2,26,153,28,18.3,53,34.64,20,13.07,26,16.99,02026
2,27,100,17,17.0,45,45.0,9,9.0,17,17.0,02027
2,28,35,13,37.14,13,37.14,2,5.71,2,5.71,02028
2,29,32,5,15.63,13,40.63,2,6.25,3,9.38,02029
2,30,65,12,18.46,18,27.69,10,15.38,14,21.54,02030
2,31,165,15,9.09,87,52.73,20,12.12,21,12.73,02031
2,32,51,8,15.69,16,31.37,5,9.8,12,23.53,02032
2,33,61,8,13.11,20,32.79,6,9.84,12,19.67,02033
2,34,157,17,10.83,89,56.69,15,9.55,19,12.1,02034
2,35,29,4,13.79,15,51.72,2,6.9,3,10.34,02035
2,36,56,6,10.71,17,30.36,8,14.29,11,19.64,02036
2,37,135,28,20.74,37,27.41,14,10.37,22,16.3,02037
2,38,142,15,10.56,62,43.66,19,13.38,15,10.56,02038
2,39,86,18,20.93,29,33.72,15,17.44,12,13.95,02039
2,40,146,45,30.82,32,21.92,21,14.38,25,17.12,02040
2,41,59,8,13.56,23,38.98,14,23.73,6,10.17,02041
2,42,20,3,,11,,1,,0,,02042
2,43,186,36,19.35,67,36.02,18,9.68,17,9.14,02043
2,44,126,13,10.32,61,48.41,10,7.94,20,15.87,02044
2,45,94,11,11.7,33,35.11,19,20.21,19,20.21,02045
2,46,221,26,11.76,135,61.09,17,7.69,16,7.24,02046
2,47,113,17,15.04,39,34.51,15,13.27,21,18.58,02047
2,48,91,11,12.09,43,47.25,13,14.29,9,9.89,02048
2,49,92,23,25.0,32,34.78,10,10.87,13,14.13,02049
2,50,67,13,19.4,26,38.81,6,8.96,12,17.91,02050
2,51,63,10,15.87,25,39.68,11,17.46,7,11.11,02051
2,52,138,15,10.87,57,41.3,17,12.32,27,19.57,02052
2,53,40,3,7.5,15,37.5,7,17.5,8,20.0,02053
2,54,106,24,22.64,39,36.79,4,3.77,18,16.98,02054
2,55,30,7,23.33,5,16.67,8,26.67,6,20.0,02055
2,56,128,14,10.94,56,43.75,16,12.5,20,15.63,02056
2,57,118,15,12.71,34,28.81,20,16.95,20,16.95,02057
2,58,48,7,14.58,20,41.67,6,12.5,8,16.67,02058
2,59,146,22,15.07,53,36.3,17,11.64,17,11.64,02059
2,60,137,27,19.71,37,27.01,22,16.06,22,16.06,02060
2,61,80,16,20.0,29,36.25,7,8.75,11,13.75,02061
3,1,154,16,10.39,79,51.3,15,9.74,15,9.74,03001
3,2,217,27,12.44,116,53.46,20,9.22,27,12.44,03002
3,3,92,17,18.48,27,29.35,17,18.48,17,18.48,03003
3,4,102,11,10.78,60,58.82,6,5.88,14,13.73,03004
3,5,150,16,10.67,85,56.67,15,10.0,8,5.33,03005
3,6,52,6,11.54,10,19.23,9,17.31,17,32.69,03006
3,7,151,20,13.25,62,41.06,30,19.87,14,9.27,03007
3,8,67,7,10.45,24,35.82,8,11.94,16,23.88,03008
3,9,108,12,11.11,42,38.89,13,12.04,18,16.67,03009
3,10,64,9,14.06,29,45.31,6,9.38,10,15.63,03010
3,11,139,13,9.35,96,69.06,9,6.47,11,7.91,03011
3,12,145,9,6.21,76,52.41,19,13.1,20,13.79,03012
3,13,82,9,10.98,21,25.61,15,18.29,17,20.73,03013
3,14,92,11,11.96,41,44.57,10,10.87,10,10.87,03014
3,15,130,26,20.0,66,50.77,15,11.54,10,7.69,03015
3,16,134,9,6.72,92,68.66,9,6.72,14,10.45,03016
3,17,96,8,8.33,38,39.58,16,16.67,13,13.54,03017
3,18,101,13,12.87,49,48.51,10,9.9,13,12.87,03018
3,19,6,3,,1,,0,,0,,03019
3,20,101,11,10.89,59,58.42,13,12.87,10,9.9,03020
3,21,58,8,13.79,26,44.83,7,12.07,6,10.34,03021
3,22,81,14,17.28,43,53.09,9,11.11,10,12.35,03022
3,23,27,3,11.11,4,14.81,11,40.74,5,18.52,03023
3,24,109,12,11.01,56,51.38,12,11.01,15,13.76,03024
3,25,103,9,8.74,49,47.57,8,7.77,18,17.48,03025
3,26,116,14,12.07,59,50.86,19,16.38,11,9.48,03026
3,27,128,17,13.28,54,42.19,15,11.72,18,14.06,03027
3,28,50,8,16.0,13,26.0,9,18.0,10,20.0,03028
3,29,96,9,9.38,37,38.54,12,12.5,16,16.67,03029
3,30,117,12,10.26,66,56.41,10,8.55,15,12.82,03030
3,31,190,26,13.68,82,43.16,23,12.11,25,13.16,03031
3,32,91,6,6.59,51,56.04,11,12.09,13,14.29,03032
3,33,151,16,10.6,70,46.36,23,15.23,21,13.91,03033
3,34,99,15,15.15,57,57.58,9,9.09,10,10.1,03034
3,35,109,10,9.17,63,57.8,9,8.26,10,9.17,03035
3,36,55,11,20.0,22,40.0,8,14.55,10,18.18,03036
3,37,49,8,16.33,18,36.73,8,16.33,11,22.45,03037
3,38,167,22,13.17,65,38.92,14,8.38,25,14.97,03038
3,39,212,19,8.96,126,59.43,15,7.08,30,14.15,03039
3,40,96,5,5.21,66,68.75,9,9.38,9,9.38,03040
3,41,124,23,18.55,55,44.35,14,11.29,13,10.48,03041
3,42,87,6,6.9,35,40.23,9,10.34,18,20.69,03042
3,43,46,2,4.35,12,26.09,13,28.26,11,23.91,03043
3,44,51,5,9.8,27,52.94,8,15.69,5,9.8,03044
3,45,81,8,9.88,39,48.15,13,16.05,10,12.35,03045
3,46,61,13,21.31,19,31.15,10,16.39,10,16.39,03046
3,47,91,20,21.98,28,30.77,15,16.48,10,10.99,03047
3,48,95,17,17.89,49,51.58,11,11.58,10,10.53,03048
3,49,39,3,7.69,17,43.59,4,10.26,9,23.08,03049
3,50,109,10,9.17,67,61.47,10,9.17,8,7.34,03050
3,51,48,8,16.67,17,35.42,8,16.67,10,20.83,03051
3,52,54,6,11.11,27,50.0,12,22.22,4,7.41,03052
3,53,109,10,9.17,60,55.05,17,15.6,11,10.09,03053
3,54,144,29,20.14,43,29.86,16,11.11,22,15.28,03054
4,1,136,13,9.56,83,61.03,10,7.35,12,8.82,04001
4,2,224,32,14.29,134,59.82,21,9.38,12,5.36,04002
4,3,202,35,17.33,87,43.07,26,12.87,24,11.88,04003
4,4,199,37,18.59,73,36.68,33,16.58,19,9.55,04004
4,5,175,16,9.14,83,47.43,24,13.71,29,16.57,04005
4,6,76,21,27.63,37,48.68,5,6.58,4,5.26,04006
4,7,168,17,10.12,83,49.4,11,6.55,18,10.71,04007
4,8,191,7,3.66,111,58.12,22,11.52,25,13.09,04008
4,9,344,52,15.12,166,48.26,27,7.85,54,15.7,04009
4,10,186,24,12.9,94,50.54,25,13.44,18,9.68,04010
4,11,154,19,12.34,72,46.75,20,12.99,19,12.34,04011
4,12,95,15,15.79,37,38.95,11,11.58,14,14.74,04012
4,13,124,17,13.71,70,56.45,9,7.26,16,12.9,04013
4,14,123,16,13.01,50,40.65,21,17.07,18,14.63,04014
4,15,111,19,17.12,56,50.45,11,9.91,9,8.11,04015
4,16,204,29,14.22,84,41.18,27,13.24,27,13.24,04016
4,17,156,12,7.69,91,58.33,10,6.41,17,10.9,04017
4,18,190,14,7.37,121,63.68,13,6.84,27,14.21,04018
4,19,187,24,12.83,72,38.5,32,17.11,17,9.09,04019
4,20,68,11,16.18,30,44.12,11,16.18,5,7.35,04020
4,21,198,32,16.16,107,54.04,17,8.59,21,10.61,04021
4,22,226,47,20.8,105,46.46,20,8.85,24,10.62,04022
4,23,128,23,17.97,59,46.09,8,6.25,18,14.06,04023
4,24,184,19,10.33,104,56.52,16,8.7,18,9.78,04024
4,25,188,23,12.23,111,59.04,18,9.57,15,7.98,04025
4,26,170,24,14.12,84,49.41,11,6.47,30,17.65,04026
4,27,162,15,9.26,99,61.11,9,5.56,13,8.02,04027
4,28,105,15,14.29,53,50.48,7,6.67,12,11.43,04028
4,29,138,18,13.04,65,47.1,10,7.25,18,13.04,04029
4,30,28,2,7.14,8,28.57,5,17.86,5,17.86,04030
4,31,92,10,10.87,35,38.04,9,9.78,14,15.22,04031
4,32,161,29,18.01,84,52.17,5,3.11,19,11.8,04032
4,33,89,5,5.62,55,61.8,16,17.98,5,5.62,04033
4,34,117,23,19.66,59,50.43,9,7.69,13,11.11,04034
4,35,96,10,10.42,35,36.46,17,17.71,20,20.83,04035
4,36,80,6,7.5,41,51.25,10,12.5,12,15.0,04036
4,37,56,6,10.71,20,35.71,9,16.07,10,17.86,04037
4,38,231,38,16.45,122,52.81,19,8.23,26,11.26,04038
4,39,92,9,9.78,52,56.52,13,14.13,12,13.04,04039
4,40,130,14,10.77,65,50.0,16,12.31,21,16.15,04040
4,41,73,17,23.29,30,41.1,2,2.74,13,17.81,04041
4,42,209,27,12.92,111,53.11,16,7.66,21,10.05,04042
4,43,106,16,15.09,64,60.38,3,2.83,13,12.26,04043
4,44,104,10,9.62,49,47.12,11,10.58,17,16.35,04044
4,45,337,27,8.01,211,62.61,24,7.12,39,11.57,04045
4,46,124,17,13.71,62,50.0,18,14.52,11,8.87,04046
4,47,196,17,8.67,111,56.63,11,5.61,28,14.29,04047
4,48,225,37,16.44,115,51.11,13,5.78,21,9.33,04048
4,49,134,37,27.61,30,22.39,17,12.69,21,15.67,04049
4,50,155,15,9.68,83,53.55,19,12.26,19,12.26,04050
4,51,205,28,13.66,107,52.2,25,12.2,25,12.2,04051
4,52,218,30,13.76,96,44.04,26,11.93,26,11.93,04052
4,53,155,21,13.55,53,34.19,24,15.48,31,20.0,04053
4,54,85,17,20.0,33,38.82,8,9.41,10,11.76,04054
4,55,89,10,11.24,64,71.91,1,1.12,9,10.11,04055
5,1,170,23,13.53,71,41.76,22,12.94,31,18.24,05001
5,2,137,16,11.68,51,37.23,16,11.68,21,15.33,05002
5,3,84,9,10.71,40,47.62,11,13.1,16,19.05,05003
5,4,128,12,9.38,61,47.66,22,17.19,14,10.94,05004
5,5,141,13,9.22,59,41.84,18,12.77,22,15.6,05005
5,6,183,21,11.48,74,40.44,20,10.93,36,19.67,05006
5,7,166,23,13.86,83,50.0,15,9.04,22,13.25,05007
5,8,183,21,11.48,108,59.02,4,2.19,18,9.84,05008
5,9,155,16,10.32,57,36.77,32,20.65,22,14.19,05009
5,10,142,20,14.08,58,40.85,20,14.08,20,14.08,05010
5,11,144,14,9.72,68,47.22,13,9.03,27,18.75,05011
5,12,113,13,11.5,46,40.71,16,14.16,21,18.58,05012
5,13,141,19,13.48,56,39.72,21,14.89,24,17.02,05013
5,14,195,26,13.33,93,47.69,15,7.69,27,13.85,05014
5,15,125,10,8.0,57,45.6,20,16.0,27,21.6,05015
5,16,116,11,9.48,46,39.66,19,16.38,25,21.55,05016
5,17,168,17,10.12,62,36.9,21,12.5,31,18.45,05017
5,18,165,21,12.73,87,52.73,18,10.91,17,10.3,05018
5,19,79,9,11.39,31,39.24,12,15.19,12,15.19,05019
5,20,84,7,8.33,38,45.24,16,19.05,11,13.1,05020
5,21,206,30,14.56,68,33.01,26,12.62,48,23.3,05021
5,22,153,20,13.07,52,33.99,16,10.46,31,20.26,05022
5,23,117,18,15.38,32,27.35,21,17.95,15,12.82,05023
5,24,153,22,14.38,64,41.83,12,7.84,21,13.73,05024
5,25,170,21,12.35,62,36.47,21,12.35,33,19.41,05025
5,26,184,20,10.87,66,35.87,24,13.04,33,17.93,05026
5,27,145,34,23.45,76,52.41,7,4.83,12,8.28,05027
5,28,184,19,10.33,88,47.83,24,13.04,30,16.3,05028
5,29,173,39,22.54,70,40.46,22,12.72,20,11.56,05029
5,30,138,21,15.22,83,60.14,1,0.72,13,9.42,05030
5,31,132,25,18.94,45,34.09,20,15.15,20,15.15,05031
5,32,258,36,13.95,126,48.84,29,11.24,36,13.95,05032
5,33,135,16,11.85,37,27.41,20,14.81,37,27.41,05033
5,34,163,18,11.04,60,36.81,17,10.43,35,21.47,05034
5,35,117,18,15.38,56,47.86,10,8.55,12,10.26,05035
5,36,85,14,16.47,24,28.24,15,17.65,19,22.35,05036
5,37,132,19,14.39,62,46.97,7,5.3,18,13.64,05037
5,38,162,23,14.2,79,48.77,9,5.56,21,12.96,05038
5,39,166,19,11.45,81,48.8,9,5.42,18,10.84,05039
5,40,144,25,17.36,52,36.11,25,17.36,26,18.06,05040
5,41,90,16,17.78,46,51.11,3,3.33,6,6.67,05041
5,42,167,26,15.57,43,25.75,19,11.38,34,20.36,05042
5,43,188,23,12.23,93,49.47,15,7.98,27,14.36,05043
5,44,186,18,9.68,60,32.26,21,11.29,35,18.82,05044
5,45,95,13,13.68,35,36.84,13,13.68,13,13.68,05045
5,46,153,31,20.26,56,36.6,8,5.23,22,14.38,05046
5,47,115,17,14.78,41,35.65,9,7.83,24,20.87,05047
5,48,89,14,15.73,48,53.93,5,5.62,8,8.99,05048
5,49,33,1,3.03,10,30.3,5,15.15,6,18.18,05049
5,50,117,21,17.95,36,30.77,17,14.53,22,18.8,05050
5,51,107,22,20.56,24,22.43,19,17.76,18,16.82,05051
5,52,14,0,,11,,1,,0,,05052
5,53,179,27,15.08,64,35.75,19,10.61,35,19.55,05053
5,54,237,27,11.39,115,48.52,26,10.97,38,16.03,05054
5,55,141,26,18.44,44,31.21,23,16.31,22,15.6,05055
6,1,249,22,8.84,170,68.27,20,8.03,8,3.21,06001
6,2,220,21,9.55,124,56.36,21,9.55,28,12.73,06002
6,3,222,28,12.61,124,55.86,15,6.76,23,10.36,06003
6,4,122,17,13.93,56,45.9,13,10.66,16,13.11,06004
6,5,90,7,7.78,47,52.22,11,12.22,7,7.78,06005
6,6,161,19,11.8,83,51.55,17,10.56,22,13.66,06006
6,7,206,24,11.65,101,49.03,25,12.14,21,10.19,06007
6,8,232,26,11.21,139,59.91,27,11.64,18,7.76,06008
6,9,174,14,8.05,95,54.6,20,11.49,24,13.79,06009
6,10,269,28,10.41,164,60.97,21,7.81,25,9.29,06010
6,11,191,14,7.33,110,57.59,17,8.9,19,9.95,06011
6,12,129,16,12.4,60,46.51,18,13.95,13,10.08,06012
6,13,175,10,5.71,100,57.14,18,10.29,26,14.86,06013
6,14,175,24,13.71,76,43.43,17,9.71,18,10.29,06014
6,15,110,12,10.91,51,46.36,15,13.64,16,14.55,06015
6,16,215,16,7.44,138,64.19,18,8.37,20,9.3,06016
6,17,234,27,11.54,133,56.84,20,8.55,19,8.12,06017
6,18,78,8,10.26,34,43.59,12,15.38,9,11.54,06018
6,19,202,32,15.84,103,50.99,20,9.9,21,10.4,06019
6,20,193,22,11.4,101,52.33,21,10.88,22,11.4,06020
6,21,185,20,10.81,104,56.22,16,8.65,16,8.65,06021
6,22,181,13,7.18,112,61.88,10,5.52,15,8.29,06022
6,23,148,22,14.86,57,38.51,21,14.19,22,14.86,06023
6,24,222,24,10.81,106,47.75,22,9.91,24,10.81,06024
6,25,144,16,11.11,60,41.67,15,10.42,15,10.42,06025
6,26,206,25,12.14,104,50.49,22,10.68,20,9.71,06026
6,27,252,14,5.56,165,65.48,24,9.52,18,7.14,06027
6,28,355,28,7.89,213,60.0,33,9.3,25,7.04,06028
6,29,236,16,6.78,142,60.17,29,12.29,16,6.78,06029
6,30,147,16,10.88,70,47.62,19,12.93,16,10.88,06030
6,31,224,25,11.16,140,62.5,14,6.25,21,9.38,06031
6,32,178,17,9.55,95,53.37,23,12.92,23,12.92,06032
6,33,221,24,10.86,120,54.3,28,12.67,16,7.24,06033
6,34,160,18,11.25,70,43.75,18,11.25,20,12.5,06034
6,35,182,16,8.79,104,57.14,17,9.34,19,10.44,06035
6,36,99,10,10.1,50,50.51,14,14.14,14,14.14,06036
6,37,231,27,11.69,138,59.74,22,9.52,21,9.09,06037
6,38,188,20,10.64,104,55.32,17,9.04,29,15.43,06038
6,39,152,16,10.53,72,47.37,24,15.79,23,15.13,06039
6,40,100,11,11.0,40,40.0,15,15.0,18,18.0,06040
6,41,199,16,8.04,134,67.34,14,7.04,12,6.03,06041
6,42,83,13,15.66,37,44.58,7,8.43,9,10.84,06042
6,43,186,11,5.91,113,60.75,15,8.06,19,10.22,06043
6,44,177,14,7.91,107,60.45,20,11.3,19,10.73,06044
6,45,135,17,12.59,73,54.07,13,9.63,15,11.11,06045
6,46,174,11,6.32,108,62.07,14,8.05,21,12.07,06046
6,47,207,24,11.59,121,58.45,24,11.59,15,7.25,06047
6,48,166,15,9.04,87,52.41,14,8.43,18,10.84,06048
6,49,164,35,21.34,66,40.24,20,12.2,17,10.37,06049
6,50,201,15,7.46,133,66.17,20,9.95,11,5.47,06050
6,51,132,9,6.82,66,50.0,17,12.88,18,13.64,06051
6,52,127,16,12.6,61,48.03,14,11.02,11,8.66,06052
6,53,170,19,11.18,84,49.41,24,14.12,21,12.35,06053
6,54,180,26,14.44,104,57.78,15,8.33,18,10.0,06054
6,55,147,23,15.65,70,47.62,11,7.48,22,14.97,06055
6,56,130,15,11.54,64,49.23,14,10.77,13,10.0,06056
6,57,103,10,9.71,51,49.51,14,13.59,10,9.71,06057
6,58,215,22,10.23,122,56.74,20,9.3,15,6.98,06058
6,59,172,20,11.63,92,53.49,16,9.3,20,11.63,06059
6,60,127,12,9.45,74,58.27,11,8.66,12,9.45,06060
6,61,116,12,10.34,72,62.07,8,6.9,11,9.48,06061
6,62,145,12,8.28,70,48.28,14,9.66,15,10.34,06062
6,63,160,14,8.75,74,46.25,26,16.25,15,9.38,06063
6,64,229,18,7.86,128,55.9,26,11.35,27,11.79,06064
7,1,211,26,12.32,98,46.45,19,9.0,16,7.58,07001
7,2,212,18,8.49,89,41.98,19,8.96,24,11.32,07002
7,3,102,11,10.78,49,48.04,13,12.75,10,9.8,07003
7,4,128,7,5.47,44,34.38,12,9.38,16,12.5,07004
7,5,120,10,8.33,24,20.0,11,9.17,18,15.0,07005
7,6,129,13,10.08,44,34.11,7,5.43,11,8.53,07006
7,7,86,4,4.65,29,33.72,5,5.81,6,6.98,07007
7,8,56,6,10.71,14,25.0,9,16.07,10,17.86,07008
7,9,151,16,10.6,57,37.75,16,10.6,20,13.25,07009
7,10,98,13,13.27,30,30.61,12,12.24,15,15.31,07010
7,11,170,15,8.82,72,42.35,13,7.65,13,7.65,07011
7,12,119,13,10.92,26,21.85,11,9.24,17,14.29,07012
7,13,109,14,12.84,51,46.79,5,4.59,17,15.6,07013
7,14,166,16,9.64,66,39.76,28,16.87,26,15.66,07014
7,15,83,5,6.02,30,36.14,16,19.28,19,22.89,07015
7,16,128,10,7.81,52,40.63,10,7.81,8,6.25,07016
7,17,103,10,9.71,38,36.89,18,17.48,18,17.48,07017
7,18,100,13,13.0,24,24.0,11,11.0,21,21.0,07018
7,19,225,27,12.0,83,36.89,28,12.44,32,14.22,07019
7,20,81,12,14.81,24,29.63,10,12.35,23,28.4,07020
7,21,146,12,8.22,47,32.19,20,13.7,19,13.01,07021
7,22,115,5,4.35,30,26.09,5,4.35,16,13.91,07022
7,23,94,9,9.57,31,32.98,9,9.57,15,15.96,07023
7,24,150,8,5.33,47,31.33,14,9.33,28,18.67,07024
7,25,178,15,8.43,75,42.13,14,7.87,22,12.36,07025
7,26,195,25,12.82,79,40.51,14,7.18,17,8.72,07026
7,27,235,21,8.94,119,50.64,17,7.23,24,10.21,07027
7,28,144,24,16.67,49,34.03,14,9.72,28,19.44,07028
7,29,112,16,14.29,58,51.79,4,3.57,9,8.04,07029
7,30,191,23,12.04,100,52.36,18,9.42,18,9.42,07030
7,31,181,21,11.6,83,45.86,23,12.71,18,9.94,07031
7,32,123,19,15.45,34,27.64,16,13.01,18,14.63,07032
7,33,143,24,16.78,53,37.06,16,11.19,16,11.19,07033
7,34,134,9,6.72,61,45.52,11,8.21,14,10.45,07034
7,35,68,6,8.82,25,36.76,3,4.41,17,25.0,07035
7,36,206,23,11.17,62,30.1,29,14.08,27,13.11,07036
7,37,63,4,6.35,30,47.62,7,11.11,4,6.35,07037
7,38,122,12,9.84,53,43.44,11,9.02,13,10.66,07038
7,39,120,5,4.17,38,31.67,15,12.5,25,20.83,07039
7,40,155,18,11.61,68,43.87,18,11.61,21,13.55,07040
7,41,131,17,12.98,51,38.93,16,12.21,12,9.16,07041
7,42,219,27,12.33,73,33.33,36,16.44,33,15.07,07042
7,43,163,16,9.82,76,46.63,17,10.43,13,7.98,07043
7,44,188,20,10.64,75,39.89,20,10.64,28,14.89,07044
7,45,250,12,4.8,118,47.2,23,9.2,27,10.8,07045
7,46,72,8,11.11,26,36.11,4,5.56,3,4.17,07046
7,47,132,13,9.85,45,34.09,19,14.39,13,9.85,07047
7,48,59,5,8.47,20,33.9,7,11.86,7,11.86,07048
7,49,99,13,13.13,39,39.39,10,10.1,7,7.07,07049
7,50,98,6,6.12,49,50.0,5,5.1,10,10.2,07050
7,51,157,15,9.55,67,42.68,15,9.55,14,8.92,07051
7,52,119,12,10.08,49,41.18,17,14.29,15,12.61,07052
7,53,134,17,12.69,33,24.63,11,8.21,18,13.43,07053
7,54,55,4,7.27,22,40.0,4,7.27,6,10.91,07054
7,55,139,16,11.51,59,42.45,16,11.51,15,10.79,07055
7,56,98,11,11.22,33,33.67,14,14.29,12,12.24,07056
7,57,129,9,6.98,55,42.64,12,9.3,15,11.63,07057
7,58,213,12,5.63,90,42.25,15,7.04,15,7.04,07058
7,59,75,7,9.33,23,30.67,6,8.0,10,13.33,07059
7,60,107,19,17.76,32,29.91,15,14.02,11,10.28,07060
7,61,160,13,8.13,55,34.38,17,10.63,18,11.25,07061
7,62,146,20,13.7,45,30.82,20,13.7,16,10.96,07062
7,63,111,6,5.41,45,40.54,10,9.01,22,19.82,07063
7,64,131,10,7.63,63,48.09,14,10.69,19,14.5,07064
7,65,147,15,10.2,53,36.05,15,10.2,29,19.73,07065
8,1,210,20,9.52,110,52.38,19,9.05,20,9.52,08001
8,2,104,15,14.42,28,26.92,12,11.54,15,14.42,08002
8,3,248,34,13.71,114,45.97,17,6.85,31,12.5,08003
8,4,187,22,11.76,95,50.8,12,6.42,21,11.23,08004
8,5,245,28,11.43,138,56.33,24,9.8,12,4.9,08005
8,6,200,27,13.5,85,42.5,21,10.5,23,11.5,08006
8,7,138,13,9.42,56,40.58,18,13.04,18,13.04,08007
8,8,227,26,11.45,105,46.26,18,7.93,22,9.69,08008
8,9,253,25,9.88,128,50.59,21,8.3,20,7.91,08009
8,10,255,30,11.76,138,54.12,19,7.45,27,10.59,08010
8,11,176,21,11.93,63,35.8,17,9.66,25,14.2,08011
8,12,147,15,10.2,61,41.5,16,10.88,17,11.56,08012
8,13,133,6,4.51,66,49.62,14,10.53,10,7.52,08013
8,14,124,12,9.68,32,25.81,9,7.26,7,5.65,08014
8,15,137,18,13.14,68,49.64,13,9.49,12,8.76,08015
8,16,225,22,9.78,109,48.44,23,10.22,23,10.22,08016
8,17,163,20,12.27,79,48.47,14,8.59,16,9.82,08017
8,18,98,8,8.16,36,36.73,13,13.27,15,15.31,08018
