ward,precinct,total,William ''Will'' Davis,William ''Will'' Davis Percent,precinct_id
9,4,202,202,100.0,09004
9,6,169,169,100.0,09006
9,11,118,118,100.0,09011
9,18,5,5,100.0,09018
9,19,202,202,100.0,09019
9,30,144,144,100.0,09030
9,39,180,180,100.0,09039
9,45,177,177,100.0,09045
34,3,85,85,100.0,34003
34,6,117,117,100.0,34006
34,35,225,225,100.0,34035
