ward,precinct,total,Marguerite Anne Quinn,Marguerite Anne Quinn Percent,Martha A. Mills,Martha A. Mills Percent,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,Thomas ''TJ'' Loftus,Thomas ''TJ'' Loftus Percent,Susan Mary Matyus,Susan Mary Matyus Percent,John Martin Stalmack,John Martin Stalmack Percent,Phyllis F. Ringer-Taylor,Phyllis F. Ringer-Taylor Percent,precinct_id
5,55,140,34,24.29,20,14.29,27,19.29,13,9.29,2,1.43,14,10.0,30,21.43,05055
6,1,232,30,12.93,68,29.31,23,9.91,9,3.88,9,3.88,11,4.74,82,35.34,06001
6,2,216,41,18.98,49,22.69,25,11.57,12,5.56,8,3.7,9,4.17,72,33.33,06002
6,3,209,42,20.1,54,25.84,29,13.88,9,4.31,5,2.39,22,10.53,48,22.97,06003
6,4,118,28,23.73,16,13.56,29,24.58,6,5.08,9,7.63,10,8.47,20,16.95,06004
6,5,88,29,,16,,18,,4,,0,,10,,11,,06005
6,6,158,30,18.99,39,24.68,13,8.23,11,6.96,5,3.16,8,5.06,52,32.91,06006
6,7,197,26,13.2,58,29.44,29,14.72,9,4.57,7,3.55,21,10.66,47,23.86,06007
6,8,218,31,14.22,49,22.48,28,12.84,12,5.5,8,3.67,19,8.72,71,32.57,06008
6,9,172,21,12.21,39,22.67,18,10.47,12,6.98,8,4.65,13,7.56,61,35.47,06009
6,10,255,32,12.55,51,20.0,33,12.94,14,5.49,9,3.53,29,11.37,87,34.12,06010
6,11,188,29,15.43,38,20.21,31,16.49,12,6.38,3,1.6,14,7.45,61,32.45,06011
6,12,124,21,16.94,27,21.77,28,22.58,5,4.03,3,2.42,15,12.1,25,20.16,06012
6,13,160,27,16.88,26,16.25,28,17.5,11,6.88,3,1.88,12,7.5,53,33.13,06013
6,14,169,33,19.53,20,11.83,31,18.34,7,4.14,6,3.55,16,9.47,56,33.14,06014
6,15,111,15,13.51,28,25.23,27,24.32,8,7.21,2,1.8,6,5.41,25,22.52,06015
6,16,198,33,16.67,55,27.78,28,14.14,11,5.56,7,3.54,8,4.04,56,28.28,06016
6,17,223,37,16.59,35,15.7,36,16.14,9,4.04,5,2.24,17,7.62,84,37.67,06017
6,18,73,15,20.55,15,20.55,17,23.29,4,5.48,2,2.74,4,5.48,16,21.92,06018
6,19,194,50,25.77,28,14.43,25,12.89,17,8.76,6,3.09,16,8.25,52,26.8,06019
6,20,185,29,15.68,54,29.19,27,14.59,14,7.57,5,2.7,24,12.97,32,17.3,06020
6,21,187,24,12.83,38,20.32,24,12.83,9,4.81,5,2.67,23,12.3,64,34.22,06021
6,22,172,22,12.79,32,18.6,20,11.63,10,5.81,2,1.16,21,12.21,65,37.79,06022
6,23,143,38,26.57,25,17.48,29,20.28,5,3.5,2,1.4,13,9.09,31,21.68,06023
6,24,220,50,22.73,52,23.64,26,11.82,17,7.73,5,2.27,19,8.64,51,23.18,06024
6,25,149,25,16.78,35,23.49,22,14.77,8,5.37,4,2.68,29,19.46,26,17.45,06025
6,26,197,25,12.69,40,20.3,29,14.72,9,4.57,3,1.52,29,14.72,62,31.47,06026
6,27,237,33,13.92,80,33.76,33,13.92,12,5.06,9,3.8,15,6.33,55,23.21,06027
6,28,331,45,13.6,79,23.87,36,10.88,17,5.14,3,0.91,26,7.85,125,37.76,06028
6,29,228,33,14.47,56,24.56,30,13.16,12,5.26,9,3.95,23,10.09,65,28.51,06029
6,30,140,21,15.0,27,19.29,21,15.0,13,9.29,5,3.57,7,5.0,46,32.86,06030
6,31,211,40,18.96,56,26.54,20,9.48,11,5.21,4,1.9,13,6.16,67,31.75,06031
6,32,168,27,16.07,51,30.36,29,17.26,5,2.98,3,1.79,6,3.57,47,27.98,06032
6,33,209,32,15.31,57,27.27,32,15.31,15,7.18,7,3.35,16,7.66,50,23.92,06033
6,34,156,21,13.46,35,22.44,28,17.95,8,5.13,3,1.92,12,7.69,49,31.41,06034
6,35,172,34,19.77,45,26.16,17,9.88,10,5.81,4,2.33,12,6.98,50,29.07,06035
6,36,95,15,15.79,16,16.84,23,24.21,8,8.42,2,2.11,8,8.42,23,24.21,06036
6,37,208,15,7.21,59,28.37,20,9.62,15,7.21,4,1.92,18,8.65,77,37.02,06037
6,38,174,38,21.84,37,21.26,31,17.82,7,4.02,2,1.15,10,5.75,49,28.16,06038
6,39,143,20,13.99,33,23.08,27,18.88,8,5.59,6,4.2,12,8.39,37,25.87,06039
6,40,90,23,25.56,20,22.22,16,17.78,8,8.89,5,5.56,4,4.44,14,15.56,06040
6,41,178,21,11.8,58,32.58,12,6.74,11,6.18,2,1.12,15,8.43,59,33.15,06041
6,42,81,13,16.05,17,20.99,19,23.46,5,6.17,2,2.47,2,2.47,23,28.4,06042
6,43,180,31,17.22,38,21.11,34,18.89,7,3.89,2,1.11,15,8.33,53,29.44,06043
6,44,176,32,18.18,45,25.57,19,10.8,10,5.68,1,0.57,13,7.39,56,31.82,06044
6,45,123,17,13.82,28,22.76,23,18.7,8,6.5,1,0.81,12,9.76,34,27.64,06045
6,46,169,38,22.49,22,13.02,19,11.24,9,5.33,4,2.37,6,3.55,71,42.01,06046
6,47,199,30,15.08,32,16.08,30,15.08,14,7.04,2,1.01,11,5.53,80,40.2,06047
6,48,159,19,11.95,38,23.9,22,13.84,10,6.29,3,1.89,14,8.81,53,33.33,06048
6,49,163,34,20.86,32,19.63,27,16.56,6,3.68,4,2.45,15,9.2,45,27.61,06049
6,50,194,32,16.49,35,18.04,31,15.98,14,7.22,3,1.55,17,8.76,62,31.96,06050
6,51,123,31,25.2,23,18.7,15,12.2,9,7.32,5,4.07,6,4.88,34,27.64,06051
6,52,123,21,17.07,19,15.45,21,17.07,7,5.69,5,4.07,13,10.57,37,30.08,06052
6,53,156,33,21.15,34,21.79,26,16.67,11,7.05,5,3.21,14,8.97,33,21.15,06053
6,54,176,34,19.32,38,21.59,20,11.36,11,6.25,1,0.57,9,5.11,63,35.8,06054
6,55,143,19,13.29,25,17.48,29,20.28,8,5.59,5,3.5,12,8.39,45,31.47,06055
6,56,128,22,17.19,23,17.97,23,17.97,11,8.59,3,2.34,10,7.81,36,28.13,06056
6,57,100,22,22.0,14,14.0,14,14.0,8,8.0,2,2.0,7,7.0,33,33.0,06057
6,58,206,24,11.65,46,22.33,29,14.08,10,4.85,6,2.91,22,10.68,69,33.5,06058
6,59,167,32,19.16,37,22.16,27,16.17,3,1.8,2,1.2,18,10.78,48,28.74,06059
6,60,124,16,12.9,33,26.61,12,9.68,4,3.23,1,0.81,15,12.1,43,34.68,06060
6,61,109,20,18.35,30,27.52,17,15.6,7,6.42,1,0.92,6,5.5,28,25.69,06061
6,62,145,24,,23,,25,,10,,0,,30,,33,,06062
6,63,150,22,14.67,31,20.67,22,14.67,7,4.67,6,4.0,10,6.67,52,34.67,06063
6,64,224,28,12.5,41,18.3,30,13.39,15,6.7,5,2.23,19,8.48,86,38.39,06064
7,1,203,33,16.26,40,19.7,31,15.27,17,8.37,5,2.46,26,12.81,51,25.12,07001
7,2,214,40,18.69,31,14.49,37,17.29,8,3.74,5,2.34,50,23.36,43,20.09,07002
7,3,92,16,17.39,14,15.22,18,19.57,12,13.04,2,2.17,12,13.04,18,19.57,07003
7,4,120,22,18.33,12,10.0,12,10.0,10,8.33,4,3.33,43,35.83,17,14.17,07004
7,5,112,23,20.54,9,8.04,20,17.86,4,3.57,1,0.89,44,39.29,11,9.82,07005
7,6,122,19,15.57,9,7.38,17,13.93,6,4.92,3,2.46,49,40.16,19,15.57,07006
7,7,83,21,25.3,2,2.41,6,7.23,3,3.61,4,4.82,33,39.76,14,16.87,07007
7,8,55,8,14.55,7,12.73,16,29.09,2,3.64,4,7.27,11,20.0,7,12.73,07008
7,9,151,21,13.91,19,12.58,21,13.91,12,7.95,4,2.65,28,18.54,46,30.46,07009
7,10,99,15,15.15,12,12.12,19,19.19,8,8.08,1,1.01,27,27.27,17,17.17,07010
7,11,166,20,12.05,22,13.25,13,7.83,18,10.84,4,2.41,40,24.1,49,29.52,07011
7,12,116,19,16.38,14,12.07,20,17.24,9,7.76,2,1.72,38,32.76,14,12.07,07012
7,13,105,22,20.95,18,17.14,15,14.29,6,5.71,3,2.86,15,14.29,26,24.76,07013
7,14,161,40,24.84,25,15.53,28,17.39,8,4.97,4,2.48,17,10.56,39,24.22,07014
7,15,79,19,,10,,16,,7,,0,,8,,19,,07015
7,16,120,22,18.33,9,7.5,14,11.67,12,10.0,4,3.33,32,26.67,27,22.5,07016
7,17,91,14,15.38,15,16.48,17,18.68,9,9.89,2,2.2,10,10.99,24,26.37,07017
7,18,99,21,21.21,10,10.1,16,16.16,3,3.03,6,6.06,24,24.24,19,19.19,07018
7,19,215,57,26.51,25,11.63,36,16.74,7,3.26,8,3.72,31,14.42,51,23.72,07019
7,20,75,10,13.33,13,17.33,23,30.67,2,2.67,5,6.67,11,14.67,11,14.67,07020
7,21,143,18,12.59,20,13.99,25,17.48,7,4.9,6,4.2,39,27.27,28,19.58,07021
7,22,113,14,12.39,10,8.85,19,16.81,6,5.31,1,0.88,49,43.36,14,12.39,07022
7,23,96,24,25.0,9,9.38,17,17.71,4,4.17,3,3.13,20,20.83,19,19.79,07023
7,24,149,26,17.45,19,12.75,25,16.78,13,8.72,7,4.7,40,26.85,19,12.75,07024
7,25,177,22,12.43,29,16.38,18,10.17,12,6.78,5,2.82,47,26.55,44,24.86,07025
7,26,191,40,20.94,18,9.42,31,16.23,15,7.85,1,0.52,42,21.99,44,23.04,07026
7,27,221,43,19.46,34,15.38,28,12.67,10,4.52,5,2.26,27,12.22,74,33.48,07027
7,28,138,33,23.91,20,14.49,28,20.29,12,8.7,2,1.45,14,10.14,29,21.01,07028
7,29,108,21,,16,,21,,5,,0,,13,,32,,07029
7,30,181,25,13.81,28,15.47,30,16.57,10,5.52,8,4.42,25,13.81,55,30.39,07030
7,31,171,30,17.54,28,16.37,17,9.94,17,9.94,5,2.92,24,14.04,50,29.24,07031
7,32,120,24,20.0,17,14.17,28,23.33,6,5.0,8,6.67,22,18.33,15,12.5,07032
7,33,139,28,20.14,23,16.55,26,18.71,12,8.63,4,2.88,17,12.23,29,20.86,07033
7,34,135,19,14.07,17,12.59,11,8.15,8,5.93,4,2.96,41,30.37,35,25.93,07034
7,35,64,12,18.75,10,15.63,15,23.44,2,3.13,5,7.81,6,9.38,14,21.88,07035
7,36,197,34,17.26,22,11.17,30,15.23,13,6.6,8,4.06,51,25.89,39,19.8,07036
7,37,63,15,,7,,16,,4,,0,,11,,10,,07037
7,38,118,26,22.03,13,11.02,24,20.34,5,4.24,3,2.54,23,19.49,24,20.34,07038
7,39,116,24,20.69,11,9.48,20,17.24,8,6.9,3,2.59,18,15.52,32,27.59,07039
7,40,147,27,18.37,23,15.65,31,21.09,9,6.12,10,6.8,18,12.24,29,19.73,07040
7,41,123,17,13.82,13,10.57,25,20.33,9,7.32,3,2.44,23,18.7,33,26.83,07041
7,42,212,45,21.23,20,9.43,42,19.81,10,4.72,9,4.25,29,13.68,57,26.89,07042
7,43,156,41,26.28,20,12.82,21,13.46,4,2.56,6,3.85,42,26.92,22,14.1,07043
7,44,181,34,18.78,28,15.47,33,18.23,10,5.52,6,3.31,28,15.47,42,23.2,07044
7,45,237,52,21.94,33,13.92,27,11.39,9,3.8,6,2.53,51,21.52,59,24.89,07045
7,46,77,34,44.16,9,11.69,14,18.18,1,1.3,2,2.6,11,14.29,6,7.79,07046
7,47,126,19,15.08,23,18.25,27,21.43,8,6.35,2,1.59,28,22.22,19,15.08,07047
7,48,57,6,10.53,7,12.28,14,24.56,3,5.26,3,5.26,14,24.56,10,17.54,07048
7,49,94,15,,13,,18,,4,,0,,24,,20,,07049
7,50,95,11,11.58,6,6.32,11,11.58,7,7.37,1,1.05,29,30.53,30,31.58,07050
7,51,155,26,16.77,26,16.77,24,15.48,8,5.16,6,3.87,32,20.65,33,21.29,07051
7,52,113,24,21.24,21,18.58,17,15.04,4,3.54,4,3.54,16,14.16,27,23.89,07052
7,53,129,15,11.63,20,15.5,18,13.95,9,6.98,4,3.1,37,28.68,26,20.16,07053
7,54,51,11,21.57,2,3.92,11,21.57,2,3.92,4,7.84,9,17.65,12,23.53,07054
7,55,132,20,15.15,17,12.88,18,13.64,10,7.58,3,2.27,20,15.15,44,33.33,07055
7,56,99,17,17.17,10,10.1,15,15.15,14,14.14,1,1.01,19,19.19,23,23.23,07056
7,57,126,20,15.87,20,15.87,16,12.7,8,6.35,2,1.59,24,19.05,36,28.57,07057
7,58,209,22,10.53,28,13.4,24,11.48,10,4.78,9,4.31,70,33.49,46,22.01,07058
7,59,75,18,24.0,5,6.67,15,20.0,5,6.67,3,4.0,21,28.0,8,10.67,07059
7,60,102,22,21.57,13,12.75,18,17.65,5,4.9,6,5.88,20,19.61,18,17.65,07060
7,61,150,19,12.67,18,12.0,25,16.67,4,2.67,3,2.0,52,34.67,29,19.33,07061
7,62,142,35,24.65,19,13.38,27,19.01,3,2.11,2,1.41,32,22.54,24,16.9,07062
7,63,105,17,16.19,21,20.0,21,20.0,2,1.9,5,4.76,16,15.24,23,21.9,07063
7,64,118,23,19.49,23,19.49,20,16.95,7,5.93,2,1.69,18,15.25,25,21.19,07064
7,65,146,28,19.18,26,17.81,33,22.6,11,7.53,8,5.48,11,7.53,29,19.86,07065
8,1,208,38,18.27,27,12.98,33,15.87,21,10.1,1,0.48,40,19.23,48,23.08,08001
8,2,96,22,22.92,14,14.58,16,16.67,8,8.33,3,3.13,17,17.71,16,16.67,08002
8,3,242,30,12.4,28,11.57,42,17.36,26,10.74,4,1.65,48,19.83,64,26.45,08003
8,4,176,21,,36,,27,,13,,0,,37,,42,,08004
8,5,235,42,17.87,38,16.17,18,7.66,21,8.94,4,1.7,27,11.49,85,36.17,08005
8,6,191,32,16.75,25,13.09,33,17.28,21,10.99,4,2.09,37,19.37,39,20.42,08006
8,7,131,25,19.08,15,11.45,18,13.74,4,3.05,3,2.29,38,29.01,28,21.37,08007
8,8,226,32,14.16,37,16.37,32,14.16,14,6.19,5,2.21,55,24.34,51,22.57,08008
8,9,248,36,14.52,28,11.29,41,16.53,24,9.68,8,3.23,40,16.13,71,28.63,08009
8,10,245,43,17.55,37,15.1,27,11.02,19,7.76,5,2.04,45,18.37,69,28.16,08010
8,11,163,29,17.79,33,20.25,30,18.4,9,5.52,1,0.61,28,17.18,33,20.25,08011
8,12,155,33,21.29,19,12.26,24,15.48,15,9.68,5,3.23,25,16.13,34,21.94,08012
8,13,139,21,,10,,23,,16,,0,,41,,28,,08013
8,14,126,20,15.87,10,7.94,18,14.29,8,6.35,3,2.38,48,38.1,19,15.08,08014
8,15,138,28,20.29,17,12.32,20,14.49,9,6.52,7,5.07,24,17.39,33,23.91,08015
8,16,213,27,12.68,32,15.02,19,8.92,11,5.16,3,1.41,56,26.29,65,30.52,08016
8,17,150,20,13.33,22,14.67,24,16.0,5,3.33,3,2.0,29,19.33,47,31.33,08017
8,18,101,13,12.87,8,7.92,20,19.8,3,2.97,4,3.96,33,32.67,20,19.8,08018
8,19,243,38,15.64,38,15.64,33,13.58,13,5.35,7,2.88,63,25.93,51,20.99,08019
8,20,145,27,18.62,22,15.17,23,15.86,8,5.52,3,2.07,34,23.45,28,19.31,08020
8,21,147,20,13.61,18,12.24,19,12.93,6,4.08,5,3.4,43,29.25,36,24.49,08021
8,22,147,29,19.73,19,12.93,20,13.61,6,4.08,7,4.76,32,21.77,34,23.13,08022
8,23,171,33,19.3,17,9.94,27,15.79,9,5.26,2,1.17,35,20.47,48,28.07,08023
8,24,206,40,19.42,18,8.74,29,14.08,18,8.74,5,2.43,41,19.9,55,26.7,08024
8,25,176,30,17.05,26,14.77,33,18.75,8,4.55,3,1.7,34,19.32,42,23.86,08025
8,26,117,23,19.66,12,10.26,16,13.68,5,4.27,3,2.56,21,17.95,37,31.62,08026
8,27,209,34,16.27,26,12.44,29,13.88,19,9.09,3,1.44,46,22.01,52,24.88,08027
8,28,175,29,16.57,29,16.57,14,8.0,10,5.71,3,1.71,55,31.43,35,20.0,08028
8,29,211,23,10.9,16,7.58,24,11.37,7,3.32,1,0.47,91,43.13,49,23.22,08029
8,30,148,20,13.51,26,17.57,20,13.51,5,3.38,7,4.73,33,22.3,37,25.0,08030
8,31,124,19,,20,,26,,0,,2,,38,,19,,08031
8,32,266,47,17.67,34,12.78,48,18.05,14,5.26,2,0.75,38,14.29,83,31.2,08032
8,33,169,29,17.16,27,15.98,33,19.53,8,4.73,5,2.96,45,26.63,22,13.02,08033
8,34,224,35,15.63,34,15.18,35,15.63,13,5.8,2,0.89,56,25.0,49,21.88,08034
8,35,206,33,16.02,41,19.9,36,17.48,15,7.28,4,1.94,31,15.05,46,22.33,08035
8,36,166,31,18.67,18,10.84,25,15.06,8,4.82,4,2.41,40,24.1,40,24.1,08036
8,37,193,46,23.83,20,10.36,40,20.73,9,4.66,6,3.11,16,8.29,56,29.02,08037
8,38,169,28,16.57,24,14.2,17,10.06,12,7.1,4,2.37,59,34.91,25,14.79,08038
8,39,201,30,14.93,20,9.95,39,19.4,14,6.97,8,3.98,33,16.42,57,28.36,08039
8,40,182,31,17.03,18,9.89,26,14.29,13,7.14,4,2.2,60,32.97,30,16.48,08040
8,41,147,24,16.33,11,7.48,23,15.65,5,3.4,4,2.72,44,29.93,36,24.49,08041
8,42,173,32,18.5,17,9.83,24,13.87,10,5.78,7,4.05,33,19.08,50,28.9,08042
8,43,131,25,19.08,11,8.4,25,19.08,3,2.29,5,3.82,42,32.06,20,15.27,08043
8,44,145,28,,15,,22,,9,,0,,40,,31,,08044
8,45,148,39,26.35,24,16.22,25,16.89,8,5.41,3,2.03,18,12.16,31,20.95,08045
8,46,154,24,15.58,14,9.09,21,13.64,10,6.49,8,5.19,36,23.38,41,26.62,08046
8,47,180,28,15.56,21,11.67,30,16.67,6,3.33,5,2.78,64,35.56,26,14.44,08047
8,48,159,21,13.21,25,15.72,25,15.72,9,5.66,1,0.63,46,28.93,32,20.13,08048
8,49,225,25,11.11,18,8.0,32,14.22,14,6.22,8,3.56,71,31.56,57,25.33,08049
8,50,180,19,10.56,24,13.33,18,10.0,5,2.78,1,0.56,37,20.56,76,42.22,08050
8,51,233,35,15.02,38,16.31,24,10.3,15,6.44,9,3.86,29,12.45,83,35.62,08051
8,52,218,23,10.55,32,14.68,29,13.3,14,6.42,3,1.38,39,17.89,78,35.78,08052
8,53,222,41,18.47,30,13.51,39,17.57,5,2.25,2,0.9,55,24.77,50,22.52,08053
8,54,196,33,16.84,19,9.69,34,17.35,11,5.61,2,1.02,53,27.04,44,22.45,08054
8,55,132,32,24.24,24,18.18,22,16.67,8,6.06,7,5.3,18,13.64,21,15.91,08055
8,56,196,26,13.27,22,11.22,24,12.24,9,4.59,3,1.53,81,41.33,31,15.82,08056
8,57,102,23,22.55,19,18.63,18,17.65,4,3.92,1,0.98,17,16.67,20,19.61,08057
8,58,198,30,15.15,24,12.12,33,16.67,13,6.57,1,0.51,43,21.72,54,27.27,08058
8,59,101,26,25.74,13,12.87,24,23.76,5,4.95,4,3.96,15,14.85,14,13.86,08059
8,60,142,21,14.79,24,16.9,18,12.68,9,6.34,3,2.11,17,11.97,50,35.21,08060
8,61,158,31,,26,,31,,4,,0,,20,,46,,08061
8,62,178,23,12.92,23,12.92,27,15.17,16,8.99,3,1.69,28,15.73,58,32.58,08062
8,63,218,30,13.76,27,12.39,28,12.84,8,3.67,4,1.83,67,30.73,54,24.77,08063
8,64,144,10,6.94,21,14.58,33,22.92,8,5.56,3,2.08,49,34.03,20,13.89,08064
8,65,118,24,20.34,14,11.86,15,12.71,3,2.54,2,1.69,30,25.42,30,25.42,08065
8,66,233,34,14.59,35,15.02,41,17.6,11,4.72,7,3.0,45,19.31,60,25.75,08066
8,67,84,8,9.52,8,9.52,11,13.1,4,4.76,2,2.38,35,41.67,16,19.05,08067
8,68,90,12,13.33,10,11.11,10,11.11,6,6.67,1,1.11,39,43.33,12,13.33,08068
8,69,110,19,17.27,11,10.0,29,26.36,4,3.64,5,4.55,20,18.18,22,20.0,08069
8,70,216,40,18.52,31,14.35,41,18.98,14,6.48,4,1.85,41,18.98,45,20.83,08070
9,1,215,31,14.42,31,14.42,37,17.21,10,4.65,3,1.4,60,27.91,43,20.0,09001
9,2,174,35,20.11,26,14.94,39,22.41,17,9.77,3,1.72,26,14.94,28,16.09,09002
9,3,78,6,7.69,18,23.08,22,28.21,6,7.69,4,5.13,17,21.79,5,6.41,09003
9,4,196,38,19.39,35,17.86,36,18.37,7,3.57,5,2.55,40,20.41,35,17.86,09004
9,5,160,19,11.88,21,13.13,32,20.0,15,9.38,3,1.88,42,26.25,28,17.5,09005
9,6,174,22,12.64,33,18.97,25,14.37,10,5.75,8,4.6,39,22.41,37,21.26,09006
9,7,190,40,21.05,29,15.26,27,14.21,12,6.32,4,2.11,48,25.26,30,15.79,09007
9,8,183,28,15.3,22,12.02,33,18.03,12,6.56,3,1.64,30,16.39,55,30.05,09008
9,9,194,42,21.65,26,13.4,30,15.46,10,5.15,1,0.52,37,19.07,48,24.74,09009
9,10,170,25,14.71,24,14.12,27,15.88,9,5.29,5,2.94,37,21.76,43,25.29,09010
9,11,104,27,25.96,18,17.31,16,15.38,8,7.69,4,3.85,13,12.5,18,17.31,09011
9,12,177,37,20.9,28,15.82,28,15.82,8,4.52,4,2.26,40,22.6,32,18.08,09012
9,13,225,41,18.22,32,14.22,33,14.67,9,4.0,4,1.78,44,19.56,62,27.56,09013
9,14,223,30,13.45,39,17.49,37,16.59,10,4.48,4,1.79,46,20.63,57,25.56,09014
9,15,136,31,22.79,21,15.44,24,17.65,8,5.88,2,1.47,24,17.65,26,19.12,09015
9,16,110,14,12.73,18,16.36,20,18.18,5,4.55,5,4.55,31,28.18,17,15.45,09016
9,17,178,39,21.91,29,16.29,35,19.66,7,3.93,4,2.25,22,12.36,42,23.6,09017
9,18,180,42,23.33,29,16.11,27,15.0,12,6.67,9,5.0,20,11.11,41,22.78,09018
9,19,183,27,14.75,26,14.21,31,16.94,12,6.56,5,2.73,33,18.03,49,26.78,09019
9,20,209,26,12.44,30,14.35,40,19.14,14,6.7,7,3.35,45,21.53,47,22.49,09020
9,21,158,30,18.99,19,12.03,29,18.35,6,3.8,4,2.53,35,22.15,35,22.15,09021
9,22,224,33,14.73,34,15.18,29,12.95,7,3.13,8,3.57,63,28.13,50,22.32,09022
9,23,133,22,16.54,15,11.28,25,18.8,9,6.77,3,2.26,31,23.31,28,21.05,09023
9,24,77,14,18.18,7,9.09,14,18.18,6,7.79,3,3.9,23,29.87,10,12.99,09024
9,25,93,17,,12,,18,,0,,3,,26,,17,,09025
9,26,100,16,16.0,16,16.0,17,17.0,6,6.0,5,5.0,24,24.0,16,16.0,09026
9,27,131,29,22.14,22,16.79,24,18.32,6,4.58,6,4.58,19,14.5,25,19.08,09027
9,28,88,17,19.32,15,17.05,25,28.41,3,3.41,3,3.41,18,20.45,7,7.95,09028
9,29,132,24,18.18,17,12.88,30,22.73,6,4.55,1,0.76,28,21.21,26,19.7,09029
9,30,148,14,9.46,22,14.86,25,16.89,8,5.41,4,2.7,38,25.68,37,25.0,09030
9,31,139,18,12.95,19,13.67,30,21.58,8,5.76,5,3.6,29,20.86,30,21.58,09031
9,32,164,29,17.68,26,15.85,30,18.29,11,6.71,2,1.22,27,16.46,39,23.78,09032
9,33,131,17,12.98,23,17.56,29,22.14,5,3.82,3,2.29,37,28.24,17,12.98,09033
9,34,146,30,20.55,16,10.96,36,24.66,14,9.59,4,2.74,22,15.07,24,16.44,09034
9,35,225,36,16.0,36,16.0,36,16.0,9,4.0,6,2.67,48,21.33,54,24.0,09035
9,36,187,28,14.97,21,11.23,35,18.72,6,3.21,5,2.67,59,31.55,33,17.65,09036
9,37,175,36,20.57,33,18.86,47,26.86,10,5.71,8,4.57,13,7.43,28,16.0,09037
9,38,113,19,16.81,16,14.16,15,13.27,6,5.31,2,1.77,30,26.55,25,22.12,09038
9,39,182,28,15.38,34,18.68,27,14.84,5,2.75,6,3.3,40,21.98,42,23.08,09039
9,40,195,27,13.85,26,13.33,26,13.33,9,4.62,5,2.56,53,27.18,49,25.13,09040
9,41,193,23,11.92,30,15.54,50,25.91,9,4.66,5,2.59,41,21.24,35,18.13,09041
9,42,67,16,23.88,10,14.93,15,22.39,5,7.46,1,1.49,13,19.4,7,10.45,09042
9,43,102,15,14.71,18,17.65,28,27.45,7,6.86,2,1.96,14,13.73,18,17.65,09043
9,44,105,20,19.05,14,13.33,22,20.95,3,2.86,2,1.9,20,19.05,24,22.86,09044
9,45,182,30,16.48,32,17.58,32,17.58,11,6.04,2,1.1,41,22.53,34,18.68,09045
9,46,126,25,19.84,22,17.46,23,18.25,7,5.56,5,3.97,15,11.9,29,23.02,09046
9,47,203,31,15.27,44,21.67,22,10.84,9,4.43,5,2.46,29,14.29,63,31.03,09047
9,48,205,24,11.71,36,17.56,29,14.15,10,4.88,5,2.44,51,24.88,50,24.39,09048
9,49,104,21,20.19,11,10.58,17,16.35,3,2.88,6,5.77,17,16.35,29,27.88,09049
9,50,151,25,16.56,17,11.26,16,10.6,8,5.3,11,7.28,32,21.19,42,27.81,09050
9,51,105,21,20.0,12,11.43,20,19.05,6,5.71,7,6.67,17,16.19,22,20.95,09051
9,52,193,32,16.58,39,20.21,25,12.95,13,6.74,6,3.11,30,15.54,48,24.87,09052
10,1,97,21,21.65,9,9.28,26,26.8,5,5.15,4,4.12,14,14.43,18,18.56,10001
10,2,85,17,20.0,5,5.88,17,20.0,4,4.71,5,5.88,35,41.18,2,2.35,10002
10,3,137,26,,6,,52,,5,,9,,39,,0,,10003
10,4,89,24,26.97,6,6.74,22,24.72,8,8.99,5,5.62,16,17.98,8,8.99,10004
10,5,106,18,16.98,7,6.6,24,22.64,3,2.83,3,2.83,48,45.28,3,2.83,10005
10,6,132,22,16.67,15,11.36,24,18.18,12,9.09,2,1.52,36,27.27,21,15.91,10006
10,7,32,5,15.63,3,9.38,6,18.75,3,9.38,5,15.63,3,9.38,7,21.88,10007
10,8,100,33,33.0,6,6.0,28,28.0,5,5.0,7,7.0,20,20.0,1,1.0,10008
10,9,109,28,25.69,8,7.34,36,33.03,3,2.75,2,1.83,29,26.61,3,2.75,10009
10,10,89,19,,0,,25,,3,,6,,32,,4,,10010
10,11,107,26,24.3,14,13.08,22,20.56,2,1.87,12,11.21,28,26.17,3,2.8,10011
10,12,79,25,,8,,25,,0,,5,,13,,3,,10012
10,13,99,19,19.19,5,5.05,18,18.18,3,3.03,4,4.04,48,48.48,2,2.02,10013
10,14,105,23,21.9,8,7.62,25,23.81,4,3.81,11,10.48,29,27.62,5,4.76,10014
10,15,43,7,,2,,12,,0,,7,,13,,2,,10015
10,16,122,11,9.02,7,5.74,31,25.41,9,7.38,10,8.2,50,40.98,4,3.28,10016
10,17,74,9,,7,,17,,3,,7,,31,,0,,10017
10,18,79,18,22.78,12,15.19,12,15.19,9,11.39,6,7.59,11,13.92,11,13.92,10018
10,19,128,28,21.88,6,4.69,35,27.34,9,7.03,13,10.16,34,26.56,3,2.34,10019
10,20,64,15,23.44,6,9.38,12,18.75,3,4.69,7,10.94,18,28.13,3,4.69,10020
10,21,89,23,25.84,6,6.74,20,22.47,2,2.25,6,6.74,30,33.71,2,2.25,10021
10,22,20,3,15.0,4,20.0,5,25.0,1,5.0,1,5.0,4,20.0,2,10.0,10022
10,23,90,21,23.33,8,8.89,20,22.22,3,3.33,3,3.33,30,33.33,5,5.56,10023
10,24,93,19,20.43,4,4.3,29,31.18,5,5.38,12,12.9,22,23.66,2,2.15,10024
10,25,115,31,26.96,13,11.3,35,30.43,1,0.87,10,8.7,14,12.17,11,9.57,10025
