ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,precinct_id
1,12,74,74,100.0,01012
1,14,86,86,100.0,01014
1,31,60,60,100.0,01031
1,32,31,31,100.0,01032
1,35,32,32,100.0,01035
1,42,1,1,100.0,01042
1,44,4,4,100.0,01044
27,11,105,105,100.0,27011
27,50,78,78,100.0,27050
27,54,54,54,100.0,27054
30,1,112,112,100.0,30001
30,7,70,70,100.0,30007
30,9,117,117,100.0,30009
30,10,62,62,100.0,30010
30,11,56,56,100.0,30011
30,13,67,67,100.0,30013
30,14,26,26,100.0,30014
30,28,72,72,100.0,30028
30,30,103,103,100.0,30030
30,34,118,118,100.0,30034
30,35,81,81,100.0,30035
30,37,64,64,100.0,30037
30,38,113,113,100.0,30038
30,39,86,86,100.0,30039
30,40,67,67,100.0,30040
31,3,77,77,100.0,31003
31,8,62,62,100.0,31008
31,9,63,63,100.0,31009
31,15,34,34,100.0,31015
31,18,11,11,100.0,31018
31,19,62,62,100.0,31019
31,26,36,36,100.0,31026
31,28,59,59,100.0,31028
31,29,61,61,100.0,31029
31,32,69,69,100.0,31032
31,35,49,49,100.0,31035
31,38,45,45,100.0,31038
31,41,45,45,100.0,31041
31,43,69,69,100.0,31043
31,45,51,51,100.0,31045
31,46,49,49,100.0,31046
31,47,84,84,100.0,31047
31,48,65,65,100.0,31048
31,49,43,43,100.0,31049
31,50,62,62,100.0,31050
31,51,37,37,100.0,31051
32,1,102,102,100.0,32001
32,2,101,101,100.0,32002
32,3,55,55,100.0,32003
32,4,101,101,100.0,32004
32,5,60,60,100.0,32005
32,6,112,112,100.0,32006
32,7,52,52,100.0,32007
32,8,111,111,100.0,32008
32,9,166,166,100.0,32009
32,10,83,83,100.0,32010
32,12,58,58,100.0,32012
32,13,33,33,100.0,32013
32,14,69,69,100.0,32014
32,15,61,61,100.0,32015
32,16,83,83,100.0,32016
32,17,71,71,100.0,32017
32,18,67,67,100.0,32018
32,20,82,82,100.0,32020
32,21,77,77,100.0,32021
32,22,114,114,100.0,32022
32,23,121,121,100.0,32023
32,24,65,65,100.0,32024
32,25,72,72,100.0,32025
32,26,73,73,100.0,32026
32,27,76,76,100.0,32027
32,28,73,73,100.0,32028
32,29,97,97,100.0,32029
32,30,60,60,100.0,32030
32,31,117,117,100.0,32031
32,32,75,75,100.0,32032
32,33,87,87,100.0,32033
32,34,103,103,100.0,32034
32,35,132,132,100.0,32035
32,36,98,98,100.0,32036
32,37,65,65,100.0,32037
32,38,84,84,100.0,32038
32,39,101,101,100.0,32039
32,40,108,108,100.0,32040
32,41,102,102,100.0,32041
32,42,108,108,100.0,32042
32,43,105,105,100.0,32043
32,45,89,89,100.0,32045
32,46,30,30,100.0,32046
32,48,107,107,100.0,32048
32,52,41,41,100.0,32052
33,5,70,70,100.0,33005
33,14,84,84,100.0,33014
33,18,42,42,100.0,33018
36,36,81,81,100.0,36036
36,41,83,83,100.0,36041
36,43,88,88,100.0,36043
38,1,110,110,100.0,38001
38,2,85,85,100.0,38002
38,4,42,42,100.0,38004
38,5,174,174,100.0,38005
38,6,87,87,100.0,38006
38,7,111,111,100.0,38007
38,9,90,90,100.0,38009
38,10,148,148,100.0,38010
38,11,73,73,100.0,38011
38,13,75,75,100.0,38013
38,14,103,103,100.0,38014
38,15,85,85,100.0,38015
38,16,113,113,100.0,38016
38,17,103,103,100.0,38017
38,18,114,114,100.0,38018
38,20,131,131,100.0,38020
38,21,93,93,100.0,38021
38,22,107,107,100.0,38022
38,23,69,69,100.0,38023
38,24,58,58,100.0,38024
38,25,86,86,100.0,38025
38,26,63,63,100.0,38026
38,27,66,66,100.0,38027
38,28,79,79,100.0,38028
38,29,89,89,100.0,38029
38,30,93,93,100.0,38030
38,31,121,121,100.0,38031
38,32,120,120,100.0,38032
38,33,81,81,100.0,38033
38,34,63,63,100.0,38034
38,35,107,107,100.0,38035
38,36,98,98,100.0,38036
38,37,99,99,100.0,38037
38,39,100,100,100.0,38039
38,40,96,96,100.0,38040
38,41,123,123,100.0,38041
38,42,129,129,100.0,38042
38,43,121,121,100.0,38043
38,44,95,95,100.0,38044
38,45,109,109,100.0,38045
38,46,84,84,100.0,38046
38,47,88,88,100.0,38047
38,48,111,111,100.0,38048
38,49,80,80,100.0,38049
38,50,112,112,100.0,38050
38,51,71,71,100.0,38051
38,52,111,111,100.0,38052
38,53,19,19,100.0,38053
39,5,70,70,100.0,39005
39,6,103,103,100.0,39006
39,7,86,86,100.0,39007
39,8,147,147,100.0,39008
39,9,130,130,100.0,39009
39,10,83,83,100.0,39010
39,11,169,169,100.0,39011
39,12,82,82,100.0,39012
39,14,87,87,100.0,39014
39,19,79,79,100.0,39019
39,21,80,80,100.0,39021
39,22,71,71,100.0,39022
39,25,108,108,100.0,39025
39,27,144,144,100.0,39027
39,28,119,119,100.0,39028
39,29,129,129,100.0,39029
39,30,57,57,100.0,39030
39,31,58,58,100.0,39031
39,33,129,129,100.0,39033
39,34,119,119,100.0,39034
39,35,144,144,100.0,39035
39,38,145,145,100.0,39038
39,43,90,90,100.0,39043
39,44,108,108,100.0,39044
39,45,65,65,100.0,39045
39,46,95,95,100.0,39046
40,1,77,77,100.0,40001
40,5,108,108,100.0,40005
40,6,85,85,100.0,40006
