ward,precinct,total,Sharon Finegan Patterson,Sharon Finegan Patterson Percent,Pamela E. Hill Veal,Pamela E. Hill Veal Percent,Thomas J. Byrne,Thomas J. Byrne Percent,Siobhán Maura Murphy,Siobhán Maura Murphy Percent,precinct_id
24,25,95,36,37.89,32,33.68,25,26.32,2,2.11,24025
24,26,106,34,32.08,36,33.96,24,22.64,12,11.32,24026
24,27,69,29,42.03,20,28.99,19,27.54,1,1.45,24027
24,28,110,43,39.09,38,34.55,25,22.73,4,3.64,24028
24,29,121,40,33.06,50,41.32,27,22.31,4,3.31,24029
24,30,88,28,31.82,33,37.5,21,23.86,6,6.82,24030
24,31,95,36,37.89,29,30.53,29,30.53,1,1.05,24031
24,32,104,33,31.73,42,40.38,22,21.15,7,6.73,24032
24,33,87,30,34.48,24,27.59,31,35.63,2,2.3,24033
24,34,119,41,34.45,36,30.25,31,26.05,11,9.24,24034
24,35,100,40,40.0,33,33.0,23,23.0,4,4.0,24035
24,36,87,34,39.08,30,34.48,19,21.84,4,4.6,24036
24,37,118,53,44.92,40,33.9,17,14.41,8,6.78,24037
24,38,111,39,35.14,43,38.74,23,20.72,6,5.41,24038
24,39,98,45,45.92,32,32.65,15,15.31,6,6.12,24039
24,40,139,50,35.97,51,36.69,33,23.74,5,3.6,24040
24,41,98,33,33.67,32,32.65,29,29.59,4,4.08,24041
24,42,88,30,34.09,28,31.82,27,30.68,3,3.41,24042
24,43,133,44,33.08,57,42.86,27,20.3,5,3.76,24043
24,44,43,14,32.56,11,25.58,17,39.53,1,2.33,24044
24,45,86,35,40.7,33,38.37,17,19.77,1,1.16,24045
24,46,136,28,20.59,72,52.94,30,22.06,6,4.41,24046
24,47,106,52,49.06,30,28.3,20,18.87,4,3.77,24047
24,48,48,17,35.42,19,39.58,9,18.75,3,6.25,24048
24,49,147,54,36.73,60,40.82,28,19.05,5,3.4,24049
24,50,155,67,43.23,45,29.03,38,24.52,5,3.23,24050
24,51,190,50,26.32,99,52.11,34,17.89,7,3.68,24051
24,52,90,31,34.44,30,33.33,20,22.22,9,10.0,24052
24,53,125,39,31.2,34,27.2,41,32.8,11,8.8,24053
24,54,52,18,34.62,23,44.23,8,15.38,3,5.77,24054
24,55,56,22,39.29,16,28.57,15,26.79,3,5.36,24055
24,56,143,41,28.67,56,39.16,32,22.38,14,9.79,24056
24,57,88,25,28.41,17,19.32,28,31.82,18,20.45,24057
24,58,127,41,32.28,50,39.37,29,22.83,7,5.51,24058
24,59,59,17,28.81,18,30.51,17,28.81,7,11.86,24059
25,1,125,31,24.8,31,24.8,43,34.4,20,16.0,25001
25,2,176,42,23.86,72,40.91,36,20.45,26,14.77,25002
25,3,64,13,20.31,24,37.5,20,31.25,7,10.94,25003
25,4,110,32,29.09,20,18.18,39,35.45,19,17.27,25004
25,5,131,33,25.19,44,33.59,35,26.72,19,14.5,25005
25,6,62,11,17.74,14,22.58,20,32.26,17,27.42,25006
25,7,92,17,18.48,40,43.48,20,21.74,15,16.3,25007
25,8,128,37,28.91,37,28.91,33,25.78,21,16.41,25008
25,9,167,38,22.75,43,25.75,66,39.52,20,11.98,25009
25,10,66,22,33.33,17,25.76,18,27.27,9,13.64,25010
25,11,136,31,22.79,43,31.62,45,33.09,17,12.5,25011
25,12,98,30,30.61,19,19.39,33,33.67,16,16.33,25012
25,13,140,31,22.14,51,36.43,38,27.14,20,14.29,25013
25,14,78,11,14.1,40,51.28,19,24.36,8,10.26,25014
25,15,135,38,28.15,39,28.89,43,31.85,15,11.11,25015
25,16,84,11,13.1,58,69.05,8,9.52,7,8.33,25016
25,17,171,47,27.49,62,36.26,42,24.56,20,11.7,25017
25,18,213,32,15.02,144,67.61,28,13.15,9,4.23,25018
25,19,117,26,22.22,33,28.21,48,41.03,10,8.55,25019
25,20,145,39,26.9,33,22.76,50,34.48,23,15.86,25020
25,21,83,14,16.87,16,19.28,40,48.19,13,15.66,25021
25,22,60,23,38.33,15,25.0,13,21.67,9,15.0,25022
25,23,144,39,27.08,41,28.47,36,25.0,28,19.44,25023
25,24,131,31,23.66,41,31.3,31,23.66,28,21.37,25024
25,25,93,13,13.98,24,25.81,43,46.24,13,13.98,25025
25,26,70,11,15.71,22,31.43,27,38.57,10,14.29,25026
25,27,78,18,23.08,27,34.62,25,32.05,8,10.26,25027
25,28,117,18,15.38,33,28.21,43,36.75,23,19.66,25028
25,29,101,24,23.76,39,38.61,31,30.69,7,6.93,25029
25,30,124,39,31.45,29,23.39,38,30.65,18,14.52,25030
25,31,45,9,20.0,11,24.44,14,31.11,11,24.44,25031
26,1,37,9,24.32,14,37.84,11,29.73,3,8.11,26001
26,2,73,20,27.4,20,27.4,25,34.25,8,10.96,26002
26,3,47,16,34.04,17,36.17,9,19.15,5,10.64,26003
26,4,46,9,19.57,15,32.61,12,26.09,10,21.74,26004
26,5,78,17,21.79,17,21.79,36,46.15,8,10.26,26005
26,6,56,19,33.93,14,25.0,16,28.57,7,12.5,26006
26,7,37,16,43.24,5,13.51,13,35.14,3,8.11,26007
26,8,49,12,24.49,15,30.61,19,38.78,3,6.12,26008
26,9,37,11,29.73,9,24.32,12,32.43,5,13.51,26009
26,10,42,6,14.29,17,40.48,12,28.57,7,16.67,26010
26,11,49,14,28.57,13,26.53,16,32.65,6,12.24,26011
26,12,38,12,31.58,9,23.68,14,36.84,3,7.89,26012
26,13,64,12,18.75,21,32.81,17,26.56,14,21.88,26013
26,14,48,10,20.83,18,37.5,12,25.0,8,16.67,26014
26,15,42,10,23.81,6,14.29,18,42.86,8,19.05,26015
26,16,51,11,21.57,11,21.57,21,41.18,8,15.69,26016
26,17,31,9,29.03,3,9.68,13,41.94,6,19.35,26017
26,18,40,10,25.0,16,40.0,12,30.0,2,5.0,26018
26,19,84,18,21.43,21,25.0,28,33.33,17,20.24,26019
26,20,72,18,25.0,23,31.94,20,27.78,11,15.28,26020
26,21,57,17,29.82,15,26.32,17,29.82,8,14.04,26021
26,22,39,17,43.59,6,15.38,8,20.51,8,20.51,26022
26,23,50,12,24.0,7,14.0,22,44.0,9,18.0,26023
26,24,42,9,21.43,9,21.43,17,40.48,7,16.67,26024
26,25,31,11,35.48,7,22.58,11,35.48,2,6.45,26025
26,26,51,10,19.61,18,35.29,19,37.25,4,7.84,26026
26,27,59,9,15.25,16,27.12,23,38.98,11,18.64,26027
26,28,47,16,34.04,10,21.28,12,25.53,9,19.15,26028
26,29,49,19,38.78,9,18.37,15,30.61,6,12.24,26029
26,30,34,12,35.29,9,26.47,7,20.59,6,17.65,26030
26,31,63,10,15.87,13,20.63,34,53.97,6,9.52,26031
26,32,74,18,24.32,16,21.62,21,28.38,19,25.68,26032
26,33,22,7,31.82,3,13.64,8,36.36,4,18.18,26033
26,34,55,6,10.91,15,27.27,21,38.18,13,23.64,26034
26,35,57,16,28.07,13,22.81,25,43.86,3,5.26,26035
26,36,50,14,28.0,16,32.0,12,24.0,8,16.0,26036
26,37,38,13,34.21,10,26.32,11,28.95,4,10.53,26037
26,38,31,8,25.81,5,16.13,16,51.61,2,6.45,26038
26,39,31,10,32.26,10,32.26,8,25.81,3,9.68,26039
26,40,27,4,14.81,10,37.04,10,37.04,3,11.11,26040
26,41,47,12,25.53,14,29.79,11,23.4,10,21.28,26041
26,42,30,4,13.33,8,26.67,15,50.0,3,10.0,26042
26,43,54,16,29.63,18,33.33,13,24.07,7,12.96,26043
26,44,32,11,34.38,10,31.25,9,28.13,2,6.25,26044
26,45,64,19,29.69,21,32.81,18,28.13,6,9.38,26045
26,46,60,16,26.67,11,18.33,21,35.0,12,20.0,26046
26,47,42,10,23.81,14,33.33,14,33.33,4,9.52,26047
26,48,64,17,26.56,15,23.44,21,32.81,11,17.19,26048
26,49,43,14,32.56,8,18.6,20,46.51,1,2.33,26049
26,50,24,6,25.0,6,25.0,8,33.33,4,16.67,26050
26,51,52,10,19.23,12,23.08,19,36.54,11,21.15,26051
26,52,19,4,21.05,6,31.58,7,36.84,2,10.53,26052
26,53,28,6,21.43,8,28.57,12,42.86,2,7.14,26053
26,54,55,10,18.18,18,32.73,20,36.36,7,12.73,26054
26,55,30,5,16.67,8,26.67,11,36.67,6,20.0,26055
26,56,59,12,20.34,19,32.2,15,25.42,13,22.03,26056
26,57,41,12,29.27,13,31.71,11,26.83,5,12.2,26057
26,58,41,13,31.71,10,24.39,12,29.27,6,14.63,26058
26,59,56,10,17.86,16,28.57,24,42.86,6,10.71,26059
26,60,52,14,26.92,12,23.08,21,40.38,5,9.62,26060
26,61,28,4,14.29,10,35.71,8,28.57,6,21.43,26061
26,62,67,22,32.84,19,28.36,18,26.87,8,11.94,26062
26,63,20,4,20.0,8,40.0,7,35.0,1,5.0,26063
27,1,51,12,23.53,10,19.61,19,37.25,10,19.61,27001
27,2,105,24,22.86,49,46.67,21,20.0,11,10.48,27002
27,3,87,33,37.93,30,34.48,18,20.69,6,6.9,27003
27,4,72,19,26.39,23,31.94,22,30.56,8,11.11,27004
27,5,18,3,16.67,7,38.89,6,33.33,2,11.11,27005
27,6,61,20,32.79,27,44.26,9,14.75,5,8.2,27006
27,7,63,10,15.87,17,26.98,22,34.92,14,22.22,27007
27,8,130,42,32.31,51,39.23,29,22.31,8,6.15,27008
27,9,125,26,20.8,60,48.0,31,24.8,8,6.4,27009
27,10,161,42,26.09,88,54.66,24,14.91,7,4.35,27010
27,11,123,30,24.39,53,43.09,31,25.2,9,7.32,27011
27,12,58,11,18.97,12,20.69,27,46.55,8,13.79,27012
27,13,52,12,23.08,19,36.54,9,17.31,12,23.08,27013
27,14,137,35,25.55,66,48.18,27,19.71,9,6.57,27014
27,15,70,25,35.71,27,38.57,16,22.86,2,2.86,27015
27,16,19,5,26.32,7,36.84,5,26.32,2,10.53,27016
27,17,50,6,12.0,9,18.0,20,40.0,15,30.0,27017
27,18,62,16,25.81,14,22.58,18,29.03,14,22.58,27018
27,19,95,18,18.95,59,62.11,14,14.74,4,4.21,27019
27,20,162,32,19.75,98,60.49,28,17.28,4,2.47,27020
27,21,112,15,13.39,80,71.43,15,13.39,2,1.79,27021
27,22,106,33,31.13,51,48.11,16,15.09,6,5.66,27022
27,23,20,3,15.0,9,45.0,6,30.0,2,10.0,27023
27,24,103,15,14.56,58,56.31,26,25.24,4,3.88,27024
27,25,78,11,14.1,50,64.1,13,16.67,4,5.13,27025
27,26,111,35,31.53,50,45.05,22,19.82,4,3.6,27026
27,27,63,15,23.81,37,58.73,6,9.52,5,7.94,27027
27,28,109,27,24.77,48,44.04,22,20.18,12,11.01,27028
27,29,86,27,31.4,49,56.98,8,9.3,2,2.33,27029
27,30,68,19,27.94,35,51.47,10,14.71,4,5.88,27030
27,31,97,16,16.49,59,60.82,20,20.62,2,2.06,27031
27,32,84,16,19.05,41,48.81,18,21.43,9,10.71,27032
27,33,78,18,23.08,42,53.85,15,19.23,3,3.85,27033
27,34,116,12,10.34,88,75.86,13,11.21,3,2.59,27034
27,35,71,14,19.72,19,26.76,24,33.8,14,19.72,27035
27,36,99,22,22.22,56,56.57,19,19.19,2,2.02,27036
27,37,71,15,21.13,29,40.85,22,30.99,5,7.04,27037
27,38,46,12,26.09,12,26.09,12,26.09,10,21.74,27038
27,39,76,12,15.79,54,71.05,8,10.53,2,2.63,27039
27,40,62,13,20.97,39,62.9,7,11.29,3,4.84,27040
27,41,70,19,27.14,16,22.86,24,34.29,11,15.71,27041
27,42,51,7,13.73,12,23.53,22,43.14,10,19.61,27042
27,43,73,9,12.33,56,76.71,6,8.22,2,2.74,27043
27,44,100,18,18.0,52,52.0,22,22.0,8,8.0,27044
27,45,117,13,11.11,82,70.09,19,16.24,3,2.56,27045
27,46,124,26,20.97,72,58.06,21,16.94,5,4.03,27046
27,47,75,16,,39,,20,,0,,27047
27,48,106,26,24.53,49,46.23,25,23.58,6,5.66,27048
27,49,104,35,33.65,35,33.65,23,22.12,11,10.58,27049
27,50,73,16,21.92,17,23.29,22,30.14,18,24.66,27050
27,51,84,13,15.48,59,70.24,11,13.1,1,1.19,27051
27,52,73,24,32.88,31,42.47,15,20.55,3,4.11,27052
27,53,67,15,22.39,30,44.78,16,23.88,6,8.96,27053
27,54,43,13,30.23,13,30.23,11,25.58,6,13.95,27054
27,55,111,33,29.73,64,57.66,10,9.01,4,3.6,27055
27,56,50,12,24.0,11,22.0,22,44.0,5,10.0,27056
27,57,56,13,23.21,12,21.43,23,41.07,8,14.29,27057
27,58,54,13,24.07,16,29.63,20,37.04,5,9.26,27058
27,59,113,16,14.16,58,51.33,26,23.01,13,11.5,27059
28,1,127,47,37.01,46,36.22,30,23.62,4,3.15,28001
28,2,103,36,34.95,41,39.81,22,21.36,4,3.88,28002
28,3,72,25,34.72,17,23.61,21,29.17,9,12.5,28003
28,4,153,60,39.22,59,38.56,27,17.65,7,4.58,28004
28,5,92,25,27.17,45,48.91,17,18.48,5,5.43,28005
28,6,86,29,33.72,42,48.84,11,12.79,4,4.65,28006
28,7,99,35,35.35,35,35.35,25,25.25,4,4.04,28007
28,8,92,41,44.57,27,29.35,18,19.57,6,6.52,28008
28,9,87,22,25.29,40,45.98,22,25.29,3,3.45,28009
28,10,33,12,36.36,14,42.42,5,15.15,2,6.06,28010
28,11,99,30,30.3,41,41.41,21,21.21,7,7.07,28011
28,12,88,24,27.27,43,48.86,15,17.05,6,6.82,28012
28,13,63,19,30.16,25,39.68,17,26.98,2,3.17,28013
28,14,64,21,32.81,24,37.5,16,25.0,3,4.69,28014
28,15,103,30,29.13,36,34.95,29,28.16,8,7.77,28015
28,16,90,27,30.0,41,45.56,19,21.11,3,3.33,28016
28,17,112,35,31.25,44,39.29,27,24.11,6,5.36,28017
28,18,150,35,23.33,82,54.67,24,16.0,9,6.0,28018
28,19,130,41,31.54,59,45.38,24,18.46,6,4.62,28019
28,20,125,23,18.4,73,58.4,21,16.8,8,6.4,28020
28,21,147,32,21.77,81,55.1,26,17.69,8,5.44,28021
28,22,106,37,34.91,52,49.06,14,13.21,3,2.83,28022
28,23,104,29,27.88,50,48.08,21,20.19,4,3.85,28023
28,24,59,15,25.42,24,40.68,16,27.12,4,6.78,28024
28,25,61,28,45.9,16,26.23,12,19.67,5,8.2,28025
28,26,125,41,32.8,62,49.6,17,13.6,5,4.0,28026
28,27,141,34,24.11,60,42.55,36,25.53,11,7.8,28027
28,28,81,31,38.27,31,38.27,13,16.05,6,7.41,28028
28,29,77,22,28.57,23,29.87,21,27.27,11,14.29,28029
28,30,69,29,42.03,24,34.78,14,20.29,2,2.9,28030
28,31,84,28,33.33,38,45.24,15,17.86,3,3.57,28031
28,32,101,37,36.63,35,34.65,23,22.77,6,5.94,28032
28,33,128,44,34.38,54,42.19,25,19.53,5,3.91,28033
28,34,20,5,25.0,4,20.0,7,35.0,4,20.0,28034
28,35,76,24,31.58,33,43.42,18,23.68,1,1.32,28035
28,36,88,22,25.0,53,60.23,8,9.09,5,5.68,28036
28,37,210,93,44.29,72,34.29,39,18.57,6,2.86,28037
28,38,52,11,21.15,18,34.62,16,30.77,7,13.46,28038
28,39,107,42,39.25,37,34.58,20,18.69,8,7.48,28039
28,40,154,52,33.77,64,41.56,29,18.83,9,5.84,28040
28,41,126,51,40.48,38,30.16,28,22.22,9,7.14,28041
28,42,100,30,30.0,49,49.0,16,16.0,5,5.0,28042
28,43,154,32,20.78,94,61.04,17,11.04,11,7.14,28043
28,44,134,38,28.36,59,44.03,29,21.64,8,5.97,28044
28,45,100,27,27.0,47,47.0,21,21.0,5,5.0,28045
28,46,128,35,27.34,59,46.09,28,21.88,6,4.69,28046
28,47,86,29,33.72,33,38.37,15,17.44,9,10.47,28047
28,48,41,15,36.59,10,24.39,9,21.95,7,17.07,28048
28,49,55,16,29.09,27,49.09,11,20.0,1,1.82,28049
28,50,67,13,19.4,43,64.18,7,10.45,4,5.97,28050
28,51,94,32,34.04,38,40.43,16,17.02,8,8.51,28051
28,52,71,15,21.13,23,32.39,24,33.8,9,12.68,28052
28,53,45,12,26.67,13,28.89,14,31.11,6,13.33,28053
28,54,81,21,25.93,32,39.51,20,24.69,8,9.88,28054
28,55,95,41,43.16,34,35.79,17,17.89,3,3.16,28055
28,56,113,41,36.28,43,38.05,25,22.12,4,3.54,28056
28,57,127,38,29.92,46,36.22,30,23.62,13,10.24,28057
28,58,110,45,40.91,37,33.64,20,18.18,8,7.27,28058
28,59,69,31,44.93,31,44.93,4,5.8,3,4.35,28059
28,60,67,25,37.31,32,47.76,7,10.45,3,4.48,28060
28,61,35,11,31.43,17,48.57,6,17.14,1,2.86,28061
29,1,178,31,17.42,113,63.48,28,15.73,6,3.37,29001
29,2,89,32,35.96,29,32.58,22,24.72,6,6.74,29002
29,3,216,60,27.78,111,51.39,38,17.59,7,3.24,29003
29,4,179,45,25.14,108,60.34,22,12.29,4,2.23,29004
29,5,155,28,18.06,101,65.16,22,14.19,4,2.58,29005
29,6,61,18,29.51,21,34.43,16,26.23,6,9.84,29006
29,7,68,13,19.12,27,39.71,26,38.24,2,2.94,29007
29,8,114,19,16.67,69,60.53,18,15.79,8,7.02,29008
29,9,82,18,21.95,34,41.46,25,30.49,5,6.1,29009
29,10,108,32,29.63,60,55.56,14,12.96,2,1.85,29010
29,11,165,32,19.39,110,66.67,18,10.91,5,3.03,29011
29,12,195,54,27.69,96,49.23,38,19.49,7,3.59,29012
29,13,150,23,15.33,110,73.33,15,10.0,2,1.33,29013
29,14,249,74,29.72,120,48.19,44,17.67,11,4.42,29014
29,15,180,46,25.56,99,55.0,27,15.0,8,4.44,29015
29,16,196,26,13.27,161,82.14,8,4.08,1,0.51,29016
29,17,124,25,20.16,72,58.06,20,16.13,7,5.65,29017
29,18,201,37,18.41,144,71.64,12,5.97,8,3.98,29018
29,19,141,21,14.89,107,75.89,10,7.09,3,2.13,29019
29,20,132,14,10.61,102,77.27,10,7.58,6,4.55,29020
29,21,121,27,22.31,64,52.89,16,13.22,14,11.57,29021
29,22,113,29,25.66,40,35.4,32,28.32,12,10.62,29022
29,23,175,30,17.14,114,65.14,25,14.29,6,3.43,29023
29,24,76,20,26.32,26,34.21,24,31.58,6,7.89,29024
29,25,169,19,11.24,136,80.47,11,6.51,3,1.78,29025
29,26,191,38,19.9,125,65.45,19,9.95,9,4.71,29026
29,27,108,28,25.93,57,52.78,20,18.52,3,2.78,29027
29,28,178,58,32.58,61,34.27,53,29.78,6,3.37,29028
29,29,203,32,15.76,141,69.46,23,11.33,7,3.45,29029
29,30,80,22,27.5,32,40.0,19,23.75,7,8.75,29030
29,31,120,33,27.5,60,50.0,23,19.17,4,3.33,29031
29,32,74,20,27.03,31,41.89,18,24.32,5,6.76,29032
29,33,197,37,18.78,131,66.5,21,10.66,8,4.06,29033
29,34,96,11,11.46,64,66.67,19,19.79,2,2.08,29034
29,35,114,40,35.09,42,36.84,24,21.05,8,7.02,29035
29,36,174,25,14.37,125,71.84,20,11.49,4,2.3,29036
29,37,158,36,22.78,99,62.66,18,11.39,5,3.16,29037
29,38,167,47,28.14,88,52.69,28,16.77,4,2.4,29038
29,39,78,12,15.38,30,38.46,26,33.33,10,12.82,29039
29,40,293,45,15.36,213,72.7,22,7.51,13,4.44,29040
29,41,188,28,14.89,134,71.28,22,11.7,4,2.13,29041
29,42,191,52,27.23,87,45.55,44,23.04,8,4.19,29042
29,43,263,36,13.69,196,74.52,27,10.27,4,1.52,29043
29,44,196,33,16.84,119,60.71,36,18.37,8,4.08,29044
29,45,149,35,23.49,92,61.74,18,12.08,4,2.68,29045
29,46,122,34,27.87,65,53.28,21,17.21,2,1.64,29046
29,47,218,62,28.44,105,48.17,40,18.35,11,5.05,29047
29,48,129,28,21.71,68,52.71,26,20.16,7,5.43,29048
29,49,202,43,21.29,123,60.89,32,15.84,4,1.98,29049
29,50,114,29,25.44,57,50.0,23,20.18,5,4.39,29050
29,51,149,32,21.48,77,51.68,29,19.46,11,7.38,29051
29,52,63,19,30.16,23,36.51,12,19.05,9,14.29,29052
30,1,106,23,21.7,17,16.04,50,47.17,16,15.09,30001
30,2,93,16,17.2,9,9.68,55,59.14,13,13.98,30002
30,3,104,17,16.35,26,25.0,46,44.23,15,14.42,30003
30,4,56,11,19.64,12,21.43,27,48.21,6,10.71,30004
30,5,43,12,27.91,10,23.26,14,32.56,7,16.28,30005
30,6,64,17,26.56,9,14.06,34,53.13,4,6.25,30006
30,7,66,16,24.24,28,42.42,17,25.76,5,7.58,30007
30,8,97,17,17.53,30,30.93,37,38.14,13,13.4,30008
30,9,126,36,28.57,34,26.98,48,38.1,8,6.35,30009
30,10,66,18,27.27,16,24.24,28,42.42,4,6.06,30010
30,11,52,12,23.08,7,13.46,22,42.31,11,21.15,30011
30,12,69,13,18.84,18,26.09,36,52.17,2,2.9,30012
30,13,64,15,23.44,18,28.13,25,39.06,6,9.38,30013
30,14,22,6,27.27,5,22.73,7,31.82,4,18.18,30014
30,15,109,29,26.61,15,13.76,52,47.71,13,11.93,30015
30,16,79,21,26.58,17,21.52,30,37.97,11,13.92,30016
30,17,63,13,20.63,12,19.05,33,52.38,5,7.94,30017
30,18,62,16,25.81,14,22.58,31,50.0,1,1.61,30018
30,19,45,12,26.67,9,20.0,18,40.0,6,13.33,30019
30,20,55,10,18.18,22,40.0,20,36.36,3,5.45,30020
30,21,85,21,24.71,18,21.18,33,38.82,13,15.29,30021
30,22,74,18,24.32,15,20.27,30,40.54,11,14.86,30022
30,23,68,15,22.06,19,27.94,26,38.24,8,11.76,30023
30,24,73,18,24.66,8,10.96,41,56.16,6,8.22,30024
30,25,54,18,33.33,10,18.52,20,37.04,6,11.11,30025
30,26,48,15,31.25,10,20.83,17,35.42,6,12.5,30026
30,27,93,28,30.11,28,30.11,22,23.66,15,16.13,30027
30,28,81,15,18.52,11,13.58,48,59.26,7,8.64,30028
30,29,32,5,15.63,9,28.13,12,37.5,6,18.75,30029
30,30,105,17,16.19,40,38.1,30,28.57,18,17.14,30030
30,31,54,18,33.33,15,27.78,10,18.52,11,20.37,30031
30,32,28,8,28.57,12,42.86,7,25.0,1,3.57,30032
30,33,74,18,24.32,20,27.03,30,40.54,6,8.11,30033
30,34,112,25,22.32,21,18.75,51,45.54,15,13.39,30034
30,35,83,24,28.92,27,32.53,28,33.73,4,4.82,30035
30,36,49,11,22.45,16,32.65,13,26.53,9,18.37,30036
30,37,71,25,35.21,13,18.31,22,30.99,11,15.49,30037
30,38,107,20,18.69,15,14.02,57,53.27,15,14.02,30038
30,39,84,23,27.38,20,23.81,31,36.9,10,11.9,30039
30,40,67,14,20.9,16,23.88,31,46.27,6,8.96,30040
30,41,82,15,18.29,14,17.07,45,54.88,8,9.76,30041
31,1,47,7,14.89,29,61.7,8,17.02,3,6.38,31001
31,2,57,17,29.82,13,22.81,20,35.09,7,12.28,31002
31,3,81,17,20.99,33,40.74,22,27.16,9,11.11,31003
31,4,61,7,11.48,27,44.26,18,29.51,9,14.75,31004
31,5,78,18,23.08,30,38.46,17,21.79,13,16.67,31005
31,6,72,18,25.0,24,33.33,23,31.94,7,9.72,31006
31,7,56,21,37.5,16,28.57,13,23.21,6,10.71,31007
31,8,66,13,19.7,26,39.39,17,25.76,10,15.15,31008
31,9,63,20,31.75,15,23.81,19,30.16,9,14.29,31009
31,10,30,4,13.33,19,63.33,5,16.67,2,6.67,31010
31,11,35,15,42.86,7,20.0,9,25.71,4,11.43,31011
31,12,78,23,29.49,22,28.21,21,26.92,12,15.38,31012
31,13,44,14,31.82,10,22.73,15,34.09,5,11.36,31013
31,14,39,11,28.21,13,33.33,9,23.08,6,15.38,31014
31,15,37,9,24.32,11,29.73,14,37.84,3,8.11,31015
31,16,39,11,28.21,10,25.64,11,28.21,7,17.95,31016
31,17,64,16,25.0,28,43.75,12,18.75,8,12.5,31017
31,18,44,11,25.0,16,36.36,10,22.73,7,15.91,31018
31,19,64,21,32.81,21,32.81,19,29.69,3,4.69,31019
31,20,52,14,26.92,17,32.69,17,32.69,4,7.69,31020
31,21,70,22,31.43,31,44.29,13,18.57,4,5.71,31021
31,22,42,11,26.19,10,23.81,8,19.05,13,30.95,31022
31,23,38,14,36.84,11,28.95,7,18.42,6,15.79,31023
31,24,63,18,28.57,18,28.57,22,34.92,5,7.94,31024
31,25,66,17,25.76,18,27.27,19,28.79,12,18.18,31025
31,26,41,5,12.2,17,41.46,14,34.15,5,12.2,31026
31,27,59,17,28.81,19,32.2,15,25.42,8,13.56,31027
31,28,54,12,22.22,16,29.63,19,35.19,7,12.96,31028
31,29,54,14,25.93,24,44.44,11,20.37,5,9.26,31029
31,30,77,14,18.18,31,40.26,25,32.47,7,9.09,31030
31,31,83,23,27.71,25,30.12,23,27.71,12,14.46,31031
31,32,81,22,27.16,24,29.63,25,30.86,10,12.35,31032
31,33,55,16,29.09,15,27.27,16,29.09,8,14.55,31033
31,34,44,11,25.0,17,38.64,10,22.73,6,13.64,31034
31,35,58,17,29.31,18,31.03,18,31.03,5,8.62,31035
31,36,97,23,23.71,53,54.64,15,15.46,6,6.19,31036
31,37,59,15,25.42,19,32.2,18,30.51,7,11.86,31037
31,38,49,11,22.45,17,34.69,15,30.61,6,12.24,31038
31,39,45,16,35.56,14,31.11,14,31.11,1,2.22,31039
31,40,49,5,10.2,22,44.9,17,34.69,5,10.2,31040
31,41,50,14,28.0,12,24.0,16,32.0,8,16.0,31041
31,42,78,15,19.23,35,44.87,16,20.51,12,15.38,31042
31,43,70,16,22.86,11,15.71,32,45.71,11,15.71,31043
31,44,56,20,35.71,20,35.71,11,19.64,5,8.93,31044
31,45,60,14,23.33,27,45.0,13,21.67,6,10.0,31045
31,46,62,17,27.42,28,45.16,9,14.52,8,12.9,31046
31,47,89,21,23.6,29,32.58,24,26.97,15,16.85,31047
31,48,60,21,35.0,7,11.67,22,36.67,10,16.67,31048
31,49,43,8,18.6,15,34.88,12,27.91,8,18.6,31049
31,50,59,18,30.51,19,32.2,15,25.42,7,11.86,31050
31,51,49,12,24.49,16,32.65,14,28.57,7,14.29,31051
32,1,84,17,20.24,22,26.19,21,25.0,24,28.57,32001
32,2,84,24,28.57,16,19.05,26,30.95,18,21.43,32002
32,3,64,8,12.5,16,25.0,21,32.81,19,29.69,32003
32,4,96,23,23.96,23,23.96,31,32.29,19,19.79,32004
32,5,60,8,13.33,19,31.67,20,33.33,13,21.67,32005
32,6,87,26,29.89,14,16.09,22,25.29,25,28.74,32006
32,7,32,9,28.13,5,15.63,11,34.38,7,21.88,32007
32,8,90,13,14.44,13,14.44,50,55.56,14,15.56,32008
32,9,129,22,17.05,31,24.03,49,37.98,27,20.93,32009
32,10,68,15,22.06,20,29.41,28,41.18,5,7.35,32010
32,11,58,11,18.97,19,32.76,18,31.03,10,17.24,32011
32,12,65,17,26.15,19,29.23,20,30.77,9,13.85,32012
32,13,26,2,7.69,11,42.31,8,30.77,5,19.23,32013
32,14,68,13,19.12,31,45.59,14,20.59,10,14.71,32014
32,15,55,15,27.27,9,16.36,24,43.64,7,12.73,32015
32,16,93,18,19.35,31,33.33,31,33.33,13,13.98,32016
32,17,71,18,25.35,22,30.99,22,30.99,9,12.68,32017
32,18,54,13,24.07,15,27.78,18,33.33,8,14.81,32018
32,19,85,24,28.24,18,21.18,31,36.47,12,14.12,32019
32,20,78,18,23.08,24,30.77,26,33.33,10,12.82,32020
32,21,69,10,14.49,15,21.74,33,47.83,11,15.94,32021
32,22,106,23,21.7,29,27.36,28,26.42,26,24.53,32022
32,23,94,26,27.66,11,11.7,40,42.55,17,18.09,32023
32,24,60,10,16.67,16,26.67,22,36.67,12,20.0,32024
32,25,77,14,18.18,24,31.17,25,32.47,14,18.18,32025
32,26,67,12,17.91,19,28.36,21,31.34,15,22.39,32026
32,27,62,10,16.13,11,17.74,35,56.45,6,9.68,32027
