ward,precinct,total,Dean T. Maragos,Dean T. Maragos Percent,Debra Shore,Debra Shore Percent,Patricia Horton,Patricia Horton Percent,Terrence J. O'Brien,Terrence J. O'Brien Percent,James ''Jim'' Harris,James ''Jim'' Harris Percent,Barrett F. Pedersen,Barrett F. Pedersen Percent,Boguslaw ''Bogie'' Stefanski,Boguslaw ''Bogie'' Stefanski Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Frank Avila,Frank Avila Percent,precinct_id
26,33,74,12,,9,,10,,12,,3,,3,,6,,0,,19,,26033
26,34,145,23,15.86,25,17.24,19,13.1,21,14.48,6,4.14,2,1.38,8,5.52,11,7.59,30,20.69,26034
26,35,156,17,10.9,29,18.59,26,16.67,24,15.38,9,5.77,4,2.56,9,5.77,6,3.85,32,20.51,26035
26,36,112,11,9.82,12,10.71,15,13.39,13,11.61,12,10.71,10,8.93,4,3.57,9,8.04,26,23.21,26036
26,37,95,10,10.53,16,16.84,16,16.84,10,10.53,8,8.42,4,4.21,2,2.11,6,6.32,23,24.21,26037
26,38,85,13,15.29,7,8.24,10,11.76,13,15.29,7,8.24,2,2.35,4,4.71,5,5.88,24,28.24,26038
26,39,79,6,7.59,13,16.46,10,12.66,8,10.13,7,8.86,5,6.33,3,3.8,3,3.8,24,30.38,26039
26,40,85,10,11.76,11,12.94,9,10.59,12,14.12,7,8.24,7,8.24,3,3.53,5,5.88,21,24.71,26040
26,41,128,20,15.63,19,14.84,19,14.84,12,9.38,6,4.69,3,2.34,3,2.34,4,3.13,42,32.81,26041
26,42,97,14,14.43,16,16.49,11,11.34,11,11.34,9,9.28,3,3.09,3,3.09,5,5.15,25,25.77,26042
26,43,117,19,16.24,9,7.69,17,14.53,12,10.26,12,10.26,4,3.42,6,5.13,4,3.42,34,29.06,26043
26,44,84,12,14.29,9,10.71,12,14.29,9,10.71,12,14.29,2,2.38,2,2.38,7,8.33,19,22.62,26044
26,45,147,13,8.84,21,14.29,23,15.65,14,9.52,15,10.2,8,5.44,9,6.12,12,8.16,32,21.77,26045
26,46,163,15,9.2,35,21.47,20,12.27,34,20.86,9,5.52,6,3.68,9,5.52,8,4.91,27,16.56,26046
26,47,97,10,10.31,12,12.37,11,11.34,16,16.49,5,5.15,5,5.15,2,2.06,5,5.15,31,31.96,26047
26,48,124,17,13.71,15,12.1,16,12.9,16,12.9,9,7.26,4,3.23,9,7.26,3,2.42,35,28.23,26048
26,49,102,15,14.71,12,11.76,11,10.78,19,18.63,2,1.96,1,0.98,4,3.92,8,7.84,30,29.41,26049
26,50,75,17,22.67,9,12.0,6,8.0,10,13.33,6,8.0,2,2.67,6,8.0,4,5.33,15,20.0,26050
26,51,160,24,15.0,18,11.25,17,10.63,18,11.25,16,10.0,8,5.0,7,4.38,9,5.63,43,26.88,26051
26,52,47,10,,6,,3,,9,,8,,3,,0,,2,,6,,26052
26,53,75,8,10.67,7,9.33,9,12.0,10,13.33,10,13.33,3,4.0,5,6.67,5,6.67,18,24.0,26053
26,54,157,20,12.74,25,15.92,22,14.01,19,12.1,15,9.55,6,3.82,7,4.46,4,2.55,39,24.84,26054
26,55,99,19,19.19,7,7.07,10,10.1,14,14.14,7,7.07,2,2.02,7,7.07,3,3.03,30,30.3,26055
26,56,148,12,8.11,26,17.57,21,14.19,17,11.49,11,7.43,5,3.38,11,7.43,11,7.43,34,22.97,26056
26,57,122,16,13.11,13,10.66,17,13.93,14,11.48,8,6.56,4,3.28,7,5.74,5,4.1,38,31.15,26057
26,58,119,17,14.29,13,10.92,21,17.65,17,14.29,8,6.72,7,5.88,1,0.84,7,5.88,28,23.53,26058
26,59,147,16,10.88,14,9.52,12,8.16,28,19.05,11,7.48,5,3.4,4,2.72,7,4.76,50,34.01,26059
26,60,113,9,7.96,28,24.78,13,11.5,13,11.5,7,6.19,5,4.42,9,7.96,4,3.54,25,22.12,26060
26,61,82,12,14.63,8,9.76,8,9.76,10,12.2,5,6.1,3,3.66,2,2.44,3,3.66,31,37.8,26061
26,62,199,24,12.06,52,26.13,21,10.55,27,13.57,8,4.02,6,3.02,12,6.03,7,3.52,42,21.11,26062
26,63,62,4,6.45,7,11.29,6,9.68,11,17.74,12,19.35,6,9.68,1,1.61,2,3.23,13,20.97,26063
27,1,150,21,14.0,38,25.33,14,9.33,23,15.33,9,6.0,4,2.67,5,3.33,11,7.33,25,16.67,27001
27,2,267,12,4.49,31,11.61,42,15.73,43,16.1,55,20.6,33,12.36,6,2.25,21,7.87,24,8.99,27002
27,3,219,16,7.31,39,17.81,42,19.18,24,10.96,37,16.89,12,5.48,6,2.74,26,11.87,17,7.76,27003
27,4,194,12,6.19,23,11.86,35,18.04,21,10.82,30,15.46,17,8.76,7,3.61,18,9.28,31,15.98,27004
27,5,54,5,9.26,5,9.26,7,12.96,10,18.52,6,11.11,6,11.11,3,5.56,4,7.41,8,14.81,27005
27,6,135,15,11.11,14,10.37,19,14.07,24,17.78,26,19.26,18,13.33,4,2.96,8,5.93,7,5.19,27006
27,7,189,18,9.52,37,19.58,26,13.76,28,14.81,18,9.52,14,7.41,8,4.23,17,8.99,23,12.17,27007
27,8,320,20,6.25,47,14.69,55,17.19,52,16.25,59,18.44,36,11.25,6,1.88,27,8.44,18,5.63,27008
27,9,311,20,6.43,43,13.83,49,15.76,50,16.08,55,17.68,34,10.93,6,1.93,26,8.36,28,9.0,27009
27,10,437,27,6.18,57,13.04,62,14.19,79,18.08,81,18.54,57,13.04,6,1.37,37,8.47,31,7.09,27010
27,11,281,18,6.41,38,13.52,22,7.83,56,19.93,50,17.79,32,11.39,10,3.56,24,8.54,31,11.03,27011
27,12,149,10,6.71,30,20.13,19,12.75,24,16.11,23,15.44,13,8.72,7,4.7,6,4.03,17,11.41,27012
27,13,168,16,9.52,27,16.07,15,8.93,26,15.48,22,13.1,16,9.52,6,3.57,9,5.36,31,18.45,27013
27,14,322,31,9.63,44,13.66,49,15.22,36,11.18,59,18.32,32,9.94,9,2.8,34,10.56,28,8.7,27014
27,15,201,18,8.96,29,14.43,45,22.39,22,10.95,33,16.42,15,7.46,4,1.99,21,10.45,14,6.97,27015
27,16,39,3,7.69,5,12.82,3,7.69,10,25.64,5,12.82,4,10.26,1,2.56,3,7.69,5,12.82,27016
27,17,152,20,13.16,35,23.03,20,13.16,24,15.79,7,4.61,4,2.63,8,5.26,12,7.89,22,14.47,27017
27,18,187,22,11.76,32,17.11,24,12.83,29,15.51,13,6.95,7,3.74,16,8.56,11,5.88,33,17.65,27018
27,19,225,12,5.33,24,10.67,21,9.33,48,21.33,52,23.11,40,17.78,2,0.89,18,8.0,8,3.56,27019
27,20,472,21,4.45,30,6.36,32,6.78,122,25.85,120,25.42,101,21.4,6,1.27,25,5.3,15,3.18,27020
27,21,307,14,4.56,18,5.86,13,4.23,80,26.06,86,28.01,75,24.43,3,0.98,9,2.93,9,2.93,27021
27,22,250,15,6.0,29,11.6,33,13.2,41,16.4,51,20.4,34,13.6,4,1.6,27,10.8,16,6.4,27022
27,23,45,4,,8,,12,,4,,9,,0,,3,,3,,2,,27023
27,24,266,15,5.64,23,8.65,21,7.89,61,22.93,66,24.81,48,18.05,6,2.26,10,3.76,16,6.02,27024
27,25,212,11,5.19,16,7.55,24,11.32,39,18.4,54,25.47,35,16.51,4,1.89,15,7.08,14,6.6,27025
27,26,273,18,6.59,52,19.05,45,16.48,30,10.99,34,12.45,21,7.69,9,3.3,38,13.92,26,9.52,27026
27,27,182,6,3.3,23,12.64,26,14.29,34,18.68,39,21.43,26,14.29,5,2.75,11,6.04,12,6.59,27027
27,28,258,19,7.36,35,13.57,29,11.24,52,20.16,50,19.38,32,12.4,3,1.16,21,8.14,17,6.59,27028
27,29,214,10,4.67,27,12.62,23,10.75,45,21.03,51,23.83,38,17.76,1,0.47,10,4.67,9,4.21,27029
27,30,165,6,3.64,16,9.7,22,13.33,38,23.03,32,19.39,27,16.36,4,2.42,10,6.06,10,6.06,27030
27,31,226,9,3.98,28,12.39,19,8.41,51,22.57,51,22.57,38,16.81,3,1.33,9,3.98,18,7.96,27031
27,32,224,17,7.59,30,13.39,36,16.07,29,12.95,32,14.29,15,6.7,12,5.36,11,4.91,42,18.75,27032
27,33,205,14,6.83,23,11.22,26,12.68,38,18.54,39,19.02,26,12.68,1,0.49,22,10.73,16,7.8,27033
27,34,288,8,2.78,15,5.21,28,9.72,74,25.69,83,28.82,62,21.53,1,0.35,10,3.47,7,2.43,27034
27,35,218,13,5.96,29,13.3,20,9.17,41,18.81,25,11.47,15,6.88,33,15.14,6,2.75,36,16.51,27035
27,36,251,12,,32,,38,,44,,54,,36,,0,,20,,15,,27036
27,37,258,20,7.75,18,6.98,13,5.04,62,24.03,69,26.74,52,20.16,6,2.33,11,4.26,7,2.71,27037
27,38,144,11,7.64,23,15.97,20,13.89,25,17.36,11,7.64,4,2.78,13,9.03,9,6.25,28,19.44,27038
27,39,191,11,5.76,13,6.81,18,9.42,44,23.04,47,24.61,37,19.37,2,1.05,10,5.24,9,4.71,27039
27,40,155,6,,10,,13,,37,,38,,30,,0,,11,,10,,27040
27,41,161,14,8.7,34,21.12,27,16.77,22,13.66,8,4.97,7,4.35,9,5.59,9,5.59,31,19.25,27041
27,42,142,12,8.45,30,21.13,16,11.27,30,21.13,14,9.86,9,6.34,7,4.93,7,4.93,17,11.97,27042
27,43,201,4,,9,,12,,55,,62,,49,,0,,6,,4,,27043
27,44,249,21,8.43,54,21.69,60,24.1,17,6.83,42,16.87,20,8.03,4,1.61,19,7.63,12,4.82,27044
27,45,282,2,0.71,17,6.03,34,12.06,68,24.11,72,25.53,62,21.99,1,0.35,13,4.61,13,4.61,27045
27,46,299,21,7.02,29,9.7,27,9.03,62,20.74,67,22.41,54,18.06,2,0.67,15,5.02,22,7.36,27046
27,47,198,14,7.07,22,11.11,28,14.14,34,17.17,46,23.23,28,14.14,1,0.51,17,8.59,8,4.04,27047
27,48,252,16,6.35,51,20.24,63,25.0,25,9.92,34,13.49,12,4.76,3,1.19,25,9.92,23,9.13,27048
27,49,251,20,7.97,50,19.92,52,20.72,21,8.37,39,15.54,12,4.78,6,2.39,32,12.75,19,7.57,27049
27,50,203,16,7.88,44,21.67,33,16.26,29,14.29,13,6.4,6,2.96,10,4.93,15,7.39,37,18.23,27050
27,51,204,13,6.37,11,5.39,9,4.41,56,27.45,55,26.96,48,23.53,3,1.47,6,2.94,3,1.47,27051
27,52,164,10,6.1,26,15.85,34,20.73,16,9.76,33,20.12,13,7.93,4,2.44,17,10.37,11,6.71,27052
27,53,176,7,3.98,29,16.48,23,13.07,27,15.34,31,17.61,20,11.36,4,2.27,14,7.95,21,11.93,27053
27,54,116,14,12.07,18,15.52,14,12.07,21,18.1,11,9.48,9,7.76,7,6.03,4,3.45,18,15.52,27054
27,55,222,10,4.5,23,10.36,38,17.12,37,16.67,48,21.62,32,14.41,1,0.45,22,9.91,11,4.95,27055
27,56,132,11,8.33,21,15.91,16,12.12,25,18.94,8,6.06,5,3.79,10,7.58,8,6.06,28,21.21,27056
27,57,145,16,11.03,36,24.83,19,13.1,23,15.86,9,6.21,7,4.83,8,5.52,13,8.97,14,9.66,27057
27,58,143,16,11.19,24,16.78,17,11.89,24,16.78,15,10.49,12,8.39,8,5.59,14,9.79,13,9.09,27058
27,59,320,19,5.94,35,10.94,28,8.75,66,20.63,61,19.06,55,17.19,6,1.88,7,2.19,43,13.44,27059
28,1,319,21,6.58,52,16.3,60,18.81,35,10.97,59,18.5,14,4.39,8,2.51,41,12.85,29,9.09,28001
28,2,283,27,9.54,44,15.55,67,23.67,29,10.25,45,15.9,15,5.3,4,1.41,30,10.6,22,7.77,28002
28,3,198,14,7.07,36,18.18,48,24.24,17,8.59,29,14.65,10,5.05,3,1.52,23,11.62,18,9.09,28003
28,4,341,27,7.92,50,14.66,58,17.01,59,17.3,62,18.18,25,7.33,6,1.76,39,11.44,15,4.4,28004
28,5,219,12,5.48,36,16.44,39,17.81,32,14.61,37,16.89,17,7.76,2,0.91,26,11.87,18,8.22,28005
28,6,203,14,6.9,29,14.29,37,18.23,35,17.24,36,17.73,18,8.87,4,1.97,17,8.37,13,6.4,28006
28,7,219,20,9.13,38,17.35,35,15.98,30,13.7,33,15.07,11,5.02,7,3.2,30,13.7,15,6.85,28007
28,8,220,17,7.73,43,19.55,40,18.18,24,10.91,37,16.82,15,6.82,3,1.36,25,11.36,16,7.27,28008
28,9,210,17,8.1,19,9.05,36,17.14,32,15.24,41,19.52,22,10.48,1,0.48,33,15.71,9,4.29,28009
28,10,86,5,5.81,11,12.79,21,24.42,9,10.47,12,13.95,13,15.12,1,1.16,10,11.63,4,4.65,28010
28,11,232,18,7.76,36,15.52,40,17.24,29,12.5,39,16.81,11,4.74,10,4.31,31,13.36,18,7.76,28011
28,12,196,27,13.78,34,17.35,32,16.33,21,10.71,34,17.35,9,4.59,4,2.04,20,10.2,15,7.65,28012
28,13,165,16,9.7,23,13.94,41,24.85,15,9.09,26,15.76,12,7.27,5,3.03,17,10.3,10,6.06,28013
28,14,153,12,7.84,21,13.73,33,21.57,24,15.69,27,17.65,4,2.61,3,1.96,19,12.42,10,6.54,28014
28,15,253,18,7.11,41,16.21,58,22.92,30,11.86,45,17.79,10,3.95,4,1.58,29,11.46,18,7.11,28015
28,16,182,11,6.04,28,15.38,42,23.08,18,9.89,34,18.68,7,3.85,5,2.75,14,7.69,23,12.64,28016
28,17,282,19,6.74,37,13.12,51,18.09,45,15.96,53,18.79,18,6.38,3,1.06,31,10.99,25,8.87,28017
28,18,404,28,6.93,51,12.62,60,14.85,66,16.34,87,21.53,53,13.12,10,2.48,26,6.44,23,5.69,28018
28,19,265,24,9.06,47,17.74,60,22.64,29,10.94,42,15.85,14,5.28,3,1.13,22,8.3,24,9.06,28019
28,20,282,13,4.61,34,12.06,47,16.67,59,20.92,59,20.92,42,14.89,3,1.06,9,3.19,16,5.67,28020
28,21,341,24,7.04,48,14.08,58,17.01,57,16.72,66,19.35,35,10.26,2,0.59,25,7.33,26,7.62,28021
28,22,235,13,5.53,41,17.45,55,23.4,26,11.06,31,13.19,19,8.09,4,1.7,22,9.36,24,10.21,28022
28,23,222,18,8.11,33,14.86,42,18.92,35,15.77,42,18.92,22,9.91,2,0.9,16,7.21,12,5.41,28023
28,24,146,10,6.85,24,16.44,22,15.07,21,14.38,28,19.18,15,10.27,3,2.05,17,11.64,6,4.11,28024
28,25,169,26,15.38,27,15.98,27,15.98,15,8.88,28,16.57,5,2.96,2,1.18,23,13.61,16,9.47,28025
28,26,323,29,8.98,46,14.24,59,18.27,43,13.31,59,18.27,25,7.74,7,2.17,36,11.15,19,5.88,28026
28,27,355,27,7.61,69,19.44,81,22.82,38,10.7,54,15.21,13,3.66,1,0.28,45,12.68,27,7.61,28027
28,28,208,16,7.69,28,13.46,36,17.31,22,10.58,43,20.67,12,5.77,4,1.92,29,13.94,18,8.65,28028
28,29,185,15,8.11,17,9.19,21,11.35,27,14.59,12,6.49,6,3.24,10,5.41,10,5.41,67,36.22,28029
28,30,159,10,6.29,23,14.47,29,18.24,22,13.84,31,19.5,13,8.18,3,1.89,19,11.95,9,5.66,28030
28,31,192,13,6.77,25,13.02,47,24.48,27,14.06,33,17.19,22,11.46,4,2.08,14,7.29,7,3.65,28031
28,32,242,24,9.92,37,15.29,53,21.9,30,12.4,36,14.88,12,4.96,3,1.24,32,13.22,15,6.2,28032
28,33,277,15,5.42,44,15.88,58,20.94,43,15.52,47,16.97,17,6.14,3,1.08,26,9.39,24,8.66,28033
28,34,44,5,11.36,3,6.82,4,9.09,7,15.91,4,9.09,1,2.27,3,6.82,3,6.82,14,31.82,28034
28,35,180,11,6.11,28,15.56,32,17.78,25,13.89,25,13.89,14,7.78,1,0.56,26,14.44,18,10.0,28035
28,36,201,11,5.47,22,10.95,34,16.92,36,17.91,36,17.91,24,11.94,2,1.0,24,11.94,12,5.97,28036
28,37,533,61,11.44,98,18.39,122,22.89,50,9.38,73,13.7,28,5.25,15,2.81,57,10.69,29,5.44,28037
28,38,144,18,12.5,16,11.11,20,13.89,17,11.81,13,9.03,9,6.25,5,3.47,5,3.47,41,28.47,28038
28,39,235,15,6.38,45,19.15,42,17.87,32,13.62,41,17.45,12,5.11,4,1.7,35,14.89,9,3.83,28039
28,40,403,25,6.2,58,14.39,76,18.86,45,11.17,80,19.85,23,5.71,3,0.74,61,15.14,32,7.94,28040
28,41,242,23,9.5,39,16.12,48,19.83,32,13.22,37,15.29,9,3.72,7,2.89,28,11.57,19,7.85,28041
28,42,229,17,7.42,33,14.41,61,26.64,13,5.68,41,17.9,13,5.68,1,0.44,39,17.03,11,4.8,28042
28,43,381,21,5.51,40,10.5,46,12.07,73,19.16,91,23.88,62,16.27,3,0.79,28,7.35,17,4.46,28043
28,44,299,18,6.02,44,14.72,60,20.07,40,13.38,52,17.39,30,10.03,4,1.34,34,11.37,17,5.69,28044
28,45,247,13,5.26,39,15.79,56,22.67,33,13.36,45,18.22,11,4.45,4,1.62,31,12.55,15,6.07,28045
28,46,297,18,6.06,42,14.14,54,18.18,47,15.82,56,18.86,29,9.76,4,1.35,29,9.76,18,6.06,28046
28,47,247,23,9.31,56,22.67,32,12.96,31,12.55,42,17.0,15,6.07,10,4.05,20,8.1,18,7.29,28047
28,48,97,4,4.12,15,15.46,18,18.56,13,13.4,15,15.46,6,6.19,3,3.09,15,15.46,8,8.25,28048
28,49,118,9,7.63,18,15.25,19,16.1,16,13.56,25,21.19,8,6.78,2,1.69,12,10.17,9,7.63,28049
28,50,178,10,5.62,19,10.67,21,11.8,32,17.98,47,26.4,28,15.73,1,0.56,10,5.62,10,5.62,28050
28,51,185,12,6.49,21,11.35,49,26.49,17,9.19,30,16.22,8,4.32,4,2.16,21,11.35,23,12.43,28051
28,52,156,23,14.74,15,9.62,23,14.74,20,12.82,27,17.31,12,7.69,1,0.64,12,7.69,23,14.74,28052
28,53,111,9,8.11,18,16.22,12,10.81,16,14.41,11,9.91,8,7.21,5,4.5,10,9.01,22,19.82,28053
28,54,219,13,5.94,30,13.7,46,21.0,26,11.87,42,19.18,16,7.31,2,0.91,27,12.33,17,7.76,28054
28,55,243,16,6.58,42,17.28,52,21.4,31,12.76,34,13.99,21,8.64,1,0.41,25,10.29,21,8.64,28055
28,56,247,25,10.12,46,18.62,48,19.43,26,10.53,35,14.17,10,4.05,5,2.02,24,9.72,28,11.34,28056
28,57,307,30,9.77,48,15.64,70,22.8,36,11.73,52,16.94,15,4.89,5,1.63,31,10.1,20,6.51,28057
28,58,246,24,9.76,37,15.04,57,23.17,22,8.94,39,15.85,11,4.47,8,3.25,33,13.41,15,6.1,28058
28,59,174,10,,26,,34,,24,,32,,15,,0,,23,,10,,28059
28,60,159,15,9.43,27,16.98,24,15.09,26,16.35,27,16.98,16,10.06,1,0.63,16,10.06,7,4.4,28060
28,61,93,6,6.45,8,8.6,19,20.43,8,8.6,10,10.75,8,8.6,2,2.15,6,6.45,26,27.96,28061
29,1,472,23,4.87,50,10.59,55,11.65,104,22.03,114,24.15,79,16.74,7,1.48,23,4.87,17,3.6,29001
29,2,218,19,8.72,21,9.63,20,9.17,38,17.43,23,10.55,8,3.67,23,10.55,11,5.05,55,25.23,29002
29,3,553,28,5.06,80,14.47,93,16.82,80,14.47,118,21.34,56,10.13,9,1.63,58,10.49,31,5.61,29003
29,4,445,21,4.72,50,11.24,52,11.69,98,22.02,101,22.7,73,16.4,6,1.35,26,5.84,18,4.04,29004
29,5,384,16,4.17,34,8.85,36,9.38,88,22.92,97,25.26,78,20.31,2,0.52,18,4.69,15,3.91,29005
29,6,138,13,9.42,9,6.52,19,13.77,18,13.04,19,13.77,8,5.8,8,5.8,7,5.07,37,26.81,29006
29,7,176,15,8.52,20,11.36,22,12.5,25,14.2,22,12.5,12,6.82,14,7.95,11,6.25,35,19.89,29007
29,8,284,10,3.52,31,10.92,28,9.86,64,22.54,68,23.94,45,15.85,3,1.06,23,8.1,12,4.23,29008
29,9,210,16,7.62,18,8.57,10,4.76,52,24.76,32,15.24,28,13.33,15,7.14,7,3.33,32,15.24,29009
29,10,283,14,4.95,30,10.6,32,11.31,60,21.2,67,23.67,48,16.96,3,1.06,18,6.36,11,3.89,29010
29,11,448,17,3.79,55,12.28,60,13.39,84,18.75,98,21.88,65,14.51,3,0.67,35,7.81,31,6.92,29011
29,12,491,29,5.91,77,15.68,82,16.7,78,15.89,96,19.55,48,9.78,4,0.81,41,8.35,36,7.33,29012
29,13,428,15,3.5,30,7.01,31,7.24,105,24.53,112,26.17,96,22.43,5,1.17,20,4.67,14,3.27,29013
29,14,657,43,6.54,97,14.76,133,20.24,102,15.53,136,20.7,42,6.39,5,0.76,63,9.59,36,5.48,29014
29,15,454,22,4.85,78,17.18,82,18.06,74,16.3,78,17.18,51,11.23,4,0.88,36,7.93,29,6.39,29015
29,16,542,19,3.51,18,3.32,30,5.54,153,28.23,156,28.78,136,25.09,2,0.37,20,3.69,8,1.48,29016
29,17,292,10,,55,,57,,49,,58,,35,,0,,15,,13,,29017
29,18,549,29,5.28,39,7.1,60,10.93,132,24.04,137,24.95,102,18.58,4,0.73,33,6.01,13,2.37,29018
29,19,391,10,2.56,29,7.42,59,15.09,92,23.53,105,26.85,58,14.83,3,0.77,21,5.37,14,3.58,29019
29,20,395,19,4.81,26,6.58,37,9.37,96,24.3,99,25.06,77,19.49,7,1.77,18,4.56,16,4.05,29020
29,21,305,16,5.25,38,12.46,50,16.39,55,18.03,70,22.95,28,9.18,6,1.97,25,8.2,17,5.57,29021
29,22,303,25,8.25,42,13.86,38,12.54,54,17.82,49,16.17,27,8.91,13,4.29,26,8.58,29,9.57,29022
29,23,409,11,2.69,41,10.02,47,11.49,91,22.25,101,24.69,75,18.34,1,0.24,29,7.09,13,3.18,29023
29,24,184,20,10.87,23,12.5,17,9.24,23,12.5,22,11.96,18,9.78,15,8.15,7,3.8,39,21.2,29024
29,25,447,14,3.13,32,7.16,33,7.38,118,26.4,117,26.17,104,23.27,4,0.89,14,3.13,11,2.46,29025
29,26,482,19,3.94,42,8.71,87,18.05,103,21.37,119,24.69,64,13.28,3,0.62,31,6.43,14,2.9,29026
29,27,288,11,3.82,39,13.54,45,15.63,50,17.36,61,21.18,38,13.19,2,0.69,27,9.38,15,5.21,29027
29,28,390,39,10.0,69,17.69,74,18.97,47,12.05,69,17.69,23,5.9,4,1.03,37,9.49,28,7.18,29028
29,29,584,27,4.62,56,9.59,57,9.76,146,25.0,138,23.63,106,18.15,5,0.86,32,5.48,17,2.91,29029
29,30,212,21,9.91,15,7.08,9,4.25,50,23.58,29,13.68,32,15.09,17,8.02,4,1.89,35,16.51,29030
29,31,322,14,4.35,47,14.6,49,15.22,52,16.15,74,22.98,40,12.42,4,1.24,22,6.83,20,6.21,29031
29,32,213,23,10.8,18,8.45,16,7.51,32,15.02,33,15.49,12,5.63,17,7.98,7,3.29,55,25.82,29032
29,33,554,28,5.05,49,8.84,69,12.45,122,22.02,126,22.74,85,15.34,5,0.9,39,7.04,31,5.6,29033
29,34,269,11,4.09,30,11.15,38,14.13,54,20.07,61,22.68,38,14.13,5,1.86,14,5.2,18,6.69,29034
29,35,243,18,7.41,44,18.11,53,21.81,38,15.64,38,15.64,6,2.47,1,0.41,24,9.88,21,8.64,29035
29,36,451,15,3.33,50,11.09,48,10.64,107,23.73,112,24.83,83,18.4,5,1.11,19,4.21,12,2.66,29036
29,37,398,13,3.27,50,12.56,61,15.33,74,18.59,94,23.62,53,13.32,3,0.75,33,8.29,17,4.27,29037
29,38,467,39,8.35,75,16.06,73,15.63,59,12.63,100,21.41,42,8.99,9,1.93,46,9.85,24,5.14,29038
29,39,225,15,6.67,32,14.22,26,11.56,32,14.22,32,14.22,15,6.67,12,5.33,14,6.22,47,20.89,29039
29,40,820,34,4.15,70,8.54,71,8.66,193,23.54,208,25.37,164,20.0,7,0.85,44,5.37,29,3.54,29040
29,41,521,17,3.26,41,7.87,43,8.25,124,23.8,128,24.57,98,18.81,2,0.38,37,7.1,31,5.95,29041
29,42,465,32,6.88,64,13.76,90,19.35,58,12.47,95,20.43,46,9.89,11,2.37,33,7.1,36,7.74,29042
29,43,720,21,2.92,65,9.03,55,7.64,184,25.56,180,25.0,160,22.22,1,0.14,31,4.31,23,3.19,29043
29,44,536,27,5.04,59,11.01,69,12.87,97,18.1,123,22.95,73,13.62,9,1.68,43,8.02,36,6.72,29044
29,45,342,11,3.22,41,11.99,45,13.16,69,20.18,85,24.85,58,16.96,1,0.29,17,4.97,15,4.39,29045
29,46,300,17,5.67,40,13.33,34,11.33,53,17.67,71,23.67,44,14.67,2,0.67,16,5.33,23,7.67,29046
29,47,546,49,8.97,80,14.65,75,13.74,87,15.93,109,19.96,52,9.52,7,1.28,47,8.61,40,7.33,29047
29,48,377,21,5.57,55,14.59,52,13.79,68,18.04,77,20.42,45,11.94,3,0.8,34,9.02,22,5.84,29048
29,49,466,25,5.36,48,10.3,47,10.09,102,21.89,107,22.96,87,18.67,2,0.43,28,6.01,20,4.29,29049
29,50,302,21,6.95,44,14.57,41,13.58,53,17.55,67,22.19,29,9.6,5,1.66,27,8.94,15,4.97,29050
29,51,347,16,4.61,44,12.68,47,13.54,67,19.31,80,23.05,50,14.41,2,0.58,20,5.76,21,6.05,29051
29,52,167,17,10.18,20,11.98,15,8.98,20,11.98,24,14.37,9,5.39,13,7.78,6,3.59,43,25.75,29052
30,1,317,35,11.04,38,11.99,33,10.41,77,24.29,24,7.57,22,6.94,30,9.46,8,2.52,50,15.77,30001
30,2,229,49,21.4,21,9.17,15,6.55,51,22.27,8,3.49,6,2.62,32,13.97,2,0.87,45,19.65,30002
30,3,302,41,13.58,31,10.26,34,11.26,55,18.21,13,4.3,20,6.62,49,16.23,7,2.32,52,17.22,30003
30,4,151,24,15.89,21,13.91,17,11.26,25,16.56,11,7.28,9,5.96,9,5.96,3,1.99,32,21.19,30004
30,5,104,16,15.38,10,9.62,10,9.62,9,8.65,10,9.62,8,7.69,7,6.73,4,3.85,30,28.85,30005
30,6,151,25,16.56,15,9.93,19,12.58,26,17.22,7,4.64,6,3.97,19,12.58,4,2.65,30,19.87,30006
30,7,186,20,10.75,20,10.75,17,9.14,38,20.43,21,11.29,13,6.99,19,10.22,4,2.15,34,18.28,30007
30,8,241,31,12.86,29,12.03,24,9.96,42,17.43,21,8.71,13,5.39,33,13.69,5,2.07,43,17.84,30008
30,9,357,72,20.17,20,5.6,27,7.56,73,20.45,21,5.88,15,4.2,66,18.49,8,2.24,55,15.41,30009
30,10,145,21,14.48,18,12.41,15,10.34,21,14.48,13,8.97,5,3.45,13,8.97,6,4.14,33,22.76,30010
30,11,146,18,12.33,17,11.64,13,8.9,29,19.86,12,8.22,11,7.53,14,9.59,7,4.79,25,17.12,30011
30,12,186,33,17.74,24,12.9,18,9.68,30,16.13,11,5.91,7,3.76,18,9.68,5,2.69,40,21.51,30012
30,13,190,15,7.89,36,18.95,13,6.84,38,20.0,13,6.84,8,4.21,22,11.58,9,4.74,36,18.95,30013
30,14,56,5,8.93,8,14.29,9,16.07,10,17.86,5,8.93,1,1.79,6,10.71,2,3.57,10,17.86,30014
30,15,323,39,12.07,56,17.34,31,9.6,74,22.91,29,8.98,21,6.5,27,8.36,13,4.02,33,10.22,30015
30,16,235,27,11.49,34,14.47,17,7.23,47,20.0,17,7.23,12,5.11,40,17.02,7,2.98,34,14.47,30016
30,17,162,17,10.49,18,11.11,13,8.02,32,19.75,9,5.56,3,1.85,23,14.2,6,3.7,41,25.31,30017
30,18,138,14,10.14,13,9.42,14,10.14,16,11.59,6,4.35,3,2.17,43,31.16,5,3.62,24,17.39,30018
