ward,precinct,total,Dean T. Maragos,Dean T. Maragos Percent,Debra Shore,Debra Shore Percent,Patricia Horton,Patricia Horton Percent,Terrence J. O'Brien,Terrence J. O'Brien Percent,James ''Jim'' Harris,James ''Jim'' Harris Percent,Barrett F. Pedersen,Barrett F. Pedersen Percent,Boguslaw ''Bogie'' Stefanski,Boguslaw ''Bogie'' Stefanski Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Frank Avila,Frank Avila Percent,precinct_id
13,31,582,31,5.33,30,5.15,27,4.64,147,25.26,134,23.02,114,19.59,30,5.15,3,0.52,66,11.34,13031
13,32,513,20,3.9,66,12.87,70,13.65,88,17.15,96,18.71,62,12.09,20,3.9,47,9.16,44,8.58,13032
13,33,461,33,7.16,34,7.38,34,7.38,108,23.43,86,18.66,70,15.18,38,8.24,4,0.87,54,11.71,13033
13,34,493,38,7.71,12,2.43,24,4.87,125,25.35,101,20.49,95,19.27,28,5.68,6,1.22,64,12.98,13034
13,35,656,14,2.13,28,4.27,18,2.74,197,30.03,178,27.13,164,25.0,18,2.74,6,0.91,33,5.03,13035
13,36,302,28,9.27,24,7.95,27,8.94,68,22.52,52,17.22,39,12.91,13,4.3,6,1.99,45,14.9,13036
13,37,348,24,6.9,20,5.75,23,6.61,86,24.71,68,19.54,61,17.53,13,3.74,8,2.3,45,12.93,13037
13,38,616,27,4.38,41,6.66,37,6.01,167,27.11,133,21.59,110,17.86,35,5.68,12,1.95,54,8.77,13038
13,39,481,17,3.53,22,4.57,17,3.53,128,26.61,119,24.74,102,21.21,27,5.61,3,0.62,46,9.56,13039
13,40,535,39,7.29,39,7.29,33,6.17,116,21.68,90,16.82,79,14.77,42,7.85,7,1.31,90,16.82,13040
13,41,562,19,3.38,15,2.67,29,5.16,159,28.29,139,24.73,126,22.42,20,3.56,8,1.42,47,8.36,13041
13,42,602,22,3.65,37,6.15,31,5.15,170,28.24,132,21.93,117,19.44,23,3.82,16,2.66,54,8.97,13042
13,43,423,19,4.49,18,4.26,16,3.78,116,27.42,102,24.11,93,21.99,15,3.55,8,1.89,36,8.51,13043
13,44,932,7,0.75,10,1.07,9,0.97,298,31.97,290,31.12,286,30.69,9,0.97,2,0.21,21,2.25,13044
13,45,856,35,4.09,35,4.09,35,4.09,246,28.74,208,24.3,183,21.38,42,4.91,7,0.82,65,7.59,13045
13,46,518,22,4.25,19,3.67,19,3.67,135,26.06,122,23.55,110,21.24,22,4.25,8,1.54,61,11.78,13046
13,47,446,15,3.36,16,3.59,27,6.05,120,26.91,103,23.09,87,19.51,17,3.81,5,1.12,56,12.56,13047
13,48,592,31,5.24,29,4.9,29,4.9,160,27.03,127,21.45,119,20.1,31,5.24,8,1.35,58,9.8,13048
13,49,694,21,3.03,21,3.03,15,2.16,204,29.39,181,26.08,174,25.07,30,4.32,8,1.15,40,5.76,13049
13,50,862,21,2.44,21,2.44,13,1.51,254,29.47,237,27.49,224,25.99,26,3.02,8,0.93,58,6.73,13050
14,1,260,15,5.77,10,3.85,16,6.15,57,21.92,52,20.0,38,14.62,17,6.54,2,0.77,53,20.38,14001
14,2,350,30,8.57,37,10.57,32,9.14,66,18.86,44,12.57,34,9.71,51,14.57,11,3.14,45,12.86,14002
14,3,458,42,9.17,44,9.61,31,6.77,100,21.83,71,15.5,48,10.48,30,6.55,14,3.06,78,17.03,14003
14,4,302,25,8.28,22,7.28,32,10.6,61,20.2,48,15.89,38,12.58,16,5.3,10,3.31,50,16.56,14004
14,5,469,33,7.04,31,6.61,22,4.69,103,21.96,94,20.04,87,18.55,25,5.33,10,2.13,64,13.65,14005
14,6,295,17,5.76,25,8.47,20,6.78,54,18.31,44,14.92,38,12.88,23,7.8,7,2.37,67,22.71,14006
14,7,330,14,4.24,23,6.97,27,8.18,74,22.42,58,17.58,52,15.76,33,10.0,6,1.82,43,13.03,14007
14,8,251,12,4.78,10,3.98,10,3.98,65,25.9,47,18.73,38,15.14,26,10.36,5,1.99,38,15.14,14008
14,9,396,34,8.59,30,7.58,30,7.58,88,22.22,71,17.93,54,13.64,23,5.81,6,1.52,60,15.15,14009
14,10,337,19,5.64,25,7.42,18,5.34,85,25.22,58,17.21,61,18.1,19,5.64,6,1.78,46,13.65,14010
14,11,299,14,4.68,19,6.35,23,7.69,72,24.08,61,20.4,59,19.73,8,2.68,5,1.67,38,12.71,14011
14,12,332,16,4.82,17,5.12,12,3.61,78,23.49,78,23.49,66,19.88,20,6.02,7,2.11,38,11.45,14012
14,13,501,53,10.58,47,9.38,28,5.59,109,21.76,79,15.77,68,13.57,45,8.98,8,1.6,64,12.77,14013
14,14,287,24,8.36,13,4.53,18,6.27,67,23.34,59,20.56,49,17.07,9,3.14,1,0.35,47,16.38,14014
14,15,402,15,3.73,25,6.22,24,5.97,103,25.62,93,23.13,71,17.66,20,4.98,3,0.75,48,11.94,14015
14,16,314,15,4.78,33,10.51,27,8.6,71,22.61,44,14.01,42,13.38,32,10.19,7,2.23,43,13.69,14016
14,17,388,10,2.58,18,4.64,20,5.15,105,27.06,97,25.0,93,23.97,7,1.8,2,0.52,36,9.28,14017
14,18,286,24,8.39,28,9.79,45,15.73,39,13.64,28,9.79,17,5.94,29,10.14,10,3.5,66,23.08,14018
14,19,487,27,5.54,31,6.37,32,6.57,116,23.82,95,19.51,81,16.63,31,6.37,10,2.05,64,13.14,14019
14,20,298,15,5.03,24,8.05,22,7.38,65,21.81,54,18.12,40,13.42,27,9.06,6,2.01,45,15.1,14020
14,21,400,14,3.5,7,1.75,14,3.5,120,30.0,106,26.5,99,24.75,9,2.25,2,0.5,29,7.25,14021
14,22,439,22,5.01,28,6.38,23,5.24,117,26.65,86,19.59,77,17.54,26,5.92,8,1.82,52,11.85,14022
14,23,381,25,6.56,24,6.3,15,3.94,100,26.25,68,17.85,59,15.49,23,6.04,12,3.15,55,14.44,14023
14,24,189,14,7.41,9,4.76,10,5.29,48,25.4,43,22.75,32,16.93,7,3.7,1,0.53,25,13.23,14024
14,25,402,31,7.71,25,6.22,31,7.71,86,21.39,66,16.42,47,11.69,61,15.17,5,1.24,50,12.44,14025
14,26,441,41,9.3,37,8.39,58,13.15,80,18.14,49,11.11,48,10.88,27,6.12,12,2.72,89,20.18,14026
14,27,416,36,8.65,38,9.13,38,9.13,79,18.99,55,13.22,42,10.1,56,13.46,8,1.92,64,15.38,14027
14,28,400,26,6.5,39,9.75,25,6.25,88,22.0,69,17.25,47,11.75,48,12.0,9,2.25,49,12.25,14028
14,29,385,25,6.49,24,6.23,31,8.05,90,23.38,74,19.22,67,17.4,18,4.68,12,3.12,44,11.43,14029
14,30,274,11,4.01,22,8.03,20,7.3,68,24.82,49,17.88,47,17.15,17,6.2,5,1.82,35,12.77,14030
14,31,365,28,7.67,16,4.38,12,3.29,107,29.32,71,19.45,84,23.01,19,5.21,3,0.82,25,6.85,14031
14,32,296,20,6.76,22,7.43,17,5.74,63,21.28,64,21.62,50,16.89,6,2.03,9,3.04,45,15.2,14032
14,33,246,7,2.85,12,4.88,8,3.25,68,27.64,60,24.39,55,22.36,9,3.66,4,1.63,23,9.35,14033
14,34,353,18,5.1,14,3.97,13,3.68,97,27.48,87,24.65,78,22.1,9,2.55,3,0.85,34,9.63,14034
14,35,256,21,8.2,16,6.25,21,8.2,60,23.44,52,20.31,45,17.58,9,3.52,4,1.56,28,10.94,14035
15,1,205,24,11.71,28,13.66,27,13.17,33,16.1,23,11.22,14,6.83,15,7.32,11,5.37,30,14.63,15001
15,2,241,19,7.88,46,19.09,37,15.35,19,7.88,35,14.52,13,5.39,5,2.07,30,12.45,37,15.35,15002
15,3,206,13,6.31,38,18.45,35,16.99,16,7.77,37,17.96,10,4.85,7,3.4,30,14.56,20,9.71,15003
15,4,184,11,5.98,30,16.3,23,12.5,19,10.33,37,20.11,11,5.98,4,2.17,25,13.59,24,13.04,15004
15,5,185,19,10.27,28,15.14,36,19.46,12,6.49,34,18.38,9,4.86,1,0.54,27,14.59,19,10.27,15005
15,6,195,12,6.15,35,17.95,29,14.87,26,13.33,30,15.38,8,4.1,5,2.56,22,11.28,28,14.36,15006
15,7,197,7,3.55,32,16.24,46,23.35,21,10.66,32,16.24,8,4.06,6,3.05,27,13.71,18,9.14,15007
15,8,286,17,5.94,47,16.43,62,21.68,30,10.49,39,13.64,22,7.69,4,1.4,49,17.13,16,5.59,15008
15,9,278,14,5.04,53,19.06,42,15.11,30,10.79,43,15.47,15,5.4,10,3.6,39,14.03,32,11.51,15009
15,10,178,27,15.17,15,8.43,21,11.8,26,14.61,13,7.3,7,3.93,13,7.3,4,2.25,52,29.21,15010
15,11,247,12,4.86,46,18.62,58,23.48,16,6.48,42,17.0,10,4.05,4,1.62,41,16.6,18,7.29,15011
15,12,128,6,4.69,16,12.5,24,18.75,9,7.03,23,17.97,5,3.91,2,1.56,20,15.63,23,17.97,15012
15,13,124,9,7.26,12,9.68,20,16.13,11,8.87,15,12.1,5,4.03,5,4.03,20,16.13,27,21.77,15013
15,14,303,19,6.27,38,12.54,36,11.88,35,11.55,29,9.57,21,6.93,19,6.27,17,5.61,89,29.37,15014
15,15,160,13,8.13,33,20.63,27,16.88,22,13.75,23,14.38,5,3.13,5,3.13,14,8.75,18,11.25,15015
15,16,160,11,6.88,16,10.0,15,9.38,26,16.25,19,11.88,14,8.75,9,5.63,5,3.13,45,28.13,15016
15,17,257,14,5.45,29,11.28,32,12.45,20,7.78,45,17.51,16,6.23,6,2.33,50,19.46,45,17.51,15017
15,18,137,6,4.38,22,16.06,20,14.6,15,10.95,32,23.36,4,2.92,2,1.46,19,13.87,17,12.41,15018
15,19,238,20,8.4,42,17.65,48,20.17,17,7.14,42,17.65,9,3.78,7,2.94,36,15.13,17,7.14,15019
15,20,228,18,7.89,25,10.96,34,14.91,18,7.89,42,18.42,5,2.19,5,2.19,40,17.54,41,17.98,15020
15,21,241,14,5.81,42,17.43,44,18.26,28,11.62,47,19.5,8,3.32,4,1.66,37,15.35,17,7.05,15021
15,22,236,20,8.47,35,14.83,41,17.37,18,7.63,35,14.83,16,6.78,4,1.69,29,12.29,38,16.1,15022
15,23,177,8,4.52,31,17.51,30,16.95,7,3.95,35,19.77,7,3.95,4,2.26,25,14.12,30,16.95,15023
15,24,254,14,5.51,42,16.54,48,18.9,22,8.66,42,16.54,13,5.12,4,1.57,32,12.6,37,14.57,15024
15,25,126,6,4.76,21,16.67,29,23.02,13,10.32,13,10.32,8,6.35,8,6.35,9,7.14,19,15.08,15025
15,26,217,17,7.83,25,11.52,41,18.89,11,5.07,39,17.97,8,3.69,6,2.76,35,16.13,35,16.13,15026
15,27,156,11,7.05,27,17.31,25,16.03,16,10.26,22,14.1,15,9.62,2,1.28,19,12.18,19,12.18,15027
15,28,223,22,9.87,25,11.21,24,10.76,30,13.45,17,7.62,14,6.28,18,8.07,16,7.17,57,25.56,15028
15,29,113,10,8.85,21,18.58,14,12.39,3,2.65,18,15.93,4,3.54,5,4.42,22,19.47,16,14.16,15029
15,30,196,18,9.18,33,16.84,35,17.86,18,9.18,26,13.27,8,4.08,3,1.53,29,14.8,26,13.27,15030
15,31,206,12,5.83,25,12.14,32,15.53,14,6.8,46,22.33,11,5.34,4,1.94,36,17.48,26,12.62,15031
15,32,198,16,8.08,24,12.12,36,18.18,15,7.58,28,14.14,12,6.06,8,4.04,24,12.12,35,17.68,15032
15,33,172,10,5.81,23,13.37,30,17.44,17,9.88,25,14.53,9,5.23,3,1.74,34,19.77,21,12.21,15033
15,34,164,11,6.71,26,15.85,23,14.02,14,8.54,28,17.07,7,4.27,4,2.44,28,17.07,23,14.02,15034
15,35,267,17,6.37,55,20.6,53,19.85,22,8.24,43,16.1,10,3.75,7,2.62,39,14.61,21,7.87,15035
15,36,188,14,7.45,26,13.83,35,18.62,14,7.45,44,23.4,7,3.72,1,0.53,29,15.43,18,9.57,15036
15,37,221,12,5.43,38,17.19,37,16.74,16,7.24,39,17.65,11,4.98,9,4.07,34,15.38,25,11.31,15037
15,38,247,15,6.07,46,18.62,48,19.43,25,10.12,39,15.79,9,3.64,7,2.83,27,10.93,31,12.55,15038
15,39,268,15,5.6,29,10.82,39,14.55,25,9.33,64,23.88,10,3.73,6,2.24,43,16.04,37,13.81,15039
15,40,248,13,5.24,40,16.13,43,17.34,23,9.27,53,21.37,8,3.23,3,1.21,37,14.92,28,11.29,15040
15,41,374,31,8.29,53,14.17,66,17.65,46,12.3,56,14.97,18,4.81,15,4.01,50,13.37,39,10.43,15041
15,42,148,13,8.78,25,16.89,28,18.92,14,9.46,24,16.22,5,3.38,3,2.03,21,14.19,15,10.14,15042
15,43,221,8,3.62,35,15.84,32,14.48,19,8.6,43,19.46,10,4.52,1,0.45,40,18.1,33,14.93,15043
15,44,196,16,8.16,41,20.92,29,14.8,27,13.78,17,8.67,9,4.59,9,4.59,21,10.71,27,13.78,15044
15,45,117,8,6.84,16,13.68,21,17.95,12,10.26,23,19.66,5,4.27,3,2.56,15,12.82,14,11.97,15045
15,46,195,13,6.67,36,18.46,28,14.36,17,8.72,42,21.54,12,6.15,5,2.56,29,14.87,13,6.67,15046
15,47,245,20,8.16,33,13.47,47,19.18,27,11.02,42,17.14,15,6.12,5,2.04,36,14.69,20,8.16,15047
15,48,177,17,9.6,34,19.21,32,18.08,15,8.47,26,14.69,6,3.39,2,1.13,22,12.43,23,12.99,15048
15,49,149,4,2.68,25,16.78,22,14.77,22,14.77,21,14.09,9,6.04,3,2.01,19,12.75,24,16.11,15049
15,50,203,17,8.37,28,13.79,32,15.76,22,10.84,29,14.29,13,6.4,4,1.97,24,11.82,34,16.75,15050
15,51,154,5,3.25,24,15.58,26,16.88,15,9.74,33,21.43,3,1.95,3,1.95,28,18.18,17,11.04,15051
15,52,126,14,11.11,14,11.11,15,11.9,12,9.52,31,24.6,3,2.38,3,2.38,17,13.49,17,13.49,15052
16,1,137,8,5.84,18,13.14,20,14.6,15,10.95,31,22.63,7,5.11,1,0.73,20,14.6,17,12.41,16001
16,2,180,16,8.89,24,13.33,33,18.33,18,10.0,30,16.67,9,5.0,4,2.22,30,16.67,16,8.89,16002
16,3,253,15,5.93,33,13.04,36,14.23,26,10.28,49,19.37,16,6.32,2,0.79,44,17.39,32,12.65,16003
16,4,158,12,7.59,17,10.76,21,13.29,16,10.13,25,15.82,5,3.16,10,6.33,21,13.29,31,19.62,16004
16,5,258,13,5.04,37,14.34,46,17.83,31,12.02,51,19.77,13,5.04,4,1.55,36,13.95,27,10.47,16005
16,6,100,4,4.0,21,21.0,21,21.0,10,10.0,14,14.0,4,4.0,1,1.0,13,13.0,12,12.0,16006
16,7,206,13,6.31,27,13.11,34,16.5,18,8.74,43,20.87,8,3.88,4,1.94,31,15.05,28,13.59,16007
16,8,209,17,8.13,38,18.18,39,18.66,18,8.61,26,12.44,16,7.66,4,1.91,28,13.4,23,11.0,16008
16,9,407,25,6.14,72,17.69,72,17.69,36,8.85,76,18.67,16,3.93,3,0.74,66,16.22,41,10.07,16009
16,10,166,11,6.63,25,15.06,37,22.29,16,9.64,28,16.87,8,4.82,2,1.2,23,13.86,16,9.64,16010
16,11,223,18,8.07,24,10.76,30,13.45,23,10.31,37,16.59,17,7.62,4,1.79,29,13.0,41,18.39,16011
16,12,167,10,5.99,24,14.37,32,19.16,20,11.98,32,19.16,7,4.19,7,4.19,20,11.98,15,8.98,16012
16,13,150,19,12.67,16,10.67,26,17.33,17,11.33,17,11.33,7,4.67,5,3.33,10,6.67,33,22.0,16013
16,14,283,19,6.71,47,16.61,34,12.01,26,9.19,57,20.14,12,4.24,2,0.71,50,17.67,36,12.72,16014
16,15,265,20,7.55,46,17.36,41,15.47,20,7.55,50,18.87,13,4.91,3,1.13,41,15.47,31,11.7,16015
16,16,301,18,5.98,45,14.95,52,17.28,35,11.63,52,17.28,16,5.32,4,1.33,49,16.28,30,9.97,16016
16,17,267,33,12.36,32,11.99,31,11.61,37,13.86,21,7.87,11,4.12,24,8.99,10,3.75,68,25.47,16017
16,18,222,17,7.66,30,13.51,40,18.02,24,10.81,43,19.37,6,2.7,4,1.8,33,14.86,25,11.26,16018
16,19,187,12,6.42,31,16.58,32,17.11,15,8.02,31,16.58,11,5.88,9,4.81,28,14.97,18,9.63,16019
16,20,257,15,5.84,34,13.23,49,19.07,22,8.56,55,21.4,10,3.89,4,1.56,42,16.34,26,10.12,16020
16,21,158,19,12.03,16,10.13,21,13.29,20,12.66,16,10.13,7,4.43,11,6.96,8,5.06,40,25.32,16021
16,22,201,11,5.47,36,17.91,36,17.91,14,6.97,40,19.9,6,2.99,2,1.0,37,18.41,19,9.45,16022
16,23,184,16,8.7,14,7.61,25,13.59,18,9.78,30,16.3,9,4.89,10,5.43,21,11.41,41,22.28,16023
16,24,136,6,4.41,24,17.65,26,19.12,14,10.29,21,15.44,6,4.41,3,2.21,20,14.71,16,11.76,16024
16,25,189,11,5.82,25,13.23,36,19.05,27,14.29,39,20.63,14,7.41,4,2.12,15,7.94,18,9.52,16025
16,26,235,18,7.66,40,17.02,43,18.3,32,13.62,38,16.17,18,7.66,4,1.7,20,8.51,22,9.36,16026
16,27,355,25,7.04,46,12.96,62,17.46,22,6.2,76,21.41,17,4.79,9,2.54,49,13.8,49,13.8,16027
16,28,302,22,7.28,49,16.23,41,13.58,23,7.62,61,20.2,16,5.3,4,1.32,45,14.9,41,13.58,16028
16,29,157,7,4.46,30,19.11,24,15.29,10,6.37,38,24.2,4,2.55,1,0.64,24,15.29,19,12.1,16029
16,30,143,9,6.29,23,16.08,29,20.28,17,11.89,25,17.48,3,2.1,3,2.1,22,15.38,12,8.39,16030
16,31,314,25,7.96,31,9.87,61,19.43,44,14.01,67,21.34,24,7.64,5,1.59,30,9.55,27,8.6,16031
16,32,263,29,11.03,31,11.79,38,14.45,46,17.49,27,10.27,15,5.7,9,3.42,12,4.56,56,21.29,16032
16,33,212,14,6.6,27,12.74,34,16.04,23,10.85,48,22.64,8,3.77,1,0.47,30,14.15,27,12.74,16033
16,34,219,14,6.39,33,15.07,37,16.89,14,6.39,36,16.44,4,1.83,5,2.28,46,21.0,30,13.7,16034
16,35,182,16,8.79,20,10.99,30,16.48,23,12.64,27,14.84,13,7.14,4,2.2,7,3.85,42,23.08,16035
16,36,247,16,6.48,50,20.24,36,14.57,26,10.53,43,17.41,9,3.64,4,1.62,35,14.17,28,11.34,16036
16,37,176,10,5.68,32,18.18,31,17.61,17,9.66,38,21.59,9,5.11,5,2.84,19,10.8,15,8.52,16037
16,38,325,19,5.85,57,17.54,52,16.0,38,11.69,60,18.46,10,3.08,5,1.54,54,16.62,30,9.23,16038
16,39,194,25,12.89,25,12.89,23,11.86,32,16.49,16,8.25,9,4.64,14,7.22,5,2.58,45,23.2,16039
16,40,306,15,4.9,47,15.36,56,18.3,22,7.19,65,21.24,17,5.56,5,1.63,45,14.71,34,11.11,16040
16,41,139,13,9.35,29,20.86,26,18.71,13,9.35,17,12.23,9,6.47,4,2.88,17,12.23,11,7.91,16041
16,42,203,20,9.85,20,9.85,34,16.75,17,8.37,29,14.29,11,5.42,7,3.45,15,7.39,50,24.63,16042
16,43,326,13,3.99,39,11.96,54,16.56,12,3.68,65,19.94,12,3.68,4,1.23,72,22.09,55,16.87,16043
16,44,232,12,5.17,39,16.81,32,13.79,22,9.48,37,15.95,12,5.17,12,5.17,28,12.07,38,16.38,16044
16,45,162,10,6.17,30,18.52,35,21.6,10,6.17,33,20.37,5,3.09,2,1.23,24,14.81,13,8.02,16045
16,46,63,3,4.76,12,19.05,5,7.94,7,11.11,9,14.29,6,9.52,1,1.59,11,17.46,9,14.29,16046
17,1,172,16,9.3,30,17.44,26,15.12,14,8.14,32,18.6,12,6.98,5,2.91,28,16.28,9,5.23,17001
17,2,268,13,4.85,39,14.55,57,21.27,29,10.82,44,16.42,35,13.06,2,0.75,33,12.31,16,5.97,17002
17,3,211,14,6.64,38,18.01,47,22.27,21,9.95,32,15.17,9,4.27,3,1.42,29,13.74,18,8.53,17003
17,4,450,32,7.11,82,18.22,86,19.11,59,13.11,67,14.89,22,4.89,8,1.78,39,8.67,55,12.22,17004
17,5,246,26,10.57,38,15.45,40,16.26,27,10.98,38,15.45,17,6.91,4,1.63,37,15.04,19,7.72,17005
17,6,254,22,8.66,46,18.11,46,18.11,20,7.87,38,14.96,25,9.84,5,1.97,28,11.02,24,9.45,17006
17,7,352,15,4.26,58,16.48,82,23.3,38,10.8,48,13.64,36,10.23,6,1.7,49,13.92,20,5.68,17007
17,8,240,24,10.0,34,14.17,48,20.0,28,11.67,40,16.67,12,5.0,5,2.08,33,13.75,16,6.67,17008
17,9,221,19,8.6,36,16.29,44,19.91,18,8.14,35,15.84,14,6.33,7,3.17,26,11.76,22,9.95,17009
17,10,337,23,6.82,47,13.95,65,19.29,48,14.24,43,12.76,34,10.09,3,0.89,43,12.76,31,9.2,17010
17,11,316,20,6.33,53,16.77,55,17.41,31,9.81,60,18.99,17,5.38,3,0.95,43,13.61,34,10.76,17011
17,12,385,15,3.9,60,15.58,95,24.68,46,11.95,46,11.95,42,10.91,2,0.52,52,13.51,27,7.01,17012
17,13,175,13,7.43,30,17.14,30,17.14,20,11.43,34,19.43,11,6.29,4,2.29,18,10.29,15,8.57,17013
17,14,291,27,9.28,51,17.53,55,18.9,25,8.59,46,15.81,20,6.87,6,2.06,35,12.03,26,8.93,17014
17,15,247,22,8.91,43,17.41,49,19.84,13,5.26,40,16.19,8,3.24,7,2.83,40,16.19,25,10.12,17015
17,16,199,10,5.03,35,17.59,41,20.6,22,11.06,27,13.57,10,5.03,6,3.02,26,13.07,22,11.06,17016
17,17,160,8,5.0,32,20.0,35,21.88,16,10.0,22,13.75,13,8.13,1,0.63,21,13.13,12,7.5,17017
17,18,358,29,8.1,53,14.8,74,20.67,52,14.53,46,12.85,39,10.89,6,1.68,34,9.5,25,6.98,17018
17,19,92,6,6.52,21,22.83,17,18.48,12,13.04,13,14.13,2,2.17,3,3.26,12,13.04,6,6.52,17019
17,20,212,21,9.91,40,18.87,44,20.75,27,12.74,29,13.68,17,8.02,1,0.47,19,8.96,14,6.6,17020
17,21,516,28,5.43,83,16.09,109,21.12,50,9.69,80,15.5,38,7.36,6,1.16,81,15.7,41,7.95,17021
17,22,311,19,6.11,42,13.5,68,21.86,33,10.61,45,14.47,15,4.82,7,2.25,45,14.47,37,11.9,17022
17,23,237,22,9.28,27,11.39,48,20.25,32,13.5,36,15.19,26,10.97,3,1.27,30,12.66,13,5.49,17023
17,24,279,21,7.53,58,20.79,50,17.92,15,5.38,43,15.41,7,2.51,8,2.87,56,20.07,21,7.53,17024
17,25,188,10,5.32,32,17.02,46,24.47,22,11.7,26,13.83,17,9.04,1,0.53,24,12.77,10,5.32,17025
17,26,377,30,7.96,64,16.98,68,18.04,41,10.88,64,16.98,25,6.63,3,0.8,46,12.2,36,9.55,17026
17,27,346,39,11.27,54,15.61,63,18.21,44,12.72,45,13.01,7,2.02,9,2.6,45,13.01,40,11.56,17027
17,28,222,23,10.36,37,16.67,42,18.92,23,10.36,32,14.41,12,5.41,6,2.7,31,13.96,16,7.21,17028
17,29,369,33,8.94,57,15.45,65,17.62,43,11.65,59,15.99,33,8.94,3,0.81,45,12.2,31,8.4,17029
17,30,342,21,6.14,51,14.91,76,22.22,44,12.87,44,12.87,35,10.23,3,0.88,51,14.91,17,4.97,17030
17,31,246,30,12.2,43,17.48,55,22.36,22,8.94,29,11.79,12,4.88,3,1.22,29,11.79,23,9.35,17031
17,32,285,25,8.77,53,18.6,46,16.14,34,11.93,47,16.49,16,5.61,5,1.75,40,14.04,19,6.67,17032
17,33,249,20,8.03,38,15.26,42,16.87,28,11.24,47,18.88,14,5.62,3,1.2,36,14.46,21,8.43,17033
17,34,170,12,7.06,32,18.82,29,17.06,25,14.71,19,11.18,10,5.88,2,1.18,23,13.53,18,10.59,17034
17,35,214,11,5.14,41,19.16,47,21.96,19,8.88,33,15.42,21,9.81,2,0.93,24,11.21,16,7.48,17035
17,36,151,8,,18,,32,,29,,17,,21,,0,,13,,13,,17036
17,37,279,19,6.81,44,15.77,55,19.71,28,10.04,47,16.85,19,6.81,5,1.79,44,15.77,18,6.45,17037
17,38,320,22,6.88,47,14.69,70,21.88,51,15.94,39,12.19,33,10.31,6,1.88,29,9.06,23,7.19,17038
17,39,182,14,7.69,34,18.68,34,18.68,20,10.99,26,14.29,11,6.04,6,3.3,21,11.54,16,8.79,17039
17,40,207,14,6.76,31,14.98,32,15.46,32,15.46,45,21.74,13,6.28,4,1.93,26,12.56,10,4.83,17040
17,41,228,19,8.33,44,19.3,44,19.3,16,7.02,39,17.11,16,7.02,3,1.32,26,11.4,21,9.21,17041
17,42,229,18,7.86,28,12.23,57,24.89,37,16.16,23,10.04,34,14.85,2,0.87,22,9.61,8,3.49,17042
17,43,226,20,8.85,39,17.26,48,21.24,27,11.95,26,11.5,21,9.29,5,2.21,17,7.52,23,10.18,17043
17,44,210,14,6.67,26,12.38,44,20.95,30,14.29,34,16.19,21,10.0,3,1.43,25,11.9,13,6.19,17044
17,45,167,10,5.99,35,20.96,33,19.76,21,12.57,22,13.17,8,4.79,3,1.8,17,10.18,18,10.78,17045
17,46,311,19,6.11,56,18.01,71,22.83,40,12.86,40,12.86,26,8.36,5,1.61,34,10.93,20,6.43,17046
17,47,158,14,8.86,22,13.92,29,18.35,22,13.92,20,12.66,15,9.49,6,3.8,17,10.76,13,8.23,17047
17,48,341,16,4.69,42,12.32,75,21.99,53,15.54,48,14.08,39,11.44,4,1.17,36,10.56,28,8.21,17048
17,49,257,28,10.89,42,16.34,56,21.79,27,10.51,33,12.84,16,6.23,4,1.56,34,13.23,17,6.61,17049
17,50,242,16,6.61,37,15.29,42,17.36,37,15.29,35,14.46,20,8.26,1,0.41,33,13.64,21,8.68,17050
17,51,327,25,7.65,48,14.68,66,20.18,45,13.76,36,11.01,34,10.4,2,0.61,42,12.84,29,8.87,17051
17,52,388,25,6.44,76,19.59,65,16.75,33,8.51,70,18.04,12,3.09,9,2.32,52,13.4,46,11.86,17052
17,53,325,27,8.31,62,19.08,65,20.0,35,10.77,49,15.08,14,4.31,9,2.77,43,13.23,21,6.46,17053
17,54,412,31,7.52,47,11.41,102,24.76,48,11.65,58,14.08,41,9.95,2,0.49,50,12.14,33,8.01,17054
17,55,266,17,6.39,50,18.8,49,18.42,33,12.41,45,16.92,13,4.89,3,1.13,35,13.16,21,7.89,17055
17,56,337,25,7.42,59,17.51,74,21.96,26,7.72,52,15.43,20,5.93,7,2.08,46,13.65,28,8.31,17056
17,57,322,25,7.76,56,17.39,64,19.88,34,10.56,48,14.91,17,5.28,7,2.17,43,13.35,28,8.7,17057
17,58,236,18,7.63,50,21.19,30,12.71,30,12.71,36,15.25,16,6.78,6,2.54,26,11.02,24,10.17,17058
17,59,119,9,7.56,20,16.81,21,17.65,12,10.08,19,15.97,10,8.4,3,2.52,10,8.4,15,12.61,17059
17,60,494,39,7.89,65,13.16,97,19.64,75,15.18,61,12.35,55,11.13,5,1.01,52,10.53,45,9.11,17060
17,61,240,26,10.83,41,17.08,48,20.0,24,10.0,34,14.17,15,6.25,3,1.25,30,12.5,19,7.92,17061
17,62,241,21,8.71,47,19.5,41,17.01,32,13.28,38,15.77,16,6.64,5,2.07,25,10.37,16,6.64,17062
17,63,149,11,,23,,25,,15,,26,,13,,0,,22,,14,,17063
17,64,175,16,9.14,35,20.0,31,17.71,14,8.0,21,12.0,8,4.57,2,1.14,26,14.86,22,12.57,17064
18,1,211,17,8.06,27,12.8,33,15.64,34,16.11,35,16.59,14,6.64,6,2.84,19,9.0,26,12.32,18001
18,2,358,26,7.26,74,20.67,72,20.11,37,10.34,49,13.69,20,5.59,6,1.68,37,10.34,37,10.34,18002
