ward,precinct,total,Constance A. ''Connie'' Howard,Constance A. ''Connie'' Howard Percent,precinct_id
2,14,209,209,100.0,02014
2,20,173,173,100.0,02020
2,31,168,168,100.0,02031
2,44,128,128,100.0,02044
2,46,216,216,100.0,02046
3,5,136,136,100.0,03005
3,7,158,158,100.0,03007
3,20,2,2,100.0,03020
3,30,114,114,100.0,03030
3,34,94,94,100.0,03034
3,36,10,10,100.0,03036
3,38,175,175,100.0,03038
3,41,41,41,100.0,03041
3,44,42,42,100.0,03044
3,49,22,22,100.0,03049
3,53,122,122,100.0,03053
4,1,128,128,100.0,04001
4,2,229,229,100.0,04002
4,3,211,211,100.0,04003
4,8,200,200,100.0,04008
4,9,349,349,100.0,04009
4,12,88,88,100.0,04012
4,13,120,120,100.0,04013
4,16,189,189,100.0,04016
4,17,153,153,100.0,04017
4,18,178,178,100.0,04018
4,19,182,182,100.0,04019
4,20,59,59,100.0,04020
4,21,197,197,100.0,04021
4,22,224,224,100.0,04022
4,23,120,120,100.0,04023
4,24,191,191,100.0,04024
4,26,168,168,100.0,04026
4,28,103,103,100.0,04028
4,29,129,129,100.0,04029
4,30,26,26,100.0,04030
4,31,91,91,100.0,04031
4,32,153,153,100.0,04032
4,33,90,90,100.0,04033
4,34,112,112,100.0,04034
4,37,52,52,100.0,04037
4,38,238,238,100.0,04038
4,39,93,93,100.0,04039
4,40,125,125,100.0,04040
4,41,73,73,100.0,04041
4,42,1,1,100.0,04042
4,43,106,106,100.0,04043
4,44,98,98,100.0,04044
4,45,335,335,100.0,04045
4,46,140,140,100.0,04046
4,47,203,203,100.0,04047
4,48,203,203,100.0,04048
4,49,132,132,100.0,04049
4,50,145,145,100.0,04050
4,51,213,213,100.0,04051
4,52,218,218,100.0,04052
4,54,85,85,100.0,04054
4,55,82,82,100.0,04055
5,2,125,125,100.0,05002
5,3,77,77,100.0,05003
5,5,138,138,100.0,05005
5,8,140,140,100.0,05008
5,9,161,161,100.0,05009
5,10,132,132,100.0,05010
5,12,97,97,100.0,05012
5,13,128,128,100.0,05013
5,15,126,126,100.0,05015
5,16,119,119,100.0,05016
5,17,172,172,100.0,05017
5,18,143,143,100.0,05018
5,19,81,81,100.0,05019
5,20,72,72,100.0,05020
5,22,148,148,100.0,05022
5,23,115,115,100.0,05023
5,25,152,152,100.0,05025
5,27,119,119,100.0,05027
5,30,101,101,100.0,05030
5,33,121,121,100.0,05033
5,35,123,123,100.0,05035
5,39,141,141,100.0,05039
5,41,92,92,100.0,05041
5,45,86,86,100.0,05045
5,48,86,86,100.0,05048
5,50,118,118,100.0,05050
5,51,95,95,100.0,05051
5,52,18,18,100.0,05052
