ward,precinct,total,Julie Hamos,Julie Hamos Percent,precinct_id
49,1,114,114,100.0,49001
49,5,140,140,100.0,49005
49,6,108,108,100.0,49006
49,14,97,97,100.0,49014
49,16,76,76,100.0,49016
49,20,143,143,100.0,49020
49,30,111,111,100.0,49030
49,34,90,90,100.0,49034
49,35,147,147,100.0,49035
