ward,precinct,total,"John H. Stroger, Jr.","John H. Stroger, Jr. Percent",precinct_id
6,1,276,276,100.0,06001
6,2,237,237,100.0,06002
6,3,237,237,100.0,06003
6,8,244,244,100.0,06008
6,9,180,180,100.0,06009
6,10,278,278,100.0,06010
6,13,177,177,100.0,06013
6,14,198,198,100.0,06014
6,16,231,231,100.0,06016
6,17,247,247,100.0,06017
6,19,221,221,100.0,06019
6,21,200,200,100.0,06021
6,22,181,181,100.0,06022
6,24,234,234,100.0,06024
6,25,155,155,100.0,06025
6,26,220,220,100.0,06026
6,27,258,258,100.0,06027
6,28,365,365,100.0,06028
6,29,252,252,100.0,06029
6,31,244,244,100.0,06031
6,34,173,173,100.0,06034
6,35,190,190,100.0,06035
6,37,242,242,100.0,06037
6,38,212,212,100.0,06038
6,41,217,217,100.0,06041
6,43,206,206,100.0,06043
6,44,191,191,100.0,06044
6,45,148,148,100.0,06045
6,46,191,191,100.0,06046
6,47,211,211,100.0,06047
6,50,221,221,100.0,06050
6,51,139,139,100.0,06051
6,52,134,134,100.0,06052
6,53,185,185,100.0,06053
6,54,184,184,100.0,06054
6,57,115,115,100.0,06057
6,58,232,232,100.0,06058
6,59,195,195,100.0,06059
6,60,140,140,100.0,06060
6,63,165,165,100.0,06063
6,64,236,236,100.0,06064
7,1,218,218,100.0,07001
7,2,220,220,100.0,07002
7,3,110,110,100.0,07003
7,4,133,133,100.0,07004
7,5,123,123,100.0,07005
7,6,148,148,100.0,07006
7,7,101,101,100.0,07007
7,8,50,50,100.0,07008
7,10,105,105,100.0,07010
7,11,168,168,100.0,07011
7,12,119,119,100.0,07012
7,13,118,118,100.0,07013
7,14,169,169,100.0,07014
7,15,87,87,100.0,07015
7,16,131,131,100.0,07016
7,17,104,104,100.0,07017
7,18,101,101,100.0,07018
7,19,240,240,100.0,07019
7,20,91,91,100.0,07020
7,21,165,165,100.0,07021
7,22,120,120,100.0,07022
7,23,105,105,100.0,07023
7,24,162,162,100.0,07024
7,25,203,203,100.0,07025
7,26,208,208,100.0,07026
7,27,255,255,100.0,07027
7,28,160,160,100.0,07028
7,29,117,117,100.0,07029
7,30,203,203,100.0,07030
7,31,186,186,100.0,07031
7,32,128,128,100.0,07032
7,33,146,146,100.0,07033
7,34,146,146,100.0,07034
7,36,216,216,100.0,07036
7,37,66,66,100.0,07037
7,38,125,125,100.0,07038
7,39,140,140,100.0,07039
7,41,130,130,100.0,07041
7,42,251,251,100.0,07042
7,43,170,170,100.0,07043
7,44,186,186,100.0,07044
7,45,250,250,100.0,07045
7,46,98,98,100.0,07046
7,47,146,146,100.0,07047
7,49,100,100,100.0,07049
7,51,156,156,100.0,07051
7,52,130,130,100.0,07052
7,53,149,149,100.0,07053
7,54,61,61,100.0,07054
7,55,155,155,100.0,07055
7,56,110,110,100.0,07056
7,57,152,152,100.0,07057
7,58,230,230,100.0,07058
7,59,79,79,100.0,07059
7,60,118,118,100.0,07060
7,61,162,162,100.0,07061
7,62,155,155,100.0,07062
7,63,120,120,100.0,07063
7,65,157,157,100.0,07065
8,1,235,235,100.0,08001
8,2,102,102,100.0,08002
8,3,280,280,100.0,08003
8,4,199,199,100.0,08004
8,5,275,275,100.0,08005
8,6,227,227,100.0,08006
8,7,143,143,100.0,08007
8,8,266,266,100.0,08008
8,9,289,289,100.0,08009
8,10,272,272,100.0,08010
8,11,185,185,100.0,08011
8,12,165,165,100.0,08012
8,13,143,143,100.0,08013
8,14,140,140,100.0,08014
8,15,152,152,100.0,08015
8,16,235,235,100.0,08016
8,17,168,168,100.0,08017
8,18,117,117,100.0,08018
8,19,263,263,100.0,08019
8,20,154,154,100.0,08020
8,21,152,152,100.0,08021
8,22,160,160,100.0,08022
8,23,188,188,100.0,08023
8,24,227,227,100.0,08024
8,25,201,201,100.0,08025
8,26,132,132,100.0,08026
8,27,225,225,100.0,08027
8,28,192,192,100.0,08028
8,29,220,220,100.0,08029
8,30,158,158,100.0,08030
8,31,130,130,100.0,08031
8,32,307,307,100.0,08032
8,33,192,192,100.0,08033
8,34,249,249,100.0,08034
8,35,235,235,100.0,08035
8,36,194,194,100.0,08036
8,37,219,219,100.0,08037
8,38,167,167,100.0,08038
8,39,223,223,100.0,08039
8,40,196,196,100.0,08040
8,41,166,166,100.0,08041
8,42,198,198,100.0,08042
8,43,141,141,100.0,08043
8,44,152,152,100.0,08044
8,45,156,156,100.0,08045
8,46,171,171,100.0,08046
8,47,201,201,100.0,08047
8,48,169,169,100.0,08048
8,49,244,244,100.0,08049
8,50,208,208,100.0,08050
8,51,249,249,100.0,08051
8,52,231,231,100.0,08052
8,53,258,258,100.0,08053
8,54,210,210,100.0,08054
8,55,155,155,100.0,08055
8,56,216,216,100.0,08056
8,58,224,224,100.0,08058
8,59,114,114,100.0,08059
8,60,165,165,100.0,08060
8,61,167,167,100.0,08061
8,62,198,198,100.0,08062
8,63,241,241,100.0,08063
8,64,155,155,100.0,08064
8,65,133,133,100.0,08065
8,66,246,246,100.0,08066
9,8,201,201,100.0,09008
9,20,235,235,100.0,09020
9,21,185,185,100.0,09021
9,25,23,23,100.0,09025
9,27,157,157,100.0,09027
9,36,205,205,100.0,09036
9,37,157,157,100.0,09037
9,47,229,229,100.0,09047
9,49,126,126,100.0,09049
9,51,110,110,100.0,09051
10,1,122,122,100.0,10001
10,2,67,67,100.0,10002
10,3,109,109,100.0,10003
10,4,83,83,100.0,10004
10,5,93,93,100.0,10005
10,6,145,145,100.0,10006
10,7,29,29,100.0,10007
10,8,86,86,100.0,10008
10,9,84,84,100.0,10009
10,10,74,74,100.0,10010
10,11,90,90,100.0,10011
10,12,72,72,100.0,10012
10,13,93,93,100.0,10013
10,14,85,85,100.0,10014
10,15,37,37,100.0,10015
10,16,99,99,100.0,10016
10,17,60,60,100.0,10017
10,18,86,86,100.0,10018
10,19,103,103,100.0,10019
10,20,63,63,100.0,10020
10,21,70,70,100.0,10021
10,22,23,23,100.0,10022
10,23,88,88,100.0,10023
10,24,61,61,100.0,10024
10,25,132,132,100.0,10025
10,26,71,71,100.0,10026
10,27,107,107,100.0,10027
10,28,104,104,100.0,10028
10,29,141,141,100.0,10029
10,30,111,111,100.0,10030
10,31,82,82,100.0,10031
10,32,79,79,100.0,10032
10,33,80,80,100.0,10033
10,34,87,87,100.0,10034
10,35,95,95,100.0,10035
10,36,132,132,100.0,10036
10,37,100,100,100.0,10037
10,38,91,91,100.0,10038
10,39,89,89,100.0,10039
10,40,85,85,100.0,10040
10,41,101,101,100.0,10041
10,42,67,67,100.0,10042
10,43,55,55,100.0,10043
10,44,79,79,100.0,10044
10,45,42,42,100.0,10045
10,46,98,98,100.0,10046
10,47,88,88,100.0,10047
10,48,98,98,100.0,10048
10,49,93,93,100.0,10049
18,30,125,125,100.0,18030
18,46,210,210,100.0,18046
18,53,130,130,100.0,18053
19,43,21,21,100.0,19043
19,50,39,39,100.0,19050
21,1,289,289,100.0,21001
21,2,176,176,100.0,21002
21,3,183,183,100.0,21003
21,4,193,193,100.0,21004
21,5,176,176,100.0,21005
21,6,151,151,100.0,21006
21,7,182,182,100.0,21007
21,8,224,224,100.0,21008
21,9,209,209,100.0,21009
21,10,134,134,100.0,21010
21,11,208,208,100.0,21011
21,12,194,194,100.0,21012
21,13,109,109,100.0,21013
21,14,171,171,100.0,21014
21,15,171,171,100.0,21015
21,16,186,186,100.0,21016
21,17,180,180,100.0,21017
21,18,198,198,100.0,21018
21,19,150,150,100.0,21019
21,20,105,105,100.0,21020
21,21,209,209,100.0,21021
21,22,194,194,100.0,21022
21,23,162,162,100.0,21023
21,24,200,200,100.0,21024
21,25,167,167,100.0,21025
21,26,143,143,100.0,21026
21,27,232,232,100.0,21027
21,28,152,152,100.0,21028
21,30,146,146,100.0,21030
21,31,241,241,100.0,21031
21,32,158,158,100.0,21032
21,33,177,177,100.0,21033
21,34,230,230,100.0,21034
21,35,111,111,100.0,21035
21,36,161,161,100.0,21036
21,37,133,133,100.0,21037
21,38,182,182,100.0,21038
21,39,152,152,100.0,21039
21,40,200,200,100.0,21040
21,41,133,133,100.0,21041
21,42,196,196,100.0,21042
21,43,154,154,100.0,21043
21,44,167,167,100.0,21044
21,45,135,135,100.0,21045
21,46,113,113,100.0,21046
21,47,247,247,100.0,21047
21,48,240,240,100.0,21048
21,49,257,257,100.0,21049
21,50,183,183,100.0,21050
21,51,217,217,100.0,21051
21,52,190,190,100.0,21052
21,53,131,131,100.0,21053
21,54,185,185,100.0,21054
21,55,201,201,100.0,21055
21,56,150,150,100.0,21056
21,57,153,153,100.0,21057
21,58,152,152,100.0,21058
21,59,245,245,100.0,21059
21,60,203,203,100.0,21060
21,61,185,185,100.0,21061
21,62,192,192,100.0,21062
21,63,183,183,100.0,21063
21,64,103,103,100.0,21064
21,65,276,276,100.0,21065
21,66,137,137,100.0,21066
21,67,202,202,100.0,21067
21,68,184,184,100.0,21068
21,69,151,151,100.0,21069
21,70,180,180,100.0,21070
21,71,138,138,100.0,21071
21,72,160,160,100.0,21072
21,73,222,222,100.0,21073
34,8,220,220,100.0,34008
34,13,252,252,100.0,34013
34,19,58,58,100.0,34019
34,45,186,186,100.0,34045
34,55,210,210,100.0,34055
34,56,90,90,100.0,34056
34,57,192,192,100.0,34057
34,58,217,217,100.0,34058
34,60,195,195,100.0,34060
