ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,"John H. Stroger, Jr.","John H. Stroger, Jr. Percent",precinct_id
25,31,65,31,47.69,34,52.31,25031
26,1,50,31,62.0,19,38.0,26001
26,2,93,27,29.03,66,70.97,26002
26,3,52,17,32.69,35,67.31,26003
26,4,62,32,51.61,30,48.39,26004
26,5,107,46,42.99,61,57.01,26005
26,6,73,22,30.14,51,69.86,26006
26,7,48,29,60.42,19,39.58,26007
26,8,68,27,39.71,41,60.29,26008
26,9,46,15,32.61,31,67.39,26009
26,10,53,10,18.87,43,81.13,26010
26,11,70,30,42.86,40,57.14,26011
26,12,60,19,31.67,41,68.33,26012
26,13,94,70,74.47,24,25.53,26013
26,14,56,23,41.07,33,58.93,26014
26,15,51,12,23.53,39,76.47,26015
26,16,64,22,34.38,42,65.63,26016
26,17,41,23,56.1,18,43.9,26017
26,18,48,21,43.75,27,56.25,26018
26,19,105,61,58.1,44,41.9,26019
26,20,94,30,31.91,64,68.09,26020
26,21,76,31,40.79,45,59.21,26021
26,22,41,28,68.29,13,31.71,26022
26,23,61,26,42.62,35,57.38,26023
26,24,57,34,59.65,23,40.35,26024
26,25,44,16,36.36,28,63.64,26025
26,26,61,28,45.9,33,54.1,26026
26,27,89,39,43.82,50,56.18,26027
26,28,69,27,39.13,42,60.87,26028
26,29,61,28,45.9,33,54.1,26029
26,30,49,23,46.94,26,53.06,26030
26,31,93,24,25.81,69,74.19,26031
26,32,91,55,60.44,36,39.56,26032
26,33,30,14,46.67,16,53.33,26033
26,34,64,36,56.25,28,43.75,26034
26,35,76,58,76.32,18,23.68,26035
26,36,60,17,28.33,43,71.67,26036
26,37,46,16,34.78,30,65.22,26037
26,38,45,6,13.33,39,86.67,26038
26,39,45,17,37.78,28,62.22,26039
26,40,38,13,34.21,25,65.79,26040
26,41,66,26,39.39,40,60.61,26041
26,42,49,22,44.9,27,55.1,26042
26,43,61,23,37.7,38,62.3,26043
26,44,44,12,27.27,32,72.73,26044
26,45,74,34,45.95,40,54.05,26045
26,46,78,64,82.05,14,17.95,26046
26,47,52,26,50.0,26,50.0,26047
26,48,86,24,27.91,62,72.09,26048
26,49,51,15,29.41,36,70.59,26049
26,50,37,13,35.14,24,64.86,26050
26,51,81,28,34.57,53,65.43,26051
26,52,27,9,33.33,18,66.67,26052
26,53,45,19,42.22,26,57.78,26053
26,54,65,22,33.85,43,66.15,26054
26,55,49,18,36.73,31,63.27,26055
26,56,71,32,45.07,39,54.93,26056
26,57,54,23,42.59,31,57.41,26057
26,58,60,15,25.0,45,75.0,26058
26,59,94,27,28.72,67,71.28,26059
26,60,62,30,48.39,32,51.61,26060
26,61,42,12,28.57,30,71.43,26061
26,62,98,70,71.43,28,28.57,26062
26,63,26,12,46.15,14,53.85,26063
27,1,77,57,74.03,20,25.97,27001
27,2,124,19,15.32,105,84.68,27002
27,3,117,11,9.4,106,90.6,27003
27,4,79,28,35.44,51,64.56,27004
27,5,21,6,28.57,15,71.43,27005
27,6,88,8,9.09,80,90.91,27006
27,7,88,55,62.5,33,37.5,27007
27,8,157,25,15.92,132,84.08,27008
27,9,181,39,21.55,142,78.45,27009
27,10,207,15,7.25,192,92.75,27010
27,11,154,48,31.17,106,68.83,27011
27,12,66,39,59.09,27,40.91,27012
27,13,82,42,51.22,40,48.78,27013
27,14,191,26,13.61,165,86.39,27014
27,15,98,14,14.29,84,85.71,27015
27,16,25,13,52.0,12,48.0,27016
27,17,65,55,84.62,10,15.38,27017
27,18,80,50,62.5,30,37.5,27018
27,19,116,21,18.1,95,81.9,27019
27,20,199,8,4.02,191,95.98,27020
27,21,135,13,9.63,122,90.37,27021
27,22,125,21,16.8,104,83.2,27022
27,23,27,2,7.41,25,92.59,27023
27,24,121,15,12.4,106,87.6,27024
27,25,104,9,8.65,95,91.35,27025
27,26,141,14,9.93,127,90.07,27026
27,27,72,10,13.89,62,86.11,27027
27,28,127,26,20.47,101,79.53,27028
27,29,97,15,15.46,82,84.54,27029
27,30,78,9,11.54,69,88.46,27030
27,31,108,10,9.26,98,90.74,27031
27,32,131,41,31.3,90,68.7,27032
27,33,87,13,14.94,74,85.06,27033
27,34,156,12,7.69,144,92.31,27034
27,35,98,55,56.12,43,43.88,27035
27,36,124,22,17.74,102,82.26,27036
27,37,117,23,19.66,94,80.34,27037
27,38,70,42,60.0,28,40.0,27038
27,39,94,8,8.51,86,91.49,27039
27,40,101,6,5.94,95,94.06,27040
27,41,92,60,65.22,32,34.78,27041
27,42,69,44,63.77,25,36.23,27042
27,43,93,0,0.0,93,100.0,27043
27,44,117,15,12.82,102,87.18,27044
27,45,147,22,14.97,125,85.03,27045
27,46,135,23,17.04,112,82.96,27046
27,47,99,11,11.11,88,88.89,27047
27,48,130,11,8.46,119,91.54,27048
27,49,131,16,12.21,115,87.79,27049
27,50,94,73,77.66,21,22.34,27050
27,51,101,4,3.96,97,96.04,27051
27,52,89,16,17.98,73,82.02,27052
27,53,90,23,25.56,67,74.44,27053
27,54,64,44,68.75,20,31.25,27054
27,55,118,14,11.86,104,88.14,27055
27,56,64,41,64.06,23,35.94,27056
27,57,76,50,65.79,26,34.21,27057
27,58,72,35,48.61,37,51.39,27058
27,59,129,48,37.21,81,62.79,27059
28,1,154,22,14.29,132,85.71,28001
28,2,142,19,13.38,123,86.62,28002
28,3,90,13,14.44,77,85.56,28003
28,4,185,16,8.65,169,91.35,28004
28,5,118,22,18.64,96,81.36,28005
28,6,113,16,14.16,97,85.84,28006
28,7,119,10,8.4,109,91.6,28007
28,8,120,19,15.83,101,84.17,28008
28,9,101,12,11.88,89,88.12,28009
28,10,41,3,7.32,38,92.68,28010
28,11,120,14,11.67,106,88.33,28011
28,12,109,13,11.93,96,88.07,28012
28,13,70,10,14.29,60,85.71,28013
28,14,90,13,14.44,77,85.56,28014
28,15,127,13,10.24,114,89.76,28015
28,16,114,15,13.16,99,86.84,28016
28,17,133,21,15.79,112,84.21,28017
28,18,168,18,10.71,150,89.29,28018
28,19,158,21,13.29,137,86.71,28019
28,20,156,13,8.33,143,91.67,28020
28,21,169,18,10.65,151,89.35,28021
28,22,121,18,14.88,103,85.12,28022
28,23,135,12,8.89,123,91.11,28023
28,24,77,14,18.18,63,81.82,28024
28,25,113,8,7.08,105,92.92,28025
28,26,148,24,16.22,124,83.78,28026
28,27,168,16,9.52,152,90.48,28027
28,28,91,9,9.89,82,90.11,28028
28,29,100,38,38.0,62,62.0,28029
28,30,85,11,12.94,74,87.06,28030
28,31,116,15,12.93,101,87.07,28031
28,32,111,15,13.51,96,86.49,28032
28,33,152,18,11.84,134,88.16,28033
28,34,20,4,20.0,16,80.0,28034
28,35,91,11,12.09,80,87.91,28035
28,36,113,18,15.93,95,84.07,28036
28,37,237,19,8.02,218,91.98,28037
28,38,58,12,20.69,46,79.31,28038
28,39,138,26,18.84,112,81.16,28039
28,40,185,17,9.19,168,90.81,28040
28,41,148,22,14.86,126,85.14,28041
28,42,114,14,12.28,100,87.72,28042
28,43,179,21,11.73,158,88.27,28043
28,44,167,29,17.37,138,82.63,28044
28,45,155,17,10.97,138,89.03,28045
28,46,164,17,10.37,147,89.63,28046
28,47,141,25,17.73,116,82.27,28047
28,48,53,5,9.43,48,90.57,28048
28,49,66,16,24.24,50,75.76,28049
28,50,81,13,16.05,68,83.95,28050
28,51,137,20,14.6,117,85.4,28051
28,52,78,11,14.1,67,85.9,28052
28,53,53,22,41.51,31,58.49,28053
28,54,98,7,7.14,91,92.86,28054
28,55,108,9,8.33,99,91.67,28055
28,56,146,15,10.27,131,89.73,28056
28,57,160,28,17.5,132,82.5,28057
28,58,143,14,9.79,129,90.21,28058
28,59,83,9,10.84,74,89.16,28059
28,60,88,11,12.5,77,87.5,28060
28,61,58,18,31.03,40,68.97,28061
29,1,198,26,13.13,172,86.87,29001
29,2,95,53,55.79,42,44.21,29002
29,3,252,29,11.51,223,88.49,29003
29,4,199,21,10.55,178,89.45,29004
29,5,176,22,12.5,154,87.5,29005
29,6,71,28,39.44,43,60.56,29006
29,7,87,32,36.78,55,63.22,29007
29,8,131,11,8.4,120,91.6,29008
29,9,91,40,43.96,51,56.04,29009
29,10,133,12,9.02,121,90.98,29010
29,11,196,13,6.63,183,93.37,29011
29,12,217,39,17.97,178,82.03,29012
29,13,180,23,12.78,157,87.22,29013
29,14,284,28,9.86,256,90.14,29014
29,15,219,25,11.42,194,88.58,29015
29,16,210,14,6.67,196,93.33,29016
29,17,163,18,11.04,145,88.96,29017
29,18,224,23,10.27,201,89.73,29018
29,19,161,13,8.07,148,91.93,29019
29,20,174,20,11.49,154,88.51,29020
29,21,143,17,11.89,126,88.11,29021
29,22,136,46,33.82,90,66.18,29022
29,23,195,20,10.26,175,89.74,29023
29,24,90,43,47.78,47,52.22,29024
29,25,185,19,10.27,166,89.73,29025
29,26,207,27,13.04,180,86.96,29026
29,27,120,12,10.0,108,90.0,29027
29,28,249,29,11.65,220,88.35,29028
29,29,232,25,10.78,207,89.22,29029
29,30,95,49,51.58,46,48.42,29030
29,31,155,14,9.03,141,90.97,29031
29,32,101,48,47.52,53,52.48,29032
29,33,209,30,14.35,179,85.65,29033
29,34,120,24,20.0,96,80.0,29034
29,35,146,15,10.27,131,89.73,29035
29,36,195,25,12.82,170,87.18,29036
29,37,175,16,9.14,159,90.86,29037
29,38,210,23,10.95,187,89.05,29038
29,39,88,33,37.5,55,62.5,29039
29,40,307,29,9.45,278,90.55,29040
29,41,215,28,13.02,187,86.98,29041
29,42,226,31,13.72,195,86.28,29042
29,43,286,32,11.19,254,88.81,29043
29,44,237,35,14.77,202,85.23,29044
29,45,169,19,11.24,150,88.76,29045
29,46,149,12,8.05,137,91.95,29046
29,47,252,51,20.24,201,79.76,29047
29,48,153,26,16.99,127,83.01,29048
29,49,227,36,15.86,191,84.14,29049
29,50,142,20,14.08,122,85.92,29050
29,51,167,32,19.16,135,80.84,29051
29,52,87,26,29.89,61,70.11,29052
30,1,137,108,78.83,29,21.17,30001
30,2,100,56,56.0,44,44.0,30002
30,3,145,97,66.9,48,33.1,30003
30,4,66,28,42.42,38,57.58,30004
30,5,54,23,42.59,31,57.41,30005
30,6,66,27,40.91,39,59.09,30006
30,7,85,46,54.12,39,45.88,30007
30,8,108,66,61.11,42,38.89,30008
30,9,148,77,52.03,71,47.97,30009
30,10,78,34,43.59,44,56.41,30010
30,11,67,44,65.67,23,34.33,30011
30,12,83,38,45.78,45,54.22,30012
30,13,83,55,66.27,28,33.73,30013
30,14,32,14,43.75,18,56.25,30014
30,15,154,120,77.92,34,22.08,30015
30,16,101,64,63.37,37,36.63,30016
30,17,70,33,47.14,37,52.86,30017
30,18,75,46,61.33,29,38.67,30018
30,19,58,29,50.0,29,50.0,30019
30,20,68,18,26.47,50,73.53,30020
30,21,97,35,36.08,62,63.92,30021
30,22,90,39,43.33,51,56.67,30022
30,23,80,18,22.5,62,77.5,30023
30,24,88,33,37.5,55,62.5,30024
30,25,54,23,42.59,31,57.41,30025
30,26,63,19,30.16,44,69.84,30026
30,27,116,42,36.21,74,63.79,30027
30,28,96,37,38.54,59,61.46,30028
30,29,39,9,23.08,30,76.92,30029
30,30,128,72,56.25,56,43.75,30030
30,31,69,19,27.54,50,72.46,30031
30,32,39,9,23.08,30,76.92,30032
30,33,98,35,35.71,63,64.29,30033
30,34,135,81,60.0,54,40.0,30034
30,35,99,54,54.55,45,45.45,30035
30,36,59,36,61.02,23,38.98,30036
30,37,91,41,45.05,50,54.95,30037
30,38,139,95,68.35,44,31.65,30038
30,39,112,67,59.82,45,40.18,30039
30,40,77,39,50.65,38,49.35,30040
30,41,91,24,26.37,67,73.63,30041
31,1,57,18,31.58,39,68.42,31001
31,2,64,34,53.13,30,46.88,31002
31,3,101,50,49.5,51,50.5,31003
31,4,79,31,39.24,48,60.76,31004
31,5,92,53,57.61,39,42.39,31005
31,6,84,45,53.57,39,46.43,31006
31,7,76,35,46.05,41,53.95,31007
31,8,81,41,50.62,40,49.38,31008
31,9,72,41,56.94,31,43.06,31009
31,10,43,7,16.28,36,83.72,31010
31,11,53,32,60.38,21,39.62,31011
31,12,84,37,44.05,47,55.95,31012
31,13,57,16,28.07,41,71.93,31013
31,14,53,23,43.4,30,56.6,31014
31,15,48,27,56.25,21,43.75,31015
31,16,50,30,60.0,20,40.0,31016
31,17,74,28,37.84,46,62.16,31017
31,18,50,14,28.0,36,72.0,31018
31,19,79,35,44.3,44,55.7,31019
31,20,62,23,37.1,39,62.9,31020
31,21,99,38,38.38,61,61.62,31021
31,22,49,26,53.06,23,46.94,31022
31,23,47,28,59.57,19,40.43,31023
31,24,73,36,49.32,37,50.68,31024
31,25,89,29,32.58,60,67.42,31025
31,26,48,21,43.75,27,56.25,31026
31,27,79,33,41.77,46,58.23,31027
31,28,77,51,66.23,26,33.77,31028
31,29,69,35,50.72,34,49.28,31029
31,30,91,32,35.16,59,64.84,31030
31,31,111,72,64.86,39,35.14,31031
31,32,89,36,40.45,53,59.55,31032
31,33,73,39,53.42,34,46.58,31033
31,34,53,16,30.19,37,69.81,31034
31,35,67,29,43.28,38,56.72,31035
31,36,108,39,36.11,69,63.89,31036
31,37,81,32,39.51,49,60.49,31037
31,38,49,33,67.35,16,32.65,31038
31,39,55,19,34.55,36,65.45,31039
31,40,66,21,31.82,45,68.18,31040
31,41,62,29,46.77,33,53.23,31041
31,42,96,36,37.5,60,62.5,31042
31,43,101,53,52.48,48,47.52,31043
31,44,64,19,29.69,45,70.31,31044
31,45,76,35,46.05,41,53.95,31045
31,46,77,35,45.45,42,54.55,31046
31,47,102,55,53.92,47,46.08,31047
31,48,78,41,52.56,37,47.44,31048
31,49,56,33,58.93,23,41.07,31049
31,50,73,42,57.53,31,42.47,31050
31,51,63,25,39.68,38,60.32,31051
32,1,125,92,73.6,33,26.4,32001
32,2,119,92,77.31,27,22.69,32002
32,3,84,46,54.76,38,45.24,32003
32,4,138,95,68.84,43,31.16,32004
32,5,80,50,62.5,30,37.5,32005
32,6,135,101,74.81,34,25.19,32006
32,7,57,47,82.46,10,17.54,32007
32,8,126,106,84.13,20,15.87,32008
32,9,181,160,88.4,21,11.6,32009
32,10,95,76,80.0,19,20.0,32010
32,11,77,56,72.73,21,27.27,32011
32,12,76,49,64.47,27,35.53,32012
32,13,38,33,86.84,5,13.16,32013
32,14,106,59,55.66,47,44.34,32014
32,15,74,59,79.73,15,20.27,32015
32,16,126,77,61.11,49,38.89,32016
32,17,84,63,75.0,21,25.0,32017
32,18,72,63,87.5,9,12.5,32018
32,19,108,71,65.74,37,34.26,32019
32,20,102,71,69.61,31,30.39,32020
32,21,90,72,80.0,18,20.0,32021
32,22,131,102,77.86,29,22.14,32022
32,23,142,106,74.65,36,25.35,32023
32,24,82,58,70.73,24,29.27,32024
32,25,89,71,79.78,18,20.22,32025
32,26,98,73,74.49,25,25.51,32026
32,27,95,77,81.05,18,18.95,32027
32,28,95,62,65.26,33,34.74,32028
32,29,129,78,60.47,51,39.53,32029
32,30,76,61,80.26,15,19.74,32030
32,31,135,92,68.15,43,31.85,32031
32,32,90,80,88.89,10,11.11,32032
32,33,107,71,66.36,36,33.64,32033
32,34,141,97,68.79,44,31.21,32034
32,35,156,122,78.21,34,21.79,32035
32,36,124,100,80.65,24,19.35,32036
32,37,89,48,53.93,41,46.07,32037
32,38,101,79,78.22,22,21.78,32038
32,39,123,103,83.74,20,16.26,32039
32,40,125,98,78.4,27,21.6,32040
32,41,127,101,79.53,26,20.47,32041
32,42,127,90,70.87,37,29.13,32042
32,43,124,105,84.68,19,15.32,32043
32,44,119,57,47.9,62,52.1,32044
32,45,107,85,79.44,22,20.56,32045
32,46,62,27,43.55,35,56.45,32046
32,47,128,88,68.75,40,31.25,32047
32,48,131,104,79.39,27,20.61,32048
32,49,72,64,88.89,8,11.11,32049
32,50,123,106,86.18,17,13.82,32050
32,51,110,86,78.18,24,21.82,32051
32,52,58,33,56.9,25,43.1,32052
33,1,165,125,75.76,40,24.24,33001
33,2,190,149,78.42,41,21.58,33002
33,3,163,106,65.03,57,34.97,33003
33,4,153,121,79.08,32,20.92,33004
33,5,112,60,53.57,52,46.43,33005
33,6,200,151,75.5,49,24.5,33006
33,7,289,257,88.93,32,11.07,33007
33,8,160,132,82.5,28,17.5,33008
33,9,180,140,77.78,40,22.22,33009
33,10,274,225,82.12,49,17.88,33010
33,11,186,144,77.42,42,22.58,33011
33,12,225,169,75.11,56,24.89,33012
33,13,219,155,70.78,64,29.22,33013
33,14,105,76,72.38,29,27.62,33014
33,15,155,104,67.1,51,32.9,33015
33,16,153,95,62.09,58,37.91,33016
33,17,197,147,74.62,50,25.38,33017
33,18,55,41,74.55,14,25.45,33018
33,19,187,125,66.84,62,33.16,33019
33,20,152,99,65.13,53,34.87,33020
33,21,204,142,69.61,62,30.39,33021
33,22,265,223,84.15,42,15.85,33022
33,23,180,141,78.33,39,21.67,33023
33,24,264,227,85.98,37,14.02,33024
33,25,187,132,70.59,55,29.41,33025
33,26,139,106,76.26,33,23.74,33026
33,27,106,63,59.43,43,40.57,33027
34,1,351,41,11.68,310,88.32,34001
34,2,256,24,9.38,232,90.63,34002
34,3,246,37,15.04,209,84.96,34003
34,4,202,9,4.46,193,95.54,34004
34,5,215,25,11.63,190,88.37,34005
34,6,128,24,18.75,104,81.25,34006
34,7,329,32,9.73,297,90.27,34007
34,8,235,21,8.94,214,91.06,34008
34,9,164,20,12.2,144,87.8,34009
34,10,226,22,9.73,204,90.27,34010
34,11,180,22,12.22,158,87.78,34011
34,12,232,21,9.05,211,90.95,34012
34,13,268,33,12.31,235,87.69,34013
34,14,185,15,8.11,170,91.89,34014
34,15,174,16,9.2,158,90.8,34015
34,16,139,14,10.07,125,89.93,34016
34,17,180,23,12.78,157,87.22,34017
34,18,196,17,8.67,179,91.33,34018
34,19,65,7,10.77,58,89.23,34019
34,20,270,30,11.11,240,88.89,34020
34,21,286,26,9.09,260,90.91,34021
34,22,285,24,8.42,261,91.58,34022
34,23,200,16,8.0,184,92.0,34023
34,24,197,16,8.12,181,91.88,34024
34,25,254,22,8.66,232,91.34,34025
34,26,144,9,6.25,135,93.75,34026
34,27,162,17,10.49,145,89.51,34027
34,28,147,9,6.12,138,93.88,34028
34,29,217,29,13.36,188,86.64,34029
34,30,292,21,7.19,271,92.81,34030
34,31,84,13,15.48,71,84.52,34031
34,32,303,27,8.91,276,91.09,34032
34,33,92,11,11.96,81,88.04,34033
34,34,307,41,13.36,266,86.64,34034
34,35,254,43,16.93,211,83.07,34035
34,36,258,32,12.4,226,87.6,34036
34,37,185,16,8.65,169,91.35,34037
34,38,161,12,7.45,149,92.55,34038
34,39,141,15,10.64,126,89.36,34039
34,40,221,21,9.5,200,90.5,34040
34,41,152,23,15.13,129,84.87,34041
34,42,274,46,16.79,228,83.21,34042
34,43,302,31,10.26,271,89.74,34043
34,44,290,28,9.66,262,90.34,34044
34,45,198,21,10.61,177,89.39,34045
34,46,201,27,13.43,174,86.57,34046
34,47,132,12,9.09,120,90.91,34047
34,48,302,36,11.92,266,88.08,34048
34,49,328,42,12.8,286,87.2,34049
34,50,204,27,13.24,177,86.76,34050
34,51,297,42,14.14,255,85.86,34051
34,52,146,12,8.22,134,91.78,34052
34,53,156,17,10.9,139,89.1,34053
34,54,177,14,7.91,163,92.09,34054
34,55,238,49,20.59,189,79.41,34055
34,56,98,8,8.16,90,91.84,34056
34,57,209,23,11.0,186,89.0,34057
34,58,230,34,14.78,196,85.22,34058
34,59,196,18,9.18,178,90.82,34059
34,60,201,13,6.47,188,93.53,34060
35,1,148,81,54.73,67,45.27,35001
35,2,98,45,45.92,53,54.08,35002
35,3,74,40,54.05,34,45.95,35003
35,4,149,101,67.79,48,32.21,35004
35,5,123,60,48.78,63,51.22,35005
35,6,129,75,58.14,54,41.86,35006
35,7,156,107,68.59,49,31.41,35007
35,8,105,73,69.52,32,30.48,35008
35,9,112,65,58.04,47,41.96,35009
35,10,120,77,64.17,43,35.83,35010
35,11,109,62,56.88,47,43.12,35011
35,12,165,114,69.09,51,30.91,35012
35,13,28,8,28.57,20,71.43,35013
35,14,164,61,37.2,103,62.8,35014
35,15,122,66,54.1,56,45.9,35015
35,16,134,85,63.43,49,36.57,35016
35,17,132,71,53.79,61,46.21,35017
35,18,135,77,57.04,58,42.96,35018
35,19,117,67,57.26,50,42.74,35019
35,20,123,60,48.78,63,51.22,35020
35,21,112,66,58.93,46,41.07,35021
35,22,40,36,90.0,4,10.0,35022
35,23,81,49,60.49,32,39.51,35023
35,24,73,42,57.53,31,42.47,35024
35,25,107,81,75.7,26,24.3,35025
35,26,159,100,62.89,59,37.11,35026
35,27,181,133,73.48,48,26.52,35027
35,28,134,83,61.94,51,38.06,35028
35,29,139,101,72.66,38,27.34,35029
35,30,169,111,65.68,58,34.32,35030
35,31,61,34,55.74,27,44.26,35031
35,32,105,45,42.86,60,57.14,35032
35,33,132,82,62.12,50,37.88,35033
35,34,132,92,69.7,40,30.3,35034
35,35,137,77,56.2,60,43.8,35035
35,36,69,46,66.67,23,33.33,35036
36,1,146,74,50.68,72,49.32,36001
36,2,131,65,49.62,66,50.38,36002
36,3,237,71,29.96,166,70.04,36003
36,4,66,36,54.55,30,45.45,36004
36,5,120,77,64.17,43,35.83,36005
36,6,134,89,66.42,45,33.58,36006
36,7,99,64,64.65,35,35.35,36007
36,8,144,88,61.11,56,38.89,36008
36,9,128,79,61.72,49,38.28,36009
36,10,85,53,62.35,32,37.65,36010
36,11,192,127,66.15,65,33.85,36011
36,12,94,68,72.34,26,27.66,36012
36,13,295,136,46.1,159,53.9,36013
36,14,188,74,39.36,114,60.64,36014
36,15,132,68,51.52,64,48.48,36015
36,16,271,158,58.3,113,41.7,36016
36,17,144,98,68.06,46,31.94,36017
36,18,190,142,74.74,48,25.26,36018
36,19,163,72,44.17,91,55.83,36019
36,20,167,95,56.89,72,43.11,36020
36,21,229,133,58.08,96,41.92,36021
36,22,194,108,55.67,86,44.33,36022
36,23,98,28,28.57,70,71.43,36023
36,24,169,30,17.75,139,82.25,36024
36,25,105,63,60.0,42,40.0,36025
36,26,146,108,73.97,38,26.03,36026
36,27,92,65,70.65,27,29.35,36027
36,28,146,96,65.75,50,34.25,36028
36,29,130,88,67.69,42,32.31,36029
36,30,157,112,71.34,45,28.66,36030
36,31,161,104,64.6,57,35.4,36031
36,32,142,99,69.72,43,30.28,36032
36,33,144,72,50.0,72,50.0,36033
36,34,114,87,76.32,27,23.68,36034
36,35,200,120,60.0,80,40.0,36035
36,36,124,79,63.71,45,36.29,36036
36,37,105,72,68.57,33,31.43,36037
36,38,85,62,72.94,23,27.06,36038
36,39,131,77,58.78,54,41.22,36039
36,40,144,91,63.19,53,36.81,36040
36,41,106,75,70.75,31,29.25,36041
36,42,106,70,66.04,36,33.96,36042
36,43,104,72,69.23,32,30.77,36043
36,44,193,95,49.22,98,50.78,36044
36,45,178,111,62.36,67,37.64,36045
36,46,111,81,72.97,30,27.03,36046
36,47,122,59,48.36,63,51.64,36047
36,48,127,86,67.72,41,32.28,36048
36,49,169,113,66.86,56,33.14,36049
36,50,146,81,55.48,65,44.52,36050
36,51,177,85,48.02,92,51.98,36051
36,52,115,61,53.04,54,46.96,36052
36,53,110,69,62.73,41,37.27,36053
36,54,216,81,37.5,135,62.5,36054
36,55,251,119,47.41,132,52.59,36055
37,1,95,29,30.53,66,69.47,37001
37,2,141,24,17.02,117,82.98,37002
37,3,71,14,19.72,57,80.28,37003
37,4,155,24,15.48,131,84.52,37004
37,5,210,17,8.1,193,91.9,37005
37,6,209,32,15.31,177,84.69,37006
37,7,198,16,8.08,182,91.92,37007
37,8,131,27,20.61,104,79.39,37008
37,9,191,30,15.71,161,84.29,37009
37,10,197,36,18.27,161,81.73,37010
37,11,45,18,40.0,27,60.0,37011
37,12,92,17,18.48,75,81.52,37012
37,13,158,20,12.66,138,87.34,37013
37,14,272,21,7.72,251,92.28,37014
37,15,194,26,13.4,168,86.6,37015
37,16,183,27,14.75,156,85.25,37016
37,17,155,11,7.1,144,92.9,37017
37,18,197,26,13.2,171,86.8,37018
37,19,114,54,47.37,60,52.63,37019
37,20,186,15,8.06,171,91.94,37020
37,21,201,24,11.94,177,88.06,37021
37,22,103,5,4.85,98,95.15,37022
37,23,137,21,15.33,116,84.67,37023
37,24,174,23,13.22,151,86.78,37024
37,25,218,28,12.84,190,87.16,37025
37,26,194,23,11.86,171,88.14,37026
37,27,221,23,10.41,198,89.59,37027
37,28,192,37,19.27,155,80.73,37028
37,29,183,27,14.75,156,85.25,37029
37,30,142,28,19.72,114,80.28,37030
37,31,208,27,12.98,181,87.02,37031
37,32,193,22,11.4,171,88.6,37032
37,33,160,25,15.63,135,84.38,37033
37,34,194,19,9.79,175,90.21,37034
37,35,186,28,15.05,158,84.95,37035
37,36,190,32,16.84,158,83.16,37036
37,37,187,27,14.44,160,85.56,37037
37,38,210,34,16.19,176,83.81,37038
37,39,145,67,46.21,78,53.79,37039
37,40,191,20,10.47,171,89.53,37040
37,41,227,29,12.78,198,87.22,37041
37,42,89,22,24.72,67,75.28,37042
37,43,167,15,8.98,152,91.02,37043
38,1,131,101,77.1,30,22.9,38001
38,2,105,68,64.76,37,35.24,38002
38,3,94,66,70.21,28,29.79,38003
38,4,57,34,59.65,23,40.35,38004
38,5,206,160,77.67,46,22.33,38005
38,6,107,64,59.81,43,40.19,38006
38,7,128,103,80.47,25,19.53,38007
38,8,85,61,71.76,24,28.24,38008
38,9,106,87,82.08,19,17.92,38009
38,10,173,136,78.61,37,21.39,38010
38,11,86,58,67.44,28,32.56,38011
38,12,145,101,69.66,44,30.34,38012
38,13,90,57,63.33,33,36.67,38013
38,14,112,91,81.25,21,18.75,38014
38,15,100,71,71.0,29,29.0,38015
38,16,132,89,67.42,43,32.58,38016
38,17,113,87,76.99,26,23.01,38017
38,18,141,98,69.5,43,30.5,38018
38,19,151,110,72.85,41,27.15,38019
38,20,154,131,85.06,23,14.94,38020
38,21,110,81,73.64,29,26.36,38021
38,22,124,99,79.84,25,20.16,38022
38,23,82,56,68.29,26,31.71,38023
38,24,80,43,53.75,37,46.25,38024
38,25,120,58,48.33,62,51.67,38025
38,26,87,55,63.22,32,36.78,38026
38,27,78,47,60.26,31,39.74,38027
38,28,99,64,64.65,35,35.35,38028
38,29,109,74,67.89,35,32.11,38029
38,30,110,78,70.91,32,29.09,38030
38,31,148,94,63.51,54,36.49,38031
38,32,141,98,69.5,43,30.5,38032
38,33,99,68,68.69,31,31.31,38033
38,34,78,48,61.54,30,38.46,38034
38,35,144,98,68.06,46,31.94,38035
38,36,110,77,70.0,33,30.0,38036
38,37,111,81,72.97,30,27.03,38037
38,38,143,105,73.43,38,26.57,38038
38,39,116,83,71.55,33,28.45,38039
38,40,109,76,69.72,33,30.28,38040
38,41,165,105,63.64,60,36.36,38041
38,42,155,111,71.61,44,28.39,38042
38,43,139,105,75.54,34,24.46,38043
38,44,122,89,72.95,33,27.05,38044
38,45,127,90,70.87,37,29.13,38045
38,46,110,85,77.27,25,22.73,38046
38,47,113,77,68.14,36,31.86,38047
38,48,131,97,74.05,34,25.95,38048
38,49,101,86,85.15,15,14.85,38049
38,50,135,97,71.85,38,28.15,38050
38,51,85,65,76.47,20,23.53,38051
38,52,136,92,67.65,44,32.35,38052
38,53,25,18,72.0,7,28.0,38053
39,1,153,119,77.78,34,22.22,39001
39,2,219,132,60.27,87,39.73,39002
39,3,161,117,72.67,44,27.33,39003
39,4,124,93,75.0,31,25.0,39004
39,5,85,68,80.0,17,20.0,39005
39,6,130,98,75.38,32,24.62,39006
39,7,101,66,65.35,35,34.65,39007
39,8,166,112,67.47,54,32.53,39008
39,9,167,98,58.68,69,41.32,39009
