ward,precinct,total,Jeffrey M. Schoenberg,Jeffrey M. Schoenberg Percent,precinct_id
49,1,106,106,100.0,49001
49,5,129,129,100.0,49005
49,6,106,106,100.0,49006
49,14,91,91,100.0,49014
49,16,77,77,100.0,49016
49,20,135,135,100.0,49020
49,30,99,99,100.0,49030
49,34,88,88,100.0,49034
49,35,142,142,100.0,49035
