ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,152,152,100.0,13001
13,2,126,126,100.0,13002
13,4,184,184,100.0,13004
13,5,179,179,100.0,13005
13,6,167,167,100.0,13006
13,7,158,158,100.0,13007
13,8,196,196,100.0,13008
13,9,176,176,100.0,13009
13,10,175,175,100.0,13010
13,11,187,187,100.0,13011
13,12,163,163,100.0,13012
13,13,156,156,100.0,13013
13,14,118,118,100.0,13014
13,15,254,254,100.0,13015
13,16,136,136,100.0,13016
13,17,192,192,100.0,13017
13,21,213,213,100.0,13021
13,22,183,183,100.0,13022
13,23,128,128,100.0,13023
13,24,165,165,100.0,13024
13,25,134,134,100.0,13025
13,27,194,194,100.0,13027
13,28,123,123,100.0,13028
13,29,154,154,100.0,13029
13,30,2,2,100.0,13030
13,32,162,162,100.0,13032
13,33,141,141,100.0,13033
13,34,150,150,100.0,13034
13,35,184,184,100.0,13035
13,36,98,98,100.0,13036
13,37,111,111,100.0,13037
13,38,190,190,100.0,13038
13,39,154,154,100.0,13039
13,40,196,196,100.0,13040
13,41,171,171,100.0,13041
13,42,175,175,100.0,13042
13,43,128,128,100.0,13043
13,44,123,123,100.0,13044
13,45,253,253,100.0,13045
13,46,156,156,100.0,13046
13,48,190,190,100.0,13048
13,49,186,186,100.0,13049
13,50,212,212,100.0,13050
