ward,precinct,total,Lou Lang,Lou Lang Percent,precinct_id
40,8,24,24,100.0,40008
49,24,131,131,100.0,49024
49,28,99,99,100.0,49028
49,38,76,76,100.0,49038
49,40,75,75,100.0,49040
49,41,101,101,100.0,49041
50,1,161,161,100.0,50001
50,2,136,136,100.0,50002
50,3,95,95,100.0,50003
50,4,104,104,100.0,50004
50,5,108,108,100.0,50005
50,6,132,132,100.0,50006
50,7,151,151,100.0,50007
50,8,87,87,100.0,50008
50,9,92,92,100.0,50009
50,10,67,67,100.0,50010
50,11,104,104,100.0,50011
50,12,109,109,100.0,50012
50,13,104,104,100.0,50013
50,14,89,89,100.0,50014
50,15,159,159,100.0,50015
50,16,94,94,100.0,50016
50,17,68,68,100.0,50017
50,18,100,100,100.0,50018
50,19,85,85,100.0,50019
50,20,93,93,100.0,50020
50,21,123,123,100.0,50021
50,22,95,95,100.0,50022
50,23,67,67,100.0,50023
50,24,85,85,100.0,50024
50,25,87,87,100.0,50025
50,26,74,74,100.0,50026
50,27,68,68,100.0,50027
50,28,67,67,100.0,50028
50,29,105,105,100.0,50029
50,30,108,108,100.0,50030
50,31,73,73,100.0,50031
50,32,85,85,100.0,50032
50,33,68,68,100.0,50033
50,34,74,74,100.0,50034
50,35,155,155,100.0,50035
50,36,116,116,100.0,50036
50,37,138,138,100.0,50037
50,38,132,132,100.0,50038
50,39,90,90,100.0,50039
50,40,105,105,100.0,50040
50,41,136,136,100.0,50041
50,42,126,126,100.0,50042
50,43,84,84,100.0,50043
