ward,precinct,total,Bobbie L. Steele,Bobbie L. Steele Percent,precinct_id
2,1,116,116,100.0,02001
2,2,4,4,100.0,02002
2,4,101,101,100.0,02004
2,6,52,52,100.0,02006
2,8,141,141,100.0,02008
2,9,98,98,100.0,02009
2,10,27,27,100.0,02010
2,11,68,68,100.0,02011
2,12,76,76,100.0,02012
2,13,112,112,100.0,02013
2,15,22,22,100.0,02015
2,16,74,74,100.0,02016
2,17,110,110,100.0,02017
2,19,3,3,100.0,02019
2,22,203,203,100.0,02022
2,25,63,63,100.0,02025
2,27,106,106,100.0,02027
2,28,34,34,100.0,02028
2,29,50,50,100.0,02029
2,30,69,69,100.0,02030
2,32,53,53,100.0,02032
2,33,76,76,100.0,02033
2,34,178,178,100.0,02034
2,35,34,34,100.0,02035
2,36,69,69,100.0,02036
2,37,124,124,100.0,02037
2,38,169,169,100.0,02038
2,39,98,98,100.0,02039
2,40,161,161,100.0,02040
2,41,61,61,100.0,02041
2,42,28,28,100.0,02042
2,43,192,192,100.0,02043
2,47,112,112,100.0,02047
2,48,91,91,100.0,02048
2,49,91,91,100.0,02049
2,50,75,75,100.0,02050
2,51,65,65,100.0,02051
2,54,102,102,100.0,02054
2,55,28,28,100.0,02055
2,56,138,138,100.0,02056
2,58,52,52,100.0,02058
2,59,144,144,100.0,02059
3,3,89,89,100.0,03003
3,8,5,5,100.0,03008
3,12,131,131,100.0,03012
3,14,89,89,100.0,03014
3,17,88,88,100.0,03017
3,18,93,93,100.0,03018
3,21,61,61,100.0,03021
3,22,84,84,100.0,03022
3,25,112,112,100.0,03025
3,26,124,124,100.0,03026
3,27,132,132,100.0,03027
3,29,104,104,100.0,03029
3,36,56,56,100.0,03036
3,42,92,92,100.0,03042
3,44,45,45,100.0,03044
3,45,86,86,100.0,03045
3,47,88,88,100.0,03047
3,48,97,97,100.0,03048
3,50,113,113,100.0,03050
3,52,56,56,100.0,03052
3,54,139,139,100.0,03054
6,18,70,70,100.0,06018
6,62,162,162,100.0,06062
11,14,66,66,100.0,11014
11,27,83,83,100.0,11027
11,34,31,31,100.0,11034
11,36,35,35,100.0,11036
11,46,99,99,100.0,11046
12,1,10,10,100.0,12001
12,6,8,8,100.0,12006
12,18,21,21,100.0,12018
15,2,107,107,100.0,15002
15,3,88,88,100.0,15003
15,4,89,89,100.0,15004
15,5,88,88,100.0,15005
15,7,90,90,100.0,15007
15,8,125,125,100.0,15008
15,9,106,106,100.0,15009
15,11,101,101,100.0,15011
15,12,52,52,100.0,15012
15,17,106,106,100.0,15017
15,18,74,74,100.0,15018
15,19,108,108,100.0,15019
15,20,95,95,100.0,15020
15,21,120,120,100.0,15021
15,23,75,75,100.0,15023
15,26,92,92,100.0,15026
15,27,81,81,100.0,15027
15,30,95,95,100.0,15030
15,31,99,99,100.0,15031
15,33,1,1,100.0,15033
15,34,80,80,100.0,15034
15,35,113,113,100.0,15035
15,36,83,83,100.0,15036
15,37,97,97,100.0,15037
15,38,97,97,100.0,15038
15,39,112,112,100.0,15039
15,40,117,117,100.0,15040
15,41,132,132,100.0,15041
15,42,65,65,100.0,15042
15,43,89,89,100.0,15043
15,46,79,79,100.0,15046
15,47,111,111,100.0,15047
15,48,79,79,100.0,15048
15,51,68,68,100.0,15051
15,52,70,70,100.0,15052
16,3,105,105,100.0,16003
16,5,105,105,100.0,16005
