ward,precinct,total,precinct_id
1,1,79,01001
1,2,49,01002
1,3,49,01003
1,4,81,01004
1,5,60,01005
1,6,70,01006
1,7,83,01007
1,8,68,01008
1,9,108,01009
1,10,74,01010
1,11,51,01011
1,12,77,01012
1,13,115,01013
1,14,98,01014
1,15,74,01015
1,16,39,01016
1,17,55,01017
1,18,61,01018
1,19,88,01019
1,20,95,01020
1,21,66,01021
1,22,74,01022
1,23,52,01023
1,24,144,01024
1,25,58,01025
1,26,43,01026
1,27,52,01027
1,28,102,01028
1,29,77,01029
1,30,165,01030
1,31,59,01031
1,32,89,01032
1,33,77,01033
1,34,47,01034
1,35,26,01035
1,36,58,01036
1,37,54,01037
1,38,44,01038
1,39,91,01039
1,40,55,01040
1,41,93,01041
1,42,53,01042
1,43,60,01043
1,44,47,01044
1,45,66,01045
1,46,65,01046
1,47,46,01047
1,48,63,01048
1,49,26,01049
1,50,54,01050
2,1,123,02001
2,2,4,02002
2,3,94,02003
2,4,99,02004
2,5,75,02005
2,6,68,02006
2,7,179,02007
2,8,155,02008
2,9,100,02009
2,10,24,02010
2,11,77,02011
2,12,87,02012
2,13,119,02013
2,14,227,02014
2,15,21,02015
2,16,81,02016
2,17,111,02017
2,18,128,02018
2,19,5,02019
2,20,207,02020
2,21,194,02021
2,22,227,02022
2,23,93,02023
2,24,71,02024
2,25,66,02025
2,26,171,02026
2,27,106,02027
2,28,38,02028
2,29,51,02029
2,30,61,02030
2,31,180,02031
2,32,51,02032
2,33,72,02033
2,34,175,02034
2,35,34,02035
2,36,70,02036
2,37,143,02037
2,38,173,02038
2,39,106,02039
2,40,165,02040
2,41,64,02041
2,42,28,02042
2,43,215,02043
2,44,137,02044
2,45,109,02045
2,46,248,02046
2,47,115,02047
2,48,95,02048
2,49,106,02049
2,50,79,02050
2,51,59,02051
2,52,144,02052
2,53,47,02053
2,54,117,02054
2,55,32,02055
2,56,138,02056
2,57,126,02057
2,58,52,02058
2,59,170,02059
2,60,138,02060
2,61,90,02061
3,1,166,03001
3,2,240,03002
3,3,99,03003
3,4,107,03004
3,5,155,03005
3,6,52,03006
3,7,169,03007
3,8,59,03008
3,9,122,03009
3,10,63,03010
3,11,144,03011
3,12,143,03012
3,13,99,03013
3,14,93,03014
3,15,142,03015
3,16,144,03016
3,17,90,03017
3,18,100,03018
3,19,6,03019
3,20,107,03020
3,21,63,03021
3,22,88,03022
3,23,30,03023
3,24,114,03024
3,25,105,03025
3,26,128,03026
3,27,135,03027
3,28,47,03028
3,29,108,03029
3,30,124,03030
3,31,207,03031
3,32,101,03032
3,33,163,03033
3,34,98,03034
3,35,115,03035
3,36,60,03036
3,37,50,03037
3,38,197,03038
3,39,236,03039
3,40,100,03040
3,41,138,03041
3,42,91,03042
3,43,46,03043
3,44,54,03044
3,45,91,03045
3,46,69,03046
3,47,92,03047
3,48,113,03048
3,49,47,03049
3,50,120,03050
3,51,52,03051
3,52,57,03052
3,53,134,03053
3,54,152,03054
4,1,142,04001
4,2,249,04002
4,3,226,04003
4,4,209,04004
4,5,187,04005
4,6,83,04006
4,7,187,04007
4,8,207,04008
4,9,388,04009
4,10,190,04010
4,11,166,04011
4,12,98,04012
4,13,135,04013
4,14,119,04014
4,15,122,04015
4,16,212,04016
4,17,169,04017
4,18,203,04018
4,19,203,04019
4,20,69,04020
4,21,217,04021
4,22,255,04022
4,23,136,04023
4,24,206,04024
4,25,206,04025
4,26,184,04026
4,27,182,04027
4,28,114,04028
4,29,157,04029
4,30,30,04030
4,31,102,04031
4,32,174,04032
4,33,94,04033
4,34,128,04034
4,35,108,04035
4,36,87,04036
4,37,62,04037
4,38,257,04038
4,39,102,04039
4,40,148,04040
4,41,79,04041
4,42,224,04042
4,43,122,04043
4,44,109,04044
4,45,372,04045
4,46,143,04046
4,47,219,04047
4,48,240,04048
4,49,149,04049
4,50,155,04050
4,51,231,04051
4,52,237,04052
4,53,165,04053
4,54,92,04054
4,55,101,04055
5,1,179,05001
5,2,144,05002
5,3,91,05003
5,4,135,05004
5,5,150,05005
5,6,204,05006
5,7,181,05007
5,8,196,05008
5,9,171,05009
5,10,152,05010
5,11,160,05011
5,12,115,05012
5,13,153,05013
5,14,217,05014
5,15,143,05015
5,16,132,05016
5,17,200,05017
5,18,167,05018
5,19,85,05019
5,20,86,05020
5,21,210,05021
5,22,176,05022
5,23,130,05023
5,24,183,05024
5,25,168,05025
5,26,188,05026
5,27,158,05027
5,28,193,05028
5,29,181,05029
5,30,136,05030
5,31,137,05031
5,32,295,05032
5,33,135,05033
5,34,174,05034
5,35,137,05035
5,36,88,05036
5,37,152,05037
5,38,186,05038
5,39,189,05039
5,40,153,05040
5,41,124,05041
5,42,181,05042
5,43,199,05043
5,44,226,05044
5,45,97,05045
5,46,181,05046
5,47,124,05047
5,48,100,05048
5,49,34,05049
5,50,127,05050
5,51,123,05051
5,52,21,05052
5,53,207,05053
5,54,259,05054
5,55,146,05055
6,1,269,06001
6,2,234,06002
6,3,237,06003
6,4,114,06004
6,5,103,06005
6,6,174,06006
6,7,213,06007
6,8,226,06008
6,9,183,06009
6,10,277,06010
6,11,209,06011
6,12,137,06012
6,13,180,06013
6,14,182,06014
6,15,124,06015
6,16,217,06016
6,17,245,06017
6,18,74,06018
6,19,215,06019
6,20,205,06020
6,21,197,06021
6,22,178,06022
6,23,166,06023
6,24,234,06024
6,25,152,06025
6,26,218,06026
6,27,257,06027
6,28,363,06028
6,29,251,06029
6,30,149,06030
6,31,236,06031
6,32,198,06032
6,33,243,06033
6,34,168,06034
6,35,191,06035
6,36,100,06036
6,37,238,06037
6,38,205,06038
6,39,160,06039
6,40,106,06040
6,41,211,06041
6,42,92,06042
6,43,206,06043
6,44,188,06044
6,45,142,06045
6,46,181,06046
6,47,219,06047
6,48,177,06048
6,49,204,06049
6,50,220,06050
6,51,140,06051
6,52,136,06052
6,53,186,06053
6,54,182,06054
6,55,157,06055
6,56,133,06056
6,57,107,06057
6,58,228,06058
6,59,189,06059
6,60,134,06060
6,61,122,06061
6,62,168,06062
6,63,162,06063
6,64,236,06064
7,1,226,07001
7,2,215,07002
7,3,106,07003
7,4,122,07004
7,5,116,07005
7,6,133,07006
7,7,95,07007
7,8,55,07008
7,9,159,07009
7,10,102,07010
7,11,174,07011
7,12,110,07012
7,13,116,07013
7,14,170,07014
7,15,80,07015
7,16,123,07016
7,17,104,07017
7,18,103,07018
7,19,224,07019
7,20,78,07020
7,21,156,07021
7,22,105,07022
7,23,101,07023
7,24,157,07024
7,25,183,07025
7,26,204,07026
7,27,241,07027
7,28,153,07028
7,29,114,07029
7,30,202,07030
7,31,192,07031
7,32,130,07032
7,33,151,07033
7,34,137,07034
7,35,77,07035
7,36,213,07036
7,37,68,07037
7,38,118,07038
7,39,124,07039
7,40,171,07040
7,41,141,07041
7,42,237,07042
7,43,157,07043
7,44,189,07044
7,45,258,07045
7,46,87,07046
7,47,133,07047
7,48,60,07048
7,49,101,07049
7,50,112,07050
7,51,157,07051
7,52,125,07052
7,53,136,07053
7,54,64,07054
7,55,152,07055
7,56,101,07056
7,57,140,07057
7,58,227,07058
7,59,77,07059
7,60,111,07060
7,61,153,07061
7,62,153,07062
7,63,116,07063
7,64,137,07064
7,65,150,07065
8,1,225,08001
8,2,101,08002
8,3,271,08003
8,4,200,08004
8,5,270,08005
8,6,219,08006
8,7,143,08007
8,8,260,08008
8,9,281,08009
8,10,270,08010
8,11,178,08011
8,12,155,08012
8,13,152,08013
8,14,132,08014
8,15,153,08015
8,16,241,08016
8,17,170,08017
8,18,108,08018
8,19,254,08019
8,20,155,08020
8,21,154,08021
8,22,165,08022
8,23,180,08023
8,24,220,08024
8,25,194,08025
8,26,122,08026
8,27,228,08027
8,28,194,08028
8,29,208,08029
8,30,163,08030
8,31,125,08031
8,32,296,08032
8,33,182,08033
8,34,247,08034
8,35,241,08035
8,36,184,08036
8,37,209,08037
8,38,165,08038
8,39,226,08039
8,40,196,08040
8,41,163,08041
8,42,193,08042
8,43,129,08043
8,44,157,08044
8,45,154,08045
8,46,166,08046
8,47,192,08047
8,48,169,08048
8,49,244,08049
8,50,205,08050
8,51,236,08051
8,52,231,08052
8,53,252,08053
8,54,203,08054
8,55,150,08055
8,56,212,08056
8,57,115,08057
8,58,220,08058
8,59,113,08059
8,60,161,08060
8,61,169,08061
8,62,194,08062
