ward,precinct,total,James A. DeLeo,James A. DeLeo Percent,precinct_id
29,9,12,12,100.0,29009
36,5,99,99,100.0,36005
36,6,100,100,100.0,36006
36,7,88,88,100.0,36007
36,8,123,123,100.0,36008
36,9,108,108,100.0,36009
36,10,76,76,100.0,36010
36,11,171,171,100.0,36011
36,12,79,79,100.0,36012
36,13,255,255,100.0,36013
36,14,163,163,100.0,36014
36,15,123,123,100.0,36015
36,17,125,125,100.0,36017
36,18,150,150,100.0,36018
36,19,144,144,100.0,36019
36,20,150,150,100.0,36020
36,21,202,202,100.0,36021
36,25,82,82,100.0,36025
36,26,129,129,100.0,36026
36,27,81,81,100.0,36027
36,28,123,123,100.0,36028
36,29,114,114,100.0,36029
36,30,139,139,100.0,36030
36,31,138,138,100.0,36031
36,32,123,123,100.0,36032
36,34,100,100,100.0,36034
36,35,177,177,100.0,36035
36,37,87,87,100.0,36037
36,38,75,75,100.0,36038
36,39,124,124,100.0,36039
36,40,123,123,100.0,36040
36,41,25,25,100.0,36041
36,42,92,92,100.0,36042
36,43,89,89,100.0,36043
36,46,101,101,100.0,36046
36,47,101,101,100.0,36047
36,48,124,124,100.0,36048
36,49,152,152,100.0,36049
36,50,126,126,100.0,36050
36,52,100,100,100.0,36052
36,53,1,1,100.0,36053
38,1,100,100,100.0,38001
38,2,84,84,100.0,38002
38,3,74,74,100.0,38003
38,4,49,49,100.0,38004
38,5,32,32,100.0,38005
38,6,95,95,100.0,38006
38,8,76,76,100.0,38008
38,9,78,78,100.0,38009
38,11,67,67,100.0,38011
38,12,128,128,100.0,38012
38,13,74,74,100.0,38013
38,14,100,100,100.0,38014
38,15,80,80,100.0,38015
38,17,99,99,100.0,38017
38,18,122,122,100.0,38018
38,19,124,124,100.0,38019
38,21,89,89,100.0,38021
38,22,102,102,100.0,38022
38,23,66,66,100.0,38023
38,25,102,102,100.0,38025
38,26,70,70,100.0,38026
38,27,70,70,100.0,38027
38,28,82,82,100.0,38028
38,29,89,89,100.0,38029
38,30,86,86,100.0,38030
38,31,118,118,100.0,38031
38,32,115,115,100.0,38032
38,33,84,84,100.0,38033
38,35,115,115,100.0,38035
38,36,101,101,100.0,38036
38,37,93,93,100.0,38037
38,38,128,128,100.0,38038
38,39,90,90,100.0,38039
38,40,88,88,100.0,38040
38,41,144,144,100.0,38041
38,42,130,130,100.0,38042
38,43,114,114,100.0,38043
38,44,104,104,100.0,38044
38,45,99,99,100.0,38045
38,46,86,86,100.0,38046
38,47,90,90,100.0,38047
38,48,111,111,100.0,38048
38,49,78,78,100.0,38049
38,50,108,108,100.0,38050
38,51,68,68,100.0,38051
38,52,114,114,100.0,38052
41,1,137,137,100.0,41001
41,2,182,182,100.0,41002
41,3,136,136,100.0,41003
41,4,148,148,100.0,41004
41,5,126,126,100.0,41005
41,7,157,157,100.0,41007
41,8,127,127,100.0,41008
41,9,132,132,100.0,41009
41,11,140,140,100.0,41011
41,12,144,144,100.0,41012
41,15,118,118,100.0,41015
41,16,136,136,100.0,41016
41,17,137,137,100.0,41017
41,18,134,134,100.0,41018
41,20,173,173,100.0,41020
41,21,147,147,100.0,41021
41,22,121,121,100.0,41022
41,24,127,127,100.0,41024
41,30,161,161,100.0,41030
41,31,134,134,100.0,41031
41,33,88,88,100.0,41033
41,34,97,97,100.0,41034
41,35,151,151,100.0,41035
41,36,152,152,100.0,41036
41,37,129,129,100.0,41037
41,38,127,127,100.0,41038
41,40,159,159,100.0,41040
41,41,142,142,100.0,41041
41,42,154,154,100.0,41042
41,43,127,127,100.0,41043
41,45,123,123,100.0,41045
41,46,102,102,100.0,41046
41,49,169,169,100.0,41049
41,50,126,126,100.0,41050
41,51,90,90,100.0,41051
41,52,189,189,100.0,41052
41,53,146,146,100.0,41053
41,55,85,85,100.0,41055
41,56,178,178,100.0,41056
45,1,83,83,100.0,45001
45,2,147,147,100.0,45002
45,3,233,233,100.0,45003
45,6,142,142,100.0,45006
45,7,87,87,100.0,45007
45,8,106,106,100.0,45008
45,9,152,152,100.0,45009
45,11,114,114,100.0,45011
45,13,219,219,100.0,45013
45,15,150,150,100.0,45015
45,16,131,131,100.0,45016
45,17,118,118,100.0,45017
45,18,144,144,100.0,45018
45,19,159,159,100.0,45019
45,20,122,122,100.0,45020
45,21,127,127,100.0,45021
45,22,111,111,100.0,45022
45,23,123,123,100.0,45023
45,25,136,136,100.0,45025
45,26,182,182,100.0,45026
45,27,107,107,100.0,45027
45,28,125,125,100.0,45028
45,29,131,131,100.0,45029
45,30,143,143,100.0,45030
45,31,114,114,100.0,45031
45,32,65,65,100.0,45032
45,33,121,121,100.0,45033
45,34,101,101,100.0,45034
45,35,115,115,100.0,45035
45,37,110,110,100.0,45037
45,38,121,121,100.0,45038
45,39,150,150,100.0,45039
45,40,194,194,100.0,45040
45,41,76,76,100.0,45041
45,42,134,134,100.0,45042
45,43,109,109,100.0,45043
45,44,163,163,100.0,45044
45,45,96,96,100.0,45045
45,46,141,141,100.0,45046
45,47,116,116,100.0,45047
45,48,116,116,100.0,45048
45,49,132,132,100.0,45049
45,50,104,104,100.0,45050
45,51,120,120,100.0,45051
45,52,121,121,100.0,45052
45,53,99,99,100.0,45053
