ward,precinct,total,Alexander Giannoulias,Alexander Giannoulias Percent,Paul L. Mangieri,Paul L. Mangieri Percent,precinct_id
13,15,304,77,25.33,227,74.67,13015
13,16,157,65,41.4,92,58.6,13016
13,17,211,72,34.12,139,65.88,13017
13,18,146,67,45.89,79,54.11,13018
13,19,167,52,31.14,115,68.86,13019
13,20,177,81,45.76,96,54.24,13020
13,21,251,119,47.41,132,52.59,13021
13,22,222,37,16.67,185,83.33,13022
13,23,160,41,25.63,119,74.38,13023
13,24,206,38,18.45,168,81.55,13024
13,25,145,65,44.83,80,55.17,13025
13,26,136,52,38.24,84,61.76,13026
13,27,222,70,31.53,152,68.47,13027
13,28,134,50,37.31,84,62.69,13028
13,29,176,56,31.82,120,68.18,13029
13,30,220,78,35.45,142,64.55,13030
13,31,221,80,36.2,141,63.8,13031
13,32,202,125,61.88,77,38.12,13032
13,33,173,61,35.26,112,64.74,13033
13,34,177,58,32.77,119,67.23,13034
13,35,234,38,16.24,196,83.76,13035
13,36,112,51,45.54,61,54.46,13036
13,37,143,55,38.46,88,61.54,13037
13,38,210,63,30.0,147,70.0,13038
13,39,182,37,20.33,145,79.67,13039
13,40,212,91,42.92,121,57.08,13040
13,41,201,44,21.89,157,78.11,13041
13,42,226,72,31.86,154,68.14,13042
13,43,157,44,28.03,113,71.97,13043
13,44,318,17,5.35,301,94.65,13044
13,45,307,63,20.52,244,79.48,13045
13,46,188,53,28.19,135,71.81,13046
13,47,164,52,31.71,112,68.29,13047
13,48,233,77,33.05,156,66.95,13048
13,49,256,39,15.23,217,84.77,13049
13,50,314,35,11.15,279,88.85,13050
14,1,106,40,37.74,66,62.26,14001
14,2,131,81,61.83,50,38.17,14002
14,3,174,89,51.15,85,48.85,14003
14,4,114,53,46.49,61,53.51,14004
14,5,173,78,45.09,95,54.91,14005
14,6,129,65,50.39,64,49.61,14006
14,7,121,64,52.89,57,47.11,14007
14,8,96,39,40.63,57,59.38,14008
14,9,156,73,46.79,83,53.21,14009
14,10,136,67,49.26,69,50.74,14010
14,11,114,54,47.37,60,52.63,14011
14,12,123,42,34.15,81,65.85,14012
14,13,194,106,54.64,88,45.36,14013
14,14,105,33,31.43,72,68.57,14014
14,15,162,69,42.59,93,57.41,14015
14,16,128,56,43.75,72,56.25,14016
14,17,142,33,23.24,109,76.76,14017
14,18,117,77,65.81,40,34.19,14018
14,19,184,69,37.5,115,62.5,14019
14,20,114,52,45.61,62,54.39,14020
14,21,150,30,20.0,120,80.0,14021
14,22,161,60,37.27,101,62.73,14022
14,23,142,62,43.66,80,56.34,14023
14,24,73,30,41.1,43,58.9,14024
14,25,153,77,50.33,76,49.67,14025
14,26,152,78,51.32,74,48.68,14026
14,27,165,98,59.39,67,40.61,14027
14,28,150,68,45.33,82,54.67,14028
14,29,157,63,40.13,94,59.87,14029
14,30,112,58,51.79,54,48.21,14030
14,31,140,43,30.71,97,69.29,14031
14,32,116,61,52.59,55,47.41,14032
14,33,105,31,29.52,74,70.48,14033
14,34,132,39,29.55,93,70.45,14034
14,35,105,39,37.14,66,62.86,14035
15,1,79,57,72.15,22,27.85,15001
15,2,108,80,74.07,28,25.93,15002
15,3,87,58,66.67,29,33.33,15003
15,4,104,70,67.31,34,32.69,15004
15,5,91,62,68.13,29,31.87,15005
15,6,91,59,64.84,32,35.16,15006
15,7,103,77,74.76,26,25.24,15007
15,8,138,98,71.01,40,28.99,15008
15,9,122,83,68.03,39,31.97,15009
15,10,89,57,64.04,32,35.96,15010
15,11,99,71,71.72,28,28.28,15011
15,12,56,39,69.64,17,30.36,15012
15,13,57,40,70.18,17,29.82,15013
15,14,135,66,48.89,69,51.11,15014
15,15,78,54,69.23,24,30.77,15015
15,16,74,42,56.76,32,43.24,15016
15,17,108,66,61.11,42,38.89,15017
15,18,77,55,71.43,22,28.57,15018
15,19,121,92,76.03,29,23.97,15019
15,20,108,73,67.59,35,32.41,15020
15,21,123,88,71.54,35,28.46,15021
15,22,116,76,65.52,40,34.48,15022
15,23,79,52,65.82,27,34.18,15023
15,24,116,75,64.66,41,35.34,15024
15,25,70,46,65.71,24,34.29,15025
15,26,93,65,69.89,28,30.11,15026
15,27,82,53,64.63,29,35.37,15027
15,28,99,72,72.73,27,27.27,15028
15,29,52,36,69.23,16,30.77,15029
15,30,91,58,63.74,33,36.26,15030
15,31,107,72,67.29,35,32.71,15031
15,32,92,55,59.78,37,40.22,15032
15,33,80,53,66.25,27,33.75,15033
15,34,91,62,68.13,29,31.87,15034
15,35,130,88,67.69,42,32.31,15035
15,36,81,56,69.14,25,30.86,15036
15,37,95,76,80.0,19,20.0,15037
15,38,99,72,72.73,27,27.27,15038
15,39,117,75,64.1,42,35.9,15039
15,40,122,86,70.49,36,29.51,15040
15,41,142,113,79.58,29,20.42,15041
15,42,62,44,70.97,18,29.03,15042
15,43,99,66,66.67,33,33.33,15043
15,44,90,68,75.56,22,24.44,15044
15,45,54,39,72.22,15,27.78,15045
15,46,83,59,71.08,24,28.92,15046
15,47,120,87,72.5,33,27.5,15047
15,48,82,57,69.51,25,30.49,15048
15,49,63,40,63.49,23,36.51,15049
15,50,95,65,68.42,30,31.58,15050
15,51,76,53,69.74,23,30.26,15051
15,52,73,49,67.12,24,32.88,15052
16,1,67,47,70.15,20,29.85,16001
16,2,79,55,69.62,24,30.38,16002
16,3,118,86,72.88,32,27.12,16003
16,4,68,27,39.71,41,60.29,16004
16,5,113,76,67.26,37,32.74,16005
16,6,47,30,63.83,17,36.17,16006
16,7,82,67,81.71,15,18.29,16007
16,8,100,62,62.0,38,38.0,16008
16,9,161,112,69.57,49,30.43,16009
16,10,84,53,63.1,31,36.9,16010
16,11,98,62,63.27,36,36.73,16011
16,12,72,52,72.22,20,27.78,16012
16,13,75,46,61.33,29,38.67,16013
16,14,117,84,71.79,33,28.21,16014
16,15,132,94,71.21,38,28.79,16015
16,16,136,87,63.97,49,36.03,16016
16,17,102,59,57.84,43,42.16,16017
16,18,111,70,63.06,41,36.94,16018
16,19,83,54,65.06,29,34.94,16019
16,20,113,68,60.18,45,39.82,16020
16,21,80,41,51.25,39,48.75,16021
16,22,96,66,68.75,30,31.25,16022
16,23,87,47,54.02,40,45.98,16023
16,24,71,47,66.2,24,33.8,16024
16,25,91,48,52.75,43,47.25,16025
16,26,115,79,68.7,36,31.3,16026
16,27,171,123,71.93,48,28.07,16027
16,28,138,106,76.81,32,23.19,16028
16,29,69,51,73.91,18,26.09,16029
16,30,71,46,64.79,25,35.21,16030
16,31,132,84,63.64,48,36.36,16031
16,32,107,57,53.27,50,46.73,16032
16,33,91,73,80.22,18,19.78,16033
16,34,98,71,72.45,27,27.55,16034
16,35,79,43,54.43,36,45.57,16035
16,36,118,87,73.73,31,26.27,16036
16,37,74,48,64.86,26,35.14,16037
16,38,123,84,68.29,39,31.71,16038
16,39,80,46,57.5,34,42.5,16039
16,40,130,97,74.62,33,25.38,16040
16,41,58,49,84.48,9,15.52,16041
16,42,76,39,51.32,37,48.68,16042
16,43,136,107,78.68,29,21.32,16043
16,44,99,70,70.71,29,29.29,16044
16,45,65,49,75.38,16,24.62,16045
16,46,28,21,75.0,7,25.0,16046
17,1,83,62,74.7,21,25.3,17001
17,2,114,76,66.67,38,33.33,17002
17,3,96,68,70.83,28,29.17,17003
17,4,202,153,75.74,49,24.26,17004
17,5,114,83,72.81,31,27.19,17005
17,6,113,79,69.91,34,30.09,17006
17,7,176,119,67.61,57,32.39,17007
17,8,132,97,73.48,35,26.52,17008
17,9,107,83,77.57,24,22.43,17009
17,10,144,101,70.14,43,29.86,17010
17,11,140,107,76.43,33,23.57,17011
17,12,178,115,64.61,63,35.39,17012
17,13,83,57,68.67,26,31.33,17013
17,14,119,98,82.35,21,17.65,17014
17,15,123,93,75.61,30,24.39,17015
17,16,114,90,78.95,24,21.05,17016
17,17,87,59,67.82,28,32.18,17017
17,18,164,108,65.85,56,34.15,17018
17,19,49,36,73.47,13,26.53,17019
17,20,110,80,72.73,30,27.27,17020
17,21,215,162,75.35,53,24.65,17021
17,22,147,105,71.43,42,28.57,17022
17,23,107,58,54.21,49,45.79,17023
17,24,125,100,80.0,25,20.0,17024
17,25,77,53,68.83,24,31.17,17025
17,26,179,120,67.04,59,32.96,17026
17,27,190,140,73.68,50,26.32,17027
17,28,111,81,72.97,30,27.03,17028
17,29,161,124,77.02,37,22.98,17029
17,30,145,94,64.83,51,35.17,17030
17,31,127,97,76.38,30,23.62,17031
17,32,147,119,80.95,28,19.05,17032
17,33,115,88,76.52,27,23.48,17033
17,34,104,69,66.35,35,33.65,17034
17,35,83,61,73.49,22,26.51,17035
17,36,82,49,59.76,33,40.24,17036
17,37,107,75,70.09,32,29.91,17037
17,38,142,94,66.2,48,33.8,17038
17,39,93,63,67.74,30,32.26,17039
17,40,106,76,71.7,30,28.3,17040
17,41,112,83,74.11,29,25.89,17041
17,42,110,76,69.09,34,30.91,17042
17,43,110,82,74.55,28,25.45,17043
17,44,89,59,66.29,30,33.71,17044
17,45,82,51,62.2,31,37.8,17045
17,46,140,101,72.14,39,27.86,17046
17,47,75,57,76.0,18,24.0,17047
17,48,154,99,64.29,55,35.71,17048
17,49,107,73,68.22,34,31.78,17049
17,50,118,79,66.95,39,33.05,17050
17,51,156,104,66.67,52,33.33,17051
17,52,169,126,74.56,43,25.44,17052
17,53,108,76,70.37,32,29.63,17053
17,54,160,109,68.13,51,31.88,17054
17,55,123,92,74.8,31,25.2,17055
17,56,134,97,72.39,37,27.61,17056
17,57,147,107,72.79,40,27.21,17057
17,58,107,78,72.9,29,27.1,17058
17,59,56,40,71.43,16,28.57,17059
17,60,200,127,63.5,73,36.5,17060
17,61,116,79,68.1,37,31.9,17061
17,62,113,85,75.22,28,24.78,17062
17,63,76,60,78.95,16,21.05,17063
17,64,85,62,72.94,23,27.06,17064
18,1,95,61,64.21,34,35.79,18001
18,2,165,134,81.21,31,18.79,18002
18,3,153,63,41.18,90,58.82,18003
18,4,210,137,65.24,73,34.76,18004
18,5,168,117,69.64,51,30.36,18005
18,6,153,70,45.75,83,54.25,18006
18,7,125,83,66.4,42,33.6,18007
18,8,70,48,68.57,22,31.43,18008
18,9,209,156,74.64,53,25.36,18009
18,10,278,203,73.02,75,26.98,18010
18,11,177,96,54.24,81,45.76,18011
18,12,237,158,66.67,79,33.33,18012
18,13,208,146,70.19,62,29.81,18013
18,14,230,164,71.3,66,28.7,18014
18,15,97,54,55.67,43,44.33,18015
18,16,214,144,67.29,70,32.71,18016
18,17,146,84,57.53,62,42.47,18017
18,18,219,147,67.12,72,32.88,18018
18,19,253,172,67.98,81,32.02,18019
18,20,206,147,71.36,59,28.64,18020
18,21,266,183,68.8,83,31.2,18021
18,22,197,149,75.63,48,24.37,18022
18,23,166,104,62.65,62,37.35,18023
18,24,245,190,77.55,55,22.45,18024
18,25,74,52,70.27,22,29.73,18025
18,26,164,106,64.63,58,35.37,18026
18,27,146,88,60.27,58,39.73,18027
18,28,218,69,31.65,149,68.35,18028
18,29,189,122,64.55,67,35.45,18029
18,30,125,90,72.0,35,28.0,18030
18,31,146,99,67.81,47,32.19,18031
18,32,237,166,70.04,71,29.96,18032
18,33,148,100,67.57,48,32.43,18033
18,34,267,184,68.91,83,31.09,18034
18,35,223,146,65.47,77,34.53,18035
18,36,134,85,63.43,49,36.57,18036
18,37,133,86,64.66,47,35.34,18037
18,38,239,186,77.82,53,22.18,18038
18,39,136,101,74.26,35,25.74,18039
18,40,237,165,69.62,72,30.38,18040
18,41,183,94,51.37,89,48.63,18041
18,42,93,65,69.89,28,30.11,18042
18,43,117,68,58.12,49,41.88,18043
18,44,94,66,70.21,28,29.79,18044
18,45,213,157,73.71,56,26.29,18045
18,46,212,138,65.09,74,34.91,18046
18,47,127,89,70.08,38,29.92,18047
18,48,90,38,42.22,52,57.78,18048
18,49,120,84,70.0,36,30.0,18049
18,50,176,103,58.52,73,41.48,18050
18,51,232,182,78.45,50,21.55,18051
18,52,194,128,65.98,66,34.02,18052
18,53,138,97,70.29,41,29.71,18053
18,54,192,112,58.33,80,41.67,18054
18,55,186,73,39.25,113,60.75,18055
18,56,146,95,65.07,51,34.93,18056
18,57,142,58,40.85,84,59.15,18057
18,58,150,108,72.0,42,28.0,18058
18,59,116,80,68.97,36,31.03,18059
18,60,221,143,64.71,78,35.29,18060
18,61,177,123,69.49,54,30.51,18061
18,62,121,71,58.68,50,41.32,18062
19,1,274,90,32.85,184,67.15,19001
19,2,228,137,60.09,91,39.91,19002
19,3,215,91,42.33,124,57.67,19003
19,4,210,90,42.86,120,57.14,19004
19,5,275,151,54.91,124,45.09,19005
19,6,201,87,43.28,114,56.72,19006
19,7,246,117,47.56,129,52.44,19007
19,8,187,85,45.45,102,54.55,19008
19,9,175,70,40.0,105,60.0,19009
19,10,325,155,47.69,170,52.31,19010
19,11,267,114,42.7,153,57.3,19011
19,12,234,84,35.9,150,64.1,19012
19,13,183,136,74.32,47,25.68,19013
19,14,151,61,40.4,90,59.6,19014
19,15,152,71,46.71,81,53.29,19015
19,16,321,46,14.33,275,85.67,19016
19,17,254,75,29.53,179,70.47,19017
19,18,297,144,48.48,153,51.52,19018
19,19,257,125,48.64,132,51.36,19019
19,20,216,153,70.83,63,29.17,19020
19,21,184,81,44.02,103,55.98,19021
19,22,285,126,44.21,159,55.79,19022
19,23,272,101,37.13,171,62.87,19023
19,24,207,90,43.48,117,56.52,19024
19,25,297,161,54.21,136,45.79,19025
19,26,285,148,51.93,137,48.07,19026
19,27,141,100,70.92,41,29.08,19027
19,28,255,191,74.9,64,25.1,19028
19,29,186,82,44.09,104,55.91,19029
19,30,210,101,48.1,109,51.9,19030
19,31,238,129,54.2,109,45.8,19031
19,32,319,109,34.17,210,65.83,19032
19,33,241,102,42.32,139,57.68,19033
19,34,264,125,47.35,139,52.65,19034
19,35,263,139,52.85,124,47.15,19035
19,36,149,108,72.48,41,27.52,19036
19,37,246,157,63.82,89,36.18,19037
19,38,101,74,73.27,27,26.73,19038
19,39,133,83,62.41,50,37.59,19039
19,40,231,141,61.04,90,38.96,19040
19,41,171,52,30.41,119,69.59,19041
19,42,180,100,55.56,80,44.44,19042
19,43,259,188,72.59,71,27.41,19043
19,44,184,76,41.3,108,58.7,19044
19,45,283,92,32.51,191,67.49,19045
19,46,344,76,22.09,268,77.91,19046
19,47,170,97,57.06,73,42.94,19047
19,48,184,126,68.48,58,31.52,19048
19,49,323,211,65.33,112,34.67,19049
19,50,228,152,66.67,76,33.33,19050
19,51,212,92,43.4,120,56.6,19051
19,52,141,75,53.19,66,46.81,19052
19,53,256,108,42.19,148,57.81,19053
19,54,164,83,50.61,81,49.39,19054
19,55,211,111,52.61,100,47.39,19055
19,56,302,157,51.99,145,48.01,19056
19,57,300,186,62.0,114,38.0,19057
19,58,245,84,34.29,161,65.71,19058
19,59,261,120,45.98,141,54.02,19059
19,60,224,152,67.86,72,32.14,19060
19,61,323,82,25.39,241,74.61,19061
19,62,237,95,40.08,142,59.92,19062
19,63,183,104,56.83,79,43.17,19063
19,64,301,191,63.46,110,36.54,19064
19,65,194,120,61.86,74,38.14,19065
19,66,338,214,63.31,124,36.69,19066
19,67,45,30,66.67,15,33.33,19067
20,1,132,88,66.67,44,33.33,20001
20,2,121,80,66.12,41,33.88,20002
20,3,115,72,62.61,43,37.39,20003
20,4,83,40,48.19,43,51.81,20004
20,5,84,62,73.81,22,26.19,20005
20,6,136,94,69.12,42,30.88,20006
20,7,67,43,64.18,24,35.82,20007
20,8,50,24,48.0,26,52.0,20008
20,9,130,88,67.69,42,32.31,20009
20,10,113,94,83.19,19,16.81,20010
20,11,83,61,73.49,22,26.51,20011
20,12,83,57,68.67,26,31.33,20012
20,13,118,71,60.17,47,39.83,20013
20,14,207,140,67.63,67,32.37,20014
20,15,93,51,54.84,42,45.16,20015
20,16,176,132,75.0,44,25.0,20016
20,17,95,78,82.11,17,17.89,20017
20,18,128,99,77.34,29,22.66,20018
20,19,98,70,71.43,28,28.57,20019
20,20,82,51,62.2,31,37.8,20020
20,21,52,25,48.08,27,51.92,20021
20,22,155,118,76.13,37,23.87,20022
20,23,165,102,61.82,63,38.18,20023
20,24,147,113,76.87,34,23.13,20024
20,25,95,73,76.84,22,23.16,20025
20,26,167,119,71.26,48,28.74,20026
20,27,83,60,72.29,23,27.71,20027
20,28,160,98,61.25,62,38.75,20028
20,29,125,82,65.6,43,34.4,20029
20,30,137,87,63.5,50,36.5,20030
20,31,136,83,61.03,53,38.97,20031
20,32,126,92,73.02,34,26.98,20032
20,33,145,88,60.69,57,39.31,20033
20,34,163,117,71.78,46,28.22,20034
20,35,77,45,58.44,32,41.56,20035
20,36,117,71,60.68,46,39.32,20036
20,37,155,85,54.84,70,45.16,20037
20,38,29,15,51.72,14,48.28,20038
20,39,114,94,82.46,20,17.54,20039
20,40,90,61,67.78,29,32.22,20040
20,41,39,18,46.15,21,53.85,20041
20,42,93,57,61.29,36,38.71,20042
20,43,36,24,66.67,12,33.33,20043
20,44,191,118,61.78,73,38.22,20044
20,45,91,58,63.74,33,36.26,20045
20,46,86,60,69.77,26,30.23,20046
20,47,98,75,76.53,23,23.47,20047
20,48,58,36,62.07,22,37.93,20048
20,49,118,73,61.86,45,38.14,20049
20,50,77,53,68.83,24,31.17,20050
21,1,279,239,85.66,40,14.34,21001
21,2,167,129,77.25,38,22.75,21002
21,3,180,148,82.22,32,17.78,21003
21,4,194,158,81.44,36,18.56,21004
21,5,168,145,86.31,23,13.69,21005
21,6,142,112,78.87,30,21.13,21006
21,7,176,150,85.23,26,14.77,21007
21,8,216,172,79.63,44,20.37,21008
21,9,209,170,81.34,39,18.66,21009
21,10,137,103,75.18,34,24.82,21010
21,11,204,163,79.9,41,20.1,21011
21,12,191,155,81.15,36,18.85,21012
21,13,110,82,74.55,28,25.45,21013
21,14,169,141,83.43,28,16.57,21014
21,15,159,113,71.07,46,28.93,21015
21,16,178,136,76.4,42,23.6,21016
21,17,168,142,84.52,26,15.48,21017
21,18,185,150,81.08,35,18.92,21018
21,19,139,102,73.38,37,26.62,21019
21,20,103,88,85.44,15,14.56,21020
21,21,209,170,81.34,39,18.66,21021
21,22,200,165,82.5,35,17.5,21022
21,23,160,127,79.38,33,20.63,21023
21,24,195,159,81.54,36,18.46,21024
21,25,163,139,85.28,24,14.72,21025
21,26,144,123,85.42,21,14.58,21026
21,27,228,188,82.46,40,17.54,21027
21,28,154,112,72.73,42,27.27,21028
21,29,98,73,74.49,25,25.51,21029
21,30,147,123,83.67,24,16.33,21030
21,31,239,195,81.59,44,18.41,21031
21,32,164,130,79.27,34,20.73,21032
21,33,173,141,81.5,32,18.5,21033
21,34,230,180,78.26,50,21.74,21034
21,35,114,85,74.56,29,25.44,21035
21,36,149,111,74.5,38,25.5,21036
21,37,123,93,75.61,30,24.39,21037
21,38,180,142,78.89,38,21.11,21038
21,39,148,116,78.38,32,21.62,21039
21,40,204,161,78.92,43,21.08,21040
21,41,131,117,89.31,14,10.69,21041
21,42,194,154,79.38,40,20.62,21042
21,43,142,115,80.99,27,19.01,21043
21,44,165,126,76.36,39,23.64,21044
21,45,142,118,83.1,24,16.9,21045
21,46,105,83,79.05,22,20.95,21046
21,47,247,194,78.54,53,21.46,21047
21,48,234,184,78.63,50,21.37,21048
21,49,241,183,75.93,58,24.07,21049
