ward,precinct,total,Alexander Giannoulias,Alexander Giannoulias Percent,Paul L. Mangieri,Paul L. Mangieri Percent,precinct_id
43,16,112,77,68.75,35,31.25,43016
43,17,100,65,65.0,35,35.0,43017
43,18,146,90,61.64,56,38.36,43018
43,19,59,48,81.36,11,18.64,43019
43,20,114,72,63.16,42,36.84,43020
43,21,121,76,62.81,45,37.19,43021
43,22,65,44,67.69,21,32.31,43022
43,23,93,54,58.06,39,41.94,43023
43,24,119,72,60.5,47,39.5,43024
43,25,131,69,52.67,62,47.33,43025
43,26,88,55,62.5,33,37.5,43026
43,27,95,63,66.32,32,33.68,43027
43,28,117,67,57.26,50,42.74,43028
43,29,81,48,59.26,33,40.74,43029
43,30,57,38,66.67,19,33.33,43030
43,31,123,76,61.79,47,38.21,43031
43,32,116,83,71.55,33,28.45,43032
43,33,30,18,60.0,12,40.0,43033
43,34,34,24,70.59,10,29.41,43034
43,35,111,64,57.66,47,42.34,43035
43,36,94,59,62.77,35,37.23,43036
43,37,75,54,72.0,21,28.0,43037
43,38,75,52,69.33,23,30.67,43038
43,39,66,44,66.67,22,33.33,43039
43,40,35,23,65.71,12,34.29,43040
43,41,52,26,50.0,26,50.0,43041
43,42,124,80,64.52,44,35.48,43042
43,43,61,47,77.05,14,22.95,43043
43,44,78,54,69.23,24,30.77,43044
43,45,42,31,73.81,11,26.19,43045
43,46,142,86,60.56,56,39.44,43046
43,47,101,64,63.37,37,36.63,43047
43,48,98,66,67.35,32,32.65,43048
43,49,107,61,57.01,46,42.99,43049
43,50,68,41,60.29,27,39.71,43050
43,51,126,84,66.67,42,33.33,43051
43,52,60,41,68.33,19,31.67,43052
43,53,113,72,63.72,41,36.28,43053
43,54,71,50,70.42,21,29.58,43054
43,55,117,83,70.94,34,29.06,43055
43,56,63,50,79.37,13,20.63,43056
43,57,60,36,60.0,24,40.0,43057
43,58,67,38,56.72,29,43.28,43058
43,59,141,76,53.9,65,46.1,43059
44,1,128,88,68.75,40,31.25,44001
44,2,76,47,61.84,29,38.16,44002
44,3,154,96,62.34,58,37.66,44003
44,4,164,109,66.46,55,33.54,44004
44,5,108,78,72.22,30,27.78,44005
44,6,90,62,68.89,28,31.11,44006
44,7,156,97,62.18,59,37.82,44007
44,8,50,40,80.0,10,20.0,44008
44,9,72,47,65.28,25,34.72,44009
44,10,56,37,66.07,19,33.93,44010
44,11,106,74,69.81,32,30.19,44011
44,12,72,47,65.28,25,34.72,44012
44,13,71,45,63.38,26,36.62,44013
44,14,84,50,59.52,34,40.48,44014
44,15,145,85,58.62,60,41.38,44015
44,16,95,61,64.21,34,35.79,44016
44,17,133,90,67.67,43,32.33,44017
44,18,79,62,78.48,17,21.52,44018
44,19,55,39,70.91,16,29.09,44019
44,20,65,54,83.08,11,16.92,44020
44,21,111,77,69.37,34,30.63,44021
44,22,149,89,59.73,60,40.27,44022
44,23,76,52,68.42,24,31.58,44023
44,24,70,50,71.43,20,28.57,44024
44,25,107,62,57.94,45,42.06,44025
44,26,63,40,63.49,23,36.51,44026
44,27,94,53,56.38,41,43.62,44027
44,28,69,51,73.91,18,26.09,44028
44,29,100,65,65.0,35,35.0,44029
44,30,96,63,65.63,33,34.38,44030
44,31,98,59,60.2,39,39.8,44031
44,32,80,57,71.25,23,28.75,44032
44,33,103,76,73.79,27,26.21,44033
44,34,74,57,77.03,17,22.97,44034
44,35,108,68,62.96,40,37.04,44035
44,36,71,49,69.01,22,30.99,44036
44,37,167,104,62.28,63,37.72,44037
44,38,80,51,63.75,29,36.25,44038
44,39,80,55,68.75,25,31.25,44039
44,40,106,64,60.38,42,39.62,44040
44,41,100,70,70.0,30,30.0,44041
44,42,138,86,62.32,52,37.68,44042
44,43,110,68,61.82,42,38.18,44043
44,44,141,87,61.7,54,38.3,44044
44,45,109,74,67.89,35,32.11,44045
44,46,89,61,68.54,28,31.46,44046
44,47,120,81,67.5,39,32.5,44047
44,48,101,70,69.31,31,30.69,44048
44,49,218,133,61.01,85,38.99,44049
44,50,91,49,53.85,42,46.15,44050
44,51,74,55,74.32,19,25.68,44051
45,1,96,59,61.46,37,38.54,45001
45,2,167,92,55.09,75,44.91,45002
45,3,257,103,40.08,154,59.92,45003
45,4,198,102,51.52,96,48.48,45004
45,5,176,90,51.14,86,48.86,45005
45,6,166,82,49.4,84,50.6,45006
45,7,110,76,69.09,34,30.91,45007
45,8,120,63,52.5,57,47.5,45008
45,9,177,90,50.85,87,49.15,45009
45,10,166,97,58.43,69,41.57,45010
45,11,131,75,57.25,56,42.75,45011
45,12,166,96,57.83,70,42.17,45012
45,13,254,78,30.71,176,69.29,45013
45,14,170,107,62.94,63,37.06,45014
45,15,168,88,52.38,80,47.62,45015
45,16,148,79,53.38,69,46.62,45016
45,17,143,82,57.34,61,42.66,45017
45,18,167,70,41.92,97,58.08,45018
45,19,185,80,43.24,105,56.76,45019
45,20,135,78,57.78,57,42.22,45020
45,21,142,79,55.63,63,44.37,45021
45,22,127,68,53.54,59,46.46,45022
45,23,142,62,43.66,80,56.34,45023
45,24,171,91,53.22,80,46.78,45024
45,25,169,84,49.7,85,50.3,45025
45,26,193,100,51.81,93,48.19,45026
45,27,123,67,54.47,56,45.53,45027
45,28,135,79,58.52,56,41.48,45028
45,29,147,81,55.1,66,44.9,45029
45,30,170,91,53.53,79,46.47,45030
45,31,134,79,58.96,55,41.04,45031
45,32,83,51,61.45,32,38.55,45032
45,33,138,80,57.97,58,42.03,45033
45,34,120,67,55.83,53,44.17,45034
45,35,142,70,49.3,72,50.7,45035
45,36,134,82,61.19,52,38.81,45036
45,37,127,90,70.87,37,29.13,45037
45,38,147,83,56.46,64,43.54,45038
45,39,176,93,52.84,83,47.16,45039
45,40,208,110,52.88,98,47.12,45040
45,41,96,63,65.63,33,34.38,45041
45,42,157,70,44.59,87,55.41,45042
45,43,132,80,60.61,52,39.39,45043
45,44,184,88,47.83,96,52.17,45044
45,45,104,66,63.46,38,36.54,45045
45,46,162,86,53.09,76,46.91,45046
45,47,133,76,57.14,57,42.86,45047
45,48,138,76,55.07,62,44.93,45048
45,49,155,95,61.29,60,38.71,45049
45,50,131,77,58.78,54,41.22,45050
45,51,141,81,57.45,60,42.55,45051
45,52,150,75,50.0,75,50.0,45052
45,53,112,48,42.86,64,57.14,45053
46,1,278,171,61.51,107,38.49,46001
46,2,138,98,71.01,40,28.99,46002
46,3,171,115,67.25,56,32.75,46003
46,4,150,102,68.0,48,32.0,46004
46,5,59,44,74.58,15,25.42,46005
46,6,125,81,64.8,44,35.2,46006
46,7,78,59,75.64,19,24.36,46007
46,8,125,85,68.0,40,32.0,46008
46,9,100,65,65.0,35,35.0,46009
46,10,79,64,81.01,15,18.99,46010
46,11,148,108,72.97,40,27.03,46011
46,12,91,51,56.04,40,43.96,46012
46,13,103,68,66.02,35,33.98,46013
46,14,77,60,77.92,17,22.08,46014
46,15,130,86,66.15,44,33.85,46015
46,16,91,59,64.84,32,35.16,46016
46,17,181,127,70.17,54,29.83,46017
46,18,162,98,60.49,64,39.51,46018
46,19,121,92,76.03,29,23.97,46019
46,20,94,66,70.21,28,29.79,46020
46,21,23,18,78.26,5,21.74,46021
46,22,82,61,74.39,21,25.61,46022
46,23,99,61,61.62,38,38.38,46023
46,24,70,49,70.0,21,30.0,46024
46,25,119,65,54.62,54,45.38,46025
46,26,106,79,74.53,27,25.47,46026
46,27,99,65,65.66,34,34.34,46027
46,28,121,98,80.99,23,19.01,46028
46,29,137,89,64.96,48,35.04,46029
46,30,159,112,70.44,47,29.56,46030
46,31,132,90,68.18,42,31.82,46031
46,32,109,58,53.21,51,46.79,46032
46,33,138,90,65.22,48,34.78,46033
46,34,131,94,71.76,37,28.24,46034
46,35,107,76,71.03,31,28.97,46035
46,36,147,92,62.59,55,37.41,46036
46,37,56,39,69.64,17,30.36,46037
46,38,122,68,55.74,54,44.26,46038
46,39,131,91,69.47,40,30.53,46039
46,40,110,63,57.27,47,42.73,46040
46,41,111,64,57.66,47,42.34,46041
46,42,91,63,69.23,28,30.77,46042
46,43,176,109,61.93,67,38.07,46043
46,44,122,85,69.67,37,30.33,46044
46,45,131,87,66.41,44,33.59,46045
46,46,123,87,70.73,36,29.27,46046
46,47,44,32,72.73,12,27.27,46047
47,1,164,106,64.63,58,35.37,47001
47,2,153,84,54.9,69,45.1,47002
47,3,114,73,64.04,41,35.96,47003
47,4,189,114,60.32,75,39.68,47004
47,5,144,87,60.42,57,39.58,47005
47,6,201,120,59.7,81,40.3,47006
47,7,139,80,57.55,59,42.45,47007
47,8,226,125,55.31,101,44.69,47008
47,9,134,73,54.48,61,45.52,47009
47,10,97,68,70.1,29,29.9,47010
47,11,254,130,51.18,124,48.82,47011
47,12,138,91,65.94,47,34.06,47012
47,13,268,188,70.15,80,29.85,47013
47,14,112,61,54.46,51,45.54,47014
47,15,131,92,70.23,39,29.77,47015
47,16,167,103,61.68,64,38.32,47016
47,17,161,91,56.52,70,43.48,47017
47,18,177,97,54.8,80,45.2,47018
47,19,241,113,46.89,128,53.11,47019
47,20,178,108,60.67,70,39.33,47020
47,21,178,109,61.24,69,38.76,47021
47,22,185,109,58.92,76,41.08,47022
47,23,71,36,50.7,35,49.3,47023
47,24,122,76,62.3,46,37.7,47024
47,25,163,95,58.28,68,41.72,47025
47,26,177,124,70.06,53,29.94,47026
47,27,128,83,64.84,45,35.16,47027
47,28,239,130,54.39,109,45.61,47028
47,29,149,84,56.38,65,43.62,47029
47,30,173,107,61.85,66,38.15,47030
47,31,151,85,56.29,66,43.71,47031
47,32,155,112,72.26,43,27.74,47032
47,33,152,82,53.95,70,46.05,47033
47,34,186,107,57.53,79,42.47,47034
47,35,212,124,58.49,88,41.51,47035
47,36,190,106,55.79,84,44.21,47036
47,37,213,136,63.85,77,36.15,47037
47,38,168,101,60.12,67,39.88,47038
47,39,155,110,70.97,45,29.03,47039
47,40,108,77,71.3,31,28.7,47040
47,41,285,171,60.0,114,40.0,47041
47,42,122,76,62.3,46,37.7,47042
47,43,103,55,53.4,48,46.6,47043
47,44,155,101,65.16,54,34.84,47044
47,45,161,103,63.98,58,36.02,47045
47,46,113,72,63.72,41,36.28,47046
47,47,145,84,57.93,61,42.07,47047
47,48,47,20,42.55,27,57.45,47048
47,49,84,53,63.1,31,36.9,47049
47,50,113,61,53.98,52,46.02,47050
47,51,111,80,72.07,31,27.93,47051
47,52,39,26,66.67,13,33.33,47052
48,1,132,104,78.79,28,21.21,48001
48,2,140,90,64.29,50,35.71,48002
48,3,156,112,71.79,44,28.21,48003
48,4,144,92,63.89,52,36.11,48004
48,5,163,95,58.28,68,41.72,48005
48,6,168,118,70.24,50,29.76,48006
48,7,115,95,82.61,20,17.39,48007
48,8,111,73,65.77,38,34.23,48008
48,9,144,102,70.83,42,29.17,48009
48,10,74,59,79.73,15,20.27,48010
48,11,200,153,76.5,47,23.5,48011
48,12,108,81,75.0,27,25.0,48012
48,13,111,83,74.77,28,25.23,48013
48,14,168,108,64.29,60,35.71,48014
48,15,70,53,75.71,17,24.29,48015
48,16,94,62,65.96,32,34.04,48016
48,17,131,107,81.68,24,18.32,48017
48,18,100,69,69.0,31,31.0,48018
48,19,141,101,71.63,40,28.37,48019
48,20,88,59,67.05,29,32.95,48020
48,21,50,38,76.0,12,24.0,48021
48,22,226,164,72.57,62,27.43,48022
48,23,140,84,60.0,56,40.0,48023
48,24,122,91,74.59,31,25.41,48024
48,25,141,102,72.34,39,27.66,48025
48,26,142,96,67.61,46,32.39,48026
48,27,91,71,78.02,20,21.98,48027
48,28,156,116,74.36,40,25.64,48028
48,29,123,74,60.16,49,39.84,48029
48,30,153,119,77.78,34,22.22,48030
48,31,109,89,81.65,20,18.35,48031
48,32,90,75,83.33,15,16.67,48032
48,33,179,148,82.68,31,17.32,48033
48,34,55,38,69.09,17,30.91,48034
48,35,108,69,63.89,39,36.11,48035
48,36,136,92,67.65,44,32.35,48036
48,37,73,54,73.97,19,26.03,48037
48,38,234,166,70.94,68,29.06,48038
48,39,109,75,68.81,34,31.19,48039
48,40,85,56,65.88,29,34.12,48040
48,41,79,61,77.22,18,22.78,48041
48,42,120,96,80.0,24,20.0,48042
48,43,158,113,71.52,45,28.48,48043
48,44,108,87,80.56,21,19.44,48044
48,45,111,73,65.77,38,34.23,48045
48,46,95,74,77.89,21,22.11,48046
48,47,105,82,78.1,23,21.9,48047
48,48,134,88,65.67,46,34.33,48048
48,49,49,33,67.35,16,32.65,48049
48,50,183,130,71.04,53,28.96,48050
48,51,231,176,76.19,55,23.81,48051
48,52,76,54,71.05,22,28.95,48052
48,53,105,80,76.19,25,23.81,48053
48,54,86,61,70.93,25,29.07,48054
48,55,58,44,75.86,14,24.14,48055
48,56,138,102,73.91,36,26.09,48056
49,1,120,93,77.5,27,22.5,49001
49,2,195,124,63.59,71,36.41,49002
49,3,95,69,72.63,26,27.37,49003
49,4,68,48,70.59,20,29.41,49004
49,5,147,119,80.95,28,19.05,49005
49,6,117,84,71.79,33,28.21,49006
49,7,101,73,72.28,28,27.72,49007
49,8,127,100,78.74,27,21.26,49008
49,9,114,80,70.18,34,29.82,49009
49,10,92,62,67.39,30,32.61,49010
49,11,99,68,68.69,31,31.31,49011
49,12,119,86,72.27,33,27.73,49012
49,13,142,104,73.24,38,26.76,49013
49,14,109,76,69.72,33,30.28,49014
49,15,65,50,76.92,15,23.08,49015
49,16,82,63,76.83,19,23.17,49016
49,17,11,10,90.91,1,9.09,49017
49,18,77,58,75.32,19,24.68,49018
49,19,86,58,67.44,28,32.56,49019
49,20,147,113,76.87,34,23.13,49020
49,21,47,32,68.09,15,31.91,49021
49,22,123,91,73.98,32,26.02,49022
49,23,98,80,81.63,18,18.37,49023
49,24,133,78,58.65,55,41.35,49024
49,25,119,83,69.75,36,30.25,49025
49,26,113,86,76.11,27,23.89,49026
49,27,109,79,72.48,30,27.52,49027
49,28,102,86,84.31,16,15.69,49028
49,29,109,80,73.39,29,26.61,49029
49,30,114,83,72.81,31,27.19,49030
49,31,88,68,77.27,20,22.73,49031
49,32,80,55,68.75,25,31.25,49032
49,33,103,79,76.7,24,23.3,49033
49,34,98,65,66.33,33,33.67,49034
49,35,155,124,80.0,31,20.0,49035
49,36,134,104,77.61,30,22.39,49036
49,37,104,77,74.04,27,25.96,49037
49,38,93,70,75.27,23,24.73,49038
49,39,86,65,75.58,21,24.42,49039
49,40,97,63,64.95,34,35.05,49040
49,41,112,80,71.43,32,28.57,49041
49,42,106,82,77.36,24,22.64,49042
50,1,182,97,53.3,85,46.7,50001
50,2,142,75,52.82,67,47.18,50002
50,3,108,65,60.19,43,39.81,50003
50,4,114,71,62.28,43,37.72,50004
50,5,119,68,57.14,51,42.86,50005
50,6,132,79,59.85,53,40.15,50006
50,7,173,118,68.21,55,31.79,50007
50,8,99,63,63.64,36,36.36,50008
50,9,111,66,59.46,45,40.54,50009
50,10,76,40,52.63,36,47.37,50010
50,11,110,54,49.09,56,50.91,50011
50,12,119,72,60.5,47,39.5,50012
50,13,131,87,66.41,44,33.59,50013
50,14,88,60,68.18,28,31.82,50014
50,15,169,111,65.68,58,34.32,50015
50,16,96,52,54.17,44,45.83,50016
50,17,83,57,68.67,26,31.33,50017
50,18,105,68,64.76,37,35.24,50018
50,19,107,73,68.22,34,31.78,50019
50,20,106,67,63.21,39,36.79,50020
50,21,148,86,58.11,62,41.89,50021
50,22,107,75,70.09,32,29.91,50022
50,23,86,53,61.63,33,38.37,50023
50,24,98,62,63.27,36,36.73,50024
50,25,106,57,53.77,49,46.23,50025
50,26,78,46,58.97,32,41.03,50026
50,27,64,40,62.5,24,37.5,50027
50,28,75,48,64.0,27,36.0,50028
50,29,131,89,67.94,42,32.06,50029
50,30,119,71,59.66,48,40.34,50030
50,31,74,44,59.46,30,40.54,50031
50,32,88,60,68.18,28,31.82,50032
50,33,76,51,67.11,25,32.89,50033
50,34,113,89,78.76,24,21.24,50034
50,35,171,109,63.74,62,36.26,50035
50,36,128,89,69.53,39,30.47,50036
50,37,154,112,72.73,42,27.27,50037
50,38,137,74,54.01,63,45.99,50038
50,39,118,78,66.1,40,33.9,50039
50,40,112,62,55.36,50,44.64,50040
50,41,144,89,61.81,55,38.19,50041
50,42,138,85,61.59,53,38.41,50042
50,43,103,60,58.25,43,41.75,50043
50,44,101,58,57.43,43,42.57,50044
50,45,67,29,43.28,38,56.72,50045
