ward,precinct,total,Jeffrey M. Schoenberg,Jeffrey M. Schoenberg Percent,precinct_id
49,1,217,217,100.0,49001
49,5,251,251,100.0,49005
49,6,238,238,100.0,49006
49,14,238,238,100.0,49014
49,16,211,211,100.0,49016
49,20,263,263,100.0,49020
49,30,238,238,100.0,49030
49,34,236,236,100.0,49034
49,35,304,304,100.0,49035
