ward,precinct,total,Rosemary Mulligan,Rosemary Mulligan Percent,precinct_id
41,13,149,149,100.0,41013
41,25,92,92,100.0,41025
41,26,120,120,100.0,41026
41,28,190,190,100.0,41028
41,29,108,108,100.0,41029
41,32,178,178,100.0,41032
41,48,126,126,100.0,41048
