ward,precinct,total,Nancy Carlson,Nancy Carlson Percent,precinct_id
2,25,152,20,13.16,02025
2,26,489,73,14.93,02026
2,27,228,6,2.63,02027
2,28,166,33,19.88,02028
2,29,90,10,11.11,02029
2,30,104,4,3.85,02030
2,31,284,11,3.87,02031
2,32,119,0,0.0,02032
2,33,174,7,4.02,02033
2,34,242,4,1.65,02034
2,35,112,14,12.5,02035
2,36,134,1,0.75,02036
2,37,379,63,16.62,02037
2,38,253,7,2.77,02038
2,39,243,24,9.88,02039
2,40,352,28,7.95,02040
2,41,117,6,5.13,02041
2,42,82,3,3.66,02042
2,43,410,46,11.22,02043
2,44,197,2,1.02,02044
2,45,230,12,5.22,02045
2,46,365,9,2.47,02046
2,47,208,4,1.92,02047
2,48,184,2,1.09,02048
2,49,309,45,14.56,02049
2,50,186,21,11.29,02050
2,51,217,5,2.3,02051
2,52,279,5,1.79,02052
2,53,79,0,0.0,02053
2,54,381,63,16.54,02054
2,55,81,5,6.17,02055
2,56,235,8,3.4,02056
2,57,160,4,2.5,02057
2,58,164,23,14.02,02058
2,59,311,46,14.79,02059
2,60,558,143,25.63,02060
3,1,234,2,0.85,03001
3,2,324,9,2.78,03002
3,3,238,22,9.24,03003
3,4,176,2,1.14,03004
3,5,240,10,4.17,03005
3,6,134,1,0.75,03006
3,7,235,11,4.68,03007
3,8,49,2,4.08,03008
3,9,185,6,3.24,03009
3,10,107,0,0.0,03010
3,11,253,4,1.58,03011
3,12,240,5,2.08,03012
3,13,178,13,7.3,03013
3,14,127,2,1.57,03014
3,15,263,10,3.8,03015
3,16,213,2,0.94,03016
3,17,143,2,1.4,03017
3,18,132,1,0.76,03018
3,19,13,0,0.0,03019
3,20,188,6,3.19,03020
3,21,128,1,0.78,03021
3,22,150,2,1.33,03022
3,23,46,0,0.0,03023
3,24,170,1,0.59,03024
3,25,179,0,0.0,03025
3,26,210,6,2.86,03026
3,27,208,3,1.44,03027
3,28,113,3,2.65,03028
3,29,189,5,2.65,03029
3,30,200,2,1.0,03030
3,31,309,3,0.97,03031
3,32,187,2,1.07,03032
3,33,301,5,1.66,03033
3,34,186,6,3.23,03034
3,35,214,3,1.4,03035
3,36,110,6,5.45,03036
3,37,63,2,3.17,03037
3,38,272,3,1.1,03038
3,39,271,6,2.21,03039
3,40,181,4,2.21,03040
3,41,205,4,1.95,03041
3,42,178,8,4.49,03042
3,43,105,5,4.76,03043
3,44,96,0,0.0,03044
3,45,247,22,8.91,03045
3,46,101,4,3.96,03046
3,47,147,3,2.04,03047
3,48,164,2,1.22,03048
3,49,71,3,4.23,03049
3,50,205,6,2.93,03050
3,51,85,10,11.76,03051
3,52,93,1,1.08,03052
3,53,200,16,8.0,03053
3,54,480,78,16.25,03054
4,1,244,12,4.92,04001
4,2,327,11,3.36,04002
4,3,378,7,1.85,04003
4,4,344,6,1.74,04004
4,5,315,10,3.17,04005
4,6,135,2,1.48,04006
4,7,291,5,1.72,04007
4,8,307,4,1.3,04008
4,9,559,7,1.25,04009
4,10,295,6,2.03,04010
4,11,283,5,1.77,04011
4,12,165,0,0.0,04012
4,13,236,4,1.69,04013
4,14,243,2,0.82,04014
4,15,184,6,3.26,04015
4,16,340,6,1.76,04016
4,17,295,26,8.81,04017
4,18,308,9,2.92,04018
4,19,313,2,0.64,04019
4,20,95,0,0.0,04020
4,21,368,14,3.8,04021
4,22,400,14,3.5,04022
4,23,208,16,7.69,04023
4,24,313,10,3.19,04024
4,25,312,8,2.56,04025
4,26,317,4,1.26,04026
4,27,252,4,1.59,04027
4,28,217,15,6.91,04028
4,29,267,15,5.62,04029
4,30,71,2,2.82,04030
4,31,135,2,1.48,04031
4,32,357,20,5.6,04032
4,33,186,0,0.0,04033
4,34,261,28,10.73,04034
4,35,210,9,4.29,04035
4,36,177,5,2.82,04036
4,37,120,6,5.0,04037
4,38,430,19,4.42,04038
4,39,175,2,1.14,04039
4,40,267,11,4.12,04040
4,41,166,16,9.64,04041
4,42,332,7,2.11,04042
4,43,227,7,3.08,04043
4,44,222,17,7.66,04044
4,45,476,18,3.78,04045
4,46,245,7,2.86,04046
4,47,414,20,4.83,04047
4,48,399,19,4.76,04048
4,49,216,8,3.7,04049
4,50,250,3,1.2,04050
4,51,314,8,2.55,04051
4,52,342,7,2.05,04052
4,53,255,6,2.35,04053
4,54,159,5,3.14,04054
4,55,212,18,8.49,04055
5,1,304,3,0.99,05001
5,2,243,5,2.06,05002
5,3,165,7,4.24,05003
5,4,189,3,1.59,05004
5,5,244,7,2.87,05005
5,6,312,7,2.24,05006
5,7,290,6,2.07,05007
5,8,409,28,6.85,05008
5,9,258,4,1.55,05009
5,10,275,7,2.55,05010
5,11,303,28,9.24,05011
5,12,202,3,1.49,05012
5,13,252,9,3.57,05013
5,14,362,13,3.59,05014
5,15,264,18,6.82,05015
5,16,234,3,1.28,05016
5,17,320,4,1.25,05017
5,18,297,7,2.36,05018
5,19,144,9,6.25,05019
5,20,135,2,1.48,05020
5,21,303,9,2.97,05021
5,22,271,3,1.11,05022
5,23,226,6,2.65,05023
5,24,259,11,4.25,05024
5,25,278,4,1.44,05025
5,26,299,8,2.68,05026
5,27,406,40,9.85,05027
5,28,301,3,1.0,05028
5,29,299,5,1.67,05029
5,30,285,36,12.63,05030
5,31,225,2,0.89,05031
5,32,409,13,3.18,05032
5,33,194,6,3.09,05033
5,34,279,3,1.08,05034
5,35,234,20,8.55,05035
5,36,167,2,1.2,05036
5,37,229,11,4.8,05037
5,38,298,18,6.04,05038
5,39,362,27,7.46,05039
5,40,267,3,1.12,05040
5,41,261,22,8.43,05041
5,42,275,6,2.18,05042
5,43,300,3,1.0,05043
5,44,346,3,0.87,05044
5,45,164,6,3.66,05045
5,46,300,17,5.67,05046
5,47,217,0,0.0,05047
5,48,160,6,3.75,05048
5,49,60,2,3.33,05049
5,50,236,3,1.27,05050
5,51,194,3,1.55,05051
5,52,54,4,7.41,05052
5,53,297,12,4.04,05053
5,54,375,3,0.8,05054
5,55,248,5,2.02,05055
6,1,331,3,0.91,06001
6,2,328,4,1.22,06002
6,3,324,7,2.16,06003
6,4,189,9,4.76,06004
6,5,168,0,0.0,06005
6,6,247,0,0.0,06006
6,7,304,7,2.3,06007
6,8,324,3,0.93,06008
6,9,288,3,1.04,06009
6,10,382,3,0.79,06010
6,11,267,3,1.12,06011
6,12,249,6,2.41,06012
6,13,267,3,1.12,06013
6,14,308,3,0.97,06014
6,15,197,5,2.54,06015
6,16,331,1,0.3,06016
6,17,334,0,0.0,06017
6,18,166,7,4.22,06018
6,19,347,2,0.58,06019
6,20,251,5,1.99,06020
6,21,275,2,0.73,06021
6,22,266,3,1.13,06022
6,23,241,5,2.07,06023
6,24,302,4,1.32,06024
6,25,215,2,0.93,06025
6,26,313,2,0.64,06026
6,27,377,4,1.06,06027
6,28,473,7,1.48,06028
6,29,326,5,1.53,06029
6,30,220,1,0.45,06030
6,31,327,2,0.61,06031
6,32,304,5,1.64,06032
6,33,355,6,1.69,06033
6,34,257,3,1.17,06034
6,35,268,4,1.49,06035
6,36,165,4,2.42,06036
6,37,349,9,2.58,06037
6,38,308,4,1.3,06038
6,39,265,2,0.75,06039
6,40,177,2,1.13,06040
6,41,309,4,1.29,06041
6,42,163,1,0.61,06042
6,43,329,10,3.04,06043
6,44,280,4,1.43,06044
6,45,224,4,1.79,06045
6,46,276,6,2.17,06046
6,47,349,8,2.29,06047
6,48,275,4,1.45,06048
6,49,293,1,0.34,06049
6,50,308,5,1.62,06050
6,51,211,4,1.9,06051
6,52,204,2,0.98,06052
6,53,261,4,1.53,06053
6,54,267,6,2.25,06054
6,55,272,2,0.74,06055
6,56,215,3,1.4,06056
6,57,190,2,1.05,06057
6,58,312,3,0.96,06058
6,59,274,3,1.09,06059
6,60,198,2,1.01,06060
6,61,190,4,2.11,06061
6,62,273,3,1.1,06062
6,63,254,3,1.18,06063
6,64,335,3,0.9,06064
7,1,308,5,1.62,07001
7,2,320,5,1.56,07002
7,3,167,4,2.4,07003
7,4,228,2,0.88,07004
7,5,225,9,4.0,07005
7,6,222,4,1.8,07006
7,7,175,3,1.71,07007
7,8,108,2,1.85,07008
7,9,246,7,2.85,07009
7,10,181,3,1.66,07010
7,11,277,3,1.08,07011
7,12,189,2,1.06,07012
7,13,171,3,1.75,07013
7,14,277,6,2.17,07014
7,15,149,6,4.03,07015
7,16,197,3,1.52,07016
7,17,177,1,0.56,07017
7,18,177,5,2.82,07018
7,19,357,7,1.96,07019
7,20,138,4,2.9,07020
7,21,256,5,1.95,07021
7,22,183,3,1.64,07022
7,23,164,3,1.83,07023
7,24,232,3,1.29,07024
7,25,312,8,2.56,07025
7,26,330,5,1.52,07026
7,27,359,5,1.39,07027
7,28,254,3,1.18,07028
7,29,150,1,0.67,07029
7,30,283,6,2.12,07030
7,31,246,0,0.0,07031
7,32,228,9,3.95,07032
7,33,210,1,0.48,07033
7,34,231,3,1.3,07034
7,35,169,20,11.83,07035
7,36,307,4,1.3,07036
7,37,116,1,0.86,07037
7,38,199,6,3.02,07038
7,39,214,2,0.93,07039
7,40,349,10,2.87,07040
7,41,193,1,0.52,07041
7,42,379,8,2.11,07042
7,43,260,4,1.54,07043
7,44,348,15,4.31,07044
7,45,354,9,2.54,07045
7,46,115,6,5.22,07046
7,47,225,3,1.33,07047
7,48,112,4,3.57,07048
7,49,146,0,0.0,07049
7,50,166,4,2.41,07050
7,51,217,1,0.46,07051
7,52,216,2,0.93,07052
7,53,220,4,1.82,07053
7,54,118,2,1.69,07054
7,55,217,0,0.0,07055
7,56,211,4,1.9,07056
7,57,199,4,2.01,07057
7,58,333,6,1.8,07058
7,59,152,1,0.66,07059
7,60,174,3,1.72,07060
7,61,234,7,2.99,07061
7,62,229,4,1.75,07062
7,63,246,18,7.32,07063
7,64,204,7,3.43,07064
7,65,258,3,1.16,07065
8,1,310,3,0.97,08001
8,2,156,1,0.64,08002
8,3,352,3,0.85,08003
8,4,283,3,1.06,08004
8,5,330,3,0.91,08005
8,6,309,2,0.65,08006
8,7,220,2,0.91,08007
8,8,326,3,0.92,08008
8,9,341,7,2.05,08009
8,10,383,4,1.04,08010
8,11,262,3,1.15,08011
8,12,250,5,2.0,08012
8,13,237,3,1.27,08013
8,14,219,2,0.91,08014
8,15,235,7,2.98,08015
8,16,294,3,1.02,08016
8,17,266,6,2.26,08017
8,18,189,1,0.53,08018
8,19,353,3,0.85,08019
8,20,204,4,1.96,08020
8,21,230,6,2.61,08021
8,22,242,5,2.07,08022
8,23,252,2,0.79,08023
8,24,315,4,1.27,08024
8,25,291,6,2.06,08025
8,26,193,3,1.55,08026
8,27,326,6,1.84,08027
8,28,229,3,1.31,08028
8,29,303,3,0.99,08029
8,30,246,3,1.22,08030
8,31,218,2,0.92,08031
8,32,418,3,0.72,08032
8,33,254,4,1.57,08033
8,34,365,5,1.37,08034
8,35,334,7,2.1,08035
8,36,274,1,0.36,08036
8,37,289,1,0.35,08037
8,38,264,5,1.89,08038
8,39,315,1,0.32,08039
8,40,272,4,1.47,08040
8,41,236,5,2.12,08041
8,42,290,6,2.07,08042
8,43,223,2,0.9,08043
8,44,215,6,2.79,08044
8,45,212,5,2.36,08045
8,46,233,2,0.86,08046
8,47,283,7,2.47,08047
8,48,221,6,2.71,08048
8,49,330,3,0.91,08049
8,50,297,2,0.67,08050
8,51,328,4,1.22,08051
8,52,283,2,0.71,08052
8,53,340,11,3.24,08053
8,54,302,4,1.32,08054
8,55,253,5,1.98,08055
8,56,311,4,1.29,08056
8,57,255,4,1.57,08057
8,58,289,1,0.35,08058
8,59,189,4,2.12,08059
8,60,221,5,2.26,08060
8,61,237,4,1.69,08061
8,62,238,1,0.42,08062
8,63,321,2,0.62,08063
8,64,248,8,3.23,08064
8,65,190,3,1.58,08065
8,66,431,8,1.86,08066
8,67,146,1,0.68,08067
8,68,177,2,1.13,08068
8,69,208,2,0.96,08069
8,70,372,11,2.96,08070
9,1,333,3,0.9,09001
9,2,320,8,2.5,09002
9,3,180,2,1.11,09003
9,4,308,8,2.6,09004
9,5,276,4,1.45,09005
9,6,298,3,1.01,09006
9,7,263,5,1.9,09007
9,8,259,0,0.0,09008
9,9,326,1,0.31,09009
9,10,254,6,2.36,09010
9,11,241,4,1.66,09011
9,12,272,2,0.74,09012
9,13,285,3,1.05,09013
9,14,374,8,2.14,09014
9,15,269,5,1.86,09015
9,16,235,3,1.28,09016
9,17,270,3,1.11,09017
9,18,280,6,2.14,09018
9,19,301,3,1.0,09019
9,20,334,4,1.2,09020
9,21,305,3,0.98,09021
9,22,342,6,1.75,09022
9,23,245,1,0.41,09023
9,24,171,1,0.58,09024
9,25,222,20,9.01,09025
9,26,167,4,2.4,09026
9,27,291,8,2.75,09027
9,28,171,6,3.51,09028
9,29,251,2,0.8,09029
9,30,223,1,0.45,09030
9,31,253,3,1.19,09031
9,32,298,5,1.68,09032
9,33,190,4,2.11,09033
9,34,237,5,2.11,09034
9,35,333,3,0.9,09035
9,36,321,2,0.62,09036
9,37,229,28,12.23,09037
9,38,304,4,1.32,09038
9,39,290,1,0.34,09039
9,40,317,6,1.89,09040
9,41,325,5,1.54,09041
9,42,165,1,0.61,09042
9,43,190,3,1.58,09043
9,44,203,3,1.48,09044
9,45,303,3,0.99,09045
9,46,258,3,1.16,09046
9,47,339,11,3.24,09047
9,48,315,8,2.54,09048
9,49,238,4,1.68,09049
9,50,249,2,0.8,09050
9,51,149,4,2.68,09051
9,52,319,4,1.25,09052
9,53,129,0,0.0,09053
10,1,207,6,2.9,10001
10,2,160,24,15.0,10002
10,3,248,44,17.74,10003
10,4,183,11,6.01,10004
10,5,207,38,18.36,10005
10,6,233,3,1.29,10006
10,7,64,4,6.25,10007
10,8,193,39,20.21,10008
10,9,229,31,13.54,10009
10,10,226,44,19.47,10010
10,11,225,34,15.11,10011
10,12,193,20,10.36,10012
10,13,193,19,9.84,10013
10,14,239,44,18.41,10014
10,15,105,20,19.05,10015
10,16,234,42,17.95,10016
10,17,165,28,16.97,10017
10,18,207,3,1.45,10018
10,19,265,44,16.6,10019
10,20,185,26,14.05,10020
10,21,181,41,22.65,10021
10,22,41,8,19.51,10022
10,23,185,20,10.81,10023
10,24,217,46,21.2,10024
10,25,260,15,5.77,10025
10,26,188,30,15.96,10026
10,27,277,39,14.08,10027
10,28,157,7,4.46,10028
10,29,216,8,3.7,10029
10,30,251,18,7.17,10030
10,31,226,32,14.16,10031
10,32,244,42,17.21,10032
10,33,205,31,15.12,10033
10,34,191,10,5.24,10034
10,35,212,20,9.43,10035
10,36,238,14,5.88,10036
10,37,197,6,3.05,10037
10,38,258,40,15.5,10038
10,39,200,19,9.5,10039
10,40,171,9,5.26,10040
10,41,274,50,18.25,10041
10,42,218,51,23.39,10042
10,43,106,6,5.66,10043
10,44,203,16,7.88,10044
10,45,135,15,11.11,10045
10,46,236,19,8.05,10046
10,47,195,24,12.31,10047
10,48,184,5,2.72,10048
10,49,183,5,2.73,10049
11,1,263,30,11.41,11001
11,2,207,30,14.49,11002
11,3,193,16,8.29,11003
11,4,267,21,7.87,11004
11,5,166,17,10.24,11005
11,6,308,32,10.39,11006
11,7,239,27,11.3,11007
11,8,258,34,13.18,11008
11,9,191,24,12.57,11009
11,10,162,21,12.96,11010
11,11,357,53,14.85,11011
11,12,253,29,11.46,11012
11,13,214,15,7.01,11013
11,14,212,29,13.68,11014
11,15,218,24,11.01,11015
11,16,270,32,11.85,11016
11,17,319,35,10.97,11017
11,18,190,28,14.74,11018
11,19,223,27,12.11,11019
11,20,190,12,6.32,11020
11,21,281,17,6.05,11021
11,22,212,16,7.55,11022
11,23,204,21,10.29,11023
11,24,429,40,9.32,11024
11,25,211,21,9.95,11025
11,26,348,21,6.03,11026
11,27,286,28,9.79,11027
11,28,216,15,6.94,11028
11,29,291,27,9.28,11029
11,30,259,35,13.51,11030
11,31,190,19,10.0,11031
11,32,213,20,9.39,11032
11,33,169,12,7.1,11033
11,34,167,8,4.79,11034
11,35,303,33,10.89,11035
11,36,79,6,7.59,11036
11,37,299,31,10.37,11037
11,38,362,38,10.5,11038
11,39,384,27,7.03,11039
11,40,164,11,6.71,11040
11,41,157,7,4.46,11041
11,42,177,11,6.21,11042
11,43,302,32,10.6,11043
11,44,227,31,13.66,11044
11,45,141,20,14.18,11045
11,46,202,11,5.45,11046
11,47,249,36,14.46,11047
11,48,104,11,10.58,11048
11,49,221,27,12.22,11049
11,50,166,21,12.65,11050
12,1,100,15,15.0,12001
12,2,170,20,11.76,12002
12,3,177,25,14.12,12003
12,4,157,17,10.83,12004
12,5,153,21,13.73,12005
12,6,140,13,9.29,12006
12,7,183,15,8.2,12007
12,8,281,38,13.52,12008
12,9,147,10,6.8,12009
12,10,173,21,12.14,12010
12,11,257,17,6.61,12011
12,12,162,16,9.88,12012
12,13,238,26,10.92,12013
12,14,156,21,13.46,12014
12,15,130,7,5.38,12015
12,16,130,16,12.31,12016
12,17,207,15,7.25,12017
12,18,209,17,8.13,12018
12,19,214,35,16.36,12019
12,20,176,23,13.07,12020
12,21,215,21,9.77,12021
12,22,140,20,14.29,12022
12,23,165,18,10.91,12023
12,24,228,29,12.72,12024
13,1,269,38,14.13,13001
13,2,203,15,7.39,13002
13,3,325,36,11.08,13003
13,4,403,65,16.13,13004
13,5,319,22,6.9,13005
13,6,275,33,12.0,13006
13,7,242,24,9.92,13007
13,8,316,36,11.39,13008
13,9,303,33,10.89,13009
13,10,243,33,13.58,13010
13,11,299,24,8.03,13011
13,12,238,31,13.03,13012
13,13,297,24,8.08,13013
13,14,222,32,14.41,13014
13,15,409,37,9.05,13015
13,16,226,13,5.75,13016
13,17,261,43,16.48,13017
13,18,220,23,10.45,13018
13,19,233,16,6.87,13019
13,20,261,35,13.41,13020
13,21,330,33,10.0,13021
13,22,257,20,7.78,13022
13,23,215,24,11.16,13023
13,24,255,33,12.94,13024
13,25,230,36,15.65,13025
13,26,197,17,8.63,13026
13,27,285,39,13.68,13027
13,28,229,25,10.92,13028
13,29,238,19,7.98,13029
13,30,306,22,7.19,13030
13,31,330,25,7.58,13031
13,32,293,20,6.83,13032
13,33,248,27,10.89,13033
13,34,225,33,14.67,13034
13,35,285,30,10.53,13035
13,36,172,19,11.05,13036
13,37,196,24,12.24,13037
13,38,281,35,12.46,13038
13,39,263,23,8.75,13039
13,40,321,43,13.4,13040
13,41,232,11,4.74,13041
13,42,253,20,7.91,13042
13,43,192,7,3.65,13043
13,44,317,10,3.15,13044
13,45,365,31,8.49,13045
13,46,285,24,8.42,13046
13,47,248,32,12.9,13047
13,48,285,33,11.58,13048
13,49,301,39,12.96,13049
13,50,389,24,6.17,13050
14,1,136,14,10.29,14001
14,2,189,26,13.76,14002
14,3,267,22,8.24,14003
14,4,172,20,11.63,14004
14,5,259,11,4.25,14005
14,6,198,23,11.62,14006
14,7,210,27,12.86,14007
14,8,139,15,10.79,14008
14,9,228,13,5.7,14009
14,10,218,27,12.39,14010
14,11,165,9,5.45,14011
14,12,148,12,8.11,14012
14,13,199,15,7.54,14013
14,14,171,18,10.53,14014
14,15,255,21,8.24,14015
14,16,220,18,8.18,14016
14,17,266,19,7.14,14017
14,18,194,12,6.19,14018
14,19,258,17,6.59,14019
14,20,171,20,11.7,14020
14,21,208,13,6.25,14021
14,22,248,18,7.26,14022
14,23,253,27,10.67,14023
14,24,125,7,5.6,14024
14,25,226,19,8.41,14025
14,26,245,26,10.61,14026
14,27,269,35,13.01,14027
14,28,222,24,10.81,14028
14,29,253,20,7.91,14029
14,30,160,16,10.0,14030
14,31,237,18,7.59,14031
14,32,139,7,5.04,14032
14,33,170,13,7.65,14033
14,34,167,7,4.19,14034
14,35,189,14,7.41,14035
15,1,152,9,5.92,15001
15,2,181,3,1.66,15002
15,3,181,4,2.21,15003
15,4,194,6,3.09,15004
15,5,195,1,0.51,15005
15,6,209,12,5.74,15006
15,7,152,0,0.0,15007
15,8,280,6,2.14,15008
15,9,222,11,4.95,15009
15,10,163,24,14.72,15010
15,11,224,5,2.23,15011
15,12,125,1,0.8,15012
15,13,147,15,10.2,15013
15,14,260,41,15.77,15014
15,15,182,19,10.44,15015
15,16,153,17,11.11,15016
15,17,185,2,1.08,15017
15,18,148,3,2.03,15018
15,19,196,4,2.04,15019
15,20,174,4,2.3,15020
15,21,209,4,1.91,15021
15,22,240,11,4.58,15022
15,23,157,3,1.91,15023
15,24,252,11,4.37,15024
15,25,179,11,6.15,15025
15,26,147,5,3.4,15026
15,27,160,5,3.13,15027
15,28,198,28,14.14,15028
15,29,100,2,2.0,15029
15,30,204,4,1.96,15030
15,31,166,5,3.01,15031
15,32,197,17,8.63,15032
15,33,127,7,5.51,15033
15,34,162,4,2.47,15034
15,35,190,4,2.11,15035
15,36,142,4,2.82,15036
15,37,156,2,1.28,15037
15,38,178,6,3.37,15038
15,39,210,4,1.9,15039
15,40,189,5,2.65,15040
15,41,267,19,7.12,15041
15,42,98,0,0.0,15042
15,43,159,4,2.52,15043
15,44,204,11,5.39,15044
15,45,88,3,3.41,15045
15,46,145,1,0.69,15046
15,47,230,3,1.3,15047
15,48,148,0,0.0,15048
15,49,135,11,8.15,15049
15,50,184,4,2.17,15050
15,51,149,3,2.01,15051
15,52,126,3,2.38,15052
16,1,150,8,5.33,16001
16,2,151,0,0.0,16002
16,3,196,5,2.55,16003
16,4,147,12,8.16,16004
16,5,205,4,1.95,16005
16,6,79,4,5.06,16006
16,7,185,12,6.49,16007
16,8,239,9,3.77,16008
16,9,269,2,0.74,16009
16,10,139,1,0.72,16010
16,11,246,8,3.25,16011
16,12,155,4,2.58,16012
16,13,162,20,12.35,16013
16,14,199,3,1.51,16014
16,15,243,5,2.06,16015
16,16,211,2,0.95,16016
16,17,208,25,12.02,16017
16,18,194,5,2.58,16018
16,19,167,1,0.6,16019
16,20,200,2,1.0,16020
16,21,174,17,9.77,16021
16,22,178,1,0.56,16022
16,23,193,22,11.4,16023
16,24,121,2,1.65,16024
16,25,159,3,1.89,16025
16,26,191,2,1.05,16026
16,27,247,4,1.62,16027
16,28,240,1,0.42,16028
16,29,104,4,3.85,16029
16,30,151,6,3.97,16030
16,31,243,4,1.65,16031
16,32,191,22,11.52,16032
16,33,159,2,1.26,16033
16,34,153,4,2.61,16034
16,35,199,18,9.05,16035
16,36,197,1,0.51,16036
16,37,132,3,2.27,16037
16,38,186,7,3.76,16038
16,39,161,21,13.04,16039
16,40,228,7,3.07,16040
16,41,117,4,3.42,16041
16,42,159,14,8.81,16042
16,43,237,3,1.27,16043
16,44,197,14,7.11,16044
16,45,129,3,2.33,16045
16,46,66,1,1.52,16046
17,1,178,2,1.12,17001
17,2,191,9,4.71,17002
17,3,162,7,4.32,17003
17,4,318,4,1.26,17004
17,5,213,1,0.47,17005
17,6,177,7,3.95,17006
17,7,249,3,1.2,17007
17,8,215,4,1.86,17008
17,9,156,2,1.28,17009
17,10,218,5,2.29,17010
17,11,239,3,1.26,17011
17,12,268,5,1.87,17012
17,13,168,9,5.36,17013
17,14,206,6,2.91,17014
17,15,203,5,2.46,17015
17,16,184,5,2.72,17016
17,17,172,3,1.74,17017
17,18,256,4,1.56,17018
17,19,95,0,0.0,17019
17,20,214,4,1.87,17020
17,21,316,6,1.9,17021
17,22,232,5,2.16,17022
17,23,183,1,0.55,17023
17,24,228,3,1.32,17024
17,25,142,1,0.7,17025
17,26,290,5,1.72,17026
17,27,289,2,0.69,17027
17,28,191,7,3.66,17028
17,29,236,2,0.85,17029
17,30,234,4,1.71,17030
17,31,223,4,1.79,17031
17,32,253,4,1.58,17032
17,33,184,4,2.17,17033
17,34,192,4,2.08,17034
17,35,135,3,2.22,17035
17,36,130,4,3.08,17036
17,37,220,2,0.91,17037
17,38,215,5,2.33,17038
17,39,143,4,2.8,17039
17,40,171,4,2.34,17040
17,41,183,1,0.55,17041
17,42,185,2,1.08,17042
17,43,178,1,0.56,17043
17,44,169,4,2.37,17044
17,45,135,5,3.7,17045
17,46,215,4,1.86,17046
17,47,124,1,0.81,17047
17,48,244,7,2.87,17048
17,49,182,4,2.2,17049
17,50,219,3,1.37,17050
17,51,255,1,0.39,17051
17,52,281,5,1.78,17052
17,53,200,3,1.5,17053
17,54,254,2,0.79,17054
17,55,209,4,1.91,17055
17,56,236,2,0.85,17056
17,57,253,1,0.4,17057
17,58,170,1,0.59,17058
17,59,108,3,2.78,17059
17,60,309,2,0.65,17060
17,61,216,3,1.39,17061
17,62,172,2,1.16,17062
17,63,189,5,2.65,17063
17,64,145,3,2.07,17064
18,1,145,5,3.45,18001
18,2,286,8,2.8,18002
18,3,238,45,18.91,18003
18,4,320,10,3.13,18004
18,5,306,8,2.61,18005
18,6,240,44,18.33,18006
18,7,272,15,5.51,18007
18,8,113,2,1.77,18008
18,9,323,18,5.57,18009
18,10,408,9,2.21,18010
18,11,278,20,7.19,18011
18,12,371,20,5.39,18012
18,13,333,8,2.4,18013
18,14,347,11,3.17,18014
18,15,190,29,15.26,18015
18,16,338,6,1.78,18016
18,17,246,14,5.69,18017
18,18,331,22,6.65,18018
18,19,357,4,1.12,18019
18,20,302,5,1.66,18020
18,21,413,20,4.84,18021
18,22,348,13,3.74,18022
18,23,248,7,2.82,18023
18,24,278,4,1.44,18024
18,25,295,4,1.36,18025
18,26,231,10,4.33,18026
18,27,260,14,5.38,18027
18,28,301,40,13.29,18028
18,29,317,39,12.3,18029
18,30,250,0,0.0,18030
18,31,263,13,4.94,18031
18,32,372,6,1.61,18032
