ward,precinct,total,Mike Quigley,Mike Quigley Percent,precinct_id
32,32,31,31,100.0,32032
32,44,172,172,100.0,32044
32,47,330,330,100.0,32047
32,49,160,160,100.0,32049
32,50,264,264,100.0,32050
32,51,251,251,100.0,32051
39,1,209,209,100.0,39001
39,2,356,356,100.0,39002
39,3,215,215,100.0,39003
39,4,180,180,100.0,39004
39,15,191,191,100.0,39015
39,16,177,177,100.0,39016
39,17,186,186,100.0,39017
39,18,226,226,100.0,39018
39,20,172,172,100.0,39020
39,26,225,225,100.0,39026
39,32,212,212,100.0,39032
39,36,261,261,100.0,39036
39,37,305,305,100.0,39037
39,39,98,98,100.0,39039
39,40,147,147,100.0,39040
39,41,115,115,100.0,39041
39,42,203,203,100.0,39042
39,47,151,151,100.0,39047
40,2,141,141,100.0,40002
40,3,240,240,100.0,40003
40,4,225,225,100.0,40004
40,7,221,221,100.0,40007
40,8,61,61,100.0,40008
40,9,141,141,100.0,40009
40,10,214,214,100.0,40010
40,11,186,186,100.0,40011
40,12,181,181,100.0,40012
40,13,250,250,100.0,40013
40,15,209,209,100.0,40015
40,16,179,179,100.0,40016
40,18,202,202,100.0,40018
40,22,112,112,100.0,40022
40,25,159,159,100.0,40025
40,26,244,244,100.0,40026
40,27,180,180,100.0,40027
40,28,244,244,100.0,40028
40,29,234,234,100.0,40029
40,30,24,24,100.0,40030
40,31,191,191,100.0,40031
40,33,215,215,100.0,40033
40,35,199,199,100.0,40035
40,37,174,174,100.0,40037
40,39,179,179,100.0,40039
40,45,330,330,100.0,40045
40,46,290,290,100.0,40046
40,47,225,225,100.0,40047
40,49,77,77,100.0,40049
41,19,210,210,100.0,41019
43,1,270,270,100.0,43001
43,2,245,245,100.0,43002
43,3,251,251,100.0,43003
43,4,293,293,100.0,43004
43,5,207,207,100.0,43005
43,6,215,215,100.0,43006
43,7,256,256,100.0,43007
43,8,312,312,100.0,43008
43,9,189,189,100.0,43009
43,10,240,240,100.0,43010
43,11,165,165,100.0,43011
43,12,295,295,100.0,43012
43,14,219,219,100.0,43014
43,15,225,225,100.0,43015
43,16,228,228,100.0,43016
43,17,275,275,100.0,43017
43,18,287,287,100.0,43018
43,20,257,257,100.0,43020
43,21,231,231,100.0,43021
43,22,184,184,100.0,43022
43,23,195,195,100.0,43023
43,24,276,276,100.0,43024
43,25,255,255,100.0,43025
43,26,202,202,100.0,43026
43,27,197,197,100.0,43027
43,29,193,193,100.0,43029
43,31,270,270,100.0,43031
43,32,246,246,100.0,43032
43,33,108,108,100.0,43033
43,34,135,135,100.0,43034
43,36,213,213,100.0,43036
43,38,188,188,100.0,43038
43,41,128,128,100.0,43041
43,42,233,233,100.0,43042
43,43,183,183,100.0,43043
43,44,257,257,100.0,43044
43,45,84,84,100.0,43045
43,46,286,286,100.0,43046
43,47,205,205,100.0,43047
43,48,253,253,100.0,43048
43,49,221,221,100.0,43049
43,50,175,175,100.0,43050
43,52,206,206,100.0,43052
43,53,272,272,100.0,43053
43,55,211,211,100.0,43055
43,56,135,135,100.0,43056
43,57,205,205,100.0,43057
43,58,194,194,100.0,43058
43,59,216,216,100.0,43059
44,1,210,210,100.0,44001
44,2,204,204,100.0,44002
44,3,313,313,100.0,44003
44,4,276,276,100.0,44004
44,5,305,305,100.0,44005
44,6,281,281,100.0,44006
44,7,255,255,100.0,44007
44,8,129,129,100.0,44008
44,9,160,160,100.0,44009
44,10,202,202,100.0,44010
44,11,245,245,100.0,44011
44,12,214,214,100.0,44012
44,13,191,191,100.0,44013
44,14,229,229,100.0,44014
44,15,334,334,100.0,44015
44,16,283,283,100.0,44016
44,17,292,292,100.0,44017
44,18,200,200,100.0,44018
44,19,163,163,100.0,44019
44,20,249,249,100.0,44020
44,21,297,297,100.0,44021
44,22,327,327,100.0,44022
44,23,226,226,100.0,44023
44,24,186,186,100.0,44024
44,25,293,293,100.0,44025
44,26,219,219,100.0,44026
44,27,301,301,100.0,44027
44,28,199,199,100.0,44028
44,29,271,271,100.0,44029
44,30,230,230,100.0,44030
44,31,279,279,100.0,44031
44,32,214,214,100.0,44032
44,33,320,320,100.0,44033
44,34,177,177,100.0,44034
44,35,208,208,100.0,44035
44,36,261,261,100.0,44036
44,37,340,340,100.0,44037
44,38,254,254,100.0,44038
44,39,296,296,100.0,44039
44,40,284,284,100.0,44040
44,41,211,211,100.0,44041
44,42,352,352,100.0,44042
44,43,318,318,100.0,44043
44,44,287,287,100.0,44044
44,45,310,310,100.0,44045
44,46,196,196,100.0,44046
44,47,257,257,100.0,44047
44,48,210,210,100.0,44048
44,49,398,398,100.0,44049
44,50,256,256,100.0,44050
44,51,211,211,100.0,44051
45,4,67,67,100.0,45004
45,5,150,150,100.0,45005
46,1,405,405,100.0,46001
46,2,324,324,100.0,46002
46,3,300,300,100.0,46003
46,4,253,253,100.0,46004
46,5,197,197,100.0,46005
46,6,288,288,100.0,46006
46,7,196,196,100.0,46007
46,8,294,294,100.0,46008
46,9,275,275,100.0,46009
46,10,227,227,100.0,46010
46,11,316,316,100.0,46011
46,12,255,255,100.0,46012
46,13,236,236,100.0,46013
46,14,224,224,100.0,46014
46,15,298,298,100.0,46015
46,16,254,254,100.0,46016
46,17,369,369,100.0,46017
46,18,302,302,100.0,46018
46,19,295,295,100.0,46019
46,20,194,194,100.0,46020
46,22,177,177,100.0,46022
46,23,173,173,100.0,46023
46,24,243,243,100.0,46024
46,25,270,270,100.0,46025
46,26,268,268,100.0,46026
46,27,265,265,100.0,46027
46,28,315,315,100.0,46028
46,29,262,262,100.0,46029
46,30,288,288,100.0,46030
46,31,311,311,100.0,46031
46,32,197,197,100.0,46032
46,33,329,329,100.0,46033
46,34,290,290,100.0,46034
46,35,296,296,100.0,46035
46,36,278,278,100.0,46036
46,37,198,198,100.0,46037
46,38,206,206,100.0,46038
46,39,306,306,100.0,46039
46,40,193,193,100.0,46040
46,41,231,231,100.0,46041
46,42,262,262,100.0,46042
46,43,338,338,100.0,46043
46,44,176,176,100.0,46044
46,45,298,298,100.0,46045
46,46,229,229,100.0,46046
46,47,112,112,100.0,46047
48,1,281,281,100.0,48001
48,2,235,235,100.0,48002
48,3,315,315,100.0,48003
48,4,309,309,100.0,48004
48,5,245,245,100.0,48005
48,6,261,261,100.0,48006
48,7,215,215,100.0,48007
48,8,184,184,100.0,48008
48,9,262,262,100.0,48009
48,11,341,341,100.0,48011
48,12,265,265,100.0,48012
48,13,209,209,100.0,48013
48,14,284,284,100.0,48014
48,15,138,138,100.0,48015
48,16,235,235,100.0,48016
48,17,248,248,100.0,48017
48,18,219,219,100.0,48018
48,19,232,232,100.0,48019
48,20,118,118,100.0,48020
48,21,126,126,100.0,48021
48,22,341,341,100.0,48022
48,23,280,280,100.0,48023
48,24,312,312,100.0,48024
48,25,257,257,100.0,48025
48,26,278,278,100.0,48026
48,27,164,164,100.0,48027
48,28,226,226,100.0,48028
48,29,195,195,100.0,48029
48,30,236,236,100.0,48030
48,31,221,221,100.0,48031
48,32,236,236,100.0,48032
48,33,219,219,100.0,48033
48,34,152,152,100.0,48034
48,35,186,186,100.0,48035
48,36,231,231,100.0,48036
48,37,187,187,100.0,48037
48,38,315,315,100.0,48038
48,39,203,203,100.0,48039
48,40,180,180,100.0,48040
48,41,177,177,100.0,48041
48,42,204,204,100.0,48042
48,43,340,340,100.0,48043
48,44,264,264,100.0,48044
