ward,precinct,total,Daniel W. Hynes,Daniel W. Hynes Percent,Carole Pankau,Carole Pankau Percent,Alicia Snyder,Alicia Snyder Percent,precinct_id
20,3,195,185,94.87,4,2.05,6,3.08,20003
20,4,182,166,91.21,6,3.3,10,5.49,20004
20,5,137,135,98.54,1,0.73,1,0.73,20005
20,6,300,286,95.33,0,0.0,14,4.67,20006
20,7,92,87,94.57,3,3.26,2,2.17,20007
20,8,87,78,89.66,3,3.45,6,6.9,20008
20,9,237,227,95.78,2,0.84,8,3.38,20009
20,10,203,196,96.55,3,1.48,4,1.97,20010
20,11,168,168,100.0,0,0.0,0,0.0,20011
20,12,142,141,99.3,0,0.0,1,0.7,20012
20,13,167,159,95.21,4,2.4,4,2.4,20013
20,14,323,311,96.28,4,1.24,8,2.48,20014
20,15,191,166,86.91,19,9.95,6,3.14,20015
20,16,284,270,95.07,5,1.76,9,3.17,20016
20,17,171,164,95.91,1,0.58,6,3.51,20017
20,18,190,186,97.89,1,0.53,3,1.58,20018
20,19,176,168,95.45,2,1.14,6,3.41,20019
20,20,162,155,95.68,6,3.7,1,0.62,20020
20,21,113,104,92.04,5,4.42,4,3.54,20021
20,22,264,248,93.94,3,1.14,13,4.92,20022
20,23,283,278,98.23,2,0.71,3,1.06,20023
20,24,253,234,92.49,3,1.19,16,6.32,20024
20,25,163,160,98.16,0,0.0,3,1.84,20025
20,26,230,213,92.61,9,3.91,8,3.48,20026
20,27,140,136,97.14,1,0.71,3,2.14,20027
20,28,239,235,98.33,1,0.42,3,1.26,20028
20,29,228,220,96.49,2,0.88,6,2.63,20029
20,30,236,226,95.76,4,1.69,6,2.54,20030
20,31,234,221,94.44,4,1.71,9,3.85,20031
20,32,202,190,94.06,1,0.5,11,5.45,20032
20,33,248,233,93.95,6,2.42,9,3.63,20033
20,34,320,285,89.06,7,2.19,28,8.75,20034
20,35,119,117,98.32,0,0.0,2,1.68,20035
20,36,199,190,95.48,3,1.51,6,3.02,20036
20,37,250,240,96.0,4,1.6,6,2.4,20037
20,38,36,33,91.67,1,2.78,2,5.56,20038
20,39,202,192,95.05,5,2.48,5,2.48,20039
20,40,174,169,97.13,3,1.72,2,1.15,20040
20,41,75,68,90.67,2,2.67,5,6.67,20041
20,42,203,196,96.55,4,1.97,3,1.48,20042
20,43,57,55,96.49,1,1.75,1,1.75,20043
20,44,281,274,97.51,3,1.07,4,1.42,20044
20,45,153,148,96.73,3,1.96,2,1.31,20045
20,46,182,169,92.86,7,3.85,6,3.3,20046
20,47,178,170,95.51,2,1.12,6,3.37,20047
20,48,100,99,99.0,0,0.0,1,1.0,20048
20,49,186,180,96.77,2,1.08,4,2.15,20049
20,50,148,145,97.97,1,0.68,2,1.35,20050
21,1,390,373,95.64,6,1.54,11,2.82,21001
21,2,268,260,97.01,4,1.49,4,1.49,21002
21,3,200,197,98.5,1,0.5,2,1.0,21003
21,4,290,283,97.59,1,0.34,6,2.07,21004
21,5,264,254,96.21,4,1.52,6,2.27,21005
21,6,247,239,96.76,3,1.21,5,2.02,21006
21,7,304,296,97.37,1,0.33,7,2.3,21007
21,8,307,299,97.39,3,0.98,5,1.63,21008
21,9,303,293,96.7,3,0.99,7,2.31,21009
21,10,206,200,97.09,4,1.94,2,0.97,21010
21,11,284,277,97.54,1,0.35,6,2.11,21011
21,12,296,281,94.93,9,3.04,6,2.03,21012
21,13,155,149,96.13,3,1.94,3,1.94,21013
21,14,255,251,98.43,1,0.39,3,1.18,21014
21,15,243,238,97.94,2,0.82,3,1.23,21015
21,16,261,252,96.55,1,0.38,8,3.07,21016
21,17,264,255,96.59,1,0.38,8,3.03,21017
21,18,249,238,95.58,7,2.81,4,1.61,21018
21,19,227,220,96.92,4,1.76,3,1.32,21019
21,20,140,138,98.57,0,0.0,2,1.43,21020
21,21,313,304,97.12,4,1.28,5,1.6,21021
21,22,265,261,98.49,0,0.0,4,1.51,21022
21,23,236,228,96.61,2,0.85,6,2.54,21023
21,24,301,295,98.01,1,0.33,5,1.66,21024
21,25,220,212,96.36,1,0.45,7,3.18,21025
21,26,201,196,97.51,0,0.0,5,2.49,21026
21,27,306,292,95.42,5,1.63,9,2.94,21027
21,28,214,205,95.79,3,1.4,6,2.8,21028
21,29,129,128,99.22,0,0.0,1,0.78,21029
21,30,205,196,95.61,1,0.49,8,3.9,21030
21,31,359,351,97.77,4,1.11,4,1.11,21031
21,32,249,242,97.19,3,1.2,4,1.61,21032
21,33,237,229,96.62,2,0.84,6,2.53,21033
21,34,321,311,96.88,3,0.93,7,2.18,21034
21,35,155,152,98.06,2,1.29,1,0.65,21035
21,36,237,227,95.78,4,1.69,6,2.53,21036
21,37,231,218,94.37,5,2.16,8,3.46,21037
21,38,261,254,97.32,1,0.38,6,2.3,21038
21,39,228,214,93.86,3,1.32,11,4.82,21039
21,40,257,252,98.05,2,0.78,3,1.17,21040
21,41,216,209,96.76,2,0.93,5,2.31,21041
21,42,286,274,95.8,4,1.4,8,2.8,21042
21,43,245,235,95.92,4,1.63,6,2.45,21043
21,44,280,269,96.07,4,1.43,7,2.5,21044
21,45,230,223,96.96,3,1.3,4,1.74,21045
21,46,191,189,98.95,2,1.05,0,0.0,21046
21,47,342,328,95.91,5,1.46,9,2.63,21047
21,48,377,367,97.35,1,0.27,9,2.39,21048
21,49,350,337,96.29,4,1.14,9,2.57,21049
21,50,248,235,94.76,7,2.82,6,2.42,21050
21,51,322,315,97.83,3,0.93,4,1.24,21051
21,52,294,286,97.28,3,1.02,5,1.7,21052
21,53,223,209,93.72,5,2.24,9,4.04,21053
21,54,252,239,94.84,4,1.59,9,3.57,21054
21,55,302,285,94.37,8,2.65,9,2.98,21055
21,56,233,231,99.14,0,0.0,2,0.86,21056
21,57,249,237,95.18,3,1.2,9,3.61,21057
21,58,198,195,98.48,1,0.51,2,1.01,21058
21,59,338,324,95.86,1,0.3,13,3.85,21059
21,60,296,286,96.62,5,1.69,5,1.69,21060
21,61,301,293,97.34,4,1.33,4,1.33,21061
21,62,291,275,94.5,4,1.37,12,4.12,21062
21,63,245,238,97.14,2,0.82,5,2.04,21063
21,64,151,146,96.69,0,0.0,5,3.31,21064
21,65,350,340,97.14,6,1.71,4,1.14,21065
21,66,217,208,95.85,5,2.3,4,1.84,21066
21,67,284,278,97.89,1,0.35,5,1.76,21067
21,68,277,271,97.83,5,1.81,1,0.36,21068
21,69,230,220,95.65,3,1.3,7,3.04,21069
21,70,263,250,95.06,5,1.9,8,3.04,21070
21,71,209,205,98.09,2,0.96,2,0.96,21071
21,72,248,238,95.97,2,0.81,8,3.23,21072
21,73,353,342,96.88,5,1.42,6,1.7,21073
21,74,110,107,97.27,3,2.73,0,0.0,21074
22,1,143,128,89.51,8,5.59,7,4.9,22001
22,2,131,123,93.89,2,1.53,6,4.58,22002
22,3,207,189,91.3,10,4.83,8,3.86,22003
22,4,188,171,90.96,9,4.79,8,4.26,22004
22,5,181,169,93.37,8,4.42,4,2.21,22005
22,6,156,144,92.31,6,3.85,6,3.85,22006
22,7,212,206,97.17,0,0.0,6,2.83,22007
22,8,162,142,87.65,7,4.32,13,8.02,22008
22,9,206,179,86.89,8,3.88,19,9.22,22009
22,10,161,142,88.2,6,3.73,13,8.07,22010
22,11,178,162,91.01,6,3.37,10,5.62,22011
22,12,132,119,90.15,7,5.3,6,4.55,22012
22,13,226,209,92.48,4,1.77,13,5.75,22013
22,14,118,103,87.29,8,6.78,7,5.93,22014
22,15,148,136,91.89,3,2.03,9,6.08,22015
22,16,195,177,90.77,11,5.64,7,3.59,22016
22,17,169,153,90.53,6,3.55,10,5.92,22017
22,18,175,152,86.86,8,4.57,15,8.57,22018
22,19,178,173,97.19,2,1.12,3,1.69,22019
22,20,221,197,89.14,13,5.88,11,4.98,22020
22,21,227,222,97.8,1,0.44,4,1.76,22021
22,22,143,117,81.82,7,4.9,19,13.29,22022
22,23,176,160,90.91,7,3.98,9,5.11,22023
22,24,139,122,87.77,7,5.04,10,7.19,22024
22,25,153,144,94.12,4,2.61,5,3.27,22025
22,26,138,119,86.23,4,2.9,15,10.87,22026
22,27,217,194,89.4,15,6.91,8,3.69,22027
22,28,121,103,85.12,8,6.61,10,8.26,22028
22,29,129,114,88.37,8,6.2,7,5.43,22029
23,1,290,234,80.69,50,17.24,6,2.07,23001
23,2,341,300,87.98,35,10.26,6,1.76,23002
23,3,302,229,75.83,62,20.53,11,3.64,23003
23,4,303,239,78.88,54,17.82,10,3.3,23004
23,5,260,230,88.46,17,6.54,13,5.0,23005
23,6,304,248,81.58,41,13.49,15,4.93,23006
23,7,133,128,96.24,2,1.5,3,2.26,23007
23,8,286,246,86.01,30,10.49,10,3.5,23008
23,9,293,254,86.69,28,9.56,11,3.75,23009
23,10,301,275,91.36,18,5.98,8,2.66,23010
23,11,333,274,82.28,49,14.71,10,3.0,23011
23,12,295,232,78.64,57,19.32,6,2.03,23012
23,13,345,285,82.61,53,15.36,7,2.03,23013
23,14,120,117,97.5,1,0.83,2,1.67,23014
23,15,301,240,79.73,54,17.94,7,2.33,23015
23,16,328,273,83.23,46,14.02,9,2.74,23016
23,17,363,292,80.44,61,16.8,10,2.75,23017
23,18,246,201,81.71,39,15.85,6,2.44,23018
23,19,286,234,81.82,42,14.69,10,3.5,23019
23,20,254,216,85.04,31,12.2,7,2.76,23020
23,21,235,231,98.3,4,1.7,0,0.0,23021
23,22,291,249,85.57,34,11.68,8,2.75,23022
23,23,259,213,82.24,39,15.06,7,2.7,23023
23,24,197,166,84.26,24,12.18,7,3.55,23024
23,25,213,173,81.22,30,14.08,10,4.69,23025
23,26,325,246,75.69,71,21.85,8,2.46,23026
23,27,233,193,82.83,31,13.3,9,3.86,23027
23,28,297,260,87.54,30,10.1,7,2.36,23028
23,29,263,228,86.69,20,7.6,15,5.7,23029
23,30,265,220,83.02,35,13.21,10,3.77,23030
23,31,301,263,87.38,30,9.97,8,2.66,23031
23,32,275,242,88.0,23,8.36,10,3.64,23032
23,33,287,254,88.5,25,8.71,8,2.79,23033
23,34,236,194,82.2,28,11.86,14,5.93,23034
23,35,199,194,97.49,1,0.5,4,2.01,23035
23,36,381,316,82.94,57,14.96,8,2.1,23036
23,37,172,168,97.67,1,0.58,3,1.74,23037
23,38,251,213,84.86,27,10.76,11,4.38,23038
23,39,281,236,83.99,38,13.52,7,2.49,23039
23,40,295,235,79.66,55,18.64,5,1.69,23040
23,41,256,206,80.47,38,14.84,12,4.69,23041
23,42,222,190,85.59,27,12.16,5,2.25,23042
23,43,332,265,79.82,57,17.17,10,3.01,23043
23,44,266,235,88.35,27,10.15,4,1.5,23044
23,45,342,284,83.04,48,14.04,10,2.92,23045
23,46,296,241,81.42,44,14.86,11,3.72,23046
23,47,360,294,81.67,59,16.39,7,1.94,23047
23,48,246,212,86.18,25,10.16,9,3.66,23048
23,49,343,271,79.01,65,18.95,7,2.04,23049
23,50,189,161,85.19,21,11.11,7,3.7,23050
23,51,226,206,91.15,13,5.75,7,3.1,23051
23,52,348,286,82.18,52,14.94,10,2.87,23052
23,53,180,162,90.0,14,7.78,4,2.22,23053
23,54,343,288,83.97,48,13.99,7,2.04,23054
23,55,285,224,78.6,47,16.49,14,4.91,23055
23,56,264,203,76.89,53,20.08,8,3.03,23056
24,1,177,171,96.61,1,0.56,5,2.82,24001
24,2,170,169,99.41,1,0.59,0,0.0,24002
24,3,237,233,98.31,2,0.84,2,0.84,24003
24,4,233,232,99.57,0,0.0,1,0.43,24004
24,5,180,176,97.78,0,0.0,4,2.22,24005
24,6,249,243,97.59,4,1.61,2,0.8,24006
24,7,184,175,95.11,5,2.72,4,2.17,24007
24,8,209,201,96.17,4,1.91,4,1.91,24008
24,9,228,223,97.81,2,0.88,3,1.32,24009
24,10,174,170,97.7,0,0.0,4,2.3,24010
24,11,124,119,95.97,3,2.42,2,1.61,24011
24,12,166,161,96.99,2,1.2,3,1.81,24012
24,13,171,165,96.49,3,1.75,3,1.75,24013
24,14,296,281,94.93,4,1.35,11,3.72,24014
24,15,182,175,96.15,2,1.1,5,2.75,24015
24,16,165,163,98.79,2,1.21,0,0.0,24016
24,17,194,188,96.91,1,0.52,5,2.58,24017
24,18,144,142,98.61,0,0.0,2,1.39,24018
24,19,167,164,98.2,1,0.6,2,1.2,24019
24,20,215,206,95.81,2,0.93,7,3.26,24020
24,21,128,124,96.88,1,0.78,3,2.34,24021
24,22,216,211,97.69,1,0.46,4,1.85,24022
24,23,175,171,97.71,0,0.0,4,2.29,24023
24,24,158,156,98.73,1,0.63,1,0.63,24024
24,25,210,203,96.67,4,1.9,3,1.43,24025
24,26,251,239,95.22,6,2.39,6,2.39,24026
24,27,152,145,95.39,4,2.63,3,1.97,24027
24,28,263,258,98.1,3,1.14,2,0.76,24028
24,29,240,233,97.08,6,2.5,1,0.42,24029
24,30,186,181,97.31,4,2.15,1,0.54,24030
24,31,193,185,95.85,4,2.07,4,2.07,24031
24,32,212,200,94.34,5,2.36,7,3.3,24032
24,33,158,154,97.47,1,0.63,3,1.9,24033
24,34,222,213,95.95,0,0.0,9,4.05,24034
24,35,277,273,98.56,3,1.08,1,0.36,24035
24,36,173,168,97.11,4,2.31,1,0.58,24036
24,37,219,207,94.52,5,2.28,7,3.2,24037
24,38,225,212,94.22,4,1.78,9,4.0,24038
24,39,208,204,98.08,1,0.48,3,1.44,24039
24,40,279,266,95.34,4,1.43,9,3.23,24040
24,41,188,178,94.68,5,2.66,5,2.66,24041
24,42,183,180,98.36,1,0.55,2,1.09,24042
24,43,261,255,97.7,3,1.15,3,1.15,24043
24,44,81,76,93.83,4,4.94,1,1.23,24044
24,45,179,179,100.0,0,0.0,0,0.0,24045
24,46,234,231,98.72,1,0.43,2,0.85,24046
24,47,171,167,97.66,2,1.17,2,1.17,24047
24,48,100,98,98.0,0,0.0,2,2.0,24048
24,49,339,329,97.05,4,1.18,6,1.77,24049
24,50,330,322,97.58,5,1.52,3,0.91,24050
24,51,307,289,94.14,14,4.56,4,1.3,24051
24,52,173,170,98.27,2,1.16,1,0.58,24052
24,53,227,210,92.51,9,3.96,8,3.52,24053
24,54,146,139,95.21,4,2.74,3,2.05,24054
24,55,94,89,94.68,4,4.26,1,1.06,24055
24,56,246,238,96.75,3,1.22,5,2.03,24056
24,57,218,200,91.74,15,6.88,3,1.38,24057
24,58,246,236,95.93,5,2.03,5,2.03,24058
24,59,105,104,99.05,0,0.0,1,0.95,24059
25,1,245,203,82.86,22,8.98,20,8.16,25001
25,2,326,273,83.74,12,3.68,41,12.58,25002
25,3,164,150,91.46,8,4.88,6,3.66,25003
25,4,291,239,82.13,35,12.03,17,5.84,25004
25,5,246,204,82.93,27,10.98,15,6.1,25005
25,6,178,148,83.15,9,5.06,21,11.8,25006
25,7,235,191,81.28,17,7.23,27,11.49,25007
25,8,265,235,88.68,11,4.15,19,7.17,25008
25,9,330,281,85.15,16,4.85,33,10.0,25009
25,10,155,142,91.61,6,3.87,7,4.52,25010
25,11,262,215,82.06,22,8.4,25,9.54,25011
25,12,220,189,85.91,8,3.64,23,10.45,25012
25,13,290,255,87.93,13,4.48,22,7.59,25013
25,14,195,160,82.05,28,14.36,7,3.59,25014
25,15,261,223,85.44,17,6.51,21,8.05,25015
25,16,179,154,86.03,18,10.06,7,3.91,25016
25,17,386,325,84.2,27,6.99,34,8.81,25017
25,18,391,355,90.79,27,6.91,9,2.3,25018
25,19,280,241,86.07,18,6.43,21,7.5,25019
25,20,304,278,91.45,8,2.63,18,5.92,25020
25,21,194,137,70.62,41,21.13,16,8.25,25021
25,22,143,116,81.12,12,8.39,15,10.49,25022
25,23,287,250,87.11,9,3.14,28,9.76,25023
25,24,290,253,87.24,7,2.41,30,10.34,25024
25,25,229,179,78.17,32,13.97,18,7.86,25025
25,26,197,146,74.11,36,18.27,15,7.61,25026
25,27,214,186,86.92,22,10.28,6,2.8,25027
25,28,327,247,75.54,65,19.88,15,4.59,25028
25,29,304,251,82.57,40,13.16,13,4.28,25029
25,30,239,199,83.26,9,3.77,31,12.97,25030
25,31,153,118,77.12,14,9.15,21,13.73,25031
26,1,131,104,79.39,13,9.92,14,10.69,26001
26,2,156,133,85.26,9,5.77,14,8.97,26002
26,3,146,129,88.36,8,5.48,9,6.16,26003
26,4,116,98,84.48,8,6.9,10,8.62,26004
26,5,193,168,87.05,14,7.25,11,5.7,26005
26,6,117,110,94.02,2,1.71,5,4.27,26006
26,7,104,81,77.88,12,11.54,11,10.58,26007
26,8,129,101,78.29,12,9.3,16,12.4,26008
26,9,112,95,84.82,10,8.93,7,6.25,26009
26,10,102,97,95.1,0,0.0,5,4.9,26010
26,11,148,123,83.11,15,10.14,10,6.76,26011
26,12,97,88,90.72,4,4.12,5,5.15,26012
26,13,170,133,78.24,15,8.82,22,12.94,26013
26,14,130,114,87.69,8,6.15,8,6.15,26014
26,15,137,125,91.24,9,6.57,3,2.19,26015
26,16,109,100,91.74,5,4.59,4,3.67,26016
26,17,123,86,69.92,22,17.89,15,12.2,26017
26,18,92,83,90.22,5,5.43,4,4.35,26018
26,19,215,160,74.42,23,10.7,32,14.88,26019
26,20,175,139,79.43,11,6.29,25,14.29,26020
26,21,182,156,85.71,13,7.14,13,7.14,26021
26,22,107,83,77.57,8,7.48,16,14.95,26022
26,23,133,115,86.47,10,7.52,8,6.02,26023
26,24,112,77,68.75,20,17.86,15,13.39,26024
26,25,60,53,88.33,4,6.67,3,5.0,26025
26,26,97,86,88.66,8,8.25,3,3.09,26026
26,27,136,118,86.76,9,6.62,9,6.62,26027
26,28,132,112,84.85,9,6.82,11,8.33,26028
26,29,145,126,86.9,10,6.9,9,6.21,26029
26,30,118,102,86.44,11,9.32,5,4.24,26030
26,31,124,102,82.26,10,8.06,12,9.68,26031
26,32,188,136,72.34,33,17.55,19,10.11,26032
26,33,92,61,66.3,24,26.09,7,7.61,26033
26,34,154,118,76.62,4,2.6,32,20.78,26034
26,35,162,132,81.48,21,12.96,9,5.56,26035
26,36,130,113,86.92,8,6.15,9,6.92,26036
26,37,90,69,76.67,17,18.89,4,4.44,26037
26,38,120,96,80.0,8,6.67,16,13.33,26038
26,39,109,97,88.99,2,1.83,10,9.17,26039
26,40,85,67,78.82,8,9.41,10,11.76,26040
26,41,134,113,84.33,8,5.97,13,9.7,26041
26,42,105,91,86.67,6,5.71,8,7.62,26042
26,43,111,99,89.19,7,6.31,5,4.5,26043
26,44,85,76,89.41,6,7.06,3,3.53,26044
26,45,167,141,84.43,5,2.99,21,12.57,26045
26,46,218,177,81.19,28,12.84,13,5.96,26046
26,47,90,75,83.33,8,8.89,7,7.78,26047
26,48,169,141,83.43,9,5.33,19,11.24,26048
26,49,111,103,92.79,4,3.6,4,3.6,26049
26,50,80,65,81.25,9,11.25,6,7.5,26050
26,51,160,135,84.38,17,10.63,8,5.0,26051
26,52,51,46,90.2,4,7.84,1,1.96,26052
26,53,82,71,86.59,4,4.88,7,8.54,26053
26,54,117,108,92.31,7,5.98,2,1.71,26054
26,55,98,86,87.76,6,6.12,6,6.12,26055
26,56,136,108,79.41,6,4.41,22,16.18,26056
26,57,113,100,88.5,6,5.31,7,6.19,26057
26,58,108,89,82.41,9,8.33,10,9.26,26058
26,59,166,147,88.55,11,6.63,8,4.82,26059
26,60,138,102,73.91,14,10.14,22,15.94,26060
26,61,61,54,88.52,3,4.92,4,6.56,26061
26,62,183,146,79.78,13,7.1,24,13.11,26062
26,63,63,56,88.89,3,4.76,4,6.35,26063
27,1,260,202,77.69,47,18.08,11,4.23,27001
27,2,179,171,95.53,4,2.23,4,2.23,27002
27,3,205,198,96.59,2,0.98,5,2.44,27003
27,4,170,162,95.29,6,3.53,2,1.18,27004
27,5,92,74,80.43,16,17.39,2,2.17,27005
27,6,133,128,96.24,3,2.26,2,1.5,27006
27,7,229,166,72.49,51,22.27,12,5.24,27007
27,8,207,205,99.03,1,0.48,1,0.48,27008
27,9,271,250,92.25,12,4.43,9,3.32,27009
27,10,284,269,94.72,5,1.76,10,3.52,27010
27,11,270,225,83.33,37,13.7,8,2.96,27011
27,12,226,171,75.66,48,21.24,7,3.1,27012
27,13,212,176,83.02,17,8.02,19,8.96,27013
27,14,281,269,95.73,6,2.14,6,2.14,27014
27,15,156,145,92.95,3,1.92,8,5.13,27015
27,16,113,76,67.26,31,27.43,6,5.31,27016
27,17,233,174,74.68,41,17.6,18,7.73,27017
27,18,223,166,74.44,44,19.73,13,5.83,27018
27,19,204,197,96.57,3,1.47,4,1.96,27019
27,20,329,322,97.87,4,1.22,3,0.91,27020
27,21,156,152,97.44,3,1.92,1,0.64,27021
27,22,211,205,97.16,0,0.0,6,2.84,27022
27,23,42,39,92.86,2,4.76,1,2.38,27023
27,24,195,192,98.46,0,0.0,3,1.54,27024
27,25,154,150,97.4,4,2.6,0,0.0,27025
27,26,176,167,94.89,3,1.7,6,3.41,27026
27,27,151,141,93.38,6,3.97,4,2.65,27027
27,28,196,154,78.57,33,16.84,9,4.59,27028
27,29,171,164,95.91,2,1.17,5,2.92,27029
27,30,111,105,94.59,2,1.8,4,3.6,27030
27,31,146,144,98.63,1,0.68,1,0.68,27031
27,32,190,165,86.84,7,3.68,18,9.47,27032
27,33,199,174,87.44,14,7.04,11,5.53,27033
27,34,196,190,96.94,3,1.53,3,1.53,27034
27,35,213,157,73.71,30,14.08,26,12.21,27035
27,36,194,178,91.75,6,3.09,10,5.15,27036
27,37,193,180,93.26,10,5.18,3,1.55,27037
27,38,174,139,79.89,15,8.62,20,11.49,27038
27,39,114,109,95.61,2,1.75,3,2.63,27039
27,40,167,164,98.2,2,1.2,1,0.6,27040
27,41,260,201,77.31,39,15.0,20,7.69,27041
27,42,188,151,80.32,32,17.02,5,2.66,27042
27,43,106,105,99.06,0,0.0,1,0.94,27043
27,44,152,150,98.68,0,0.0,2,1.32,27044
27,45,153,145,94.77,6,3.92,2,1.31,27045
27,46,220,211,95.91,4,1.82,5,2.27,27046
27,47,169,166,98.22,2,1.18,1,0.59,27047
27,48,234,228,97.44,3,1.28,3,1.28,27048
27,49,217,211,97.24,2,0.92,4,1.84,27049
27,50,259,189,72.97,50,19.31,20,7.72,27050
27,51,129,122,94.57,7,5.43,0,0.0,27051
27,52,184,183,99.46,0,0.0,1,0.54,27052
27,53,162,128,79.01,22,13.58,12,7.41,27053
27,54,258,198,76.74,43,16.67,17,6.59,27054
27,55,169,165,97.63,3,1.78,1,0.59,27055
27,56,141,121,85.82,8,5.67,12,8.51,27056
27,57,183,147,80.33,30,16.39,6,3.28,27057
27,58,102,80,78.43,14,13.73,8,7.84,27058
27,59,236,194,82.2,17,7.2,25,10.59,27059
28,1,180,177,98.33,2,1.11,1,0.56,28001
28,2,249,241,96.79,3,1.2,5,2.01,28002
28,3,149,144,96.64,3,2.01,2,1.34,28003
28,4,256,249,97.27,5,1.95,2,0.78,28004
28,5,190,178,93.68,8,4.21,4,2.11,28005
28,6,163,157,96.32,2,1.23,4,2.45,28006
28,7,210,204,97.14,4,1.9,2,0.95,28007
28,8,167,158,94.61,2,1.2,7,4.19,28008
28,9,157,154,98.09,0,0.0,3,1.91,28009
28,10,52,50,96.15,1,1.92,1,1.92,28010
28,11,168,164,97.62,2,1.19,2,1.19,28011
28,12,161,156,96.89,1,0.62,4,2.48,28012
28,13,124,121,97.58,1,0.81,2,1.61,28013
28,14,139,134,96.4,3,2.16,2,1.44,28014
28,15,199,195,97.99,1,0.5,3,1.51,28015
28,16,183,178,97.27,2,1.09,3,1.64,28016
28,17,175,164,93.71,7,4.0,4,2.29,28017
28,18,269,256,95.17,7,2.6,6,2.23,28018
28,19,201,200,99.5,1,0.5,0,0.0,28019
28,20,234,221,94.44,3,1.28,10,4.27,28020
28,21,251,247,98.41,2,0.8,2,0.8,28021
28,22,190,180,94.74,6,3.16,4,2.11,28022
28,23,202,196,97.03,0,0.0,6,2.97,28023
28,24,124,117,94.35,1,0.81,6,4.84,28024
28,25,159,157,98.74,1,0.63,1,0.63,28025
28,26,193,184,95.34,5,2.59,4,2.07,28026
28,27,256,248,96.88,3,1.17,5,1.95,28027
28,28,135,133,98.52,0,0.0,2,1.48,28028
28,29,192,170,88.54,11,5.73,11,5.73,28029
28,30,142,138,97.18,3,2.11,1,0.7,28030
28,31,179,174,97.21,2,1.12,3,1.68,28031
28,32,190,180,94.74,5,2.63,5,2.63,28032
28,33,219,212,96.8,4,1.83,3,1.37,28033
28,34,28,23,82.14,2,7.14,3,10.71,28034
28,35,162,158,97.53,3,1.85,1,0.62,28035
28,36,149,144,96.64,3,2.01,2,1.34,28036
28,37,310,297,95.81,4,1.29,9,2.9,28037
28,38,93,81,87.1,6,6.45,6,6.45,28038
28,39,175,166,94.86,4,2.29,5,2.86,28039
28,40,254,248,97.64,3,1.18,3,1.18,28040
28,41,185,178,96.22,3,1.62,4,2.16,28041
28,42,178,175,98.31,3,1.69,0,0.0,28042
28,43,252,239,94.84,3,1.19,10,3.97,28043
28,44,225,217,96.44,1,0.44,7,3.11,28044
28,45,215,214,99.53,0,0.0,1,0.47,28045
28,46,209,200,95.69,6,2.87,3,1.44,28046
28,47,222,198,89.19,12,5.41,12,5.41,28047
28,48,112,107,95.54,4,3.57,1,0.89,28048
28,49,107,101,94.39,3,2.8,3,2.8,28049
28,50,122,119,97.54,2,1.64,1,0.82,28050
28,51,181,171,94.48,3,1.66,7,3.87,28051
28,52,145,136,93.79,4,2.76,5,3.45,28052
28,53,91,81,89.01,3,3.3,7,7.69,28053
28,54,157,152,96.82,3,1.91,2,1.27,28054
28,55,184,178,96.74,1,0.54,5,2.72,28055
28,56,198,190,95.96,4,2.02,4,2.02,28056
28,57,209,202,96.65,5,2.39,2,0.96,28057
28,58,186,182,97.85,3,1.61,1,0.54,28058
28,59,126,123,97.62,1,0.79,2,1.59,28059
28,60,132,126,95.45,4,3.03,2,1.52,28060
28,61,127,123,96.85,3,2.36,1,0.79,28061
29,1,259,255,98.46,0,0.0,4,1.54,29001
29,2,205,170,82.93,21,10.24,14,6.83,29002
29,3,340,335,98.53,1,0.29,4,1.18,29003
29,4,261,254,97.32,6,2.3,1,0.38,29004
29,5,226,215,95.13,3,1.33,8,3.54,29005
29,6,144,125,86.81,13,9.03,6,4.17,29006
29,7,169,157,92.9,10,5.92,2,1.18,29007
29,8,192,188,97.92,2,1.04,2,1.04,29008
29,9,197,163,82.74,29,14.72,5,2.54,29009
29,10,181,178,98.34,1,0.55,2,1.1,29010
29,11,254,246,96.85,3,1.18,5,1.97,29011
29,12,315,305,96.83,7,2.22,3,0.95,29012
29,13,276,267,96.74,5,1.81,4,1.45,29013
29,14,327,320,97.86,6,1.83,1,0.31,29014
29,15,288,281,97.57,4,1.39,3,1.04,29015
29,16,328,317,96.65,4,1.22,7,2.13,29016
29,17,210,202,96.19,0,0.0,8,3.81,29017
29,18,300,285,95.0,8,2.67,7,2.33,29018
29,19,226,215,95.13,5,2.21,6,2.65,29019
29,20,261,249,95.4,2,0.77,10,3.83,29020
29,21,234,225,96.15,6,2.56,3,1.28,29021
29,22,266,214,80.45,29,10.9,23,8.65,29022
29,23,283,274,96.82,5,1.77,4,1.41,29023
29,24,194,174,89.69,14,7.22,6,3.09,29024
29,25,256,252,98.44,3,1.17,1,0.39,29025
29,26,298,287,96.31,4,1.34,7,2.35,29026
29,27,221,215,97.29,0,0.0,6,2.71,29027
29,28,330,321,97.27,2,0.61,7,2.12,29028
29,29,328,319,97.26,7,2.13,2,0.61,29029
29,30,162,140,86.42,15,9.26,7,4.32,29030
29,31,236,236,100.0,0,0.0,0,0.0,29031
29,32,194,154,79.38,30,15.46,10,5.15,29032
29,33,265,258,97.36,5,1.89,2,0.75,29033
29,34,181,166,91.71,13,7.18,2,1.1,29034
29,35,228,216,94.74,4,1.75,8,3.51,29035
