ward,precinct,total,Cynthia Soto,Cynthia Soto Percent,precinct_id
1,1,222,222,100.0,01001
1,2,191,191,100.0,01002
1,3,185,185,100.0,01003
1,4,215,215,100.0,01004
1,5,209,209,100.0,01005
1,10,229,229,100.0,01010
1,11,197,197,100.0,01011
1,14,230,230,100.0,01014
1,15,179,179,100.0,01015
1,17,212,212,100.0,01017
1,18,174,174,100.0,01018
1,21,179,179,100.0,01021
1,22,201,201,100.0,01022
1,23,197,197,100.0,01023
1,25,188,188,100.0,01025
1,26,177,177,100.0,01026
1,27,143,143,100.0,01027
1,32,134,134,100.0,01032
1,33,223,223,100.0,01033
1,35,69,69,100.0,01035
1,36,185,185,100.0,01036
1,37,170,170,100.0,01037
1,40,92,92,100.0,01040
1,43,157,157,100.0,01043
1,44,137,137,100.0,01044
1,45,213,213,100.0,01045
1,46,204,204,100.0,01046
1,47,155,155,100.0,01047
1,48,110,110,100.0,01048
1,49,116,116,100.0,01049
1,50,131,131,100.0,01050
26,1,120,120,100.0,26001
26,2,142,142,100.0,26002
26,3,136,136,100.0,26003
26,5,176,176,100.0,26005
26,7,89,89,100.0,26007
26,9,96,96,100.0,26009
26,10,98,98,100.0,26010
26,11,129,129,100.0,26011
26,12,92,92,100.0,26012
26,14,123,123,100.0,26014
26,15,127,127,100.0,26015
26,18,84,84,100.0,26018
26,20,171,171,100.0,26020
26,21,162,162,100.0,26021
26,22,102,102,100.0,26022
26,23,126,126,100.0,26023
26,24,92,92,100.0,26024
26,25,58,58,100.0,26025
26,27,129,129,100.0,26027
26,28,121,121,100.0,26028
26,29,134,134,100.0,26029
26,31,122,122,100.0,26031
26,32,79,79,100.0,26032
26,35,140,140,100.0,26035
26,36,124,124,100.0,26036
26,37,77,77,100.0,26037
26,38,109,109,100.0,26038
26,39,104,104,100.0,26039
26,40,76,76,100.0,26040
26,41,131,131,100.0,26041
26,43,99,99,100.0,26043
26,44,86,86,100.0,26044
26,45,156,156,100.0,26045
26,47,83,83,100.0,26047
26,48,160,160,100.0,26048
26,49,104,104,100.0,26049
26,50,73,73,100.0,26050
26,52,43,43,100.0,26052
26,53,79,79,100.0,26053
26,55,94,94,100.0,26055
26,56,130,130,100.0,26056
26,57,103,103,100.0,26057
26,58,107,107,100.0,26058
26,59,159,159,100.0,26059
26,61,57,57,100.0,26061
26,63,60,60,100.0,26063
27,4,154,154,100.0,27004
27,10,204,204,100.0,27010
27,13,185,185,100.0,27013
27,27,1,1,100.0,27027
27,32,187,187,100.0,27032
27,35,195,195,100.0,27035
27,38,157,157,100.0,27038
27,41,228,228,100.0,27041
27,56,132,132,100.0,27056
27,59,213,213,100.0,27059
30,20,151,151,100.0,30020
30,23,135,135,100.0,30023
30,26,118,118,100.0,30026
30,29,101,101,100.0,30029
30,31,119,119,100.0,30031
30,32,67,67,100.0,30032
30,33,177,177,100.0,30033
32,1,271,271,100.0,32001
32,3,197,197,100.0,32003
32,11,204,204,100.0,32011
32,12,177,177,100.0,32012
32,17,255,255,100.0,32017
32,46,32,32,100.0,32046
35,14,6,6,100.0,35014
35,32,145,145,100.0,35032
37,42,8,8,100.0,37042
