ward,precinct,total,Maria Pappas,Maria Pappas Percent,Erik Peck,Erik Peck Percent,precinct_id
2,15,28,27,96.43,1,3.57,02015
2,16,303,248,81.85,55,18.15,02016
2,17,224,219,97.77,5,2.23,02017
2,18,316,266,84.18,50,15.82,02018
2,19,340,270,79.41,70,20.59,02019
2,20,294,276,93.88,18,6.12,02020
2,21,305,281,92.13,24,7.87,02021
2,22,487,414,85.01,73,14.99,02022
2,23,170,158,92.94,12,7.06,02023
2,24,150,141,94.0,9,6.0,02024
2,25,150,139,92.67,11,7.33,02025
2,26,483,425,87.99,58,12.01,02026
2,27,225,221,98.22,4,1.78,02027
2,28,164,134,81.71,30,18.29,02028
2,29,93,79,84.95,14,15.05,02029
2,30,102,98,96.08,4,3.92,02030
2,31,279,271,97.13,8,2.87,02031
2,32,117,115,98.29,2,1.71,02032
2,33,171,162,94.74,9,5.26,02033
2,34,234,229,97.86,5,2.14,02034
2,35,109,94,86.24,15,13.76,02035
2,36,128,126,98.44,2,1.56,02036
2,37,378,331,87.57,47,12.43,02037
2,38,252,244,96.83,8,3.17,02038
2,39,246,227,92.28,19,7.72,02039
2,40,352,331,94.03,21,5.97,02040
2,41,113,109,96.46,4,3.54,02041
2,42,83,81,97.59,2,2.41,02042
2,43,408,364,89.22,44,10.78,02043
2,44,198,197,99.49,1,0.51,02044
2,45,229,215,93.89,14,6.11,02045
2,46,363,354,97.52,9,2.48,02046
2,47,204,199,97.55,5,2.45,02047
2,48,181,176,97.24,5,2.76,02048
2,49,308,268,87.01,40,12.99,02049
2,50,193,177,91.71,16,8.29,02050
2,51,213,206,96.71,7,3.29,02051
2,52,278,272,97.84,6,2.16,02052
2,53,77,77,100.0,0,0.0,02053
2,54,386,336,87.05,50,12.95,02054
2,55,84,77,91.67,7,8.33,02055
2,56,233,223,95.71,10,4.29,02056
2,57,152,147,96.71,5,3.29,02057
2,58,165,144,87.27,21,12.73,02058
2,59,308,271,87.99,37,12.01,02059
2,60,561,444,79.14,117,20.86,02060
3,1,230,225,97.83,5,2.17,03001
3,2,313,307,98.08,6,1.92,03002
3,3,237,218,91.98,19,8.02,03003
3,4,172,168,97.67,4,2.33,03004
3,5,240,228,95.0,12,5.0,03005
3,6,132,129,97.73,3,2.27,03006
3,7,225,218,96.89,7,3.11,03007
3,8,48,47,97.92,1,2.08,03008
3,9,182,176,96.7,6,3.3,03009
3,10,105,105,100.0,0,0.0,03010
3,11,249,243,97.59,6,2.41,03011
3,12,237,232,97.89,5,2.11,03012
3,13,182,174,95.6,8,4.4,03013
3,14,127,124,97.64,3,2.36,03014
3,15,256,246,96.09,10,3.91,03015
3,16,211,208,98.58,3,1.42,03016
3,17,137,133,97.08,4,2.92,03017
3,18,133,127,95.49,6,4.51,03018
3,19,12,12,100.0,0,0.0,03019
3,20,178,173,97.19,5,2.81,03020
3,21,124,120,96.77,4,3.23,03021
3,22,148,146,98.65,2,1.35,03022
3,23,40,40,100.0,0,0.0,03023
3,24,167,162,97.01,5,2.99,03024
3,25,178,177,99.44,1,0.56,03025
3,26,210,207,98.57,3,1.43,03026
3,27,203,200,98.52,3,1.48,03027
3,28,111,109,98.2,2,1.8,03028
3,29,186,179,96.24,7,3.76,03029
3,30,197,195,98.98,2,1.02,03030
3,31,297,291,97.98,6,2.02,03031
3,32,187,185,98.93,2,1.07,03032
3,33,301,298,99.0,3,1.0,03033
3,34,182,176,96.7,6,3.3,03034
3,35,209,205,98.09,4,1.91,03035
3,36,111,105,94.59,6,5.41,03036
3,37,61,58,95.08,3,4.92,03037
3,38,268,263,98.13,5,1.87,03038
3,39,273,267,97.8,6,2.2,03039
3,40,185,181,97.84,4,2.16,03040
3,41,199,195,97.99,4,2.01,03041
3,42,178,171,96.07,7,3.93,03042
3,43,101,98,97.03,3,2.97,03043
3,44,96,93,96.88,3,3.13,03044
3,45,240,227,94.58,13,5.42,03045
3,46,99,95,95.96,4,4.04,03046
3,47,144,143,99.31,1,0.69,03047
3,48,163,160,98.16,3,1.84,03048
3,49,71,69,97.18,2,2.82,03049
3,50,201,199,99.0,2,1.0,03050
3,51,88,76,86.36,12,13.64,03051
3,52,92,92,100.0,0,0.0,03052
3,53,198,183,92.42,15,7.58,03053
3,54,481,419,87.11,62,12.89,03054
4,1,241,229,95.02,12,4.98,04001
4,2,323,318,98.45,5,1.55,04002
4,3,375,369,98.4,6,1.6,04003
4,4,339,332,97.94,7,2.06,04004
4,5,313,302,96.49,11,3.51,04005
4,6,134,132,98.51,2,1.49,04006
4,7,278,272,97.84,6,2.16,04007
4,8,296,288,97.3,8,2.7,04008
4,9,545,537,98.53,8,1.47,04009
4,10,293,284,96.93,9,3.07,04010
4,11,280,275,98.21,5,1.79,04011
4,12,162,159,98.15,3,1.85,04012
4,13,232,224,96.55,8,3.45,04013
4,14,239,236,98.74,3,1.26,04014
4,15,182,179,98.35,3,1.65,04015
4,16,336,333,99.11,3,0.89,04016
4,17,290,269,92.76,21,7.24,04017
4,18,304,291,95.72,13,4.28,04018
4,19,307,301,98.05,6,1.95,04019
4,20,93,92,98.92,1,1.08,04020
4,21,367,348,94.82,19,5.18,04021
4,22,393,377,95.93,16,4.07,04022
4,23,207,193,93.24,14,6.76,04023
4,24,314,303,96.5,11,3.5,04024
4,25,307,300,97.72,7,2.28,04025
4,26,309,303,98.06,6,1.94,04026
4,27,253,247,97.63,6,2.37,04027
4,28,214,199,92.99,15,7.01,04028
4,29,269,252,93.68,17,6.32,04029
4,30,68,66,97.06,2,2.94,04030
4,31,132,127,96.21,5,3.79,04031
4,32,353,334,94.62,19,5.38,04032
4,33,185,183,98.92,2,1.08,04033
4,34,258,239,92.64,19,7.36,04034
4,35,208,200,96.15,8,3.85,04035
4,36,174,167,95.98,7,4.02,04036
4,37,118,114,96.61,4,3.39,04037
4,38,427,410,96.02,17,3.98,04038
4,39,172,168,97.67,4,2.33,04039
4,40,263,243,92.4,20,7.6,04040
4,41,165,149,90.3,16,9.7,04041
4,42,327,322,98.47,5,1.53,04042
4,43,225,216,96.0,9,4.0,04043
4,44,218,200,91.74,18,8.26,04044
4,45,466,446,95.71,20,4.29,04045
4,46,242,235,97.11,7,2.89,04046
4,47,404,388,96.04,16,3.96,04047
4,48,395,375,94.94,20,5.06,04048
4,49,212,201,94.81,11,5.19,04049
4,50,251,248,98.8,3,1.2,04050
4,51,314,305,97.13,9,2.87,04051
4,52,346,339,97.98,7,2.02,04052
4,53,252,244,96.83,8,3.17,04053
4,54,158,153,96.84,5,3.16,04054
4,55,212,196,92.45,16,7.55,04055
5,1,303,300,99.01,3,0.99,05001
5,2,241,234,97.1,7,2.9,05002
5,3,161,157,97.52,4,2.48,05003
5,4,185,182,98.38,3,1.62,05004
5,5,244,236,96.72,8,3.28,05005
5,6,308,300,97.4,8,2.6,05006
5,7,288,281,97.57,7,2.43,05007
5,8,400,375,93.75,25,6.25,05008
5,9,252,249,98.81,3,1.19,05009
5,10,275,269,97.82,6,2.18,05010
5,11,294,276,93.88,18,6.12,05011
5,12,194,193,99.48,1,0.52,05012
5,13,251,241,96.02,10,3.98,05013
5,14,358,341,95.25,17,4.75,05014
5,15,267,250,93.63,17,6.37,05015
5,16,235,233,99.15,2,0.85,05016
5,17,312,306,98.08,6,1.92,05017
5,18,290,287,98.97,3,1.03,05018
5,19,143,137,95.8,6,4.2,05019
5,20,134,132,98.51,2,1.49,05020
5,21,303,296,97.69,7,2.31,05021
5,22,268,267,99.63,1,0.37,05022
5,23,223,217,97.31,6,2.69,05023
5,24,259,248,95.75,11,4.25,05024
5,25,277,272,98.19,5,1.81,05025
5,26,289,281,97.23,8,2.77,05026
5,27,400,362,90.5,38,9.5,05027
5,28,299,292,97.66,7,2.34,05028
5,29,294,288,97.96,6,2.04,05029
5,30,283,247,87.28,36,12.72,05030
5,31,223,220,98.65,3,1.35,05031
5,32,405,395,97.53,10,2.47,05032
5,33,192,185,96.35,7,3.65,05033
5,34,280,276,98.57,4,1.43,05034
5,35,233,219,93.99,14,6.01,05035
5,36,167,165,98.8,2,1.2,05036
5,37,229,217,94.76,12,5.24,05037
5,38,297,280,94.28,17,5.72,05038
5,39,355,328,92.39,27,7.61,05039
5,40,268,259,96.64,9,3.36,05040
5,41,261,240,91.95,21,8.05,05041
5,42,269,264,98.14,5,1.86,05042
5,43,297,292,98.32,5,1.68,05043
5,44,339,333,98.23,6,1.77,05044
5,45,161,160,99.38,1,0.62,05045
5,46,298,273,91.61,25,8.39,05046
5,47,213,211,99.06,2,0.94,05047
5,48,157,148,94.27,9,5.73,05048
5,49,58,56,96.55,2,3.45,05049
5,50,231,228,98.7,3,1.3,05050
5,51,192,188,97.92,4,2.08,05051
5,52,54,52,96.3,2,3.7,05052
5,53,302,291,96.36,11,3.64,05053
5,54,375,372,99.2,3,0.8,05054
5,55,237,232,97.89,5,2.11,05055
6,1,320,313,97.81,7,2.19,06001
6,2,327,321,98.17,6,1.83,06002
6,3,316,314,99.37,2,0.63,06003
6,4,184,179,97.28,5,2.72,06004
6,5,166,166,100.0,0,0.0,06005
6,6,244,236,96.72,8,3.28,06006
6,7,301,294,97.67,7,2.33,06007
6,8,328,323,98.48,5,1.52,06008
6,9,287,283,98.61,4,1.39,06009
6,10,379,374,98.68,5,1.32,06010
6,11,269,265,98.51,4,1.49,06011
6,12,245,239,97.55,6,2.45,06012
6,13,263,260,98.86,3,1.14,06013
6,14,307,302,98.37,5,1.63,06014
6,15,191,187,97.91,4,2.09,06015
6,16,331,326,98.49,5,1.51,06016
6,17,323,318,98.45,5,1.55,06017
6,18,160,155,96.88,5,3.13,06018
6,19,344,339,98.55,5,1.45,06019
6,20,246,240,97.56,6,2.44,06020
6,21,272,266,97.79,6,2.21,06021
6,22,264,263,99.62,1,0.38,06022
6,23,245,238,97.14,7,2.86,06023
6,24,297,292,98.32,5,1.68,06024
6,25,211,210,99.53,1,0.47,06025
6,26,310,306,98.71,4,1.29,06026
6,27,376,370,98.4,6,1.6,06027
6,28,472,463,98.09,9,1.91,06028
6,29,326,320,98.16,6,1.84,06029
6,30,220,218,99.09,2,0.91,06030
6,31,328,319,97.26,9,2.74,06031
6,32,307,299,97.39,8,2.61,06032
6,33,355,346,97.46,9,2.54,06033
6,34,255,251,98.43,4,1.57,06034
6,35,266,259,97.37,7,2.63,06035
6,36,163,159,97.55,4,2.45,06036
6,37,347,344,99.14,3,0.86,06037
6,38,308,302,98.05,6,1.95,06038
6,39,260,257,98.85,3,1.15,06039
6,40,178,173,97.19,5,2.81,06040
6,41,302,291,96.36,11,3.64,06041
6,42,157,156,99.36,1,0.64,06042
6,43,324,313,96.6,11,3.4,06043
6,44,282,278,98.58,4,1.42,06044
6,45,225,223,99.11,2,0.89,06045
6,46,271,264,97.42,7,2.58,06046
6,47,348,337,96.84,11,3.16,06047
6,48,269,264,98.14,5,1.86,06048
6,49,289,288,99.65,1,0.35,06049
6,50,311,307,98.71,4,1.29,06050
6,51,211,209,99.05,2,0.95,06051
6,52,201,199,99.0,2,1.0,06052
6,53,259,257,99.23,2,0.77,06053
6,54,263,258,98.1,5,1.9,06054
6,55,272,270,99.26,2,0.74,06055
6,56,219,218,99.54,1,0.46,06056
6,57,188,184,97.87,4,2.13,06057
6,58,306,301,98.37,5,1.63,06058
6,59,273,269,98.53,4,1.47,06059
6,60,198,196,98.99,2,1.01,06060
6,61,190,187,98.42,3,1.58,06061
6,62,270,264,97.78,6,2.22,06062
6,63,251,250,99.6,1,0.4,06063
6,64,330,322,97.58,8,2.42,06064
7,1,305,302,99.02,3,0.98,07001
7,2,320,316,98.75,4,1.25,07002
7,3,167,164,98.2,3,1.8,07003
7,4,226,221,97.79,5,2.21,07004
7,5,226,221,97.79,5,2.21,07005
7,6,221,217,98.19,4,1.81,07006
7,7,168,167,99.4,1,0.6,07007
7,8,108,106,98.15,2,1.85,07008
7,9,242,236,97.52,6,2.48,07009
7,10,175,170,97.14,5,2.86,07010
7,11,272,263,96.69,9,3.31,07011
7,12,189,185,97.88,4,2.12,07012
7,13,168,166,98.81,2,1.19,07013
7,14,271,263,97.05,8,2.95,07014
7,15,146,140,95.89,6,4.11,07015
7,16,193,189,97.93,4,2.07,07016
7,17,165,163,98.79,2,1.21,07017
7,18,176,170,96.59,6,3.41,07018
7,19,353,350,99.15,3,0.85,07019
7,20,138,133,96.38,5,3.62,07020
7,21,252,247,98.02,5,1.98,07021
7,22,181,178,98.34,3,1.66,07022
7,23,162,160,98.77,2,1.23,07023
7,24,233,227,97.42,6,2.58,07024
7,25,314,307,97.77,7,2.23,07025
7,26,323,317,98.14,6,1.86,07026
7,27,354,346,97.74,8,2.26,07027
7,28,251,249,99.2,2,0.8,07028
7,29,148,146,98.65,2,1.35,07029
7,30,283,275,97.17,8,2.83,07030
7,31,243,239,98.35,4,1.65,07031
7,32,228,218,95.61,10,4.39,07032
7,33,210,209,99.52,1,0.48,07033
7,34,230,228,99.13,2,0.87,07034
7,35,159,144,90.57,15,9.43,07035
7,36,307,303,98.7,4,1.3,07036
7,37,112,109,97.32,3,2.68,07037
7,38,198,192,96.97,6,3.03,07038
7,39,211,210,99.53,1,0.47,07039
7,40,347,338,97.41,9,2.59,07040
7,41,192,190,98.96,2,1.04,07041
7,42,377,372,98.67,5,1.33,07042
7,43,260,256,98.46,4,1.54,07043
7,44,343,328,95.63,15,4.37,07044
7,45,353,347,98.3,6,1.7,07045
7,46,112,108,96.43,4,3.57,07046
7,47,220,215,97.73,5,2.27,07047
7,48,113,108,95.58,5,4.42,07048
7,49,141,139,98.58,2,1.42,07049
7,50,162,159,98.15,3,1.85,07050
7,51,212,208,98.11,4,1.89,07051
7,52,215,212,98.6,3,1.4,07052
7,53,219,214,97.72,5,2.28,07053
7,54,117,115,98.29,2,1.71,07054
7,55,215,212,98.6,3,1.4,07055
7,56,210,208,99.05,2,0.95,07056
7,57,197,193,97.97,4,2.03,07057
7,58,327,321,98.17,6,1.83,07058
7,59,149,148,99.33,1,0.67,07059
7,60,170,167,98.24,3,1.76,07060
7,61,232,231,99.57,1,0.43,07061
7,62,232,231,99.57,1,0.43,07062
7,63,239,223,93.31,16,6.69,07063
7,64,201,192,95.52,9,4.48,07064
7,65,255,250,98.04,5,1.96,07065
8,1,311,310,99.68,1,0.32,08001
8,2,155,151,97.42,4,2.58,08002
8,3,350,348,99.43,2,0.57,08003
8,4,278,276,99.28,2,0.72,08004
8,5,326,320,98.16,6,1.84,08005
8,6,306,300,98.04,6,1.96,08006
8,7,220,218,99.09,2,0.91,08007
8,8,322,319,99.07,3,0.93,08008
8,9,339,334,98.53,5,1.47,08009
8,10,383,380,99.22,3,0.78,08010
8,11,262,258,98.47,4,1.53,08011
8,12,248,241,97.18,7,2.82,08012
8,13,231,228,98.7,3,1.3,08013
8,14,215,209,97.21,6,2.79,08014
8,15,235,230,97.87,5,2.13,08015
8,16,290,287,98.97,3,1.03,08016
8,17,268,264,98.51,4,1.49,08017
8,18,186,184,98.92,2,1.08,08018
8,19,349,343,98.28,6,1.72,08019
8,20,202,200,99.01,2,0.99,08020
8,21,228,222,97.37,6,2.63,08021
8,22,238,230,96.64,8,3.36,08022
8,23,246,240,97.56,6,2.44,08023
8,24,315,311,98.73,4,1.27,08024
8,25,291,284,97.59,7,2.41,08025
8,26,190,188,98.95,2,1.05,08026
8,27,331,323,97.58,8,2.42,08027
8,28,228,227,99.56,1,0.44,08028
8,29,305,303,99.34,2,0.66,08029
8,30,247,245,99.19,2,0.81,08030
8,31,213,212,99.53,1,0.47,08031
8,32,409,405,99.02,4,0.98,08032
8,33,250,249,99.6,1,0.4,08033
8,34,360,353,98.06,7,1.94,08034
8,35,340,327,96.18,13,3.82,08035
8,36,274,274,100.0,0,0.0,08036
8,37,289,288,99.65,1,0.35,08037
8,38,262,252,96.18,10,3.82,08038
8,39,314,311,99.04,3,0.96,08039
8,40,271,268,98.89,3,1.11,08040
8,41,235,234,99.57,1,0.43,08041
8,42,289,285,98.62,4,1.38,08042
8,43,227,225,99.12,2,0.88,08043
8,44,218,215,98.62,3,1.38,08044
8,45,212,208,98.11,4,1.89,08045
8,46,235,233,99.15,2,0.85,08046
8,47,280,272,97.14,8,2.86,08047
8,48,223,217,97.31,6,2.69,08048
8,49,329,328,99.7,1,0.3,08049
8,50,294,290,98.64,4,1.36,08050
8,51,325,319,98.15,6,1.85,08051
8,52,277,271,97.83,6,2.17,08052
8,53,338,332,98.22,6,1.78,08053
8,54,300,295,98.33,5,1.67,08054
8,55,254,247,97.24,7,2.76,08055
8,56,310,304,98.06,6,1.94,08056
8,57,253,250,98.81,3,1.19,08057
8,58,282,281,99.65,1,0.35,08058
8,59,184,179,97.28,5,2.72,08059
8,60,220,214,97.27,6,2.73,08060
8,61,236,234,99.15,2,0.85,08061
8,62,239,235,98.33,4,1.67,08062
8,63,321,319,99.38,2,0.62,08063
8,64,246,238,96.75,8,3.25,08064
8,65,188,184,97.87,4,2.13,08065
8,66,425,418,98.35,7,1.65,08066
8,67,144,143,99.31,1,0.69,08067
8,68,171,167,97.66,4,2.34,08068
8,69,209,208,99.52,1,0.48,08069
8,70,369,360,97.56,9,2.44,08070
9,1,329,326,99.09,3,0.91,09001
9,2,323,316,97.83,7,2.17,09002
9,3,176,172,97.73,4,2.27,09003
9,4,310,305,98.39,5,1.61,09004
9,5,273,269,98.53,4,1.47,09005
9,6,295,291,98.64,4,1.36,09006
9,7,256,251,98.05,5,1.95,09007
9,8,259,256,98.84,3,1.16,09008
9,9,323,322,99.69,1,0.31,09009
9,10,254,249,98.03,5,1.97,09010
9,11,242,237,97.93,5,2.07,09011
9,12,269,263,97.77,6,2.23,09012
9,13,284,282,99.3,2,0.7,09013
9,14,372,369,99.19,3,0.81,09014
9,15,269,265,98.51,4,1.49,09015
9,16,229,225,98.25,4,1.75,09016
9,17,275,273,99.27,2,0.73,09017
9,18,276,271,98.19,5,1.81,09018
9,19,297,294,98.99,3,1.01,09019
9,20,331,328,99.09,3,0.91,09020
9,21,303,297,98.02,6,1.98,09021
9,22,336,327,97.32,9,2.68,09022
9,23,243,238,97.94,5,2.06,09023
9,24,166,165,99.4,1,0.6,09024
9,25,227,207,91.19,20,8.81,09025
9,26,163,161,98.77,2,1.23,09026
9,27,287,278,96.86,9,3.14,09027
9,28,174,167,95.98,7,4.02,09028
9,29,254,251,98.82,3,1.18,09029
9,30,214,211,98.6,3,1.4,09030
9,31,253,249,98.42,4,1.58,09031
9,32,296,290,97.97,6,2.03,09032
9,33,190,185,97.37,5,2.63,09033
9,34,223,219,98.21,4,1.79,09034
9,35,329,328,99.7,1,0.3,09035
9,36,325,323,99.38,2,0.62,09036
9,37,227,199,87.67,28,12.33,09037
9,38,301,293,97.34,8,2.66,09038
9,39,289,287,99.31,2,0.69,09039
9,40,320,318,99.38,2,0.63,09040
9,41,322,315,97.83,7,2.17,09041
9,42,165,164,99.39,1,0.61,09042
9,43,188,184,97.87,4,2.13,09043
9,44,201,198,98.51,3,1.49,09044
9,45,298,295,98.99,3,1.01,09045
9,46,255,251,98.43,4,1.57,09046
9,47,335,327,97.61,8,2.39,09047
9,48,317,311,98.11,6,1.89,09048
9,49,232,229,98.71,3,1.29,09049
9,50,248,245,98.79,3,1.21,09050
9,51,149,144,96.64,5,3.36,09051
9,52,318,313,98.43,5,1.57,09052
9,53,124,124,100.0,0,0.0,09053
10,1,203,199,98.03,4,1.97,10001
10,2,162,150,92.59,12,7.41,10002
10,3,250,211,84.4,39,15.6,10003
10,4,186,182,97.85,4,2.15,10004
10,5,209,186,89.0,23,11.0,10005
10,6,231,229,99.13,2,0.87,10006
10,7,65,60,92.31,5,7.69,10007
10,8,196,172,87.76,24,12.24,10008
10,9,229,190,82.97,39,17.03,10009
10,10,233,195,83.69,38,16.31,10010
10,11,225,206,91.56,19,8.44,10011
10,12,197,175,88.83,22,11.17,10012
10,13,191,173,90.58,18,9.42,10013
10,14,243,212,87.24,31,12.76,10014
10,15,106,94,88.68,12,11.32,10015
10,16,233,203,87.12,30,12.88,10016
10,17,168,135,80.36,33,19.64,10017
10,18,207,200,96.62,7,3.38,10018
10,19,269,232,86.25,37,13.75,10019
10,20,187,168,89.84,19,10.16,10020
10,21,183,146,79.78,37,20.22,10021
10,22,41,30,73.17,11,26.83,10022
10,23,187,171,91.44,16,8.56,10023
10,24,220,188,85.45,32,14.55,10024
10,25,260,249,95.77,11,4.23,10025
10,26,191,170,89.01,21,10.99,10026
10,27,276,251,90.94,25,9.06,10027
10,28,158,155,98.1,3,1.9,10028
10,29,211,209,99.05,2,0.95,10029
10,30,258,246,95.35,12,4.65,10030
10,31,230,206,89.57,24,10.43,10031
10,32,248,208,83.87,40,16.13,10032
10,33,210,187,89.05,23,10.95,10033
10,34,195,181,92.82,14,7.18,10034
10,35,213,200,93.9,13,6.1,10035
10,36,242,237,97.93,5,2.07,10036
10,37,193,189,97.93,4,2.07,10037
10,38,260,243,93.46,17,6.54,10038
10,39,205,190,92.68,15,7.32,10039
10,40,174,171,98.28,3,1.72,10040
10,41,278,240,86.33,38,13.67,10041
10,42,219,185,84.47,34,15.53,10042
10,43,110,104,94.55,6,5.45,10043
10,44,206,193,93.69,13,6.31,10044
10,45,136,126,92.65,10,7.35,10045
10,46,241,226,93.78,15,6.22,10046
10,47,199,184,92.46,15,7.54,10047
10,48,182,180,98.9,2,1.1,10048
10,49,181,177,97.79,4,2.21,10049
11,1,267,245,91.76,22,8.24,11001
11,2,207,190,91.79,17,8.21,11002
11,3,195,181,92.82,14,7.18,11003
11,4,272,247,90.81,25,9.19,11004
11,5,170,152,89.41,18,10.59,11005
11,6,309,278,89.97,31,10.03,11006
11,7,244,222,90.98,22,9.02,11007
11,8,261,238,91.19,23,8.81,11008
11,9,192,174,90.63,18,9.38,11009
11,10,158,145,91.77,13,8.23,11010
11,11,352,305,86.65,47,13.35,11011
11,12,256,238,92.97,18,7.03,11012
11,13,216,201,93.06,15,6.94,11013
11,14,214,203,94.86,11,5.14,11014
11,15,217,197,90.78,20,9.22,11015
11,16,276,253,91.67,23,8.33,11016
11,17,319,291,91.22,28,8.78,11017
11,18,188,166,88.3,22,11.7,11018
11,19,224,200,89.29,24,10.71,11019
11,20,192,179,93.23,13,6.77,11020
11,21,277,256,92.42,21,7.58,11021
11,22,210,203,96.67,7,3.33,11022
11,23,204,190,93.14,14,6.86,11023
11,24,443,407,91.87,36,8.13,11024
11,25,215,200,93.02,15,6.98,11025
11,26,352,333,94.6,19,5.4,11026
11,27,289,269,93.08,20,6.92,11027
11,28,217,205,94.47,12,5.53,11028
11,29,292,270,92.47,22,7.53,11029
11,30,262,239,91.22,23,8.78,11030
11,31,191,179,93.72,12,6.28,11031
11,32,211,196,92.89,15,7.11,11032
11,33,174,163,93.68,11,6.32,11033
11,34,166,161,96.99,5,3.01,11034
11,35,314,286,91.08,28,8.92,11035
11,36,80,74,92.5,6,7.5,11036
11,37,309,287,92.88,22,7.12,11037
11,38,367,338,92.1,29,7.9,11038
11,39,391,370,94.63,21,5.37,11039
11,40,169,161,95.27,8,4.73,11040
11,41,160,150,93.75,10,6.25,11041
11,42,178,168,94.38,10,5.62,11042
11,43,311,286,91.96,25,8.04,11043
11,44,227,203,89.43,24,10.57,11044
11,45,138,123,89.13,15,10.87,11045
11,46,205,197,96.1,8,3.9,11046
11,47,246,219,89.02,27,10.98,11047
11,48,108,99,91.67,9,8.33,11048
11,49,222,206,92.79,16,7.21,11049
11,50,168,149,88.69,19,11.31,11050
12,1,108,96,88.89,12,11.11,12001
12,2,175,162,92.57,13,7.43,12002
12,3,184,166,90.22,18,9.78,12003
12,4,160,148,92.5,12,7.5,12004
12,5,161,151,93.79,10,6.21,12005
12,6,142,131,92.25,11,7.75,12006
12,7,186,176,94.62,10,5.38,12007
12,8,286,257,89.86,29,10.14,12008
12,9,151,147,97.35,4,2.65,12009
12,10,177,165,93.22,12,6.78,12010
12,11,262,246,93.89,16,6.11,12011
12,12,171,153,89.47,18,10.53,12012
12,13,243,219,90.12,24,9.88,12013
12,14,156,147,94.23,9,5.77,12014
12,15,140,131,93.57,9,6.43,12015
12,16,129,122,94.57,7,5.43,12016
12,17,206,195,94.66,11,5.34,12017
12,18,210,196,93.33,14,6.67,12018
12,19,220,201,91.36,19,8.64,12019
12,20,177,163,92.09,14,7.91,12020
12,21,213,190,89.2,23,10.8,12021
12,22,138,125,90.58,13,9.42,12022
12,23,171,157,91.81,14,8.19,12023
12,24,232,212,91.38,20,8.62,12024
13,1,274,243,88.69,31,11.31,13001
13,2,206,197,95.63,9,4.37,13002
13,3,332,314,94.58,18,5.42,13003
13,4,407,352,86.49,55,13.51,13004
13,5,320,308,96.25,12,3.75,13005
13,6,278,250,89.93,28,10.07,13006
13,7,244,225,92.21,19,7.79,13007
13,8,322,290,90.06,32,9.94,13008
13,9,306,283,92.48,23,7.52,13009
13,10,248,222,89.52,26,10.48,13010
13,11,300,276,92.0,24,8.0,13011
13,12,242,220,90.91,22,9.09,13012
