ward,precinct,total,Julie Hamos,Julie Hamos Percent,precinct_id
49,1,215,215,100.0,49001
49,5,245,245,100.0,49005
49,6,241,241,100.0,49006
49,14,242,242,100.0,49014
49,16,205,205,100.0,49016
49,20,263,263,100.0,49020
49,30,235,235,100.0,49030
49,34,236,236,100.0,49034
49,35,309,309,100.0,49035
