ward,precinct,total,Gloria Chevere,Gloria Chevere Percent,precinct_id
1,1,189,189,100.0,01001
1,2,157,157,100.0,01002
1,3,152,152,100.0,01003
1,4,175,175,100.0,01004
1,5,168,168,100.0,01005
1,6,68,68,100.0,01006
1,7,186,186,100.0,01007
1,8,180,180,100.0,01008
1,9,188,188,100.0,01009
1,10,196,196,100.0,01010
1,11,156,156,100.0,01011
1,12,177,177,100.0,01012
1,13,231,231,100.0,01013
1,14,203,203,100.0,01014
1,15,169,169,100.0,01015
1,16,83,83,100.0,01016
1,17,171,171,100.0,01017
1,18,139,139,100.0,01018
1,19,176,176,100.0,01019
1,20,196,196,100.0,01020
1,21,151,151,100.0,01021
1,22,173,173,100.0,01022
1,23,176,176,100.0,01023
1,24,252,252,100.0,01024
1,25,166,166,100.0,01025
1,26,160,160,100.0,01026
1,27,125,125,100.0,01027
1,28,133,133,100.0,01028
1,29,182,182,100.0,01029
1,30,279,279,100.0,01030
1,31,200,200,100.0,01031
1,32,185,185,100.0,01032
1,33,188,188,100.0,01033
1,34,124,124,100.0,01034
1,35,117,117,100.0,01035
1,36,152,152,100.0,01036
1,37,151,151,100.0,01037
1,38,113,113,100.0,01038
1,39,213,213,100.0,01039
1,40,78,78,100.0,01040
1,41,146,146,100.0,01041
1,42,127,127,100.0,01042
1,43,134,134,100.0,01043
1,44,146,146,100.0,01044
1,45,181,181,100.0,01045
1,46,180,180,100.0,01046
1,47,126,126,100.0,01047
1,48,88,88,100.0,01048
1,49,91,91,100.0,01049
1,50,123,123,100.0,01050
26,1,110,110,100.0,26001
26,3,123,123,100.0,26003
26,4,98,98,100.0,26004
26,5,158,158,100.0,26005
26,6,103,103,100.0,26006
26,7,76,76,100.0,26007
26,8,107,107,100.0,26008
26,9,92,92,100.0,26009
26,10,88,88,100.0,26010
26,11,121,121,100.0,26011
26,12,80,80,100.0,26012
26,13,121,121,100.0,26013
26,14,119,119,100.0,26014
26,15,117,117,100.0,26015
26,16,92,92,100.0,26016
26,18,78,78,100.0,26018
26,19,155,155,100.0,26019
26,20,142,142,100.0,26020
26,21,147,147,100.0,26021
26,22,85,85,100.0,26022
26,23,111,111,100.0,26023
26,24,81,81,100.0,26024
26,25,49,49,100.0,26025
26,26,86,86,100.0,26026
26,27,106,106,100.0,26027
26,28,68,68,100.0,26028
26,29,126,126,100.0,26029
26,30,103,103,100.0,26030
26,31,100,100,100.0,26031
26,32,135,135,100.0,26032
26,34,122,122,100.0,26034
26,35,116,116,100.0,26035
26,36,111,111,100.0,26036
26,37,79,79,100.0,26037
26,38,96,96,100.0,26038
26,39,97,97,100.0,26039
26,40,68,68,100.0,26040
26,41,107,107,100.0,26041
26,42,88,88,100.0,26042
26,43,90,90,100.0,26043
26,44,79,79,100.0,26044
26,45,130,130,100.0,26045
26,46,103,103,100.0,26046
26,47,73,73,100.0,26047
26,48,135,135,100.0,26048
26,49,96,96,100.0,26049
26,50,58,58,100.0,26050
26,51,137,137,100.0,26051
26,52,38,38,100.0,26052
26,53,75,75,100.0,26053
26,54,99,99,100.0,26054
26,55,80,80,100.0,26055
26,56,113,113,100.0,26056
26,57,95,95,100.0,26057
26,58,97,97,100.0,26058
26,59,141,141,100.0,26059
26,60,95,95,100.0,26060
26,61,46,46,100.0,26061
26,62,134,134,100.0,26062
26,63,56,56,100.0,26063
27,4,142,142,100.0,27004
27,10,257,257,100.0,27010
27,11,4,4,100.0,27011
27,13,154,154,100.0,27013
27,15,3,3,100.0,27015
27,18,161,161,100.0,27018
27,27,5,5,100.0,27027
27,30,100,100,100.0,27030
27,32,152,152,100.0,27032
27,35,154,154,100.0,27035
27,38,135,135,100.0,27038
27,41,194,194,100.0,27041
27,50,95,95,100.0,27050
27,53,116,116,100.0,27053
27,54,190,190,100.0,27054
27,56,113,113,100.0,27056
27,59,181,181,100.0,27059
29,7,31,31,100.0,29007
30,4,150,150,100.0,30004
30,5,103,103,100.0,30005
30,19,92,92,100.0,30019
30,20,141,141,100.0,30020
30,21,159,159,100.0,30021
30,22,150,150,100.0,30022
30,23,128,128,100.0,30023
30,24,142,142,100.0,30024
30,26,112,112,100.0,30026
30,27,192,192,100.0,30027
30,29,90,90,100.0,30029
30,31,112,112,100.0,30031
30,32,62,62,100.0,30032
30,33,157,157,100.0,30033
30,35,167,167,100.0,30035
30,40,130,130,100.0,30040
30,41,141,141,100.0,30041
31,1,78,78,100.0,31001
31,2,97,97,100.0,31002
31,4,110,110,100.0,31004
31,5,134,134,100.0,31005
31,6,146,146,100.0,31006
31,7,119,119,100.0,31007
31,9,18,18,100.0,31009
31,10,75,75,100.0,31010
31,11,99,99,100.0,31011
31,12,123,123,100.0,31012
31,13,109,109,100.0,31013
31,14,109,109,100.0,31014
31,17,129,129,100.0,31017
31,18,98,98,100.0,31018
31,19,112,112,100.0,31019
31,20,114,114,100.0,31020
31,21,144,144,100.0,31021
31,22,87,87,100.0,31022
31,23,92,92,100.0,31023
31,24,102,102,100.0,31024
31,25,146,146,100.0,31025
31,27,103,103,100.0,31027
31,28,132,132,100.0,31028
31,30,152,152,100.0,31030
31,31,171,171,100.0,31031
31,32,160,160,100.0,31032
31,33,126,126,100.0,31033
31,34,104,104,100.0,31034
31,35,93,93,100.0,31035
31,36,141,141,100.0,31036
31,37,124,124,100.0,31037
