ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,Charles Hutchinson,Charles Hutchinson Percent,precinct_id
1,1,208,182,87.5,26,12.5,01001
1,6,231,185,80.09,46,19.91,01006
1,11,2,1,50.0,1,50.0,01011
1,44,170,147,86.47,23,13.53,01044
2,1,423,342,80.85,81,19.15,02001
2,2,8,8,100.0,0,0.0,02002
2,3,288,239,82.99,49,17.01,02003
2,4,227,225,99.12,2,0.88,02004
2,5,153,147,96.08,6,3.92,02005
2,6,315,239,75.87,76,24.13,02006
2,7,288,285,98.96,3,1.04,02007
2,8,366,287,78.42,79,21.58,02008
2,9,213,211,99.06,2,0.94,02009
2,10,44,43,97.73,1,2.27,02010
2,11,162,121,74.69,41,25.31,02011
2,12,415,310,74.7,105,25.3,02012
2,13,237,210,88.61,27,11.39,02013
2,14,15,15,100.0,0,0.0,02014
2,15,28,27,96.43,1,3.57,02015
2,16,314,240,76.43,74,23.57,02016
2,17,227,222,97.8,5,2.2,02017
2,18,312,248,79.49,64,20.51,02018
2,19,352,263,74.72,89,25.28,02019
2,20,32,28,87.5,4,12.5,02020
2,21,328,301,91.77,27,8.23,02021
2,22,485,371,76.49,114,23.51,02022
2,23,180,166,92.22,14,7.78,02023
2,24,156,149,95.51,7,4.49,02024
2,25,154,133,86.36,21,13.64,02025
2,26,488,402,82.38,86,17.62,02026
2,27,231,227,98.27,4,1.73,02027
2,28,169,129,76.33,40,23.67,02028
2,29,95,80,84.21,15,15.79,02029
2,30,106,106,100.0,0,0.0,02030
2,32,125,124,99.2,1,0.8,02032
2,33,180,174,96.67,6,3.33,02033
2,34,258,254,98.45,4,1.55,02034
2,35,114,98,85.96,16,14.04,02035
2,36,135,133,98.52,2,1.48,02036
2,37,389,319,82.01,70,17.99,02037
2,38,268,254,94.78,14,5.22,02038
2,39,243,223,91.77,20,8.23,02039
2,40,359,317,88.3,42,11.7,02040
2,41,118,114,96.61,4,3.39,02041
2,42,81,78,96.3,3,3.7,02042
2,43,412,345,83.74,67,16.26,02043
2,45,232,221,95.26,11,4.74,02045
2,47,214,210,98.13,4,1.87,02047
2,48,185,183,98.92,2,1.08,02048
2,49,316,265,83.86,51,16.14,02049
2,50,192,167,86.98,25,13.02,02050
2,51,222,215,96.85,7,3.15,02051
2,52,286,280,97.9,6,2.1,02052
2,53,81,79,97.53,2,2.47,02053
2,54,389,325,83.55,64,16.45,02054
2,55,84,77,91.67,7,8.33,02055
2,56,233,227,97.42,6,2.58,02056
2,57,161,159,98.76,2,1.24,02057
2,58,163,135,82.82,28,17.18,02058
2,59,314,252,80.25,62,19.75,02059
2,60,565,397,70.27,168,29.73,02060
3,1,238,235,98.74,3,1.26,03001
3,2,326,317,97.24,9,2.76,03002
3,3,238,210,88.24,28,11.76,03003
3,4,178,176,98.88,2,1.12,03004
3,6,135,134,99.26,1,0.74,03006
3,8,48,48,100.0,0,0.0,03008
3,9,187,182,97.33,5,2.67,03009
3,10,108,107,99.07,1,0.93,03010
3,11,252,248,98.41,4,1.59,03011
3,12,246,242,98.37,4,1.63,03012
3,14,126,126,100.0,0,0.0,03014
3,15,266,259,97.37,7,2.63,03015
3,16,216,216,100.0,0,0.0,03016
3,17,143,141,98.6,2,1.4,03017
3,18,133,132,99.25,1,0.75,03018
3,19,13,13,100.0,0,0.0,03019
3,20,177,173,97.74,4,2.26,03020
3,21,128,128,100.0,0,0.0,03021
3,22,151,146,96.69,5,3.31,03022
3,23,43,43,100.0,0,0.0,03023
3,24,167,166,99.4,1,0.6,03024
3,25,180,178,98.89,2,1.11,03025
3,26,214,210,98.13,4,1.87,03026
3,27,207,203,98.07,4,1.93,03027
3,28,116,114,98.28,2,1.72,03028
3,29,191,189,98.95,2,1.05,03029
3,31,313,311,99.36,2,0.64,03031
3,32,191,188,98.43,3,1.57,03032
3,33,303,296,97.69,7,2.31,03033
3,35,217,217,100.0,0,0.0,03035
3,36,99,95,95.96,4,4.04,03036
3,37,61,60,98.36,1,1.64,03037
3,39,282,277,98.23,5,1.77,03039
3,40,185,183,98.92,2,1.08,03040
3,41,138,135,97.83,3,2.17,03041
3,42,181,179,98.9,2,1.1,03042
3,43,106,104,98.11,2,1.89,03043
3,45,249,229,91.97,20,8.03,03045
3,46,101,98,97.03,3,2.97,03046
3,47,149,147,98.66,2,1.34,03047
3,48,169,167,98.82,2,1.18,03048
3,49,71,70,98.59,1,1.41,03049
3,50,203,202,99.51,1,0.49,03050
3,52,93,93,100.0,0,0.0,03052
3,54,483,397,82.19,86,17.81,03054
4,4,345,338,97.97,7,2.03,04004
4,5,313,308,98.4,5,1.6,04005
4,6,135,134,99.26,1,0.74,04006
4,7,296,290,97.97,6,2.03,04007
4,10,291,282,96.91,9,3.09,04010
4,11,286,280,97.9,6,2.1,04011
4,14,237,236,99.58,1,0.42,04014
4,15,185,178,96.22,7,3.78,04015
4,25,315,308,97.78,7,2.22,04025
4,27,252,248,98.41,4,1.59,04027
4,35,209,204,97.61,5,2.39,04035
4,36,178,174,97.75,4,2.25,04036
4,42,281,275,97.86,6,2.14,04042
4,53,261,254,97.32,7,2.68,04053
11,14,189,156,82.54,33,17.46,11014
11,27,249,200,80.32,49,19.68,11027
11,28,194,163,84.02,31,15.98,11028
11,34,81,77,95.06,4,4.94,11034
11,36,62,58,93.55,4,6.45,11036
11,46,173,158,91.33,15,8.67,11046
12,1,17,15,88.24,2,11.76,12001
12,6,26,23,88.46,3,11.54,12006
12,18,1,1,100.0,0,0.0,12018
16,15,246,241,97.97,5,2.03,16015
16,16,218,213,97.71,5,2.29,16016
16,18,196,193,98.47,3,1.53,16018
16,20,199,198,99.5,1,0.5,16020
16,22,178,174,97.75,4,2.25,16022
16,24,125,125,100.0,0,0.0,16024
16,29,105,103,98.1,2,1.9,16029
16,30,148,145,97.97,3,2.03,16030
16,33,161,160,99.38,1,0.62,16033
20,27,145,143,98.62,2,1.38,20027
20,31,238,232,97.48,6,2.52,20031
20,40,178,177,99.44,1,0.56,20040
20,45,155,153,98.71,2,1.29,20045
20,48,106,105,99.06,1,0.94,20048
22,7,221,219,99.1,2,0.9,22007
22,18,1,1,100.0,0,0.0,22018
22,19,185,184,99.46,1,0.54,22019
22,21,247,242,97.98,5,2.02,22021
24,1,180,179,99.44,1,0.56,24001
24,2,173,172,99.42,1,0.58,24002
24,3,239,234,97.91,5,2.09,24003
24,4,234,231,98.72,3,1.28,24004
24,5,185,185,100.0,0,0.0,24005
24,6,251,249,99.2,2,0.8,24006
24,7,188,184,97.87,4,2.13,24007
24,8,211,209,99.05,2,0.95,24008
24,9,231,227,98.27,4,1.73,24009
24,10,181,181,100.0,0,0.0,24010
24,11,129,127,98.45,2,1.55,24011
24,12,164,160,97.56,4,2.44,24012
24,13,173,166,95.95,7,4.05,24013
24,14,302,291,96.36,11,3.64,24014
24,15,192,190,98.96,2,1.04,24015
24,16,171,171,100.0,0,0.0,24016
24,17,196,195,99.49,1,0.51,24017
24,18,150,150,100.0,0,0.0,24018
24,19,168,165,98.21,3,1.79,24019
24,20,220,215,97.73,5,2.27,24020
24,21,131,130,99.24,1,0.76,24021
24,22,221,219,99.1,2,0.9,24022
24,23,183,179,97.81,4,2.19,24023
24,24,163,158,96.93,5,3.07,24024
24,25,224,222,99.11,2,0.89,24025
24,26,267,261,97.75,6,2.25,24026
24,27,148,140,94.59,8,5.41,24027
24,28,272,268,98.53,4,1.47,24028
24,29,244,241,98.77,3,1.23,24029
24,30,193,191,98.96,2,1.04,24030
24,31,197,196,99.49,1,0.51,24031
24,32,214,209,97.66,5,2.34,24032
24,33,167,165,98.8,2,1.2,24033
24,34,224,223,99.55,1,0.45,24034
24,35,279,275,98.57,4,1.43,24035
24,36,178,174,97.75,4,2.25,24036
24,37,224,214,95.54,10,4.46,24037
24,38,228,223,97.81,5,2.19,24038
24,39,217,213,98.16,4,1.84,24039
24,40,290,284,97.93,6,2.07,24040
24,41,198,192,96.97,6,3.03,24041
24,42,190,188,98.95,2,1.05,24042
24,43,268,260,97.01,8,2.99,24043
24,44,83,81,97.59,2,2.41,24044
24,45,183,183,100.0,0,0.0,24045
24,46,238,237,99.58,1,0.42,24046
24,47,173,168,97.11,5,2.89,24047
24,48,102,102,100.0,0,0.0,24048
24,49,346,340,98.27,6,1.73,24049
24,50,335,330,98.51,5,1.49,24050
24,51,306,300,98.04,6,1.96,24051
24,52,182,181,99.45,1,0.55,24052
24,53,42,40,95.24,2,4.76,24053
24,54,147,146,99.32,1,0.68,24054
24,55,97,93,95.88,4,4.12,24055
24,56,253,250,98.81,3,1.19,24056
24,58,250,245,98.0,5,2.0,24058
24,59,108,104,96.3,4,3.7,24059
25,3,166,152,91.57,14,8.43,25003
25,4,286,225,78.67,61,21.33,25004
25,5,0,0,0.0,0,0.0,25005
25,6,11,11,100.0,0,0.0,25006
25,8,57,51,89.47,6,10.53,25008
25,10,152,142,93.42,10,6.58,25010
25,14,196,167,85.2,29,14.8,25014
25,16,182,161,88.46,21,11.54,25016
25,18,394,365,92.64,29,7.36,25018
25,21,193,142,73.58,51,26.42,25021
25,25,229,184,80.35,45,19.65,25025
25,26,201,149,74.13,52,25.87,25026
25,27,212,175,82.55,37,17.45,25027
25,28,324,239,73.77,85,26.23,25028
25,29,315,242,76.83,73,23.17,25029
26,17,121,92,76.03,29,23.97,26017
26,28,5,5,100.0,0,0.0,26028
26,33,89,60,67.42,29,32.58,26033
26,46,181,148,81.77,33,18.23,26046
27,1,258,192,74.42,66,25.58,27001
27,2,182,178,97.8,4,2.2,27002
27,3,207,204,98.55,3,1.45,27003
27,4,171,165,96.49,6,3.51,27004
27,5,94,72,76.6,22,23.4,27005
27,6,135,133,98.52,2,1.48,27006
27,7,231,158,68.4,73,31.6,27007
27,8,210,209,99.52,1,0.48,27008
27,9,283,263,92.93,20,7.07,27009
27,10,296,291,98.31,5,1.69,27010
27,11,266,218,81.95,48,18.05,27011
27,12,226,164,72.57,62,27.43,27012
27,14,288,285,98.96,3,1.04,27014
27,15,159,155,97.48,4,2.52,27015
27,16,110,76,69.09,34,30.91,27016
27,17,233,178,76.39,55,23.61,27017
27,18,213,161,75.59,52,24.41,27018
27,19,207,203,98.07,4,1.93,27019
27,20,332,326,98.19,6,1.81,27020
27,21,161,158,98.14,3,1.86,27021
27,22,215,212,98.6,3,1.4,27022
27,23,43,43,100.0,0,0.0,27023
27,24,193,188,97.41,5,2.59,27024
27,25,157,152,96.82,5,3.18,27025
27,26,183,181,98.91,2,1.09,27026
27,27,152,144,94.74,8,5.26,27027
27,28,195,159,81.54,36,18.46,27028
27,29,176,173,98.3,3,1.7,27029
27,30,110,106,96.36,4,3.64,27030
27,31,149,145,97.32,4,2.68,27031
27,33,199,185,92.96,14,7.04,27033
27,34,200,198,99.0,2,1.0,27034
27,36,198,189,95.45,9,4.55,27036
27,37,191,175,91.62,16,8.38,27037
27,39,118,116,98.31,2,1.69,27039
27,40,172,172,100.0,0,0.0,27040
27,42,196,141,71.94,55,28.06,27042
27,43,108,107,99.07,1,0.93,27043
27,44,158,157,99.37,1,0.63,27044
27,45,152,149,98.03,3,1.97,27045
27,46,212,209,98.58,3,1.42,27046
27,47,171,170,99.42,1,0.58,27047
27,48,236,235,99.58,1,0.42,27048
27,49,222,221,99.55,1,0.45,27049
27,50,251,186,74.1,65,25.9,27050
27,51,135,131,97.04,4,2.96,27051
27,52,183,182,99.45,1,0.55,27052
27,53,162,136,83.95,26,16.05,27053
27,54,253,196,77.47,57,22.53,27054
27,55,173,171,98.84,2,1.16,27055
27,57,184,155,84.24,29,15.76,27057
27,58,102,81,79.41,21,20.59,27058
28,1,182,180,98.9,2,1.1,28001
28,2,259,254,98.07,5,1.93,28002
28,3,156,153,98.08,3,1.92,28003
28,4,260,258,99.23,2,0.77,28004
28,5,193,183,94.82,10,5.18,28005
28,6,171,167,97.66,4,2.34,28006
28,7,215,212,98.6,3,1.4,28007
28,8,172,169,98.26,3,1.74,28008
28,9,164,164,100.0,0,0.0,28009
28,10,52,51,98.08,1,1.92,28010
28,11,170,169,99.41,1,0.59,28011
28,12,168,165,98.21,3,1.79,28012
28,13,126,125,99.21,1,0.79,28013
28,14,146,141,96.58,5,3.42,28014
28,15,205,203,99.02,2,0.98,28015
28,16,181,177,97.79,4,2.21,28016
28,17,179,174,97.21,5,2.79,28017
28,18,270,261,96.67,9,3.33,28018
28,19,207,205,99.03,2,0.97,28019
28,20,245,242,98.78,3,1.22,28020
28,21,256,254,99.22,2,0.78,28021
28,22,191,182,95.29,9,4.71,28022
28,23,201,199,99.0,2,1.0,28023
28,24,133,127,95.49,6,4.51,28024
28,25,164,161,98.17,3,1.83,28025
28,26,197,195,98.98,2,1.02,28026
28,27,259,251,96.91,8,3.09,28027
28,28,135,133,98.52,2,1.48,28028
28,30,145,144,99.31,1,0.69,28030
28,31,184,179,97.28,5,2.72,28031
28,32,190,186,97.89,4,2.11,28032
28,33,224,215,95.98,9,4.02,28033
28,35,171,166,97.08,5,2.92,28035
28,36,158,156,98.73,2,1.27,28036
28,37,318,313,98.43,5,1.57,28037
28,39,180,179,99.44,1,0.56,28039
28,40,264,263,99.62,1,0.38,28040
28,41,190,188,98.95,2,1.05,28041
28,42,178,175,98.31,3,1.69,28042
28,43,258,254,98.45,4,1.55,28043
28,44,239,238,99.58,1,0.42,28044
28,45,220,217,98.64,3,1.36,28045
28,46,215,211,98.14,4,1.86,28046
28,47,222,211,95.05,11,4.95,28047
28,48,114,111,97.37,3,2.63,28048
28,49,113,107,94.69,6,5.31,28049
28,50,126,124,98.41,2,1.59,28050
28,51,182,180,98.9,2,1.1,28051
28,52,145,142,97.93,3,2.07,28052
28,53,90,83,92.22,7,7.78,28053
28,54,161,157,97.52,4,2.48,28054
28,55,187,186,99.47,1,0.53,28055
28,56,207,201,97.1,6,2.9,28056
28,57,207,205,99.03,2,0.97,28057
28,58,188,185,98.4,3,1.6,28058
28,59,132,132,100.0,0,0.0,28059
28,60,135,132,97.78,3,2.22,28060
28,61,129,123,95.35,6,4.65,28061
29,1,263,256,97.34,7,2.66,29001
29,3,345,340,98.55,5,1.45,29003
29,4,265,255,96.23,10,3.77,29004
29,5,226,223,98.67,3,1.33,29005
29,8,196,194,98.98,2,1.02,29008
29,10,186,186,100.0,0,0.0,29010
29,11,258,250,96.9,8,3.1,29011
29,12,317,305,96.21,12,3.79,29012
29,13,280,274,97.86,6,2.14,29013
29,14,342,338,98.83,4,1.17,29014
29,15,292,284,97.26,8,2.74,29015
29,16,330,326,98.79,4,1.21,29016
29,17,210,207,98.57,3,1.43,29017
29,18,306,302,98.69,4,1.31,29018
29,19,230,226,98.26,4,1.74,29019
29,20,267,257,96.25,10,3.75,29020
29,21,240,232,96.67,8,3.33,29021
29,22,261,216,82.76,45,17.24,29022
29,23,289,283,97.92,6,2.08,29023
29,25,255,251,98.43,4,1.57,29025
29,26,301,293,97.34,8,2.66,29026
29,27,221,219,99.1,2,0.9,29027
29,28,341,335,98.24,6,1.76,29028
29,29,335,329,98.21,6,1.79,29029
29,31,244,239,97.95,5,2.05,29031
29,33,268,261,97.39,7,2.61,29033
29,34,181,160,88.4,21,11.6,29034
29,35,232,225,96.98,7,3.02,29035
29,36,275,272,98.91,3,1.09,29036
29,37,272,269,98.9,3,1.1,29037
29,38,255,252,98.82,3,1.18,29038
29,40,355,350,98.59,5,1.41,29040
29,41,329,320,97.26,9,2.74,29041
29,42,308,303,98.38,5,1.62,29042
29,43,352,350,99.43,2,0.57,29043
29,44,314,309,98.41,5,1.59,29044
29,45,247,242,97.98,5,2.02,29045
29,46,247,245,99.19,2,0.81,29046
29,47,352,339,96.31,13,3.69,29047
29,48,213,210,98.59,3,1.41,29048
29,49,291,288,98.97,3,1.03,29049
29,50,243,237,97.53,6,2.47,29050
29,51,262,250,95.42,12,4.58,29051
32,1,259,217,83.78,42,16.22,32001
32,6,282,221,78.37,61,21.63,32006
32,12,76,69,90.79,7,9.21,32012
32,17,87,69,79.31,18,20.69,32017
32,26,230,188,81.74,42,18.26,32026
32,46,58,41,70.69,17,29.31,32046
32,50,305,219,71.8,86,28.2,32050
32,51,339,229,67.55,110,32.45,32051
36,23,127,117,92.13,10,7.87,36023
36,24,271,256,94.46,15,5.54,36024
36,44,223,192,86.1,31,13.9,36044
36,54,287,262,91.29,25,8.71,36054
37,2,242,230,95.04,12,4.96,37002
37,3,190,178,93.68,12,6.32,37003
37,4,295,287,97.29,8,2.71,37004
37,5,314,308,98.09,6,1.91,37005
37,6,292,288,98.63,4,1.37,37006
37,7,336,334,99.4,2,0.6,37007
37,8,229,218,95.2,11,4.8,37008
37,9,261,256,98.08,5,1.92,37009
37,10,258,250,96.9,8,3.1,37010
37,12,191,181,94.76,10,5.24,37012
37,13,256,249,97.27,7,2.73,37013
37,14,335,329,98.21,6,1.79,37014
37,15,293,290,98.98,3,1.02,37015
37,16,258,250,96.9,8,3.1,37016
37,17,242,239,98.76,3,1.24,37017
37,18,284,281,98.94,3,1.06,37018
37,20,258,255,98.84,3,1.16,37020
37,21,302,299,99.01,3,0.99,37021
37,22,174,166,95.4,8,4.6,37022
37,23,221,217,98.19,4,1.81,37023
37,24,266,258,96.99,8,3.01,37024
37,25,314,305,97.13,9,2.87,37025
37,26,291,285,97.94,6,2.06,37026
37,27,286,281,98.25,5,1.75,37027
37,28,280,270,96.43,10,3.57,37028
37,29,300,296,98.67,4,1.33,37029
37,30,206,203,98.54,3,1.46,37030
37,31,283,276,97.53,7,2.47,37031
37,32,268,263,98.13,5,1.87,37032
37,33,241,235,97.51,6,2.49,37033
37,34,287,283,98.61,4,1.39,37034
37,35,272,266,97.79,6,2.21,37035
37,36,249,247,99.2,2,0.8,37036
37,37,294,289,98.3,5,1.7,37037
37,38,322,318,98.76,4,1.24,37038
37,40,276,273,98.91,3,1.09,37040
37,41,315,303,96.19,12,3.81,37041
37,42,170,157,92.35,13,7.65,37042
37,43,231,222,96.1,9,3.9,37043
42,1,425,305,71.76,120,28.24,42001
42,2,202,160,79.21,42,20.79,42002
42,3,318,233,73.27,85,26.73,42003
42,4,285,182,63.86,103,36.14,42004
42,5,296,223,75.34,73,24.66,42005
42,6,510,358,70.2,152,29.8,42006
42,7,312,219,70.19,93,29.81,42007
42,8,379,285,75.2,94,24.8,42008
42,9,527,370,70.21,157,29.79,42009
42,10,261,187,71.65,74,28.35,42010
42,11,369,233,63.14,136,36.86,42011
42,12,203,145,71.43,58,28.57,42012
42,13,490,323,65.92,167,34.08,42013
42,14,340,234,68.82,106,31.18,42014
42,15,343,245,71.43,98,28.57,42015
42,16,201,138,68.66,63,31.34,42016
42,17,362,256,70.72,106,29.28,42017
42,18,425,294,69.18,131,30.82,42018
42,19,140,96,68.57,44,31.43,42019
42,20,207,138,66.67,69,33.33,42020
42,21,191,136,71.2,55,28.8,42021
42,22,298,216,72.48,82,27.52,42022
42,23,388,255,65.72,133,34.28,42023
42,24,354,253,71.47,101,28.53,42024
42,25,289,198,68.51,91,31.49,42025
42,26,314,266,84.71,48,15.29,42026
42,27,354,258,72.88,96,27.12,42027
42,28,336,239,71.13,97,28.87,42028
42,29,393,243,61.83,150,38.17,42029
42,30,221,149,67.42,72,32.58,42030
42,31,221,134,60.63,87,39.37,42031
42,32,302,234,77.48,68,22.52,42032
42,33,378,281,74.34,97,25.66,42033
42,34,274,227,82.85,47,17.15,42034
42,35,231,159,68.83,72,31.17,42035
42,36,259,181,69.88,78,30.12,42036
42,37,296,206,69.59,90,30.41,42037
42,38,308,192,62.34,116,37.66,42038
42,39,185,145,78.38,40,21.62,42039
42,40,287,176,61.32,111,38.68,42040
42,41,284,186,65.49,98,34.51,42041
42,42,218,132,60.55,86,39.45,42042
42,43,317,217,68.45,100,31.55,42043
42,44,372,250,67.2,122,32.8,42044
42,45,308,231,75.0,77,25.0,42045
42,46,231,174,75.32,57,24.68,42046
42,47,203,154,75.86,49,24.14,42047
42,48,268,166,61.94,102,38.06,42048
42,49,125,74,59.2,51,40.8,42049
42,50,214,150,70.09,64,29.91,42050
42,51,276,192,69.57,84,30.43,42051
42,52,166,120,72.29,46,27.71,42052
42,53,283,206,72.79,77,27.21,42053
42,54,225,151,67.11,74,32.89,42054
42,55,350,233,66.57,117,33.43,42055
42,56,408,264,64.71,144,35.29,42056
42,57,242,185,76.45,57,23.55,42057
42,58,194,131,67.53,63,32.47,42058
42,59,400,284,71.0,116,29.0,42059
42,60,158,134,84.81,24,15.19,42060
42,61,222,136,61.26,86,38.74,42061
42,62,218,144,66.06,74,33.94,42062
42,63,309,216,69.9,93,30.1,42063
42,64,137,105,76.64,32,23.36,42064
42,65,305,221,72.46,84,27.54,42065
42,66,272,207,76.1,65,23.9,42066
42,67,410,292,71.22,118,28.78,42067
42,68,268,185,69.03,83,30.97,42068
42,69,295,228,77.29,67,22.71,42069
43,1,349,259,74.21,90,25.79,43001
43,3,328,248,75.61,80,24.39,43003
43,4,365,255,69.86,110,30.14,43004
43,5,286,205,71.68,81,28.32,43005
43,9,250,178,71.2,72,28.8,43009
43,10,310,222,71.61,88,28.39,43010
43,11,214,152,71.03,62,28.97,43011
43,13,166,122,73.49,44,26.51,43013
43,15,281,189,67.26,92,32.74,43015
43,16,295,206,69.83,89,30.17,43016
43,18,375,258,68.8,117,31.2,43018
43,19,232,158,68.1,74,31.9,43019
43,23,238,175,73.53,63,26.47,43023
43,24,328,226,68.9,102,31.1,43024
43,25,305,244,80.0,61,20.0,43025
43,26,251,169,67.33,82,32.67,43026
43,28,400,259,64.75,141,35.25,43028
43,30,219,152,69.41,67,30.59,43030
43,35,361,242,67.04,119,32.96,43035
43,36,264,178,67.42,86,32.58,43036
43,37,256,189,73.83,67,26.17,43037
43,39,224,146,65.18,78,34.82,43039
43,40,125,80,64.0,45,36.0,43040
43,41,160,114,71.25,46,28.75,43041
43,42,296,204,68.92,92,31.08,43042
43,46,410,237,57.8,173,42.2,43046
43,47,253,180,71.15,73,28.85,43047
43,49,273,209,76.56,64,23.44,43049
43,51,310,244,78.71,66,21.29,43051
43,52,291,203,69.76,88,30.24,43052
43,54,235,176,74.89,59,25.11,43054
43,55,250,219,87.6,31,12.4,43055
