ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,126,92,73.02,34,26.98,01001
1,2,104,84,80.77,20,19.23,01002
1,3,82,71,86.59,11,13.41,01003
1,4,116,100,86.21,16,13.79,01004
1,5,112,88,78.57,24,21.43,01005
1,6,116,93,80.17,23,19.83,01006
1,7,128,111,86.72,17,13.28,01007
1,8,113,94,83.19,19,16.81,01008
1,9,137,104,75.91,33,24.09,01009
1,10,148,122,82.43,26,17.57,01010
1,11,104,82,78.85,22,21.15,01011
1,12,113,95,84.07,18,15.93,01012
1,13,134,102,76.12,32,23.88,01013
1,14,125,101,80.8,24,19.2,01014
1,15,87,63,72.41,24,27.59,01015
1,16,48,34,70.83,14,29.17,01016
1,17,106,90,84.91,16,15.09,01017
1,18,66,53,80.3,13,19.7,01018
1,19,138,110,79.71,28,20.29,01019
1,20,98,78,79.59,20,20.41,01020
1,21,114,98,85.96,16,14.04,01021
1,22,110,84,76.36,26,23.64,01022
1,23,134,104,77.61,30,22.39,01023
1,24,201,152,75.62,49,24.38,01024
1,25,107,97,90.65,10,9.35,01025
1,26,121,103,85.12,18,14.88,01026
1,27,75,54,72.0,21,28.0,01027
1,28,80,64,80.0,16,20.0,01028
1,29,110,78,70.91,32,29.09,01029
1,30,226,170,75.22,56,24.78,01030
1,31,125,101,80.8,24,19.2,01031
1,32,92,75,81.52,17,18.48,01032
1,33,135,108,80.0,27,20.0,01033
1,34,72,55,76.39,17,23.61,01034
1,35,67,61,91.04,6,8.96,01035
1,36,126,100,79.37,26,20.63,01036
1,37,94,75,79.79,19,20.21,01037
1,38,65,55,84.62,10,15.38,01038
1,39,135,108,80.0,27,20.0,01039
1,40,54,36,66.67,18,33.33,01040
1,41,85,70,82.35,15,17.65,01041
1,42,81,56,69.14,25,30.86,01042
1,43,90,72,80.0,18,20.0,01043
1,44,94,80,85.11,14,14.89,01044
1,45,102,78,76.47,24,23.53,01045
1,46,114,94,82.46,20,17.54,01046
1,47,91,74,81.32,17,18.68,01047
1,48,44,34,77.27,10,22.73,01048
1,49,65,56,86.15,9,13.85,01049
1,50,82,63,76.83,19,23.17,01050
2,1,197,166,84.26,31,15.74,02001
