ward,precinct,total,Lisa Madigan,Lisa Madigan Percent,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
26,1,133,112,84.21,10,7.52,26001
26,2,161,143,88.82,10,6.21,26002
26,3,146,134,91.78,4,2.74,26003
26,4,123,108,87.8,7,5.69,26004
26,5,205,185,90.24,11,5.37,26005
26,6,121,120,99.17,1,0.83,26006
26,7,107,91,85.05,9,8.41,26007
26,8,133,114,85.71,11,8.27,26008
26,9,110,100,90.91,7,6.36,26009
26,10,108,105,97.22,1,0.93,26010
26,11,150,133,88.67,11,7.33,26011
26,12,101,92,91.09,2,1.98,26012
26,13,173,156,90.17,9,5.2,26013
26,14,139,120,86.33,11,7.91,26014
26,15,139,125,89.93,7,5.04,26015
26,16,109,102,93.58,2,1.83,26016
26,17,126,102,80.95,13,10.32,26017
26,18,94,87,92.55,4,4.26,26018
26,19,216,182,84.26,15,6.94,26019
26,20,180,159,88.33,7,3.89,26020
26,21,189,173,91.53,8,4.23,26021
26,22,109,94,86.24,5,4.59,26022
26,23,134,122,91.04,8,5.97,26023
26,24,116,92,79.31,13,11.21,26024
26,25,62,59,95.16,1,1.61,26025
26,26,99,90,90.91,6,6.06,26026
26,27,139,127,91.37,5,3.6,26027
26,28,132,122,92.42,5,3.79,26028
26,29,148,139,93.92,4,2.7,26029
26,30,124,109,87.9,7,5.65,26030
26,31,137,126,91.97,4,2.92,26031
26,32,195,159,81.54,24,12.31,26032
26,33,99,80,80.81,14,14.14,26033
26,34,156,135,86.54,6,3.85,26034
26,35,167,145,86.83,15,8.98,26035
26,36,135,125,92.59,5,3.7,26036
26,37,93,85,91.4,6,6.45,26037
26,38,123,108,87.8,7,5.69,26038
26,39,115,106,92.17,1,0.87,26039
26,40,87,81,93.1,2,2.3,26040
26,41,140,122,87.14,8,5.71,26041
26,42,108,98,90.74,5,4.63,26042
26,43,113,103,91.15,8,7.08,26043
26,44,88,81,92.05,4,4.55,26044
26,45,169,153,90.53,8,4.73,26045
26,46,222,198,89.19,15,6.76,26046
26,47,95,82,86.32,7,7.37,26047
26,48,180,160,88.89,7,3.89,26048
26,49,111,105,94.59,4,3.6,26049
26,50,85,77,90.59,6,7.06,26050
26,51,164,143,87.2,18,10.98,26051
26,52,52,44,84.62,3,5.77,26052
26,53,88,83,94.32,4,4.55,26053
26,54,116,111,95.69,4,3.45,26054
26,55,104,90,86.54,10,9.62,26055
26,56,144,131,90.97,4,2.78,26056
26,57,115,106,92.17,5,4.35,26057
26,58,117,101,86.32,10,8.55,26058
26,59,171,154,90.06,8,4.68,26059
26,60,139,115,82.73,13,9.35,26060
26,61,61,54,88.52,4,6.56,26061
26,62,189,161,85.19,9,4.76,26062
26,63,68,64,94.12,1,1.47,26063
27,1,270,215,79.63,45,16.67,27001
27,2,181,176,97.24,3,1.66,27002
27,3,209,202,96.65,2,0.96,27003
27,4,172,165,95.93,5,2.91,27004
27,5,94,76,80.85,17,18.09,27005
27,6,130,127,97.69,1,0.77,27006
27,7,233,180,77.25,48,20.6,27007
27,8,209,203,97.13,2,0.96,27008
27,9,279,258,92.47,11,3.94,27009
27,10,291,280,96.22,3,1.03,27010
27,11,270,234,86.67,27,10.0,27011
27,12,230,187,81.3,36,15.65,27012
27,13,217,194,89.4,11,5.07,27013
27,14,287,275,95.82,3,1.05,27014
27,15,156,148,94.87,4,2.56,27015
27,16,114,87,76.32,24,21.05,27016
27,17,238,198,83.19,28,11.76,27017
27,18,226,178,78.76,40,17.7,27018
27,19,209,201,96.17,3,1.44,27019
27,20,330,319,96.67,6,1.82,27020
27,21,161,159,98.76,2,1.24,27021
27,22,210,204,97.14,0,0.0,27022
27,23,42,42,100.0,0,0.0,27023
27,24,193,187,96.89,1,0.52,27024
27,25,152,147,96.71,2,1.32,27025
27,26,179,173,96.65,2,1.12,27026
27,27,154,147,95.45,5,3.25,27027
27,28,200,168,84.0,26,13.0,27028
27,29,175,168,96.0,4,2.29,27029
27,30,114,110,96.49,1,0.88,27030
27,31,148,143,96.62,1,0.68,27031
27,32,205,184,89.76,8,3.9,27032
27,33,199,181,90.95,8,4.02,27033
27,34,194,188,96.91,3,1.55,27034
27,35,223,184,82.51,24,10.76,27035
27,36,194,184,94.85,4,2.06,27036
27,37,197,187,94.92,6,3.05,27037
27,38,175,157,89.71,10,5.71,27038
27,39,111,107,96.4,2,1.8,27039
27,40,173,171,98.84,1,0.58,27040
27,41,270,227,84.07,30,11.11,27041
27,42,190,159,83.68,29,15.26,27042
27,43,108,107,99.07,1,0.93,27043
27,44,158,153,96.84,2,1.27,27044
27,45,153,147,96.08,1,0.65,27045
27,46,219,212,96.8,2,0.91,27046
27,47,170,167,98.24,0,0.0,27047
27,48,230,224,97.39,1,0.43,27048
27,49,219,206,94.06,5,2.28,27049
27,50,265,209,78.87,42,15.85,27050
27,51,132,124,93.94,4,3.03,27051
27,52,180,175,97.22,0,0.0,27052
27,53,171,149,87.13,13,7.6,27053
27,54,265,214,80.75,38,14.34,27054
27,55,170,165,97.06,1,0.59,27055
27,56,143,129,90.21,6,4.2,27056
27,57,188,161,85.64,20,10.64,27057
27,58,107,89,83.18,14,13.08,27058
27,59,241,213,88.38,15,6.22,27059
28,1,182,173,95.05,2,1.1,28001
28,2,254,241,94.88,3,1.18,28002
28,3,148,142,95.95,2,1.35,28003
28,4,251,247,98.41,2,0.8,28004
28,5,191,180,94.24,7,3.66,28005
28,6,159,152,95.6,1,0.63,28006
28,7,214,206,96.26,3,1.4,28007
28,8,166,161,96.99,0,0.0,28008
28,9,160,157,98.13,3,1.88,28009
28,10,52,48,92.31,1,1.92,28010
28,11,170,165,97.06,2,1.18,28011
28,12,165,161,97.58,1,0.61,28012
28,13,124,120,96.77,2,1.61,28013
28,14,143,140,97.9,2,1.4,28014
28,15,204,199,97.55,3,1.47,28015
28,16,186,180,96.77,1,0.54,28016
28,17,180,174,96.67,2,1.11,28017
28,18,273,260,95.24,6,2.2,28018
28,19,205,200,97.56,3,1.46,28019
28,20,238,232,97.48,1,0.42,28020
28,21,251,247,98.41,1,0.4,28021
28,22,189,181,95.77,4,2.12,28022
28,23,203,199,98.03,1,0.49,28023
28,24,127,117,92.13,1,0.79,28024
28,25,164,160,97.56,1,0.61,28025
28,26,200,194,97.0,4,2.0,28026
28,27,257,248,96.5,2,0.78,28027
28,28,134,130,97.01,0,0.0,28028
28,29,196,185,94.39,6,3.06,28029
28,30,145,141,97.24,2,1.38,28030
28,31,183,175,95.63,3,1.64,28031
28,32,190,183,96.32,5,2.63,28032
28,33,221,210,95.02,5,2.26,28033
28,34,28,22,78.57,3,10.71,28034
28,35,169,156,92.31,3,1.78,28035
28,36,154,149,96.75,2,1.3,28036
28,37,313,304,97.12,3,0.96,28037
28,38,94,89,94.68,3,3.19,28038
28,39,176,169,96.02,1,0.57,28039
28,40,260,253,97.31,1,0.38,28040
28,41,189,186,98.41,0,0.0,28041
28,42,177,176,99.44,1,0.56,28042
28,43,256,245,95.7,3,1.17,28043
28,44,236,230,97.46,1,0.42,28044
28,45,216,211,97.69,0,0.0,28045
28,46,212,204,96.23,0,0.0,28046
28,47,223,205,91.93,8,3.59,28047
28,48,114,101,88.6,6,5.26,28048
28,49,108,101,93.52,3,2.78,28049
28,50,122,118,96.72,2,1.64,28050
28,51,177,167,94.35,1,0.56,28051
28,52,145,140,96.55,2,1.38,28052
28,53,93,85,91.4,4,4.3,28053
28,54,157,152,96.82,1,0.64,28054
28,55,183,178,97.27,1,0.55,28055
28,56,207,197,95.17,6,2.9,28056
28,57,208,202,97.12,3,1.44,28057
28,58,186,180,96.77,2,1.08,28058
28,59,128,122,95.31,1,0.78,28059
28,60,135,132,97.78,2,1.48,28060
28,61,130,122,93.85,3,2.31,28061
29,1,260,254,97.69,1,0.38,29001
29,2,218,195,89.45,16,7.34,29002
29,3,340,331,97.35,2,0.59,29003
29,4,261,258,98.85,2,0.77,29004
29,5,229,225,98.25,3,1.31,29005
29,6,146,134,91.78,10,6.85,29006
29,7,173,160,92.49,9,5.2,29007
29,8,192,188,97.92,1,0.52,29008
29,9,196,166,84.69,29,14.8,29009
29,10,185,181,97.84,0,0.0,29010
29,11,256,245,95.7,2,0.78,29011
29,12,318,308,96.86,3,0.94,29012
29,13,279,271,97.13,3,1.08,29013
29,14,331,319,96.37,4,1.21,29014
29,15,293,285,97.27,3,1.02,29015
29,16,331,326,98.49,1,0.3,29016
29,17,212,207,97.64,0,0.0,29017
29,18,305,293,96.07,4,1.31,29018
29,19,226,218,96.46,4,1.77,29019
29,20,266,251,94.36,8,3.01,29020
29,21,236,225,95.34,5,2.12,29021
29,22,263,227,86.31,18,6.84,29022
29,23,286,274,95.8,8,2.8,29023
29,24,195,187,95.9,6,3.08,29024
29,25,254,246,96.85,3,1.18,29025
29,26,298,286,95.97,4,1.34,29026
29,27,223,220,98.65,0,0.0,29027
29,28,335,325,97.01,3,0.9,29028
29,29,330,322,97.58,5,1.52,29029
29,30,165,150,90.91,13,7.88,29030
29,31,239,233,97.49,0,0.0,29031
29,32,203,172,84.73,26,12.81,29032
29,33,269,262,97.4,3,1.12,29033
29,34,182,162,89.01,14,7.69,29034
29,35,230,224,97.39,2,0.87,29035
29,36,275,269,97.82,1,0.36,29036
29,37,267,258,96.63,3,1.12,29037
29,38,255,247,96.86,2,0.78,29038
29,39,188,173,92.02,11,5.85,29039
29,40,356,348,97.75,3,0.84,29040
29,41,325,321,98.77,0,0.0,29041
29,42,306,292,95.42,5,1.63,29042
29,43,351,342,97.44,4,1.14,29043
29,44,313,302,96.49,4,1.28,29044
29,45,240,228,95.0,3,1.25,29045
29,46,245,238,97.14,1,0.41,29046
29,47,344,322,93.6,14,4.07,29047
29,48,214,210,98.13,2,0.93,29048
29,49,290,285,98.28,0,0.0,29049
29,50,241,232,96.27,4,1.66,29050
29,51,261,250,95.79,3,1.15,29051
29,52,137,121,88.32,15,10.95,29052
30,1,216,182,84.26,24,11.11,30001
30,2,148,125,84.46,19,12.84,30002
30,3,293,261,89.08,19,6.48,30003
30,4,189,161,85.19,18,9.52,30004
30,5,119,102,85.71,8,6.72,30005
30,6,131,121,92.37,7,5.34,30006
30,7,168,156,92.86,9,5.36,30007
30,8,238,198,83.19,30,12.61,30008
30,9,191,168,87.96,16,8.38,30009
30,10,152,140,92.11,6,3.95,30010
30,11,140,128,91.43,7,5.0,30011
30,12,153,141,92.16,8,5.23,30012
30,13,187,158,84.49,21,11.23,30013
30,14,78,68,87.18,8,10.26,30014
30,15,229,190,82.97,33,14.41,30015
30,16,221,187,84.62,24,10.86,30016
30,17,132,119,90.15,13,9.85,30017
30,18,160,141,88.13,12,7.5,30018
30,19,120,107,89.17,7,5.83,30019
30,20,165,161,97.58,1,0.61,30020
30,21,188,169,89.89,12,6.38,30021
30,22,183,168,91.8,10,5.46,30022
30,23,144,131,90.97,10,6.94,30023
30,24,170,158,92.94,9,5.29,30024
30,25,128,107,83.59,19,14.84,30025
30,26,131,124,94.66,3,2.29,30026
30,27,243,224,92.18,14,5.76,30027
30,28,156,135,86.54,16,10.26,30028
30,29,104,97,93.27,4,3.85,30029
30,30,214,186,86.92,23,10.75,30030
30,31,128,121,94.53,3,2.34,30031
30,32,77,69,89.61,5,6.49,30032
30,33,200,188,94.0,7,3.5,30033
30,34,219,195,89.04,23,10.5,30034
30,35,204,183,89.71,17,8.33,30035
30,36,167,144,86.23,18,10.78,30036
30,37,160,138,86.25,15,9.38,30037
30,38,254,227,89.37,18,7.09,30038
30,39,199,183,91.96,11,5.53,30039
30,40,157,143,91.08,11,7.01,30040
30,41,178,172,96.63,5,2.81,30041
31,1,92,88,95.65,3,3.26,31001
31,2,115,106,92.17,4,3.48,31002
31,3,166,147,88.55,17,10.24,31003
31,4,148,133,89.86,12,8.11,31004
31,5,175,156,89.14,15,8.57,31005
31,6,179,158,88.27,13,7.26,31006
31,7,144,136,94.44,6,4.17,31007
31,8,158,146,92.41,9,5.7,31008
31,9,146,128,87.67,13,8.9,31009
31,10,99,91,91.92,6,6.06,31010
31,11,124,110,88.71,10,8.06,31011
31,12,148,133,89.86,12,8.11,31012
31,13,137,126,91.97,8,5.84,31013
31,14,132,117,88.64,9,6.82,31014
31,15,92,86,93.48,5,5.43,31015
31,16,101,89,88.12,7,6.93,31016
31,17,151,140,92.72,10,6.62,31017
31,18,145,128,88.28,12,8.28,31018
31,19,134,123,91.79,9,6.72,31019
31,20,135,124,91.85,9,6.67,31020
31,21,187,178,95.19,6,3.21,31021
31,22,114,105,92.11,7,6.14,31022
31,23,106,96,90.57,9,8.49,31023
31,24,125,115,92.0,5,4.0,31024
31,25,167,156,93.41,7,4.19,31025
31,26,105,90,85.71,8,7.62,31026
31,27,131,125,95.42,3,2.29,31027
31,28,171,157,91.81,8,4.68,31028
31,29,157,144,91.72,9,5.73,31029
31,30,184,169,91.85,11,5.98,31030
31,31,223,200,89.69,14,6.28,31031
31,32,182,169,92.86,5,2.75,31032
31,33,171,152,88.89,15,8.77,31033
31,34,121,116,95.87,4,3.31,31034
31,35,107,100,93.46,7,6.54,31035
31,36,183,168,91.8,7,3.83,31036
31,37,159,152,95.6,6,3.77,31037
31,38,88,79,89.77,7,7.95,31038
31,39,110,100,90.91,8,7.27,31039
31,40,125,117,93.6,8,6.4,31040
31,41,155,139,89.68,15,9.68,31041
31,42,192,179,93.23,8,4.17,31042
31,43,192,167,86.98,22,11.46,31043
31,44,140,128,91.43,7,5.0,31044
31,45,154,132,85.71,17,11.04,31045
31,46,148,137,92.57,9,6.08,31046
31,47,198,178,89.9,10,5.05,31047
31,48,150,137,91.33,10,6.67,31048
31,49,76,72,94.74,2,2.63,31049
31,50,186,160,86.02,24,12.9,31050
31,51,116,109,93.97,5,4.31,31051
32,1,326,275,84.36,34,10.43,32001
32,2,276,224,81.16,33,11.96,32002
32,3,232,200,86.21,18,7.76,32003
32,4,343,289,84.26,39,11.37,32004
32,5,212,180,84.91,21,9.91,32005
32,6,302,247,81.79,36,11.92,32006
32,7,221,186,84.16,29,13.12,32007
32,8,382,300,78.53,67,17.54,32008
32,9,442,393,88.91,29,6.56,32009
32,10,294,236,80.27,48,16.33,32010
32,11,239,196,82.01,18,7.53,32011
32,12,196,173,88.27,9,4.59,32012
32,13,132,110,83.33,20,15.15,32013
32,14,243,199,81.89,23,9.47,32014
32,15,231,187,80.95,30,12.99,32015
32,16,300,261,87.0,25,8.33,32016
32,17,303,233,76.9,40,13.2,32017
32,18,262,202,77.1,52,19.85,32018
32,19,283,243,85.87,22,7.77,32019
32,20,270,217,80.37,42,15.56,32020
32,21,238,192,80.67,30,12.61,32021
32,22,347,294,84.73,36,10.37,32022
32,23,296,251,84.8,38,12.84,32023
32,24,300,240,80.0,52,17.33,32024
32,25,240,193,80.42,27,11.25,32025
32,26,238,198,83.19,16,6.72,32026
32,27,279,237,84.95,37,13.26,32027
32,28,224,184,82.14,25,11.16,32028
32,29,282,246,87.23,20,7.09,32029
32,30,299,229,76.59,60,20.07,32030
32,31,352,295,83.81,40,11.36,32031
32,32,321,247,76.95,65,20.25,32032
32,33,198,167,84.34,21,10.61,32033
32,34,334,285,85.33,33,9.88,32034
32,35,354,295,83.33,41,11.58,32035
32,36,369,311,84.28,46,12.47,32036
32,37,251,218,86.85,26,10.36,32037
32,38,320,278,86.88,26,8.13,32038
32,39,348,282,81.03,58,16.67,32039
32,40,344,295,85.76,35,10.17,32040
32,41,330,274,83.03,49,14.85,32041
32,42,384,327,85.16,46,11.98,32042
32,43,357,282,78.99,64,17.93,32043
32,44,211,183,86.73,23,10.9,32044
32,45,260,216,83.08,33,12.69,32045
32,46,107,92,85.98,7,6.54,32046
32,47,413,323,78.21,74,17.92,32047
32,48,420,332,79.05,71,16.9,32048
32,49,199,155,77.89,39,19.6,32049
32,50,386,307,79.53,68,17.62,32050
32,51,345,265,76.81,71,20.58,32051
32,52,181,154,85.08,17,9.39,32052
33,1,347,312,89.91,26,7.49,33001
33,2,335,291,86.87,36,10.75,33002
33,3,349,303,86.82,20,5.73,33003
33,4,380,339,89.21,25,6.58,33004
33,5,269,238,88.48,15,5.58,33005
33,6,376,342,90.96,24,6.38,33006
33,7,440,369,83.86,49,11.14,33007
33,8,334,292,87.43,23,6.89,33008
33,9,327,293,89.6,20,6.12,33009
33,10,392,342,87.24,30,7.65,33010
33,11,327,295,90.21,23,7.03,33011
33,12,372,332,89.25,28,7.53,33012
33,13,322,294,91.3,17,5.28,33013
33,14,271,240,88.56,18,6.64,33014
33,15,338,296,87.57,27,7.99,33015
33,16,289,252,87.2,22,7.61,33016
33,17,376,345,91.76,20,5.32,33017
33,18,124,100,80.65,13,10.48,33018
33,19,382,337,88.22,30,7.85,33019
33,20,338,306,90.53,22,6.51,33020
33,21,338,313,92.6,12,3.55,33021
33,22,395,362,91.65,24,6.08,33022
33,23,371,319,85.98,34,9.16,33023
33,24,455,404,88.79,38,8.35,33024
33,25,419,371,88.54,25,5.97,33025
33,26,315,273,86.67,27,8.57,33026
33,27,298,264,88.59,23,7.72,33027
34,1,461,446,96.75,6,1.3,34001
34,2,321,311,96.88,2,0.62,34002
34,3,337,330,97.92,3,0.89,34003
34,4,375,365,97.33,2,0.53,34004
34,5,288,280,97.22,3,1.04,34005
34,6,184,176,95.65,2,1.09,34006
34,7,394,387,98.22,0,0.0,34007
34,8,322,312,96.89,0,0.0,34008
34,9,252,239,94.84,4,1.59,34009
34,10,299,289,96.66,5,1.67,34010
34,11,258,253,98.06,1,0.39,34011
34,12,385,371,96.36,4,1.04,34012
34,13,359,353,98.33,4,1.11,34013
34,14,270,262,97.04,4,1.48,34014
34,15,254,248,97.64,1,0.39,34015
34,16,257,243,94.55,3,1.17,34016
34,17,259,250,96.53,3,1.16,34017
34,18,197,192,97.46,3,1.52,34018
34,19,66,62,93.94,1,1.52,34019
34,20,428,419,97.9,5,1.17,34020
34,21,284,276,97.18,3,1.06,34021
34,22,359,347,96.66,5,1.39,34022
34,23,264,257,97.35,3,1.14,34023
34,24,264,259,98.11,3,1.14,34024
34,25,347,336,96.83,4,1.15,34025
34,26,212,206,97.17,2,0.94,34026
34,27,260,251,96.54,2,0.77,34027
34,28,201,194,96.52,1,0.5,34028
34,29,309,306,99.03,1,0.32,34029
34,30,376,357,94.95,7,1.86,34030
34,31,168,162,96.43,2,1.19,34031
34,32,204,202,99.02,0,0.0,34032
34,33,149,143,95.97,2,1.34,34033
34,34,396,384,96.97,2,0.51,34034
34,35,366,357,97.54,2,0.55,34035
34,36,330,319,96.67,3,0.91,34036
34,37,291,282,96.91,3,1.03,34037
34,38,250,247,98.8,2,0.8,34038
34,39,248,238,95.97,0,0.0,34039
34,40,337,329,97.63,3,0.89,34040
34,41,177,170,96.05,0,0.0,34041
34,42,384,374,97.4,1,0.26,34042
34,43,431,422,97.91,3,0.7,34043
34,44,373,366,98.12,0,0.0,34044
34,45,297,292,98.32,3,1.01,34045
34,46,295,286,96.95,2,0.68,34046
34,47,176,170,96.59,2,1.14,34047
34,48,380,375,98.68,1,0.26,34048
34,49,419,406,96.9,1,0.24,34049
34,50,289,281,97.23,1,0.35,34050
34,51,445,429,96.4,5,1.12,34051
34,52,234,229,97.86,0,0.0,34052
34,53,244,239,97.95,2,0.82,34053
34,54,248,246,99.19,0,0.0,34054
34,55,342,325,95.03,3,0.88,34055
34,56,151,146,96.69,2,1.32,34056
34,57,284,274,96.48,2,0.7,34057
34,58,312,302,96.79,4,1.28,34058
34,59,304,296,97.37,1,0.33,34059
34,60,311,304,97.75,4,1.29,34060
34,61,281,270,96.09,4,1.42,34061
35,1,301,265,88.04,20,6.64,35001
35,2,239,214,89.54,16,6.69,35002
35,3,177,152,85.88,14,7.91,35003
35,4,307,271,88.27,28,9.12,35004
35,5,239,201,84.1,18,7.53,35005
35,6,252,217,86.11,22,8.73,35006
35,7,348,299,85.92,31,8.91,35007
35,8,274,247,90.15,12,4.38,35008
35,9,259,227,87.64,17,6.56,35009
35,10,283,241,85.16,22,7.77,35010
35,11,248,210,84.68,22,8.87,35011
35,12,303,254,83.83,22,7.26,35012
35,13,83,78,93.98,4,4.82,35013
35,14,291,267,91.75,11,3.78,35014
35,15,242,212,87.6,15,6.2,35015
35,16,263,228,86.69,11,4.18,35016
35,17,273,234,85.71,22,8.06,35017
35,18,302,255,84.44,22,7.28,35018
35,19,234,202,86.32,14,5.98,35019
35,20,226,190,84.07,20,8.85,35020
35,21,230,189,82.17,19,8.26,35021
35,22,110,97,88.18,10,9.09,35022
35,23,146,132,90.41,10,6.85,35023
35,24,179,161,89.94,11,6.15,35024
35,25,261,212,81.23,24,9.2,35025
35,26,295,250,84.75,28,9.49,35026
35,27,301,260,86.38,16,5.32,35027
35,28,293,250,85.32,18,6.14,35028
35,29,324,287,88.58,15,4.63,35029
35,30,356,304,85.39,30,8.43,35030
35,31,140,121,86.43,12,8.57,35031
35,32,154,138,89.61,9,5.84,35032
35,33,250,218,87.2,19,7.6,35033
35,34,258,214,82.95,18,6.98,35034
35,35,260,231,88.85,16,6.15,35035
35,36,186,153,82.26,18,9.68,35036
36,1,260,232,89.23,25,9.62,36001
36,2,224,187,83.48,32,14.29,36002
36,3,378,353,93.39,18,4.76,36003
36,4,162,148,91.36,13,8.02,36004
36,5,230,189,82.17,37,16.09,36005
36,6,264,227,85.98,32,12.12,36006
36,7,238,193,81.09,43,18.07,36007
36,8,273,236,86.45,33,12.09,36008
36,9,267,228,85.39,38,14.23,36009
36,10,187,160,85.56,22,11.76,36010
36,11,339,294,86.73,40,11.8,36011
36,12,207,174,84.06,28,13.53,36012
36,13,395,339,85.82,40,10.13,36013
36,14,283,251,88.69,27,9.54,36014
36,15,255,222,87.06,26,10.2,36015
36,16,402,364,90.55,25,6.22,36016
36,17,256,214,83.59,36,14.06,36017
36,18,325,266,81.85,54,16.62,36018
36,19,296,248,83.78,44,14.86,36019
36,20,331,273,82.48,47,14.2,36020
36,21,466,382,81.97,75,16.09,36021
36,22,347,291,83.86,48,13.83,36022
36,23,134,125,93.28,6,4.48,36023
36,24,271,257,94.83,12,4.43,36024
36,25,192,154,80.21,31,16.15,36025
36,26,302,255,84.44,44,14.57,36026
36,27,166,130,78.31,31,18.67,36027
36,28,243,203,83.54,33,13.58,36028
36,29,240,200,83.33,35,14.58,36029
36,30,311,255,81.99,52,16.72,36030
36,31,303,253,83.5,41,13.53,36031
36,32,257,215,83.66,36,14.01,36032
36,33,202,178,88.12,18,8.91,36033
36,34,220,171,77.73,45,20.45,36034
36,35,308,251,81.49,46,14.94,36035
36,36,230,200,86.96,22,9.57,36036
36,37,244,204,83.61,36,14.75,36037
36,38,173,152,87.86,15,8.67,36038
36,39,267,220,82.4,39,14.61,36039
36,40,330,270,81.82,50,15.15,36040
36,41,219,175,79.91,37,16.89,36041
36,42,232,191,82.33,38,16.38,36042
36,43,217,182,83.87,27,12.44,36043
36,44,300,267,89.0,30,10.0,36044
36,45,254,227,89.37,23,9.06,36045
36,46,237,196,82.7,38,16.03,36046
36,47,206,180,87.38,25,12.14,36047
36,48,227,173,76.21,41,18.06,36048
36,49,323,258,79.88,53,16.41,36049
36,50,232,197,84.91,26,11.21,36050
36,51,293,257,87.71,30,10.24,36051
36,52,220,183,83.18,34,15.45,36052
36,53,188,167,88.83,17,9.04,36053
36,54,369,344,93.22,14,3.79,36054
36,55,372,311,83.6,51,13.71,36055
37,1,200,186,93.0,10,5.0,37001
37,2,243,231,95.06,6,2.47,37002
37,3,190,174,91.58,12,6.32,37003
37,4,293,282,96.25,6,2.05,37004
37,5,304,296,97.37,3,0.99,37005
37,6,297,289,97.31,4,1.35,37006
37,7,329,318,96.66,4,1.22,37007
37,8,231,222,96.1,7,3.03,37008
37,9,259,251,96.91,3,1.16,37009
37,10,261,252,96.55,5,1.92,37010
37,11,109,102,93.58,3,2.75,37011
37,12,195,181,92.82,10,5.13,37012
37,13,253,248,98.02,3,1.19,37013
37,14,329,317,96.35,5,1.52,37014
37,15,286,277,96.85,3,1.05,37015
37,16,254,243,95.67,6,2.36,37016
37,17,236,229,97.03,0,0.0,37017
37,18,279,270,96.77,3,1.08,37018
37,19,203,193,95.07,8,3.94,37019
37,20,255,253,99.22,2,0.78,37020
37,21,296,290,97.97,0,0.0,37021
37,22,171,164,95.91,4,2.34,37022
37,23,218,214,98.17,1,0.46,37023
37,24,265,259,97.74,3,1.13,37024
37,25,314,299,95.22,7,2.23,37025
37,26,283,278,98.23,4,1.41,37026
37,27,284,277,97.54,4,1.41,37027
37,28,277,271,97.83,3,1.08,37028
37,29,299,291,97.32,2,0.67,37029
37,30,201,195,97.01,1,0.5,37030
37,31,279,272,97.49,3,1.08,37031
37,32,262,254,96.95,1,0.38,37032
37,33,235,222,94.47,5,2.13,37033
37,34,285,274,96.14,4,1.4,37034
37,35,270,262,97.04,5,1.85,37035
37,36,246,240,97.56,2,0.81,37036
37,37,292,279,95.55,2,0.68,37037
37,38,319,314,98.43,2,0.63,37038
37,39,248,230,92.74,12,4.84,37039
37,40,266,261,98.12,3,1.13,37040
37,41,313,299,95.53,6,1.92,37041
37,42,181,163,90.06,8,4.42,37042
37,43,227,216,95.15,8,3.52,37043
38,1,279,234,83.87,36,12.9,38001
38,2,211,180,85.31,23,10.9,38002
38,3,198,160,80.81,34,17.17,38003
38,4,115,97,84.35,13,11.3,38004
38,5,383,327,85.38,44,11.49,38005
38,6,259,223,86.1,33,12.74,38006
38,7,292,247,84.59,33,11.3,38007
38,8,171,135,78.95,28,16.37,38008
38,9,203,179,88.18,18,8.87,38009
38,10,322,262,81.37,41,12.73,38010
38,11,181,154,85.08,23,12.71,38011
38,12,294,260,88.44,31,10.54,38012
38,13,235,200,85.11,32,13.62,38013
38,14,204,176,86.27,24,11.76,38014
38,15,173,145,83.82,26,15.03,38015
38,16,249,212,85.14,29,11.65,38016
38,17,195,180,92.31,10,5.13,38017
38,18,251,209,83.27,32,12.75,38018
38,19,296,253,85.47,37,12.5,38019
38,20,323,268,82.97,43,13.31,38020
38,21,242,195,80.58,41,16.94,38021
38,22,253,202,79.84,44,17.39,38022
38,23,183,151,82.51,27,14.75,38023
38,24,165,149,90.3,10,6.06,38024
38,25,206,183,88.83,17,8.25,38025
38,26,198,164,82.83,23,11.62,38026
38,27,161,140,86.96,18,11.18,38027
38,28,191,163,85.34,23,12.04,38028
38,29,229,201,87.77,19,8.3,38029
38,30,242,210,86.78,27,11.16,38030
38,31,292,240,82.19,43,14.73,38031
38,32,309,249,80.58,42,13.59,38032
38,33,202,178,88.12,17,8.42,38033
38,34,168,144,85.71,18,10.71,38034
38,35,299,248,82.94,43,14.38,38035
38,36,220,194,88.18,23,10.45,38036
38,37,243,209,86.01,24,9.88,38037
38,38,294,244,82.99,41,13.95,38038
38,39,225,200,88.89,17,7.56,38039
38,40,178,166,93.26,11,6.18,38040
38,41,315,262,83.17,39,12.38,38041
38,42,298,252,84.56,37,12.42,38042
38,43,262,225,85.88,27,10.31,38043
38,44,252,204,80.95,43,17.06,38044
38,45,288,254,88.19,30,10.42,38045
38,46,244,195,79.92,38,15.57,38046
38,47,245,210,85.71,27,11.02,38047
38,48,232,206,88.79,21,9.05,38048
38,49,217,182,83.87,34,15.67,38049
38,50,250,214,85.6,31,12.4,38050
38,51,199,168,84.42,24,12.06,38051
38,52,240,206,85.83,30,12.5,38052
38,53,57,51,89.47,4,7.02,38053
39,1,270,213,78.89,50,18.52,39001
39,2,456,380,83.33,65,14.25,39002
39,3,278,221,79.5,46,16.55,39003
39,4,217,171,78.8,37,17.05,39004
39,5,193,158,81.87,26,13.47,39005
39,6,271,220,81.18,39,14.39,39006
39,7,200,170,85.0,23,11.5,39007
39,8,314,282,89.81,20,6.37,39008
39,9,338,290,85.8,33,9.76,39009
