ward,precinct,total,Gregory Harris,Gregory Harris Percent,precinct_id
40,1,63,63,100.0,40001
40,2,133,133,100.0,40002
40,9,138,138,100.0,40009
40,10,125,125,100.0,40010
40,14,187,187,100.0,40014
40,15,208,208,100.0,40015
40,18,202,202,100.0,40018
40,19,181,181,100.0,40019
40,21,203,203,100.0,40021
40,22,110,110,100.0,40022
40,23,273,273,100.0,40023
40,24,39,39,100.0,40024
40,25,158,158,100.0,40025
40,33,210,210,100.0,40033
40,35,64,64,100.0,40035
40,36,250,250,100.0,40036
40,39,178,178,100.0,40039
40,40,134,134,100.0,40040
40,41,277,277,100.0,40041
40,42,214,214,100.0,40042
40,43,234,234,100.0,40043
40,44,175,175,100.0,40044
40,45,312,312,100.0,40045
40,46,288,288,100.0,40046
46,2,327,327,100.0,46002
46,4,247,247,100.0,46004
46,6,284,284,100.0,46006
46,7,195,195,100.0,46007
46,8,295,295,100.0,46008
46,9,267,267,100.0,46009
46,11,312,312,100.0,46011
46,12,249,249,100.0,46012
46,14,227,227,100.0,46014
46,16,244,244,100.0,46016
46,19,302,302,100.0,46019
46,20,203,203,100.0,46020
46,21,108,108,100.0,46021
46,22,186,186,100.0,46022
46,23,176,176,100.0,46023
46,25,278,278,100.0,46025
46,26,270,270,100.0,46026
46,27,249,249,100.0,46027
46,32,212,212,100.0,46032
46,34,297,297,100.0,46034
46,35,289,289,100.0,46035
46,38,205,205,100.0,46038
46,39,299,299,100.0,46039
46,40,202,202,100.0,46040
46,41,239,239,100.0,46041
46,42,258,258,100.0,46042
46,45,287,287,100.0,46045
46,46,225,225,100.0,46046
46,47,112,112,100.0,46047
47,5,265,265,100.0,47005
47,10,213,213,100.0,47010
47,11,446,446,100.0,47011
47,19,299,299,100.0,47019
47,20,260,260,100.0,47020
47,22,253,253,100.0,47022
47,23,149,149,100.0,47023
47,26,389,389,100.0,47026
47,28,321,321,100.0,47028
47,30,300,300,100.0,47030
47,31,259,259,100.0,47031
47,32,296,296,100.0,47032
47,33,280,280,100.0,47033
47,34,334,334,100.0,47034
47,36,380,380,100.0,47036
47,37,341,341,100.0,47037
47,38,287,287,100.0,47038
47,39,277,277,100.0,47039
47,41,420,420,100.0,47041
47,45,261,261,100.0,47045
48,4,310,310,100.0,48004
48,17,242,242,100.0,48017
48,21,126,126,100.0,48021
48,23,278,278,100.0,48023
48,24,294,294,100.0,48024
48,25,252,252,100.0,48025
48,34,156,156,100.0,48034
48,35,183,183,100.0,48035
48,40,174,174,100.0,48040
48,49,139,139,100.0,48049
48,55,135,135,100.0,48055
48,56,146,146,100.0,48056
50,34,0,0,0.0,50034
