ward,precinct,total,James A. DeLeo,James A. DeLeo Percent,precinct_id
29,9,25,25,100.0,29009
36,5,196,196,100.0,36005
36,6,199,199,100.0,36006
36,7,203,203,100.0,36007
36,8,229,229,100.0,36008
36,9,225,225,100.0,36009
36,10,160,160,100.0,36010
36,11,313,313,100.0,36011
36,12,180,180,100.0,36012
36,13,400,400,100.0,36013
36,14,257,257,100.0,36014
36,15,227,227,100.0,36015
36,17,218,218,100.0,36017
36,18,271,271,100.0,36018
36,19,264,264,100.0,36019
36,20,283,283,100.0,36020
36,21,392,392,100.0,36021
36,25,152,152,100.0,36025
36,26,237,237,100.0,36026
36,27,144,144,100.0,36027
36,28,205,205,100.0,36028
36,29,209,209,100.0,36029
36,30,273,273,100.0,36030
36,31,260,260,100.0,36031
36,32,220,220,100.0,36032
36,34,187,187,100.0,36034
36,35,275,275,100.0,36035
36,37,202,202,100.0,36037
36,38,163,163,100.0,36038
36,39,247,247,100.0,36039
36,40,288,288,100.0,36040
36,41,63,63,100.0,36041
36,42,199,199,100.0,36042
36,43,179,179,100.0,36043
36,46,208,208,100.0,36046
36,47,178,178,100.0,36047
36,48,206,206,100.0,36048
36,49,300,300,100.0,36049
36,50,207,207,100.0,36050
36,52,196,196,100.0,36052
36,53,86,86,100.0,36053
38,1,245,245,100.0,38001
38,2,174,174,100.0,38002
38,3,162,162,100.0,38003
38,4,97,97,100.0,38004
38,5,2,2,100.0,38005
38,6,222,222,100.0,38006
38,8,143,143,100.0,38008
38,9,166,166,100.0,38009
38,11,151,151,100.0,38011
38,12,244,244,100.0,38012
38,13,201,201,100.0,38013
38,14,177,177,100.0,38014
38,15,147,147,100.0,38015
38,17,173,173,100.0,38017
38,18,210,210,100.0,38018
38,19,254,254,100.0,38019
38,21,191,191,100.0,38021
38,22,203,203,100.0,38022
38,23,149,149,100.0,38023
38,25,184,184,100.0,38025
38,26,176,176,100.0,38026
38,27,129,129,100.0,38027
38,28,169,169,100.0,38028
38,29,199,199,100.0,38029
38,30,202,202,100.0,38030
38,31,234,234,100.0,38031
38,32,230,230,100.0,38032
38,33,178,178,100.0,38033
38,35,242,242,100.0,38035
38,36,198,198,100.0,38036
38,37,201,201,100.0,38037
38,38,261,261,100.0,38038
38,39,184,184,100.0,38039
38,40,143,143,100.0,38040
38,41,263,263,100.0,38041
38,42,254,254,100.0,38042
38,43,218,218,100.0,38043
38,44,207,207,100.0,38044
38,45,240,240,100.0,38045
38,46,193,193,100.0,38046
38,47,199,199,100.0,38047
38,48,198,198,100.0,38048
38,49,177,177,100.0,38049
38,50,207,207,100.0,38050
38,51,161,161,100.0,38051
38,52,208,208,100.0,38052
41,1,279,279,100.0,41001
41,2,305,305,100.0,41002
41,3,307,307,100.0,41003
41,4,295,295,100.0,41004
41,5,309,309,100.0,41005
41,7,347,347,100.0,41007
41,8,270,270,100.0,41008
41,9,312,312,100.0,41009
41,11,295,295,100.0,41011
41,12,307,307,100.0,41012
41,15,282,282,100.0,41015
41,16,312,312,100.0,41016
41,17,289,289,100.0,41017
41,18,264,264,100.0,41018
41,20,337,337,100.0,41020
41,21,298,298,100.0,41021
41,22,255,255,100.0,41022
41,24,285,285,100.0,41024
41,30,316,316,100.0,41030
41,31,285,285,100.0,41031
41,33,222,222,100.0,41033
41,34,223,223,100.0,41034
41,35,315,315,100.0,41035
41,36,332,332,100.0,41036
41,37,307,307,100.0,41037
41,38,289,289,100.0,41038
41,40,309,309,100.0,41040
41,41,315,315,100.0,41041
41,42,328,328,100.0,41042
41,43,296,296,100.0,41043
41,45,255,255,100.0,41045
41,46,210,210,100.0,41046
41,49,311,311,100.0,41049
41,50,282,282,100.0,41050
41,51,195,195,100.0,41051
41,52,342,342,100.0,41052
41,53,283,283,100.0,41053
41,55,252,252,100.0,41055
41,56,319,319,100.0,41056
45,1,198,198,100.0,45001
45,2,264,264,100.0,45002
45,3,300,300,100.0,45003
45,6,253,253,100.0,45006
45,7,202,202,100.0,45007
45,8,194,194,100.0,45008
45,9,255,255,100.0,45009
45,11,224,224,100.0,45011
45,13,274,274,100.0,45013
45,15,250,250,100.0,45015
45,16,262,262,100.0,45016
45,17,229,229,100.0,45017
45,18,246,246,100.0,45018
45,19,260,260,100.0,45019
45,20,232,232,100.0,45020
45,21,239,239,100.0,45021
45,22,223,223,100.0,45022
45,23,250,250,100.0,45023
45,25,247,247,100.0,45025
45,26,263,263,100.0,45026
45,27,225,225,100.0,45027
45,28,210,210,100.0,45028
45,29,230,230,100.0,45029
45,30,227,227,100.0,45030
45,31,231,231,100.0,45031
45,32,152,152,100.0,45032
45,33,220,220,100.0,45033
45,34,181,181,100.0,45034
45,35,238,238,100.0,45035
45,37,250,250,100.0,45037
45,38,261,261,100.0,45038
45,39,271,271,100.0,45039
45,40,266,266,100.0,45040
45,41,155,155,100.0,45041
45,42,231,231,100.0,45042
45,43,205,205,100.0,45043
45,44,242,242,100.0,45044
45,45,196,196,100.0,45045
45,46,235,235,100.0,45046
45,47,245,245,100.0,45047
45,48,233,233,100.0,45048
45,49,244,244,100.0,45049
45,50,212,212,100.0,45050
45,51,228,228,100.0,45051
45,52,253,253,100.0,45052
45,53,178,178,100.0,45053
