ward,precinct,total,Thomas W. Murphy,Thomas W. Murphy Percent,precinct_id
13,1,228,228,100.0,13001
13,2,170,170,100.0,13002
13,3,276,276,100.0,13003
13,4,339,339,100.0,13004
13,5,285,285,100.0,13005
13,6,222,222,100.0,13006
13,7,205,205,100.0,13007
13,8,259,259,100.0,13008
13,9,266,266,100.0,13009
13,10,217,217,100.0,13010
13,11,234,234,100.0,13011
13,12,207,207,100.0,13012
13,13,240,240,100.0,13013
13,14,184,184,100.0,13014
13,15,356,356,100.0,13015
13,16,188,188,100.0,13016
13,17,221,221,100.0,13017
13,18,178,178,100.0,13018
13,19,194,194,100.0,13019
13,20,226,226,100.0,13020
13,21,279,279,100.0,13021
13,22,173,173,100.0,13022
13,23,174,174,100.0,13023
13,24,200,200,100.0,13024
13,25,198,198,100.0,13025
13,26,166,166,100.0,13026
13,27,259,259,100.0,13027
13,28,204,204,100.0,13028
13,29,206,206,100.0,13029
13,30,268,268,100.0,13030
13,31,275,275,100.0,13031
13,32,252,252,100.0,13032
13,33,205,205,100.0,13033
13,34,184,184,100.0,13034
13,35,226,226,100.0,13035
13,36,149,149,100.0,13036
13,37,159,159,100.0,13037
13,38,249,249,100.0,13038
13,39,230,230,100.0,13039
13,40,267,267,100.0,13040
13,41,199,199,100.0,13041
13,42,188,188,100.0,13042
13,43,162,162,100.0,13043
13,44,184,184,100.0,13044
13,45,298,298,100.0,13045
13,46,251,251,100.0,13046
13,47,212,212,100.0,13047
13,48,238,238,100.0,13048
13,49,246,246,100.0,13049
13,50,305,305,100.0,13050
14,1,120,120,100.0,14001
14,2,161,161,100.0,14002
14,3,246,246,100.0,14003
14,4,151,151,100.0,14004
14,6,163,163,100.0,14006
14,9,193,193,100.0,14009
14,13,167,167,100.0,14013
14,25,194,194,100.0,14025
14,27,222,222,100.0,14027
14,28,199,199,100.0,14028
15,1,137,137,100.0,15001
15,8,223,223,100.0,15008
15,10,140,140,100.0,15010
15,14,222,222,100.0,15014
15,16,124,124,100.0,15016
15,28,173,173,100.0,15028
15,34,131,131,100.0,15034
15,41,240,240,100.0,15041
15,46,83,83,100.0,15046
15,51,1,1,100.0,15051
16,17,170,170,100.0,16017
16,39,127,127,100.0,16039
17,11,214,214,100.0,17011
17,32,228,228,100.0,17032
17,40,146,146,100.0,17040
17,56,219,219,100.0,17056
17,57,213,213,100.0,17057
17,58,6,6,100.0,17058
17,59,88,88,100.0,17059
17,60,269,269,100.0,17060
17,61,190,190,100.0,17061
17,62,145,145,100.0,17062
17,63,168,168,100.0,17063
17,64,125,125,100.0,17064
18,1,146,146,100.0,18001
18,2,262,262,100.0,18002
18,3,192,192,100.0,18003
18,4,289,289,100.0,18004
18,5,278,278,100.0,18005
18,6,201,201,100.0,18006
18,7,245,245,100.0,18007
18,8,107,107,100.0,18008
18,9,296,296,100.0,18009
18,10,388,388,100.0,18010
18,11,254,254,100.0,18011
18,12,329,329,100.0,18012
18,13,305,305,100.0,18013
18,14,317,317,100.0,18014
18,15,167,167,100.0,18015
18,16,311,311,100.0,18016
18,17,228,228,100.0,18017
18,18,290,290,100.0,18018
18,19,335,335,100.0,18019
18,21,374,374,100.0,18021
18,22,323,323,100.0,18022
18,23,226,226,100.0,18023
18,26,201,201,100.0,18026
18,27,231,231,100.0,18027
18,28,262,262,100.0,18028
18,29,277,277,100.0,18029
18,31,233,233,100.0,18031
18,32,332,332,100.0,18032
18,33,217,217,100.0,18033
18,34,349,349,100.0,18034
18,35,328,328,100.0,18035
18,36,221,221,100.0,18036
18,37,200,200,100.0,18037
18,39,240,240,100.0,18039
18,40,332,332,100.0,18040
18,41,254,254,100.0,18041
18,42,166,166,100.0,18042
18,43,185,185,100.0,18043
18,44,152,152,100.0,18044
18,47,216,216,100.0,18047
18,48,149,149,100.0,18048
18,49,194,194,100.0,18049
18,50,243,243,100.0,18050
18,54,282,282,100.0,18054
18,55,236,236,100.0,18055
18,56,204,204,100.0,18056
18,57,196,196,100.0,18057
18,58,243,243,100.0,18058
18,59,179,179,100.0,18059
18,62,209,209,100.0,18062
19,1,306,306,100.0,19001
19,2,275,275,100.0,19002
19,3,245,245,100.0,19003
19,4,256,256,100.0,19004
19,5,307,307,100.0,19005
19,6,252,252,100.0,19006
19,7,283,283,100.0,19007
19,8,217,217,100.0,19008
19,9,227,227,100.0,19009
19,10,391,391,100.0,19010
19,11,286,286,100.0,19011
19,12,301,301,100.0,19012
19,13,238,238,100.0,19013
19,14,173,173,100.0,19014
19,15,213,213,100.0,19015
19,16,341,341,100.0,19016
19,17,309,309,100.0,19017
19,18,359,359,100.0,19018
19,19,293,293,100.0,19019
19,20,272,272,100.0,19020
19,21,234,234,100.0,19021
19,22,330,330,100.0,19022
19,23,343,343,100.0,19023
19,24,234,234,100.0,19024
19,25,345,345,100.0,19025
19,26,312,312,100.0,19026
19,27,206,206,100.0,19027
19,28,331,331,100.0,19028
19,29,233,233,100.0,19029
19,30,281,281,100.0,19030
19,31,262,262,100.0,19031
19,32,365,365,100.0,19032
19,33,307,307,100.0,19033
19,34,318,318,100.0,19034
19,35,277,277,100.0,19035
19,36,301,301,100.0,19036
19,37,326,326,100.0,19037
19,38,322,322,100.0,19038
19,39,156,156,100.0,19039
19,40,280,280,100.0,19040
19,41,239,239,100.0,19041
19,42,237,237,100.0,19042
19,43,307,307,100.0,19043
19,44,228,228,100.0,19044
19,45,311,311,100.0,19045
19,46,377,377,100.0,19046
19,47,230,230,100.0,19047
19,48,247,247,100.0,19048
19,49,332,332,100.0,19049
19,50,285,285,100.0,19050
19,51,258,258,100.0,19051
19,52,231,231,100.0,19052
19,53,289,289,100.0,19053
19,54,218,218,100.0,19054
19,55,250,250,100.0,19055
19,56,391,391,100.0,19056
19,57,342,342,100.0,19057
19,58,288,288,100.0,19058
19,59,302,302,100.0,19059
19,61,369,369,100.0,19061
19,62,257,257,100.0,19062
19,63,228,228,100.0,19063
19,64,351,351,100.0,19064
19,65,242,242,100.0,19065
19,66,300,300,100.0,19066
19,67,113,113,100.0,19067
21,20,121,121,100.0,21020
23,1,239,239,100.0,23001
23,2,272,272,100.0,23002
23,3,236,236,100.0,23003
23,4,245,245,100.0,23004
23,5,216,216,100.0,23005
23,6,255,255,100.0,23006
23,7,116,116,100.0,23007
23,8,227,227,100.0,23008
23,9,238,238,100.0,23009
23,10,264,264,100.0,23010
23,11,267,267,100.0,23011
23,12,233,233,100.0,23012
23,13,276,276,100.0,23013
23,14,104,104,100.0,23014
23,15,252,252,100.0,23015
23,16,277,277,100.0,23016
23,17,288,288,100.0,23017
23,18,185,185,100.0,23018
23,19,231,231,100.0,23019
23,20,205,205,100.0,23020
23,21,204,204,100.0,23021
23,22,233,233,100.0,23022
23,23,212,212,100.0,23023
23,24,176,176,100.0,23024
23,25,172,172,100.0,23025
23,26,249,249,100.0,23026
23,27,187,187,100.0,23027
23,28,247,247,100.0,23028
23,29,219,219,100.0,23029
23,30,217,217,100.0,23030
23,32,230,230,100.0,23032
23,33,231,231,100.0,23033
23,34,198,198,100.0,23034
23,35,179,179,100.0,23035
23,36,313,313,100.0,23036
23,37,152,152,100.0,23037
23,38,199,199,100.0,23038
23,39,215,215,100.0,23039
23,40,234,234,100.0,23040
23,41,218,218,100.0,23041
23,42,193,193,100.0,23042
23,43,262,262,100.0,23043
23,44,221,221,100.0,23044
23,45,267,267,100.0,23045
23,46,247,247,100.0,23046
23,47,285,285,100.0,23047
