ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,James D. ''Jim'' Oberweis,James D. ''Jim'' Oberweis Percent,Sharon Hansen,Sharon Hansen Percent,precinct_id
13,8,234,147,62.82,78,33.33,9,3.85,13008
13,9,259,198,76.45,54,20.85,7,2.7,13009
13,10,301,175,58.14,117,38.87,9,2.99,13010
13,11,345,242,70.14,87,25.22,16,4.64,13011
13,12,230,169,73.48,51,22.17,10,4.35,13012
13,13,304,259,85.2,38,12.5,7,2.3,13013
13,14,228,180,78.95,43,18.86,5,2.19,13014
13,15,396,315,79.55,71,17.93,10,2.53,13015
13,16,181,154,85.08,25,13.81,2,1.1,13016
13,17,263,171,65.02,83,31.56,9,3.42,13017
13,18,229,155,67.69,59,25.76,15,6.55,13018
13,19,276,238,86.23,32,11.59,6,2.17,13019
13,20,197,117,59.39,74,37.56,6,3.05,13020
13,21,348,212,60.92,129,37.07,7,2.01,13021
13,22,329,196,59.57,117,35.56,16,4.86,13022
13,23,195,148,75.9,43,22.05,4,2.05,13023
13,24,241,178,73.86,52,21.58,11,4.56,13024
13,25,263,180,68.44,69,26.24,14,5.32,13025
13,26,263,190,72.24,63,23.95,10,3.8,13026
13,27,252,180,71.43,57,22.62,15,5.95,13027
13,28,183,138,75.41,37,20.22,8,4.37,13028
13,29,200,157,78.5,38,19.0,5,2.5,13029
13,30,165,145,87.88,17,10.3,3,1.82,13030
13,31,296,188,63.51,98,33.11,10,3.38,13031
13,32,261,159,60.92,90,34.48,12,4.6,13032
13,33,292,177,60.62,105,35.96,10,3.42,13033
13,34,300,259,86.33,32,10.67,9,3.0,13034
13,35,237,201,84.81,29,12.24,7,2.95,13035
13,36,144,118,81.94,24,16.67,2,1.39,13036
13,37,324,279,86.11,37,11.42,8,2.47,13037
13,38,252,157,62.3,88,34.92,7,2.78,13038
13,39,250,213,85.2,28,11.2,9,3.6,13039
13,40,221,173,78.28,42,19.0,6,2.71,13040
13,41,275,231,84.0,34,12.36,10,3.64,13041
13,42,312,185,59.29,116,37.18,11,3.53,13042
13,43,286,214,74.83,59,20.63,13,4.55,13043
13,44,331,295,89.12,27,8.16,9,2.72,13044
13,45,330,242,73.33,77,23.33,11,3.33,13045
13,46,268,221,82.46,39,14.55,8,2.99,13046
13,47,219,176,80.37,38,17.35,5,2.28,13047
13,48,266,181,68.05,81,30.45,4,1.5,13048
14,1,389,243,62.47,130,33.42,16,4.11,14001
14,2,347,282,81.27,57,16.43,8,2.31,14002
14,3,220,188,85.45,25,11.36,7,3.18,14003
14,4,299,163,54.52,122,40.8,14,4.68,14004
14,5,335,302,90.15,22,6.57,11,3.28,14005
14,6,115,104,90.43,6,5.22,5,4.35,14006
14,7,279,229,82.08,41,14.7,9,3.23,14007
14,8,237,186,78.48,42,17.72,9,3.8,14008
14,9,351,241,68.66,101,28.77,9,2.56,14009
14,10,194,150,77.32,40,20.62,4,2.06,14010
14,11,135,116,85.93,18,13.33,1,0.74,14011
14,12,273,208,76.19,57,20.88,8,2.93,14012
14,13,210,175,83.33,28,13.33,7,3.33,14013
14,14,231,207,89.61,20,8.66,4,1.73,14014
14,15,260,232,89.23,20,7.69,8,3.08,14015
14,16,208,170,81.73,31,14.9,7,3.37,14016
14,17,229,196,85.59,23,10.04,10,4.37,14017
14,18,114,78,68.42,31,27.19,5,4.39,14018
14,19,221,185,83.71,25,11.31,11,4.98,14019
14,20,178,134,75.28,31,17.42,13,7.3,14020
14,21,236,202,85.59,21,8.9,13,5.51,14021
14,22,282,205,72.7,63,22.34,14,4.96,14022
14,23,249,181,72.69,58,23.29,10,4.02,14023
14,24,408,245,60.05,140,34.31,23,5.64,14024
14,25,158,140,88.61,15,9.49,3,1.9,14025
14,26,161,139,86.34,18,11.18,4,2.48,14026
14,27,240,181,75.42,45,18.75,14,5.83,14027
14,28,189,150,79.37,34,17.99,5,2.65,14028
14,29,220,198,90.0,18,8.18,4,1.82,14029
14,30,109,97,88.99,7,6.42,5,4.59,14030
14,31,144,128,88.89,9,6.25,7,4.86,14031
15,1,193,166,86.01,23,11.92,4,2.07,15001
15,2,244,232,95.08,7,2.87,5,2.05,15002
15,3,248,240,96.77,3,1.21,5,2.02,15003
15,4,182,147,80.77,24,13.19,11,6.04,15004
15,5,213,182,85.45,19,8.92,12,5.63,15005
15,6,211,153,72.51,44,20.85,14,6.64,15006
15,7,291,273,93.81,6,2.06,12,4.12,15007
15,8,190,158,83.16,24,12.63,8,4.21,15008
15,9,260,223,85.77,27,10.38,10,3.85,15009
15,10,289,227,78.55,46,15.92,16,5.54,15010
15,11,241,200,82.99,34,14.11,7,2.9,15011
15,12,260,212,81.54,37,14.23,11,4.23,15012
15,13,204,176,86.27,21,10.29,7,3.43,15013
15,14,168,151,89.88,14,8.33,3,1.79,15014
15,15,175,146,83.43,17,9.71,12,6.86,15015
15,16,218,186,85.32,24,11.01,8,3.67,15016
15,17,263,250,95.06,8,3.04,5,1.9,15017
15,18,232,219,94.4,7,3.02,6,2.59,15018
15,19,224,186,83.04,22,9.82,16,7.14,15019
15,20,222,211,95.05,6,2.7,5,2.25,15020
15,21,231,216,93.51,8,3.46,7,3.03,15021
15,22,266,255,95.86,6,2.26,5,1.88,15022
15,23,286,274,95.8,4,1.4,8,2.8,15023
15,24,240,220,91.67,11,4.58,9,3.75,15024
16,1,217,185,85.25,22,10.14,10,4.61,16001
16,2,246,237,96.34,6,2.44,3,1.22,16002
16,3,278,262,94.24,8,2.88,8,2.88,16003
16,4,276,257,93.12,9,3.26,10,3.62,16004
16,5,268,254,94.78,7,2.61,7,2.61,16005
16,6,294,279,94.9,4,1.36,11,3.74,16006
16,7,255,241,94.51,6,2.35,8,3.14,16007
16,8,180,171,95.0,4,2.22,5,2.78,16008
16,9,340,314,92.35,8,2.35,18,5.29,16009
16,10,263,256,97.34,5,1.9,2,0.76,16010
16,11,257,244,94.94,7,2.72,6,2.33,16011
16,12,211,195,92.42,10,4.74,6,2.84,16012
16,13,223,201,90.13,13,5.83,9,4.04,16013
16,14,230,208,90.43,13,5.65,9,3.91,16014
16,15,333,321,96.4,7,2.1,5,1.5,16015
16,16,292,280,95.89,7,2.4,5,1.71,16016
16,17,254,230,90.55,13,5.12,11,4.33,16017
16,18,278,255,91.73,14,5.04,9,3.24,16018
16,19,275,257,93.45,12,4.36,6,2.18,16019
16,20,264,252,95.45,7,2.65,5,1.89,16020
16,21,275,262,95.27,9,3.27,4,1.45,16021
16,22,264,249,94.32,9,3.41,6,2.27,16022
16,23,187,162,86.63,21,11.23,4,2.14,16023
16,24,196,184,93.88,4,2.04,8,4.08,16024
16,25,294,275,93.54,8,2.72,11,3.74,16025
16,26,255,247,96.86,4,1.57,4,1.57,16026
16,27,237,224,94.51,5,2.11,8,3.38,16027
16,28,286,277,96.85,5,1.75,4,1.4,16028
16,29,261,246,94.25,10,3.83,5,1.92,16029
16,30,278,254,91.37,5,1.8,19,6.83,16030
16,31,310,295,95.16,9,2.9,6,1.94,16031
16,32,203,174,85.71,13,6.4,16,7.88,16032
16,33,316,293,92.72,9,2.85,14,4.43,16033
16,34,263,250,95.06,8,3.04,5,1.9,16034
16,35,234,209,89.32,17,7.26,8,3.42,16035
16,36,219,207,94.52,4,1.83,8,3.65,16036
17,1,269,233,86.62,28,10.41,8,2.97,17001
17,2,318,310,97.48,2,0.63,6,1.89,17002
17,3,347,337,97.12,0,0.0,10,2.88,17003
17,4,398,386,96.98,4,1.01,8,2.01,17004
17,5,334,309,92.51,14,4.19,11,3.29,17005
17,6,275,259,94.18,9,3.27,7,2.55,17006
17,7,204,183,89.71,16,7.84,5,2.45,17007
17,8,305,289,94.75,7,2.3,9,2.95,17008
17,9,325,307,94.46,10,3.08,8,2.46,17009
17,10,370,356,96.22,8,2.16,6,1.62,17010
17,11,290,278,95.86,5,1.72,7,2.41,17011
17,12,313,282,90.1,18,5.75,13,4.15,17012
17,13,297,283,95.29,6,2.02,8,2.69,17013
17,14,263,247,93.92,11,4.18,5,1.9,17014
17,15,358,343,95.81,7,1.96,8,2.23,17015
17,16,308,281,91.23,19,6.17,8,2.6,17016
17,17,278,260,93.53,12,4.32,6,2.16,17017
17,18,366,362,98.91,2,0.55,2,0.55,17018
17,19,210,200,95.24,7,3.33,3,1.43,17019
17,20,408,401,98.28,2,0.49,5,1.23,17020
17,21,406,385,94.83,12,2.96,9,2.22,17021
17,22,294,283,96.26,5,1.7,6,2.04,17022
17,23,241,226,93.78,9,3.73,6,2.49,17023
17,24,384,369,96.09,7,1.82,8,2.08,17024
17,25,256,240,93.75,11,4.3,5,1.95,17025
17,26,400,383,95.75,11,2.75,6,1.5,17026
17,27,357,340,95.24,13,3.64,4,1.12,17027
17,28,291,282,96.91,2,0.69,7,2.41,17028
17,29,344,325,94.48,8,2.33,11,3.2,17029
17,30,234,199,85.04,28,11.97,7,2.99,17030
17,31,264,255,96.59,5,1.89,4,1.52,17031
17,32,271,257,94.83,6,2.21,8,2.95,17032
17,33,233,224,96.14,7,3.0,2,0.86,17033
17,34,273,257,94.14,6,2.2,10,3.66,17034
17,35,292,278,95.21,8,2.74,6,2.05,17035
17,36,376,362,96.28,9,2.39,5,1.33,17036
17,37,290,277,95.52,6,2.07,7,2.41,17037
17,38,354,336,94.92,4,1.13,14,3.95,17038
17,39,350,341,97.43,3,0.86,6,1.71,17039
17,40,335,323,96.42,5,1.49,7,2.09,17040
17,41,378,360,95.24,8,2.12,10,2.65,17041
18,1,279,252,90.32,20,7.17,7,2.51,18001
18,2,240,185,77.08,45,18.75,10,4.17,18002
18,3,292,213,72.95,71,24.32,8,2.74,18003
18,4,352,328,93.18,13,3.69,11,3.13,18004
18,5,245,235,95.92,1,0.41,9,3.67,18005
18,6,285,192,67.37,82,28.77,11,3.86,18006
18,7,345,296,85.8,40,11.59,9,2.61,18007
18,8,362,341,94.2,11,3.04,10,2.76,18008
18,9,350,317,90.57,27,7.71,6,1.71,18009
18,10,434,407,93.78,18,4.15,9,2.07,18010
18,11,261,225,86.21,28,10.73,8,3.07,18011
18,12,308,280,90.91,22,7.14,6,1.95,18012
18,13,332,314,94.58,14,4.22,4,1.2,18013
18,14,342,322,94.15,13,3.8,7,2.05,18014
18,15,330,279,84.55,38,11.52,13,3.94,18015
18,16,342,314,91.81,22,6.43,6,1.75,18016
18,17,316,280,88.61,22,6.96,14,4.43,18017
18,18,320,308,96.25,6,1.88,6,1.88,18018
18,19,353,341,96.6,9,2.55,3,0.85,18019
18,20,312,302,96.79,9,2.88,1,0.32,18020
18,21,410,374,91.22,23,5.61,13,3.17,18021
18,22,404,381,94.31,14,3.47,9,2.23,18022
18,23,310,279,90.0,20,6.45,11,3.55,18023
18,24,261,193,73.95,58,22.22,10,3.83,18024
18,25,282,225,79.79,52,18.44,5,1.77,18025
18,26,400,376,94.0,13,3.25,11,2.75,18026
18,27,255,237,92.94,12,4.71,6,2.35,18027
18,28,300,201,67.0,93,31.0,6,2.0,18028
18,29,313,263,84.03,45,14.38,5,1.6,18029
18,30,310,217,70.0,84,27.1,9,2.9,18030
18,31,317,295,93.06,16,5.05,6,1.89,18031
18,32,383,371,96.87,5,1.31,7,1.83,18032
18,33,273,261,95.6,4,1.47,8,2.93,18033
18,34,437,406,92.91,26,5.95,5,1.14,18034
18,35,381,352,92.39,21,5.51,8,2.1,18035
18,36,313,270,86.26,39,12.46,4,1.28,18036
18,37,355,329,92.68,17,4.79,9,2.54,18037
18,38,358,337,94.13,6,1.68,15,4.19,18038
18,39,240,224,93.33,8,3.33,8,3.33,18039
18,40,331,267,80.66,48,14.5,16,4.83,18040
18,41,390,357,91.54,23,5.9,10,2.56,18041
18,42,278,249,89.57,20,7.19,9,3.24,18042
18,43,223,161,72.2,52,23.32,10,4.48,18043
18,44,287,185,64.46,94,32.75,8,2.79,18044
18,45,259,224,86.49,29,11.2,6,2.32,18045
18,46,310,239,77.1,60,19.35,11,3.55,18046
18,47,246,236,95.93,9,3.66,1,0.41,18047
18,48,270,256,94.81,8,2.96,6,2.22,18048
18,49,259,235,90.73,16,6.18,8,3.09,18049
18,50,286,274,95.8,8,2.8,4,1.4,18050
19,1,372,220,59.14,143,38.44,9,2.42,19001
19,2,534,448,83.9,72,13.48,14,2.62,19002
19,3,307,134,43.65,163,53.09,10,3.26,19003
19,4,450,223,49.56,207,46.0,20,4.44,19004
19,5,464,340,73.28,109,23.49,15,3.23,19005
19,6,393,197,50.13,174,44.27,22,5.6,19006
19,7,382,247,64.66,118,30.89,17,4.45,19007
19,8,455,215,47.25,222,48.79,18,3.96,19008
19,9,274,152,55.47,119,43.43,3,1.09,19009
19,10,458,339,74.02,112,24.45,7,1.53,19010
19,11,389,168,43.19,210,53.98,11,2.83,19011
19,12,331,151,45.62,167,50.45,13,3.93,19012
19,13,480,446,92.92,21,4.38,13,2.71,19013
19,14,436,329,75.46,93,21.33,14,3.21,19014
19,15,496,245,49.4,218,43.95,33,6.65,19015
19,16,435,235,54.02,188,43.22,12,2.76,19016
19,17,353,190,53.82,152,43.06,11,3.12,19017
19,18,385,257,66.75,119,30.91,9,2.34,19018
19,19,492,344,69.92,135,27.44,13,2.64,19019
19,20,331,280,84.59,39,11.78,12,3.63,19020
19,21,379,194,51.19,164,43.27,21,5.54,19021
19,22,421,281,66.75,132,31.35,8,1.9,19022
19,23,403,232,57.57,155,38.46,16,3.97,19023
19,24,317,159,50.16,151,47.63,7,2.21,19024
19,25,397,245,61.71,148,37.28,4,1.01,19025
19,26,419,263,62.77,141,33.65,15,3.58,19026
19,27,406,355,87.44,43,10.59,8,1.97,19027
19,28,464,425,91.59,28,6.03,11,2.37,19028
19,29,398,185,46.48,198,49.75,15,3.77,19029
19,30,348,171,49.14,164,47.13,13,3.74,19030
19,31,357,233,65.27,108,30.25,16,4.48,19031
19,32,382,227,59.42,141,36.91,14,3.66,19032
19,33,400,205,51.25,187,46.75,8,2.0,19033
19,34,376,238,63.3,121,32.18,17,4.52,19034
19,35,354,254,71.75,95,26.84,5,1.41,19035
19,36,483,427,88.41,49,10.14,7,1.45,19036
19,37,380,320,84.21,49,12.89,11,2.89,19037
19,38,345,292,84.64,43,12.46,10,2.9,19038
19,39,134,120,89.55,9,6.72,5,3.73,19039
19,40,422,314,74.41,97,22.99,11,2.61,19040
19,41,370,193,52.16,160,43.24,17,4.59,19041
19,42,327,261,79.82,61,18.65,5,1.53,19042
19,43,525,495,94.29,21,4.0,9,1.71,19043
19,44,439,227,51.71,200,45.56,12,2.73,19044
19,45,398,237,59.55,146,36.68,15,3.77,19045
19,46,443,227,51.24,198,44.7,18,4.06,19046
19,47,544,467,85.85,62,11.4,15,2.76,19047
19,48,456,433,94.96,17,3.73,6,1.32,19048
19,49,475,407,85.68,47,9.89,21,4.42,19049
19,50,306,191,62.42,101,33.01,14,4.58,19050
19,51,451,275,60.98,159,35.25,17,3.77,19051
19,52,414,203,49.03,181,43.72,30,7.25,19052
19,53,366,219,59.84,123,33.61,24,6.56,19053
19,54,339,162,47.79,159,46.9,18,5.31,19054
19,55,363,174,47.93,174,47.93,15,4.13,19055
19,56,436,311,71.33,113,25.92,12,2.75,19056
19,57,329,261,79.33,58,17.63,10,3.04,19057
20,1,296,277,93.58,10,3.38,9,3.04,20001
20,2,158,151,95.57,4,2.53,3,1.9,20002
20,3,286,270,94.41,6,2.1,10,3.5,20003
20,4,159,147,92.45,8,5.03,4,2.52,20004
20,5,323,307,95.05,11,3.41,5,1.55,20005
20,6,179,165,92.18,6,3.35,8,4.47,20006
20,7,300,278,92.67,12,4.0,10,3.33,20007
20,8,338,328,97.04,5,1.48,5,1.48,20008
20,9,414,393,94.93,10,2.42,11,2.66,20009
20,10,271,259,95.57,5,1.85,7,2.58,20010
20,11,440,418,95.0,13,2.95,9,2.05,20011
20,12,248,235,94.76,4,1.61,9,3.63,20012
20,13,379,350,92.35,18,4.75,11,2.9,20013
20,14,199,189,94.97,6,3.02,4,2.01,20014
20,15,176,153,86.93,11,6.25,12,6.82,20015
20,16,350,321,91.71,13,3.71,16,4.57,20016
20,17,172,155,90.12,11,6.4,6,3.49,20017
20,18,265,257,96.98,3,1.13,5,1.89,20018
20,19,357,336,94.12,8,2.24,13,3.64,20019
20,20,182,158,86.81,14,7.69,10,5.49,20020
20,21,253,245,96.84,3,1.19,5,1.98,20021
20,22,400,378,94.5,9,2.25,13,3.25,20022
20,23,387,361,93.28,13,3.36,13,3.36,20023
20,24,335,304,90.75,17,5.07,14,4.18,20024
20,25,292,273,93.49,11,3.77,8,2.74,20025
20,26,337,311,92.28,13,3.86,13,3.86,20026
20,27,210,194,92.38,6,2.86,10,4.76,20027
20,28,213,203,95.31,2,0.94,8,3.76,20028
20,29,451,431,95.57,10,2.22,10,2.22,20029
20,30,184,176,95.65,7,3.8,1,0.54,20030
20,31,339,321,94.69,4,1.18,14,4.13,20031
20,32,327,313,95.72,5,1.53,9,2.75,20032
20,33,206,199,96.6,3,1.46,4,1.94,20033
20,34,347,321,92.51,16,4.61,10,2.88,20034
20,35,291,279,95.88,7,2.41,5,1.72,20035
20,36,147,143,97.28,3,2.04,1,0.68,20036
20,37,129,125,96.9,3,2.33,1,0.78,20037
20,38,140,134,95.71,1,0.71,5,3.57,20038
20,39,67,64,95.52,2,2.99,1,1.49,20039
21,1,375,360,96.0,6,1.6,9,2.4,21001
21,2,276,265,96.01,4,1.45,7,2.54,21002
21,3,366,357,97.54,4,1.09,5,1.37,21003
21,4,380,367,96.58,5,1.32,8,2.11,21004
21,5,406,395,97.29,9,2.22,2,0.49,21005
21,6,309,295,95.47,5,1.62,9,2.91,21006
21,7,371,360,97.04,7,1.89,4,1.08,21007
21,8,359,346,96.38,5,1.39,8,2.23,21008
21,9,405,395,97.53,4,0.99,6,1.48,21009
21,10,344,327,95.06,10,2.91,7,2.03,21010
21,11,359,348,96.94,6,1.67,5,1.39,21011
21,12,361,342,94.74,9,2.49,10,2.77,21012
21,13,348,326,93.68,14,4.02,8,2.3,21013
21,14,430,415,96.51,5,1.16,10,2.33,21014
21,15,317,309,97.48,2,0.63,6,1.89,21015
21,16,335,319,95.22,5,1.49,11,3.28,21016
21,17,332,311,93.67,11,3.31,10,3.01,21017
21,18,401,389,97.01,9,2.24,3,0.75,21018
21,19,381,369,96.85,7,1.84,5,1.31,21019
21,20,326,307,94.17,8,2.45,11,3.37,21020
21,21,305,292,95.74,3,0.98,10,3.28,21021
21,22,334,316,94.61,10,2.99,8,2.4,21022
21,23,337,323,95.85,4,1.19,10,2.97,21023
21,24,333,325,97.6,3,0.9,5,1.5,21024
21,25,328,313,95.43,5,1.52,10,3.05,21025
21,26,358,343,95.81,8,2.23,7,1.96,21026
21,27,353,342,96.88,5,1.42,6,1.7,21027
21,28,438,416,94.98,14,3.2,8,1.83,21028
21,29,370,359,97.03,9,2.43,2,0.54,21029
21,30,289,274,94.81,4,1.38,11,3.81,21030
21,31,269,259,96.28,5,1.86,5,1.86,21031
21,32,329,320,97.26,6,1.82,3,0.91,21032
21,33,360,350,97.22,6,1.67,4,1.11,21033
21,34,363,342,94.21,7,1.93,14,3.86,21034
21,35,363,346,95.32,8,2.2,9,2.48,21035
21,36,352,332,94.32,8,2.27,12,3.41,21036
21,37,312,296,94.87,8,2.56,8,2.56,21037
21,38,346,339,97.98,4,1.16,3,0.87,21038
21,39,284,273,96.13,7,2.46,4,1.41,21039
21,40,309,299,96.76,5,1.62,5,1.62,21040
21,41,378,361,95.5,11,2.91,6,1.59,21041
21,42,385,368,95.58,11,2.86,6,1.56,21042
21,43,364,352,96.7,4,1.1,8,2.2,21043
21,44,353,329,93.2,13,3.68,11,3.12,21044
21,45,360,337,93.61,11,3.06,12,3.33,21045
21,46,364,344,94.51,14,3.85,6,1.65,21046
21,47,335,320,95.52,5,1.49,10,2.99,21047
21,48,324,304,93.83,7,2.16,13,4.01,21048
21,49,385,371,96.36,7,1.82,7,1.82,21049
21,50,323,306,94.74,12,3.72,5,1.55,21050
21,51,377,362,96.02,4,1.06,11,2.92,21051
21,52,372,356,95.7,12,3.23,4,1.08,21052
21,53,276,264,95.65,9,3.26,3,1.09,21053
21,54,294,284,96.6,4,1.36,6,2.04,21054
22,1,237,228,96.2,4,1.69,5,2.11,22001
22,2,321,214,66.67,94,29.28,13,4.05,22002
22,3,271,240,88.56,22,8.12,9,3.32,22003
22,4,133,122,91.73,7,5.26,4,3.01,22004
22,5,198,173,87.37,17,8.59,8,4.04,22005
22,6,224,183,81.7,29,12.95,12,5.36,22006
22,7,156,134,85.9,17,10.9,5,3.21,22007
22,8,333,261,78.38,61,18.32,11,3.3,22008
22,9,178,156,87.64,14,7.87,8,4.49,22009
22,10,285,244,85.61,28,9.82,13,4.56,22010
22,11,206,180,87.38,20,9.71,6,2.91,22011
22,12,249,185,74.3,48,19.28,16,6.43,22012
22,13,217,183,84.33,23,10.6,11,5.07,22013
22,14,204,171,83.82,25,12.25,8,3.92,22014
22,15,145,123,84.83,17,11.72,5,3.45,22015
22,16,172,148,86.05,14,8.14,10,5.81,22016
22,17,214,193,90.19,13,6.07,8,3.74,22017
22,18,158,137,86.71,14,8.86,7,4.43,22018
22,19,131,124,94.66,3,2.29,4,3.05,22019
22,20,171,139,81.29,25,14.62,7,4.09,22020
22,21,355,337,94.93,6,1.69,12,3.38,22021
22,22,173,157,90.75,9,5.2,7,4.05,22022
22,23,413,397,96.13,7,1.69,9,2.18,22023
22,24,246,222,90.24,14,5.69,10,4.07,22024
22,25,214,192,89.72,13,6.07,9,4.21,22025
23,1,326,207,63.5,111,34.05,8,2.45,23001
23,2,326,203,62.27,107,32.82,16,4.91,23002
23,3,326,205,62.88,111,34.05,10,3.07,23003
23,4,337,201,59.64,122,36.2,14,4.15,23004
23,5,212,170,80.19,35,16.51,7,3.3,23005
23,6,266,217,81.58,41,15.41,8,3.01,23006
23,7,216,168,77.78,39,18.06,9,4.17,23007
23,8,304,221,72.7,69,22.7,14,4.61,23008
23,9,201,165,82.09,32,15.92,4,1.99,23009
23,10,279,212,75.99,53,19.0,14,5.02,23010
23,11,249,201,80.72,36,14.46,12,4.82,23011
23,12,322,182,56.52,127,39.44,13,4.04,23012
23,13,170,139,81.76,25,14.71,6,3.53,23013
23,14,253,159,62.85,87,34.39,7,2.77,23014
23,15,192,157,81.77,26,13.54,9,4.69,23015
23,16,297,179,60.27,104,35.02,14,4.71,23016
23,17,146,114,78.08,24,16.44,8,5.48,23017
23,18,278,158,56.83,105,37.77,15,5.4,23018
23,19,180,155,86.11,21,11.67,4,2.22,23019
23,20,139,104,74.82,31,22.3,4,2.88,23020
23,21,342,184,53.8,147,42.98,11,3.22,23021
23,22,281,182,64.77,87,30.96,12,4.27,23022
23,23,305,182,59.67,113,37.05,10,3.28,23023
23,24,202,149,73.76,40,19.8,13,6.44,23024
23,25,231,170,73.59,49,21.21,12,5.19,23025
23,26,257,190,73.93,56,21.79,11,4.28,23026
23,27,306,169,55.23,122,39.87,15,4.9,23027
23,28,335,209,62.39,120,35.82,6,1.79,23028
23,29,244,160,65.57,73,29.92,11,4.51,23029
23,30,264,208,78.79,45,17.05,11,4.17,23030
23,31,203,156,76.85,40,19.7,7,3.45,23031
23,32,233,194,83.26,34,14.59,5,2.15,23032
23,33,212,166,78.3,36,16.98,10,4.72,23033
23,34,224,187,83.48,30,13.39,7,3.13,23034
23,35,235,123,52.34,100,42.55,12,5.11,23035
23,36,326,214,65.64,98,30.06,14,4.29,23036
23,37,303,161,53.14,125,41.25,17,5.61,23037
23,38,262,154,58.78,91,34.73,17,6.49,23038
23,39,204,172,84.31,25,12.25,7,3.43,23039
24,1,280,273,97.5,3,1.07,4,1.43,24001
24,2,313,298,95.21,5,1.6,10,3.19,24002
24,3,353,338,95.75,9,2.55,6,1.7,24003
24,4,227,221,97.36,2,0.88,4,1.76,24004
24,5,181,178,98.34,2,1.1,1,0.55,24005
24,6,310,292,94.19,7,2.26,11,3.55,24006
24,7,134,120,89.55,11,8.21,3,2.24,24007
24,8,181,176,97.24,0,0.0,5,2.76,24008
24,9,263,246,93.54,11,4.18,6,2.28,24009
24,10,154,148,96.1,3,1.95,3,1.95,24010
24,11,327,311,95.11,4,1.22,12,3.67,24011
24,12,208,196,94.23,6,2.88,6,2.88,24012
24,13,177,168,94.92,6,3.39,3,1.69,24013
24,14,293,278,94.88,7,2.39,8,2.73,24014
24,15,180,172,95.56,3,1.67,5,2.78,24015
24,16,231,205,88.74,15,6.49,11,4.76,24016
24,17,230,221,96.09,1,0.43,8,3.48,24017
24,18,319,308,96.55,8,2.51,3,0.94,24018
24,19,360,344,95.56,12,3.33,4,1.11,24019
24,20,269,254,94.42,7,2.6,8,2.97,24020
24,21,153,147,96.08,2,1.31,4,2.61,24021
24,22,363,352,96.97,5,1.38,6,1.65,24022
24,23,269,251,93.31,12,4.46,6,2.23,24023
24,24,435,415,95.4,8,1.84,12,2.76,24024
24,25,260,249,95.77,6,2.31,5,1.92,24025
24,26,397,379,95.47,8,2.02,10,2.52,24026
24,27,314,304,96.82,6,1.91,4,1.27,24027
24,28,231,223,96.54,2,0.87,6,2.6,24028
24,29,235,225,95.74,6,2.55,4,1.7,24029
24,30,158,154,97.47,2,1.27,2,1.27,24030
24,31,310,297,95.81,7,2.26,6,1.94,24031
24,32,175,166,94.86,3,1.71,6,3.43,24032
24,33,161,148,91.93,3,1.86,10,6.21,24033
24,34,270,260,96.3,3,1.11,7,2.59,24034
24,35,288,271,94.1,6,2.08,11,3.82,24035
24,36,397,377,94.96,7,1.76,13,3.27,24036
24,37,179,170,94.97,4,2.23,5,2.79,24037
24,38,234,219,93.59,6,2.56,9,3.85,24038
24,39,302,278,92.05,15,4.97,9,2.98,24039
24,40,286,280,97.9,3,1.05,3,1.05,24040
24,41,210,198,94.29,6,2.86,6,2.86,24041
25,1,234,198,84.62,29,12.39,7,2.99,25001
25,2,243,211,86.83,22,9.05,10,4.12,25002
25,3,372,253,68.01,106,28.49,13,3.49,25003
25,4,307,274,89.25,24,7.82,9,2.93,25004
25,5,276,220,79.71,44,15.94,12,4.35,25005
25,6,141,102,72.34,36,25.53,3,2.13,25006
25,7,274,235,85.77,28,10.22,11,4.01,25007
25,8,249,207,83.13,36,14.46,6,2.41,25008
25,9,280,243,86.79,23,8.21,14,5.0,25009
25,10,375,242,64.53,123,32.8,10,2.67,25010
25,11,262,220,83.97,32,12.21,10,3.82,25011
25,12,251,220,87.65,16,6.37,15,5.98,25012
25,13,293,264,90.1,16,5.46,13,4.44,25013
25,14,246,207,84.15,36,14.63,3,1.22,25014
25,15,245,201,82.04,28,11.43,16,6.53,25015
25,16,379,232,61.21,133,35.09,14,3.69,25016
25,17,293,250,85.32,26,8.87,17,5.8,25017
25,18,299,248,82.94,47,15.72,4,1.34,25018
25,19,281,250,88.97,22,7.83,9,3.2,25019
25,20,303,286,94.39,8,2.64,9,2.97,25020
25,21,449,331,73.72,99,22.05,19,4.23,25021
25,22,238,211,88.66,14,5.88,13,5.46,25022
25,23,338,299,88.46,20,5.92,19,5.62,25023
25,24,272,232,85.29,28,10.29,12,4.41,25024
25,25,334,218,65.27,94,28.14,22,6.59,25025
25,26,230,194,84.35,27,11.74,9,3.91,25026
25,27,313,222,70.93,80,25.56,11,3.51,25027
25,28,259,227,87.64,25,9.65,7,2.7,25028
25,29,325,304,93.54,15,4.62,6,1.85,25029
25,30,242,208,85.95,23,9.5,11,4.55,25030
25,31,391,249,63.68,131,33.5,11,2.81,25031
25,32,232,176,75.86,43,18.53,13,5.6,25032
26,1,196,171,87.24,20,10.2,5,2.55,26001
26,2,213,190,89.2,13,6.1,10,4.69,26002
26,3,233,192,82.4,29,12.45,12,5.15,26003
26,4,163,145,88.96,10,6.13,8,4.91,26004
26,5,207,180,86.96,18,8.7,9,4.35,26005
