ward,precinct,total,precinct_id
14,3,0,14003
39,1,226,39001
39,2,237,39002
39,4,240,39004
39,13,216,39013
39,15,268,39015
39,16,155,39016
39,18,233,39018
39,20,280,39020
39,21,230,39021
39,22,37,39022
39,23,249,39023
39,24,296,39024
39,26,213,39026
39,27,51,39027
39,32,223,39032
39,36,89,39036
39,37,290,39037
39,39,86,39039
39,40,209,39040
39,41,287,39041
39,42,271,39042
39,43,276,39043
39,44,216,39044
39,45,245,39045
40,2,241,40002
40,4,151,40004
40,9,209,40009
40,10,258,40010
40,13,365,40013
40,15,223,40015
40,16,173,40016
40,18,182,40018
40,19,164,40019
40,21,268,40021
40,22,265,40022
40,23,343,40023
40,24,69,40024
40,25,318,40025
40,26,325,40026
40,27,329,40027
40,28,318,40028
40,29,274,40029
40,30,209,40030
40,31,318,40031
40,32,312,40032
40,33,277,40033
40,35,184,40035
40,36,246,40036
40,37,261,40037
40,39,65,40039
41,19,126,41019
43,1,173,43001
43,3,282,43003
43,4,274,43004
43,7,117,43007
43,8,220,43008
43,9,334,43009
43,12,160,43012
43,13,229,43013
43,14,283,43014
43,15,249,43015
43,17,195,43017
43,19,282,43019
43,20,287,43020
43,21,230,43021
43,22,158,43022
43,24,176,43024
43,25,244,43025
43,26,208,43026
43,27,235,43027
43,29,224,43029
43,32,291,43032
43,34,202,43034
43,36,116,43036
43,37,238,43037
43,40,176,43040
43,42,213,43042
43,44,240,43044
43,45,192,43045
44,1,446,44001
44,2,236,44002
44,3,238,44003
44,4,315,44004
44,5,272,44005
44,6,290,44006
44,7,222,44007
44,8,339,44008
44,9,213,44009
44,10,246,44010
44,11,263,44011
44,12,339,44012
44,13,203,44013
44,14,238,44014
44,15,275,44015
44,16,249,44016
44,17,345,44017
44,18,247,44018
44,19,343,44019
44,20,230,44020
44,21,269,44021
44,22,313,44022
44,23,247,44023
44,24,283,44024
44,25,291,44025
44,26,279,44026
44,27,284,44027
44,28,278,44028
44,29,260,44029
44,30,292,44030
44,31,229,44031
44,32,277,44032
44,33,251,44033
44,34,312,44034
44,35,333,44035
44,36,239,44036
44,37,328,44037
44,38,243,44038
44,39,212,44039
44,40,245,44040
44,41,283,44041
45,26,58,45026
45,27,45,45027
45,35,249,45035
45,36,251,45036
45,37,210,45037
45,38,199,45038
45,39,215,45039
45,40,237,45040
45,41,203,45041
45,42,248,45042
45,43,231,45043
45,44,246,45044
45,45,158,45045
45,46,177,45046
45,47,166,45047
45,48,163,45048
46,1,283,46001
46,2,236,46002
46,3,358,46003
46,4,300,46004
46,5,251,46005
46,6,241,46006
46,7,367,46007
46,8,193,46008
46,9,267,46009
46,10,302,46010
46,11,229,46011
46,12,251,46012
46,13,261,46013
46,14,334,46014
46,15,287,46015
46,16,301,46016
46,17,343,46017
46,18,279,46018
46,19,219,46019
46,20,246,46020
46,21,190,46021
46,22,191,46022
46,23,232,46023
46,24,286,46024
46,25,224,46025
46,26,246,46026
46,27,266,46027
46,28,315,46028
46,29,248,46029
46,30,262,46030
46,31,256,46031
46,32,285,46032
46,33,335,46033
46,34,297,46034
46,35,345,46035
46,36,296,46036
46,37,167,46037
46,38,269,46038
46,39,258,46039
46,40,257,46040
47,5,245,47005
47,10,284,47010
47,15,335,47015
47,18,250,47018
47,19,355,47019
47,20,285,47020
47,22,352,47022
47,23,338,47023
47,24,242,47024
47,26,313,47026
47,28,82,47028
47,30,306,47030
47,31,291,47031
47,32,330,47032
47,33,85,47033
47,34,339,47034
47,36,334,47036
47,38,296,47038
47,41,329,47041
47,42,46,47042
47,44,231,47044
47,45,304,47045
48,1,278,48001
48,2,165,48002
48,3,340,48003
48,4,242,48004
48,5,203,48005
48,6,317,48006
48,7,341,48007
48,8,188,48008
48,9,227,48009
48,10,419,48010
48,11,285,48011
48,12,349,48012
48,13,403,48013
48,14,198,48014
48,15,190,48015
48,16,286,48016
48,17,319,48017
48,18,249,48018
48,19,230,48019
48,20,346,48020
48,21,332,48021
48,22,328,48022
48,23,312,48023
48,24,280,48024
48,25,330,48025
48,26,151,48026
48,27,338,48027
48,28,364,48028
48,29,194,48029
48,30,277,48030
48,31,389,48031
48,32,242,48032
48,33,182,48033
48,34,279,48034
48,35,215,48035
48,36,227,48036
48,37,289,48037
48,38,333,48038
48,39,267,48039
48,40,260,48040
48,41,332,48041
48,42,333,48042
48,43,320,48043
48,44,361,48044
48,45,231,48045
48,46,217,48046
49,2,210,49002
49,4,347,49004
49,18,391,49018
49,28,356,49028
50,17,164,50017
50,23,150,50023
50,24,180,50024
50,25,210,50025
50,26,200,50026
50,29,187,50029
50,30,164,50030
50,31,166,50031
50,32,167,50032
50,39,142,50039
