ward,precinct,total,Lou Lang,Lou Lang Percent,precinct_id
40,4,143,143,100.0,40004
40,10,179,179,100.0,40010
40,29,0,0,0.0,40029
40,35,0,0,0.0,40035
40,39,38,38,100.0,40039
50,1,241,241,100.0,50001
50,2,158,158,100.0,50002
50,3,229,229,100.0,50003
50,4,281,281,100.0,50004
50,5,190,190,100.0,50005
50,6,308,308,100.0,50006
50,7,320,320,100.0,50007
50,8,16,16,100.0,50008
50,9,198,198,100.0,50009
50,10,207,207,100.0,50010
50,11,175,175,100.0,50011
50,12,126,126,100.0,50012
50,13,243,243,100.0,50013
50,14,77,77,100.0,50014
50,15,306,306,100.0,50015
50,16,93,93,100.0,50016
50,17,183,183,100.0,50017
50,18,83,83,100.0,50018
50,19,144,144,100.0,50019
50,20,250,250,100.0,50020
50,21,195,195,100.0,50021
50,22,161,161,100.0,50022
50,23,161,161,100.0,50023
50,25,208,208,100.0,50025
50,26,205,205,100.0,50026
50,27,83,83,100.0,50027
50,28,227,227,100.0,50028
50,29,192,192,100.0,50029
50,30,165,165,100.0,50030
50,31,230,230,100.0,50031
50,32,253,253,100.0,50032
50,33,202,202,100.0,50033
50,34,345,345,100.0,50034
50,35,302,302,100.0,50035
50,36,231,231,100.0,50036
50,37,255,255,100.0,50037
50,38,127,127,100.0,50038
50,39,161,161,100.0,50039
50,40,258,258,100.0,50040
