ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,161,134,83.23,27,16.77,01001
1,2,143,115,80.42,28,19.58,01002
1,3,155,135,87.1,20,12.9,01003
1,4,169,132,78.11,37,21.89,01004
1,5,159,133,83.65,26,16.35,01005
1,6,188,149,79.26,39,20.74,01006
1,7,119,92,77.31,27,22.69,01007
1,8,128,100,78.13,28,21.88,01008
1,9,110,73,66.36,37,33.64,01009
1,10,160,132,82.5,28,17.5,01010
1,11,161,129,80.12,32,19.88,01011
1,12,165,133,80.61,32,19.39,01012
1,13,72,49,68.06,23,31.94,01013
1,14,185,150,81.08,35,18.92,01014
1,15,167,129,77.25,38,22.75,01015
1,16,141,115,81.56,26,18.44,01016
1,17,150,124,82.67,26,17.33,01017
1,18,166,136,81.93,30,18.07,01018
1,19,193,143,74.09,50,25.91,01019
1,20,155,122,78.71,33,21.29,01020
1,21,140,115,82.14,25,17.86,01021
1,22,82,70,85.37,12,14.63,01022
1,23,219,159,72.6,60,27.4,01023
1,24,137,108,78.83,29,21.17,01024
1,25,132,100,75.76,32,24.24,01025
1,26,103,79,76.7,24,23.3,01026
1,27,158,119,75.32,39,24.68,01027
1,28,63,48,76.19,15,23.81,01028
1,29,151,115,76.16,36,23.84,01029
1,30,181,140,77.35,41,22.65,01030
1,31,147,111,75.51,36,24.49,01031
1,32,147,121,82.31,26,17.69,01032
1,33,159,124,77.99,35,22.01,01033
1,34,123,89,72.36,34,27.64,01034
1,35,183,125,68.31,58,31.69,01035
1,36,175,129,73.71,46,26.29,01036
1,37,169,128,75.74,41,24.26,01037
1,38,133,103,77.44,30,22.56,01038
1,39,123,105,85.37,18,14.63,01039
1,40,141,117,82.98,24,17.02,01040
1,41,108,82,75.93,26,24.07,01041
1,42,54,42,77.78,12,22.22,01042
1,43,125,97,77.6,28,22.4,01043
1,44,106,83,78.3,23,21.7,01044
2,1,157,119,75.8,38,24.2,02001
2,2,176,140,79.55,36,20.45,02002
2,3,157,120,76.43,37,23.57,02003
2,4,167,133,79.64,34,20.36,02004
2,5,195,161,82.56,34,17.44,02005
2,6,166,133,80.12,33,19.88,02006
2,7,142,112,78.87,30,21.13,02007
2,8,157,124,78.98,33,21.02,02008
2,9,148,121,81.76,27,18.24,02009
2,10,217,169,77.88,48,22.12,02010
2,11,173,140,80.92,33,19.08,02011
2,12,195,167,85.64,28,14.36,02012
2,13,226,171,75.66,55,24.34,02013
2,14,186,141,75.81,45,24.19,02014
2,15,165,122,73.94,43,26.06,02015
2,16,126,99,78.57,27,21.43,02016
2,17,189,160,84.66,29,15.34,02017
2,18,163,137,84.05,26,15.95,02018
2,19,180,135,75.0,45,25.0,02019
2,20,182,151,82.97,31,17.03,02020
2,21,169,140,82.84,29,17.16,02021
2,22,206,166,80.58,40,19.42,02022
2,23,164,125,76.22,39,23.78,02023
2,24,147,114,77.55,33,22.45,02024
2,25,164,140,85.37,24,14.63,02025
2,26,153,124,81.05,29,18.95,02026
2,27,174,133,76.44,41,23.56,02027
2,28,195,147,75.38,48,24.62,02028
2,29,167,127,76.05,40,23.95,02029
2,30,183,144,78.69,39,21.31,02030
2,31,301,233,77.41,68,22.59,02031
2,32,161,125,77.64,36,22.36,02032
2,33,321,270,84.11,51,15.89,02033
2,34,194,157,80.93,37,19.07,02034
2,35,170,138,81.18,32,18.82,02035
2,36,160,119,74.38,41,25.63,02036
2,37,227,186,81.94,41,18.06,02037
2,38,203,153,75.37,50,24.63,02038
2,39,122,86,70.49,36,29.51,02039
2,40,149,118,79.19,31,20.81,02040
2,41,156,132,84.62,24,15.38,02041
2,42,163,140,85.89,23,14.11,02042
2,43,227,183,80.62,44,19.38,02043
2,44,119,93,78.15,26,21.85,02044
2,45,245,190,77.55,55,22.45,02045
2,46,117,88,75.21,29,24.79,02046
3,1,306,240,78.43,66,21.57,03001
3,2,332,284,85.54,48,14.46,03002
3,3,220,181,82.27,39,17.73,03003
3,4,308,256,83.12,52,16.88,03004
3,5,199,152,76.38,47,23.62,03005
3,6,229,180,78.6,49,21.4,03006
3,7,215,179,83.26,36,16.74,03007
3,8,209,157,75.12,52,24.88,03008
3,9,290,226,77.93,64,22.07,03009
3,10,166,137,82.53,29,17.47,03010
3,11,283,223,78.8,60,21.2,03011
3,12,292,238,81.51,54,18.49,03012
3,13,315,258,81.9,57,18.1,03013
3,14,189,162,85.71,27,14.29,03014
3,15,206,159,77.18,47,22.82,03015
3,16,252,207,82.14,45,17.86,03016
3,17,239,186,77.82,53,22.18,03017
3,18,406,301,74.14,105,25.86,03018
3,19,250,204,81.6,46,18.4,03019
3,20,263,207,78.71,56,21.29,03020
3,21,270,223,82.59,47,17.41,03021
3,22,226,189,83.63,37,16.37,03022
3,23,252,199,78.97,53,21.03,03023
3,24,209,170,81.34,39,18.66,03024
3,25,300,239,79.67,61,20.33,03025
3,26,296,241,81.42,55,18.58,03026
3,27,226,182,80.53,44,19.47,03027
3,28,185,148,80.0,37,20.0,03028
3,29,245,170,69.39,75,30.61,03029
3,30,259,191,73.75,68,26.25,03030
3,31,312,247,79.17,65,20.83,03031
3,32,251,214,85.26,37,14.74,03032
3,33,224,177,79.02,47,20.98,03033
3,34,263,205,77.95,58,22.05,03034
3,35,138,118,85.51,20,14.49,03035
3,36,156,121,77.56,35,22.44,03036
3,37,233,183,78.54,50,21.46,03037
3,38,248,212,85.48,36,14.52,03038
3,39,225,171,76.0,54,24.0,03039
3,40,263,211,80.23,52,19.77,03040
3,41,179,145,81.01,34,18.99,03041
4,1,285,241,84.56,44,15.44,04001
4,2,244,203,83.2,41,16.8,04002
4,3,268,214,79.85,54,20.15,04003
4,4,335,254,75.82,81,24.18,04004
4,5,268,199,74.25,69,25.75,04005
