ward,precinct,total,Steven G. Watkins,Steven G. Watkins Percent,precinct_id
9,1,266,266,100.0,09001
9,2,212,212,100.0,09002
9,3,171,171,100.0,09003
9,4,202,202,100.0,09004
9,5,229,229,100.0,09005
9,6,260,260,100.0,09006
9,7,167,167,100.0,09007
9,8,250,250,100.0,09008
9,9,286,286,100.0,09009
9,10,250,250,100.0,09010
9,11,174,174,100.0,09011
9,13,17,17,100.0,09013
9,14,54,54,100.0,09014
9,15,210,210,100.0,09015
9,16,234,234,100.0,09016
9,17,210,210,100.0,09017
9,18,167,167,100.0,09018
9,19,234,234,100.0,09019
9,20,276,276,100.0,09020
9,21,221,221,100.0,09021
9,22,257,257,100.0,09022
9,26,223,223,100.0,09026
9,27,238,238,100.0,09027
9,28,123,123,100.0,09028
9,29,197,197,100.0,09029
9,30,200,200,100.0,09030
9,31,198,198,100.0,09031
9,32,242,242,100.0,09032
9,33,184,184,100.0,09033
9,34,205,205,100.0,09034
9,35,103,103,100.0,09035
9,37,262,262,100.0,09037
9,38,236,236,100.0,09038
9,39,266,266,100.0,09039
9,40,276,276,100.0,09040
9,41,212,212,100.0,09041
9,43,291,291,100.0,09043
9,44,232,232,100.0,09044
9,45,190,190,100.0,09045
9,46,215,215,100.0,09046
18,21,1,1,100.0,18021
19,28,219,219,100.0,19028
19,43,42,42,100.0,19043
21,1,268,268,100.0,21001
21,2,63,63,100.0,21002
21,3,270,270,100.0,21003
21,5,312,312,100.0,21005
21,6,228,228,100.0,21006
21,7,289,289,100.0,21007
21,8,251,251,100.0,21008
21,9,303,303,100.0,21009
21,10,255,255,100.0,21010
21,11,254,254,100.0,21011
21,12,261,261,100.0,21012
21,13,140,140,100.0,21013
21,14,320,320,100.0,21014
21,16,250,250,100.0,21016
21,17,123,123,100.0,21017
21,18,300,300,100.0,21018
21,19,291,291,100.0,21019
21,20,26,26,100.0,21020
21,21,219,219,100.0,21021
21,22,234,234,100.0,21022
21,23,242,242,100.0,21023
21,24,264,264,100.0,21024
21,25,237,237,100.0,21025
21,27,261,261,100.0,21027
21,29,262,262,100.0,21029
21,32,246,246,100.0,21032
21,33,231,231,100.0,21033
21,34,112,112,100.0,21034
21,35,269,269,100.0,21035
21,36,266,266,100.0,21036
21,37,216,216,100.0,21037
21,38,252,252,100.0,21038
21,39,201,201,100.0,21039
21,40,236,236,100.0,21040
21,41,256,256,100.0,21041
21,42,289,289,100.0,21042
21,44,176,176,100.0,21044
21,45,256,256,100.0,21045
21,46,273,273,100.0,21046
21,48,132,132,100.0,21048
21,49,291,291,100.0,21049
21,50,221,221,100.0,21050
21,52,35,35,100.0,21052
34,1,314,314,100.0,34001
34,2,256,256,100.0,34002
34,3,298,298,100.0,34003
34,4,240,240,100.0,34004
34,5,246,246,100.0,34005
34,6,321,321,100.0,34006
34,7,309,309,100.0,34007
34,8,227,227,100.0,34008
34,9,196,196,100.0,34009
34,10,290,290,100.0,34010
34,11,233,233,100.0,34011
34,12,286,286,100.0,34012
34,13,261,261,100.0,34013
34,14,217,217,100.0,34014
34,15,215,215,100.0,34015
34,16,219,219,100.0,34016
34,18,243,243,100.0,34018
34,19,189,189,100.0,34019
34,20,311,311,100.0,34020
34,21,362,362,100.0,34021
34,22,275,275,100.0,34022
34,23,214,214,100.0,34023
34,24,251,251,100.0,34024
34,25,296,296,100.0,34025
34,26,309,309,100.0,34026
34,27,222,222,100.0,34027
34,28,158,158,100.0,34028
34,29,216,216,100.0,34029
34,30,258,258,100.0,34030
34,31,223,223,100.0,34031
34,32,281,281,100.0,34032
34,33,236,236,100.0,34033
34,34,288,288,100.0,34034
34,35,289,289,100.0,34035
34,36,240,240,100.0,34036
34,37,163,163,100.0,34037
34,38,171,171,100.0,34038
34,39,224,224,100.0,34039
34,40,309,309,100.0,34040
34,41,198,198,100.0,34041
34,42,255,255,100.0,34042
34,43,253,253,100.0,34043
34,44,265,265,100.0,34044
34,45,274,274,100.0,34045
34,46,182,182,100.0,34046
34,47,249,249,100.0,34047
34,48,301,301,100.0,34048
34,49,265,265,100.0,34049
34,50,254,254,100.0,34050
34,51,295,295,100.0,34051
34,52,231,231,100.0,34052
34,53,210,210,100.0,34053
