ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,precinct_id
1,1,232,232,100.0,01001
1,2,215,215,100.0,01002
1,3,241,241,100.0,01003
1,4,243,243,100.0,01004
1,5,251,251,100.0,01005
1,6,285,285,100.0,01006
1,7,165,165,100.0,01007
1,8,220,220,100.0,01008
1,9,206,206,100.0,01009
1,10,240,240,100.0,01010
1,11,247,247,100.0,01011
1,12,255,255,100.0,01012
1,13,98,98,100.0,01013
1,14,275,275,100.0,01014
1,15,237,237,100.0,01015
1,16,183,183,100.0,01016
1,17,230,230,100.0,01017
1,18,264,264,100.0,01018
1,19,306,306,100.0,01019
1,20,203,203,100.0,01020
1,21,239,239,100.0,01021
1,22,131,131,100.0,01022
1,23,343,343,100.0,01023
1,24,197,197,100.0,01024
1,25,168,168,100.0,01025
1,26,158,158,100.0,01026
1,27,202,202,100.0,01027
1,28,127,127,100.0,01028
1,29,228,228,100.0,01029
1,30,246,246,100.0,01030
1,31,235,235,100.0,01031
1,32,220,220,100.0,01032
1,33,229,229,100.0,01033
1,34,196,196,100.0,01034
1,35,256,256,100.0,01035
1,36,251,251,100.0,01036
1,37,248,248,100.0,01037
1,38,201,201,100.0,01038
1,39,191,191,100.0,01039
1,40,230,230,100.0,01040
1,41,179,179,100.0,01041
1,42,77,77,100.0,01042
1,43,181,181,100.0,01043
1,44,155,155,100.0,01044
2,1,236,236,100.0,02001
2,2,270,270,100.0,02002
2,3,237,237,100.0,02003
2,4,238,238,100.0,02004
2,5,264,264,100.0,02005
2,6,243,243,100.0,02006
2,7,214,214,100.0,02007
2,8,234,234,100.0,02008
2,9,230,230,100.0,02009
2,10,353,353,100.0,02010
2,11,291,291,100.0,02011
2,12,307,307,100.0,02012
2,13,358,358,100.0,02013
2,14,287,287,100.0,02014
2,15,249,249,100.0,02015
2,16,214,214,100.0,02016
2,17,321,321,100.0,02017
2,18,241,241,100.0,02018
2,19,277,277,100.0,02019
2,20,253,253,100.0,02020
2,21,266,266,100.0,02021
2,22,303,303,100.0,02022
2,23,270,270,100.0,02023
2,24,258,258,100.0,02024
2,25,255,255,100.0,02025
2,26,250,250,100.0,02026
2,27,239,239,100.0,02027
2,28,309,309,100.0,02028
2,29,265,265,100.0,02029
2,30,257,257,100.0,02030
2,31,432,432,100.0,02031
2,32,210,210,100.0,02032
2,33,466,466,100.0,02033
2,34,282,282,100.0,02034
2,35,252,252,100.0,02035
2,36,242,242,100.0,02036
2,37,308,308,100.0,02037
2,38,295,295,100.0,02038
2,39,181,181,100.0,02039
2,40,226,226,100.0,02040
2,41,199,199,100.0,02041
2,42,246,246,100.0,02042
2,43,316,316,100.0,02043
2,44,198,198,100.0,02044
2,45,309,309,100.0,02045
2,46,178,178,100.0,02046
3,1,417,417,100.0,03001
3,2,500,500,100.0,03002
3,3,334,334,100.0,03003
3,4,418,418,100.0,03004
3,5,283,283,100.0,03005
3,6,341,341,100.0,03006
3,7,348,348,100.0,03007
3,8,305,305,100.0,03008
3,9,380,380,100.0,03009
3,10,237,237,100.0,03010
3,11,375,375,100.0,03011
3,12,398,398,100.0,03012
3,13,404,404,100.0,03013
3,14,296,296,100.0,03014
3,15,334,334,100.0,03015
3,16,346,346,100.0,03016
3,17,323,323,100.0,03017
3,18,536,536,100.0,03018
3,19,343,343,100.0,03019
3,20,389,389,100.0,03020
3,21,402,402,100.0,03021
3,22,312,312,100.0,03022
3,23,347,347,100.0,03023
3,24,318,318,100.0,03024
3,25,393,393,100.0,03025
3,26,419,419,100.0,03026
3,27,324,324,100.0,03027
3,28,284,284,100.0,03028
3,29,379,379,100.0,03029
3,30,376,376,100.0,03030
3,31,418,418,100.0,03031
3,32,341,341,100.0,03032
3,33,296,296,100.0,03033
3,34,379,379,100.0,03034
3,35,198,198,100.0,03035
3,36,227,227,100.0,03036
3,37,314,314,100.0,03037
3,38,366,366,100.0,03038
3,39,275,275,100.0,03039
3,40,382,382,100.0,03040
3,41,277,277,100.0,03041
4,1,410,410,100.0,04001
4,2,364,364,100.0,04002
4,3,380,380,100.0,04003
4,4,509,509,100.0,04004
4,5,382,382,100.0,04005
4,6,500,500,100.0,04006
4,7,475,475,100.0,04007
4,8,466,466,100.0,04008
4,9,516,516,100.0,04009
4,10,451,451,100.0,04010
4,11,425,425,100.0,04011
4,12,406,406,100.0,04012
4,13,222,222,100.0,04013
4,14,381,381,100.0,04014
4,15,458,458,100.0,04015
4,16,312,312,100.0,04016
4,17,352,352,100.0,04017
4,18,413,413,100.0,04018
4,19,409,409,100.0,04019
4,20,358,358,100.0,04020
4,21,333,333,100.0,04021
4,22,407,407,100.0,04022
4,23,485,485,100.0,04023
4,24,365,365,100.0,04024
4,25,342,342,100.0,04025
4,26,407,407,100.0,04026
4,27,368,368,100.0,04027
4,28,352,352,100.0,04028
4,29,354,354,100.0,04029
4,30,525,525,100.0,04030
4,31,461,461,100.0,04031
4,32,399,399,100.0,04032
4,33,433,433,100.0,04033
4,34,348,348,100.0,04034
4,35,505,505,100.0,04035
4,36,435,435,100.0,04036
4,37,342,342,100.0,04037
4,38,472,472,100.0,04038
5,1,331,331,100.0,05001
5,2,330,330,100.0,05002
5,3,352,352,100.0,05003
5,4,379,379,100.0,05004
5,5,390,390,100.0,05005
5,6,328,328,100.0,05006
5,7,351,351,100.0,05007
5,8,400,400,100.0,05008
5,9,409,409,100.0,05009
5,10,317,317,100.0,05010
5,11,388,388,100.0,05011
5,12,302,302,100.0,05012
5,13,269,269,100.0,05013
5,14,339,339,100.0,05014
5,15,345,345,100.0,05015
5,16,377,377,100.0,05016
5,17,334,334,100.0,05017
5,18,307,307,100.0,05018
5,19,365,365,100.0,05019
5,20,424,424,100.0,05020
5,21,342,342,100.0,05021
5,22,433,433,100.0,05022
5,23,554,554,100.0,05023
5,24,357,357,100.0,05024
5,25,371,371,100.0,05025
5,26,346,346,100.0,05026
5,27,280,280,100.0,05027
5,28,420,420,100.0,05028
5,29,496,496,100.0,05029
5,30,286,286,100.0,05030
5,31,308,308,100.0,05031
5,32,401,401,100.0,05032
5,33,431,431,100.0,05033
5,34,401,401,100.0,05034
5,35,349,349,100.0,05035
5,36,315,315,100.0,05036
5,37,415,415,100.0,05037
5,38,340,340,100.0,05038
5,39,331,331,100.0,05039
5,40,338,338,100.0,05040
5,41,232,232,100.0,05041
6,1,387,387,100.0,06001
6,2,370,370,100.0,06002
6,3,383,383,100.0,06003
6,4,278,278,100.0,06004
6,5,283,283,100.0,06005
6,6,357,357,100.0,06006
6,7,314,314,100.0,06007
6,8,352,352,100.0,06008
6,9,321,321,100.0,06009
6,10,239,239,100.0,06010
6,11,339,339,100.0,06011
6,12,249,249,100.0,06012
6,13,270,270,100.0,06013
6,14,334,334,100.0,06014
6,15,319,319,100.0,06015
6,16,380,380,100.0,06016
6,17,274,274,100.0,06017
6,18,243,243,100.0,06018
6,19,327,327,100.0,06019
6,20,194,194,100.0,06020
6,21,244,244,100.0,06021
6,22,229,229,100.0,06022
6,23,226,226,100.0,06023
6,24,197,197,100.0,06024
6,25,213,213,100.0,06025
6,26,245,245,100.0,06026
6,27,194,194,100.0,06027
6,28,187,187,100.0,06028
6,29,382,382,100.0,06029
6,30,307,307,100.0,06030
6,31,342,342,100.0,06031
6,32,318,318,100.0,06032
6,33,356,356,100.0,06033
6,34,345,345,100.0,06034
6,35,328,328,100.0,06035
6,36,393,393,100.0,06036
6,37,384,384,100.0,06037
6,38,350,350,100.0,06038
6,39,329,329,100.0,06039
6,40,294,294,100.0,06040
6,41,360,360,100.0,06041
6,42,369,369,100.0,06042
6,43,315,315,100.0,06043
6,44,369,369,100.0,06044
6,45,359,359,100.0,06045
6,46,262,262,100.0,06046
6,47,277,277,100.0,06047
6,48,334,334,100.0,06048
7,1,302,302,100.0,07001
7,2,314,314,100.0,07002
7,3,319,319,100.0,07003
7,4,307,307,100.0,07004
7,5,288,288,100.0,07005
7,6,384,384,100.0,07006
7,7,337,337,100.0,07007
7,8,259,259,100.0,07008
7,9,540,540,100.0,07009
7,10,336,336,100.0,07010
7,11,345,345,100.0,07011
7,12,313,313,100.0,07012
7,13,241,241,100.0,07013
7,14,308,308,100.0,07014
7,15,349,349,100.0,07015
7,16,244,244,100.0,07016
7,17,275,275,100.0,07017
7,18,280,280,100.0,07018
7,19,314,314,100.0,07019
7,20,240,240,100.0,07020
7,21,283,283,100.0,07021
7,22,240,240,100.0,07022
7,23,339,339,100.0,07023
7,24,304,304,100.0,07024
7,25,274,274,100.0,07025
7,26,259,259,100.0,07026
7,27,289,289,100.0,07027
7,28,226,226,100.0,07028
7,29,273,273,100.0,07029
7,30,252,252,100.0,07030
7,31,189,189,100.0,07031
7,32,453,453,100.0,07032
7,33,416,416,100.0,07033
7,34,405,405,100.0,07034
7,35,333,333,100.0,07035
7,36,384,384,100.0,07036
7,37,364,364,100.0,07037
7,38,272,272,100.0,07038
7,39,305,305,100.0,07039
7,40,319,319,100.0,07040
7,41,305,305,100.0,07041
7,42,290,290,100.0,07042
7,43,311,311,100.0,07043
7,44,301,301,100.0,07044
7,45,330,330,100.0,07045
7,46,107,107,100.0,07046
8,1,280,280,100.0,08001
8,2,338,338,100.0,08002
8,3,411,411,100.0,08003
8,4,380,380,100.0,08004
8,5,409,409,100.0,08005
8,6,345,345,100.0,08006
8,7,401,401,100.0,08007
8,8,330,330,100.0,08008
8,9,232,232,100.0,08009
8,10,434,434,100.0,08010
8,11,337,337,100.0,08011
8,12,315,315,100.0,08012
8,13,411,411,100.0,08013
8,14,224,224,100.0,08014
8,15,321,321,100.0,08015
8,16,128,128,100.0,08016
8,17,290,290,100.0,08017
8,18,312,312,100.0,08018
8,19,406,406,100.0,08019
8,20,388,388,100.0,08020
8,21,417,417,100.0,08021
8,22,307,307,100.0,08022
8,23,290,290,100.0,08023
8,24,223,223,100.0,08024
8,25,312,312,100.0,08025
8,26,359,359,100.0,08026
8,27,367,367,100.0,08027
8,28,368,368,100.0,08028
