ward,precinct,total,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,Chad Grimm & Alexander Cummings,Chad Grimm & Alexander Cummings Percent,precinct_id
38,22,305,185,60.66,111,36.39,9,2.95,38022
38,23,361,217,60.11,138,38.23,6,1.66,38023
38,24,384,231,60.16,139,36.2,14,3.65,38024
38,25,275,152,55.27,116,42.18,7,2.55,38025
38,26,350,205,58.57,137,39.14,8,2.29,38026
38,27,323,191,59.13,124,38.39,8,2.48,38027
38,28,415,223,53.73,180,43.37,12,2.89,38028
38,29,286,169,59.09,105,36.71,12,4.2,38029
38,30,323,178,55.11,137,42.41,8,2.48,38030
38,31,307,189,61.56,109,35.5,9,2.93,38031
38,32,277,168,60.65,100,36.1,9,3.25,38032
38,33,278,166,59.71,101,36.33,11,3.96,38033
38,34,282,180,63.83,93,32.98,9,3.19,38034
38,35,308,191,62.01,108,35.06,9,2.92,38035
38,36,293,169,57.68,118,40.27,6,2.05,38036
38,37,327,197,60.24,120,36.7,10,3.06,38037
38,38,284,143,50.35,130,45.77,11,3.87,38038
38,39,370,245,66.22,112,30.27,13,3.51,38039
38,40,332,186,56.02,138,41.57,8,2.41,38040
38,41,327,218,66.67,97,29.66,12,3.67,38041
39,1,368,150,40.76,212,57.61,6,1.63,39001
39,2,381,226,59.32,144,37.8,11,2.89,39002
39,3,369,232,62.87,127,34.42,10,2.71,39003
39,4,347,174,50.14,163,46.97,10,2.88,39004
39,5,350,206,58.86,130,37.14,14,4.0,39005
39,6,269,178,66.17,82,30.48,9,3.35,39006
39,7,272,187,68.75,78,28.68,7,2.57,39007
39,8,326,251,76.99,70,21.47,5,1.53,39008
39,9,320,208,65.0,103,32.19,9,2.81,39009
39,10,154,119,77.27,32,20.78,3,1.95,39010
39,11,311,189,60.77,117,37.62,5,1.61,39011
39,12,374,267,71.39,95,25.4,12,3.21,39012
39,13,312,218,69.87,91,29.17,3,0.96,39013
39,14,280,159,56.79,114,40.71,7,2.5,39014
39,15,385,153,39.74,228,59.22,4,1.04,39015
39,16,214,151,70.56,56,26.17,7,3.27,39016
39,17,381,235,61.68,139,36.48,7,1.84,39017
39,18,334,229,68.56,98,29.34,7,2.1,39018
39,19,307,203,66.12,93,30.29,11,3.58,39019
39,20,404,227,56.19,165,40.84,12,2.97,39020
39,21,342,174,50.88,159,46.49,9,2.63,39021
39,22,221,133,60.18,80,36.2,8,3.62,39022
39,23,388,217,55.93,160,41.24,11,2.84,39023
39,24,474,257,54.22,203,42.83,14,2.95,39024
39,25,226,156,69.03,60,26.55,10,4.42,39025
39,26,324,169,52.16,149,45.99,6,1.85,39026
39,27,74,35,47.3,39,52.7,0,0.0,39027
39,28,378,272,71.96,98,25.93,8,2.12,39028
39,29,148,115,77.7,30,20.27,3,2.03,39029
39,30,359,278,77.44,73,20.33,8,2.23,39030
39,31,273,198,72.53,68,24.91,7,2.56,39031
39,32,320,205,64.06,110,34.38,5,1.56,39032
39,33,331,227,68.58,93,28.1,11,3.32,39033
39,34,348,225,64.66,101,29.02,22,6.32,39034
39,35,291,197,67.7,89,30.58,5,1.72,39035
39,36,129,90,69.77,37,28.68,2,1.55,39036
39,37,400,212,53.0,179,44.75,9,2.25,39037
39,38,225,139,61.78,84,37.33,2,0.89,39038
39,39,213,116,54.46,93,43.66,4,1.88,39039
39,40,300,154,51.33,142,47.33,4,1.33,39040
39,41,405,224,55.31,171,42.22,10,2.47,39041
39,42,406,181,44.58,218,53.69,7,1.72,39042
39,43,422,209,49.53,204,48.34,9,2.13,39043
39,44,317,141,44.48,174,54.89,2,0.63,39044
39,45,371,199,53.64,161,43.4,11,2.96,39045
40,1,261,186,71.26,69,26.44,6,2.3,40001
40,2,314,229,72.93,74,23.57,11,3.5,40002
40,3,367,284,77.38,67,18.26,16,4.36,40003
40,4,215,158,73.49,54,25.12,3,1.4,40004
40,5,352,262,74.43,86,24.43,4,1.14,40005
40,6,363,282,77.69,73,20.11,8,2.2,40006
40,7,367,275,74.93,83,22.62,9,2.45,40007
40,8,413,325,78.69,78,18.89,10,2.42,40008
40,9,285,215,75.44,62,21.75,8,2.81,40009
40,10,334,257,76.95,72,21.56,5,1.5,40010
40,11,355,258,72.68,84,23.66,13,3.66,40011
40,12,251,166,66.14,79,31.47,6,2.39,40012
40,13,462,361,78.14,88,19.05,13,2.81,40013
40,14,247,173,70.04,66,26.72,8,3.24,40014
40,15,290,215,74.14,69,23.79,6,2.07,40015
40,16,411,325,79.08,74,18.0,12,2.92,40016
40,17,298,200,67.11,90,30.2,8,2.68,40017
40,18,251,195,77.69,55,21.91,1,0.4,40018
40,19,400,288,72.0,108,27.0,4,1.0,40019
40,20,303,231,76.24,65,21.45,7,2.31,40020
40,21,404,297,73.51,95,23.51,12,2.97,40021
40,22,340,262,77.06,71,20.88,7,2.06,40022
40,23,430,330,76.74,86,20.0,14,3.26,40023
40,24,242,151,62.4,83,34.3,8,3.31,40024
40,25,417,329,78.9,76,18.23,12,2.88,40025
40,26,397,310,78.09,77,19.4,10,2.52,40026
40,27,449,357,79.51,75,16.7,17,3.79,40027
40,28,374,318,85.03,50,13.37,6,1.6,40028
40,29,362,237,65.47,119,32.87,6,1.66,40029
40,30,363,214,58.95,145,39.94,4,1.1,40030
40,31,390,300,76.92,79,20.26,11,2.82,40031
40,32,396,286,72.22,100,25.25,10,2.53,40032
40,33,349,280,80.23,59,16.91,10,2.87,40033
40,34,287,197,68.64,84,29.27,6,2.09,40034
40,35,259,171,66.02,75,28.96,13,5.02,40035
40,36,337,251,74.48,79,23.44,7,2.08,40036
40,37,349,282,80.8,57,16.33,10,2.87,40037
40,38,418,312,74.64,96,22.97,10,2.39,40038
40,39,91,66,72.53,21,23.08,4,4.4,40039
41,1,371,177,47.71,182,49.06,12,3.23,41001
41,2,427,201,47.07,221,51.76,5,1.17,41002
41,3,360,193,53.61,160,44.44,7,1.94,41003
41,4,425,221,52.0,186,43.76,18,4.24,41004
41,5,435,217,49.89,197,45.29,21,4.83,41005
41,6,489,206,42.13,271,55.42,12,2.45,41006
41,7,441,230,52.15,204,46.26,7,1.59,41007
41,8,427,199,46.6,217,50.82,11,2.58,41008
41,9,403,182,45.16,212,52.61,9,2.23,41009
41,10,450,230,51.11,207,46.0,13,2.89,41010
41,11,415,215,51.81,186,44.82,14,3.37,41011
41,12,361,205,56.79,146,40.44,10,2.77,41012
41,13,446,214,47.98,220,49.33,12,2.69,41013
41,14,484,220,45.45,249,51.45,15,3.1,41014
41,15,473,237,50.11,222,46.93,14,2.96,41015
41,16,370,200,54.05,161,43.51,9,2.43,41016
41,17,416,204,49.04,201,48.32,11,2.64,41017
41,18,350,188,53.71,149,42.57,13,3.71,41018
41,19,482,227,47.1,250,51.87,5,1.04,41019
41,20,339,179,52.8,148,43.66,12,3.54,41020
41,21,415,225,54.22,182,43.86,8,1.93,41021
41,22,441,226,51.25,206,46.71,9,2.04,41022
41,23,398,152,38.19,227,57.04,19,4.77,41023
41,24,346,171,49.42,163,47.11,12,3.47,41024
41,25,228,117,51.32,101,44.3,10,4.39,41025
41,26,421,209,49.64,202,47.98,10,2.38,41026
41,27,310,161,51.94,144,46.45,5,1.61,41027
41,28,338,198,58.58,133,39.35,7,2.07,41028
41,29,237,137,57.81,91,38.4,9,3.8,41029
41,30,411,222,54.01,176,42.82,13,3.16,41030
41,31,452,232,51.33,205,45.35,15,3.32,41031
41,32,309,169,54.69,131,42.39,9,2.91,41032
41,33,377,191,50.66,178,47.21,8,2.12,41033
41,34,365,188,51.51,167,45.75,10,2.74,41034
41,35,482,235,48.76,227,47.1,20,4.15,41035
41,36,415,198,47.71,205,49.4,12,2.89,41036
41,37,433,233,53.81,187,43.19,13,3.0,41037
41,38,338,178,52.66,149,44.08,11,3.25,41038
41,39,412,200,48.54,201,48.79,11,2.67,41039
41,40,479,245,51.15,221,46.14,13,2.71,41040
41,41,394,192,48.73,197,50.0,5,1.27,41041
41,42,408,206,50.49,189,46.32,13,3.19,41042
41,43,377,186,49.34,183,48.54,8,2.12,41043
41,44,435,201,46.21,228,52.41,6,1.38,41044
41,45,352,192,54.55,152,43.18,8,2.27,41045
41,46,427,223,52.22,196,45.9,8,1.87,41046
41,47,429,233,54.31,187,43.59,9,2.1,41047
42,1,467,208,44.54,252,53.96,7,1.5,42001
42,2,376,207,55.05,163,43.35,6,1.6,42002
42,3,316,190,60.13,124,39.24,2,0.63,42003
42,4,512,270,52.73,235,45.9,7,1.37,42004
42,5,288,128,44.44,151,52.43,9,3.13,42005
42,6,479,297,62.0,175,36.53,7,1.46,42006
42,7,509,229,44.99,273,53.63,7,1.38,42007
42,8,399,237,59.4,158,39.6,4,1.0,42008
42,9,378,222,58.73,143,37.83,13,3.44,42009
42,10,333,151,45.35,176,52.85,6,1.8,42010
42,11,349,152,43.55,194,55.59,3,0.86,42011
42,12,351,151,43.02,196,55.84,4,1.14,42012
42,13,462,238,51.52,219,47.4,5,1.08,42013
42,14,367,175,47.68,189,51.5,3,0.82,42014
42,15,280,117,41.79,161,57.5,2,0.71,42015
42,16,371,212,57.14,150,40.43,9,2.43,42016
42,17,413,169,40.92,236,57.14,8,1.94,42017
42,18,342,176,51.46,157,45.91,9,2.63,42018
42,19,520,214,41.15,300,57.69,6,1.15,42019
42,20,332,129,38.86,198,59.64,5,1.51,42020
42,21,273,143,52.38,119,43.59,11,4.03,42021
42,22,209,79,37.8,130,62.2,0,0.0,42022
42,23,369,146,39.57,221,59.89,2,0.54,42023
42,24,437,197,45.08,235,53.78,5,1.14,42024
42,25,427,170,39.81,245,57.38,12,2.81,42025
42,26,392,193,49.23,194,49.49,5,1.28,42026
42,27,305,181,59.34,118,38.69,6,1.97,42027
42,28,475,279,58.74,191,40.21,5,1.05,42028
42,29,365,153,41.92,208,56.99,4,1.1,42029
42,30,446,171,38.34,271,60.76,4,0.9,42030
42,31,412,163,39.56,246,59.71,3,0.73,42031
42,32,314,128,40.76,180,57.32,6,1.91,42032
42,33,365,206,56.44,154,42.19,5,1.37,42033
42,34,449,157,34.97,290,64.59,2,0.45,42034
42,35,486,272,55.97,207,42.59,7,1.44,42035
42,36,467,232,49.68,229,49.04,6,1.28,42036
42,37,269,112,41.64,153,56.88,4,1.49,42037
42,38,353,172,48.73,177,50.14,4,1.13,42038
42,39,321,157,48.91,159,49.53,5,1.56,42039
42,40,365,171,46.85,188,51.51,6,1.64,42040
42,41,372,207,55.65,156,41.94,9,2.42,42041
42,42,392,200,51.02,186,47.45,6,1.53,42042
43,1,241,139,57.68,99,41.08,3,1.24,43001
43,2,356,146,41.01,204,57.3,6,1.69,43002
43,3,440,180,40.91,256,58.18,4,0.91,43003
43,4,440,206,46.82,231,52.5,3,0.68,43004
43,5,318,141,44.34,177,55.66,0,0.0,43005
43,6,268,127,47.39,135,50.37,6,2.24,43006
43,7,272,162,59.56,107,39.34,3,1.1,43007
43,8,327,180,55.05,143,43.73,4,1.22,43008
43,9,467,237,50.75,226,48.39,4,0.86,43009
43,10,461,191,41.43,265,57.48,5,1.08,43010
43,11,290,106,36.55,178,61.38,6,2.07,43011
43,12,227,118,51.98,106,46.7,3,1.32,43012
43,13,334,198,59.28,121,36.23,15,4.49,43013
43,14,428,181,42.29,244,57.01,3,0.7,43014
43,15,399,201,50.38,193,48.37,5,1.25,43015
43,16,356,156,43.82,195,54.78,5,1.4,43016
43,17,315,145,46.03,166,52.7,4,1.27,43017
43,18,427,188,44.03,234,54.8,5,1.17,43018
43,19,414,226,54.59,184,44.44,4,0.97,43019
43,20,423,238,56.26,174,41.13,11,2.6,43020
43,21,368,170,46.2,196,53.26,2,0.54,43021
43,22,238,134,56.3,100,42.02,4,1.68,43022
43,23,226,116,51.33,108,47.79,2,0.88,43023
43,24,285,149,52.28,135,47.37,1,0.35,43024
43,25,348,208,59.77,135,38.79,5,1.44,43025
43,26,303,172,56.77,128,42.24,3,0.99,43026
43,27,377,169,44.83,204,54.11,4,1.06,43027
43,28,522,258,49.43,256,49.04,8,1.53,43028
43,29,353,180,50.99,170,48.16,3,0.85,43029
43,30,393,189,48.09,196,49.87,8,2.04,43030
43,31,416,246,59.13,163,39.18,7,1.68,43031
43,32,429,247,57.58,178,41.49,4,0.93,43032
43,33,469,217,46.27,250,53.3,2,0.43,43033
43,34,313,176,56.23,132,42.17,5,1.6,43034
43,35,517,197,38.1,318,61.51,2,0.39,43035
43,36,171,96,56.14,71,41.52,4,2.34,43036
43,37,322,181,56.21,131,40.68,10,3.11,43037
43,38,462,184,39.83,277,59.96,1,0.22,43038
43,39,279,123,44.09,149,53.41,7,2.51,43039
43,40,261,150,57.47,103,39.46,8,3.07,43040
43,41,471,260,55.2,203,43.1,8,1.7,43041
43,42,339,194,57.23,139,41.0,6,1.77,43042
43,43,550,255,46.36,292,53.09,3,0.55,43043
43,44,358,177,49.44,179,50.0,2,0.56,43044
43,45,259,142,54.83,114,44.02,3,1.16,43045
43,46,192,93,48.44,98,51.04,1,0.52,43046
44,1,583,400,68.61,175,30.02,8,1.37,44001
44,2,370,195,52.7,168,45.41,7,1.89,44002
44,3,329,214,65.05,112,34.04,3,0.91,44003
44,4,446,290,65.02,150,33.63,6,1.35,44004
44,5,339,230,67.85,105,30.97,4,1.18,44005
44,6,409,276,67.48,125,30.56,8,1.96,44006
44,7,352,174,49.43,170,48.3,8,2.27,44007
44,8,445,307,68.99,124,27.87,14,3.15,44008
44,9,327,160,48.93,160,48.93,7,2.14,44009
44,10,338,186,55.03,142,42.01,10,2.96,44010
44,11,372,198,53.23,165,44.35,9,2.42,44011
44,12,437,309,70.71,120,27.46,8,1.83,44012
44,13,298,133,44.63,162,54.36,3,1.01,44013
44,14,335,174,51.94,155,46.27,6,1.79,44014
44,15,374,252,67.38,118,31.55,4,1.07,44015
44,16,372,189,50.81,170,45.7,13,3.49,44016
44,17,485,322,66.39,157,32.37,6,1.24,44017
44,18,360,210,58.33,141,39.17,9,2.5,44018
44,19,460,312,67.83,139,30.22,9,1.96,44019
44,20,307,205,66.78,98,31.92,4,1.3,44020
44,21,373,246,65.95,112,30.03,15,4.02,44021
44,22,430,285,66.28,139,32.33,6,1.4,44022
44,23,348,233,66.95,105,30.17,10,2.87,44023
44,24,394,256,64.97,132,33.5,6,1.52,44024
44,25,395,205,51.9,178,45.06,12,3.04,44025
44,26,373,254,68.1,114,30.56,5,1.34,44026
44,27,420,221,52.62,188,44.76,11,2.62,44027
44,28,360,265,73.61,85,23.61,10,2.78,44028
44,29,386,213,55.18,165,42.75,8,2.07,44029
44,30,405,229,56.54,170,41.98,6,1.48,44030
44,31,318,181,56.92,127,39.94,10,3.14,44031
44,32,382,193,50.52,176,46.07,13,3.4,44032
44,33,313,246,78.59,57,18.21,10,3.19,44033
44,34,434,311,71.66,117,26.96,6,1.38,44034
44,35,480,319,66.46,155,32.29,6,1.25,44035
44,36,318,219,68.87,93,29.25,6,1.89,44036
44,37,417,287,68.82,121,29.02,9,2.16,44037
44,38,358,191,53.35,157,43.85,10,2.79,44038
44,39,343,145,42.27,190,55.39,8,2.33,44039
44,40,363,192,52.89,164,45.18,7,1.93,44040
44,41,389,261,67.1,119,30.59,9,2.31,44041
45,1,267,192,71.91,72,26.97,3,1.12,45001
45,2,245,189,77.14,52,21.22,4,1.63,45002
45,3,293,199,67.92,85,29.01,9,3.07,45003
45,4,415,283,68.19,114,27.47,18,4.34,45004
45,5,395,268,67.85,112,28.35,15,3.8,45005
45,6,413,259,62.71,142,34.38,12,2.91,45006
45,7,486,296,60.91,181,37.24,9,1.85,45007
45,8,347,210,60.52,123,35.45,14,4.03,45008
45,9,335,226,67.46,100,29.85,9,2.69,45009
45,10,347,237,68.3,101,29.11,9,2.59,45010
45,11,244,170,69.67,61,25.0,13,5.33,45011
45,12,303,206,67.99,89,29.37,8,2.64,45012
45,13,300,184,61.33,106,35.33,10,3.33,45013
45,14,399,268,67.17,123,30.83,8,2.01,45014
45,15,409,297,72.62,97,23.72,15,3.67,45015
45,16,294,190,64.63,99,33.67,5,1.7,45016
45,17,364,226,62.09,128,35.16,10,2.75,45017
45,18,280,153,54.64,118,42.14,9,3.21,45018
45,19,177,107,60.45,61,34.46,9,5.08,45019
45,20,211,112,53.08,89,42.18,10,4.74,45020
45,21,322,181,56.21,129,40.06,12,3.73,45021
45,22,297,169,56.9,117,39.39,11,3.7,45022
45,23,336,183,54.46,146,43.45,7,2.08,45023
45,24,292,155,53.08,129,44.18,8,2.74,45024
45,25,217,121,55.76,94,43.32,2,0.92,45025
45,26,200,98,49.0,96,48.0,6,3.0,45026
45,27,231,134,58.01,92,39.83,5,2.16,45027
45,28,270,151,55.93,112,41.48,7,2.59,45028
45,29,221,131,59.28,82,37.1,8,3.62,45029
45,30,258,174,67.44,78,30.23,6,2.33,45030
45,31,265,147,55.47,106,40.0,12,4.53,45031
45,32,259,163,62.93,89,34.36,7,2.7,45032
45,33,220,142,64.55,71,32.27,7,3.18,45033
45,34,347,206,59.37,132,38.04,9,2.59,45034
45,35,398,244,61.31,143,35.93,11,2.76,45035
45,36,374,242,64.71,121,32.35,11,2.94,45036
45,37,294,177,60.2,111,37.76,6,2.04,45037
45,38,285,177,62.11,102,35.79,6,2.11,45038
45,39,308,175,56.82,124,40.26,9,2.92,45039
45,40,329,204,62.01,111,33.74,14,4.26,45040
45,41,309,181,58.58,120,38.83,8,2.59,45041
45,42,360,198,55.0,150,41.67,12,3.33,45042
45,43,367,181,49.32,173,47.14,13,3.54,45043
45,44,362,204,56.35,146,40.33,12,3.31,45044
45,45,224,125,55.8,91,40.63,8,3.57,45045
45,46,268,133,49.63,125,46.64,10,3.73,45046
45,47,262,135,51.53,114,43.51,13,4.96,45047
45,48,266,135,50.75,127,47.74,4,1.5,45048
46,1,381,269,70.6,100,26.25,12,3.15,46001
46,2,311,253,81.35,52,16.72,6,1.93,46002
46,3,478,328,68.62,141,29.5,9,1.88,46003
46,4,355,277,78.03,66,18.59,12,3.38,46004
46,5,346,224,64.74,110,31.79,12,3.47,46005
46,6,319,281,88.09,33,10.34,5,1.57,46006
46,7,512,372,72.66,131,25.59,9,1.76,46007
46,8,266,214,80.45,47,17.67,5,1.88,46008
46,9,342,268,78.36,66,19.3,8,2.34,46009
46,10,398,268,67.34,119,29.9,11,2.76,46010
46,11,333,210,63.06,113,33.93,10,3.0,46011
46,12,327,262,80.12,57,17.43,8,2.45,46012
46,13,348,252,72.41,89,25.57,7,2.01,46013
46,14,452,398,88.05,50,11.06,4,0.88,46014
46,15,365,256,70.14,105,28.77,4,1.1,46015
46,16,367,295,80.38,63,17.17,9,2.45,46016
46,17,443,325,73.36,110,24.83,8,1.81,46017
46,18,361,233,64.54,122,33.8,6,1.66,46018
46,19,284,201,70.77,79,27.82,4,1.41,46019
46,20,322,261,81.06,53,16.46,8,2.48,46020
46,21,257,202,78.6,50,19.46,5,1.95,46021
46,22,272,221,81.25,46,16.91,5,1.84,46022
46,23,304,251,82.57,45,14.8,8,2.63,46023
46,24,387,261,67.44,118,30.49,8,2.07,46024
46,25,303,238,78.55,55,18.15,10,3.3,46025
46,26,323,262,81.11,48,14.86,13,4.02,46026
46,27,381,259,67.98,112,29.4,10,2.62,46027
46,28,442,303,68.55,132,29.86,7,1.58,46028
46,29,322,245,76.09,68,21.12,9,2.8,46029
46,30,361,287,79.5,69,19.11,5,1.39,46030
46,31,329,240,72.95,80,24.32,9,2.74,46031
46,32,396,306,77.27,77,19.44,13,3.28,46032
46,33,451,299,66.3,142,31.49,10,2.22,46033
46,34,386,279,72.28,89,23.06,18,4.66,46034
46,35,447,351,78.52,89,19.91,7,1.57,46035
46,36,392,275,70.15,103,26.28,14,3.57,46036
46,37,246,208,84.55,34,13.82,4,1.63,46037
46,38,365,281,76.99,79,21.64,5,1.37,46038
46,39,348,246,70.69,95,27.3,7,2.01,46039
46,40,322,259,80.43,58,18.01,5,1.55,46040
47,1,231,140,60.61,85,36.8,6,2.6,47001
47,2,480,297,61.88,175,36.46,8,1.67,47002
47,3,448,289,64.51,147,32.81,12,2.68,47003
47,4,469,291,62.05,169,36.03,9,1.92,47004
47,5,411,297,72.26,105,25.55,9,2.19,47005
47,6,372,216,58.06,144,38.71,12,3.23,47006
47,7,343,223,65.01,110,32.07,10,2.92,47007
47,8,419,268,63.96,140,33.41,11,2.63,47008
47,9,302,181,59.93,105,34.77,16,5.3,47009
47,10,412,297,72.09,102,24.76,13,3.16,47010
47,11,366,220,60.11,139,37.98,7,1.91,47011
47,12,425,286,67.29,124,29.18,15,3.53,47012
47,13,361,264,73.13,83,22.99,14,3.88,47013
47,14,328,213,64.94,112,34.15,3,0.91,47014
47,15,433,363,83.83,60,13.86,10,2.31,47015
47,16,402,272,67.66,118,29.35,12,2.99,47016
47,17,352,235,66.76,112,31.82,5,1.42,47017
47,18,344,210,61.05,131,38.08,3,0.87,47018
47,19,439,364,82.92,66,15.03,9,2.05,47019
47,20,380,285,75.0,85,22.37,10,2.63,47020
47,21,325,239,73.54,79,24.31,7,2.15,47021
47,22,443,328,74.04,103,23.25,12,2.71,47022
47,23,412,337,81.8,62,15.05,13,3.16,47023
47,24,338,211,62.43,120,35.5,7,2.07,47024
47,25,367,252,68.66,106,28.88,9,2.45,47025
47,26,398,291,73.12,95,23.87,12,3.02,47026
47,27,352,214,60.8,129,36.65,9,2.56,47027
47,28,400,265,66.25,126,31.5,9,2.25,47028
47,29,410,270,65.85,129,31.46,11,2.68,47029
47,30,410,304,74.15,94,22.93,12,2.93,47030
47,31,379,282,74.41,91,24.01,6,1.58,47031
47,32,422,322,76.3,93,22.04,7,1.66,47032
47,33,364,214,58.79,142,39.01,8,2.2,47033
47,34,443,322,72.69,108,24.38,13,2.93,47034
47,35,379,246,64.91,119,31.4,14,3.69,47035
47,36,402,293,72.89,96,23.88,13,3.23,47036
47,37,397,270,68.01,115,28.97,12,3.02,47037
47,38,392,252,64.29,132,33.67,8,2.04,47038
47,39,401,275,68.58,114,28.43,12,2.99,47039
47,40,396,278,70.2,107,27.02,11,2.78,47040
47,41,430,296,68.84,119,27.67,15,3.49,47041
47,42,335,255,76.12,68,20.3,12,3.58,47042
47,43,370,197,53.24,162,43.78,11,2.97,47043
47,44,362,225,62.15,126,34.81,11,3.04,47044
47,45,392,289,73.72,97,24.74,6,1.53,47045
47,46,378,230,60.85,139,36.77,9,2.38,47046
47,47,423,255,60.28,159,37.59,9,2.13,47047
47,48,55,45,81.82,6,10.91,4,7.27,47048
48,1,349,285,81.66,57,16.33,7,2.01,48001
48,2,216,150,69.44,62,28.7,4,1.85,48002
48,3,435,358,82.3,62,14.25,15,3.45,48003
48,4,307,259,84.36,38,12.38,10,3.26,48004
48,5,271,193,71.22,75,27.68,3,1.11,48005
48,6,411,331,80.54,73,17.76,7,1.7,48006
48,7,410,344,83.9,55,13.41,11,2.68,48007
48,8,253,171,67.59,77,30.43,5,1.98,48008
48,9,291,203,69.76,87,29.9,1,0.34,48009
48,10,508,429,84.45,70,13.78,9,1.77,48010
48,11,352,279,79.26,69,19.6,4,1.14,48011
48,12,445,362,81.35,72,16.18,11,2.47,48012
48,13,530,373,70.38,141,26.6,16,3.02,48013
48,14,259,176,67.95,78,30.12,5,1.93,48014
48,15,257,195,75.88,57,22.18,5,1.95,48015
48,16,389,307,78.92,70,17.99,12,3.08,48016
48,17,381,312,81.89,63,16.54,6,1.57,48017
48,18,339,273,80.53,58,17.11,8,2.36,48018
48,19,297,224,75.42,65,21.89,8,2.69,48019
48,20,410,344,83.9,60,14.63,6,1.46,48020
48,21,438,369,84.25,59,13.47,10,2.28,48021
48,22,413,307,74.33,99,23.97,7,1.69,48022
48,23,423,319,75.41,96,22.7,8,1.89,48023
48,24,392,274,69.9,106,27.04,12,3.06,48024
48,25,396,296,74.75,91,22.98,9,2.27,48025
48,26,218,166,76.15,48,22.02,4,1.83,48026
48,27,419,319,76.13,89,21.24,11,2.63,48027
48,28,512,355,69.34,149,29.1,8,1.56,48028
48,29,243,202,83.13,35,14.4,6,2.47,48029
48,30,343,285,83.09,56,16.33,2,0.58,48030
48,31,495,417,84.24,68,13.74,10,2.02,48031
48,32,292,244,83.56,38,13.01,10,3.42,48032
48,33,250,169,67.6,79,31.6,2,0.8,48033
48,34,352,283,80.4,63,17.9,6,1.7,48034
48,35,303,229,75.58,68,22.44,6,1.98,48035
48,36,275,215,78.18,58,21.09,2,0.73,48036
48,37,360,289,80.28,60,16.67,11,3.06,48037
48,38,425,319,75.06,99,23.29,7,1.65,48038
48,39,377,278,73.74,92,24.4,7,1.86,48039
48,40,333,263,78.98,57,17.12,13,3.9,48040
48,41,393,327,83.21,60,15.27,6,1.53,48041
48,42,399,330,82.71,62,15.54,7,1.75,48042
48,43,386,301,77.98,74,19.17,11,2.85,48043
48,44,429,373,86.95,51,11.89,5,1.17,48044
48,45,275,228,82.91,41,14.91,6,2.18,48045
48,46,269,213,79.18,52,19.33,4,1.49,48046
49,1,288,262,90.97,19,6.6,7,2.43,49001
49,2,263,222,84.41,36,13.69,5,1.9,49002
49,3,390,331,84.87,48,12.31,11,2.82,49003
49,4,429,364,84.85,53,12.35,12,2.8,49004
49,5,384,320,83.33,55,14.32,9,2.34,49005
49,6,343,285,83.09,53,15.45,5,1.46,49006
49,7,333,248,74.47,81,24.32,4,1.2,49007
49,8,325,263,80.92,56,17.23,6,1.85,49008
49,9,406,332,81.77,59,14.53,15,3.69,49009
49,10,379,307,81.0,62,16.36,10,2.64,49010
49,11,448,379,84.6,62,13.84,7,1.56,49011
49,12,470,382,81.28,75,15.96,13,2.77,49012
49,13,476,388,81.51,79,16.6,9,1.89,49013
49,14,344,270,78.49,54,15.7,20,5.81,49014
49,15,281,235,83.63,39,13.88,7,2.49,49015
49,16,408,319,78.19,75,18.38,14,3.43,49016
49,17,315,254,80.63,55,17.46,6,1.9,49017
49,18,465,392,84.3,59,12.69,14,3.01,49018
49,19,369,316,85.64,41,11.11,12,3.25,49019
49,20,515,435,84.47,65,12.62,15,2.91,49020
49,21,258,218,84.5,37,14.34,3,1.16,49021
49,22,432,360,83.33,61,14.12,11,2.55,49022
49,23,410,353,86.1,46,11.22,11,2.68,49023
49,24,354,319,90.11,30,8.47,5,1.41,49024
49,25,483,410,84.89,60,12.42,13,2.69,49025
49,26,451,339,75.17,100,22.17,12,2.66,49026
49,27,416,357,85.82,52,12.5,7,1.68,49027
49,28,434,342,78.8,73,16.82,19,4.38,49028
49,29,439,362,82.46,61,13.9,16,3.64,49029
49,30,418,337,80.62,69,16.51,12,2.87,49030
49,31,335,279,83.28,44,13.13,12,3.58,49031
49,32,386,339,87.82,34,8.81,13,3.37,49032
49,33,338,279,82.54,48,14.2,11,3.25,49033
50,1,328,180,54.88,146,44.51,2,0.61,50001
50,2,213,120,56.34,90,42.25,3,1.41,50002
50,3,315,176,55.87,133,42.22,6,1.9,50003
50,4,354,241,68.08,105,29.66,8,2.26,50004
50,5,291,129,44.33,160,54.98,2,0.69,50005
50,6,380,273,71.84,91,23.95,16,4.21,50006
50,7,404,311,76.98,85,21.04,8,1.98,50007
50,8,303,250,82.51,46,15.18,7,2.31,50008
50,9,262,185,70.61,73,27.86,4,1.53,50009
50,10,299,173,57.86,118,39.46,8,2.68,50010
50,11,276,114,41.3,158,57.25,4,1.45,50011
50,12,169,89,52.66,76,44.97,4,2.37,50012
50,13,297,248,83.5,44,14.81,5,1.68,50013
50,14,121,64,52.89,57,47.11,0,0.0,50014
50,15,396,282,71.21,100,25.25,14,3.54,50015
50,16,130,79,60.77,50,38.46,1,0.77,50016
50,17,243,152,62.55,84,34.57,7,2.88,50017
50,18,108,69,63.89,39,36.11,0,0.0,50018
