ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,154,129,83.77,25,16.23,01001
1,2,138,110,79.71,28,20.29,01002
1,3,154,127,82.47,27,17.53,01003
1,4,162,126,77.78,36,22.22,01004
1,5,154,128,83.12,26,16.88,01005
1,6,181,140,77.35,41,22.65,01006
1,7,120,90,75.0,30,25.0,01007
1,8,124,101,81.45,23,18.55,01008
1,9,107,71,66.36,36,33.64,01009
1,10,157,127,80.89,30,19.11,01010
1,11,158,124,78.48,34,21.52,01011
1,12,165,128,77.58,37,22.42,01012
1,13,72,51,70.83,21,29.17,01013
1,14,180,149,82.78,31,17.22,01014
1,15,163,122,74.85,41,25.15,01015
1,16,137,113,82.48,24,17.52,01016
1,17,147,116,78.91,31,21.09,01017
1,18,166,133,80.12,33,19.88,01018
1,19,188,144,76.6,44,23.4,01019
1,20,153,120,78.43,33,21.57,01020
1,21,139,112,80.58,27,19.42,01021
1,22,81,65,80.25,16,19.75,01022
1,23,216,154,71.3,62,28.7,01023
1,24,136,102,75.0,34,25.0,01024
1,25,126,101,80.16,25,19.84,01025
1,26,100,78,78.0,22,22.0,01026
1,27,151,108,71.52,43,28.48,01027
1,28,59,45,76.27,14,23.73,01028
1,29,155,120,77.42,35,22.58,01029
1,30,179,137,76.54,42,23.46,01030
1,31,145,109,75.17,36,24.83,01031
1,32,145,117,80.69,28,19.31,01032
1,33,147,108,73.47,39,26.53,01033
1,34,119,86,72.27,33,27.73,01034
1,35,178,122,68.54,56,31.46,01035
1,36,172,132,76.74,40,23.26,01036
1,37,169,127,75.15,42,24.85,01037
1,38,131,105,80.15,26,19.85,01038
1,39,121,100,82.64,21,17.36,01039
1,40,140,114,81.43,26,18.57,01040
1,41,108,79,73.15,29,26.85,01041
1,42,53,40,75.47,13,24.53,01042
1,43,122,87,71.31,35,28.69,01043
1,44,104,83,79.81,21,20.19,01044
2,1,158,118,74.68,40,25.32,02001
2,2,167,133,79.64,34,20.36,02002
2,3,155,120,77.42,35,22.58,02003
2,4,161,124,77.02,37,22.98,02004
2,5,192,150,78.13,42,21.88,02005
2,6,160,127,79.38,33,20.63,02006
2,7,139,104,74.82,35,25.18,02007
2,8,153,124,81.05,29,18.95,02008
2,9,143,118,82.52,25,17.48,02009
2,10,215,163,75.81,52,24.19,02010
2,11,170,139,81.76,31,18.24,02011
2,12,196,163,83.16,33,16.84,02012
2,13,227,172,75.77,55,24.23,02013
2,14,186,140,75.27,46,24.73,02014
2,15,161,118,73.29,43,26.71,02015
2,16,127,103,81.1,24,18.9,02016
2,17,183,159,86.89,24,13.11,02017
2,18,159,134,84.28,25,15.72,02018
2,19,177,135,76.27,42,23.73,02019
2,20,180,144,80.0,36,20.0,02020
2,21,163,138,84.66,25,15.34,02021
2,22,205,160,78.05,45,21.95,02022
2,23,160,117,73.13,43,26.88,02023
2,24,146,114,78.08,32,21.92,02024
2,25,167,140,83.83,27,16.17,02025
2,26,149,116,77.85,33,22.15,02026
2,27,163,117,71.78,46,28.22,02027
2,28,192,144,75.0,48,25.0,02028
2,29,164,125,76.22,39,23.78,02029
2,30,174,135,77.59,39,22.41,02030
2,31,297,224,75.42,73,24.58,02031
2,32,162,124,76.54,38,23.46,02032
2,33,316,258,81.65,58,18.35,02033
2,34,186,150,80.65,36,19.35,02034
2,35,165,132,80.0,33,20.0,02035
2,36,161,119,73.91,42,26.09,02036
2,37,222,180,81.08,42,18.92,02037
2,38,199,150,75.38,49,24.62,02038
2,39,122,83,68.03,39,31.97,02039
2,40,146,119,81.51,27,18.49,02040
2,41,150,127,84.67,23,15.33,02041
2,42,159,136,85.53,23,14.47,02042
2,43,229,180,78.6,49,21.4,02043
2,44,118,89,75.42,29,24.58,02044
2,45,241,185,76.76,56,23.24,02045
2,46,114,83,72.81,31,27.19,02046
3,1,318,245,77.04,73,22.96,03001
3,2,337,297,88.13,40,11.87,03002
3,3,228,188,82.46,40,17.54,03003
3,4,315,246,78.1,69,21.9,03004
3,5,198,171,86.36,27,13.64,03005
3,6,228,180,78.95,48,21.05,03006
3,7,227,188,82.82,39,17.18,03007
3,8,209,165,78.95,44,21.05,03008
3,9,298,236,79.19,62,20.81,03009
3,10,165,132,80.0,33,20.0,03010
3,11,285,228,80.0,57,20.0,03011
3,12,293,239,81.57,54,18.43,03012
3,13,310,254,81.94,56,18.06,03013
3,14,192,161,83.85,31,16.15,03014
3,15,213,169,79.34,44,20.66,03015
3,16,252,195,77.38,57,22.62,03016
3,17,229,184,80.35,45,19.65,03017
3,18,407,316,77.64,91,22.36,03018
3,19,247,194,78.54,53,21.46,03019
3,20,262,208,79.39,54,20.61,03020
3,21,275,226,82.18,49,17.82,03021
3,22,227,183,80.62,44,19.38,03022
3,23,252,201,79.76,51,20.24,03023
3,24,205,168,81.95,37,18.05,03024
3,25,300,241,80.33,59,19.67,03025
3,26,287,224,78.05,63,21.95,03026
3,27,224,172,76.79,52,23.21,03027
3,28,184,147,79.89,37,20.11,03028
3,29,246,171,69.51,75,30.49,03029
3,30,257,192,74.71,65,25.29,03030
3,31,312,255,81.73,57,18.27,03031
3,32,245,206,84.08,39,15.92,03032
3,33,226,175,77.43,51,22.57,03033
3,34,261,201,77.01,60,22.99,03034
3,35,136,107,78.68,29,21.32,03035
3,36,156,127,81.41,29,18.59,03036
3,37,236,192,81.36,44,18.64,03037
3,38,239,207,86.61,32,13.39,03038
3,39,219,159,72.6,60,27.4,03039
3,40,269,213,79.18,56,20.82,03040
3,41,185,140,75.68,45,24.32,03041
4,1,287,235,81.88,52,18.12,04001
4,2,243,206,84.77,37,15.23,04002
4,3,266,222,83.46,44,16.54,04003
4,4,339,265,78.17,74,21.83,04004
4,5,265,199,75.09,66,24.91,04005
4,6,377,327,86.74,50,13.26,04006
4,7,371,297,80.05,74,19.95,04007
4,8,344,270,78.49,74,21.51,04008
4,9,406,342,84.24,64,15.76,04009
4,10,338,274,81.07,64,18.93,04010
4,11,300,237,79.0,63,21.0,04011
4,12,313,252,80.51,61,19.49,04012
4,13,173,131,75.72,42,24.28,04013
4,14,294,248,84.35,46,15.65,04014
4,15,330,262,79.39,68,20.61,04015
4,16,236,183,77.54,53,22.46,04016
4,17,218,179,82.11,39,17.89,04017
4,18,284,225,79.23,59,20.77,04018
4,19,267,218,81.65,49,18.35,04019
4,20,230,189,82.17,41,17.83,04020
4,21,252,187,74.21,65,25.79,04021
4,22,279,229,82.08,50,17.92,04022
4,23,310,272,87.74,38,12.26,04023
4,24,269,223,82.9,46,17.1,04024
4,25,269,222,82.53,47,17.47,04025
4,26,255,204,80.0,51,20.0,04026
4,27,241,208,86.31,33,13.69,04027
4,28,279,223,79.93,56,20.07,04028
4,29,271,217,80.07,54,19.93,04029
4,30,358,279,77.93,79,22.07,04030
4,31,341,291,85.34,50,14.66,04031
4,32,321,253,78.82,68,21.18,04032
4,33,307,246,80.13,61,19.87,04033
4,34,252,208,82.54,44,17.46,04034
4,35,388,310,79.9,78,20.1,04035
4,36,317,262,82.65,55,17.35,04036
4,37,258,202,78.29,56,21.71,04037
4,38,362,301,83.15,61,16.85,04038
5,1,246,187,76.02,59,23.98,05001
5,2,253,201,79.45,52,20.55,05002
5,3,228,207,90.79,21,9.21,05003
5,4,268,216,80.6,52,19.4,05004
5,5,252,207,82.14,45,17.86,05005
5,6,221,181,81.9,40,18.1,05006
5,7,233,196,84.12,37,15.88,05007
5,8,251,221,88.05,30,11.95,05008
5,9,281,226,80.43,55,19.57,05009
5,10,246,186,75.61,60,24.39,05010
5,11,265,218,82.26,47,17.74,05011
5,12,223,172,77.13,51,22.87,05012
5,13,195,160,82.05,35,17.95,05013
5,14,233,169,72.53,64,27.47,05014
5,15,258,210,81.4,48,18.6,05015
5,16,260,199,76.54,61,23.46,05016
5,17,226,169,74.78,57,25.22,05017
5,18,219,181,82.65,38,17.35,05018
5,19,243,219,90.12,24,9.88,05019
5,20,304,263,86.51,41,13.49,05020
5,21,222,185,83.33,37,16.67,05021
5,22,278,228,82.01,50,17.99,05022
5,23,375,307,81.87,68,18.13,05023
5,24,252,219,86.9,33,13.1,05024
5,25,273,223,81.68,50,18.32,05025
5,26,251,197,78.49,54,21.51,05026
5,27,159,145,91.19,14,8.81,05027
5,28,309,241,77.99,68,22.01,05028
5,29,341,275,80.65,66,19.35,05029
5,30,211,157,74.41,54,25.59,05030
5,31,218,175,80.28,43,19.72,05031
5,32,292,232,79.45,60,20.55,05032
5,33,336,276,82.14,60,17.86,05033
5,34,235,215,91.49,20,8.51,05034
5,35,242,201,83.06,41,16.94,05035
5,36,218,178,81.65,40,18.35,05036
5,37,258,229,88.76,29,11.24,05037
5,38,248,194,78.23,54,21.77,05038
5,39,205,181,88.29,24,11.71,05039
5,40,236,185,78.39,51,21.61,05040
5,41,148,139,93.92,9,6.08,05041
6,1,283,237,83.75,46,16.25,06001
6,2,286,227,79.37,59,20.63,06002
6,3,291,225,77.32,66,22.68,06003
6,4,184,150,81.52,34,18.48,06004
6,5,191,144,75.39,47,24.61,06005
6,6,269,216,80.3,53,19.7,06006
6,7,243,184,75.72,59,24.28,06007
6,8,275,221,80.36,54,19.64,06008
6,9,224,174,77.68,50,22.32,06009
6,10,174,151,86.78,23,13.22,06010
6,11,238,190,79.83,48,20.17,06011
6,12,169,144,85.21,25,14.79,06012
6,13,200,161,80.5,39,19.5,06013
6,14,238,181,76.05,57,23.95,06014
6,15,240,184,76.67,56,23.33,06015
6,16,260,201,77.31,59,22.69,06016
6,17,188,150,79.79,38,20.21,06017
6,18,169,132,78.11,37,21.89,06018
6,19,220,181,82.27,39,17.73,06019
6,20,129,105,81.4,24,18.6,06020
6,21,161,130,80.75,31,19.25,06021
6,22,154,123,79.87,31,20.13,06022
6,23,145,111,76.55,34,23.45,06023
6,24,143,113,79.02,30,20.98,06024
6,25,144,116,80.56,28,19.44,06025
6,26,175,134,76.57,41,23.43,06026
6,27,139,102,73.38,37,26.62,06027
6,28,138,119,86.23,19,13.77,06028
6,29,278,231,83.09,47,16.91,06029
6,30,226,168,74.34,58,25.66,06030
6,31,261,217,83.14,44,16.86,06031
6,32,241,184,76.35,57,23.65,06032
6,33,247,199,80.57,48,19.43,06033
6,34,257,196,76.26,61,23.74,06034
6,35,232,189,81.47,43,18.53,06035
6,36,298,245,82.21,53,17.79,06036
6,37,293,233,79.52,60,20.48,06037
6,38,258,207,80.23,51,19.77,06038
6,39,228,181,79.39,47,20.61,06039
6,40,214,172,80.37,42,19.63,06040
6,41,281,225,80.07,56,19.93,06041
6,42,266,216,81.2,50,18.8,06042
6,43,221,182,82.35,39,17.65,06043
6,44,270,207,76.67,63,23.33,06044
6,45,272,210,77.21,62,22.79,06045
6,46,201,160,79.6,41,20.4,06046
6,47,197,156,79.19,41,20.81,06047
6,48,254,207,81.5,47,18.5,06048
7,1,218,174,79.82,44,20.18,07001
7,2,198,147,74.24,51,25.76,07002
7,3,241,202,83.82,39,16.18,07003
7,4,226,190,84.07,36,15.93,07004
7,5,205,156,76.1,49,23.9,07005
7,6,274,215,78.47,59,21.53,07006
7,7,234,186,79.49,48,20.51,07007
7,8,175,134,76.57,41,23.43,07008
7,9,390,305,78.21,85,21.79,07009
7,10,257,220,85.6,37,14.4,07010
7,11,253,207,81.82,46,18.18,07011
7,12,248,191,77.02,57,22.98,07012
7,13,139,115,82.73,24,17.27,07013
7,14,231,183,79.22,48,20.78,07014
7,15,249,191,76.71,58,23.29,07015
7,16,180,148,82.22,32,17.78,07016
7,17,204,164,80.39,40,19.61,07017
7,18,202,151,74.75,51,25.25,07018
7,19,230,179,77.83,51,22.17,07019
7,20,179,142,79.33,37,20.67,07020
7,21,203,167,82.27,36,17.73,07021
7,22,199,144,72.36,55,27.64,07022
7,23,258,215,83.33,43,16.67,07023
7,24,221,176,79.64,45,20.36,07024
7,25,202,168,83.17,34,16.83,07025
7,26,183,145,79.23,38,20.77,07026
7,27,217,172,79.26,45,20.74,07027
7,28,161,117,72.67,44,27.33,07028
7,29,202,159,78.71,43,21.29,07029
7,30,184,149,80.98,35,19.02,07030
7,31,121,98,80.99,23,19.01,07031
7,32,347,268,77.23,79,22.77,07032
7,33,312,254,81.41,58,18.59,07033
7,34,303,242,79.87,61,20.13,07034
7,35,208,165,79.33,43,20.67,07035
7,36,304,251,82.57,53,17.43,07036
7,37,280,225,80.36,55,19.64,07037
7,38,201,169,84.08,32,15.92,07038
7,39,243,198,81.48,45,18.52,07039
7,40,240,201,83.75,39,16.25,07040
7,41,232,197,84.91,35,15.09,07041
7,42,213,176,82.63,37,17.37,07042
7,43,232,188,81.03,44,18.97,07043
7,44,219,183,83.56,36,16.44,07044
7,45,212,164,77.36,48,22.64,07045
7,46,53,47,88.68,6,11.32,07046
8,1,209,175,83.73,34,16.27,08001
8,2,247,190,76.92,57,23.08,08002
8,3,315,264,83.81,51,16.19,08003
8,4,295,246,83.39,49,16.61,08004
8,5,322,260,80.75,62,19.25,08005
8,6,267,216,80.9,51,19.1,08006
8,7,305,243,79.67,62,20.33,08007
8,8,254,213,83.86,41,16.14,08008
8,9,167,134,80.24,33,19.76,08009
8,10,328,272,82.93,56,17.07,08010
8,11,253,203,80.24,50,19.76,08011
8,12,226,186,82.3,40,17.7,08012
8,13,304,263,86.51,41,13.49,08013
8,14,185,147,79.46,38,20.54,08014
8,15,244,202,82.79,42,17.21,08015
8,16,93,76,81.72,17,18.28,08016
8,17,211,176,83.41,35,16.59,08017
8,18,240,198,82.5,42,17.5,08018
8,19,345,281,81.45,64,18.55,08019
8,20,280,221,78.93,59,21.07,08020
8,21,299,249,83.28,50,16.72,08021
8,22,233,188,80.69,45,19.31,08022
8,23,215,179,83.26,36,16.74,08023
8,24,165,133,80.61,32,19.39,08024
8,25,242,185,76.45,57,23.55,08025
8,26,255,195,76.47,60,23.53,08026
8,27,295,247,83.73,48,16.27,08027
8,28,271,217,80.07,54,19.93,08028
8,29,293,236,80.55,57,19.45,08029
8,30,264,210,79.55,54,20.45,08030
8,31,237,186,78.48,51,21.52,08031
8,32,209,164,78.47,45,21.53,08032
8,33,231,187,80.95,44,19.05,08033
8,34,263,212,80.61,51,19.39,08034
8,35,260,203,78.08,57,21.92,08035
8,36,276,225,81.52,51,18.48,08036
8,37,214,178,83.18,36,16.82,08037
8,38,168,133,79.17,35,20.83,08038
8,39,261,220,84.29,41,15.71,08039
8,40,197,159,80.71,38,19.29,08040
8,41,253,206,81.42,47,18.58,08041
8,42,324,255,78.7,69,21.3,08042
8,43,115,94,81.74,21,18.26,08043
8,44,163,135,82.82,28,17.18,08044
8,45,223,181,81.17,42,18.83,08045
8,46,218,174,79.82,44,20.18,08046
8,47,194,153,78.87,41,21.13,08047
8,48,172,145,84.3,27,15.7,08048
8,49,274,219,79.93,55,20.07,08049
8,50,256,207,80.86,49,19.14,08050
8,51,358,281,78.49,77,21.51,08051
8,52,322,263,81.68,59,18.32,08052
8,53,156,124,79.49,32,20.51,08053
8,54,195,154,78.97,41,21.03,08054
8,55,169,148,87.57,21,12.43,08055
8,56,278,221,79.5,57,20.5,08056
9,1,265,213,80.38,52,19.62,09001
9,2,227,172,75.77,55,24.23,09002
9,3,166,127,76.51,39,23.49,09003
9,4,199,162,81.41,37,18.59,09004
9,5,228,180,78.95,48,21.05,09005
9,6,246,196,79.67,50,20.33,09006
9,7,173,132,76.3,41,23.7,09007
9,8,237,172,72.57,65,27.43,09008
9,9,274,218,79.56,56,20.44,09009
9,10,242,193,79.75,49,20.25,09010
9,11,179,136,75.98,43,24.02,09011
9,12,290,234,80.69,56,19.31,09012
9,13,290,221,76.21,69,23.79,09013
9,14,310,262,84.52,48,15.48,09014
9,15,204,157,76.96,47,23.04,09015
9,16,234,178,76.07,56,23.93,09016
9,17,191,154,80.63,37,19.37,09017
9,18,154,127,82.47,27,17.53,09018
9,19,239,191,79.92,48,20.08,09019
9,20,271,213,78.6,58,21.4,09020
9,21,230,181,78.7,49,21.3,09021
9,22,259,211,81.47,48,18.53,09022
9,23,269,221,82.16,48,17.84,09023
9,24,270,209,77.41,61,22.59,09024
9,25,243,185,76.13,58,23.87,09025
9,26,221,171,77.38,50,22.62,09026
9,27,234,184,78.63,50,21.37,09027
9,28,116,90,77.59,26,22.41,09028
9,29,185,152,82.16,33,17.84,09029
9,30,205,155,75.61,50,24.39,09030
9,31,181,132,72.93,49,27.07,09031
9,32,222,175,78.83,47,21.17,09032
9,33,184,149,80.98,35,19.02,09033
9,34,203,153,75.37,50,24.63,09034
9,35,261,217,83.14,44,16.86,09035
9,36,241,189,78.42,52,21.58,09036
9,37,264,188,71.21,76,28.79,09037
9,38,243,181,74.49,62,25.51,09038
9,39,268,224,83.58,44,16.42,09039
9,40,269,214,79.55,55,20.45,09040
9,41,204,163,79.9,41,20.1,09041
9,42,281,226,80.43,55,19.57,09042
9,43,262,203,77.48,59,22.52,09043
9,44,220,182,82.73,38,17.27,09044
9,45,205,157,76.59,48,23.41,09045
9,46,225,175,77.78,50,22.22,09046
9,47,305,244,80.0,61,20.0,09047
9,48,279,222,79.57,57,20.43,09048
9,49,252,196,77.78,56,22.22,09049
9,50,324,276,85.19,48,14.81,09050
9,51,253,196,77.47,57,22.53,09051
10,1,134,106,79.1,28,20.9,10001
10,2,195,110,56.41,85,43.59,10002
10,3,172,111,64.53,61,35.47,10003
10,4,136,93,68.38,43,31.62,10004
10,5,156,104,66.67,52,33.33,10005
10,6,117,92,78.63,25,21.37,10006
10,7,106,79,74.53,27,25.47,10007
10,8,136,103,75.74,33,24.26,10008
10,9,193,118,61.14,75,38.86,10009
10,10,165,108,65.45,57,34.55,10010
10,11,198,146,73.74,52,26.26,10011
10,12,111,78,70.27,33,29.73,10012
10,13,182,130,71.43,52,28.57,10013
10,14,218,162,74.31,56,25.69,10014
10,15,460,366,79.57,94,20.43,10015
10,16,129,85,65.89,44,34.11,10016
10,17,264,168,63.64,96,36.36,10017
10,18,126,103,81.75,23,18.25,10018
10,19,176,125,71.02,51,28.98,10019
10,20,186,117,62.9,69,37.1,10020
10,21,171,120,70.18,51,29.82,10021
10,22,77,58,75.32,19,24.68,10022
10,23,146,104,71.23,42,28.77,10023
10,24,190,126,66.32,64,33.68,10024
10,25,66,59,89.39,7,10.61,10025
10,26,122,82,67.21,40,32.79,10026
10,27,208,160,76.92,48,23.08,10027
10,28,170,110,64.71,60,35.29,10028
10,29,152,109,71.71,43,28.29,10029
10,30,142,103,72.54,39,27.46,10030
10,31,122,92,75.41,30,24.59,10031
10,32,153,105,68.63,48,31.37,10032
10,33,123,87,70.73,36,29.27,10033
10,34,133,96,72.18,37,27.82,10034
10,35,182,110,60.44,72,39.56,10035
10,36,49,36,73.47,13,26.53,10036
11,1,188,137,72.87,51,27.13,11001
11,2,44,34,77.27,10,22.73,11002
11,3,110,68,61.82,42,38.18,11003
11,4,161,125,77.64,36,22.36,11004
11,5,216,163,75.46,53,24.54,11005
11,6,207,155,74.88,52,25.12,11006
11,7,198,149,75.25,49,24.75,11007
11,8,157,116,73.89,41,26.11,11008
11,9,191,144,75.39,47,24.61,11009
11,10,177,139,78.53,38,21.47,11010
11,11,216,131,60.65,85,39.35,11011
11,12,257,185,71.98,72,28.02,11012
11,13,240,175,72.92,65,27.08,11013
11,14,103,79,76.7,24,23.3,11014
11,15,70,54,77.14,16,22.86,11015
11,16,131,93,70.99,38,29.01,11016
11,17,213,157,73.71,56,26.29,11017
11,18,135,104,77.04,31,22.96,11018
11,19,219,158,72.15,61,27.85,11019
11,20,134,106,79.1,28,20.9,11020
11,21,285,210,73.68,75,26.32,11021
11,22,209,154,73.68,55,26.32,11022
11,23,114,92,80.7,22,19.3,11023
11,24,251,197,78.49,54,21.51,11024
11,25,186,146,78.49,40,21.51,11025
11,26,221,162,73.3,59,26.7,11026
11,27,72,47,65.28,25,34.72,11027
11,28,115,88,76.52,27,23.48,11028
11,29,209,148,70.81,61,29.19,11029
11,30,99,78,78.79,21,21.21,11030
11,31,183,140,76.5,43,23.5,11031
11,32,80,55,68.75,25,31.25,11032
11,33,201,155,77.11,46,22.89,11033
11,34,77,56,72.73,21,27.27,11034
11,35,49,37,75.51,12,24.49,11035
