ward,precinct,total,Thaddeus Jones,Thaddeus Jones Percent,precinct_id
9,3,453,453,100.0,09003
9,4,41,41,100.0,09004
9,7,401,401,100.0,09007
9,11,351,351,100.0,09011
9,15,481,481,100.0,09015
9,16,388,388,100.0,09016
9,18,352,352,100.0,09018
9,26,510,510,100.0,09026
9,28,171,171,100.0,09028
9,31,12,12,100.0,09031
9,33,404,404,100.0,09033
9,41,370,370,100.0,09041
9,44,268,268,100.0,09044
9,45,373,373,100.0,09045
