ward,precinct,total,Don Harmon,Don Harmon Percent,precinct_id
29,1,475,475,100.0,29001
29,4,415,415,100.0,29004
29,5,474,474,100.0,29005
29,7,485,485,100.0,29007
29,9,423,423,100.0,29009
29,10,491,491,100.0,29010
29,12,504,504,100.0,29012
29,13,516,516,100.0,29013
29,15,501,501,100.0,29015
29,17,493,493,100.0,29017
29,23,362,362,100.0,29023
29,24,454,454,100.0,29024
29,25,505,505,100.0,29025
29,26,400,400,100.0,29026
29,27,393,393,100.0,29027
29,30,184,184,100.0,29030
29,33,403,403,100.0,29033
29,35,537,537,100.0,29035
29,36,162,162,100.0,29036
29,37,527,527,100.0,29037
29,40,545,545,100.0,29040
29,41,462,462,100.0,29041
29,43,499,499,100.0,29043
29,44,474,474,100.0,29044
37,18,420,420,100.0,37018
37,29,273,273,100.0,37029
37,35,425,425,100.0,37035
37,37,463,463,100.0,37037
