ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
6,1,538,538,100.0,06001
6,2,491,491,100.0,06002
6,3,518,518,100.0,06003
6,8,502,502,100.0,06008
6,13,379,379,100.0,06013
6,14,495,495,100.0,06014
6,16,476,476,100.0,06016
6,19,73,73,100.0,06019
6,29,522,522,100.0,06029
6,31,466,466,100.0,06031
6,34,499,499,100.0,06034
6,35,442,442,100.0,06035
6,36,494,494,100.0,06036
6,37,478,478,100.0,06037
6,38,489,489,100.0,06038
6,39,497,497,100.0,06039
6,41,528,528,100.0,06041
6,42,516,516,100.0,06042
6,43,458,458,100.0,06043
6,44,487,487,100.0,06044
6,45,508,508,100.0,06045
6,46,457,457,100.0,06046
7,26,391,391,100.0,07026
7,27,423,423,100.0,07027
7,28,322,322,100.0,07028
7,29,425,425,100.0,07029
7,30,310,310,100.0,07030
7,32,244,244,100.0,07032
7,36,528,528,100.0,07036
7,37,29,29,100.0,07037
7,38,419,419,100.0,07038
7,39,459,459,100.0,07039
7,40,444,444,100.0,07040
7,41,471,471,100.0,07041
7,42,457,457,100.0,07042
7,43,468,468,100.0,07043
7,44,450,450,100.0,07044
7,45,491,491,100.0,07045
8,3,498,498,100.0,08003
8,4,485,485,100.0,08004
8,5,508,508,100.0,08005
8,6,517,517,100.0,08006
8,7,561,561,100.0,08007
8,8,472,472,100.0,08008
8,10,549,549,100.0,08010
8,11,466,466,100.0,08011
8,12,451,451,100.0,08012
8,14,411,411,100.0,08014
8,15,494,494,100.0,08015
8,17,383,383,100.0,08017
8,18,492,492,100.0,08018
8,19,520,520,100.0,08019
8,22,467,467,100.0,08022
8,23,474,474,100.0,08023
8,24,281,281,100.0,08024
8,25,492,492,100.0,08025
8,26,186,186,100.0,08026
8,27,511,511,100.0,08027
8,29,591,591,100.0,08029
8,30,518,518,100.0,08030
8,31,393,393,100.0,08031
8,32,416,416,100.0,08032
8,33,479,479,100.0,08033
8,34,446,446,100.0,08034
8,35,555,555,100.0,08035
8,36,518,518,100.0,08036
8,37,406,406,100.0,08037
8,38,362,362,100.0,08038
8,39,455,455,100.0,08039
8,40,383,383,100.0,08040
8,41,525,525,100.0,08041
8,43,198,198,100.0,08043
8,44,381,381,100.0,08044
8,45,570,570,100.0,08045
8,46,414,414,100.0,08046
8,47,410,410,100.0,08047
8,48,558,558,100.0,08048
8,49,495,495,100.0,08049
8,50,522,522,100.0,08050
8,51,496,496,100.0,08051
8,52,591,591,100.0,08052
8,53,324,324,100.0,08053
8,54,172,172,100.0,08054
8,56,507,507,100.0,08056
9,1,228,228,100.0,09001
9,7,4,4,100.0,09007
9,8,556,556,100.0,09008
9,9,468,468,100.0,09009
9,12,540,540,100.0,09012
9,13,375,375,100.0,09013
9,23,488,488,100.0,09023
9,24,500,500,100.0,09024
9,25,470,470,100.0,09025
9,28,93,93,100.0,09028
9,31,44,44,100.0,09031
9,36,434,434,100.0,09036
9,37,460,460,100.0,09037
9,38,349,349,100.0,09038
9,42,503,503,100.0,09042
9,43,198,198,100.0,09043
9,46,526,526,100.0,09046
9,47,472,472,100.0,09047
9,48,484,484,100.0,09048
9,49,473,473,100.0,09049
9,50,594,594,100.0,09050
9,51,459,459,100.0,09051
10,2,327,327,100.0,10002
10,3,263,263,100.0,10003
10,5,258,258,100.0,10005
10,9,279,279,100.0,10009
10,13,367,367,100.0,10013
10,14,4,4,100.0,10014
10,15,828,828,100.0,10015
10,16,263,263,100.0,10016
10,17,394,394,100.0,10017
10,21,10,10,100.0,10021
10,23,98,98,100.0,10023
10,24,306,306,100.0,10024
10,27,49,49,100.0,10027
10,33,2,2,100.0,10033
17,21,540,540,100.0,17021
21,31,322,322,100.0,21031
21,53,114,114,100.0,21053
