ward,precinct,total,Regina Ann Scannicchio,Regina Ann Scannicchio Percent,precinct_id
3,28,18,18,100.0,03028
7,11,2,2,100.0,07011
11,1,254,254,100.0,11001
11,2,77,77,100.0,11002
11,3,281,281,100.0,11003
11,4,262,262,100.0,11004
11,5,258,258,100.0,11005
11,7,311,311,100.0,11007
11,8,224,224,100.0,11008
11,9,260,260,100.0,11009
11,10,77,77,100.0,11010
11,11,284,284,100.0,11011
11,15,91,91,100.0,11015
11,17,284,284,100.0,11017
11,19,363,363,100.0,11019
11,20,13,13,100.0,11020
11,21,372,372,100.0,11021
11,22,262,262,100.0,11022
11,23,113,113,100.0,11023
11,24,329,329,100.0,11024
11,25,257,257,100.0,11025
11,26,229,229,100.0,11026
11,27,66,66,100.0,11027
11,29,296,296,100.0,11029
11,31,246,246,100.0,11031
11,33,331,331,100.0,11033
12,1,239,239,100.0,12001
12,2,186,186,100.0,12002
12,3,298,298,100.0,12003
12,4,294,294,100.0,12004
12,5,205,205,100.0,12005
12,6,236,236,100.0,12006
12,7,214,214,100.0,12007
12,8,252,252,100.0,12008
12,9,222,222,100.0,12009
12,10,234,234,100.0,12010
12,11,249,249,100.0,12011
12,12,253,253,100.0,12012
12,13,255,255,100.0,12013
12,14,203,203,100.0,12014
12,15,198,198,100.0,12015
12,16,214,214,100.0,12016
12,17,248,248,100.0,12017
12,18,196,196,100.0,12018
12,19,211,211,100.0,12019
12,20,277,277,100.0,12020
12,21,261,261,100.0,12021
12,22,174,174,100.0,12022
12,23,240,240,100.0,12023
14,5,302,302,100.0,14005
14,6,92,92,100.0,14006
14,10,193,193,100.0,14010
14,11,132,132,100.0,14011
14,14,228,228,100.0,14014
14,15,253,253,100.0,14015
14,16,186,186,100.0,14016
14,17,174,174,100.0,14017
14,19,238,238,100.0,14019
14,20,152,152,100.0,14020
14,21,214,214,100.0,14021
14,25,148,148,100.0,14025
14,26,171,171,100.0,14026
14,29,207,207,100.0,14029
14,30,143,143,100.0,14030
14,31,154,154,100.0,14031
15,1,215,215,100.0,15001
15,4,225,225,100.0,15004
15,5,221,221,100.0,15005
15,6,236,236,100.0,15006
15,8,205,205,100.0,15008
15,9,260,260,100.0,15009
15,10,309,309,100.0,15010
15,11,291,291,100.0,15011
15,12,268,268,100.0,15012
15,13,248,248,100.0,15013
15,14,153,153,100.0,15014
15,15,205,205,100.0,15015
15,16,197,197,100.0,15016
15,19,220,220,100.0,15019
16,1,298,298,100.0,16001
16,2,60,60,100.0,16002
16,4,267,267,100.0,16004
16,6,12,12,100.0,16006
16,7,307,307,100.0,16007
16,11,293,293,100.0,16011
16,13,251,251,100.0,16013
16,17,292,292,100.0,16017
16,18,254,254,100.0,16018
16,19,284,284,100.0,16019
16,22,310,310,100.0,16022
16,23,209,209,100.0,16023
16,32,244,244,100.0,16032
16,35,280,280,100.0,16035
17,6,279,279,100.0,17006
17,7,242,242,100.0,17007
17,12,281,281,100.0,17012
17,14,238,238,100.0,17014
17,16,300,300,100.0,17016
17,25,262,262,100.0,17025
20,4,34,34,100.0,20004
20,15,149,149,100.0,20015
20,17,178,178,100.0,20017
20,20,193,193,100.0,20020
22,3,197,197,100.0,22003
22,4,222,222,100.0,22004
22,5,230,230,100.0,22005
22,6,184,184,100.0,22006
22,7,242,242,100.0,22007
22,9,192,192,100.0,22009
22,10,253,253,100.0,22010
22,11,173,173,100.0,22011
22,12,205,205,100.0,22012
22,13,243,243,100.0,22013
22,14,218,218,100.0,22014
22,15,210,210,100.0,22015
22,16,201,201,100.0,22016
22,17,198,198,100.0,22017
22,18,199,199,100.0,22018
22,19,162,162,100.0,22019
22,20,200,200,100.0,22020
22,22,165,165,100.0,22022
22,24,234,234,100.0,22024
22,25,204,204,100.0,22025
24,7,163,163,100.0,24007
24,10,15,15,100.0,24010
24,16,243,243,100.0,24016
24,39,317,317,100.0,24039
25,1,225,225,100.0,25001
25,2,245,245,100.0,25002
25,4,57,57,100.0,25004
25,5,243,243,100.0,25005
25,7,219,219,100.0,25007
25,8,277,277,100.0,25008
25,9,281,281,100.0,25009
25,11,259,259,100.0,25011
25,12,176,176,100.0,25012
25,13,258,258,100.0,25013
25,14,81,81,100.0,25014
25,15,233,233,100.0,25015
25,17,316,316,100.0,25017
25,19,268,268,100.0,25019
25,22,233,233,100.0,25022
25,23,309,309,100.0,25023
25,24,228,228,100.0,25024
25,25,288,288,100.0,25025
25,26,251,251,100.0,25026
25,27,23,23,100.0,25027
25,28,310,310,100.0,25028
25,30,256,256,100.0,25030
25,32,217,217,100.0,25032
28,19,3,3,100.0,28019
