ward,precinct,total,La Shawn K. Ford,La Shawn K. Ford Percent,precinct_id
28,1,380,380,100.0,28001
28,12,425,425,100.0,28012
28,14,396,396,100.0,28014
28,31,496,496,100.0,28031
28,39,362,362,100.0,28039
28,41,390,390,100.0,28041
28,42,224,224,100.0,28042
28,43,565,565,100.0,28043
29,2,526,526,100.0,29002
29,3,450,450,100.0,29003
29,6,444,444,100.0,29006
29,8,545,545,100.0,29008
29,11,536,536,100.0,29011
29,14,586,586,100.0,29014
29,16,484,484,100.0,29016
29,18,597,597,100.0,29018
29,19,558,558,100.0,29019
29,20,481,481,100.0,29020
29,21,496,496,100.0,29021
29,22,600,600,100.0,29022
29,26,111,111,100.0,29026
29,28,507,507,100.0,29028
29,33,88,88,100.0,29033
29,34,374,374,100.0,29034
29,42,415,415,100.0,29042
37,1,421,421,100.0,37001
37,5,516,516,100.0,37005
37,6,509,509,100.0,37006
37,9,516,516,100.0,37009
37,10,459,459,100.0,37010
37,11,380,380,100.0,37011
37,14,451,451,100.0,37014
37,15,523,523,100.0,37015
37,16,473,473,100.0,37016
37,17,440,440,100.0,37017
37,20,414,414,100.0,37020
37,22,249,249,100.0,37022
37,23,476,476,100.0,37023
37,24,486,486,100.0,37024
37,25,481,481,100.0,37025
37,26,529,529,100.0,37026
37,27,431,431,100.0,37027
37,29,215,215,100.0,37029
37,30,458,458,100.0,37030
37,31,514,514,100.0,37031
37,32,476,476,100.0,37032
37,33,475,475,100.0,37033
37,34,441,441,100.0,37034
37,36,501,501,100.0,37036
37,38,454,454,100.0,37038
37,39,513,513,100.0,37039
37,40,522,522,100.0,37040
37,41,448,448,100.0,37041
