ward,precinct,total,Sara Feigenholtz,Sara Feigenholtz Percent,precinct_id
2,28,490,490,100.0,02028
2,30,383,383,100.0,02030
2,31,535,535,100.0,02031
2,33,618,618,100.0,02033
2,35,441,441,100.0,02035
2,37,427,427,100.0,02037
2,38,141,141,100.0,02038
2,44,289,289,100.0,02044
27,12,391,391,100.0,27012
27,42,198,198,100.0,27042
43,4,476,476,100.0,43004
43,8,371,371,100.0,43008
43,12,300,300,100.0,43012
43,13,448,448,100.0,43013
43,14,447,447,100.0,43014
43,15,436,436,100.0,43015
43,19,484,484,100.0,43019
43,25,385,385,100.0,43025
43,26,308,308,100.0,43026
43,27,294,294,100.0,43027
43,28,563,563,100.0,43028
43,32,457,457,100.0,43032
43,33,431,431,100.0,43033
43,34,351,351,100.0,43034
43,36,253,253,100.0,43036
43,38,373,373,100.0,43038
43,42,422,422,100.0,43042
43,43,459,459,100.0,43043
44,1,555,555,100.0,44001
44,3,493,493,100.0,44003
44,4,451,451,100.0,44004
44,5,509,509,100.0,44005
44,6,616,616,100.0,44006
44,7,347,347,100.0,44007
44,8,567,567,100.0,44008
44,10,497,497,100.0,44010
44,11,162,162,100.0,44011
44,12,559,559,100.0,44012
44,13,362,362,100.0,44013
44,14,399,399,100.0,44014
44,15,473,473,100.0,44015
44,17,607,607,100.0,44017
44,18,514,514,100.0,44018
44,19,543,543,100.0,44019
44,20,465,465,100.0,44020
44,21,588,588,100.0,44021
44,22,531,531,100.0,44022
44,23,500,500,100.0,44023
44,24,392,392,100.0,44024
44,25,32,32,100.0,44025
44,26,504,504,100.0,44026
44,27,527,527,100.0,44027
44,28,523,523,100.0,44028
44,29,503,503,100.0,44029
44,31,418,418,100.0,44031
44,32,523,523,100.0,44032
44,33,494,494,100.0,44033
44,34,549,549,100.0,44034
44,35,557,557,100.0,44035
44,36,514,514,100.0,44036
44,37,533,533,100.0,44037
44,38,472,472,100.0,44038
44,39,423,423,100.0,44039
44,40,422,422,100.0,44040
44,41,556,556,100.0,44041
46,3,544,544,100.0,46003
46,5,501,501,100.0,46005
46,7,526,526,100.0,46007
46,9,478,478,100.0,46009
46,10,554,554,100.0,46010
46,11,391,391,100.0,46011
46,13,499,499,100.0,46013
46,15,511,511,100.0,46015
46,17,555,555,100.0,46017
46,18,502,502,100.0,46018
46,19,329,329,100.0,46019
46,24,495,495,100.0,46024
46,26,230,230,100.0,46026
46,27,525,525,100.0,46027
46,28,459,459,100.0,46028
46,29,354,354,100.0,46029
46,30,496,496,100.0,46030
46,31,543,543,100.0,46031
46,33,573,573,100.0,46033
46,34,522,522,100.0,46034
46,35,597,597,100.0,46035
46,36,426,426,100.0,46036
46,38,516,516,100.0,46038
46,39,420,420,100.0,46039
