ward,precinct,total,Mathias William Delort,Mathias William Delort Percent,precinct_id
46,32,414,414,100.0,46032
46,33,522,522,100.0,46033
46,34,465,465,100.0,46034
46,35,529,529,100.0,46035
46,36,364,364,100.0,46036
46,37,325,325,100.0,46037
46,38,472,472,100.0,46038
46,39,380,380,100.0,46039
46,40,373,373,100.0,46040
47,1,290,290,100.0,47001
47,2,411,411,100.0,47002
47,3,394,394,100.0,47003
47,4,461,461,100.0,47004
47,5,444,444,100.0,47005
47,6,451,451,100.0,47006
47,7,377,377,100.0,47007
47,8,432,432,100.0,47008
47,9,376,376,100.0,47009
47,10,509,509,100.0,47010
47,11,393,393,100.0,47011
47,12,412,412,100.0,47012
47,13,419,419,100.0,47013
47,14,358,358,100.0,47014
47,15,496,496,100.0,47015
47,16,401,401,100.0,47016
47,17,377,377,100.0,47017
47,18,366,366,100.0,47018
47,19,490,490,100.0,47019
47,20,414,414,100.0,47020
47,21,404,404,100.0,47021
47,22,429,429,100.0,47022
47,23,471,471,100.0,47023
47,24,405,405,100.0,47024
47,25,391,391,100.0,47025
47,26,452,452,100.0,47026
47,27,371,371,100.0,47027
47,28,376,376,100.0,47028
47,29,400,400,100.0,47029
47,30,464,464,100.0,47030
47,31,415,415,100.0,47031
47,32,460,460,100.0,47032
47,33,396,396,100.0,47033
47,34,431,431,100.0,47034
47,35,367,367,100.0,47035
47,36,454,454,100.0,47036
47,37,440,440,100.0,47037
47,38,397,397,100.0,47038
47,39,421,421,100.0,47039
47,40,426,426,100.0,47040
47,41,451,451,100.0,47041
47,42,400,400,100.0,47042
47,43,390,390,100.0,47043
47,44,364,364,100.0,47044
47,45,435,435,100.0,47045
47,46,377,377,100.0,47046
47,47,410,410,100.0,47047
47,48,27,27,100.0,47048
48,1,367,367,100.0,48001
48,2,179,179,100.0,48002
48,3,474,474,100.0,48003
48,4,343,343,100.0,48004
48,5,236,236,100.0,48005
48,6,481,481,100.0,48006
48,7,429,429,100.0,48007
48,8,197,197,100.0,48008
48,9,292,292,100.0,48009
48,10,515,515,100.0,48010
48,11,345,345,100.0,48011
48,12,503,503,100.0,48012
48,13,501,501,100.0,48013
48,14,224,224,100.0,48014
48,15,266,266,100.0,48015
48,16,421,421,100.0,48016
48,17,376,376,100.0,48017
48,18,342,342,100.0,48018
48,19,265,265,100.0,48019
48,20,461,461,100.0,48020
48,21,510,510,100.0,48021
48,22,342,342,100.0,48022
48,23,328,328,100.0,48023
48,24,401,401,100.0,48024
48,25,361,361,100.0,48025
48,26,223,223,100.0,48026
48,27,350,350,100.0,48027
48,28,549,549,100.0,48028
48,29,199,199,100.0,48029
48,30,359,359,100.0,48030
48,31,552,552,100.0,48031
48,32,398,398,100.0,48032
48,33,221,221,100.0,48033
48,34,366,366,100.0,48034
48,35,328,328,100.0,48035
48,36,255,255,100.0,48036
48,37,390,390,100.0,48037
48,38,398,398,100.0,48038
48,39,333,333,100.0,48039
48,40,353,353,100.0,48040
48,41,492,492,100.0,48041
48,42,481,481,100.0,48042
48,43,468,468,100.0,48043
48,44,497,497,100.0,48044
48,45,311,311,100.0,48045
48,46,273,273,100.0,48046
49,1,394,394,100.0,49001
49,2,290,290,100.0,49002
49,3,475,475,100.0,49003
49,4,497,497,100.0,49004
49,5,407,407,100.0,49005
49,6,429,429,100.0,49006
49,7,332,332,100.0,49007
49,8,347,347,100.0,49008
49,9,446,446,100.0,49009
49,10,412,412,100.0,49010
49,11,525,525,100.0,49011
49,12,501,501,100.0,49012
49,13,474,474,100.0,49013
49,14,371,371,100.0,49014
49,15,337,337,100.0,49015
49,16,341,341,100.0,49016
49,17,365,365,100.0,49017
49,18,533,533,100.0,49018
49,19,383,383,100.0,49019
49,20,596,596,100.0,49020
49,21,271,271,100.0,49021
49,22,447,447,100.0,49022
49,23,476,476,100.0,49023
49,24,405,405,100.0,49024
49,25,542,542,100.0,49025
49,26,435,435,100.0,49026
49,27,508,508,100.0,49027
49,28,488,488,100.0,49028
49,29,487,487,100.0,49029
49,30,433,433,100.0,49030
49,31,329,329,100.0,49031
49,32,442,442,100.0,49032
49,33,385,385,100.0,49033
50,1,260,260,100.0,50001
50,2,198,198,100.0,50002
50,3,263,263,100.0,50003
50,4,356,356,100.0,50004
50,5,204,204,100.0,50005
50,6,344,344,100.0,50006
50,7,378,378,100.0,50007
50,8,331,331,100.0,50008
50,9,261,261,100.0,50009
50,10,243,243,100.0,50010
50,11,141,141,100.0,50011
50,12,123,123,100.0,50012
50,13,351,351,100.0,50013
50,14,85,85,100.0,50014
50,15,380,380,100.0,50015
50,16,103,103,100.0,50016
50,17,268,268,100.0,50017
50,18,46,46,100.0,50018
50,19,210,210,100.0,50019
50,20,317,317,100.0,50020
50,21,263,263,100.0,50021
50,22,243,243,100.0,50022
50,23,206,206,100.0,50023
50,24,219,219,100.0,50024
50,25,240,240,100.0,50025
50,26,309,309,100.0,50026
50,27,89,89,100.0,50027
50,28,409,409,100.0,50028
50,29,285,285,100.0,50029
50,30,234,234,100.0,50030
50,31,356,356,100.0,50031
50,32,402,402,100.0,50032
50,33,194,194,100.0,50033
50,34,363,363,100.0,50034
50,35,401,401,100.0,50035
50,36,274,274,100.0,50036
50,37,312,312,100.0,50037
50,38,155,155,100.0,50038
50,39,223,223,100.0,50039
50,40,228,228,100.0,50040
