ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,2,136,136,100.0,01002
1,7,388,388,100.0,01007
1,9,418,418,100.0,01009
1,13,206,206,100.0,01013
1,16,527,527,100.0,01016
1,17,79,79,100.0,01017
1,19,498,498,100.0,01019
1,23,550,550,100.0,01023
1,28,171,171,100.0,01028
1,34,376,376,100.0,01034
26,7,267,267,100.0,26007
26,34,318,318,100.0,26034
30,1,385,385,100.0,30001
30,3,247,247,100.0,30003
30,4,326,326,100.0,30004
30,7,348,348,100.0,30007
30,8,349,349,100.0,30008
30,9,203,203,100.0,30009
30,15,273,273,100.0,30015
30,17,331,331,100.0,30017
30,18,307,307,100.0,30018
30,19,74,74,100.0,30019
30,20,331,331,100.0,30020
30,22,380,380,100.0,30022
30,23,313,313,100.0,30023
30,24,312,312,100.0,30024
30,25,346,346,100.0,30025
30,26,239,239,100.0,30026
30,27,233,233,100.0,30027
30,28,369,369,100.0,30028
30,31,215,215,100.0,30031
30,32,256,256,100.0,30032
31,1,235,235,100.0,31001
31,2,219,219,100.0,31002
31,5,234,234,100.0,31005
31,6,222,222,100.0,31006
31,7,283,283,100.0,31007
31,8,170,170,100.0,31008
31,9,260,260,100.0,31009
31,10,228,228,100.0,31010
31,11,211,211,100.0,31011
31,12,220,220,100.0,31012
31,13,267,267,100.0,31013
31,14,173,173,100.0,31014
31,17,257,257,100.0,31017
31,18,245,245,100.0,31018
31,20,213,213,100.0,31020
31,21,189,189,100.0,31021
31,23,222,222,100.0,31023
31,24,266,266,100.0,31024
31,26,257,257,100.0,31026
31,27,268,268,100.0,31027
31,28,211,211,100.0,31028
31,29,256,256,100.0,31029
31,30,170,170,100.0,31030
31,32,209,209,100.0,31032
31,33,201,201,100.0,31033
31,34,207,207,100.0,31034
31,35,287,287,100.0,31035
31,36,240,240,100.0,31036
31,37,214,214,100.0,31037
31,38,268,268,100.0,31038
31,40,240,240,100.0,31040
31,41,215,215,100.0,31041
32,1,152,152,100.0,32001
32,3,469,469,100.0,32003
32,11,449,449,100.0,32011
32,12,349,349,100.0,32012
32,14,422,422,100.0,32014
32,17,440,440,100.0,32017
32,20,465,465,100.0,32020
32,22,532,532,100.0,32022
32,26,446,446,100.0,32026
32,28,475,475,100.0,32028
32,43,395,395,100.0,32043
33,1,471,471,100.0,33001
33,2,284,284,100.0,33002
33,3,427,427,100.0,33003
33,4,443,443,100.0,33004
33,5,266,266,100.0,33005
33,6,431,431,100.0,33006
33,7,319,319,100.0,33007
33,9,442,442,100.0,33009
33,11,467,467,100.0,33011
33,12,474,474,100.0,33012
33,13,424,424,100.0,33013
33,14,216,216,100.0,33014
33,15,462,462,100.0,33015
33,16,599,599,100.0,33016
33,17,461,461,100.0,33017
33,18,313,313,100.0,33018
33,19,434,434,100.0,33019
33,20,455,455,100.0,33020
33,21,477,477,100.0,33021
33,22,443,443,100.0,33022
33,25,516,516,100.0,33025
33,26,388,388,100.0,33026
33,27,416,416,100.0,33027
33,28,390,390,100.0,33028
35,1,327,327,100.0,35001
35,2,45,45,100.0,35002
35,4,350,350,100.0,35004
35,5,373,373,100.0,35005
35,6,294,294,100.0,35006
35,9,343,343,100.0,35009
35,10,489,489,100.0,35010
35,11,335,335,100.0,35011
35,15,387,387,100.0,35015
35,17,374,374,100.0,35017
35,20,389,389,100.0,35020
35,22,418,418,100.0,35022
35,23,382,382,100.0,35023
35,24,317,317,100.0,35024
35,25,438,438,100.0,35025
35,26,329,329,100.0,35026
35,27,322,322,100.0,35027
35,28,384,384,100.0,35028
35,29,343,343,100.0,35029
35,30,377,377,100.0,35030
35,31,401,401,100.0,35031
36,9,19,19,100.0,36009
36,14,332,332,100.0,36014
36,16,317,317,100.0,36016
36,17,368,368,100.0,36017
36,18,248,248,100.0,36018
36,20,320,320,100.0,36020
38,23,350,350,100.0,38023
38,34,303,303,100.0,38034
38,35,335,335,100.0,38035
38,39,57,57,100.0,38039
39,1,351,351,100.0,39001
39,6,2,2,100.0,39006
39,25,220,220,100.0,39025
39,28,399,399,100.0,39028
39,31,253,253,100.0,39031
39,34,414,414,100.0,39034
39,44,264,264,100.0,39044
45,1,281,281,100.0,45001
45,2,334,334,100.0,45002
45,3,331,331,100.0,45003
45,4,409,409,100.0,45004
45,5,375,375,100.0,45005
45,6,415,415,100.0,45006
45,7,450,450,100.0,45007
45,8,379,379,100.0,45008
45,9,378,378,100.0,45009
45,10,359,359,100.0,45010
45,11,268,268,100.0,45011
