ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,Sherri Griffith,Sherri Griffith Percent,precinct_id
33,23,527,437,82.92,90,17.08,33023
33,24,653,524,80.25,129,19.75,33024
33,25,573,462,80.63,111,19.37,33025
33,26,386,327,84.72,59,15.28,33026
33,27,467,388,83.08,79,16.92,33027
33,28,386,325,84.2,61,15.8,33028
34,1,561,548,97.68,13,2.32,34001
34,2,373,367,98.39,6,1.61,34002
34,3,548,533,97.26,15,2.74,34003
34,4,472,458,97.03,14,2.97,34004
34,5,474,461,97.26,13,2.74,34005
34,6,584,559,95.72,25,4.28,34006
34,7,528,515,97.54,13,2.46,34007
34,8,455,440,96.7,15,3.3,34008
34,9,508,485,95.47,23,4.53,34009
34,10,490,478,97.55,12,2.45,34010
34,11,530,512,96.6,18,3.4,34011
34,12,540,524,97.04,16,2.96,34012
34,13,520,503,96.73,17,3.27,34013
34,14,488,475,97.34,13,2.66,34014
34,15,484,474,97.93,10,2.07,34015
34,16,505,484,95.84,21,4.16,34016
34,17,625,604,96.64,21,3.36,34017
34,18,523,504,96.37,19,3.63,34018
34,19,565,551,97.52,14,2.48,34019
34,20,556,544,97.84,12,2.16,34020
34,21,554,542,97.83,12,2.17,34021
34,22,477,460,96.44,17,3.56,34022
34,23,437,418,95.65,19,4.35,34023
34,24,499,477,95.59,22,4.41,34024
34,25,514,505,98.25,9,1.75,34025
34,26,532,519,97.56,13,2.44,34026
34,27,514,500,97.28,14,2.72,34027
34,28,424,408,96.23,16,3.77,34028
34,29,439,426,97.04,13,2.96,34029
34,30,438,426,97.26,12,2.74,34030
34,31,529,510,96.41,19,3.59,34031
34,32,465,454,97.63,11,2.37,34032
34,33,518,506,97.68,12,2.32,34033
34,34,532,519,97.56,13,2.44,34034
34,35,575,560,97.39,15,2.61,34035
34,36,428,416,97.2,12,2.8,34036
34,37,383,371,96.87,12,3.13,34037
34,38,350,340,97.14,10,2.86,34038
34,39,449,434,96.66,15,3.34,34039
34,40,554,542,97.83,12,2.17,34040
34,41,397,382,96.22,15,3.78,34041
34,42,429,417,97.2,12,2.8,34042
34,43,409,400,97.8,9,2.2,34043
34,44,494,486,98.38,8,1.62,34044
34,45,513,502,97.86,11,2.14,34045
34,46,315,305,96.83,10,3.17,34046
34,47,511,498,97.46,13,2.54,34047
34,48,524,510,97.33,14,2.67,34048
34,49,615,597,97.07,18,2.93,34049
34,50,526,513,97.53,13,2.47,34050
34,51,490,477,97.35,13,2.65,34051
34,52,358,353,98.6,5,1.4,34052
34,53,425,412,96.94,13,3.06,34053
35,1,334,281,84.13,53,15.87,35001
35,2,434,373,85.94,61,14.06,35002
35,3,357,313,87.68,44,12.32,35003
35,4,390,297,76.15,93,23.85,35004
35,5,368,313,85.05,55,14.95,35005
35,6,312,255,81.73,57,18.27,35006
35,7,388,346,89.18,42,10.82,35007
35,8,405,346,85.43,59,14.57,35008
35,9,352,293,83.24,59,16.76,35009
35,10,507,451,88.95,56,11.05,35010
35,11,352,301,85.51,51,14.49,35011
35,12,238,206,86.55,32,13.45,35012
35,13,265,226,85.28,39,14.72,35013
35,14,278,238,85.61,40,14.39,35014
35,15,395,344,87.09,51,12.91,35015
35,16,253,220,86.96,33,13.04,35016
35,17,367,326,88.83,41,11.17,35017
35,18,279,244,87.46,35,12.54,35018
35,19,274,244,89.05,30,10.95,35019
35,20,405,356,87.9,49,12.1,35020
35,21,320,267,83.44,53,16.56,35021
35,22,435,369,84.83,66,15.17,35022
35,23,424,356,83.96,68,16.04,35023
35,24,324,276,85.19,48,14.81,35024
35,25,466,398,85.41,68,14.59,35025
35,26,356,290,81.46,66,18.54,35026
35,27,336,268,79.76,68,20.24,35027
35,28,399,355,88.97,44,11.03,35028
35,29,365,303,83.01,62,16.99,35029
35,30,390,335,85.9,55,14.1,35030
35,31,439,361,82.23,78,17.77,35031
36,1,368,284,77.17,84,22.83,36001
36,2,320,274,85.63,46,14.38,36002
36,3,341,279,81.82,62,18.18,36003
36,4,370,325,87.84,45,12.16,36004
36,5,368,318,86.41,50,13.59,36005
36,6,305,261,85.57,44,14.43,36006
36,7,428,274,64.02,154,35.98,36007
36,8,262,228,87.02,34,12.98,36008
36,9,326,281,86.2,45,13.8,36009
36,10,406,308,75.86,98,24.14,36010
36,11,225,194,86.22,31,13.78,36011
36,12,218,203,93.12,15,6.88,36012
36,13,301,271,90.03,30,9.97,36013
36,14,385,275,71.43,110,28.57,36014
36,15,393,293,74.55,100,25.45,36015
36,16,360,280,77.78,80,22.22,36016
36,17,413,321,77.72,92,22.28,36017
36,18,358,257,71.79,101,28.21,36018
36,19,370,292,78.92,78,21.08,36019
36,20,354,268,75.71,86,24.29,36020
36,21,300,254,84.67,46,15.33,36021
36,22,293,262,89.42,31,10.58,36022
36,23,282,239,84.75,43,15.25,36023
36,24,371,264,71.16,107,28.84,36024
36,25,288,250,86.81,38,13.19,36025
36,26,356,237,66.57,119,33.43,36026
36,27,317,251,79.18,66,20.82,36027
36,28,290,203,70.0,87,30.0,36028
36,29,432,296,68.52,136,31.48,36029
36,30,392,294,75.0,98,25.0,36030
37,1,435,410,94.25,25,5.75,37001
37,2,356,330,92.7,26,7.3,37002
37,3,400,386,96.5,14,3.5,37003
37,4,432,411,95.14,21,4.86,37004
37,5,543,526,96.87,17,3.13,37005
37,6,511,495,96.87,16,3.13,37006
37,7,330,322,97.58,8,2.42,37007
37,8,370,353,95.41,17,4.59,37008
37,9,541,525,97.04,16,2.96,37009
37,10,482,454,94.19,28,5.81,37010
37,11,383,377,98.43,6,1.57,37011
37,12,378,363,96.03,15,3.97,37012
37,13,358,350,97.77,8,2.23,37013
37,14,489,472,96.52,17,3.48,37014
37,15,508,495,97.44,13,2.56,37015
37,16,487,465,95.48,22,4.52,37016
37,17,466,439,94.21,27,5.79,37017
37,18,464,443,95.47,21,4.53,37018
37,19,397,381,95.97,16,4.03,37019
37,20,463,448,96.76,15,3.24,37020
37,21,376,350,93.09,26,6.91,37021
37,22,445,428,96.18,17,3.82,37022
37,23,501,491,98.0,10,2.0,37023
37,24,507,498,98.22,9,1.78,37024
37,25,477,461,96.65,16,3.35,37025
37,26,554,534,96.39,20,3.61,37026
37,27,486,470,96.71,16,3.29,37027
37,28,358,342,95.53,16,4.47,37028
37,29,509,495,97.25,14,2.75,37029
37,30,526,511,97.15,15,2.85,37030
37,31,520,501,96.35,19,3.65,37031
37,32,492,478,97.15,14,2.85,37032
37,33,452,445,98.45,7,1.55,37033
37,34,433,415,95.84,18,4.16,37034
37,35,463,453,97.84,10,2.16,37035
37,36,502,482,96.02,20,3.98,37036
37,37,492,474,96.34,18,3.66,37037
37,38,459,445,96.95,14,3.05,37038
37,39,498,480,96.39,18,3.61,37039
37,40,524,508,96.95,16,3.05,37040
37,41,469,450,95.95,19,4.05,37041
38,1,360,251,69.72,109,30.28,38001
38,2,437,221,50.57,216,49.43,38002
38,3,363,249,68.6,114,31.4,38003
38,4,371,241,64.96,130,35.04,38004
38,5,399,259,64.91,140,35.09,38005
38,6,408,268,65.69,140,34.31,38006
38,7,431,262,60.79,169,39.21,38007
38,8,387,263,67.96,124,32.04,38008
38,9,445,280,62.92,165,37.08,38009
38,10,352,246,69.89,106,30.11,38010
38,11,378,271,71.69,107,28.31,38011
38,12,384,212,55.21,172,44.79,38012
38,13,410,246,60.0,164,40.0,38013
38,14,427,295,69.09,132,30.91,38014
38,15,365,260,71.23,105,28.77,38015
38,16,380,256,67.37,124,32.63,38016
38,17,476,293,61.55,183,38.45,38017
38,18,435,267,61.38,168,38.62,38018
38,19,459,300,65.36,159,34.64,38019
38,20,411,245,59.61,166,40.39,38020
38,21,347,246,70.89,101,29.11,38021
38,22,388,271,69.85,117,30.15,38022
38,23,428,311,72.66,117,27.34,38023
38,24,424,274,64.62,150,35.38,38024
38,25,337,226,67.06,111,32.94,38025
38,26,409,281,68.7,128,31.3,38026
38,27,407,266,65.36,141,34.64,38027
38,28,501,298,59.48,203,40.52,38028
38,29,393,267,67.94,126,32.06,38029
38,30,393,237,60.31,156,39.69,38030
38,31,412,290,70.39,122,29.61,38031
38,32,407,287,70.52,120,29.48,38032
38,33,347,243,70.03,104,29.97,38033
38,34,362,271,74.86,91,25.14,38034
38,35,383,277,72.32,106,27.68,38035
38,36,354,253,71.47,101,28.53,38036
38,37,400,268,67.0,132,33.0,38037
38,38,365,245,67.12,120,32.88,38038
38,39,441,316,71.66,125,28.34,38039
38,40,375,246,65.6,129,34.4,38040
38,41,392,282,71.94,110,28.06,38041
39,1,433,301,69.52,132,30.48,39001
39,2,448,271,60.49,177,39.51,39002
39,3,320,187,58.44,133,41.56,39003
39,4,396,230,58.08,166,41.92,39004
39,5,447,315,70.47,132,29.53,39005
39,6,407,307,75.43,100,24.57,39006
39,7,370,276,74.59,94,25.41,39007
39,8,364,284,78.02,80,21.98,39008
39,9,382,285,74.61,97,25.39,39009
39,10,174,154,88.51,20,11.49,39010
39,11,398,311,78.14,87,21.86,39011
39,12,459,262,57.08,197,42.92,39012
39,13,340,251,73.82,89,26.18,39013
39,14,409,292,71.39,117,28.61,39014
39,15,630,337,53.49,293,46.51,39015
39,16,337,265,78.64,72,21.36,39016
39,17,490,280,57.14,210,42.86,39017
39,18,403,309,76.67,94,23.33,39018
39,19,435,324,74.48,111,25.52,39019
39,20,427,246,57.61,181,42.39,39020
39,21,383,234,61.1,149,38.9,39021
39,22,303,225,74.26,78,25.74,39022
39,23,426,268,62.91,158,37.09,39023
39,24,437,322,73.68,115,26.32,39024
39,25,319,248,77.74,71,22.26,39025
39,26,349,209,59.89,140,40.11,39026
39,27,73,50,68.49,23,31.51,39027
39,28,456,352,77.19,104,22.81,39028
39,29,189,165,87.3,24,12.7,39029
39,30,426,356,83.57,70,16.43,39030
39,31,353,283,80.17,70,19.83,39031
39,32,379,222,58.58,157,41.42,39032
39,33,521,403,77.35,118,22.65,39033
39,34,468,355,75.85,113,24.15,39034
39,35,389,297,76.35,92,23.65,39035
39,36,401,282,70.32,119,29.68,39036
39,37,434,281,64.75,153,35.25,39037
39,38,234,161,68.8,73,31.2,39038
39,39,369,237,64.23,132,35.77,39039
39,40,454,281,61.89,173,38.11,39040
39,41,518,318,61.39,200,38.61,39041
39,42,370,198,53.51,172,46.49,39042
39,43,124,100,80.65,24,19.35,39043
39,44,504,403,79.96,101,20.04,39044
39,45,259,169,65.25,90,34.75,39045
40,1,353,269,76.2,84,23.8,40001
40,2,400,312,78.0,88,22.0,40002
40,3,524,438,83.59,86,16.41,40003
40,4,249,211,84.74,38,15.26,40004
40,5,465,381,81.94,84,18.06,40005
40,6,454,390,85.9,64,14.1,40006
40,7,374,309,82.62,65,17.38,40007
40,8,563,498,88.45,65,11.55,40008
40,9,393,319,81.17,74,18.83,40009
40,10,469,379,80.81,90,19.19,40010
40,11,551,453,82.21,98,17.79,40011
40,12,327,252,77.06,75,22.94,40012
40,13,625,544,87.04,81,12.96,40013
40,14,364,292,80.22,72,19.78,40014
40,15,402,328,81.59,74,18.41,40015
40,16,579,492,84.97,87,15.03,40016
40,17,372,299,80.38,73,19.62,40017
40,18,407,345,84.77,62,15.23,40018
40,19,506,395,78.06,111,21.94,40019
40,20,439,365,83.14,74,16.86,40020
40,21,512,427,83.4,85,16.6,40021
40,22,439,365,83.14,74,16.86,40022
40,23,522,433,82.95,89,17.05,40023
40,24,354,260,73.45,94,26.55,40024
40,25,524,460,87.79,64,12.21,40025
40,26,474,395,83.33,79,16.67,40026
40,27,571,473,82.84,98,17.16,40027
40,28,484,431,89.05,53,10.95,40028
40,29,431,321,74.48,110,25.52,40029
40,30,434,300,69.12,134,30.88,40030
40,31,500,428,85.6,72,14.4,40031
40,32,526,430,81.75,96,18.25,40032
40,33,468,397,84.83,71,15.17,40033
40,34,365,284,77.81,81,22.19,40034
40,35,350,271,77.43,79,22.57,40035
40,36,412,343,83.25,69,16.75,40036
40,37,471,397,84.29,74,15.71,40037
40,38,529,423,79.96,106,20.04,40038
40,39,119,100,84.03,19,15.97,40039
41,1,446,246,55.16,200,44.84,41001
41,2,442,242,54.75,200,45.25,41002
41,3,373,220,58.98,153,41.02,41003
41,4,456,256,56.14,200,43.86,41004
41,5,427,260,60.89,167,39.11,41005
41,6,518,261,50.39,257,49.61,41006
41,7,465,258,55.48,207,44.52,41007
41,8,468,243,51.92,225,48.08,41008
41,9,473,275,58.14,198,41.86,41009
41,10,489,267,54.6,222,45.4,41010
41,11,478,263,55.02,215,44.98,41011
41,12,407,257,63.14,150,36.86,41012
41,13,429,219,51.05,210,48.95,41013
41,14,525,299,56.95,226,43.05,41014
41,15,440,224,50.91,216,49.09,41015
41,16,487,304,62.42,183,37.58,41016
41,17,485,263,54.23,222,45.77,41017
41,18,426,232,54.46,194,45.54,41018
41,19,536,287,53.54,249,46.46,41019
41,20,359,207,57.66,152,42.34,41020
41,21,452,274,60.62,178,39.38,41021
41,22,487,270,55.44,217,44.56,41022
41,23,421,263,62.47,158,37.53,41023
41,24,418,208,49.76,210,50.24,41024
41,25,329,219,66.57,110,33.43,41025
41,26,447,240,53.69,207,46.31,41026
41,27,379,215,56.73,164,43.27,41027
41,28,521,360,69.1,161,30.9,41028
41,29,527,258,48.96,269,51.04,41029
41,30,468,288,61.54,180,38.46,41030
41,31,458,250,54.59,208,45.41,41031
41,32,484,276,57.02,208,42.98,41032
41,33,425,231,54.35,194,45.65,41033
41,34,403,218,54.09,185,45.91,41034
41,35,483,257,53.21,226,46.79,41035
41,36,440,251,57.05,189,42.95,41036
41,37,491,258,52.55,233,47.45,41037
41,38,435,270,62.07,165,37.93,41038
41,39,472,249,52.75,223,47.25,41039
41,40,525,239,45.52,286,54.48,41040
41,41,435,238,54.71,197,45.29,41041
41,42,470,250,53.19,220,46.81,41042
41,43,420,219,52.14,201,47.86,41043
41,44,476,236,49.58,240,50.42,41044
41,45,398,253,63.57,145,36.43,41045
41,46,462,254,54.98,208,45.02,41046
41,47,467,273,58.46,194,41.54,41047
42,1,520,303,58.27,217,41.73,42001
42,2,650,414,63.69,236,36.31,42002
42,3,514,363,70.62,151,29.38,42003
42,4,666,436,65.47,230,34.53,42004
42,5,443,300,67.72,143,32.28,42005
42,6,540,364,67.41,176,32.59,42006
42,7,636,404,63.52,232,36.48,42007
42,8,481,327,67.98,154,32.02,42008
42,9,561,385,68.63,176,31.37,42009
42,10,455,299,65.71,156,34.29,42010
42,11,408,212,51.96,196,48.04,42011
42,12,483,273,56.52,210,43.48,42012
42,13,488,308,63.11,180,36.89,42013
42,14,563,359,63.77,204,36.23,42014
42,15,466,258,55.36,208,44.64,42015
42,16,509,324,63.65,185,36.35,42016
42,17,469,245,52.24,224,47.76,42017
42,18,529,327,61.81,202,38.19,42018
42,19,599,344,57.43,255,42.57,42019
42,20,549,313,57.01,236,42.99,42020
42,21,379,257,67.81,122,32.19,42021
42,22,284,158,55.63,126,44.37,42022
42,23,534,295,55.24,239,44.76,42023
42,24,542,329,60.7,213,39.3,42024
42,25,543,306,56.35,237,43.65,42025
42,26,544,340,62.5,204,37.5,42026
42,27,439,294,66.97,145,33.03,42027
42,28,590,392,66.44,198,33.56,42028
42,29,514,296,57.59,218,42.41,42029
42,30,419,249,59.43,170,40.57,42030
42,31,509,287,56.39,222,43.61,42031
42,32,416,215,51.68,201,48.32,42032
42,33,501,345,68.86,156,31.14,42033
42,34,535,296,55.33,239,44.67,42034
42,35,670,425,63.43,245,36.57,42035
42,36,673,433,64.34,240,35.66,42036
42,37,394,244,61.93,150,38.07,42037
42,38,492,300,60.98,192,39.02,42038
42,39,522,322,61.69,200,38.31,42039
42,40,535,330,61.68,205,38.32,42040
42,41,570,395,69.3,175,30.7,42041
42,42,545,381,69.91,164,30.09,42042
43,1,522,381,72.99,141,27.01,43001
43,2,520,315,60.58,205,39.42,43002
43,3,474,273,57.59,201,42.41,43003
43,4,602,361,59.97,241,40.03,43004
43,5,576,364,63.19,212,36.81,43005
43,6,522,317,60.73,205,39.27,43006
43,7,341,244,71.55,97,28.45,43007
43,8,426,290,68.08,136,31.92,43008
43,9,621,400,64.41,221,35.59,43009
43,10,613,352,57.42,261,42.58,43010
43,11,454,267,58.81,187,41.19,43011
43,12,345,238,68.99,107,31.01,43012
43,13,500,365,73.0,135,27.0,43013
43,14,547,333,60.88,214,39.12,43014
43,15,537,341,63.5,196,36.5,43015
43,16,557,361,64.81,196,35.19,43016
43,17,469,287,61.19,182,38.81,43017
43,18,546,343,62.82,203,37.18,43018
43,19,557,383,68.76,174,31.24,43019
43,20,541,357,65.99,184,34.01,43020
43,21,543,335,61.69,208,38.31,43021
43,22,493,330,66.94,163,33.06,43022
43,23,454,296,65.2,158,34.8,43023
43,24,443,291,65.69,152,34.31,43024
43,25,438,308,70.32,130,29.68,43025
43,26,341,242,70.97,99,29.03,43026
43,27,342,221,64.62,121,35.38,43027
43,28,692,438,63.29,254,36.71,43028
43,29,463,299,64.58,164,35.42,43029
43,30,538,342,63.57,196,36.43,43030
43,31,529,351,66.35,178,33.65,43031
43,32,534,368,68.91,166,31.09,43032
43,33,591,341,57.7,250,42.3,43033
43,34,397,274,69.02,123,30.98,43034
43,35,640,371,57.97,269,42.03,43035
43,36,292,197,67.47,95,32.53,43036
43,37,549,378,68.85,171,31.15,43037
43,38,509,280,55.01,229,44.99,43038
43,39,441,277,62.81,164,37.19,43039
43,40,410,260,63.41,150,36.59,43040
43,41,653,425,65.08,228,34.92,43041
43,42,490,334,68.16,156,31.84,43042
43,43,589,343,58.23,246,41.77,43043
43,44,523,342,65.39,181,34.61,43044
44,1,592,463,78.21,129,21.79,44001
44,2,579,355,61.31,224,38.69,44002
44,3,551,419,76.04,132,23.96,44003
44,4,478,364,76.15,114,23.85,44004
44,5,541,428,79.11,113,20.89,44005
44,6,653,496,75.96,157,24.04,44006
44,7,397,259,65.24,138,34.76,44007
44,8,635,483,76.06,152,23.94,44008
44,9,513,337,65.69,176,34.31,44009
44,10,543,357,65.75,186,34.25,44010
44,11,547,375,68.56,172,31.44,44011
44,12,586,469,80.03,117,19.97,44012
44,13,407,260,63.88,147,36.12,44013
44,14,464,323,69.61,141,30.39,44014
44,15,537,405,75.42,132,24.58,44015
44,16,581,400,68.85,181,31.15,44016
44,17,685,547,79.85,138,20.15,44017
44,18,565,386,68.32,179,31.68,44018
44,19,572,448,78.32,124,21.68,44019
44,20,504,368,73.02,136,26.98,44020
44,21,630,491,77.94,139,22.06,44021
44,22,573,440,76.79,133,23.21,44022
44,23,529,398,75.24,131,24.76,44023
44,24,432,337,78.01,95,21.99,44024
44,25,536,378,70.52,158,29.48,44025
44,26,522,398,76.25,124,23.75,44026
44,27,574,397,69.16,177,30.84,44027
44,28,553,434,78.48,119,21.52,44028
44,29,590,400,67.8,190,32.2,44029
44,30,594,422,71.04,172,28.96,44030
44,31,472,309,65.47,163,34.53,44031
44,32,603,400,66.33,203,33.67,44032
44,33,513,440,85.77,73,14.23,44033
44,34,589,443,75.21,146,24.79,44034
44,35,627,464,74.0,163,26.0,44035
44,36,576,412,71.53,164,28.47,44036
44,37,582,435,74.74,147,25.26,44037
44,38,543,368,67.77,175,32.23,44038
44,39,497,303,60.97,194,39.03,44039
44,40,495,324,65.45,171,34.55,44040
44,41,589,461,78.27,128,21.73,44041
45,1,332,255,76.81,77,23.19,45001
45,2,352,288,81.82,64,18.18,45002
45,3,370,290,78.38,80,21.62,45003
45,4,495,365,73.74,130,26.26,45004
45,5,441,322,73.02,119,26.98,45005
45,6,490,367,74.9,123,25.1,45006
45,7,530,385,72.64,145,27.36,45007
45,8,432,327,75.69,105,24.31,45008
45,9,438,327,74.66,111,25.34,45009
45,10,426,320,75.12,106,24.88,45010
45,11,307,237,77.2,70,22.8,45011
45,12,361,283,78.39,78,21.61,45012
45,13,371,265,71.43,106,28.57,45013
45,14,517,394,76.21,123,23.79,45014
45,15,534,416,77.9,118,22.1,45015
45,16,414,301,72.71,113,27.29,45016
45,17,438,289,65.98,149,34.02,45017
45,18,435,281,64.6,154,35.4,45018
45,19,431,280,64.97,151,35.03,45019
45,20,439,296,67.43,143,32.57,45020
45,21,486,319,65.64,167,34.36,45021
45,22,423,283,66.9,140,33.1,45022
45,23,437,266,60.87,171,39.13,45023
45,24,439,312,71.07,127,28.93,45024
45,25,393,242,61.58,151,38.42,45025
45,26,415,259,62.41,156,37.59,45026
45,27,403,249,61.79,154,38.21,45027
45,28,430,252,58.6,178,41.4,45028
45,29,425,261,61.41,164,38.59,45029
45,30,343,251,73.18,92,26.82,45030
45,31,327,223,68.2,104,31.8,45031
45,32,356,251,70.51,105,29.49,45032
45,33,279,203,72.76,76,27.24,45033
45,34,422,305,72.27,117,27.73,45034
45,35,440,289,65.68,151,34.32,45035
45,36,420,284,67.62,136,32.38,45036
45,37,381,252,66.14,129,33.86,45037
45,38,390,260,66.67,130,33.33,45038
45,39,380,252,66.32,128,33.68,45039
45,40,398,257,64.57,141,35.43,45040
45,41,351,221,62.96,130,37.04,45041
45,42,405,258,63.7,147,36.3,45042
45,43,412,254,61.65,158,38.35,45043
45,44,422,261,61.85,161,38.15,45044
46,1,376,308,81.91,68,18.09,46001
46,2,471,392,83.23,79,16.77,46002
46,3,604,457,75.66,147,24.34,46003
46,4,441,363,82.31,78,17.69,46004
46,5,544,411,75.55,133,24.45,46005
46,6,385,343,89.09,42,10.91,46006
46,7,576,468,81.25,108,18.75,46007
46,8,370,314,84.86,56,15.14,46008
46,9,504,414,82.14,90,17.86,46009
46,10,610,461,75.57,149,24.43,46010
46,11,461,332,72.02,129,27.98,46011
46,12,490,425,86.73,65,13.27,46012
46,13,523,421,80.5,102,19.5,46013
46,14,536,466,86.94,70,13.06,46014
46,15,577,432,74.87,145,25.13,46015
46,16,515,430,83.5,85,16.5,46016
46,17,607,471,77.59,136,22.41,46017
46,18,551,413,74.95,138,25.05,46018
46,19,338,259,76.63,79,23.37,46019
46,20,446,398,89.24,48,10.76,46020
46,21,359,300,83.57,59,16.43,46021
46,22,359,293,81.62,66,18.38,46022
46,23,439,388,88.38,51,11.62,46023
46,24,546,412,75.46,134,24.54,46024
46,25,479,409,85.39,70,14.61,46025
46,26,468,409,87.39,59,12.61,46026
46,27,556,437,78.6,119,21.4,46027
46,28,508,394,77.56,114,22.44,46028
46,29,416,331,79.57,85,20.43,46029
46,30,517,431,83.37,86,16.63,46030
46,31,558,453,81.18,105,18.82,46031
46,32,487,411,84.39,76,15.61,46032
46,33,628,501,79.78,127,20.22,46033
46,34,561,443,78.97,118,21.03,46034
46,35,614,520,84.69,94,15.31,46035
46,36,462,356,77.06,106,22.94,46036
46,37,371,332,89.49,39,10.51,46037
46,38,544,458,84.19,86,15.81,46038
46,39,469,352,75.05,117,24.95,46039
46,40,447,368,82.33,79,17.67,46040
47,1,356,255,71.63,101,28.37,47001
47,2,529,406,76.75,123,23.25,47002
47,3,499,354,70.94,145,29.06,47003
47,4,596,429,71.98,167,28.02,47004
47,5,544,451,82.9,93,17.1,47005
47,6,534,393,73.6,141,26.4,47006
47,7,469,360,76.76,109,23.24,47007
47,8,548,406,74.09,142,25.91,47008
47,9,441,332,75.28,109,24.72,47009
47,10,593,500,84.32,93,15.68,47010
47,11,473,355,75.05,118,24.95,47011
47,12,493,395,80.12,98,19.88,47012
47,13,496,403,81.25,93,18.75,47013
47,14,473,344,72.73,129,27.27,47014
47,15,565,488,86.37,77,13.63,47015
47,16,471,388,82.38,83,17.62,47016
47,17,458,339,74.02,119,25.98,47017
47,18,462,342,74.03,120,25.97,47018
47,19,557,485,87.07,72,12.93,47019
47,20,489,400,81.8,89,18.2,47020
47,21,480,400,83.33,80,16.67,47021
47,22,516,418,81.01,98,18.99,47022
47,23,554,497,89.71,57,10.29,47023
47,24,500,360,72.0,140,28.0,47024
47,25,466,372,79.83,94,20.17,47025
47,26,514,440,85.6,74,14.4,47026
47,27,475,346,72.84,129,27.16,47027
47,28,473,368,77.8,105,22.2,47028
47,29,512,374,73.05,138,26.95,47029
47,30,542,467,86.16,75,13.84,47030
47,31,484,403,83.26,81,16.74,47031
47,32,541,455,84.1,86,15.9,47032
47,33,509,364,71.51,145,28.49,47033
47,34,516,422,81.78,94,18.22,47034
47,35,465,347,74.62,118,25.38,47035
47,36,544,446,81.99,98,18.01,47036
47,37,537,426,79.33,111,20.67,47037
47,38,468,380,81.2,88,18.8,47038
47,39,514,401,78.02,113,21.98,47039
47,40,518,434,83.78,84,16.22,47040
47,41,538,441,81.97,97,18.03,47041
47,42,469,402,85.71,67,14.29,47042
47,43,471,342,72.61,129,27.39,47043
47,44,482,351,72.82,131,27.18,47044
47,45,521,437,83.88,84,16.12,47045
47,46,493,350,70.99,143,29.01,47046
47,47,519,379,73.03,140,26.97,47047
47,48,32,30,93.75,2,6.25,47048
48,1,425,362,85.18,63,14.82,48001
48,2,222,179,80.63,43,19.37,48002
48,3,548,473,86.31,75,13.69,48003
48,4,407,352,86.49,55,13.51,48004
48,5,298,231,77.52,67,22.48,48005
48,6,559,464,83.01,95,16.99,48006
48,7,483,421,87.16,62,12.84,48007
48,8,260,188,72.31,72,27.69,48008
48,9,366,276,75.41,90,24.59,48009
48,10,594,530,89.23,64,10.77,48010
48,11,425,369,86.82,56,13.18,48011
48,12,576,496,86.11,80,13.89,48012
48,13,635,503,79.21,132,20.79,48013
48,14,305,228,74.75,77,25.25,48014
48,15,324,264,81.48,60,18.52,48015
48,16,498,425,85.34,73,14.66,48016
48,17,447,378,84.56,69,15.44,48017
48,18,405,354,87.41,51,12.59,48018
48,19,328,288,87.8,40,12.2,48019
48,20,523,467,89.29,56,10.71,48020
48,21,588,516,87.76,72,12.24,48021
48,22,431,351,81.44,80,18.56,48022
48,23,397,324,81.61,73,18.39,48023
48,24,501,365,72.85,136,27.15,48024
48,25,452,376,83.19,76,16.81,48025
48,26,269,219,81.41,50,18.59,48026
48,27,398,331,83.17,67,16.83,48027
48,28,675,511,75.7,164,24.3,48028
48,29,234,195,83.33,39,16.67,48029
48,30,431,378,87.7,53,12.3,48030
48,31,634,555,87.54,79,12.46,48031
48,32,460,413,89.78,47,10.22,48032
48,33,285,227,79.65,58,20.35,48033
48,34,443,381,86.0,62,14.0,48034
48,35,394,320,81.22,74,18.78,48035
48,36,309,251,81.23,58,18.77,48036
48,37,457,385,84.25,72,15.75,48037
48,38,476,395,82.98,81,17.02,48038
48,39,426,328,77.0,98,23.0,48039
48,40,418,354,84.69,64,15.31,48040
48,41,567,500,88.18,67,11.82,48041
48,42,553,494,89.33,59,10.67,48042
48,43,538,461,85.69,77,14.31,48043
48,44,553,497,89.87,56,10.13,48044
48,45,362,318,87.85,44,12.15,48045
48,46,320,271,84.69,49,15.31,48046
49,1,441,419,95.01,22,4.99,49001
49,2,338,295,87.28,43,12.72,49002
49,3,531,481,90.58,50,9.42,49003
49,4,577,513,88.91,64,11.09,49004
49,5,470,426,90.64,44,9.36,49005
49,6,497,425,85.51,72,14.49,49006
49,7,409,331,80.93,78,19.07,49007
49,8,405,347,85.68,58,14.32,49008
49,9,540,468,86.67,72,13.33,49009
49,10,481,418,86.9,63,13.1,49010
49,11,609,542,89.0,67,11.0,49011
49,12,592,516,87.16,76,12.84,49012
49,13,578,488,84.43,90,15.57,49013
49,14,423,359,84.87,64,15.13,49014
49,15,377,331,87.8,46,12.2,49015
49,16,418,344,82.3,74,17.7,49016
49,17,407,327,80.34,80,19.66,49017
49,18,610,558,91.48,52,8.52,49018
49,19,444,406,91.44,38,8.56,49019
49,20,672,604,89.88,68,10.12,49020
49,21,313,268,85.62,45,14.38,49021
49,22,514,454,88.33,60,11.67,49022
49,23,539,475,88.13,64,11.87,49023
49,24,483,438,90.68,45,9.32,49024
49,25,631,563,89.22,68,10.78,49025
