ward,precinct,total,"Marcus C. Evans, Jr.","Marcus C. Evans, Jr. Percent",precinct_id
7,26,360,360,100.0,07026
7,27,391,391,100.0,07027
7,28,291,291,100.0,07028
7,29,376,376,100.0,07029
7,30,287,287,100.0,07030
7,32,223,223,100.0,07032
7,36,499,499,100.0,07036
7,37,27,27,100.0,07037
7,38,388,388,100.0,07038
7,39,433,433,100.0,07039
7,40,421,421,100.0,07040
7,41,433,433,100.0,07041
7,42,426,426,100.0,07042
7,43,426,426,100.0,07043
7,44,414,414,100.0,07044
7,45,459,459,100.0,07045
8,3,464,464,100.0,08003
8,4,448,448,100.0,08004
8,5,480,480,100.0,08005
8,6,485,485,100.0,08006
8,7,521,521,100.0,08007
8,8,446,446,100.0,08008
8,10,522,522,100.0,08010
8,11,428,428,100.0,08011
8,12,416,416,100.0,08012
8,14,392,392,100.0,08014
8,15,139,139,100.0,08015
8,17,357,357,100.0,08017
8,18,472,472,100.0,08018
8,19,493,493,100.0,08019
8,23,451,451,100.0,08023
8,24,265,265,100.0,08024
8,25,469,469,100.0,08025
8,27,468,468,100.0,08027
8,29,551,551,100.0,08029
8,30,487,487,100.0,08030
8,33,445,445,100.0,08033
8,35,519,519,100.0,08035
8,36,480,480,100.0,08036
8,37,368,368,100.0,08037
8,38,336,336,100.0,08038
8,40,359,359,100.0,08040
8,41,486,486,100.0,08041
8,44,358,358,100.0,08044
8,45,329,329,100.0,08045
8,46,379,379,100.0,08046
8,48,533,533,100.0,08048
8,49,473,473,100.0,08049
8,50,479,479,100.0,08050
8,51,468,468,100.0,08051
8,52,532,532,100.0,08052
8,53,307,307,100.0,08053
8,54,137,137,100.0,08054
8,56,470,470,100.0,08056
10,2,311,311,100.0,10002
10,3,250,250,100.0,10003
10,5,246,246,100.0,10005
10,9,270,270,100.0,10009
10,13,339,339,100.0,10013
10,14,4,4,100.0,10014
10,15,759,759,100.0,10015
10,16,245,245,100.0,10016
10,17,369,369,100.0,10017
10,21,9,9,100.0,10021
10,23,85,85,100.0,10023
10,24,287,287,100.0,10024
10,27,46,46,100.0,10027
10,33,2,2,100.0,10033
