ward,precinct,total,Michael Tully Mullen,Michael Tully Mullen Percent,precinct_id
1,1,297,297,100.0,01001
1,2,278,278,100.0,01002
1,3,427,427,100.0,01003
1,4,340,340,100.0,01004
1,5,367,367,100.0,01005
1,6,313,313,100.0,01006
1,7,315,315,100.0,01007
1,8,279,279,100.0,01008
1,9,308,308,100.0,01009
1,10,366,366,100.0,01010
1,11,393,393,100.0,01011
1,12,344,344,100.0,01012
1,13,317,317,100.0,01013
1,14,363,363,100.0,01014
1,15,307,307,100.0,01015
1,16,412,412,100.0,01016
1,17,279,279,100.0,01017
1,18,309,309,100.0,01018
1,19,379,379,100.0,01019
1,20,279,279,100.0,01020
1,21,404,404,100.0,01021
1,22,184,184,100.0,01022
1,23,423,423,100.0,01023
1,24,266,266,100.0,01024
1,25,298,298,100.0,01025
1,26,198,198,100.0,01026
1,27,312,312,100.0,01027
1,28,304,304,100.0,01028
1,29,309,309,100.0,01029
1,30,288,288,100.0,01030
1,31,303,303,100.0,01031
1,32,315,315,100.0,01032
1,33,306,306,100.0,01033
1,34,355,355,100.0,01034
1,35,354,354,100.0,01035
1,36,380,380,100.0,01036
1,37,327,327,100.0,01037
1,38,303,303,100.0,01038
1,39,274,274,100.0,01039
1,40,301,301,100.0,01040
2,1,353,353,100.0,02001
2,2,272,272,100.0,02002
2,3,378,378,100.0,02003
2,4,345,345,100.0,02004
2,5,396,396,100.0,02005
2,6,341,341,100.0,02006
2,7,329,329,100.0,02007
2,8,386,386,100.0,02008
2,9,309,309,100.0,02009
2,10,282,282,100.0,02010
2,11,270,270,100.0,02011
2,12,335,335,100.0,02012
2,13,343,343,100.0,02013
2,14,345,345,100.0,02014
2,15,344,344,100.0,02015
2,16,319,319,100.0,02016
2,17,410,410,100.0,02017
2,18,282,282,100.0,02018
2,19,254,254,100.0,02019
2,20,335,335,100.0,02020
2,21,368,368,100.0,02021
2,22,325,325,100.0,02022
2,23,226,226,100.0,02023
2,24,303,303,100.0,02024
2,25,370,370,100.0,02025
2,26,296,296,100.0,02026
2,27,307,307,100.0,02027
2,28,391,391,100.0,02028
2,29,361,361,100.0,02029
2,30,304,304,100.0,02030
2,31,431,431,100.0,02031
2,32,291,291,100.0,02032
2,33,502,502,100.0,02033
2,34,260,260,100.0,02034
2,35,360,360,100.0,02035
2,36,250,250,100.0,02036
2,37,334,334,100.0,02037
2,38,296,296,100.0,02038
2,39,201,201,100.0,02039
2,40,433,433,100.0,02040
2,41,313,313,100.0,02041
2,42,409,409,100.0,02042
2,43,403,403,100.0,02043
2,44,213,213,100.0,02044
2,45,394,394,100.0,02045
2,46,218,218,100.0,02046
3,1,470,470,100.0,03001
3,2,437,437,100.0,03002
3,3,396,396,100.0,03003
3,4,474,474,100.0,03004
3,5,355,355,100.0,03005
3,6,419,419,100.0,03006
3,7,329,329,100.0,03007
3,8,332,332,100.0,03008
3,9,431,431,100.0,03009
3,10,285,285,100.0,03010
3,11,474,474,100.0,03011
3,12,440,440,100.0,03012
3,13,425,425,100.0,03013
3,14,385,385,100.0,03014
3,15,413,413,100.0,03015
3,16,432,432,100.0,03016
3,17,369,369,100.0,03017
3,18,574,574,100.0,03018
3,19,359,359,100.0,03019
3,20,373,373,100.0,03020
3,21,412,412,100.0,03021
3,22,428,428,100.0,03022
3,23,400,400,100.0,03023
3,24,457,457,100.0,03024
3,25,444,444,100.0,03025
3,26,412,412,100.0,03026
3,27,333,333,100.0,03027
3,28,300,300,100.0,03028
3,29,434,434,100.0,03029
3,30,420,420,100.0,03030
3,31,478,478,100.0,03031
3,32,399,399,100.0,03032
3,33,448,448,100.0,03033
3,34,441,441,100.0,03034
3,35,234,234,100.0,03035
3,36,304,304,100.0,03036
3,37,429,429,100.0,03037
3,38,378,378,100.0,03038
3,39,399,399,100.0,03039
3,40,413,413,100.0,03040
3,41,318,318,100.0,03041
4,1,559,559,100.0,04001
4,2,437,437,100.0,04002
4,3,399,399,100.0,04003
4,4,471,471,100.0,04004
4,5,407,407,100.0,04005
4,6,524,524,100.0,04006
4,7,461,461,100.0,04007
4,8,521,521,100.0,04008
4,9,504,504,100.0,04009
4,10,531,531,100.0,04010
4,11,464,464,100.0,04011
4,12,523,523,100.0,04012
4,13,342,342,100.0,04013
4,14,456,456,100.0,04014
4,15,482,482,100.0,04015
4,16,441,441,100.0,04016
4,17,445,445,100.0,04017
4,18,398,398,100.0,04018
4,19,488,488,100.0,04019
4,20,382,382,100.0,04020
4,21,504,504,100.0,04021
4,22,427,427,100.0,04022
4,23,562,562,100.0,04023
4,24,437,437,100.0,04024
4,25,385,385,100.0,04025
4,26,407,407,100.0,04026
4,27,477,477,100.0,04027
4,28,558,558,100.0,04028
4,29,414,414,100.0,04029
4,30,551,551,100.0,04030
4,31,442,442,100.0,04031
4,32,474,474,100.0,04032
4,33,480,480,100.0,04033
4,34,454,454,100.0,04034
4,35,619,619,100.0,04035
4,36,505,505,100.0,04036
4,37,398,398,100.0,04037
4,38,532,532,100.0,04038
5,1,395,395,100.0,05001
5,2,410,410,100.0,05002
5,3,390,390,100.0,05003
5,4,464,464,100.0,05004
5,5,447,447,100.0,05005
5,6,330,330,100.0,05006
5,7,417,417,100.0,05007
5,8,361,361,100.0,05008
5,9,452,452,100.0,05009
5,10,401,401,100.0,05010
5,11,402,402,100.0,05011
5,12,356,356,100.0,05012
5,13,413,413,100.0,05013
5,14,350,350,100.0,05014
5,15,414,414,100.0,05015
5,16,418,418,100.0,05016
5,17,401,401,100.0,05017
5,18,335,335,100.0,05018
5,19,352,352,100.0,05019
5,20,471,471,100.0,05020
5,21,373,373,100.0,05021
5,22,422,422,100.0,05022
5,23,515,515,100.0,05023
5,24,395,395,100.0,05024
5,25,376,376,100.0,05025
5,26,438,438,100.0,05026
5,27,349,349,100.0,05027
5,28,441,441,100.0,05028
5,29,523,523,100.0,05029
5,30,409,409,100.0,05030
5,31,401,401,100.0,05031
5,32,468,468,100.0,05032
5,33,458,458,100.0,05033
5,34,405,405,100.0,05034
5,35,414,414,100.0,05035
5,36,389,389,100.0,05036
5,37,584,584,100.0,05037
5,38,454,454,100.0,05038
5,39,328,328,100.0,05039
5,40,414,414,100.0,05040
6,1,404,404,100.0,06001
6,2,384,384,100.0,06002
6,3,406,406,100.0,06003
6,4,345,345,100.0,06004
6,5,350,350,100.0,06005
6,6,367,367,100.0,06006
6,7,381,381,100.0,06007
6,8,400,400,100.0,06008
6,9,400,400,100.0,06009
6,10,310,310,100.0,06010
6,11,405,405,100.0,06011
6,12,383,383,100.0,06012
6,13,299,299,100.0,06013
6,14,386,386,100.0,06014
6,15,419,419,100.0,06015
6,16,347,347,100.0,06016
6,17,324,324,100.0,06017
6,18,243,243,100.0,06018
6,19,369,369,100.0,06019
6,20,304,304,100.0,06020
6,21,299,299,100.0,06021
6,22,322,322,100.0,06022
6,23,304,304,100.0,06023
6,24,286,286,100.0,06024
6,25,280,280,100.0,06025
6,26,301,301,100.0,06026
6,27,260,260,100.0,06027
6,28,264,264,100.0,06028
6,29,406,406,100.0,06029
6,30,398,398,100.0,06030
6,31,379,379,100.0,06031
6,32,379,379,100.0,06032
6,33,382,382,100.0,06033
6,34,365,365,100.0,06034
6,35,353,353,100.0,06035
6,36,404,404,100.0,06036
6,37,379,379,100.0,06037
6,38,385,385,100.0,06038
6,39,391,391,100.0,06039
6,40,377,377,100.0,06040
6,41,394,394,100.0,06041
6,42,433,433,100.0,06042
6,43,367,367,100.0,06043
6,44,367,367,100.0,06044
6,45,403,403,100.0,06045
6,46,346,346,100.0,06046
6,47,328,328,100.0,06047
6,48,379,379,100.0,06048
7,1,317,317,100.0,07001
7,2,358,358,100.0,07002
7,3,371,371,100.0,07003
7,4,399,399,100.0,07004
7,5,347,347,100.0,07005
7,6,487,487,100.0,07006
7,7,375,375,100.0,07007
7,8,313,313,100.0,07008
7,9,595,595,100.0,07009
7,10,371,371,100.0,07010
7,11,431,431,100.0,07011
7,12,434,434,100.0,07012
7,13,261,261,100.0,07013
7,14,393,393,100.0,07014
7,15,396,396,100.0,07015
7,16,417,417,100.0,07016
7,17,388,388,100.0,07017
7,18,380,380,100.0,07018
7,19,349,349,100.0,07019
7,20,329,329,100.0,07020
7,21,388,388,100.0,07021
7,22,317,317,100.0,07022
7,23,381,381,100.0,07023
7,24,385,385,100.0,07024
7,25,304,304,100.0,07025
7,26,316,316,100.0,07026
7,27,340,340,100.0,07027
7,28,300,300,100.0,07028
7,29,333,333,100.0,07029
7,30,299,299,100.0,07030
7,31,372,372,100.0,07031
7,32,476,476,100.0,07032
7,33,461,461,100.0,07033
7,34,430,430,100.0,07034
7,35,373,373,100.0,07035
7,36,428,428,100.0,07036
7,37,414,414,100.0,07037
7,38,331,331,100.0,07038
7,39,366,366,100.0,07039
7,40,356,356,100.0,07040
7,41,357,357,100.0,07041
7,42,362,362,100.0,07042
7,43,372,372,100.0,07043
7,44,338,338,100.0,07044
7,45,388,388,100.0,07045
8,1,337,337,100.0,08001
8,2,450,450,100.0,08002
8,3,416,416,100.0,08003
8,4,386,386,100.0,08004
8,5,402,402,100.0,08005
8,6,429,429,100.0,08006
8,7,456,456,100.0,08007
8,8,354,354,100.0,08008
8,9,264,264,100.0,08009
8,10,462,462,100.0,08010
8,11,343,343,100.0,08011
8,12,359,359,100.0,08012
8,13,452,452,100.0,08013
8,14,321,321,100.0,08014
8,15,383,383,100.0,08015
8,16,159,159,100.0,08016
8,17,314,314,100.0,08017
8,18,385,385,100.0,08018
8,19,438,438,100.0,08019
8,20,408,408,100.0,08020
8,21,515,515,100.0,08021
8,22,371,371,100.0,08022
8,23,380,380,100.0,08023
8,24,224,224,100.0,08024
8,25,390,390,100.0,08025
8,26,347,347,100.0,08026
8,27,413,413,100.0,08027
8,28,418,418,100.0,08028
8,29,477,477,100.0,08029
8,30,414,414,100.0,08030
8,31,290,290,100.0,08031
8,32,316,316,100.0,08032
8,33,375,375,100.0,08033
8,34,372,372,100.0,08034
8,35,445,445,100.0,08035
8,36,411,411,100.0,08036
8,37,307,307,100.0,08037
8,38,277,277,100.0,08038
8,39,377,377,100.0,08039
8,40,302,302,100.0,08040
8,41,412,412,100.0,08041
8,42,482,482,100.0,08042
8,43,213,213,100.0,08043
8,44,296,296,100.0,08044
8,45,409,409,100.0,08045
8,46,315,315,100.0,08046
8,47,317,317,100.0,08047
8,48,442,442,100.0,08048
8,49,389,389,100.0,08049
8,50,383,383,100.0,08050
8,51,379,379,100.0,08051
8,52,467,467,100.0,08052
8,53,261,261,100.0,08053
8,54,358,358,100.0,08054
