ward,precinct,total,Monique D. Davis,Monique D. Davis Percent,precinct_id
9,2,83,83,100.0,09002
9,10,418,418,100.0,09010
9,17,90,90,100.0,09017
9,20,458,458,100.0,09020
9,21,436,436,100.0,09021
9,27,431,431,100.0,09027
9,30,384,384,100.0,09030
19,14,425,425,100.0,19014
19,20,357,357,100.0,19020
19,31,279,279,100.0,19031
19,40,360,360,100.0,19040
19,42,314,314,100.0,19042
19,43,663,663,100.0,19043
19,47,531,531,100.0,19047
19,48,665,665,100.0,19048
19,49,486,486,100.0,19049
21,2,122,122,100.0,21002
21,5,458,458,100.0,21005
21,6,469,469,100.0,21006
21,10,472,472,100.0,21010
21,11,464,464,100.0,21011
21,12,462,462,100.0,21012
21,17,385,385,100.0,21017
21,19,473,473,100.0,21019
21,20,138,138,100.0,21020
21,21,429,429,100.0,21021
21,22,323,323,100.0,21022
21,23,454,454,100.0,21023
21,24,484,484,100.0,21024
21,25,438,438,100.0,21025
21,27,472,472,100.0,21027
21,33,433,433,100.0,21033
21,34,217,217,100.0,21034
21,35,468,468,100.0,21035
21,36,389,389,100.0,21036
21,37,396,396,100.0,21037
21,38,548,548,100.0,21038
21,39,457,457,100.0,21039
21,40,505,505,100.0,21040
21,41,449,449,100.0,21041
21,42,328,328,100.0,21042
21,43,60,60,100.0,21043
21,44,329,329,100.0,21044
21,45,488,488,100.0,21045
21,46,473,473,100.0,21046
21,48,273,273,100.0,21048
21,49,414,414,100.0,21049
21,50,426,426,100.0,21050
21,52,65,65,100.0,21052
34,1,546,546,100.0,34001
34,2,181,181,100.0,34002
34,5,460,460,100.0,34005
34,7,518,518,100.0,34007
34,8,420,420,100.0,34008
34,10,480,480,100.0,34010
34,12,535,535,100.0,34012
34,13,511,511,100.0,34013
34,15,433,433,100.0,34015
34,17,593,593,100.0,34017
34,19,543,543,100.0,34019
34,20,295,295,100.0,34020
34,21,524,524,100.0,34021
34,25,500,500,100.0,34025
34,29,419,419,100.0,34029
34,31,65,65,100.0,34031
34,32,450,450,100.0,34032
34,34,517,517,100.0,34034
34,35,545,545,100.0,34035
34,40,529,529,100.0,34040
34,43,390,390,100.0,34043
34,44,482,482,100.0,34044
34,45,505,505,100.0,34045
34,46,316,316,100.0,34046
34,47,491,491,100.0,34047
34,48,507,507,100.0,34048
34,49,537,537,100.0,34049
34,51,293,293,100.0,34051
34,52,345,345,100.0,34052
