ward,precinct,total,Mitt Romney & Paul Ryan,Mitt Romney & Paul Ryan Percent,Gary Johnson & James P. Gray,Gary Johnson & James P. Gray Percent,Jill Stein & Howie Hawkins,Jill Stein & Howie Hawkins Percent,precinct_id
39,13,430,125,29.07,2,0.47,2,0.47,39013
39,14,447,128,28.64,9,2.01,5,1.12,39014
39,15,709,355,50.07,1,0.14,1,0.14,39015
39,16,404,74,18.32,4,0.99,7,1.73,39016
39,17,582,246,42.27,6,1.03,6,1.03,39017
39,18,468,117,25.0,4,0.85,4,0.85,39018
39,19,479,117,24.43,10,2.09,8,1.67,39019
39,20,476,210,44.12,7,1.47,0,0.0,39020
39,21,428,178,41.59,3,0.7,5,1.17,39021
39,22,374,89,23.8,3,0.8,3,0.8,39022
39,23,502,178,35.46,7,1.39,6,1.2,39023
39,24,486,127,26.13,6,1.23,4,0.82,39024
39,25,382,76,19.9,5,1.31,10,2.62,39025
39,26,394,162,41.12,4,1.02,3,0.76,39026
39,27,81,28,34.57,0,0.0,1,1.23,39027
39,28,535,88,16.45,12,2.24,6,1.12,39028
39,29,254,35,13.78,2,0.79,3,1.18,39029
39,30,516,68,13.18,4,0.78,12,2.33,39030
39,31,420,87,20.71,3,0.71,2,0.48,39031
39,32,451,190,42.13,4,0.89,2,0.44,39032
39,33,654,173,26.45,8,1.22,10,1.53,39033
39,34,514,108,21.01,5,0.97,7,1.36,39034
39,35,456,96,21.05,3,0.66,6,1.32,39035
39,36,467,162,34.69,1,0.21,3,0.64,39036
39,37,496,183,36.9,8,1.61,5,1.01,39037
39,38,261,74,28.35,1,0.38,0,0.0,39038
39,39,517,160,30.95,1,0.19,1,0.19,39039
39,40,518,192,37.07,12,2.32,4,0.77,39040
39,41,594,240,40.4,5,0.84,4,0.67,39041
39,42,409,199,48.66,0,0.0,1,0.24,39042
39,43,168,45,26.79,2,1.19,1,0.6,39043
39,44,586,94,16.04,1,0.17,12,2.05,39044
39,45,304,95,31.25,2,0.66,3,0.99,39045
40,1,426,85,19.95,4,0.94,4,0.94,40001
40,2,454,86,18.94,7,1.54,9,1.98,40002
40,3,600,82,13.67,10,1.67,10,1.67,40003
40,4,291,46,15.81,3,1.03,0,0.0,40004
40,5,531,91,17.14,2,0.38,5,0.94,40005
40,6,523,57,10.9,7,1.34,8,1.53,40006
40,7,420,54,12.86,10,2.38,8,1.9,40007
40,8,639,53,8.29,15,2.35,8,1.25,40008
40,9,446,67,15.02,1,0.22,3,0.67,40009
40,10,525,91,17.33,4,0.76,5,0.95,40010
40,11,630,89,14.13,10,1.59,11,1.75,40011
40,12,383,74,19.32,8,2.09,4,1.04,40012
40,13,705,79,11.21,10,1.42,11,1.56,40013
40,14,464,88,18.97,6,1.29,6,1.29,40014
40,15,445,90,20.22,0,0.0,8,1.8,40015
40,16,649,67,10.32,16,2.47,10,1.54,40016
40,17,418,74,17.7,5,1.2,4,0.96,40017
40,18,476,56,11.76,2,0.42,10,2.1,40018
40,19,600,111,18.5,6,1.0,5,0.83,40019
40,20,524,87,16.6,1,0.19,7,1.34,40020
40,21,580,74,12.76,11,1.9,17,2.93,40021
40,22,498,70,14.06,9,1.81,5,1.0,40022
40,23,578,68,11.76,7,1.21,5,0.87,40023
40,24,418,99,23.68,2,0.48,3,0.72,40024
40,25,589,56,9.51,6,1.02,11,1.87,40025
40,26,542,85,15.68,11,2.03,10,1.85,40026
40,27,674,100,14.84,3,0.45,12,1.78,40027
40,28,536,38,7.09,4,0.75,14,2.61,40028
40,29,481,132,27.44,3,0.62,3,0.62,40029
40,30,487,145,29.77,3,0.62,2,0.41,40030
40,31,560,72,12.86,5,0.89,10,1.79,40031
40,32,587,83,14.14,7,1.19,8,1.36,40032
40,33,526,50,9.51,2,0.38,8,1.52,40033
40,34,431,80,18.56,4,0.93,2,0.46,40034
40,35,434,100,23.04,1,0.23,5,1.15,40035
40,36,467,71,15.2,4,0.86,5,1.07,40036
40,37,531,67,12.62,1,0.19,5,0.94,40037
40,38,612,117,19.12,12,1.96,11,1.8,40038
40,39,140,23,16.43,5,3.57,0,0.0,40039
41,1,496,228,45.97,2,0.4,3,0.6,41001
41,2,523,265,50.67,5,0.96,6,1.15,41002
41,3,450,179,39.78,6,1.33,7,1.56,41003
41,4,537,238,44.32,7,1.3,5,0.93,41004
41,5,490,194,39.59,8,1.63,4,0.82,41005
41,6,590,292,49.49,4,0.68,1,0.17,41006
41,7,540,248,45.93,3,0.56,6,1.11,41007
41,8,529,247,46.69,7,1.32,3,0.57,41008
41,9,537,232,43.2,5,0.93,3,0.56,41009
41,10,565,267,47.26,4,0.71,4,0.71,41010
41,11,536,234,43.66,6,1.12,5,0.93,41011
41,12,475,187,39.37,1,0.21,2,0.42,41012
41,13,482,237,49.17,8,1.66,6,1.24,41013
41,14,592,272,45.95,8,1.35,7,1.18,41014
41,15,535,240,44.86,14,2.62,5,0.93,41015
41,16,557,219,39.32,9,1.62,7,1.26,41016
41,17,554,259,46.75,6,1.08,7,1.26,41017
41,18,490,220,44.9,5,1.02,1,0.2,41018
41,19,615,287,46.67,6,0.98,5,0.81,41019
41,20,441,191,43.31,8,1.81,2,0.45,41020
41,21,515,203,39.42,3,0.58,5,0.97,41021
41,22,543,266,48.99,3,0.55,2,0.37,41022
41,23,499,203,40.68,10,2.0,4,0.8,41023
41,24,483,243,50.31,8,1.66,3,0.62,41024
41,25,411,140,34.06,3,0.73,2,0.49,41025
41,26,508,231,45.47,10,1.97,0,0.0,41026
41,27,431,198,45.94,3,0.7,2,0.46,41027
41,28,622,174,27.97,3,0.48,3,0.48,41028
41,29,620,319,51.45,3,0.48,1,0.16,41029
41,30,525,207,39.43,6,1.14,4,0.76,41030
41,31,539,254,47.12,5,0.93,2,0.37,41031
41,32,568,264,46.48,8,1.41,2,0.35,41032
41,33,495,228,46.06,3,0.61,4,0.81,41033
41,34,474,223,47.05,4,0.84,2,0.42,41034
41,35,552,264,47.83,7,1.27,1,0.18,41035
41,36,506,216,42.69,6,1.19,5,0.99,41036
41,37,568,264,46.48,7,1.23,7,1.23,41037
41,38,489,206,42.13,9,1.84,4,0.82,41038
41,39,530,275,51.89,9,1.7,0,0.0,41039
41,40,597,315,52.76,5,0.84,6,1.01,41040
41,41,515,235,45.63,5,0.97,1,0.19,41041
41,42,545,243,44.59,9,1.65,9,1.65,41042
41,43,484,231,47.73,4,0.83,1,0.21,41043
41,44,544,287,52.76,2,0.37,4,0.74,41044
41,45,458,170,37.12,2,0.44,3,0.66,41045
41,46,544,230,42.28,13,2.39,5,0.92,41046
41,47,535,223,41.68,6,1.12,3,0.56,41047
42,1,611,261,42.72,2,0.33,4,0.65,42001
42,2,771,237,30.74,15,1.95,2,0.26,42002
42,3,606,154,25.41,11,1.82,8,1.32,42003
42,4,782,238,30.43,9,1.15,4,0.51,42004
42,5,523,174,33.27,8,1.53,1,0.19,42005
42,6,602,191,31.73,3,0.5,1,0.17,42006
42,7,720,255,35.42,3,0.42,0,0.0,42007
42,8,572,166,29.02,8,1.4,5,0.87,42008
42,9,636,164,25.79,10,1.57,6,0.94,42009
42,10,526,167,31.75,8,1.52,5,0.95,42010
42,11,468,217,46.37,4,0.85,0,0.0,42011
42,12,559,228,40.79,6,1.07,1,0.18,42012
42,13,526,196,37.26,5,0.95,1,0.19,42013
42,14,656,228,34.76,13,1.98,4,0.61,42014
42,15,571,234,40.98,4,0.7,2,0.35,42015
42,16,600,193,32.17,11,1.83,6,1.0,42016
42,17,539,237,43.97,15,2.78,1,0.19,42017
42,18,626,212,33.87,14,2.24,2,0.32,42018
42,19,695,302,43.45,4,0.58,2,0.29,42019
42,20,655,285,43.51,9,1.37,3,0.46,42020
42,21,443,128,28.89,4,0.9,3,0.68,42021
42,22,341,141,41.35,2,0.59,0,0.0,42022
42,23,626,269,42.97,11,1.76,3,0.48,42023
42,24,642,242,37.69,4,0.62,2,0.31,42024
42,25,639,274,42.88,5,0.78,3,0.47,42025
42,26,646,226,34.98,6,0.93,3,0.46,42026
42,27,494,155,31.38,14,2.83,1,0.2,42027
42,28,678,213,31.42,16,2.36,5,0.74,42028
42,29,620,227,36.61,9,1.45,3,0.48,42029
42,30,502,190,37.85,4,0.8,6,1.2,42030
42,31,609,248,40.72,6,0.99,2,0.33,42031
42,32,512,214,41.8,8,1.56,3,0.59,42032
42,33,561,161,28.7,5,0.89,8,1.43,42033
42,34,615,281,45.69,5,0.81,4,0.65,42034
42,35,782,253,32.35,6,0.77,4,0.51,42035
42,36,801,262,32.71,9,1.12,2,0.25,42036
42,37,468,182,38.89,3,0.64,0,0.0,42037
42,38,586,198,33.79,8,1.37,3,0.51,42038
42,39,612,208,33.99,19,3.1,4,0.65,42039
42,40,624,212,33.97,9,1.44,6,0.96,42040
42,41,632,163,25.79,20,3.16,5,0.79,42041
42,42,652,187,28.68,8,1.23,3,0.46,42042
43,1,596,157,26.34,7,1.17,5,0.84,43001
43,2,613,227,37.03,11,1.79,5,0.82,43002
43,3,566,219,38.69,11,1.94,2,0.35,43003
43,4,744,282,37.9,11,1.48,4,0.54,43004
43,5,671,227,33.83,7,1.04,2,0.3,43005
43,6,635,214,33.7,13,2.05,4,0.63,43006
43,7,411,108,26.28,4,0.97,1,0.24,43007
43,8,508,153,30.12,5,0.98,3,0.59,43008
43,9,695,228,32.81,6,0.86,2,0.29,43009
43,10,738,277,37.53,16,2.17,6,0.81,43010
43,11,542,209,38.56,9,1.66,6,1.11,43011
43,12,420,130,30.95,3,0.71,2,0.48,43012
43,13,581,147,25.3,5,0.86,2,0.34,43013
43,14,651,233,35.79,8,1.23,2,0.31,43014
43,15,639,223,34.9,12,1.88,3,0.47,43015
43,16,663,219,33.03,12,1.81,8,1.21,43016
43,17,528,198,37.5,2,0.38,3,0.57,43017
43,18,630,224,35.56,7,1.11,6,0.95,43018
43,19,657,182,27.7,13,1.98,5,0.76,43019
43,20,625,183,29.28,14,2.24,7,1.12,43020
43,21,648,212,32.72,14,2.16,7,1.08,43021
43,22,585,180,30.77,11,1.88,4,0.68,43022
43,23,519,172,33.14,3,0.58,4,0.77,43023
43,24,524,175,33.4,5,0.95,2,0.38,43024
43,25,514,154,29.96,5,0.97,2,0.39,43025
43,26,393,105,26.72,2,0.51,2,0.51,43026
43,27,409,132,32.27,5,1.22,3,0.73,43027
43,28,802,271,33.79,8,1.0,1,0.12,43028
43,29,547,178,32.54,5,0.91,5,0.91,43029
43,30,688,225,32.7,11,1.6,5,0.73,43030
43,31,651,188,28.88,9,1.38,4,0.61,43031
43,32,634,189,29.81,10,1.58,6,0.95,43032
43,33,673,277,41.16,8,1.19,2,0.3,43033
43,34,467,129,27.62,8,1.71,5,1.07,43034
43,35,732,306,41.8,5,0.68,1,0.14,43035
43,36,340,106,31.18,7,2.06,2,0.59,43036
43,37,663,193,29.11,7,1.06,3,0.45,43037
43,38,573,261,45.55,2,0.35,1,0.17,43038
43,39,535,177,33.08,12,2.24,1,0.19,43039
43,40,479,138,28.81,12,2.51,4,0.84,43040
43,41,770,247,32.08,12,1.56,3,0.39,43041
43,42,597,175,29.31,15,2.51,5,0.84,43042
43,43,687,274,39.88,5,0.73,1,0.15,43043
43,44,609,190,31.2,10,1.64,6,0.99,43044
44,1,682,133,19.5,7,1.03,5,0.73,44001
44,2,676,212,31.36,12,1.78,4,0.59,44002
44,3,638,161,25.24,3,0.47,4,0.63,44003
44,4,579,131,22.63,9,1.55,0,0.0,44004
44,5,629,125,19.87,5,0.79,4,0.64,44005
44,6,788,159,20.18,16,2.03,7,0.89,44006
44,7,468,150,32.05,6,1.28,4,0.85,44007
44,8,736,146,19.84,16,2.17,7,0.95,44008
44,9,603,193,32.01,9,1.49,6,1.0,44009
44,10,651,204,31.34,21,3.23,6,0.92,44010
44,11,651,182,27.96,8,1.23,4,0.61,44011
44,12,684,121,17.69,8,1.17,5,0.73,44012
44,13,495,166,33.54,7,1.41,6,1.21,44013
44,14,561,157,27.99,16,2.85,3,0.53,44014
44,15,610,124,20.33,13,2.13,10,1.64,44015
44,16,696,192,27.59,7,1.01,4,0.57,44016
44,17,799,142,17.77,13,1.63,6,0.75,44017
44,18,682,189,27.71,11,1.61,4,0.59,44018
44,19,691,149,21.56,7,1.01,8,1.16,44019
44,20,596,129,21.64,12,2.01,8,1.34,44020
44,21,729,130,17.83,21,2.88,12,1.65,44021
44,22,644,132,20.5,2,0.31,9,1.4,44022
44,23,635,142,22.36,12,1.89,6,0.94,44023
44,24,481,107,22.25,0,0.0,6,1.25,44024
44,25,622,166,26.69,5,0.8,3,0.48,44025
44,26,621,118,19.0,13,2.09,6,0.97,44026
44,27,709,207,29.2,12,1.69,7,0.99,44027
44,28,647,123,19.01,5,0.77,6,0.93,44028
44,29,716,201,28.07,17,2.37,7,0.98,44029
44,30,713,201,28.19,12,1.68,1,0.14,44030
44,31,574,158,27.53,14,2.44,6,1.05,44031
44,32,703,213,30.3,11,1.56,8,1.14,44032
44,33,611,69,11.29,16,2.62,13,2.13,44033
44,34,672,128,19.05,13,1.93,2,0.3,44034
44,35,731,170,23.26,10,1.37,5,0.68,44035
44,36,686,159,23.18,13,1.9,4,0.58,44036
44,37,664,134,20.18,13,1.96,7,1.05,44037
44,38,636,181,28.46,17,2.67,3,0.47,44038
44,39,595,210,35.29,12,2.02,4,0.67,44039
44,40,601,198,32.95,7,1.16,4,0.67,44040
44,41,705,130,18.44,13,1.84,10,1.42,44041
45,1,373,71,19.03,7,1.88,2,0.54,45001
45,2,405,49,12.1,11,2.72,6,1.48,45002
45,3,416,84,20.19,6,1.44,3,0.72,45003
45,4,551,136,24.68,5,0.91,7,1.27,45004
45,5,506,125,24.7,10,1.98,4,0.79,45005
45,6,564,119,21.1,14,2.48,8,1.42,45006
45,7,612,153,25.0,9,1.47,7,1.14,45007
45,8,502,124,24.7,7,1.39,3,0.6,45008
45,9,502,112,22.31,7,1.39,8,1.59,45009
45,10,468,114,24.36,5,1.07,4,0.85,45010
45,11,360,66,18.33,6,1.67,4,1.11,45011
45,12,412,90,21.84,4,0.97,6,1.46,45012
45,13,416,106,25.48,2,0.48,6,1.44,45013
45,14,590,135,22.88,4,0.68,7,1.19,45014
45,15,592,128,21.62,12,2.03,5,0.84,45015
45,16,448,120,26.79,7,1.56,7,1.56,45016
45,17,514,162,31.52,8,1.56,2,0.39,45017
45,18,502,176,35.06,10,1.99,2,0.4,45018
45,19,507,156,30.77,9,1.78,4,0.79,45019
45,20,503,155,30.82,3,0.6,4,0.8,45020
45,21,565,206,36.46,11,1.95,1,0.18,45021
45,22,524,183,34.92,6,1.15,6,1.15,45022
45,23,489,191,39.06,8,1.64,7,1.43,45023
45,24,502,168,33.47,9,1.79,3,0.6,45024
45,25,445,182,40.9,2,0.45,5,1.12,45025
45,26,476,192,40.34,7,1.47,2,0.42,45026
45,27,471,188,39.92,5,1.06,1,0.21,45027
45,28,492,219,44.51,7,1.42,3,0.61,45028
45,29,493,197,39.96,7,1.42,0,0.0,45029
45,30,390,93,23.85,3,0.77,6,1.54,45030
45,31,390,110,28.21,7,1.79,5,1.28,45031
45,32,410,111,27.07,3,0.73,5,1.22,45032
45,33,319,90,28.21,2,0.63,1,0.31,45033
45,34,459,130,28.32,5,1.09,5,1.09,45034
45,35,523,173,33.08,11,2.1,8,1.53,45035
45,36,482,150,31.12,7,1.45,3,0.62,45036
45,37,434,131,30.18,5,1.15,1,0.23,45037
45,38,440,125,28.41,4,0.91,4,0.91,45038
45,39,442,147,33.26,4,0.9,2,0.45,45039
45,40,458,156,34.06,6,1.31,3,0.66,45040
45,41,434,147,33.87,4,0.92,6,1.38,45041
45,42,457,180,39.39,6,1.31,2,0.44,45042
45,43,463,191,41.25,7,1.51,2,0.43,45043
45,44,474,166,35.02,17,3.59,5,1.05,45044
46,1,469,54,11.51,16,3.41,11,2.35,46001
46,2,552,64,11.59,10,1.81,3,0.54,46002
46,3,689,150,21.77,9,1.31,6,0.87,46003
46,4,501,70,13.97,8,1.6,4,0.8,46004
46,5,660,139,21.06,18,2.73,8,1.21,46005
46,6,467,40,8.57,1,0.21,3,0.64,46006
46,7,666,118,17.72,6,0.9,8,1.2,46007
46,8,452,67,14.82,2,0.44,3,0.66,46008
46,9,575,77,13.39,11,1.91,7,1.22,46009
46,10,714,157,21.99,11,1.54,7,0.98,46010
46,11,549,151,27.5,5,0.91,3,0.55,46011
46,12,557,46,8.26,5,0.9,8,1.44,46012
46,13,609,90,14.78,10,1.64,5,0.82,46013
46,14,687,73,10.63,0,0.0,2,0.29,46014
46,15,661,134,20.27,9,1.36,2,0.3,46015
46,16,594,75,12.63,10,1.68,14,2.36,46016
46,17,661,123,18.61,10,1.51,6,0.91,46017
46,18,659,156,23.67,8,1.21,7,1.06,46018
46,19,395,81,20.51,9,2.28,1,0.25,46019
46,20,537,46,8.57,4,0.74,10,1.86,46020
46,21,473,99,20.93,4,0.85,5,1.06,46021
46,22,468,58,12.39,14,2.99,6,1.28,46022
46,23,506,43,8.5,3,0.59,9,1.78,46023
46,24,626,118,18.85,13,2.08,11,1.76,46024
46,25,565,57,10.09,8,1.42,7,1.24,46025
46,26,543,57,10.5,9,1.66,2,0.37,46026
46,27,661,110,16.64,8,1.21,10,1.51,46027
46,28,590,121,20.51,7,1.19,5,0.85,46028
46,29,485,79,16.29,3,0.62,5,1.03,46029
46,30,594,84,14.14,9,1.52,6,1.01,46030
46,31,645,94,14.57,13,2.02,9,1.4,46031
46,32,618,69,11.17,4,0.65,7,1.13,46032
46,33,715,135,18.88,4,0.56,5,0.7,46033
46,34,643,105,16.33,15,2.33,12,1.87,46034
46,35,721,91,12.62,6,0.83,6,0.83,46035
46,36,559,115,20.57,7,1.25,4,0.72,46036
46,37,464,34,7.33,2,0.43,4,0.86,46037
46,38,652,94,14.42,10,1.53,5,0.77,46038
46,39,550,117,21.27,10,1.82,4,0.73,46039
46,40,514,71,13.81,4,0.78,3,0.58,46040
47,1,400,91,22.75,11,2.75,6,1.5,47001
47,2,627,133,21.21,6,0.96,3,0.48,47002
47,3,579,152,26.25,5,0.86,5,0.86,47003
47,4,670,179,26.72,7,1.04,7,1.04,47004
47,5,618,89,14.4,12,1.94,8,1.29,47005
47,6,624,142,22.76,16,2.56,4,0.64,47006
47,7,541,115,21.26,7,1.29,7,1.29,47007
47,8,622,141,22.67,9,1.45,11,1.77,47008
47,9,523,112,21.41,11,2.1,4,0.76,47009
47,10,664,84,12.65,10,1.51,9,1.36,47010
47,11,554,125,22.56,5,0.9,6,1.08,47011
47,12,588,113,19.22,12,2.04,12,2.04,47012
47,13,555,81,14.59,9,1.62,7,1.26,47013
47,14,537,134,24.95,13,2.42,9,1.68,47014
47,15,646,63,9.75,6,0.93,11,1.7,47015
47,16,540,94,17.41,5,0.93,10,1.85,47016
47,17,528,125,23.67,4,0.76,11,2.08,47017
47,18,543,118,21.73,11,2.03,6,1.1,47018
47,19,621,57,9.18,7,1.13,9,1.45,47019
47,20,550,80,14.55,6,1.09,5,0.91,47020
47,21,547,79,14.44,4,0.73,13,2.38,47021
47,22,588,82,13.95,6,1.02,11,1.87,47022
47,23,602,50,8.31,7,1.16,13,2.16,47023
47,24,582,153,26.29,5,0.86,4,0.69,47024
47,25,542,95,17.53,8,1.48,7,1.29,47025
47,26,598,73,12.21,11,1.84,7,1.17,47026
47,27,568,125,22.01,14,2.46,10,1.76,47027
47,28,550,99,18.0,4,0.73,10,1.82,47028
47,29,588,148,25.17,8,1.36,9,1.53,47029
47,30,613,93,15.17,8,1.31,13,2.12,47030
47,31,569,84,14.76,7,1.23,16,2.81,47031
47,32,619,74,11.95,7,1.13,10,1.62,47032
47,33,575,159,27.65,9,1.57,8,1.39,47033
47,34,586,84,14.33,11,1.88,11,1.88,47034
47,35,551,117,21.23,6,1.09,8,1.45,47035
47,36,611,79,12.93,19,3.11,12,1.96,47036
47,37,618,109,17.64,10,1.62,6,0.97,47037
47,38,548,91,16.61,8,1.46,9,1.64,47038
47,39,581,101,17.38,8,1.38,6,1.03,47039
47,40,574,84,14.63,6,1.05,10,1.74,47040
47,41,628,97,15.45,9,1.43,6,0.96,47041
47,42,558,60,10.75,7,1.25,13,2.33,47042
47,43,552,127,23.01,12,2.17,4,0.72,47043
47,44,587,136,23.17,14,2.39,5,0.85,47044
47,45,580,75,12.93,7,1.21,15,2.59,47045
47,46,583,155,26.59,13,2.23,7,1.2,47046
47,47,624,142,22.76,12,1.92,8,1.28,47047
47,48,64,7,10.94,0,0.0,0,0.0,47048
48,1,497,60,12.07,4,0.8,9,1.81,48001
48,2,262,45,17.18,2,0.76,3,1.15,48002
48,3,642,71,11.06,9,1.4,9,1.4,48003
48,4,473,50,10.57,4,0.85,9,1.9,48004
48,5,338,76,22.49,2,0.59,5,1.48,48005
48,6,620,82,13.23,8,1.29,5,0.81,48006
48,7,547,41,7.5,5,0.91,10,1.83,48007
48,8,317,87,27.44,4,1.26,2,0.63,48008
48,9,416,89,21.39,3,0.72,5,1.2,48009
48,10,678,55,8.11,3,0.44,15,2.21,48010
48,11,458,48,10.48,2,0.44,3,0.66,48011
48,12,658,66,10.03,8,1.22,5,0.76,48012
48,13,725,129,17.79,7,0.97,12,1.66,48013
48,14,334,67,20.06,0,0.0,3,0.9,48014
48,15,366,61,16.67,2,0.55,2,0.55,48015
48,16,591,68,11.51,4,0.68,12,2.03,48016
48,17,546,68,12.45,4,0.73,5,0.92,48017
48,18,479,51,10.65,2,0.42,3,0.63,48018
48,19,362,40,11.05,5,1.38,6,1.66,48019
48,20,578,54,9.34,6,1.04,15,2.6,48020
48,21,687,56,8.15,7,1.02,5,0.73,48021
48,22,476,92,19.33,0,0.0,3,0.63,48022
48,23,475,72,15.16,5,1.05,3,0.63,48023
48,24,579,130,22.45,8,1.38,8,1.38,48024
48,25,490,54,11.02,9,1.84,7,1.43,48025
48,26,311,42,13.5,5,1.61,4,1.29,48026
48,27,467,57,12.21,10,2.14,2,0.43,48027
48,28,763,178,23.33,4,0.52,7,0.92,48028
48,29,281,35,12.46,1,0.36,1,0.36,48029
48,30,488,54,11.07,1,0.2,4,0.82,48030
48,31,734,63,8.58,9,1.23,10,1.36,48031
48,32,521,43,8.25,7,1.34,8,1.54,48032
48,33,323,61,18.89,2,0.62,4,1.24,48033
48,34,487,52,10.68,4,0.82,16,3.29,48034
48,35,475,84,17.68,3,0.63,7,1.47,48035
48,36,345,57,16.52,2,0.58,3,0.87,48036
48,37,512,54,10.55,6,1.17,9,1.76,48037
48,38,535,75,14.02,3,0.56,6,1.12,48038
48,39,490,98,20.0,2,0.41,5,1.02,48039
48,40,481,55,11.43,7,1.46,9,1.87,48040
48,41,647,53,8.19,9,1.39,10,1.55,48041
48,42,609,43,7.06,12,1.97,5,0.82,48042
48,43,622,69,11.09,3,0.48,12,1.93,48043
48,44,630,53,8.41,11,1.75,2,0.32,48044
48,45,408,32,7.84,3,0.74,9,2.21,48045
48,46,369,58,15.72,3,0.81,5,1.36,48046
49,1,496,13,2.62,1,0.2,2,0.4,49001
49,2,385,39,10.13,5,1.3,7,1.82,49002
49,3,600,42,7.0,6,1.0,10,1.67,49003
49,4,650,46,7.08,6,0.92,18,2.77,49004
49,5,559,36,6.44,5,0.89,6,1.07,49005
49,6,555,65,11.71,11,1.98,1,0.18,49006
49,7,460,72,15.65,5,1.09,6,1.3,49007
49,8,466,53,11.37,4,0.86,1,0.21,49008
49,9,614,63,10.26,10,1.63,10,1.63,49009
49,10,551,59,10.71,1,0.18,7,1.27,49010
49,11,662,54,8.16,5,0.76,20,3.02,49011
49,12,682,68,9.97,16,2.35,23,3.37,49012
49,13,653,85,13.02,4,0.61,7,1.07,49013
49,14,508,46,9.06,3,0.59,8,1.57,49014
49,15,427,36,8.43,2,0.47,7,1.64,49015
49,16,482,54,11.2,8,1.66,10,2.07,49016
49,17,530,94,17.74,9,1.7,5,0.94,49017
49,18,687,43,6.26,11,1.6,17,2.47,49018
49,19,531,32,6.03,3,0.56,9,1.69,49019
49,20,767,44,5.74,5,0.65,21,2.74,49020
49,21,363,41,11.29,1,0.28,3,0.83,49021
49,22,577,59,10.23,2,0.35,10,1.73,49022
49,23,595,49,8.24,9,1.51,21,3.53,49023
49,24,542,43,7.93,2,0.37,5,0.92,49024
49,25,714,60,8.4,12,1.68,16,2.24,49025
49,26,641,110,17.16,4,0.62,14,2.18,49026
49,27,663,35,5.28,8,1.21,18,2.71,49027
49,28,630,55,8.73,12,1.9,7,1.11,49028
49,29,654,41,6.27,9,1.38,12,1.83,49029
49,30,600,71,11.83,6,1.0,5,0.83,49030
49,31,462,44,9.52,2,0.43,3,0.65,49031
49,32,564,30,5.32,2,0.35,4,0.71,49032
49,33,495,35,7.07,2,0.4,6,1.21,49033
50,1,475,227,47.79,7,1.47,5,1.05,50001
50,2,317,115,36.28,0,0.0,6,1.89,50002
50,3,452,185,40.93,0,0.0,2,0.44,50003
50,4,528,118,22.35,3,0.57,2,0.38,50004
50,5,424,231,54.48,2,0.47,7,1.65,50005
50,6,507,106,20.91,5,0.99,2,0.39,50006
50,7,543,107,19.71,5,0.92,11,2.03,50007
50,8,456,54,11.84,2,0.44,7,1.54,50008
50,9,367,83,22.62,4,1.09,2,0.54,50009
50,10,487,189,38.81,5,1.03,4,0.82,50010
50,11,388,270,69.59,5,1.29,1,0.26,50011
50,12,216,87,40.28,3,1.39,3,1.39,50012
50,13,519,53,10.21,0,0.0,11,2.12,50013
50,14,170,84,49.41,0,0.0,0,0.0,50014
50,15,538,97,18.03,2,0.37,11,2.04,50015
50,16,187,83,44.39,0,0.0,0,0.0,50016
50,17,438,142,32.42,4,0.91,4,0.91,50017
50,18,118,78,66.1,0,0.0,0,0.0,50018
50,19,313,55,17.57,2,0.64,5,1.6,50019
50,20,468,96,20.51,6,1.28,6,1.28,50020
50,21,411,109,26.52,1,0.24,4,0.97,50021
50,22,429,179,41.72,3,0.7,3,0.7,50022
50,23,348,107,30.75,1,0.29,5,1.44,50023
50,24,466,290,62.23,1,0.21,2,0.43,50024
50,25,465,266,57.2,2,0.43,3,0.65,50025
50,26,485,91,18.76,2,0.41,1,0.21,50026
50,27,144,52,36.11,1,0.69,1,0.69,50027
50,28,620,115,18.55,7,1.13,3,0.48,50028
50,29,416,66,15.87,3,0.72,0,0.0,50029
50,30,346,47,13.58,4,1.16,1,0.29,50030
50,31,497,42,8.45,3,0.6,7,1.41,50031
50,32,515,39,7.57,4,0.78,1,0.19,50032
50,33,425,247,58.12,2,0.47,0,0.0,50033
50,34,557,157,28.19,6,1.08,7,1.26,50034
50,35,535,95,17.76,5,0.93,7,1.31,50035
50,36,435,118,27.13,7,1.61,6,1.38,50036
50,37,443,83,18.74,6,1.35,6,1.35,50037
50,38,216,76,35.19,0,0.0,0,0.0,50038
50,39,377,133,35.28,0,0.0,3,0.8,50039
50,40,520,348,66.92,2,0.38,5,0.96,50040
