ward,precinct,total,Robert ''Bob'' Rita,Robert ''Bob'' Rita Percent,precinct_id
9,1,225,225,100.0,09001
9,2,309,309,100.0,09002
9,4,293,293,100.0,09004
9,5,396,396,100.0,09005
9,6,380,380,100.0,09006
9,9,65,65,100.0,09009
9,13,100,100,100.0,09013
9,14,484,484,100.0,09014
9,17,314,314,100.0,09017
9,19,395,395,100.0,09019
9,22,408,408,100.0,09022
9,29,385,385,100.0,09029
9,31,301,301,100.0,09031
9,32,392,392,100.0,09032
9,34,320,320,100.0,09034
9,35,426,426,100.0,09035
9,38,123,123,100.0,09038
9,39,407,407,100.0,09039
9,40,446,446,100.0,09040
9,43,176,176,100.0,09043
9,44,54,54,100.0,09044
34,2,159,159,100.0,34002
34,3,490,490,100.0,34003
34,4,417,417,100.0,34004
34,6,535,535,100.0,34006
34,9,453,453,100.0,34009
34,11,483,483,100.0,34011
34,14,450,450,100.0,34014
34,15,30,30,100.0,34015
34,16,445,445,100.0,34016
34,18,471,471,100.0,34018
34,20,208,208,100.0,34020
34,22,418,418,100.0,34022
34,23,371,371,100.0,34023
34,24,436,436,100.0,34024
34,26,478,478,100.0,34026
34,27,444,444,100.0,34027
34,28,372,372,100.0,34028
34,30,378,378,100.0,34030
34,31,406,406,100.0,34031
34,33,476,476,100.0,34033
34,36,382,382,100.0,34036
34,37,329,329,100.0,34037
34,38,309,309,100.0,34038
34,39,386,386,100.0,34039
34,41,342,342,100.0,34041
34,42,383,383,100.0,34042
34,50,475,475,100.0,34050
34,51,152,152,100.0,34051
34,53,373,373,100.0,34053
