ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
37,12,346,346,100.0,37012
37,13,328,328,100.0,37013
37,14,430,430,100.0,37014
37,15,467,467,100.0,37015
37,16,448,448,100.0,37016
37,17,409,409,100.0,37017
37,18,418,418,100.0,37018
37,19,353,353,100.0,37019
37,20,414,414,100.0,37020
37,21,325,325,100.0,37021
37,22,361,361,100.0,37022
37,23,448,448,100.0,37023
37,24,451,451,100.0,37024
37,25,427,427,100.0,37025
37,26,513,513,100.0,37026
37,27,441,441,100.0,37027
37,28,321,321,100.0,37028
37,29,471,471,100.0,37029
37,30,479,479,100.0,37030
37,31,486,486,100.0,37031
37,32,456,456,100.0,37032
37,33,411,411,100.0,37033
37,34,382,382,100.0,37034
37,35,434,434,100.0,37035
37,36,451,451,100.0,37036
37,37,454,454,100.0,37037
37,38,426,426,100.0,37038
37,39,443,443,100.0,37039
37,40,488,488,100.0,37040
37,41,420,420,100.0,37041
42,2,500,500,100.0,42002
42,4,489,489,100.0,42004
42,6,378,378,100.0,42006
42,7,457,457,100.0,42007
42,8,340,340,100.0,42008
42,9,134,134,100.0,42009
42,10,342,342,100.0,42010
42,11,247,247,100.0,42011
42,13,328,328,100.0,42013
42,19,323,323,100.0,42019
42,20,381,381,100.0,42020
42,22,187,187,100.0,42022
42,23,88,88,100.0,42023
42,25,364,364,100.0,42025
42,26,391,391,100.0,42026
42,27,315,315,100.0,42027
42,28,435,435,100.0,42028
42,29,361,361,100.0,42029
42,30,272,272,100.0,42030
42,31,342,342,100.0,42031
42,32,297,297,100.0,42032
42,33,390,390,100.0,42033
42,35,491,491,100.0,42035
42,39,81,81,100.0,42039
42,40,367,367,100.0,42040
42,42,428,428,100.0,42042
