ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,MIGUEL DEL VALLE,MIGUEL DEL VALLE Percent,CAROL MOSELEY BRAUN,CAROL MOSELEY BRAUN Percent,GERY J. CHICO,GERY J. CHICO Percent,PATRICIA VAN PELT WATKINS,PATRICIA VAN PELT WATKINS Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
18,40,357,188,52.66,12,3.36,79,22.13,55,15.41,15,4.2,8,2.24,18040
18,41,293,109,37.2,18,6.14,20,6.83,141,48.12,2,0.68,3,1.02,18041
18,42,189,112,59.26,10,5.29,27,14.29,34,17.99,6,3.17,0,0.0,18042
18,43,196,80,40.82,29,14.8,15,7.65,66,33.67,4,2.04,2,1.02,18043
18,44,175,92,52.57,12,6.86,24,13.71,37,21.14,8,4.57,2,1.14,18044
18,45,271,163,60.15,9,3.32,68,25.09,20,7.38,8,2.95,3,1.11,18045
18,46,254,167,65.75,2,0.79,52,20.47,20,7.87,8,3.15,5,1.97,18046
18,47,199,122,61.31,11,5.53,36,18.09,25,12.56,3,1.51,2,1.01,18047
18,48,173,68,39.31,19,10.98,3,1.73,82,47.4,1,0.58,0,0.0,18048
18,49,160,90,56.25,5,3.13,41,25.63,15,9.38,5,3.13,4,2.5,18049
18,50,213,140,65.73,5,2.35,34,15.96,27,12.68,5,2.35,2,0.94,18050
18,51,291,166,57.04,11,3.78,68,23.37,22,7.56,20,6.87,4,1.37,18051
18,52,270,163,60.37,7,2.59,71,26.3,16,5.93,8,2.96,5,1.85,18052
18,53,181,125,69.06,2,1.1,28,15.47,14,7.73,9,4.97,3,1.66,18053
18,54,262,152,58.02,5,1.91,62,23.66,36,13.74,4,1.53,3,1.15,18054
18,55,276,83,30.07,13,4.71,14,5.07,165,59.78,0,0.0,1,0.36,18055
18,56,238,89,37.39,12,5.04,30,12.61,100,42.02,7,2.94,0,0.0,18056
18,57,196,94,47.96,22,11.22,24,12.24,51,26.02,4,2.04,1,0.51,18057
18,58,201,133,66.17,4,1.99,38,18.91,15,7.46,7,3.48,4,1.99,18058
18,59,236,136,57.63,7,2.97,51,21.61,27,11.44,8,3.39,7,2.97,18059
18,60,275,178,64.73,4,1.45,58,21.09,18,6.55,13,4.73,4,1.45,18060
18,61,242,166,68.6,9,3.72,43,17.77,13,5.37,8,3.31,3,1.24,18061
18,62,188,75,39.89,25,13.3,10,5.32,75,39.89,3,1.6,0,0.0,18062
19,1,403,134,33.25,21,5.21,4,0.99,241,59.8,2,0.5,1,0.25,19001
19,2,327,161,49.24,29,8.87,35,10.7,93,28.44,4,1.22,5,1.53,19002
19,3,369,67,18.16,11,2.98,1,0.27,290,78.59,0,0.0,0,0.0,19003
19,4,386,129,33.42,20,5.18,7,1.81,227,58.81,1,0.26,2,0.52,19004
19,5,389,190,48.84,29,7.46,42,10.8,113,29.05,9,2.31,6,1.54,19005
19,6,362,91,25.14,15,4.14,2,0.55,253,69.89,0,0.0,1,0.28,19006
19,7,373,120,32.17,26,6.97,4,1.07,222,59.52,0,0.0,1,0.27,19007
19,8,321,69,21.5,11,3.43,3,0.93,238,74.14,0,0.0,0,0.0,19008
19,9,293,63,21.5,10,3.41,2,0.68,218,74.4,0,0.0,0,0.0,19009
19,10,467,248,53.1,29,6.21,30,6.42,151,32.33,4,0.86,5,1.07,19010
19,11,474,88,18.57,22,4.64,6,1.27,357,75.32,1,0.21,0,0.0,19011
19,12,381,83,21.78,15,3.94,0,0.0,283,74.28,0,0.0,0,0.0,19012
19,13,244,136,55.74,10,4.1,48,19.67,39,15.98,4,1.64,7,2.87,19013
19,14,423,242,57.21,34,8.04,12,2.84,131,30.97,4,0.95,0,0.0,19014
19,15,377,82,21.75,18,4.77,0,0.0,275,72.94,2,0.53,0,0.0,19015
19,16,467,92,19.7,17,3.64,2,0.43,355,76.02,1,0.21,0,0.0,19016
19,17,400,114,28.5,31,7.75,1,0.25,251,62.75,1,0.25,2,0.5,19017
19,18,421,204,48.46,37,8.79,22,5.23,157,37.29,0,0.0,1,0.24,19018
19,19,394,182,46.19,40,10.15,28,7.11,143,36.29,1,0.25,0,0.0,19019
19,20,339,165,48.67,37,10.91,37,10.91,98,28.91,2,0.59,0,0.0,19020
19,21,319,83,26.02,17,5.33,1,0.31,217,68.03,0,0.0,1,0.31,19021
19,22,429,204,47.55,23,5.36,26,6.06,172,40.09,3,0.7,1,0.23,19022
19,23,460,157,34.13,29,6.3,2,0.43,270,58.7,1,0.22,1,0.22,19023
19,24,346,88,25.43,23,6.65,1,0.29,231,66.76,1,0.29,2,0.58,19024
19,25,438,188,42.92,33,7.53,22,5.02,188,42.92,6,1.37,1,0.23,19025
19,26,415,211,50.84,25,6.02,17,4.1,158,38.07,3,0.72,1,0.24,19026
19,27,234,111,47.44,22,9.4,23,9.83,66,28.21,8,3.42,4,1.71,19027
19,28,351,178,50.71,26,7.41,63,17.95,62,17.66,15,4.27,7,1.99,19028
19,29,393,83,21.12,21,5.34,0,0.0,287,73.03,2,0.51,0,0.0,19029
19,30,413,93,22.52,21,5.08,1,0.24,297,71.91,0,0.0,1,0.24,19030
19,31,378,151,39.95,30,7.94,16,4.23,177,46.83,2,0.53,2,0.53,19031
19,32,397,103,25.94,28,7.05,2,0.5,262,65.99,2,0.5,0,0.0,19032
19,33,465,108,23.23,17,3.66,0,0.0,338,72.69,1,0.22,1,0.22,19033
19,34,370,178,48.11,35,9.46,7,1.89,142,38.38,3,0.81,5,1.35,19034
19,35,355,151,42.54,26,7.32,22,6.2,153,43.1,2,0.56,1,0.28,19035
19,36,411,209,50.85,31,7.54,54,13.14,101,24.57,11,2.68,5,1.22,19036
19,37,383,171,44.65,40,10.44,29,7.57,131,34.2,7,1.83,5,1.31,19037
19,38,354,190,53.67,30,8.47,44,12.43,73,20.62,11,3.11,6,1.69,19038
19,39,119,63,52.94,5,4.2,21,17.65,26,21.85,3,2.52,1,0.84,19039
19,40,396,182,45.96,32,8.08,17,4.29,160,40.4,3,0.76,2,0.51,19040
19,41,309,70,22.65,16,5.18,0,0.0,223,72.17,0,0.0,0,0.0,19041
19,42,371,190,51.21,27,7.28,47,12.67,101,27.22,5,1.35,1,0.27,19042
19,43,432,241,55.79,17,3.94,104,24.07,54,12.5,12,2.78,4,0.93,19043
19,44,399,93,23.31,19,4.76,1,0.25,284,71.18,2,0.5,0,0.0,19044
19,45,407,131,32.19,29,7.13,3,0.74,241,59.21,3,0.74,0,0.0,19045
19,46,476,199,41.81,20,4.2,1,0.21,255,53.57,0,0.0,1,0.21,19046
19,47,504,199,39.48,40,7.94,58,11.51,192,38.1,8,1.59,7,1.39,19047
19,48,421,252,59.86,13,3.09,89,21.14,48,11.4,12,2.85,7,1.66,19048
19,49,420,220,52.38,39,9.29,65,15.48,83,19.76,7,1.67,6,1.43,19049
19,50,329,190,57.75,18,5.47,63,19.15,36,10.94,12,3.65,10,3.04,19050
19,51,308,72,23.38,25,8.12,2,0.65,208,67.53,1,0.32,0,0.0,19051
19,52,338,85,25.15,15,4.44,3,0.89,234,69.23,0,0.0,1,0.3,19052
19,53,385,134,34.81,26,6.75,7,1.82,216,56.1,2,0.52,0,0.0,19053
19,54,335,87,25.97,8,2.39,0,0.0,240,71.64,0,0.0,0,0.0,19054
19,55,334,96,28.74,15,4.49,0,0.0,221,66.17,1,0.3,1,0.3,19055
19,56,432,236,54.63,33,7.64,30,6.94,131,30.32,1,0.23,1,0.23,19056
19,57,433,200,46.19,34,7.85,29,6.7,159,36.72,7,1.62,4,0.92,19057
19,58,417,99,23.74,12,2.88,4,0.96,301,72.18,0,0.0,1,0.24,19058
19,59,469,103,21.96,24,5.12,3,0.64,337,71.86,1,0.21,1,0.21,19059
19,60,260,133,51.15,11,4.23,53,20.38,43,16.54,13,5.0,7,2.69,19060
19,61,487,197,40.45,20,4.11,2,0.41,266,54.62,2,0.41,0,0.0,19061
19,62,349,100,28.65,22,6.3,9,2.58,214,61.32,2,0.57,2,0.57,19062
19,63,247,105,42.51,18,7.29,36,14.57,82,33.2,4,1.62,2,0.81,19063
20,1,180,102,56.67,8,4.44,39,21.67,21,11.67,9,5.0,1,0.56,20001
20,2,167,108,64.67,8,4.79,34,20.36,8,4.79,5,2.99,4,2.4,20002
20,3,156,95,60.9,2,1.28,38,24.36,17,10.9,3,1.92,1,0.64,20003
20,4,166,39,23.49,25,15.06,6,3.61,94,56.63,1,0.6,1,0.6,20004
20,5,122,78,63.93,1,0.82,27,22.13,10,8.2,1,0.82,5,4.1,20005
20,6,206,118,57.28,6,2.91,54,26.21,16,7.77,6,2.91,6,2.91,20006
20,7,60,31,51.67,6,10.0,19,31.67,3,5.0,1,1.67,0,0.0,20007
20,8,76,14,18.42,12,15.79,0,0.0,47,61.84,1,1.32,2,2.63,20008
20,9,287,159,55.4,21,7.32,58,20.21,32,11.15,9,3.14,8,2.79,20009
20,10,161,92,57.14,4,2.48,49,30.43,12,7.45,4,2.48,0,0.0,20010
20,11,92,58,63.04,0,0.0,22,23.91,7,7.61,4,4.35,1,1.09,20011
20,12,109,65,59.63,1,0.92,23,21.1,12,11.01,8,7.34,0,0.0,20012
20,13,151,90,59.6,1,0.66,36,23.84,11,7.28,9,5.96,4,2.65,20013
20,14,231,148,64.07,4,1.73,50,21.65,14,6.06,10,4.33,5,2.16,20014
20,15,193,57,29.53,35,18.13,3,1.55,97,50.26,1,0.52,0,0.0,20015
20,16,257,156,60.7,19,7.39,47,18.29,24,9.34,9,3.5,2,0.78,20016
20,17,121,65,53.72,4,3.31,34,28.1,7,5.79,7,5.79,4,3.31,20017
20,18,140,83,59.29,1,0.71,34,24.29,11,7.86,9,6.43,2,1.43,20018
20,19,143,82,57.34,5,3.5,40,27.97,10,6.99,3,2.1,3,2.1,20019
20,20,76,35,46.05,4,5.26,26,34.21,7,9.21,4,5.26,0,0.0,20020
20,21,110,31,28.18,8,7.27,3,2.73,66,60.0,0,0.0,2,1.82,20021
20,22,290,168,57.93,20,6.9,56,19.31,30,10.34,5,1.72,11,3.79,20022
20,23,240,167,69.58,7,2.92,44,18.33,11,4.58,9,3.75,2,0.83,20023
20,24,212,120,56.6,15,7.08,41,19.34,26,12.26,8,3.77,2,0.94,20024
20,25,146,78,53.42,2,1.37,36,24.66,20,13.7,8,5.48,2,1.37,20025
20,26,210,94,44.76,5,2.38,73,34.76,24,11.43,8,3.81,6,2.86,20026
20,27,146,85,58.22,5,3.42,37,25.34,8,5.48,6,4.11,5,3.42,20027
20,28,174,119,68.39,6,3.45,28,16.09,14,8.05,4,2.3,3,1.72,20028
20,29,215,118,54.88,9,4.19,49,22.79,21,9.77,9,4.19,9,4.19,20029
20,30,153,88,57.52,3,1.96,36,23.53,14,9.15,8,5.23,4,2.61,20030
20,31,185,108,58.38,6,3.24,43,23.24,15,8.11,11,5.95,2,1.08,20031
20,32,122,79,64.75,6,4.92,29,23.77,5,4.1,1,0.82,2,1.64,20032
20,33,179,103,57.54,4,2.23,43,24.02,16,8.94,6,3.35,7,3.91,20033
20,34,305,183,60.0,39,12.79,38,12.46,25,8.2,14,4.59,6,1.97,20034
20,35,74,40,54.05,0,0.0,20,27.03,9,12.16,5,6.76,0,0.0,20035
20,36,142,90,63.38,3,2.11,25,17.61,17,11.97,3,2.11,4,2.82,20036
20,37,182,94,51.65,8,4.4,52,28.57,12,6.59,10,5.49,6,3.3,20037
20,38,39,27,69.23,2,5.13,7,17.95,3,7.69,0,0.0,0,0.0,20038
20,39,178,105,58.99,4,2.25,35,19.66,21,11.8,8,4.49,5,2.81,20039
20,40,131,83,63.36,5,3.82,31,23.66,7,5.34,5,3.82,0,0.0,20040
20,41,56,9,16.07,13,23.21,2,3.57,30,53.57,1,1.79,1,1.79,20041
20,42,143,94,65.73,3,2.1,23,16.08,9,6.29,9,6.29,5,3.5,20042
20,43,51,33,64.71,0,0.0,14,27.45,1,1.96,1,1.96,2,3.92,20043
20,44,243,131,53.91,11,4.53,69,28.4,20,8.23,8,3.29,4,1.65,20044
20,45,115,62,53.91,2,1.74,32,27.83,11,9.57,3,2.61,5,4.35,20045
20,46,164,96,58.54,13,7.93,27,16.46,20,12.2,5,3.05,3,1.83,20046
20,47,134,77,57.46,3,2.24,34,25.37,11,8.21,5,3.73,4,2.99,20047
20,48,69,42,60.87,2,2.9,19,27.54,1,1.45,1,1.45,4,5.8,20048
20,49,123,73,59.35,4,3.25,30,24.39,9,7.32,5,4.07,2,1.63,20049
20,50,81,48,59.26,3,3.7,17,20.99,7,8.64,3,3.7,3,3.7,20050
21,1,343,211,61.52,11,3.21,67,19.53,35,10.2,10,2.92,9,2.62,21001
21,2,219,132,60.27,8,3.65,42,19.18,16,7.31,12,5.48,9,4.11,21002
21,3,182,116,63.74,8,4.4,32,17.58,13,7.14,7,3.85,6,3.3,21003
21,4,237,142,59.92,11,4.64,48,20.25,21,8.86,12,5.06,3,1.27,21004
21,5,240,131,54.58,5,2.08,57,23.75,29,12.08,12,5.0,6,2.5,21005
21,6,186,118,63.44,6,3.23,42,22.58,13,6.99,6,3.23,1,0.54,21006
21,7,250,152,60.8,4,1.6,54,21.6,29,11.6,6,2.4,5,2.0,21007
21,8,256,154,60.16,9,3.52,58,22.66,16,6.25,14,5.47,5,1.95,21008
21,9,244,158,64.75,1,0.41,53,21.72,20,8.2,10,4.1,2,0.82,21009
21,10,177,104,58.76,2,1.13,39,22.03,25,14.12,4,2.26,3,1.69,21010
21,11,232,139,59.91,9,3.88,51,21.98,20,8.62,11,4.74,2,0.86,21011
21,12,248,156,62.9,4,1.61,65,26.21,14,5.65,7,2.82,2,0.81,21012
21,13,136,92,67.65,3,2.21,26,19.12,6,4.41,7,5.15,2,1.47,21013
21,14,220,140,63.64,4,1.82,52,23.64,15,6.82,7,3.18,2,0.91,21014
21,15,178,100,56.18,6,3.37,51,28.65,12,6.74,7,3.93,2,1.12,21015
21,16,216,130,60.19,4,1.85,49,22.69,23,10.65,10,4.63,0,0.0,21016
21,17,241,140,58.09,7,2.9,54,22.41,18,7.47,10,4.15,12,4.98,21017
21,18,208,127,61.06,1,0.48,44,21.15,21,10.1,11,5.29,4,1.92,21018
21,19,191,103,53.93,8,4.19,52,27.23,18,9.42,7,3.66,3,1.57,21019
21,20,147,86,58.5,3,2.04,24,16.33,26,17.69,6,4.08,2,1.36,21020
21,21,262,145,55.34,10,3.82,66,25.19,20,7.63,12,4.58,9,3.44,21021
21,22,204,128,62.75,4,1.96,49,24.02,15,7.35,6,2.94,2,0.98,21022
21,23,179,103,57.54,1,0.56,50,27.93,12,6.7,7,3.91,6,3.35,21023
21,24,243,141,58.02,6,2.47,65,26.75,20,8.23,7,2.88,4,1.65,21024
21,25,195,98,50.26,5,2.56,57,29.23,22,11.28,5,2.56,8,4.1,21025
21,26,200,104,52.0,5,2.5,60,30.0,15,7.5,7,3.5,9,4.5,21026
21,27,292,189,64.73,5,1.71,63,21.58,18,6.16,14,4.79,3,1.03,21027
21,28,197,130,65.99,4,2.03,38,19.29,17,8.63,5,2.54,3,1.52,21028
21,29,107,62,57.94,3,2.8,25,23.36,9,8.41,5,4.67,3,2.8,21029
21,30,160,92,57.5,5,3.13,39,24.38,13,8.13,8,5.0,3,1.88,21030
21,31,319,188,58.93,9,2.82,71,22.26,34,10.66,13,4.08,4,1.25,21031
21,32,203,101,49.75,10,4.93,55,27.09,26,12.81,10,4.93,1,0.49,21032
21,33,230,130,56.52,11,4.78,53,23.04,22,9.57,11,4.78,3,1.3,21033
21,34,266,170,63.91,3,1.13,48,18.05,23,8.65,18,6.77,4,1.5,21034
21,35,125,77,61.6,6,4.8,23,18.4,12,9.6,5,4.0,2,1.6,21035
21,36,177,117,66.1,6,3.39,28,15.82,10,5.65,11,6.21,5,2.82,21036
21,37,251,149,59.36,3,1.2,47,18.73,32,12.75,11,4.38,9,3.59,21037
21,38,235,120,51.06,3,1.28,70,29.79,23,9.79,16,6.81,3,1.28,21038
21,39,187,109,58.29,2,1.07,47,25.13,24,12.83,3,1.6,2,1.07,21039
21,40,213,118,55.4,7,3.29,48,22.54,22,10.33,14,6.57,4,1.88,21040
21,41,167,85,50.9,7,4.19,56,33.53,11,6.59,4,2.4,4,2.4,21041
21,42,225,128,56.89,5,2.22,63,28.0,18,8.0,7,3.11,4,1.78,21042
21,43,213,141,66.2,4,1.88,39,18.31,17,7.98,12,5.63,0,0.0,21043
21,44,213,132,61.97,8,3.76,51,23.94,14,6.57,4,1.88,4,1.88,21044
21,45,192,113,58.85,4,2.08,38,19.79,21,10.94,9,4.69,7,3.65,21045
21,46,145,93,64.14,3,2.07,23,15.86,19,13.1,4,2.76,3,2.07,21046
21,47,308,183,59.42,11,3.57,71,23.05,32,10.39,7,2.27,4,1.3,21047
21,48,223,143,64.13,11,4.93,44,19.73,18,8.07,5,2.24,2,0.9,21048
21,49,287,154,53.66,15,5.23,74,25.78,23,8.01,11,3.83,10,3.48,21049
21,50,246,140,56.91,6,2.44,60,24.39,21,8.54,11,4.47,8,3.25,21050
21,51,235,136,57.87,7,2.98,57,24.26,18,7.66,9,3.83,8,3.4,21051
21,52,227,142,62.56,6,2.64,56,24.67,16,7.05,6,2.64,1,0.44,21052
21,53,219,130,59.36,8,3.65,59,26.94,12,5.48,7,3.2,3,1.37,21053
21,54,212,116,54.72,2,0.94,62,29.25,20,9.43,9,4.25,3,1.42,21054
21,55,244,161,65.98,2,0.82,51,20.9,19,7.79,8,3.28,3,1.23,21055
21,56,183,117,63.93,3,1.64,43,23.5,10,5.46,6,3.28,4,2.19,21056
21,57,207,116,56.04,7,3.38,46,22.22,16,7.73,19,9.18,3,1.45,21057
21,58,181,103,56.91,3,1.66,48,26.52,19,10.5,4,2.21,4,2.21,21058
21,59,277,170,61.37,7,2.53,57,20.58,26,9.39,11,3.97,6,2.17,21059
21,60,241,142,58.92,5,2.07,54,22.41,19,7.88,13,5.39,8,3.32,21060
21,61,252,165,65.48,10,3.97,46,18.25,18,7.14,9,3.57,4,1.59,21061
21,62,211,109,51.66,5,2.37,56,26.54,30,14.22,6,2.84,5,2.37,21062
21,63,204,118,57.84,7,3.43,56,27.45,15,7.35,5,2.45,3,1.47,21063
21,64,102,53,51.96,2,1.96,31,30.39,8,7.84,4,3.92,4,3.92,21064
21,65,323,157,48.61,19,5.88,90,27.86,37,11.46,17,5.26,3,0.93,21065
21,66,188,112,59.57,2,1.06,47,25.0,19,10.11,5,2.66,3,1.6,21066
21,67,241,153,63.49,4,1.66,54,22.41,13,5.39,9,3.73,8,3.32,21067
21,68,228,152,66.67,2,0.88,36,15.79,19,8.33,11,4.82,8,3.51,21068
21,69,173,100,57.8,3,1.73,47,27.17,14,8.09,9,5.2,0,0.0,21069
21,70,187,118,63.1,6,3.21,35,18.72,13,6.95,12,6.42,3,1.6,21070
21,71,185,109,58.92,2,1.08,47,25.41,23,12.43,3,1.62,1,0.54,21071
21,72,244,142,58.2,7,2.87,60,24.59,24,9.84,9,3.69,2,0.82,21072
21,73,278,170,61.15,11,3.96,52,18.71,25,8.99,11,3.96,9,3.24,21073
21,74,76,43,56.58,0,0.0,27,35.53,3,3.95,2,2.63,1,1.32,21074
22,1,127,27,21.26,42,33.07,3,2.36,55,43.31,0,0.0,0,0.0,22001
22,2,138,32,23.19,41,29.71,3,2.17,62,44.93,0,0.0,0,0.0,22002
22,3,192,34,17.71,64,33.33,1,0.52,92,47.92,1,0.52,0,0.0,22003
22,4,167,38,22.75,46,27.54,0,0.0,83,49.7,0,0.0,0,0.0,22004
22,5,212,50,23.58,60,28.3,1,0.47,100,47.17,1,0.47,0,0.0,22005
22,6,161,30,18.63,50,31.06,0,0.0,80,49.69,0,0.0,1,0.62,22006
22,7,173,89,51.45,8,4.62,55,31.79,16,9.25,2,1.16,3,1.73,22007
22,8,135,30,22.22,25,18.52,2,1.48,77,57.04,1,0.74,0,0.0,22008
22,9,178,31,17.42,57,32.02,1,0.56,87,48.88,1,0.56,1,0.56,22009
22,10,194,48,24.74,58,29.9,1,0.52,87,44.85,0,0.0,0,0.0,22010
22,11,175,40,22.86,43,24.57,0,0.0,92,52.57,0,0.0,0,0.0,22011
22,12,150,46,30.67,41,27.33,2,1.33,61,40.67,0,0.0,0,0.0,22012
22,13,209,65,31.1,35,16.75,3,1.44,105,50.24,0,0.0,1,0.48,22013
22,14,117,42,35.9,25,21.37,13,11.11,35,29.91,2,1.71,0,0.0,22014
22,15,125,26,20.8,34,27.2,1,0.8,63,50.4,1,0.8,0,0.0,22015
22,16,205,56,27.32,51,24.88,2,0.98,96,46.83,0,0.0,0,0.0,22016
22,17,171,35,20.47,50,29.24,0,0.0,85,49.71,1,0.58,0,0.0,22017
22,18,201,45,22.39,61,30.35,2,1.0,93,46.27,0,0.0,0,0.0,22018
22,19,124,78,62.9,8,6.45,14,11.29,14,11.29,9,7.26,1,0.81,22019
22,20,188,46,24.47,38,20.21,2,1.06,101,53.72,1,0.53,0,0.0,22020
22,21,167,117,70.06,7,4.19,24,14.37,8,4.79,10,5.99,1,0.6,22021
22,22,152,28,18.42,45,29.61,0,0.0,79,51.97,0,0.0,0,0.0,22022
22,23,207,52,25.12,62,29.95,9,4.35,83,40.1,1,0.48,0,0.0,22023
22,24,136,29,21.32,34,25.0,1,0.74,72,52.94,0,0.0,0,0.0,22024
22,25,148,31,20.95,51,34.46,1,0.68,65,43.92,0,0.0,0,0.0,22025
22,26,159,45,28.3,34,21.38,0,0.0,79,49.69,1,0.63,0,0.0,22026
22,27,219,54,24.66,63,28.77,1,0.46,100,45.66,0,0.0,1,0.46,22027
22,28,110,18,16.36,33,30.0,3,2.73,56,50.91,0,0.0,0,0.0,22028
22,29,111,30,27.03,22,19.82,2,1.8,56,50.45,1,0.9,0,0.0,22029
23,1,308,84,27.27,12,3.9,3,0.97,207,67.21,1,0.32,1,0.32,23001
23,2,395,109,27.59,16,4.05,3,0.76,262,66.33,3,0.76,2,0.51,23002
23,3,348,135,38.79,17,4.89,0,0.0,194,55.75,2,0.57,0,0.0,23003
23,4,308,121,39.29,20,6.49,0,0.0,166,53.9,1,0.32,0,0.0,23004
23,5,214,91,42.52,24,11.21,2,0.93,97,45.33,0,0.0,0,0.0,23005
23,6,306,134,43.79,22,7.19,5,1.63,143,46.73,0,0.0,2,0.65,23006
23,7,312,121,38.78,15,4.81,1,0.32,173,55.45,2,0.64,0,0.0,23007
23,8,310,94,30.32,29,9.35,5,1.61,179,57.74,1,0.32,2,0.65,23008
23,9,309,121,39.16,47,15.21,3,0.97,134,43.37,0,0.0,4,1.29,23009
23,10,316,112,35.44,40,12.66,2,0.63,160,50.63,2,0.63,0,0.0,23010
23,11,354,129,36.44,25,7.06,4,1.13,196,55.37,0,0.0,0,0.0,23011
23,12,359,134,37.33,20,5.57,2,0.56,202,56.27,1,0.28,0,0.0,23012
23,13,398,129,32.41,24,6.03,2,0.5,242,60.8,1,0.25,0,0.0,23013
23,14,296,109,36.82,18,6.08,0,0.0,168,56.76,0,0.0,1,0.34,23014
23,15,325,104,32.0,8,2.46,3,0.92,207,63.69,2,0.62,1,0.31,23015
23,16,346,119,34.39,17,4.91,2,0.58,205,59.25,2,0.58,1,0.29,23016
23,17,393,133,33.84,24,6.11,2,0.51,232,59.03,1,0.25,1,0.25,23017
23,18,258,91,35.27,13,5.04,0,0.0,153,59.3,0,0.0,1,0.39,23018
23,19,283,84,29.68,22,7.77,0,0.0,175,61.84,2,0.71,0,0.0,23019
23,20,288,104,36.11,9,3.13,4,1.39,170,59.03,1,0.35,0,0.0,23020
23,21,267,164,61.42,1,0.37,69,25.84,19,7.12,12,4.49,2,0.75,23021
23,22,300,101,33.67,28,9.33,2,0.67,169,56.33,0,0.0,0,0.0,23022
23,23,321,107,33.33,23,7.17,3,0.93,188,58.57,0,0.0,0,0.0,23023
23,24,180,49,27.22,22,12.22,8,4.44,100,55.56,1,0.56,0,0.0,23024
23,25,239,93,38.91,33,13.81,1,0.42,108,45.19,0,0.0,4,1.67,23025
23,26,350,121,34.57,22,6.29,2,0.57,202,57.71,1,0.29,2,0.57,23026
23,27,311,99,31.83,22,7.07,1,0.32,189,60.77,0,0.0,0,0.0,23027
23,28,348,121,34.77,17,4.89,4,1.15,205,58.91,1,0.29,0,0.0,23028
23,29,245,85,34.69,37,15.1,2,0.82,120,48.98,1,0.41,0,0.0,23029
23,30,298,92,30.87,23,7.72,0,0.0,183,61.41,0,0.0,0,0.0,23030
23,31,253,105,41.5,29,11.46,12,4.74,102,40.32,1,0.4,4,1.58,23031
23,32,288,152,52.78,30,10.42,7,2.43,93,32.29,4,1.39,2,0.69,23032
23,33,330,158,47.88,24,7.27,2,0.61,145,43.94,0,0.0,1,0.3,23033
23,34,257,114,44.36,24,9.34,2,0.78,115,44.75,1,0.39,1,0.39,23034
23,35,184,123,66.85,3,1.63,40,21.74,11,5.98,3,1.63,4,2.17,23035
23,36,431,166,38.52,18,4.18,3,0.7,244,56.61,0,0.0,0,0.0,23036
23,37,153,98,64.05,2,1.31,35,22.88,13,8.5,4,2.61,1,0.65,23037
23,38,272,93,34.19,18,6.62,3,1.1,157,57.72,1,0.37,0,0.0,23038
23,39,293,89,30.38,23,7.85,1,0.34,179,61.09,1,0.34,0,0.0,23039
23,40,323,124,38.39,18,5.57,3,0.93,177,54.8,1,0.31,0,0.0,23040
23,41,278,124,44.6,15,5.4,4,1.44,132,47.48,3,1.08,0,0.0,23041
23,42,270,100,37.04,23,8.52,1,0.37,146,54.07,0,0.0,0,0.0,23042
23,43,392,140,35.71,30,7.65,2,0.51,218,55.61,2,0.51,0,0.0,23043
23,44,326,117,35.89,19,5.83,3,0.92,187,57.36,0,0.0,0,0.0,23044
23,45,404,131,32.43,32,7.92,4,0.99,236,58.42,0,0.0,1,0.25,23045
23,46,334,103,30.84,16,4.79,1,0.3,213,63.77,1,0.3,0,0.0,23046
23,47,380,125,32.89,31,8.16,2,0.53,216,56.84,3,0.79,3,0.79,23047
23,48,247,95,38.46,18,7.29,2,0.81,130,52.63,2,0.81,0,0.0,23048
23,49,412,125,30.34,28,6.8,2,0.49,254,61.65,2,0.49,1,0.24,23049
23,50,183,72,39.34,16,8.74,2,1.09,91,49.73,1,0.55,1,0.55,23050
23,51,244,101,41.39,16,6.56,2,0.82,121,49.59,2,0.82,2,0.82,23051
23,52,398,142,35.68,22,5.53,3,0.75,229,57.54,1,0.25,1,0.25,23052
23,53,201,73,36.32,17,8.46,2,1.0,108,53.73,1,0.5,0,0.0,23053
23,54,378,159,42.06,18,4.76,7,1.85,192,50.79,0,0.0,2,0.53,23054
24,1,249,150,60.24,8,3.21,54,21.69,22,8.84,10,4.02,5,2.01,24001
24,2,122,66,54.1,5,4.1,28,22.95,11,9.02,10,8.2,2,1.64,24002
24,3,155,107,69.03,5,3.23,26,16.77,10,6.45,5,3.23,2,1.29,24003
24,4,169,110,65.09,7,4.14,26,15.38,15,8.88,7,4.14,4,2.37,24004
24,5,161,99,61.49,7,4.35,37,22.98,9,5.59,4,2.48,5,3.11,24005
24,6,198,120,60.61,10,5.05,40,20.2,13,6.57,9,4.55,6,3.03,24006
24,7,155,106,68.39,2,1.29,27,17.42,12,7.74,7,4.52,1,0.65,24007
24,8,152,78,51.32,4,2.63,41,26.97,16,10.53,10,6.58,3,1.97,24008
24,9,175,110,62.86,8,4.57,31,17.71,13,7.43,10,5.71,3,1.71,24009
24,10,146,92,63.01,3,2.05,39,26.71,8,5.48,4,2.74,0,0.0,24010
24,11,96,62,64.58,1,1.04,23,23.96,7,7.29,2,2.08,1,1.04,24011
24,12,160,118,73.75,1,0.63,31,19.38,4,2.5,5,3.13,1,0.63,24012
24,13,141,80,56.74,3,2.13,40,28.37,13,9.22,4,2.84,1,0.71,24013
