ward,precinct,total,PATRICIA HORTON,PATRICIA HORTON Percent,SUSANA A. MENDOZA,SUSANA A. MENDOZA Percent,precinct_id
26,29,132,29,21.97,103,78.03,26029
26,30,105,25,23.81,80,76.19,26030
26,31,122,28,22.95,94,77.05,26031
26,32,147,38,25.85,109,74.15,26032
26,33,81,19,23.46,62,76.54,26033
26,34,141,22,15.6,119,84.4,26034
26,35,164,43,26.22,121,73.78,26035
26,36,104,21,20.19,83,79.81,26036
26,37,82,12,14.63,70,85.37,26037
26,38,94,29,30.85,65,69.15,26038
26,39,122,28,22.95,94,77.05,26039
26,40,80,15,18.75,65,81.25,26040
26,41,137,25,18.25,112,81.75,26041
26,42,107,23,21.5,84,78.5,26042
26,43,99,8,8.08,91,91.92,26043
26,44,63,20,31.75,43,68.25,26044
26,45,145,43,29.66,102,70.34,26045
26,46,192,50,26.04,142,73.96,26046
26,47,76,17,22.37,59,77.63,26047
26,48,158,37,23.42,121,76.58,26048
26,49,98,26,26.53,72,73.47,26049
26,50,71,18,25.35,53,74.65,26050
26,51,146,33,22.6,113,77.4,26051
26,52,48,18,37.5,30,62.5,26052
26,53,116,28,24.14,88,75.86,26053
26,54,93,14,15.05,79,84.95,26054
26,55,103,19,18.45,84,81.55,26055
26,56,91,31,34.07,60,65.93,26056
26,57,114,18,15.79,96,84.21,26057
26,58,105,24,22.86,81,77.14,26058
26,59,133,25,18.8,108,81.2,26059
26,60,106,21,19.81,85,80.19,26060
26,61,81,10,12.35,71,87.65,26061
26,62,153,31,20.26,122,79.74,26062
26,63,44,6,13.64,38,86.36,26063
27,1,323,113,34.98,210,65.02,27001
27,2,126,67,53.17,59,46.83,27002
27,3,123,97,78.86,26,21.14,27003
27,4,128,48,37.5,80,62.5,27004
27,5,108,34,31.48,74,68.52,27005
27,6,35,15,42.86,20,57.14,27006
27,7,224,90,40.18,134,59.82,27007
27,8,143,92,64.34,51,35.66,27008
27,9,235,89,37.87,146,62.13,27009
27,10,303,135,44.55,168,55.45,27010
27,11,185,64,34.59,121,65.41,27011
27,12,243,101,41.56,142,58.44,27012
27,13,184,58,31.52,126,68.48,27013
27,14,232,131,56.47,101,43.53,27014
27,15,103,60,58.25,43,41.75,27015
27,16,63,23,36.51,40,63.49,27016
27,17,235,70,29.79,165,70.21,27017
27,18,175,53,30.29,122,69.71,27018
27,19,140,87,62.14,53,37.86,27019
27,20,171,72,42.11,99,57.89,27020
27,21,144,68,47.22,76,52.78,27021
27,22,162,105,64.81,57,35.19,27022
27,23,31,21,67.74,10,32.26,27023
27,24,131,69,52.67,62,47.33,27024
27,25,93,70,75.27,23,24.73,27025
27,26,169,105,62.13,64,37.87,27026
27,27,163,84,51.53,79,48.47,27027
27,28,192,77,40.1,115,59.9,27028
27,29,125,75,60.0,50,40.0,27029
27,30,85,33,38.82,52,61.18,27030
27,31,122,68,55.74,54,44.26,27031
27,32,198,57,28.79,141,71.21,27032
27,33,142,68,47.89,74,52.11,27033
27,34,171,79,46.2,92,53.8,27034
27,35,149,39,26.17,110,73.83,27035
27,36,176,94,53.41,82,46.59,27036
27,37,236,69,29.24,167,70.76,27037
27,38,142,32,22.54,110,77.46,27038
27,39,76,42,55.26,34,44.74,27039
27,40,121,62,51.24,59,48.76,27040
27,41,230,61,26.52,169,73.48,27041
27,42,166,41,24.7,125,75.3,27042
27,43,57,29,50.88,28,49.12,27043
27,44,97,66,68.04,31,31.96,27044
27,45,107,73,68.22,34,31.78,27045
27,46,143,75,52.45,68,47.55,27046
27,47,115,74,64.35,41,35.65,27047
27,48,166,126,75.9,40,24.1,27048
27,49,120,72,60.0,48,40.0,27049
27,50,247,88,35.63,159,64.37,27050
27,51,16,5,31.25,11,68.75,27051
27,52,117,66,56.41,51,43.59,27052
27,53,161,53,32.92,108,67.08,27053
27,54,215,75,34.88,140,65.12,27054
27,55,124,74,59.68,50,40.32,27055
27,56,127,29,22.83,98,77.17,27056
27,57,116,29,25.0,87,75.0,27057
27,58,91,26,28.57,65,71.43,27058
27,59,204,41,20.1,163,79.9,27059
28,1,155,114,73.55,41,26.45,28001
28,2,203,139,68.47,64,31.53,28002
28,3,103,70,67.96,33,32.04,28003
28,4,163,112,68.71,51,31.29,28004
28,5,132,89,67.42,43,32.58,28005
28,6,93,64,68.82,29,31.18,28006
28,7,114,77,67.54,37,32.46,28007
28,8,143,94,65.73,49,34.27,28008
28,9,126,87,69.05,39,30.95,28009
28,10,42,26,61.9,16,38.1,28010
28,11,90,58,64.44,32,35.56,28011
28,12,98,70,71.43,28,28.57,28012
28,13,83,60,72.29,23,27.71,28013
28,14,86,66,76.74,20,23.26,28014
28,15,142,96,67.61,46,32.39,28015
28,16,109,68,62.39,41,37.61,28016
28,17,160,109,68.13,51,31.88,28017
28,18,195,137,70.26,58,29.74,28018
28,19,165,106,64.24,59,35.76,28019
28,20,174,113,64.94,61,35.06,28020
28,21,180,122,67.78,58,32.22,28021
28,22,148,96,64.86,52,35.14,28022
28,23,120,86,71.67,34,28.33,28023
28,24,83,54,65.06,29,34.94,28024
28,25,112,67,59.82,45,40.18,28025
28,26,140,110,78.57,30,21.43,28026
28,27,156,112,71.79,44,28.21,28027
28,28,86,57,66.28,29,33.72,28028
28,29,174,25,14.37,149,85.63,28029
28,30,87,52,59.77,35,40.23,28030
28,31,122,76,62.3,46,37.7,28031
28,32,128,71,55.47,57,44.53,28032
28,33,185,140,75.68,45,24.32,28033
28,34,48,9,18.75,39,81.25,28034
28,35,116,82,70.69,34,29.31,28035
28,36,121,84,69.42,37,30.58,28036
28,37,218,152,69.72,66,30.28,28037
28,38,92,8,8.7,84,91.3,28038
28,39,148,103,69.59,45,30.41,28039
28,40,200,140,70.0,60,30.0,28040
28,41,124,80,64.52,44,35.48,28041
28,42,111,69,62.16,42,37.84,28042
28,43,189,123,65.08,66,34.92,28043
28,44,159,103,64.78,56,35.22,28044
28,45,148,102,68.92,46,31.08,28045
28,46,152,102,67.11,50,32.89,28046
28,47,169,107,63.31,62,36.69,28047
28,48,77,45,58.44,32,41.56,28048
28,49,62,43,69.35,19,30.65,28049
28,50,96,74,77.08,22,22.92,28050
28,51,139,105,75.54,34,24.46,28051
28,52,124,63,50.81,61,49.19,28052
28,53,101,24,23.76,77,76.24,28053
28,54,105,70,66.67,35,33.33,28054
28,55,136,98,72.06,38,27.94,28055
28,56,138,80,57.97,58,42.03,28056
28,57,163,112,68.71,51,31.29,28057
28,58,155,96,61.94,59,38.06,28058
28,59,109,66,60.55,43,39.45,28059
28,60,100,65,65.0,35,35.0,28060
28,61,115,37,32.17,78,67.83,28061
29,1,306,183,59.8,123,40.2,29001
29,2,154,21,13.64,133,86.36,29002
29,3,276,190,68.84,86,31.16,29003
29,4,208,148,71.15,60,28.85,29004
29,5,187,133,71.12,54,28.88,29005
29,6,110,27,24.55,83,75.45,29006
29,7,127,25,19.69,102,80.31,29007
29,8,146,100,68.49,46,31.51,29008
29,9,177,39,22.03,138,77.97,29009
29,10,121,32,26.45,89,73.55,29010
29,11,248,171,68.95,77,31.05,29011
29,12,248,152,61.29,96,38.71,29012
29,13,218,141,64.68,77,35.32,29013
29,14,245,183,74.69,62,25.31,29014
29,15,258,177,68.6,81,31.4,29015
29,16,300,125,41.67,175,58.33,29016
29,17,187,128,68.45,59,31.55,29017
29,18,232,143,61.64,89,38.36,29018
29,19,298,202,67.79,96,32.21,29019
29,20,261,159,60.92,102,39.08,29020
29,21,181,117,64.64,64,35.36,29021
29,22,192,93,48.44,99,51.56,29022
29,23,189,135,71.43,54,28.57,29023
29,24,137,25,18.25,112,81.75,29024
29,25,229,114,49.78,115,50.22,29025
29,26,186,123,66.13,63,33.87,29026
29,27,144,108,75.0,36,25.0,29027
29,28,270,185,68.52,85,31.48,29028
29,29,257,163,63.42,94,36.58,29029
29,30,145,28,19.31,117,80.69,29030
29,31,173,125,72.25,48,27.75,29031
29,32,171,22,12.87,149,87.13,29032
29,33,200,118,59.0,82,41.0,29033
29,34,151,74,49.01,77,50.99,29034
29,35,193,134,69.43,59,30.57,29035
29,36,280,173,61.79,107,38.21,29036
29,37,207,142,68.6,65,31.4,29037
29,38,205,140,68.29,65,31.71,29038
29,39,165,45,27.27,120,72.73,29039
29,40,267,195,73.03,72,26.97,29040
29,41,233,152,65.24,81,34.76,29041
29,42,245,157,64.08,88,35.92,29042
29,43,255,187,73.33,68,26.67,29043
29,44,196,119,60.71,77,39.29,29044
29,45,182,124,68.13,58,31.87,29045
29,46,196,130,66.33,66,33.67,29046
29,47,275,167,60.73,108,39.27,29047
29,48,203,134,66.01,69,33.99,29048
29,49,291,185,63.57,106,36.43,29049
30,1,186,62,33.33,124,66.67,30001
30,2,140,35,25.0,105,75.0,30002
30,3,223,71,31.84,152,68.16,30003
30,4,136,22,16.18,114,83.82,30004
30,5,80,16,20.0,64,80.0,30005
30,6,147,33,22.45,114,77.55,30006
30,7,150,36,24.0,114,76.0,30007
30,8,189,58,30.69,131,69.31,30008
30,9,203,46,22.66,157,77.34,30009
30,10,154,35,22.73,119,77.27,30010
30,11,102,26,25.49,76,74.51,30011
30,12,125,34,27.2,91,72.8,30012
30,13,187,58,31.02,129,68.98,30013
30,14,53,13,24.53,40,75.47,30014
30,15,203,76,37.44,127,62.56,30015
30,16,208,50,24.04,158,75.96,30016
30,17,110,24,21.82,86,78.18,30017
30,18,150,56,37.33,94,62.67,30018
30,19,108,25,23.15,83,76.85,30019
30,20,115,13,11.3,102,88.7,30020
30,21,165,25,15.15,140,84.85,30021
30,22,181,24,13.26,157,86.74,30022
30,23,136,26,19.12,110,80.88,30023
30,24,130,21,16.15,109,83.85,30024
30,25,105,38,36.19,67,63.81,30025
30,26,101,20,19.8,81,80.2,30026
30,27,238,48,20.17,190,79.83,30027
30,28,142,29,20.42,113,79.58,30028
30,29,91,9,9.89,82,90.11,30029
30,30,220,57,25.91,163,74.09,30030
30,31,113,14,12.39,99,87.61,30031
30,32,65,19,29.23,46,70.77,30032
30,33,131,28,21.37,103,78.63,30033
30,34,184,39,21.2,145,78.8,30034
30,35,163,38,23.31,125,76.69,30035
30,36,158,30,18.99,128,81.01,30036
30,37,133,33,24.81,100,75.19,30037
30,38,211,48,22.75,163,77.25,30038
30,39,154,46,29.87,108,70.13,30039
30,40,161,33,20.5,128,79.5,30040
30,41,130,19,14.62,111,85.38,30041
31,1,78,18,23.08,60,76.92,31001
31,2,98,19,19.39,79,80.61,31002
31,3,149,36,24.16,113,75.84,31003
31,4,118,21,17.8,97,82.2,31004
31,5,183,39,21.31,144,78.69,31005
31,6,119,12,10.08,107,89.92,31006
31,7,115,12,10.43,103,89.57,31007
31,8,110,24,21.82,86,78.18,31008
31,9,119,37,31.09,82,68.91,31009
31,10,71,4,5.63,67,94.37,31010
31,11,149,30,20.13,119,79.87,31011
31,12,127,22,17.32,105,82.68,31012
31,13,127,23,18.11,104,81.89,31013
31,14,118,21,17.8,97,82.2,31014
31,15,70,18,25.71,52,74.29,31015
31,16,120,40,33.33,80,66.67,31016
31,17,112,18,16.07,94,83.93,31017
31,18,117,17,14.53,100,85.47,31018
31,19,119,21,17.65,98,82.35,31019
31,20,86,21,24.42,65,75.58,31020
31,21,141,22,15.6,119,84.4,31021
31,22,88,23,26.14,65,73.86,31022
31,23,86,13,15.12,73,84.88,31023
31,24,122,16,13.11,106,86.89,31024
31,25,121,17,14.05,104,85.95,31025
31,26,97,22,22.68,75,77.32,31026
31,27,91,15,16.48,76,83.52,31027
31,28,129,32,24.81,97,75.19,31028
31,29,137,24,17.52,113,82.48,31029
31,30,158,38,24.05,120,75.95,31030
31,31,187,51,27.27,136,72.73,31031
31,32,169,30,17.75,139,82.25,31032
31,33,150,29,19.33,121,80.67,31033
31,34,104,16,15.38,88,84.62,31034
31,35,85,18,21.18,67,78.82,31035
31,36,159,22,13.84,137,86.16,31036
31,37,103,16,15.53,87,84.47,31037
31,38,89,10,11.24,79,88.76,31038
31,39,78,19,24.36,59,75.64,31039
31,40,85,17,20.0,68,80.0,31040
31,41,133,22,16.54,111,83.46,31041
31,42,161,23,14.29,138,85.71,31042
31,43,168,33,19.64,135,80.36,31043
31,44,109,15,13.76,94,86.24,31044
31,45,119,32,26.89,87,73.11,31045
31,46,117,23,19.66,94,80.34,31046
31,47,135,27,20.0,108,80.0,31047
31,48,105,19,18.1,86,81.9,31048
31,49,69,12,17.39,57,82.61,31049
31,50,171,39,22.81,132,77.19,31050
31,51,89,7,7.87,82,92.13,31051
32,1,242,54,22.31,188,77.69,32001
32,2,250,73,29.2,177,70.8,32002
32,3,189,53,28.04,136,71.96,32003
32,4,260,65,25.0,195,75.0,32004
32,5,180,63,35.0,117,65.0,32005
32,6,253,89,35.18,164,64.82,32006
32,7,181,72,39.78,109,60.22,32007
32,8,310,101,32.58,209,67.42,32008
32,9,352,94,26.7,258,73.3,32009
32,10,235,64,27.23,171,72.77,32010
32,11,168,47,27.98,121,72.02,32011
32,12,156,49,31.41,107,68.59,32012
32,13,114,34,29.82,80,70.18,32013
32,14,219,51,23.29,168,76.71,32014
32,15,170,50,29.41,120,70.59,32015
32,16,204,64,31.37,140,68.63,32016
32,17,249,74,29.72,175,70.28,32017
32,18,162,55,33.95,107,66.05,32018
32,19,265,85,32.08,180,67.92,32019
32,20,229,66,28.82,163,71.18,32020
32,21,190,57,30.0,133,70.0,32021
32,22,280,78,27.86,202,72.14,32022
32,23,249,95,38.15,154,61.85,32023
32,24,273,79,28.94,194,71.06,32024
32,25,197,68,34.52,129,65.48,32025
32,26,206,65,31.55,141,68.45,32026
32,27,250,75,30.0,175,70.0,32027
32,28,154,45,29.22,109,70.78,32028
32,29,199,60,30.15,139,69.85,32029
32,30,247,79,31.98,168,68.02,32030
32,31,269,64,23.79,205,76.21,32031
32,32,218,64,29.36,154,70.64,32032
32,33,158,56,35.44,102,64.56,32033
32,34,224,65,29.02,159,70.98,32034
32,35,245,53,21.63,192,78.37,32035
32,36,245,77,31.43,168,68.57,32036
32,37,200,66,33.0,134,67.0,32037
32,38,239,50,20.92,189,79.08,32038
32,39,263,73,27.76,190,72.24,32039
32,40,263,87,33.08,176,66.92,32040
32,41,272,87,31.99,185,68.01,32041
32,42,281,87,30.96,194,69.04,32042
32,43,255,79,30.98,176,69.02,32043
32,44,173,54,31.21,119,68.79,32044
32,45,232,90,38.79,142,61.21,32045
32,46,110,22,20.0,88,80.0,32046
32,47,251,91,36.25,160,63.75,32047
32,48,342,98,28.65,244,71.35,32048
32,49,117,33,28.21,84,71.79,32049
32,50,275,83,30.18,192,69.82,32050
32,51,247,77,31.17,170,68.83,32051
32,52,141,36,25.53,105,74.47,32052
33,1,272,62,22.79,210,77.21,33001
33,2,294,65,22.11,229,77.89,33002
33,3,241,55,22.82,186,77.18,33003
33,4,319,61,19.12,258,80.88,33004
33,5,237,75,31.65,162,68.35,33005
33,6,292,36,12.33,256,87.67,33006
33,7,343,92,26.82,251,73.18,33007
33,8,232,54,23.28,178,76.72,33008
33,9,290,92,31.72,198,68.28,33009
33,10,344,99,28.78,245,71.22,33010
33,11,281,88,31.32,193,68.68,33011
33,12,318,59,18.55,259,81.45,33012
33,13,282,43,15.25,239,84.75,33013
33,14,192,51,26.56,141,73.44,33014
33,15,296,72,24.32,224,75.68,33015
33,16,207,43,20.77,164,79.23,33016
33,17,325,101,31.08,224,68.92,33017
33,18,79,24,30.38,55,69.62,33018
33,19,259,60,23.17,199,76.83,33019
33,20,272,60,22.06,212,77.94,33020
33,21,308,62,20.13,246,79.87,33021
33,22,325,40,12.31,285,87.69,33022
33,23,292,76,26.03,216,73.97,33023
33,24,330,83,25.15,247,74.85,33024
33,25,352,89,25.28,263,74.72,33025
33,26,259,61,23.55,198,76.45,33026
33,27,236,58,24.58,178,75.42,33027
34,1,348,204,58.62,144,41.38,34001
34,2,274,133,48.54,141,51.46,34002
34,3,263,146,55.51,117,44.49,34003
34,4,275,157,57.09,118,42.91,34004
34,5,211,138,65.4,73,34.6,34005
34,6,160,106,66.25,54,33.75,34006
34,7,320,212,66.25,108,33.75,34007
34,8,268,173,64.55,95,35.45,34008
34,9,171,100,58.48,71,41.52,34009
34,10,246,139,56.5,107,43.5,34010
34,11,134,84,62.69,50,37.31,34011
34,12,307,193,62.87,114,37.13,34012
34,13,275,179,65.09,96,34.91,34013
34,14,170,107,62.94,63,37.06,34014
34,15,171,103,60.23,68,39.77,34015
34,16,160,102,63.75,58,36.25,34016
34,17,226,145,64.16,81,35.84,34017
34,18,145,93,64.14,52,35.86,34018
34,19,61,39,63.93,22,36.07,34019
34,20,384,251,65.36,133,34.64,34020
34,21,254,136,53.54,118,46.46,34021
34,22,306,208,67.97,98,32.03,34022
34,23,221,141,63.8,80,36.2,34023
34,24,214,132,61.68,82,38.32,34024
34,25,274,168,61.31,106,38.69,34025
34,26,127,64,50.39,63,49.61,34026
34,27,195,119,61.03,76,38.97,34027
34,28,147,71,48.3,76,51.7,34028
34,29,242,153,63.22,89,36.78,34029
34,30,310,212,68.39,98,31.61,34030
34,31,115,67,58.26,48,41.74,34031
34,32,159,110,69.18,49,30.82,34032
34,33,119,64,53.78,55,46.22,34033
34,34,315,188,59.68,127,40.32,34034
34,35,283,186,65.72,97,34.28,34035
34,36,280,174,62.14,106,37.86,34036
34,37,219,132,60.27,87,39.73,34037
34,38,178,100,56.18,78,43.82,34038
34,39,161,87,54.04,74,45.96,34039
34,40,238,142,59.66,96,40.34,34040
34,41,140,86,61.43,54,38.57,34041
34,42,306,222,72.55,84,27.45,34042
34,43,342,221,64.62,121,35.38,34043
34,44,297,191,64.31,106,35.69,34044
34,45,240,157,65.42,83,34.58,34045
34,46,230,124,53.91,106,46.09,34046
34,47,133,83,62.41,50,37.59,34047
34,48,311,176,56.59,135,43.41,34048
34,49,352,217,61.65,135,38.35,34049
34,50,235,146,62.13,89,37.87,34050
34,51,397,247,62.22,150,37.78,34051
34,52,186,119,63.98,67,36.02,34052
34,53,116,74,63.79,42,36.21,34053
34,54,165,104,63.03,61,36.97,34054
34,55,257,180,70.04,77,29.96,34055
34,56,127,86,67.72,41,32.28,34056
34,57,199,121,60.8,78,39.2,34057
34,58,264,152,57.58,112,42.42,34058
34,59,229,132,57.64,97,42.36,34059
34,60,252,153,60.71,99,39.29,34060
34,61,199,123,61.81,76,38.19,34061
35,1,283,70,24.73,213,75.27,35001
35,2,234,45,19.23,189,80.77,35002
35,3,184,47,25.54,137,74.46,35003
35,4,266,55,20.68,211,79.32,35004
35,5,228,42,18.42,186,81.58,35005
35,6,249,67,26.91,182,73.09,35006
35,7,290,73,25.17,217,74.83,35007
35,8,219,41,18.72,178,81.28,35008
35,9,197,54,27.41,143,72.59,35009
35,10,239,54,22.59,185,77.41,35010
35,11,236,61,25.85,175,74.15,35011
35,12,255,71,27.84,184,72.16,35012
35,13,77,16,20.78,61,79.22,35013
35,14,251,49,19.52,202,80.48,35014
35,15,236,54,22.88,182,77.12,35015
35,16,248,76,30.65,172,69.35,35016
35,17,254,63,24.8,191,75.2,35017
35,18,282,63,22.34,219,77.66,35018
35,19,243,66,27.16,177,72.84,35019
35,20,200,41,20.5,159,79.5,35020
35,21,248,56,22.58,192,77.42,35021
35,22,96,26,27.08,70,72.92,35022
35,23,132,21,15.91,111,84.09,35023
35,24,156,36,23.08,120,76.92,35024
35,25,237,68,28.69,169,71.31,35025
35,26,288,66,22.92,222,77.08,35026
35,27,281,79,28.11,202,71.89,35027
35,28,269,60,22.3,209,77.7,35028
35,29,293,83,28.33,210,71.67,35029
35,30,304,70,23.03,234,76.97,35030
35,31,114,26,22.81,88,77.19,35031
35,32,148,20,13.51,128,86.49,35032
35,33,230,62,26.96,168,73.04,35033
35,34,234,50,21.37,184,78.63,35034
35,35,213,48,22.54,165,77.46,35035
35,36,163,39,23.93,124,76.07,35036
36,1,197,51,25.89,146,74.11,36001
36,2,192,56,29.17,136,70.83,36002
36,3,380,125,32.89,255,67.11,36003
36,4,168,42,25.0,126,75.0,36004
36,5,202,60,29.7,142,70.3,36005
36,6,232,60,25.86,172,74.14,36006
36,7,205,64,31.22,141,68.78,36007
36,8,248,68,27.42,180,72.58,36008
36,9,236,92,38.98,144,61.02,36009
36,10,176,49,27.84,127,72.16,36010
36,11,338,103,30.47,235,69.53,36011
36,12,197,51,25.89,146,74.11,36012
36,13,361,92,25.48,269,74.52,36013
36,14,288,72,25.0,216,75.0,36014
36,15,233,55,23.61,178,76.39,36015
36,16,363,112,30.85,251,69.15,36016
36,17,241,78,32.37,163,67.63,36017
36,18,304,101,33.22,203,66.78,36018
36,19,251,48,19.12,203,80.88,36019
36,20,316,104,32.91,212,67.09,36020
36,21,408,126,30.88,282,69.12,36021
36,22,348,106,30.46,242,69.54,36022
36,23,108,52,48.15,56,51.85,36023
36,24,248,119,47.98,129,52.02,36024
36,25,193,60,31.09,133,68.91,36025
36,26,248,71,28.63,177,71.37,36026
36,27,143,52,36.36,91,63.64,36027
36,28,227,73,32.16,154,67.84,36028
36,29,223,68,30.49,155,69.51,36029
36,30,316,87,27.53,229,72.47,36030
36,31,286,88,30.77,198,69.23,36031
36,32,239,80,33.47,159,66.53,36032
36,33,183,69,37.7,114,62.3,36033
36,34,203,58,28.57,145,71.43,36034
36,35,264,75,28.41,189,71.59,36035
36,36,214,51,23.83,163,76.17,36036
36,37,234,73,31.2,161,68.8,36037
36,38,159,35,22.01,124,77.99,36038
36,39,237,82,34.6,155,65.4,36039
36,40,317,94,29.65,223,70.35,36040
36,41,213,64,30.05,149,69.95,36041
36,42,208,74,35.58,134,64.42,36042
36,43,214,58,27.1,156,72.9,36043
36,44,266,120,45.11,146,54.89,36044
36,45,238,64,26.89,174,73.11,36045
36,46,214,54,25.23,160,74.77,36046
36,47,192,60,31.25,132,68.75,36047
36,48,218,75,34.4,143,65.6,36048
36,49,355,116,32.68,239,67.32,36049
36,50,213,54,25.35,159,74.65,36050
36,51,224,53,23.66,171,76.34,36051
36,52,247,62,25.1,185,74.9,36052
36,53,159,40,25.16,119,74.84,36053
36,54,308,128,41.56,180,58.44,36054
36,55,328,107,32.62,221,67.38,36055
37,1,153,19,12.42,134,87.58,37001
37,2,195,91,46.67,104,53.33,37002
37,3,123,60,48.78,63,51.22,37003
37,4,223,154,69.06,69,30.94,37004
37,5,247,169,68.42,78,31.58,37005
37,6,265,173,65.28,92,34.72,37006
37,7,253,175,69.17,78,30.83,37007
37,8,165,78,47.27,87,52.73,37008
37,9,182,112,61.54,70,38.46,37009
37,10,206,114,55.34,92,44.66,37010
37,11,106,23,21.7,83,78.3,37011
37,12,140,76,54.29,64,45.71,37012
37,13,189,120,63.49,69,36.51,37013
37,14,271,171,63.1,100,36.9,37014
37,15,189,125,66.14,64,33.86,37015
37,16,235,151,64.26,84,35.74,37016
37,17,186,119,63.98,67,36.02,37017
37,18,234,162,69.23,72,30.77,37018
37,19,157,22,14.01,135,85.99,37019
37,20,181,111,61.33,70,38.67,37020
37,21,196,134,68.37,62,31.63,37021
37,22,133,84,63.16,49,36.84,37022
37,23,165,105,63.64,60,36.36,37023
37,24,204,146,71.57,58,28.43,37024
37,25,235,167,71.06,68,28.94,37025
37,26,255,170,66.67,85,33.33,37026
37,27,225,144,64.0,81,36.0,37027
37,28,196,136,69.39,60,30.61,37028
37,29,220,159,72.27,61,27.73,37029
37,30,129,76,58.91,53,41.09,37030
37,31,222,150,67.57,72,32.43,37031
37,32,231,151,65.37,80,34.63,37032
37,33,171,109,63.74,62,36.26,37033
37,34,213,140,65.73,73,34.27,37034
37,35,222,135,60.81,87,39.19,37035
37,36,184,132,71.74,52,28.26,37036
37,37,187,126,67.38,61,32.62,37037
37,38,209,142,67.94,67,32.06,37038
37,39,196,44,22.45,152,77.55,37039
37,40,215,167,77.67,48,22.33,37040
37,41,244,155,63.52,89,36.48,37041
37,42,144,44,30.56,100,69.44,37042
37,43,166,106,63.86,60,36.14,37043
38,1,280,95,33.93,185,66.07,38001
38,2,173,45,26.01,128,73.99,38002
38,3,193,56,29.02,137,70.98,38003
38,4,138,33,23.91,105,76.09,38004
38,5,392,118,30.1,274,69.9,38005
38,6,221,60,27.15,161,72.85,38006
38,7,254,70,27.56,184,72.44,38007
38,8,169,49,28.99,120,71.01,38008
38,9,247,66,26.72,181,73.28,38009
38,10,275,83,30.18,192,69.82,38010
38,11,187,60,32.09,127,67.91,38011
38,12,232,93,40.09,139,59.91,38012
38,13,220,63,28.64,157,71.36,38013
38,14,203,62,30.54,141,69.46,38014
38,15,153,48,31.37,105,68.63,38015
38,16,224,79,35.27,145,64.73,38016
38,17,188,53,28.19,135,71.81,38017
38,18,249,96,38.55,153,61.45,38018
38,19,290,104,35.86,186,64.14,38019
38,20,294,95,32.31,199,67.69,38020
38,21,229,74,32.31,155,67.69,38021
38,22,225,80,35.56,145,64.44,38022
38,23,178,53,29.78,125,70.22,38023
38,24,147,45,30.61,102,69.39,38024
38,25,207,59,28.5,148,71.5,38025
38,26,179,56,31.28,123,68.72,38026
38,27,148,52,35.14,96,64.86,38027
38,28,179,67,37.43,112,62.57,38028
38,29,184,52,28.26,132,71.74,38029
38,30,181,52,28.73,129,71.27,38030
38,31,268,58,21.64,210,78.36,38031
38,32,286,86,30.07,200,69.93,38032
38,33,209,54,25.84,155,74.16,38033
38,34,170,43,25.29,127,74.71,38034
38,35,259,61,23.55,198,76.45,38035
38,36,222,63,28.38,159,71.62,38036
38,37,223,55,24.66,168,75.34,38037
38,38,266,74,27.82,192,72.18,38038
38,39,210,53,25.24,157,74.76,38039
38,40,168,50,29.76,118,70.24,38040
38,41,334,109,32.63,225,67.37,38041
38,42,266,77,28.95,189,71.05,38042
38,43,257,77,29.96,180,70.04,38043
38,44,235,75,31.91,160,68.09,38044
38,45,274,97,35.4,177,64.6,38045
38,46,203,67,33.0,136,67.0,38046
38,47,226,73,32.3,153,67.7,38047
38,48,223,57,25.56,166,74.44,38048
38,49,226,80,35.4,146,64.6,38049
38,50,237,62,26.16,175,73.84,38050
38,51,159,59,37.11,100,62.89,38051
38,52,219,66,30.14,153,69.86,38052
38,53,58,14,24.14,44,75.86,38053
39,1,243,83,34.16,160,65.84,39001
39,2,357,151,42.3,206,57.7,39002
39,3,245,52,21.22,193,78.78,39003
39,4,192,59,30.73,133,69.27,39004
39,5,180,46,25.56,134,74.44,39005
39,6,261,84,32.18,177,67.82,39006
39,7,183,46,25.14,137,74.86,39007
39,8,254,55,21.65,199,78.35,39008
39,9,291,66,22.68,225,77.32,39009
39,10,189,31,16.4,158,83.6,39010
39,11,274,66,24.09,208,75.91,39011
39,12,188,36,19.15,152,80.85,39012
39,13,121,43,35.54,78,64.46,39013
39,14,230,63,27.39,167,72.61,39014
39,15,228,69,30.26,159,69.74,39015
39,16,150,43,28.67,107,71.33,39016
39,17,146,46,31.51,100,68.49,39017
39,18,247,83,33.6,164,66.4,39018
39,19,156,58,37.18,98,62.82,39019
39,20,225,59,26.22,166,73.78,39020
39,21,172,40,23.26,132,76.74,39021
39,22,232,54,23.28,178,76.72,39022
39,23,142,28,19.72,114,80.28,39023
39,24,195,50,25.64,145,74.36,39024
39,25,244,80,32.79,164,67.21,39025
39,26,225,72,32.0,153,68.0,39026
39,27,235,58,24.68,177,75.32,39027
39,28,263,69,26.24,194,73.76,39028
39,29,245,59,24.08,186,75.92,39029
39,30,135,45,33.33,90,66.67,39030
39,31,170,42,24.71,128,75.29,39031
39,32,163,34,20.86,129,79.14,39032
39,33,253,58,22.92,195,77.08,39033
39,34,258,81,31.4,177,68.6,39034
39,35,264,87,32.95,177,67.05,39035
39,36,188,55,29.26,133,70.74,39036
39,37,337,93,27.6,244,72.4,39037
39,38,240,63,26.25,177,73.75,39038
39,39,101,33,32.67,68,67.33,39039
39,40,148,46,31.08,102,68.92,39040
