ward,precinct,total,Charles J. Wheelan,Charles J. Wheelan Percent,Sara Feigenholtz,Sara Feigenholtz Percent,John A. Fritchey,John A. Fritchey Percent,Victor A. Forys,Victor A. Forys Percent,Jan H. Donatelli,Jan H. Donatelli Percent,Frank Annunzio,Frank Annunzio Percent,Carlos A. Monteagudo,Carlos A. Monteagudo Percent,Paul J. Bryar,Paul J. Bryar Percent,Tom Geoghegan,Tom Geoghegan Percent,Cary Capparelli,Cary Capparelli Percent,Mike Quigley,Mike Quigley Percent,Patrick J. O'Connor,Patrick J. O'Connor Percent,precinct_id
39,10,88,4,4.55,10,11.36,8,9.09,0,0.0,0,0.0,0,0.0,2,2.27,4,4.55,7,7.95,0,0.0,24,27.27,29,32.95,39010
39,11,112,8,7.14,9,8.04,9,8.04,5,4.46,2,1.79,0,0.0,1,0.89,3,2.68,5,4.46,0,0.0,16,14.29,54,48.21,39011
39,12,72,5,6.94,10,13.89,17,23.61,3,4.17,1,1.39,0,0.0,5,6.94,2,2.78,3,4.17,0,0.0,14,19.44,12,16.67,39012
39,13,59,10,16.95,8,13.56,4,6.78,4,6.78,1,1.69,0,0.0,0,0.0,0,0.0,13,22.03,0,0.0,16,27.12,3,5.08,39013
39,14,102,17,16.67,16,15.69,6,5.88,4,3.92,0,0.0,0,0.0,5,4.9,1,0.98,8,7.84,3,2.94,17,16.67,25,24.51,39014
39,15,105,5,4.76,5,4.76,15,14.29,2,1.9,0,0.0,1,0.95,0,0.0,1,0.95,3,2.86,2,1.9,25,23.81,46,43.81,39015
39,16,77,8,10.39,17,22.08,5,6.49,3,3.9,1,1.3,1,1.3,1,1.3,0,0.0,7,9.09,3,3.9,12,15.58,19,24.68,39016
39,17,67,2,2.99,12,17.91,2,2.99,0,0.0,2,2.99,0,0.0,0,0.0,0,0.0,9,13.43,0,0.0,25,37.31,15,22.39,39017
39,18,147,9,6.12,25,17.01,14,9.52,1,0.68,1,0.68,1,0.68,2,1.36,6,4.08,8,5.44,4,2.72,23,15.65,53,36.05,39018
39,19,67,3,4.48,9,13.43,6,8.96,6,8.96,1,1.49,1,1.49,0,0.0,0,0.0,4,5.97,0,0.0,17,25.37,20,29.85,39019
39,20,101,6,5.94,6,5.94,10,9.9,11,10.89,1,0.99,0,0.0,1,0.99,0,0.0,1,0.99,1,0.99,38,37.62,26,25.74,39020
39,21,70,5,7.14,4,5.71,11,15.71,9,12.86,2,2.86,3,4.29,3,4.29,4,5.71,0,0.0,1,1.43,6,8.57,22,31.43,39021
39,22,135,7,5.19,6,4.44,15,11.11,4,2.96,2,1.48,0,0.0,7,5.19,1,0.74,8,5.93,0,0.0,14,10.37,71,52.59,39022
39,23,71,5,7.04,11,15.49,6,8.45,1,1.41,4,5.63,0,0.0,1,1.41,3,4.23,13,18.31,0,0.0,18,25.35,9,12.68,39023
39,24,63,4,6.35,9,14.29,12,19.05,4,6.35,1,1.59,1,1.59,5,7.94,0,0.0,2,3.17,0,0.0,15,23.81,10,15.87,39024
39,25,122,14,11.48,21,17.21,14,11.48,20,16.39,2,1.64,1,0.82,2,1.64,2,1.64,5,4.1,3,2.46,28,22.95,10,8.2,39025
39,26,106,4,3.77,9,8.49,7,6.6,6,5.66,0,0.0,0,0.0,3,2.83,3,2.83,4,3.77,1,0.94,27,25.47,42,39.62,39026
39,27,127,7,5.51,28,22.05,7,5.51,8,6.3,6,4.72,1,0.79,0,0.0,1,0.79,16,12.6,1,0.79,49,38.58,3,2.36,39027
39,28,110,10,9.09,8,7.27,14,12.73,5,4.55,2,1.82,0,0.0,5,4.55,6,5.45,16,14.55,4,3.64,31,28.18,9,8.18,39028
39,29,128,13,10.16,14,10.94,24,18.75,7,5.47,1,0.78,1,0.78,0,0.0,0,0.0,17,13.28,0,0.0,29,22.66,22,17.19,39029
39,30,41,5,12.2,10,24.39,10,24.39,1,2.44,3,7.32,0,0.0,8,19.51,0,0.0,2,4.88,0,0.0,1,2.44,1,2.44,39030
39,31,69,3,4.35,8,11.59,6,8.7,3,4.35,0,0.0,0,0.0,0,0.0,1,1.45,3,4.35,0,0.0,12,17.39,33,47.83,39031
39,32,79,5,6.33,16,20.25,5,6.33,6,7.59,0,0.0,0,0.0,0,0.0,0,0.0,6,7.59,0,0.0,15,18.99,26,32.91,39032
39,33,148,7,4.73,52,35.14,13,8.78,2,1.35,1,0.68,1,0.68,0,0.0,2,1.35,13,8.78,0,0.0,35,23.65,22,14.86,39033
39,34,118,12,10.17,23,19.49,9,7.63,8,6.78,3,2.54,0,0.0,3,2.54,4,3.39,15,12.71,1,0.85,33,27.97,7,5.93,39034
39,35,121,11,9.09,21,17.36,7,5.79,1,0.83,3,2.48,0,0.0,0,0.0,6,4.96,17,14.05,4,3.31,34,28.1,17,14.05,39035
39,36,118,13,11.02,20,16.95,2,1.69,13,11.02,4,3.39,3,2.54,1,0.85,5,4.24,9,7.63,1,0.85,19,16.1,28,23.73,39036
39,37,174,8,4.6,24,13.79,22,12.64,5,2.87,0,0.0,2,1.15,0,0.0,5,2.87,16,9.2,6,3.45,43,24.71,43,24.71,39037
39,38,129,5,3.88,24,18.6,13,10.08,2,1.55,0,0.0,1,0.78,1,0.78,4,3.1,6,4.65,0,0.0,46,35.66,27,20.93,39038
39,39,51,3,5.88,3,5.88,7,13.73,2,3.92,0,0.0,1,1.96,0,0.0,1,1.96,6,11.76,0,0.0,7,13.73,21,41.18,39039
39,40,61,3,4.92,4,6.56,3,4.92,3,4.92,0,0.0,1,1.64,0,0.0,1,1.64,3,4.92,0,0.0,10,16.39,33,54.1,39040
39,41,58,2,3.45,21,36.21,10,17.24,2,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.45,11,18.97,10,17.24,39041
39,42,123,5,4.07,5,4.07,5,4.07,7,5.69,0,0.0,3,2.44,0,0.0,0,0.0,2,1.63,2,1.63,32,26.02,62,50.41,39042
39,43,106,5,4.72,15,14.15,15,14.15,3,2.83,6,5.66,0,0.0,2,1.89,1,0.94,10,9.43,2,1.89,25,23.58,22,20.75,39043
39,44,95,10,10.53,15,15.79,9,9.47,1,1.05,6,6.32,0,0.0,4,4.21,2,2.11,7,7.37,2,2.11,21,22.11,18,18.95,39044
39,45,57,7,12.28,6,10.53,10,17.54,5,8.77,1,1.75,2,3.51,3,5.26,2,3.51,4,7.02,1,1.75,6,10.53,10,17.54,39045
39,46,68,4,5.88,14,20.59,16,23.53,9,13.24,1,1.47,1,1.47,2,2.94,0,0.0,6,8.82,0,0.0,10,14.71,5,7.35,39046
39,47,57,3,5.26,6,10.53,10,17.54,1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,2,3.51,3,5.26,6,10.53,26,45.61,39047
40,1,67,1,1.49,14,20.9,6,8.96,2,2.99,0,0.0,1,1.49,0,0.0,0,0.0,6,8.96,0,0.0,4,5.97,33,49.25,40001
40,2,82,0,0.0,2,2.44,4,4.88,1,1.22,0,0.0,0,0.0,0,0.0,0,0.0,5,6.1,0,0.0,11,13.41,59,71.95,40002
40,5,115,5,4.35,17,14.78,9,7.83,0,0.0,2,1.74,0,0.0,0,0.0,0,0.0,15,13.04,0,0.0,22,19.13,45,39.13,40005
40,6,120,10,8.33,18,15.0,13,10.83,0,0.0,1,0.83,3,2.5,0,0.0,2,1.67,16,13.33,0,0.0,29,24.17,28,23.33,40006
40,10,129,2,1.55,12,9.3,1,0.78,1,0.78,0,0.0,1,0.78,0,0.0,0,0.0,7,5.43,1,0.78,18,13.95,86,66.67,40010
40,14,67,3,4.48,14,20.9,4,5.97,1,1.49,1,1.49,0,0.0,1,1.49,0,0.0,7,10.45,1,1.49,7,10.45,28,41.79,40014
40,15,133,3,2.26,16,12.03,4,3.01,1,0.75,1,0.75,0,0.0,0,0.0,0,0.0,6,4.51,0,0.0,17,12.78,85,63.91,40015
40,17,66,6,9.09,11,16.67,7,10.61,0,0.0,0,0.0,1,1.52,0,0.0,1,1.52,2,3.03,0,0.0,5,7.58,33,50.0,40017
40,19,119,0,0.0,11,9.24,7,5.88,2,1.68,0,0.0,3,2.52,1,0.84,0,0.0,3,2.52,3,2.52,21,17.65,68,57.14,40019
40,20,112,6,5.36,13,11.61,12,10.71,0,0.0,2,1.79,0,0.0,1,0.89,0,0.0,7,6.25,1,0.89,25,22.32,45,40.18,40020
40,21,102,4,3.92,11,10.78,9,8.82,0,0.0,0,0.0,2,1.96,2,1.96,0,0.0,6,5.88,1,0.98,23,22.55,44,43.14,40021
40,23,105,5,4.76,14,13.33,7,6.67,0,0.0,2,1.9,1,0.95,0,0.0,3,2.86,18,17.14,0,0.0,31,29.52,24,22.86,40023
40,24,94,2,2.13,6,6.38,6,6.38,2,2.13,0,0.0,1,1.06,0,0.0,1,1.06,0,0.0,2,2.13,9,9.57,65,69.15,40024
40,25,111,2,1.8,8,7.21,7,6.31,0,0.0,0,0.0,0,0.0,1,0.9,0,0.0,1,0.9,0,0.0,8,7.21,84,75.68,40025
40,29,183,6,3.28,12,6.56,8,4.37,0,0.0,0,0.0,1,0.55,0,0.0,1,0.55,14,7.65,2,1.09,27,14.75,112,61.2,40029
40,30,266,5,1.88,15,5.64,12,4.51,1,0.38,3,1.13,0,0.0,0,0.0,0,0.0,16,6.02,3,1.13,28,10.53,183,68.8,40030
40,31,130,3,2.31,13,10.0,8,6.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.77,0,0.0,12,9.23,93,71.54,40031
40,32,64,0,0.0,0,0.0,3,4.69,1,1.56,1,1.56,0,0.0,1,1.56,0,0.0,3,4.69,0,0.0,7,10.94,48,75.0,40032
40,34,135,2,1.48,18,13.33,7,5.19,0,0.0,4,2.96,4,2.96,0,0.0,0,0.0,7,5.19,1,0.74,10,7.41,82,60.74,40034
40,36,142,8,5.63,8,5.63,15,10.56,1,0.7,1,0.7,0,0.0,2,1.41,3,2.11,13,9.15,0,0.0,13,9.15,78,54.93,40036
40,38,77,2,2.6,8,10.39,3,3.9,0,0.0,1,1.3,2,2.6,0,0.0,0,0.0,4,5.19,0,0.0,9,11.69,48,62.34,40038
40,40,95,4,4.21,9,9.47,10,10.53,0,0.0,1,1.05,0,0.0,0,0.0,0,0.0,7,7.37,0,0.0,38,40.0,26,27.37,40040
40,41,20,1,5.0,5,25.0,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,25.0,0,0.0,3,15.0,4,20.0,40041
40,44,92,3,3.26,17,18.48,2,2.17,0,0.0,0,0.0,1,1.09,1,1.09,1,1.09,4,4.35,0,0.0,6,6.52,57,61.96,40044
40,45,156,9,5.77,31,19.87,9,5.77,0,0.0,1,0.64,1,0.64,1,0.64,3,1.92,14,8.97,0,0.0,45,28.85,42,26.92,40045
40,48,84,2,2.38,8,9.52,12,14.29,2,2.38,2,2.38,0,0.0,1,1.19,0,0.0,11,13.1,3,3.57,11,13.1,32,38.1,40048
40,49,74,3,4.05,13,17.57,10,13.51,1,1.35,1,1.35,0,0.0,0,0.0,0,0.0,3,4.05,0,0.0,6,8.11,37,50.0,40049
41,3,119,3,2.52,10,8.4,20,16.81,14,11.76,2,1.68,4,3.36,1,0.84,0,0.0,10,8.4,7,5.88,28,23.53,20,16.81,41003
41,6,158,14,8.86,12,7.59,9,5.7,17,10.76,0,0.0,1,0.63,0,0.0,4,2.53,5,3.16,3,1.9,39,24.68,54,34.18,41006
41,9,130,10,7.69,12,9.23,23,17.69,37,28.46,1,0.77,1,0.77,0,0.0,1,0.77,3,2.31,4,3.08,24,18.46,14,10.77,41009
41,10,145,14,9.66,8,5.52,26,17.93,6,4.14,10,6.9,5,3.45,0,0.0,1,0.69,4,2.76,3,2.07,28,19.31,40,27.59,41010
41,12,136,6,4.41,3,2.21,20,14.71,37,27.21,3,2.21,13,9.56,0,0.0,13,9.56,6,4.41,2,1.47,23,16.91,10,7.35,41012
41,14,183,26,14.21,8,4.37,16,8.74,9,4.92,3,1.64,0,0.0,0,0.0,8,4.37,9,4.92,3,1.64,51,27.87,50,27.32,41014
41,16,136,6,4.41,17,12.5,16,11.76,5,3.68,3,2.21,1,0.74,1,0.74,16,11.76,10,7.35,3,2.21,28,20.59,30,22.06,41016
41,19,179,13,7.26,19,10.61,24,13.41,7,3.91,1,0.56,6,3.35,1,0.56,0,0.0,6,3.35,1,0.56,50,27.93,51,28.49,41019
41,21,135,15,11.11,14,10.37,14,10.37,16,11.85,3,2.22,4,2.96,0,0.0,3,2.22,6,4.44,5,3.7,25,18.52,30,22.22,41021
41,22,126,8,6.35,12,9.52,22,17.46,15,11.9,6,4.76,2,1.59,0,0.0,5,3.97,2,1.59,1,0.79,30,23.81,23,18.25,41022
41,23,151,16,10.6,9,5.96,16,10.6,46,30.46,1,0.66,1,0.66,0,0.0,4,2.65,4,2.65,3,1.99,26,17.22,25,16.56,41023
41,24,150,6,4.0,6,4.0,14,9.33,48,32.0,5,3.33,7,4.67,2,1.33,7,4.67,0,0.0,6,4.0,31,20.67,18,12.0,41024
41,30,140,4,2.86,16,11.43,24,17.14,30,21.43,4,2.86,3,2.14,0,0.0,4,2.86,5,3.57,7,5.0,31,22.14,12,8.57,41030
41,35,170,5,2.94,19,11.18,22,12.94,18,10.59,3,1.76,1,0.59,0,0.0,9,5.29,10,5.88,2,1.18,41,24.12,40,23.53,41035
41,38,130,10,7.69,7,5.38,11,8.46,18,13.85,3,2.31,3,2.31,0,0.0,16,12.31,3,2.31,2,1.54,28,21.54,29,22.31,41038
41,39,97,4,4.12,5,5.15,13,13.4,4,4.12,4,4.12,0,0.0,0,0.0,2,2.06,6,6.19,0,0.0,22,22.68,37,38.14,41039
41,44,160,10,6.25,11,6.88,19,11.88,7,4.38,1,0.63,2,1.25,0,0.0,7,4.38,9,5.63,6,3.75,48,30.0,40,25.0,41044
41,46,119,16,13.45,12,10.08,11,9.24,11,9.24,3,2.52,6,5.04,0,0.0,2,1.68,6,5.04,7,5.88,35,29.41,10,8.4,41046
41,47,121,8,6.61,4,3.31,12,9.92,3,2.48,1,0.83,1,0.83,0,0.0,0,0.0,6,4.96,1,0.83,39,32.23,46,38.02,41047
41,50,131,5,3.82,9,6.87,15,11.45,21,16.03,2,1.53,4,3.05,0,0.0,8,6.11,8,6.11,11,8.4,27,20.61,21,16.03,41050
41,51,103,1,0.97,3,2.91,24,23.3,14,13.59,7,6.8,0,0.0,0,0.0,2,1.94,0,0.0,4,3.88,17,16.5,31,30.1,41051
41,53,157,11,7.01,11,7.01,23,14.65,28,17.83,3,1.91,7,4.46,1,0.64,4,2.55,5,3.18,5,3.18,35,22.29,24,15.29,41053
41,54,127,12,9.45,10,7.87,8,6.3,5,3.94,3,2.36,0,0.0,0,0.0,2,1.57,18,14.17,6,4.72,36,28.35,27,21.26,41054
41,57,114,4,3.51,9,7.89,13,11.4,17,14.91,3,2.63,1,0.88,0,0.0,0,0.0,6,5.26,8,7.02,24,21.05,29,25.44,41057
43,2,102,13,12.75,22,21.57,16,15.69,1,0.98,0,0.0,1,0.98,0,0.0,2,1.96,5,4.9,0,0.0,37,36.27,5,4.9,43002
43,6,56,12,21.43,8,14.29,5,8.93,0,0.0,4,7.14,3,5.36,2,3.57,1,1.79,5,8.93,1,1.79,12,21.43,3,5.36,43006
43,7,118,22,18.64,27,22.88,24,20.34,1,0.85,1,0.85,0,0.0,0,0.0,0,0.0,11,9.32,1,0.85,24,20.34,7,5.93,43007
43,8,171,14,8.19,56,32.75,13,7.6,4,2.34,1,0.58,0,0.0,2,1.17,8,4.68,11,6.43,0,0.0,57,33.33,5,2.92,43008
43,12,148,28,18.92,41,27.7,13,8.78,1,0.68,0,0.0,2,1.35,0,0.0,1,0.68,5,3.38,0,0.0,54,36.49,3,2.03,43012
43,14,136,28,20.59,57,41.91,5,3.68,0,0.0,3,2.21,0,0.0,0,0.0,0,0.0,7,5.15,1,0.74,32,23.53,3,2.21,43014
43,17,110,13,11.82,19,17.27,17,15.45,1,0.91,14,12.73,0,0.0,0,0.0,2,1.82,13,11.82,0,0.0,27,24.55,4,3.64,43017
43,20,118,41,34.75,14,11.86,11,9.32,0,0.0,3,2.54,0,0.0,0,0.0,0,0.0,11,9.32,0,0.0,35,29.66,3,2.54,43020
43,21,154,85,55.19,17,11.04,5,3.25,0,0.0,2,1.3,0,0.0,5,3.25,3,1.95,16,10.39,0,0.0,16,10.39,5,3.25,43021
43,22,57,6,10.53,17,29.82,6,10.53,0,0.0,0,0.0,0,0.0,0,0.0,1,1.75,5,8.77,0,0.0,21,36.84,1,1.75,43022
43,27,108,19,17.59,36,33.33,10,9.26,0,0.0,3,2.78,1,0.93,0,0.0,0,0.0,8,7.41,1,0.93,29,26.85,1,0.93,43027
43,29,80,24,30.0,14,17.5,5,6.25,0,0.0,3,3.75,0,0.0,0,0.0,0,0.0,11,13.75,2,2.5,19,23.75,2,2.5,43029
43,31,122,21,17.21,21,17.21,16,13.11,1,0.82,9,7.38,0,0.0,0,0.0,4,3.28,4,3.28,0,0.0,44,36.07,2,1.64,43031
43,32,146,39,26.71,33,22.6,13,8.9,0,0.0,3,2.05,0,0.0,0,0.0,3,2.05,16,10.96,1,0.68,32,21.92,6,4.11,43032
43,33,47,8,17.02,13,27.66,2,4.26,0,0.0,0,0.0,2,4.26,4,8.51,0,0.0,2,4.26,0,0.0,13,27.66,3,6.38,43033
43,34,44,6,13.64,11,25.0,10,22.73,0,0.0,1,2.27,0,0.0,1,2.27,1,2.27,1,2.27,0,0.0,12,27.27,1,2.27,43034
43,38,70,8,11.43,25,35.71,10,14.29,0,0.0,2,2.86,0,0.0,2,2.86,1,1.43,5,7.14,0,0.0,15,21.43,2,2.86,43038
43,43,59,9,15.25,16,27.12,5,8.47,1,1.69,0,0.0,0,0.0,0,0.0,0,0.0,4,6.78,0,0.0,20,33.9,4,6.78,43043
43,44,83,11,13.25,33,39.76,6,7.23,2,2.41,1,1.2,0,0.0,0,0.0,2,2.41,2,2.41,0,0.0,26,31.33,0,0.0,43044
43,45,34,3,8.82,12,35.29,3,8.82,0,0.0,1,2.94,0,0.0,2,5.88,0,0.0,2,5.88,0,0.0,11,32.35,0,0.0,43045
43,48,93,7,7.53,22,23.66,11,11.83,3,3.23,6,6.45,0,0.0,0,0.0,2,2.15,8,8.6,1,1.08,25,26.88,8,8.6,43048
43,50,78,5,6.41,23,29.49,17,21.79,0,0.0,4,5.13,0,0.0,0,0.0,0,0.0,5,6.41,0,0.0,22,28.21,2,2.56,43050
43,53,137,13,9.49,46,33.58,15,10.95,0,0.0,3,2.19,0,0.0,1,0.73,3,2.19,13,9.49,2,1.46,27,19.71,14,10.22,43053
43,56,51,16,31.37,11,21.57,5,9.8,0,0.0,2,3.92,0,0.0,0,0.0,0,0.0,1,1.96,0,0.0,15,29.41,1,1.96,43056
43,57,63,11,17.46,9,14.29,3,4.76,1,1.59,2,3.17,0,0.0,0,0.0,2,3.17,9,14.29,1,1.59,19,30.16,6,9.52,43057
43,58,97,29,29.9,16,16.49,9,9.28,0,0.0,11,11.34,0,0.0,0,0.0,0,0.0,4,4.12,0,0.0,26,26.8,2,2.06,43058
43,59,147,25,17.01,50,34.01,7,4.76,0,0.0,3,2.04,1,0.68,0,0.0,0,0.0,8,5.44,0,0.0,48,32.65,5,3.4,43059
44,1,122,5,4.1,59,48.36,4,3.28,4,3.28,0,0.0,0,0.0,0,0.0,2,1.64,6,4.92,1,0.82,34,27.87,7,5.74,44001
44,2,97,5,5.15,49,50.52,4,4.12,1,1.03,2,2.06,0,0.0,0,0.0,1,1.03,8,8.25,0,0.0,25,25.77,2,2.06,44002
44,5,109,8,7.34,39,35.78,14,12.84,3,2.75,2,1.83,0,0.0,1,0.92,0,0.0,11,10.09,1,0.92,28,25.69,2,1.83,44005
44,6,88,7,7.95,30,34.09,3,3.41,1,1.14,2,2.27,0,0.0,0,0.0,0,0.0,8,9.09,0,0.0,36,40.91,1,1.14,44006
44,8,42,5,11.9,9,21.43,8,19.05,1,2.38,0,0.0,0,0.0,1,2.38,0,0.0,1,2.38,0,0.0,16,38.1,1,2.38,44008
44,9,70,9,12.86,11,15.71,9,12.86,2,2.86,0,0.0,0,0.0,0,0.0,2,2.86,5,7.14,0,0.0,26,37.14,6,8.57,44009
44,10,56,8,14.29,13,23.21,5,8.93,0,0.0,2,3.57,0,0.0,0,0.0,0,0.0,3,5.36,0,0.0,23,41.07,2,3.57,44010
44,11,128,10,7.81,21,16.41,16,12.5,2,1.56,0,0.0,0,0.0,0,0.0,1,0.78,9,7.03,0,0.0,64,50.0,5,3.91,44011
44,12,79,12,15.19,35,44.3,2,2.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.53,0,0.0,26,32.91,2,2.53,44012
44,13,80,8,10.0,12,15.0,11,13.75,1,1.25,0,0.0,0,0.0,1,1.25,7,8.75,5,6.25,0,0.0,34,42.5,1,1.25,44013
44,14,92,12,13.04,35,38.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.09,8,8.7,2,2.17,29,31.52,5,5.43,44014
44,15,136,14,10.29,55,40.44,8,5.88,0,0.0,1,0.74,0,0.0,0,0.0,3,2.21,14,10.29,1,0.74,36,26.47,4,2.94,44015
44,16,111,8,7.21,22,19.82,12,10.81,1,0.9,1,0.9,0,0.0,0,0.0,2,1.8,8,7.21,0,0.0,53,47.75,4,3.6,44016
44,17,129,10,7.75,56,43.41,10,7.75,0,0.0,1,0.78,0,0.0,1,0.78,1,0.78,7,5.43,0,0.0,41,31.78,2,1.55,44017
44,18,51,6,11.76,12,23.53,3,5.88,1,1.96,1,1.96,0,0.0,0,0.0,1,1.96,0,0.0,0,0.0,24,47.06,3,5.88,44018
44,19,63,5,7.94,28,44.44,5,7.94,0,0.0,0,0.0,0,0.0,1,1.59,0,0.0,3,4.76,0,0.0,20,31.75,1,1.59,44019
44,20,76,11,14.47,35,46.05,6,7.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,6.58,0,0.0,18,23.68,1,1.32,44020
44,21,100,18,18.0,32,32.0,9,9.0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,8,8.0,0,0.0,31,31.0,0,0.0,44021
44,22,173,12,6.94,82,47.4,15,8.67,1,0.58,2,1.16,0,0.0,0,0.0,1,0.58,12,6.94,0,0.0,41,23.7,7,4.05,44022
44,23,70,7,10.0,25,35.71,3,4.29,1,1.43,1,1.43,0,0.0,0,0.0,0,0.0,7,10.0,0,0.0,26,37.14,0,0.0,44023
44,24,65,4,6.15,21,32.31,4,6.15,2,3.08,0,0.0,0,0.0,0,0.0,0,0.0,7,10.77,1,1.54,25,38.46,1,1.54,44024
44,25,96,15,15.63,20,20.83,5,5.21,0,0.0,0,0.0,0,0.0,0,0.0,3,3.13,12,12.5,0,0.0,38,39.58,3,3.13,44025
44,26,88,3,3.41,43,48.86,8,9.09,0,0.0,1,1.14,0,0.0,0,0.0,0,0.0,5,5.68,0,0.0,28,31.82,0,0.0,44026
44,27,135,22,16.3,41,30.37,12,8.89,0,0.0,0,0.0,0,0.0,1,0.74,3,2.22,9,6.67,0,0.0,44,32.59,3,2.22,44027
44,28,55,4,7.27,23,41.82,5,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.64,0,0.0,16,29.09,5,9.09,44028
44,29,96,21,21.88,23,23.96,10,10.42,1,1.04,1,1.04,0,0.0,2,2.08,3,3.13,9,9.38,0,0.0,25,26.04,1,1.04,44029
44,30,85,4,4.71,43,50.59,3,3.53,3,3.53,1,1.18,0,0.0,0,0.0,1,1.18,6,7.06,0,0.0,21,24.71,3,3.53,44030
44,31,92,7,7.61,19,20.65,7,7.61,0,0.0,2,2.17,0,0.0,1,1.09,0,0.0,9,9.78,0,0.0,47,51.09,0,0.0,44031
44,32,79,6,7.59,34,43.04,4,5.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.8,0,0.0,29,36.71,3,3.8,44032
44,33,112,9,8.04,54,48.21,3,2.68,2,1.79,0,0.0,0,0.0,0,0.0,1,0.89,11,9.82,0,0.0,32,28.57,0,0.0,44033
44,34,85,10,11.76,42,49.41,6,7.06,1,1.18,2,2.35,1,1.18,0,0.0,0,0.0,6,7.06,0,0.0,17,20.0,0,0.0,44034
44,36,78,6,7.69,35,44.87,2,2.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,8.97,1,1.28,25,32.05,2,2.56,44036
44,37,160,14,8.75,70,43.75,4,2.5,3,1.88,1,0.63,2,1.25,0,0.0,5,3.13,10,6.25,0,0.0,51,31.88,0,0.0,44037
44,38,70,8,11.43,21,30.0,6,8.57,0,0.0,0,0.0,0,0.0,0,0.0,2,2.86,5,7.14,0,0.0,26,37.14,2,2.86,44038
44,39,79,13,16.46,30,37.97,2,2.53,0,0.0,0,0.0,0,0.0,0,0.0,4,5.06,3,3.8,0,0.0,25,31.65,2,2.53,44039
44,40,102,14,13.73,17,16.67,15,14.71,1,0.98,1,0.98,0,0.0,1,0.98,1,0.98,6,5.88,0,0.0,45,44.12,1,0.98,44040
44,41,106,10,9.43,48,45.28,7,6.6,3,2.83,2,1.89,0,0.0,1,0.94,0,0.0,5,4.72,2,1.89,25,23.58,3,2.83,44041
44,42,142,8,5.63,45,31.69,2,1.41,8,5.63,2,1.41,0,0.0,0,0.0,1,0.7,8,5.63,0,0.0,65,45.77,3,2.11,44042
44,43,126,17,13.49,20,15.87,13,10.32,0,0.0,0,0.0,0,0.0,0,0.0,2,1.59,16,12.7,0,0.0,56,44.44,2,1.59,44043
44,44,152,14,9.21,64,42.11,9,5.92,4,2.63,4,2.63,0,0.0,1,0.66,0,0.0,6,3.95,0,0.0,44,28.95,6,3.95,44044
44,45,119,13,10.92,34,28.57,6,5.04,0,0.0,8,6.72,0,0.0,2,1.68,1,0.84,7,5.88,0,0.0,46,38.66,2,1.68,44045
44,46,86,7,8.14,39,45.35,1,1.16,0,0.0,4,4.65,0,0.0,1,1.16,1,1.16,2,2.33,0,0.0,30,34.88,1,1.16,44046
44,47,139,15,10.79,30,21.58,20,14.39,1,0.72,1,0.72,0,0.0,0,0.0,3,2.16,14,10.07,1,0.72,50,35.97,4,2.88,44047
44,50,91,7,7.69,11,12.09,7,7.69,0,0.0,1,1.1,0,0.0,1,1.1,6,6.59,5,5.49,1,1.1,47,51.65,5,5.49,44050
44,51,80,14,17.5,17,21.25,10,12.5,0,0.0,0,0.0,0,0.0,0,0.0,2,2.5,2,2.5,0,0.0,31,38.75,4,5.0,44051
45,1,86,3,3.49,12,13.95,28,32.56,13,15.12,3,3.49,0,0.0,3,3.49,2,2.33,5,5.81,0,0.0,13,15.12,4,4.65,45001
45,2,128,8,6.25,8,6.25,27,21.09,30,23.44,5,3.91,4,3.13,0,0.0,1,0.78,5,3.91,1,0.78,27,21.09,12,9.38,45002
45,3,192,4,2.08,15,7.81,100,52.08,12,6.25,2,1.04,3,1.56,0,0.0,4,2.08,1,0.52,0,0.0,30,15.63,21,10.94,45003
45,4,160,12,7.5,19,11.88,26,16.25,11,6.88,3,1.88,2,1.25,0,0.0,1,0.63,4,2.5,1,0.63,33,20.63,48,30.0,45004
45,5,171,6,3.51,18,10.53,25,14.62,17,9.94,4,2.34,1,0.58,0,0.0,3,1.75,6,3.51,3,1.75,43,25.15,45,26.32,45005
45,6,99,4,4.04,9,9.09,17,17.17,18,18.18,4,4.04,1,1.01,1,1.01,3,3.03,3,3.03,2,2.02,24,24.24,13,13.13,45006
45,7,98,5,5.1,18,18.37,11,11.22,19,19.39,0,0.0,1,1.02,2,2.04,3,3.06,8,8.16,1,1.02,24,24.49,6,6.12,45007
45,8,101,3,2.97,11,10.89,16,15.84,19,18.81,1,0.99,12,11.88,2,1.98,3,2.97,1,0.99,1,0.99,23,22.77,9,8.91,45008
