ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
26,1,193,160,82.9,33,17.1,26001
26,2,176,165,93.75,11,6.25,26002
26,3,137,127,92.7,10,7.3,26003
26,4,262,251,95.8,11,4.2,26004
26,5,213,197,92.49,16,7.51,26005
26,6,303,261,86.14,42,13.86,26006
26,7,141,126,89.36,15,10.64,26007
26,8,387,312,80.62,75,19.38,26008
26,9,166,152,91.57,14,8.43,26009
26,10,196,177,90.31,19,9.69,26010
26,11,220,204,92.73,16,7.27,26011
26,12,223,211,94.62,12,5.38,26012
26,13,247,226,91.5,21,8.5,26013
26,14,156,150,96.15,6,3.85,26014
26,15,132,120,90.91,12,9.09,26015
26,16,97,89,91.75,8,8.25,26016
26,17,135,123,91.11,12,8.89,26017
26,18,161,154,95.65,7,4.35,26018
26,19,248,223,89.92,25,10.08,26019
26,20,168,162,96.43,6,3.57,26020
26,21,198,177,89.39,21,10.61,26021
26,22,159,147,92.45,12,7.55,26022
26,23,298,268,89.93,30,10.07,26023
26,24,312,285,91.35,27,8.65,26024
26,25,257,244,94.94,13,5.06,26025
26,26,113,99,87.61,14,12.39,26026
26,27,114,109,95.61,5,4.39,26027
26,28,273,254,93.04,19,6.96,26028
26,29,147,136,92.52,11,7.48,26029
26,30,285,261,91.58,24,8.42,26030
26,31,59,55,93.22,4,6.78,26031
26,32,261,234,89.66,27,10.34,26032
26,33,234,214,91.45,20,8.55,26033
26,34,238,216,90.76,22,9.24,26034
26,35,180,162,90.0,18,10.0,26035
26,36,251,218,86.85,33,13.15,26036
26,37,235,222,94.47,13,5.53,26037
