ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,140,109,77.86,31,22.14,01001
1,2,263,193,73.38,70,26.62,01002
1,3,167,127,76.05,40,23.95,01003
1,4,130,107,82.31,23,17.69,01004
1,5,164,130,79.27,34,20.73,01005
1,6,116,94,81.03,22,18.97,01006
1,7,179,135,75.42,44,24.58,01007
1,8,85,70,82.35,15,17.65,01008
1,9,180,147,81.67,33,18.33,01009
1,10,216,167,77.31,49,22.69,01010
1,11,140,106,75.71,34,24.29,01011
1,12,195,145,74.36,50,25.64,01012
1,13,44,33,75.0,11,25.0,01013
1,14,97,75,77.32,22,22.68,01014
1,15,108,86,79.63,22,20.37,01015
1,16,106,79,74.53,27,25.47,01016
1,17,166,123,74.1,43,25.9,01017
1,18,91,68,74.73,23,25.27,01018
1,19,99,71,71.72,28,28.28,01019
1,20,76,57,75.0,19,25.0,01020
1,21,253,202,79.84,51,20.16,01021
1,22,101,81,80.2,20,19.8,01022
1,23,216,165,76.39,51,23.61,01023
1,24,126,98,77.78,28,22.22,01024
1,25,225,183,81.33,42,18.67,01025
1,26,265,200,75.47,65,24.53,01026
1,27,102,75,73.53,27,26.47,01027
1,28,18,15,83.33,3,16.67,01028
1,29,202,144,71.29,58,28.71,01029
1,30,108,77,71.3,31,28.7,01030
1,31,46,34,73.91,12,26.09,01031
1,32,85,68,80.0,17,20.0,01032
1,33,155,119,76.77,36,23.23,01033
1,34,35,23,65.71,12,34.29,01034
1,35,29,25,86.21,4,13.79,01035
1,36,133,105,78.95,28,21.05,01036
2,1,265,209,78.87,56,21.13,02001
2,2,226,191,84.51,35,15.49,02002
2,3,131,99,75.57,32,24.43,02003
2,4,36,25,69.44,11,30.56,02004
2,5,86,58,67.44,28,32.56,02005
2,6,75,57,76.0,18,24.0,02006
2,7,181,158,87.29,23,12.71,02007
2,8,200,161,80.5,39,19.5,02008
2,9,45,31,68.89,14,31.11,02009
2,10,74,56,75.68,18,24.32,02010
2,11,273,216,79.12,57,20.88,02011
2,12,106,78,73.58,28,26.42,02012
2,13,218,183,83.94,35,16.06,02013
2,14,191,154,80.63,37,19.37,02014
2,15,51,31,60.78,20,39.22,02015
2,16,99,79,79.8,20,20.2,02016
2,17,142,111,78.17,31,21.83,02017
2,18,187,157,83.96,30,16.04,02018
2,19,58,39,67.24,19,32.76,02019
2,20,131,113,86.26,18,13.74,02020
2,21,140,114,81.43,26,18.57,02021
2,22,356,280,78.65,76,21.35,02022
2,23,122,99,81.15,23,18.85,02023
2,24,112,101,90.18,11,9.82,02024
2,25,70,55,78.57,15,21.43,02025
2,26,76,64,84.21,12,15.79,02026
2,27,7,5,71.43,2,28.57,02027
2,28,147,122,82.99,25,17.01,02028
2,29,74,62,83.78,12,16.22,02029
2,30,76,63,82.89,13,17.11,02030
2,31,153,126,82.35,27,17.65,02031
2,32,69,52,75.36,17,24.64,02032
2,33,221,177,80.09,44,19.91,02033
2,34,81,73,90.12,8,9.88,02034
2,35,83,71,85.54,12,14.46,02035
2,36,60,49,81.67,11,18.33,02036
2,37,238,190,79.83,48,20.17,02037
2,38,168,132,78.57,36,21.43,02038
2,39,164,130,79.27,34,20.73,02039
2,40,199,150,75.38,49,24.62,02040
2,41,34,25,73.53,9,26.47,02041
2,42,52,45,86.54,7,13.46,02042
2,43,271,218,80.44,53,19.56,02043
2,44,130,117,90.0,13,10.0,02044
2,45,56,46,82.14,10,17.86,02045
2,46,233,198,84.98,35,15.02,02046
2,47,121,106,87.6,15,12.4,02047
2,48,209,175,83.73,34,16.27,02048
2,49,114,81,71.05,33,28.95,02049
2,50,99,79,79.8,20,20.2,02050
2,51,102,76,74.51,26,25.49,02051
2,52,274,209,76.28,65,23.72,02052
2,53,71,55,77.46,16,22.54,02053
2,54,266,205,77.07,61,22.93,02054
