ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,152,122,80.26,30,19.74,01001
1,2,303,232,76.57,71,23.43,01002
1,3,185,150,81.08,35,18.92,01003
1,4,149,128,85.91,21,14.09,01004
1,5,181,151,83.43,30,16.57,01005
1,6,139,119,85.61,20,14.39,01006
1,7,198,156,78.79,42,21.21,01007
1,8,95,81,85.26,14,14.74,01008
1,9,210,175,83.33,35,16.67,01009
1,10,238,200,84.03,38,15.97,01010
1,11,151,125,82.78,26,17.22,01011
1,12,232,188,81.03,44,18.97,01012
1,13,60,41,68.33,19,31.67,01013
1,14,126,96,76.19,30,23.81,01014
1,15,134,111,82.84,23,17.16,01015
1,16,134,96,71.64,38,28.36,01016
1,17,187,149,79.68,38,20.32,01017
1,18,115,88,76.52,27,23.48,01018
1,19,120,98,81.67,22,18.33,01019
1,20,90,72,80.0,18,20.0,01020
1,21,277,233,84.12,44,15.88,01021
1,22,125,97,77.6,28,22.4,01022
1,23,236,192,81.36,44,18.64,01023
1,24,151,128,84.77,23,15.23,01024
1,25,266,220,82.71,46,17.29,01025
1,26,298,237,79.53,61,20.47,01026
1,27,158,123,77.85,35,22.15,01027
1,28,26,23,88.46,3,11.54,01028
1,29,227,178,78.41,49,21.59,01029
1,30,135,108,80.0,27,20.0,01030
1,31,57,50,87.72,7,12.28,01031
1,32,102,80,78.43,22,21.57,01032
1,33,185,143,77.3,42,22.7,01033
1,34,43,33,76.74,10,23.26,01034
1,35,29,25,86.21,4,13.79,01035
1,36,153,125,81.7,28,18.3,01036
2,1,297,252,84.85,45,15.15,02001
2,2,266,227,85.34,39,14.66,02002
2,3,176,137,77.84,39,22.16,02003
2,4,42,30,71.43,12,28.57,02004
2,5,109,85,77.98,24,22.02,02005
2,6,93,78,83.87,15,16.13,02006
2,7,216,179,82.87,37,17.13,02007
2,8,211,178,84.36,33,15.64,02008
2,9,54,44,81.48,10,18.52,02009
2,10,111,86,77.48,25,22.52,02010
2,11,308,267,86.69,41,13.31,02011
2,12,125,106,84.8,19,15.2,02012
2,13,254,219,86.22,35,13.78,02013
2,14,222,191,86.04,31,13.96,02014
2,15,67,45,67.16,22,32.84,02015
2,16,120,104,86.67,16,13.33,02016
2,17,165,131,79.39,34,20.61,02017
2,18,223,190,85.2,33,14.8,02018
2,19,77,63,81.82,14,18.18,02019
2,20,160,145,90.63,15,9.38,02020
2,21,160,136,85.0,24,15.0,02021
2,22,393,333,84.73,60,15.27,02022
2,23,143,115,80.42,28,19.58,02023
2,24,125,110,88.0,15,12.0,02024
2,25,87,66,75.86,21,24.14,02025
2,26,111,96,86.49,15,13.51,02026
2,27,14,11,78.57,3,21.43,02027
2,28,181,147,81.22,34,18.78,02028
2,29,110,92,83.64,18,16.36,02029
2,30,102,83,81.37,19,18.63,02030
2,31,190,164,86.32,26,13.68,02031
2,32,99,78,78.79,21,21.21,02032
2,33,256,217,84.77,39,15.23,02033
2,34,108,98,90.74,10,9.26,02034
2,35,96,83,86.46,13,13.54,02035
2,36,89,73,82.02,16,17.98,02036
2,37,268,220,82.09,48,17.91,02037
2,38,186,149,80.11,37,19.89,02038
2,39,208,169,81.25,39,18.75,02039
2,40,241,194,80.5,47,19.5,02040
2,41,42,34,80.95,8,19.05,02041
2,42,76,63,82.89,13,17.11,02042
2,43,283,245,86.57,38,13.43,02043
2,44,161,147,91.3,14,8.7,02044
2,45,76,63,82.89,13,17.11,02045
2,46,283,252,89.05,31,10.95,02046
2,47,122,113,92.62,9,7.38,02047
2,48,230,208,90.43,22,9.57,02048
2,49,121,99,81.82,22,18.18,02049
2,50,108,92,85.19,16,14.81,02050
2,51,130,113,86.92,17,13.08,02051
2,52,327,270,82.57,57,17.43,02052
2,53,90,76,84.44,14,15.56,02053
2,54,269,216,80.3,53,19.7,02054
3,1,212,176,83.02,36,16.98,03001
3,2,139,122,87.77,17,12.23,03002
3,3,74,53,71.62,21,28.38,03003
3,4,87,75,86.21,12,13.79,03004
3,5,112,91,81.25,21,18.75,03005
3,6,58,49,84.48,9,15.52,03006
3,7,29,24,82.76,5,17.24,03007
3,8,85,68,80.0,17,20.0,03008
3,9,122,88,72.13,34,27.87,03009
3,10,184,148,80.43,36,19.57,03010
3,11,82,67,81.71,15,18.29,03011
3,12,127,108,85.04,19,14.96,03012
3,13,39,37,94.87,2,5.13,03013
3,14,45,34,75.56,11,24.44,03014
3,15,85,79,92.94,6,7.06,03015
3,16,177,133,75.14,44,24.86,03016
3,17,109,81,74.31,28,25.69,03017
3,18,100,84,84.0,16,16.0,03018
3,19,94,68,72.34,26,27.66,03019
3,20,61,36,59.02,25,40.98,03020
3,21,65,52,80.0,13,20.0,03021
3,22,88,73,82.95,15,17.05,03022
3,23,97,74,76.29,23,23.71,03023
3,24,97,83,85.57,14,14.43,03024
3,25,49,35,71.43,14,28.57,03025
3,26,77,60,77.92,17,22.08,03026
3,27,41,32,78.05,9,21.95,03027
3,28,113,92,81.42,21,18.58,03028
3,29,31,27,87.1,4,12.9,03029
3,30,96,77,80.21,19,19.79,03030
3,31,110,91,82.73,19,17.27,03031
3,32,170,142,83.53,28,16.47,03032
3,33,126,111,88.1,15,11.9,03033
3,34,48,39,81.25,9,18.75,03034
3,35,112,97,86.61,15,13.39,03035
3,36,70,53,75.71,17,24.29,03036
3,37,124,96,77.42,28,22.58,03037
3,38,100,84,84.0,16,16.0,03038
3,39,72,64,88.89,8,11.11,03039
3,40,118,95,80.51,23,19.49,03040
3,41,101,76,75.25,25,24.75,03041
3,42,73,59,80.82,14,19.18,03042
3,43,8,5,62.5,3,37.5,03043
3,44,63,53,84.13,10,15.87,03044
3,45,69,53,76.81,16,23.19,03045
3,46,17,17,100.0,0,0.0,03046
3,47,101,90,89.11,11,10.89,03047
3,48,79,67,84.81,12,15.19,03048
3,49,94,70,74.47,24,25.53,03049
3,50,122,93,76.23,29,23.77,03050
3,51,118,93,78.81,25,21.19,03051
3,52,134,115,85.82,19,14.18,03052
4,1,183,160,87.43,23,12.57,04001
4,2,59,49,83.05,10,16.95,04002
4,3,245,213,86.94,32,13.06,04003
4,4,224,191,85.27,33,14.73,04004
