ward,precinct,total,CYNTHIA SOTO,CYNTHIA SOTO Percent,precinct_id
1,2,533,533,100.0,01002
1,3,300,300,100.0,01003
1,4,288,288,100.0,01004
1,5,368,368,100.0,01005
1,7,392,392,100.0,01007
1,8,194,194,100.0,01008
1,9,390,390,100.0,01009
1,10,406,406,100.0,01010
1,11,164,164,100.0,01011
1,12,398,398,100.0,01012
1,13,208,208,100.0,01013
1,14,259,259,100.0,01014
1,15,305,305,100.0,01015
1,17,367,367,100.0,01017
1,18,260,260,100.0,01018
1,19,300,300,100.0,01019
1,20,237,237,100.0,01020
1,21,355,355,100.0,01021
1,22,259,259,100.0,01022
1,23,458,458,100.0,01023
1,24,213,213,100.0,01024
1,25,458,458,100.0,01025
1,26,528,528,100.0,01026
1,27,303,303,100.0,01027
1,28,49,49,100.0,01028
1,29,448,448,100.0,01029
1,30,285,285,100.0,01030
1,32,243,243,100.0,01032
1,33,329,329,100.0,01033
1,36,281,281,100.0,01036
26,4,280,280,100.0,26004
26,6,362,362,100.0,26006
26,8,576,576,100.0,26008
26,17,222,222,100.0,26017
26,20,244,244,100.0,26020
26,21,264,264,100.0,26021
26,22,263,263,100.0,26022
26,23,292,292,100.0,26023
26,24,368,368,100.0,26024
26,26,178,178,100.0,26026
26,27,164,164,100.0,26027
26,28,389,389,100.0,26028
26,33,284,284,100.0,26033
26,36,330,330,100.0,26036
27,35,216,216,100.0,27035
27,41,2,2,100.0,27041
27,50,33,33,100.0,27050
27,54,9,9,100.0,27054
32,2,244,244,100.0,32002
32,3,296,296,100.0,32003
32,11,354,354,100.0,32011
32,14,175,175,100.0,32014
32,47,193,193,100.0,32047
35,7,335,335,100.0,35007
35,9,281,281,100.0,35009
35,10,269,269,100.0,35010
35,12,312,312,100.0,35012
35,16,295,295,100.0,35016
35,19,323,323,100.0,35019
35,20,124,124,100.0,35020
35,27,352,352,100.0,35027
35,30,479,479,100.0,35030
35,31,352,352,100.0,35031
35,33,245,245,100.0,35033
35,35,180,180,100.0,35035
